family,stage,prompt_key,side,layer,n_layers,depth,h_residual
olmo,aligned,institutional_labor_worker_3,individual,15,32,mid,9.552513122558594
olmo,aligned,institutional_labor_worker_3,individual,16,32,mid,9.040250778198242
olmo,aligned,institutional_labor_worker_3,individual,17,32,mid,7.893177032470703
olmo,aligned,institutional_labor_worker_3,individual,18,32,mid,0.7858798503875732
olmo,aligned,institutional_labor_worker_3,individual,19,32,mid,3.793213367462158
olmo,aligned,institutional_labor_worker_3,individual,20,32,late,4.062726020812988
olmo,aligned,institutional_labor_worker_3,individual,21,32,late,1.9379870891571045
olmo,aligned,institutional_labor_worker_3,individual,22,32,late,3.2211461067199707
olmo,aligned,institutional_labor_worker_3,individual,23,32,late,5.963580131530762
olmo,aligned,institutional_labor_worker_3,individual,24,32,late,5.200098037719727
olmo,aligned,institutional_labor_worker_3,individual,25,32,late,6.802964210510254
olmo,aligned,institutional_labor_worker_3,individual,26,32,late,7.50497579574585
olmo,aligned,institutional_labor_worker_3,individual,27,32,late,6.743650436401367
olmo,aligned,institutional_labor_worker_3,individual,28,32,late,5.926395416259766
olmo,aligned,institutional_labor_worker_3,individual,29,32,late,5.489882469177246
olmo,aligned,institutional_labor_worker_3,individual,30,32,late,4.734958648681641
olmo,aligned,institutional_labor_worker_3,individual,31,32,late,6.17201566696167
olmo,aligned,institutional_labor_mgmt_3,institution,0,32,early,3.9311299324035645
olmo,aligned,institutional_labor_mgmt_3,institution,1,32,early,7.742459774017334
olmo,aligned,institutional_labor_mgmt_3,institution,2,32,early,9.882122993469238
olmo,aligned,institutional_labor_mgmt_3,institution,3,32,early,9.723649978637695
olmo,aligned,institutional_labor_mgmt_3,institution,4,32,early,10.220710754394531
olmo,aligned,institutional_labor_mgmt_3,institution,5,32,early,10.415397644042969
olmo,aligned,institutional_labor_mgmt_3,institution,6,32,early,10.38609504699707
olmo,aligned,institutional_labor_mgmt_3,institution,7,32,early,10.403436660766602
olmo,aligned,institutional_labor_mgmt_3,institution,8,32,early,10.365047454833984
olmo,aligned,institutional_labor_mgmt_3,institution,9,32,early,10.25806999206543
olmo,aligned,institutional_labor_mgmt_3,institution,10,32,mid,10.097710609436035
olmo,aligned,institutional_labor_mgmt_3,institution,11,32,mid,10.220946311950684
olmo,aligned,institutional_labor_mgmt_3,institution,12,32,mid,10.022836685180664
olmo,aligned,institutional_labor_mgmt_3,institution,13,32,mid,9.664033889770508
olmo,aligned,institutional_labor_mgmt_3,institution,14,32,mid,10.110391616821289
olmo,aligned,institutional_labor_mgmt_3,institution,15,32,mid,9.565408706665039
olmo,aligned,institutional_labor_mgmt_3,institution,16,32,mid,8.614879608154297
olmo,aligned,institutional_labor_mgmt_3,institution,17,32,mid,8.219755172729492
olmo,aligned,institutional_labor_mgmt_3,institution,18,32,mid,7.284513473510742
olmo,aligned,institutional_labor_mgmt_3,institution,19,32,mid,7.112968444824219
olmo,aligned,institutional_labor_mgmt_3,institution,20,32,late,6.740847587585449
olmo,aligned,institutional_labor_mgmt_3,institution,21,32,late,7.2723188400268555
olmo,aligned,institutional_labor_mgmt_3,institution,22,32,late,5.692543983459473
olmo,aligned,institutional_labor_mgmt_3,institution,23,32,late,5.224029064178467
olmo,aligned,institutional_labor_mgmt_3,institution,24,32,late,5.9867329597473145
olmo,aligned,institutional_labor_mgmt_3,institution,25,32,late,6.2368245124816895
olmo,aligned,institutional_labor_mgmt_3,institution,26,32,late,4.208394527435303
olmo,aligned,institutional_labor_mgmt_3,institution,27,32,late,4.220622539520264
olmo,aligned,institutional_labor_mgmt_3,institution,28,32,late,3.9873619079589844
olmo,aligned,institutional_labor_mgmt_3,institution,29,32,late,3.855518341064453
olmo,aligned,institutional_labor_mgmt_3,institution,30,32,late,4.145648002624512
olmo,aligned,institutional_labor_mgmt_3,institution,31,32,late,5.909762382507324
olmo,aligned,institutional_labor_worker_4,individual,0,32,early,5.305059432983398
olmo,aligned,institutional_labor_worker_4,individual,1,32,early,8.162264823913574
olmo,aligned,institutional_labor_worker_4,individual,2,32,early,8.311027526855469
olmo,aligned,institutional_labor_worker_4,individual,3,32,early,8.572582244873047
olmo,aligned,institutional_labor_worker_4,individual,4,32,early,9.236614227294922
olmo,aligned,institutional_labor_worker_4,individual,5,32,early,9.329071998596191
olmo,aligned,institutional_labor_worker_4,individual,6,32,early,9.553369522094727
olmo,aligned,institutional_labor_worker_4,individual,7,32,early,8.859265327453613
olmo,aligned,institutional_labor_worker_4,individual,8,32,early,9.039335250854492
olmo,aligned,institutional_labor_worker_4,individual,9,32,early,9.329099655151367
olmo,aligned,institutional_labor_worker_4,individual,10,32,mid,9.281451225280762
olmo,aligned,institutional_labor_worker_4,individual,11,32,mid,9.685903549194336
olmo,aligned,institutional_labor_worker_4,individual,12,32,mid,9.657898902893066
olmo,aligned,institutional_labor_worker_4,individual,13,32,mid,8.67133617401123
olmo,aligned,institutional_labor_worker_4,individual,14,32,mid,9.647765159606934
olmo,aligned,institutional_labor_worker_4,individual,15,32,mid,8.750019073486328
olmo,aligned,institutional_labor_worker_4,individual,16,32,mid,7.224275588989258
olmo,aligned,institutional_labor_worker_4,individual,17,32,mid,6.189905166625977
olmo,aligned,institutional_labor_worker_4,individual,18,32,mid,5.191503047943115
olmo,aligned,institutional_labor_worker_4,individual,19,32,mid,5.799983978271484
olmo,aligned,institutional_labor_worker_4,individual,20,32,late,5.705271244049072
olmo,aligned,institutional_labor_worker_4,individual,21,32,late,5.209742546081543
olmo,aligned,institutional_labor_worker_4,individual,22,32,late,5.768520355224609
olmo,aligned,institutional_labor_worker_4,individual,23,32,late,6.165008068084717
olmo,aligned,institutional_labor_worker_4,individual,24,32,late,6.91035270690918
olmo,aligned,institutional_labor_worker_4,individual,25,32,late,7.292035102844238
olmo,aligned,institutional_labor_worker_4,individual,26,32,late,7.573877811431885
olmo,aligned,institutional_labor_worker_4,individual,27,32,late,6.9439287185668945
olmo,aligned,institutional_labor_worker_4,individual,28,32,late,6.330855369567871
olmo,aligned,institutional_labor_worker_4,individual,29,32,late,4.34139347076416
olmo,aligned,institutional_labor_worker_4,individual,30,32,late,3.999382257461548
olmo,aligned,institutional_labor_worker_4,individual,31,32,late,5.918753623962402
olmo,aligned,institutional_labor_mgmt_4,institution,0,32,early,4.263636589050293
olmo,aligned,institutional_labor_mgmt_4,institution,1,32,early,8.81755256652832
olmo,aligned,institutional_labor_mgmt_4,institution,2,32,early,9.495767593383789
olmo,aligned,institutional_labor_mgmt_4,institution,3,32,early,9.494142532348633
olmo,aligned,institutional_labor_mgmt_4,institution,4,32,early,10.020635604858398
olmo,aligned,institutional_labor_mgmt_4,institution,5,32,early,10.355060577392578
olmo,aligned,institutional_labor_mgmt_4,institution,6,32,early,10.225326538085938
olmo,aligned,institutional_labor_mgmt_4,institution,7,32,early,10.010148048400879
olmo,aligned,institutional_labor_mgmt_4,institution,8,32,early,9.9111967086792
olmo,aligned,institutional_labor_mgmt_4,institution,9,32,early,9.647004127502441
olmo,aligned,institutional_labor_mgmt_4,institution,10,32,mid,9.919675827026367
olmo,aligned,institutional_labor_mgmt_4,institution,11,32,mid,10.333921432495117
olmo,aligned,institutional_labor_mgmt_4,institution,12,32,mid,10.29507827758789
olmo,aligned,institutional_labor_mgmt_4,institution,13,32,mid,10.08520793914795
olmo,aligned,institutional_labor_mgmt_4,institution,14,32,mid,10.214678764343262
olmo,aligned,institutional_labor_mgmt_4,institution,15,32,mid,10.142179489135742
olmo,aligned,institutional_labor_mgmt_4,institution,16,32,mid,9.150059700012207
olmo,aligned,institutional_labor_mgmt_4,institution,17,32,mid,9.609636306762695
olmo,aligned,institutional_labor_mgmt_4,institution,18,32,mid,8.186334609985352
olmo,aligned,institutional_labor_mgmt_4,institution,19,32,mid,9.163102149963379
olmo,aligned,institutional_labor_mgmt_4,institution,20,32,late,9.60373306274414
olmo,aligned,institutional_labor_mgmt_4,institution,21,32,late,9.566204071044922
olmo,aligned,institutional_labor_mgmt_4,institution,22,32,late,9.352983474731445
olmo,aligned,institutional_labor_mgmt_4,institution,23,32,late,9.863872528076172
olmo,aligned,institutional_labor_mgmt_4,institution,24,32,late,9.812161445617676
olmo,aligned,institutional_labor_mgmt_4,institution,25,32,late,9.396015167236328
olmo,aligned,institutional_labor_mgmt_4,institution,26,32,late,8.917960166931152
olmo,aligned,institutional_labor_mgmt_4,institution,27,32,late,8.51824951171875
olmo,aligned,institutional_labor_mgmt_4,institution,28,32,late,7.676041126251221
olmo,aligned,institutional_labor_mgmt_4,institution,29,32,late,6.0979695320129395
olmo,aligned,institutional_labor_mgmt_4,institution,30,32,late,4.726203441619873
olmo,aligned,institutional_labor_mgmt_4,institution,31,32,late,3.737574577331543
olmo,aligned,institutional_labor_worker_5,individual,0,32,early,10.218477249145508
olmo,aligned,institutional_labor_worker_5,individual,1,32,early,10.320240020751953
olmo,aligned,institutional_labor_worker_5,individual,2,32,early,10.260031700134277
olmo,aligned,institutional_labor_worker_5,individual,3,32,early,10.264274597167969
olmo,aligned,institutional_labor_worker_5,individual,4,32,early,10.279932022094727
olmo,aligned,institutional_labor_worker_5,individual,5,32,early,10.223079681396484
olmo,aligned,institutional_labor_worker_5,individual,6,32,early,9.721200942993164
olmo,aligned,institutional_labor_worker_5,individual,7,32,early,10.014019012451172
olmo,aligned,institutional_labor_worker_5,individual,8,32,early,10.084938049316406
olmo,aligned,institutional_labor_worker_5,individual,9,32,early,10.319623947143555
olmo,aligned,institutional_labor_worker_5,individual,10,32,mid,10.27627182006836
olmo,aligned,institutional_labor_worker_5,individual,11,32,mid,10.198699951171875
olmo,aligned,institutional_labor_worker_5,individual,12,32,mid,10.113582611083984
olmo,aligned,institutional_labor_worker_5,individual,13,32,mid,9.635808944702148
olmo,aligned,institutional_labor_worker_5,individual,14,32,mid,10.077901840209961
olmo,aligned,institutional_labor_worker_5,individual,15,32,mid,10.073060989379883
olmo,aligned,institutional_labor_worker_5,individual,16,32,mid,9.794983863830566
olmo,aligned,institutional_labor_worker_5,individual,17,32,mid,8.85667610168457
olmo,aligned,institutional_labor_worker_5,individual,18,32,mid,8.27186393737793
olmo,aligned,institutional_labor_worker_5,individual,19,32,mid,7.611295700073242
olmo,aligned,institutional_labor_worker_5,individual,20,32,late,6.105076313018799
olmo,aligned,institutional_labor_worker_5,individual,21,32,late,6.710066795349121
olmo,aligned,institutional_labor_worker_5,individual,22,32,late,3.7797205448150635
olmo,aligned,institutional_labor_worker_5,individual,23,32,late,3.0611634254455566
olmo,aligned,institutional_labor_worker_5,individual,24,32,late,2.4819533824920654
olmo,aligned,institutional_labor_worker_5,individual,25,32,late,1.8663480281829834
olmo,aligned,institutional_labor_worker_5,individual,26,32,late,2.047407865524292
olmo,aligned,institutional_labor_worker_5,individual,27,32,late,1.4356184005737305
olmo,aligned,institutional_labor_worker_5,individual,28,32,late,0.1943521499633789
olmo,aligned,institutional_labor_worker_5,individual,29,32,late,0.39347851276397705
olmo,aligned,institutional_labor_worker_5,individual,30,32,late,2.347755193710327
olmo,aligned,institutional_labor_worker_5,individual,31,32,late,5.070928573608398
olmo,aligned,institutional_labor_mgmt_5,institution,0,32,early,10.17607307434082
olmo,aligned,institutional_labor_mgmt_5,institution,1,32,early,10.211312294006348
olmo,aligned,institutional_labor_mgmt_5,institution,2,32,early,10.17230224609375
olmo,aligned,institutional_labor_mgmt_5,institution,3,32,early,10.141481399536133
olmo,aligned,institutional_labor_mgmt_5,institution,4,32,early,10.124205589294434
olmo,aligned,institutional_labor_mgmt_5,institution,5,32,early,10.334712982177734
olmo,aligned,institutional_labor_mgmt_5,institution,6,32,early,10.227760314941406
olmo,aligned,institutional_labor_mgmt_5,institution,7,32,early,10.36884880065918
olmo,aligned,institutional_labor_mgmt_5,institution,8,32,early,10.338006973266602
olmo,aligned,institutional_labor_mgmt_5,institution,9,32,early,10.394795417785645
olmo,aligned,institutional_labor_mgmt_5,institution,10,32,mid,10.37639331817627
olmo,aligned,institutional_labor_mgmt_5,institution,11,32,mid,10.439592361450195
olmo,aligned,institutional_labor_mgmt_5,institution,12,32,mid,10.377495765686035
olmo,aligned,institutional_labor_mgmt_5,institution,13,32,mid,10.355766296386719
olmo,aligned,institutional_labor_mgmt_5,institution,14,32,mid,10.405078887939453
olmo,aligned,institutional_labor_mgmt_5,institution,15,32,mid,10.358182907104492
olmo,aligned,institutional_labor_mgmt_5,institution,16,32,mid,10.032161712646484
olmo,aligned,institutional_labor_mgmt_5,institution,17,32,mid,9.244260787963867
olmo,aligned,institutional_labor_mgmt_5,institution,18,32,mid,8.15567684173584
olmo,aligned,institutional_labor_mgmt_5,institution,19,32,mid,7.262038230895996
olmo,aligned,institutional_labor_mgmt_5,institution,20,32,late,7.272099018096924
olmo,aligned,institutional_labor_mgmt_5,institution,21,32,late,6.159822463989258
olmo,aligned,institutional_labor_mgmt_5,institution,22,32,late,3.01202130317688
olmo,aligned,institutional_labor_mgmt_5,institution,23,32,late,2.6623740196228027
olmo,aligned,institutional_labor_mgmt_5,institution,24,32,late,2.2749969959259033
olmo,aligned,institutional_labor_mgmt_5,institution,25,32,late,1.8643510341644287
olmo,aligned,institutional_labor_mgmt_5,institution,26,32,late,1.9192808866500854
olmo,aligned,institutional_labor_mgmt_5,institution,27,32,late,1.6047477722167969
olmo,aligned,institutional_labor_mgmt_5,institution,28,32,late,1.466784119606018
olmo,aligned,institutional_labor_mgmt_5,institution,29,32,late,1.5584354400634766
olmo,aligned,institutional_labor_mgmt_5,institution,30,32,late,2.2385010719299316
olmo,aligned,institutional_labor_mgmt_5,institution,31,32,late,6.209446907043457
olmo,aligned,institutional_housing_tenant_1,individual,0,32,early,4.136713981628418
olmo,aligned,institutional_housing_tenant_1,individual,1,32,early,8.140264511108398
olmo,aligned,institutional_housing_tenant_1,individual,2,32,early,9.656634330749512
olmo,aligned,institutional_housing_tenant_1,individual,3,32,early,9.51082992553711
olmo,aligned,institutional_housing_tenant_1,individual,4,32,early,9.804774284362793
olmo,aligned,institutional_housing_tenant_1,individual,5,32,early,10.177959442138672
olmo,aligned,institutional_housing_tenant_1,individual,6,32,early,10.094005584716797
olmo,aligned,institutional_housing_tenant_1,individual,7,32,early,10.093350410461426
olmo,aligned,institutional_housing_tenant_1,individual,8,32,early,10.177836418151855
olmo,aligned,institutional_housing_tenant_1,individual,9,32,early,10.027633666992188
olmo,aligned,institutional_housing_tenant_1,individual,10,32,mid,9.742921829223633
olmo,aligned,institutional_housing_tenant_1,individual,11,32,mid,9.853536605834961
olmo,aligned,institutional_housing_tenant_1,individual,12,32,mid,9.955276489257812
olmo,aligned,institutional_housing_tenant_1,individual,13,32,mid,9.173418998718262
olmo,aligned,institutional_housing_tenant_1,individual,14,32,mid,9.933696746826172
olmo,aligned,institutional_housing_tenant_1,individual,15,32,mid,9.504278182983398
olmo,aligned,institutional_housing_tenant_1,individual,16,32,mid,8.359134674072266
olmo,aligned,institutional_housing_tenant_1,individual,17,32,mid,6.8166351318359375
olmo,aligned,institutional_housing_tenant_1,individual,18,32,mid,7.335707664489746
olmo,aligned,institutional_housing_tenant_1,individual,19,32,mid,8.275432586669922
olmo,aligned,institutional_housing_tenant_1,individual,20,32,late,7.235681533813477
olmo,aligned,institutional_housing_tenant_1,individual,21,32,late,6.2879743576049805
olmo,aligned,institutional_housing_tenant_1,individual,22,32,late,6.9075164794921875
olmo,aligned,institutional_housing_tenant_1,individual,23,32,late,6.226768970489502
olmo,aligned,institutional_housing_tenant_1,individual,24,32,late,5.376677989959717
olmo,aligned,institutional_housing_tenant_1,individual,25,32,late,5.700905799865723
olmo,aligned,institutional_housing_tenant_1,individual,26,32,late,2.598684787750244
olmo,aligned,institutional_housing_tenant_1,individual,27,32,late,2.753627300262451
olmo,aligned,institutional_housing_tenant_1,individual,28,32,late,2.2466440200805664
olmo,aligned,institutional_housing_tenant_1,individual,29,32,late,3.1740636825561523
olmo,aligned,institutional_housing_tenant_1,individual,30,32,late,3.4891390800476074
olmo,aligned,institutional_housing_tenant_1,individual,31,32,late,5.80594539642334
olmo,aligned,institutional_housing_landlord_1,institution,0,32,early,3.7229433059692383
olmo,aligned,institutional_housing_landlord_1,institution,1,32,early,7.382246017456055
olmo,aligned,institutional_housing_landlord_1,institution,2,32,early,9.742201805114746
olmo,aligned,institutional_housing_landlord_1,institution,3,32,early,9.63430404663086
olmo,aligned,institutional_housing_landlord_1,institution,4,32,early,9.849271774291992
olmo,aligned,institutional_housing_landlord_1,institution,5,32,early,10.307085037231445
olmo,aligned,institutional_housing_landlord_1,institution,6,32,early,10.146871566772461
olmo,aligned,institutional_housing_landlord_1,institution,7,32,early,10.244218826293945
olmo,aligned,institutional_housing_landlord_1,institution,8,32,early,10.152450561523438
olmo,aligned,institutional_housing_landlord_1,institution,9,32,early,10.129098892211914
olmo,aligned,institutional_housing_landlord_1,institution,10,32,mid,10.267576217651367
olmo,aligned,institutional_housing_landlord_1,institution,11,32,mid,10.33586311340332
olmo,aligned,institutional_housing_landlord_1,institution,12,32,mid,10.306568145751953
olmo,aligned,institutional_housing_landlord_1,institution,13,32,mid,10.056600570678711
olmo,aligned,institutional_housing_landlord_1,institution,14,32,mid,10.140262603759766
olmo,aligned,institutional_housing_landlord_1,institution,15,32,mid,9.703333854675293
olmo,aligned,institutional_housing_landlord_1,institution,16,32,mid,9.693220138549805
olmo,aligned,institutional_housing_landlord_1,institution,17,32,mid,7.619117736816406
olmo,aligned,institutional_housing_landlord_1,institution,18,32,mid,7.566919326782227
olmo,aligned,institutional_housing_landlord_1,institution,19,32,mid,7.807219505310059
olmo,aligned,institutional_housing_landlord_1,institution,20,32,late,6.095759391784668
olmo,aligned,institutional_housing_landlord_1,institution,21,32,late,5.772001266479492
olmo,aligned,institutional_housing_landlord_1,institution,22,32,late,6.771424293518066
olmo,aligned,institutional_housing_landlord_1,institution,23,32,late,6.4468183517456055
olmo,aligned,institutional_housing_landlord_1,institution,24,32,late,5.464778900146484
olmo,aligned,institutional_housing_landlord_1,institution,25,32,late,4.869321823120117
olmo,aligned,institutional_housing_landlord_1,institution,26,32,late,4.287062168121338
olmo,aligned,institutional_housing_landlord_1,institution,27,32,late,4.148284912109375
olmo,aligned,institutional_housing_landlord_1,institution,28,32,late,3.588738203048706
olmo,aligned,institutional_housing_landlord_1,institution,29,32,late,3.6836819648742676
olmo,aligned,institutional_housing_landlord_1,institution,30,32,late,4.358001708984375
olmo,aligned,institutional_housing_landlord_1,institution,31,32,late,6.034365653991699
olmo,aligned,institutional_housing_tenant_2,individual,0,32,early,4.090380668640137
olmo,aligned,institutional_housing_tenant_2,individual,1,32,early,7.115784168243408
olmo,aligned,institutional_housing_tenant_2,individual,2,32,early,9.463454246520996
olmo,aligned,institutional_housing_tenant_2,individual,3,32,early,9.618459701538086
olmo,aligned,institutional_housing_tenant_2,individual,4,32,early,9.974793434143066
olmo,aligned,institutional_housing_tenant_2,individual,5,32,early,10.264914512634277
olmo,aligned,institutional_housing_tenant_2,individual,6,32,early,10.196978569030762
olmo,aligned,institutional_housing_tenant_2,individual,7,32,early,10.156156539916992
olmo,aligned,institutional_housing_tenant_2,individual,8,32,early,9.85689926147461
olmo,aligned,institutional_housing_tenant_2,individual,9,32,early,10.084324836730957
olmo,aligned,institutional_housing_tenant_2,individual,10,32,mid,10.133413314819336
olmo,aligned,institutional_housing_tenant_2,individual,11,32,mid,10.252030372619629
olmo,aligned,institutional_housing_tenant_2,individual,12,32,mid,10.286443710327148
olmo,aligned,institutional_housing_tenant_2,individual,13,32,mid,10.068395614624023
olmo,aligned,institutional_housing_tenant_2,individual,14,32,mid,10.19951057434082
olmo,aligned,institutional_housing_tenant_2,individual,15,32,mid,10.048738479614258
olmo,aligned,institutional_housing_tenant_2,individual,16,32,mid,9.491440773010254
olmo,aligned,institutional_housing_tenant_2,individual,17,32,mid,8.914358139038086
olmo,aligned,institutional_housing_tenant_2,individual,18,32,mid,6.968062400817871
olmo,aligned,institutional_housing_tenant_2,individual,19,32,mid,8.39025592803955
olmo,aligned,institutional_housing_tenant_2,individual,20,32,late,8.40147590637207
olmo,aligned,institutional_housing_tenant_2,individual,21,32,late,8.351152420043945
olmo,aligned,institutional_housing_tenant_2,individual,22,32,late,8.460700988769531
olmo,aligned,institutional_housing_tenant_2,individual,23,32,late,6.373661041259766
olmo,aligned,institutional_housing_tenant_2,individual,24,32,late,7.846562385559082
olmo,aligned,institutional_housing_tenant_2,individual,25,32,late,8.40568733215332
olmo,aligned,institutional_housing_tenant_2,individual,26,32,late,7.767302513122559
olmo,aligned,institutional_housing_tenant_2,individual,27,32,late,7.493977069854736
olmo,aligned,institutional_housing_tenant_2,individual,28,32,late,5.208955764770508
olmo,aligned,institutional_housing_tenant_2,individual,29,32,late,4.238467216491699
olmo,aligned,institutional_housing_tenant_2,individual,30,32,late,4.081828594207764
olmo,aligned,institutional_housing_tenant_2,individual,31,32,late,5.31339168548584
olmo,aligned,institutional_housing_landlord_2,institution,0,32,early,3.768862724304199
olmo,aligned,institutional_housing_landlord_2,institution,1,32,early,7.913455009460449
olmo,aligned,institutional_housing_landlord_2,institution,2,32,early,9.777322769165039
olmo,aligned,institutional_housing_landlord_2,institution,3,32,early,9.818601608276367
olmo,aligned,institutional_housing_landlord_2,institution,4,32,early,10.08964729309082
olmo,aligned,institutional_housing_landlord_2,institution,5,32,early,10.344472885131836
olmo,aligned,institutional_housing_landlord_2,institution,6,32,early,10.37747573852539
olmo,aligned,institutional_housing_landlord_2,institution,7,32,early,10.292326927185059
olmo,aligned,institutional_housing_landlord_2,institution,8,32,early,10.241622924804688
olmo,aligned,institutional_housing_landlord_2,institution,9,32,early,10.332608222961426
olmo,aligned,institutional_housing_landlord_2,institution,10,32,mid,10.340819358825684
olmo,aligned,institutional_housing_landlord_2,institution,11,32,mid,10.357866287231445
olmo,aligned,institutional_housing_landlord_2,institution,12,32,mid,10.35438060760498
olmo,aligned,institutional_housing_landlord_2,institution,13,32,mid,10.25626277923584
olmo,aligned,institutional_housing_landlord_2,institution,14,32,mid,10.273659706115723
olmo,aligned,institutional_housing_landlord_2,institution,15,32,mid,10.093079566955566
olmo,aligned,institutional_housing_landlord_2,institution,16,32,mid,9.859871864318848
olmo,aligned,institutional_housing_landlord_2,institution,17,32,mid,7.788534164428711
olmo,aligned,institutional_housing_landlord_2,institution,18,32,mid,7.539257049560547
olmo,aligned,institutional_housing_landlord_2,institution,19,32,mid,8.047181129455566
olmo,aligned,institutional_housing_landlord_2,institution,20,32,late,6.919537544250488
olmo,aligned,institutional_housing_landlord_2,institution,21,32,late,6.560037136077881
olmo,aligned,institutional_housing_landlord_2,institution,22,32,late,7.264313697814941
olmo,aligned,institutional_housing_landlord_2,institution,23,32,late,5.861774444580078
olmo,aligned,institutional_housing_landlord_2,institution,24,32,late,5.638836860656738
olmo,aligned,institutional_housing_landlord_2,institution,25,32,late,5.407234191894531
olmo,aligned,institutional_housing_landlord_2,institution,26,32,late,5.009914398193359
olmo,aligned,institutional_housing_landlord_2,institution,27,32,late,4.067052841186523
olmo,aligned,institutional_housing_landlord_2,institution,28,32,late,2.7191591262817383
olmo,aligned,institutional_housing_landlord_2,institution,29,32,late,3.515630006790161
olmo,aligned,institutional_housing_landlord_2,institution,30,32,late,4.066056251525879
olmo,aligned,institutional_housing_landlord_2,institution,31,32,late,4.976215362548828
olmo,aligned,institutional_medical_patient_1,individual,0,32,early,4.257406234741211
olmo,aligned,institutional_medical_patient_1,individual,1,32,early,8.032960891723633
olmo,aligned,institutional_medical_patient_1,individual,2,32,early,9.007123947143555
olmo,aligned,institutional_medical_patient_1,individual,3,32,early,9.032947540283203
olmo,aligned,institutional_medical_patient_1,individual,4,32,early,9.556005477905273
olmo,aligned,institutional_medical_patient_1,individual,5,32,early,10.052370071411133
olmo,aligned,institutional_medical_patient_1,individual,6,32,early,9.71609878540039
olmo,aligned,institutional_medical_patient_1,individual,7,32,early,9.895023345947266
olmo,aligned,institutional_medical_patient_1,individual,8,32,early,9.920180320739746
olmo,aligned,institutional_medical_patient_1,individual,9,32,early,9.975003242492676
olmo,aligned,institutional_medical_patient_1,individual,10,32,mid,9.993130683898926
olmo,aligned,institutional_medical_patient_1,individual,11,32,mid,10.150795936584473
olmo,aligned,institutional_medical_patient_1,individual,12,32,mid,10.138294219970703
olmo,aligned,institutional_medical_patient_1,individual,13,32,mid,9.626224517822266
olmo,aligned,institutional_medical_patient_1,individual,14,32,mid,10.14508056640625
olmo,aligned,institutional_medical_patient_1,individual,15,32,mid,9.910104751586914
olmo,aligned,institutional_medical_patient_1,individual,16,32,mid,9.067729949951172
olmo,aligned,institutional_medical_patient_1,individual,17,32,mid,6.882399559020996
olmo,aligned,institutional_medical_patient_1,individual,18,32,mid,6.9915771484375
olmo,aligned,institutional_medical_patient_1,individual,19,32,mid,6.415375232696533
olmo,aligned,institutional_medical_patient_1,individual,20,32,late,4.993808746337891
olmo,aligned,institutional_medical_patient_1,individual,21,32,late,5.322678565979004
olmo,aligned,institutional_medical_patient_1,individual,22,32,late,5.569629669189453
olmo,aligned,institutional_medical_patient_1,individual,23,32,late,3.9955668449401855
olmo,aligned,institutional_medical_patient_1,individual,24,32,late,4.023556709289551
olmo,aligned,institutional_medical_patient_1,individual,25,32,late,4.0582051277160645
olmo,aligned,institutional_medical_patient_1,individual,26,32,late,2.8023524284362793
olmo,aligned,institutional_medical_patient_1,individual,27,32,late,3.810084342956543
olmo,aligned,institutional_medical_patient_1,individual,28,32,late,3.874342441558838
olmo,aligned,institutional_medical_patient_1,individual,29,32,late,1.8597583770751953
olmo,aligned,institutional_medical_patient_1,individual,30,32,late,1.3228323459625244
olmo,aligned,institutional_medical_patient_1,individual,31,32,late,3.6212639808654785
olmo,aligned,institutional_medical_doctor_1,institution,0,32,early,3.825759172439575
olmo,aligned,institutional_medical_doctor_1,institution,1,32,early,7.049782752990723
olmo,aligned,institutional_medical_doctor_1,institution,2,32,early,9.67481803894043
olmo,aligned,institutional_medical_doctor_1,institution,3,32,early,10.050270080566406
olmo,aligned,institutional_medical_doctor_1,institution,4,32,early,10.255766868591309
olmo,aligned,institutional_medical_doctor_1,institution,5,32,early,10.419620513916016
olmo,aligned,institutional_medical_doctor_1,institution,6,32,early,10.256930351257324
olmo,aligned,institutional_medical_doctor_1,institution,7,32,early,10.397815704345703
olmo,aligned,institutional_medical_doctor_1,institution,8,32,early,10.340533256530762
olmo,aligned,institutional_medical_doctor_1,institution,9,32,early,10.402835845947266
olmo,aligned,institutional_medical_doctor_1,institution,10,32,mid,10.396860122680664
olmo,aligned,institutional_medical_doctor_1,institution,11,32,mid,10.48406982421875
olmo,aligned,institutional_medical_doctor_1,institution,12,32,mid,10.445606231689453
olmo,aligned,institutional_medical_doctor_1,institution,13,32,mid,10.382730484008789
olmo,aligned,institutional_medical_doctor_1,institution,14,32,mid,10.324152946472168
olmo,aligned,institutional_medical_doctor_1,institution,15,32,mid,10.23234748840332
olmo,aligned,institutional_medical_doctor_1,institution,16,32,mid,10.240499496459961
olmo,aligned,institutional_medical_doctor_1,institution,17,32,mid,9.950882911682129
olmo,aligned,institutional_medical_doctor_1,institution,18,32,mid,9.930620193481445
olmo,aligned,institutional_medical_doctor_1,institution,19,32,mid,9.601057052612305
olmo,aligned,institutional_medical_doctor_1,institution,20,32,late,9.001791954040527
olmo,aligned,institutional_medical_doctor_1,institution,21,32,late,8.963037490844727
olmo,aligned,institutional_medical_doctor_1,institution,22,32,late,8.75538158416748
olmo,aligned,institutional_medical_doctor_1,institution,23,32,late,7.866321086883545
olmo,aligned,institutional_medical_doctor_1,institution,24,32,late,7.181521415710449
olmo,aligned,institutional_medical_doctor_1,institution,25,32,late,6.458029270172119
olmo,aligned,institutional_medical_doctor_1,institution,26,32,late,6.771579742431641
