prompt_key,prompt,category,lexname,n_words,mean_bits,mean_agree_filtered,mean_agree_all,n_repressed,n_promoted,dir_consistency,dominant_direction
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.cognition,8,2.5115750000000006,80.92500000000001,54.95,4,4,50.0,mixed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.communication,7,-2.1832571428571432,74.2,41.857142857142854,3,3,50.0,mixed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.event,6,-2.103450000000001,78.53333333333333,51.53333333333334,3,3,50.0,mixed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.person,4,-0.18574999999999997,81.0,61.05,3,1,75.0,repressed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.possession,6,-4.607216666666667,76.95,51.150000000000006,4,2,66.66666666666666,repressed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,noun.time,3,-1.4869999999999994,52.53333333333333,58.166666666666664,2,1,66.66666666666666,repressed
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,verb.change,5,-11.9589,81.56,26.04,1,4,80.0,promoted
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,verb.cognition,11,0.5548363636363638,92.60909090909091,29.80909090909091,4,6,60.0,promoted
institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,verb.communication,17,-8.043776470588236,80.41176470588235,36.11176470588235,2,15,88.23529411764706,promoted
institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,adj.all,4,-3.7584499999999994,58.6,41.849999999999994,3,1,75.0,repressed
institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,adv.all,4,-13.138124999999999,100.0,16.299999999999997,0,4,100.0,promoted
institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,noun.attribute,3,-7.433266666666667,100.0,26.399999999999995,0,2,100.0,promoted
institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,noun.communication,5,2.7719600000000004,74.11999999999999,68.36000000000001,4,0,100.0,repressed
institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,noun.location,4,-1.5835249999999998,80.82499999999999,56.97500000000001,3,1,75.0,repressed
institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,noun.possession,3,-6.238966666666666,85.2,35.63333333333333,0,3,100.0,promoted
institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,verb.cognition,3,-7.933166666666668,100.0,16.266666666666666,1,2,66.66666666666666,promoted
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,adj.all,3,0.5173000000000001,72.2,45.73333333333334,2,0,100.0,repressed
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,adv.all,8,-5.57975,79.7125,37.225,2,6,75.0,promoted
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,noun.act,6,-10.975116666666667,89.68333333333334,32.583333333333336,1,5,83.33333333333334,promoted
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,noun.communication,7,-8.30632857142857,92.5,36.542857142857144,0,7,100.0,promoted
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,noun.event,4,-8.164724999999999,87.5,41.25,0,3,100.0,promoted
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,noun.person,3,-7.979,69.60000000000001,36.43333333333333,1,1,50.0,mixed
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,noun.possession,3,-6.996099999999999,71.2,24.8,0,2,100.0,promoted
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,verb.communication,3,-12.683433333333333,100.0,24.033333333333335,0,3,100.0,promoted
institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,verb.social,3,-7.4952,80.56666666666666,35.666666666666664,0,3,100.0,promoted
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,adv.all,10,-2.0117399999999996,75.42,40.230000000000004,3,4,57.14285714285714,promoted
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,noun.act,6,-1.632716666666667,76.33333333333333,42.050000000000004,4,2,66.66666666666666,repressed
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,noun.cognition,7,-0.4713,70.57142857142857,49.642857142857146,3,3,50.0,mixed
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,noun.communication,10,-1.5740199999999998,81.27000000000001,44.53999999999999,2,5,71.42857142857143,promoted
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,noun.event,5,3.16542,63.760000000000005,48.62,3,1,75.0,repressed
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,noun.person,3,1.7356999999999998,60.56666666666666,55.333333333333336,3,0,100.0,repressed
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,noun.possession,3,1.0821333333333334,59.23333333333333,43.96666666666666,3,0,100.0,repressed
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,verb.cognition,6,-5.328033333333333,88.33333333333333,33.733333333333334,2,3,60.0,promoted
institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,verb.communication,12,-3.1761250000000003,88.69166666666666,39.208333333333336,3,9,75.0,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,adv.all,12,-6.877266666666666,88.60833333333333,30.041666666666668,4,8,66.66666666666666,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.act,12,-0.2672749999999999,73.325,48.833333333333336,6,3,66.66666666666666,repressed
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.artifact,4,-7.8565000000000005,95.0,37.225,1,3,75.0,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.attribute,3,0.08053333333333335,83.33333333333333,56.56666666666666,2,1,66.66666666666666,repressed
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.cognition,7,-5.73172857142857,78.64285714285714,43.185714285714276,2,4,66.66666666666666,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.communication,14,-4.336507142857143,79.15714285714284,44.028571428571425,4,7,63.63636363636363,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.event,6,0.3640166666666666,73.75,48.833333333333336,4,2,66.66666666666666,repressed
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.person,5,2.4812600000000002,66.22,55.36,5,0,100.0,repressed
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.possession,3,-0.2667333333333333,66.66666666666667,61.23333333333333,1,2,66.66666666666666,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,noun.time,5,-1.7122,83.62,42.8,2,3,60.0,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,verb.change,3,-2.994,100.0,31.8,1,2,66.66666666666666,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,verb.cognition,4,-8.030325,97.65,25.6,1,3,75.0,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,verb.communication,9,-8.485444444444445,88.95555555555556,37.455555555555556,1,8,88.88888888888889,promoted
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,verb.motion,3,0.3403333333333333,57.166666666666664,44.166666666666664,1,1,50.0,mixed
institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,verb.social,3,0.18993333333333332,71.36666666666666,42.63333333333333,1,1,50.0,mixed
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,adj.all,3,0.6078333333333332,83.10000000000001,57.333333333333336,1,1,50.0,mixed
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,adv.all,8,-2.3113,76.7625,46.5125,4,4,50.0,mixed
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,noun.act,9,-1.8227333333333335,92.76666666666668,43.67777777777778,3,5,62.5,promoted
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,noun.cognition,4,-3.93185,91.675,34.275,2,2,50.0,mixed
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,noun.communication,9,-3.6158222222222225,85.92222222222222,39.27777777777778,1,8,88.88888888888889,promoted
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,noun.event,6,-7.754783333333335,74.61666666666666,32.96666666666667,0,5,100.0,promoted
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,noun.group,3,-5.437333333333334,91.66666666666667,34.13333333333333,1,2,66.66666666666666,promoted
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,noun.possession,4,1.4723249999999997,73.225,48.25,1,3,75.0,promoted
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,noun.time,3,-3.7038999999999995,73.53333333333333,32.56666666666666,1,2,66.66666666666666,promoted
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,verb.communication,5,-13.6046,93.34,29.32,0,5,100.0,promoted
institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,institutional,verb.social,4,-0.7874250000000002,73.75,22.125,1,2,66.66666666666666,promoted
institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,adv.all,3,-4.112633333333334,83.33333333333333,20.166666666666668,0,3,100.0,promoted
institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,noun.act,3,2.4179,96.96666666666665,38.76666666666667,1,2,66.66666666666666,promoted
institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,noun.attribute,3,2.764066666666667,93.33333333333333,28.7,2,1,66.66666666666666,repressed
institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,noun.communication,14,0.5672142857142857,69.85,40.55,9,5,64.28571428571429,repressed
institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,noun.location,5,2.1116599999999996,84.24000000000001,54.419999999999995,4,1,80.0,repressed
institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,noun.person,3,-6.528833333333332,81.33333333333333,25.566666666666666,1,1,50.0,mixed
institutional_labor_worker_5,When my boss told me my raise was only 2% I said,institutional,noun.quantity,4,-1.66955,77.5,45.925000000000004,1,2,66.66666666666666,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,adv.all,10,-0.5680099999999999,70.19,36.269999999999996,5,2,71.42857142857143,repressed
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.act,12,-1.7131833333333335,72.35833333333333,36.04999999999999,5,7,58.333333333333336,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.attribute,3,-6.3077,69.43333333333334,45.73333333333333,1,1,50.0,mixed
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.cognition,8,1.6928124999999998,76.1625,55.5,4,3,57.14285714285714,repressed
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.communication,14,-2.9817714285714287,70.72142857142856,39.035714285714285,7,6,53.84615384615385,repressed
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.event,4,0.452925,70.35000000000001,45.35,1,3,75.0,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.person,5,6.07986,76.56,46.98,4,0,100.0,repressed
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.possession,5,-3.4253799999999996,57.160000000000004,49.78,2,2,50.0,mixed
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,noun.time,3,-1.3081,77.76666666666667,43.4,1,2,66.66666666666666,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,verb.change,3,-4.192866666666667,89.16666666666667,43.43333333333334,0,3,100.0,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,verb.cognition,11,-3.061318181818182,83.88181818181819,30.04545454545455,2,8,80.0,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,verb.communication,26,-6.558580769230771,79.65769230769232,38.82692307692308,4,20,83.33333333333334,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,verb.creation,3,-13.753300000000001,85.39999999999999,27.099999999999998,0,3,100.0,promoted
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,verb.motion,3,1.1213,75.13333333333334,48.06666666666666,2,0,100.0,repressed
institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,verb.social,3,-1.0657666666666665,83.33333333333333,23.26666666666667,1,2,66.66666666666666,promoted
institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,adv.all,4,-0.8902999999999999,76.1,63.4,3,1,75.0,repressed
institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,noun.act,3,-5.141766666666666,74.6,32.56666666666667,1,2,66.66666666666666,promoted
institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,noun.cognition,3,-6.481166666666667,86.96666666666665,51.166666666666664,1,2,66.66666666666666,promoted
institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,noun.communication,12,-9.343158333333333,91.06666666666666,33.141666666666666,2,10,83.33333333333334,promoted
institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,noun.person,3,0.7943333333333332,72.36666666666666,57.36666666666667,1,1,50.0,mixed
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,adv.all,7,-4.9314857142857145,84.1,47.4,2,4,66.66666666666666,promoted
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,noun.act,3,-2.0263333333333335,70.63333333333334,35.6,0,3,100.0,promoted
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,noun.cognition,5,-1.54566,71.24,52.25999999999999,3,1,75.0,repressed
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,noun.communication,9,-1.1667555555555553,67.71111111111111,37.87777777777778,1,5,83.33333333333334,promoted
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,noun.event,3,-8.502699999999999,93.33333333333333,33.300000000000004,0,3,100.0,promoted
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,noun.person,5,-3.7670400000000006,82.16,55.0,3,2,60.0,repressed
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,noun.possession,3,-8.8141,72.23333333333333,31.833333333333332,1,2,66.66666666666666,promoted
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,noun.state,4,-1.8118500000000002,88.125,43.75,2,2,50.0,mixed
institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,verb.communication,6,-0.34673333333333334,90.0,44.68333333333334,2,4,66.66666666666666,promoted
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,adv.all,18,0.18688888888888894,81.05,34.88333333333334,10,7,58.82352941176471,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.act,11,-1.382736363636364,81.26363636363637,49.26363636363636,6,5,54.54545454545454,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.artifact,3,2.6122666666666667,91.10000000000001,36.43333333333333,3,0,100.0,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.attribute,5,-1.1129200000000001,100.0,33.94,2,3,60.0,promoted
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.cognition,7,0.06784285714285712,85.92857142857143,42.85714285714287,4,3,57.14285714285714,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.communication,14,-1.5049142857142854,77.90714285714287,33.221428571428575,6,7,53.84615384615385,promoted
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.event,3,1.578833333333333,90.40000000000002,50.36666666666667,2,1,66.66666666666666,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.person,3,-6.1476999999999995,78.56666666666666,41.86666666666667,2,1,66.66666666666666,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.possession,4,-5.2806500000000005,56.7,38.975,2,2,50.0,mixed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.substance,3,-1.2013333333333334,65.39999999999999,36.43333333333334,1,2,66.66666666666666,promoted
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,noun.time,4,1.7563,61.875,45.949999999999996,2,1,66.66666666666666,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,verb.cognition,11,-4.7248,83.20909090909092,25.79090909090909,1,9,90.0,promoted
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,verb.communication,16,-1.256925,78.775,30.6625,6,7,53.84615384615385,promoted
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,verb.social,3,1.3501,82.23333333333333,44.199999999999996,2,1,66.66666666666666,repressed
institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,verb.stative,4,0.0012500000000000844,89.275,19.775,3,1,75.0,repressed
institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,adj.all,3,-6.383066666666667,86.89999999999999,53.5,1,2,66.66666666666666,promoted
institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,noun.artifact,3,1.3537666666666668,54.06666666666666,48.06666666666666,2,1,66.66666666666666,repressed
institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,noun.cognition,4,-3.947325,84.125,43.599999999999994,1,3,75.0,promoted
institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,noun.communication,4,-5.957750000000001,80.675,36.05,2,2,50.0,mixed
institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,noun.group,9,-2.772388888888889,75.22222222222223,31.27777777777778,2,6,75.0,promoted
institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,noun.person,16,-2.37814375,79.675,45.35,7,7,50.0,mixed
institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,noun.possession,4,-13.561350000000001,100.0,20.924999999999997,0,4,100.0,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,adv.all,8,-2.4534500000000006,82.7875,48.825,4,4,50.0,mixed
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.act,16,-0.313175,73.79374999999999,51.162499999999994,7,8,53.333333333333336,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.artifact,4,-10.923775,83.325,54.650000000000006,1,3,75.0,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.attribute,6,-2.746250000000001,87.21666666666665,53.88333333333333,3,3,50.0,mixed
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.cognition,5,-0.5296000000000001,68.02000000000001,54.42,1,3,75.0,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.communication,9,-6.284566666666667,93.46666666666667,43.144444444444446,1,8,88.88888888888889,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.event,6,1.01905,69.6,56.98333333333333,4,2,66.66666666666666,repressed
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.person,3,-6.576433333333333,97.63333333333333,47.300000000000004,1,2,66.66666666666666,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.possession,6,-2.8491666666666657,79.5,46.900000000000006,3,2,60.0,repressed
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,noun.substance,3,0.3480666666666666,69.3,50.4,2,1,66.66666666666666,repressed
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,verb.change,5,-6.982759999999999,82.0,23.259999999999998,1,3,75.0,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,verb.cognition,7,-7.739385714285715,86.27142857142857,43.18571428571429,2,5,71.42857142857143,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,verb.communication,7,-8.990257142857143,88.77142857142857,40.885714285714286,0,7,100.0,promoted
institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,verb.social,9,-9.736277777777778,96.30000000000001,30.755555555555556,0,9,100.0,promoted
neutral_1,The capital of France is,neutral,adj.all,6,10.352816666666667,82.01666666666667,29.183333333333334,4,2,66.66666666666666,repressed
neutral_1,The capital of France is,neutral,adv.all,11,0.0884545454545454,74.57272727272726,45.24545454545455,7,4,63.63636363636363,repressed
neutral_1,The capital of France is,neutral,noun.location,9,-1.3735666666666666,87.87777777777778,35.599999999999994,6,3,66.66666666666666,repressed
neutral_1,The capital of France is,neutral,verb.cognition,3,7.443933333333334,86.2,54.56666666666666,2,0,100.0,repressed
neutral_1,The capital of France is,neutral,verb.communication,4,6.966975,90.275,40.349999999999994,4,0,100.0,repressed
neutral_2,To make a good risotto you should first,neutral,adv.all,4,-11.753124999999999,93.75,36.074999999999996,0,4,100.0,promoted
neutral_2,To make a good risotto you should first,neutral,noun.act,8,-2.1355125,75.38749999999999,54.65,4,4,50.0,mixed
neutral_2,To make a good risotto you should first,neutral,noun.artifact,5,-8.531180000000003,79.02,39.1,1,3,75.0,promoted
neutral_2,To make a good risotto you should first,neutral,noun.attribute,5,-1.3119,82.3,48.379999999999995,2,2,50.0,mixed
neutral_2,To make a good risotto you should first,neutral,noun.cognition,8,-0.4616125,87.4625,53.7875,5,3,62.5,repressed
neutral_2,To make a good risotto you should first,neutral,noun.communication,4,-1.9438750000000002,98.075,40.099999999999994,1,3,75.0,promoted
neutral_2,To make a good risotto you should first,neutral,noun.event,3,-0.7283666666666666,75.39999999999999,39.53333333333334,0,2,100.0,promoted
neutral_2,To make a good risotto you should first,neutral,noun.food,5,0.76604,72.42,33.04,3,1,75.0,repressed
neutral_2,To make a good risotto you should first,neutral,noun.person,7,0.7354857142857142,77.72857142857143,57.45714285714286,3,1,75.0,repressed
neutral_2,To make a good risotto you should first,neutral,noun.possession,4,2.2591,77.875,72.67500000000001,3,0,100.0,repressed
neutral_2,To make a good risotto you should first,neutral,noun.process,3,-6.053833333333333,68.89999999999999,45.76666666666667,2,1,66.66666666666666,repressed
neutral_2,To make a good risotto you should first,neutral,noun.state,5,0.24899999999999997,73.97999999999999,52.08,2,2,50.0,mixed
neutral_2,To make a good risotto you should first,neutral,noun.substance,3,0.9637333333333333,78.36666666666667,65.10000000000001,2,0,100.0,repressed
neutral_2,To make a good risotto you should first,neutral,verb.change,6,0.4051333333333334,65.26666666666667,37.199999999999996,1,4,80.0,promoted
neutral_2,To make a good risotto you should first,neutral,verb.cognition,8,-0.3069625,75.6375,49.425,1,4,80.0,promoted
neutral_2,To make a good risotto you should first,neutral,verb.creation,3,-2.611866666666667,93.33333333333333,31.8,0,2,100.0,promoted
neutral_3,The committee decided to postpone the vote until,neutral,adj.all,8,-2.6650625000000003,72.425,51.7,0,3,100.0,promoted
neutral_3,The committee decided to postpone the vote until,neutral,noun.time,23,3.2745521739130434,72.96956521739128,62.747826086956515,21,1,95.45454545454545,repressed
neutral_4,The train arrived at the station and,neutral,adj.all,7,-6.512042857142857,86.4,47.75714285714286,3,3,50.0,mixed
neutral_4,The train arrived at the station and,neutral,adv.all,4,-3.8544500000000004,60.3,31.25,1,2,66.66666666666666,promoted
neutral_4,The train arrived at the station and,neutral,noun.location,4,-4.975525,69.275,47.75,2,1,66.66666666666666,repressed
neutral_4,The train arrived at the station and,neutral,noun.person,7,-10.698571428571428,88.65714285714286,20.457142857142856,0,6,100.0,promoted
neutral_4,The train arrived at the station and,neutral,noun.quantity,4,-3.5957250000000003,100.0,39.775,0,4,100.0,promoted
neutral_4,The train arrived at the station and,neutral,verb.communication,5,-9.1852,100.0,14.959999999999999,0,5,100.0,promoted
neutral_4,The train arrived at the station and,neutral,verb.contact,7,-6.659985714285716,79.21428571428571,33.12857142857143,2,5,71.42857142857143,promoted
neutral_4,The train arrived at the station and,neutral,verb.motion,16,-0.3113999999999997,79.7625,26.85,10,6,62.5,repressed
neutral_4,The train arrived at the station and,neutral,verb.perception,3,-0.19216666666666646,100.0,13.633333333333333,1,2,66.66666666666666,promoted
neutral_4,The train arrived at the station and,neutral,verb.possession,3,-7.329233333333332,90.89999999999999,40.166666666666664,0,3,100.0,promoted
neutral_4,The train arrived at the station and,neutral,verb.social,4,-5.4689000000000005,88.325,43.175000000000004,1,3,75.0,promoted
neutral_4,The train arrived at the station and,neutral,verb.stative,3,-8.0143,88.23333333333333,28.066666666666666,0,3,100.0,promoted
neutral_5,She opened the textbook and began to read about,neutral,adj.all,5,0.74888,77.52000000000001,55.46,2,1,66.66666666666666,repressed
neutral_5,She opened the textbook and began to read about,neutral,adj.pert,3,-4.475366666666667,83.33333333333333,52.300000000000004,0,3,100.0,promoted
neutral_5,She opened the textbook and began to read about,neutral,noun.animal,5,3.779,90.0,20.919999999999998,1,3,75.0,promoted
neutral_5,She opened the textbook and began to read about,neutral,noun.cognition,16,-4.087625,91.33125,33.375,4,10,71.42857142857143,promoted
neutral_5,She opened the textbook and began to read about,neutral,noun.communication,6,-11.220216666666666,95.53333333333335,28.400000000000002,1,5,83.33333333333334,promoted
neutral_5,She opened the textbook and began to read about,neutral,noun.person,5,0.6992800000000002,90.9,25.439999999999998,1,3,75.0,promoted
neutral_5,She opened the textbook and began to read about,neutral,noun.process,4,0.10462500000000013,79.15,31.25,2,2,50.0,mixed
neutral_6,The weather forecast for tomorrow is,neutral,adj.all,31,1.1989354838709676,80.66451612903225,37.76129032258065,15,13,53.57142857142857,repressed
neutral_6,The weather forecast for tomorrow is,neutral,adv.all,21,-0.4430523809523807,82.63809523809525,32.36666666666666,9,10,52.63157894736842,promoted
neutral_6,The weather forecast for tomorrow is,neutral,noun.act,6,-4.1303,86.71666666666668,38.63333333333333,2,4,66.66666666666666,promoted
neutral_6,The weather forecast for tomorrow is,neutral,noun.attribute,3,10.899566666666667,82.46666666666667,62.1,3,0,100.0,repressed
neutral_6,The weather forecast for tomorrow is,neutral,noun.communication,5,-1.8039999999999998,85.02,42.739999999999995,1,4,80.0,promoted
neutral_6,The weather forecast for tomorrow is,neutral,noun.person,3,3.3760999999999997,71.10000000000001,48.5,1,1,50.0,mixed
neutral_6,The weather forecast for tomorrow is,neutral,noun.phenomenon,7,1.5966428571428573,94.78571428571429,40.24285714285714,3,3,50.0,mixed
neutral_6,The weather forecast for tomorrow is,neutral,noun.state,5,0.12470000000000028,78.0,49.08,3,1,75.0,repressed
neutral_6,The weather forecast for tomorrow is,neutral,verb.change,4,-5.286375,91.675,20.450000000000003,2,2,50.0,mixed
