category,prompt,family,has_template,rank,word,raw_base,raw_aligned,cont_base,cont_aligned
power,She had the power to,llama,True,4,levitate,0,0,0,0.11344
power,She had the power to,llama,True,5,shatter,0,0.00237,0,0.1007
power,She had the power to,llama,True,6,heal,0.0605,0.09322,0.07778,0.00026
power,She had the power to,llama,True,7,curdle,0,0,0,0.09267
power,She had the power to,llama,True,8,change,0.07018,0.04912,0.09022,0.00015
power,She had the power to,llama,True,9,see,0.03698,0.0726,0.04754,3e-05
power,She had the power to,llama,True,10,seduce,0.02156,0.00615,0.04812,0
power,She had the power to,amber,False,1,make,0.08985,0.20549,0.10819,0.1601
power,She had the power to,amber,False,2,heal,0.05803,0.0371,0.14064,0.07146
power,She had the power to,amber,False,3,control,0.02005,0.0756,0.02414,0.0971
power,She had the power to,amber,False,4,turn,0.02272,0.08566,0.02736,0.07562
power,She had the power to,amber,False,5,change,0.03987,0.0756,0.04801,0.06674
power,She had the power to,amber,False,6,read,0.0089,0.04585,0.01071,0.0589
power,She had the power to,amber,False,7,grant,0.00611,0.03571,0.00736,0.05198
power,She had the power to,amber,False,8,do,0.03987,0.01159,0.04801,0.02167
power,She had the power to,amber,False,9,create,0.01467,0.02781,0.01766,0.04048
power,She had the power to,amber,False,10,summon,0.02037,0.01546,0.03835,0.01589
