code,site_id,family,layer,pair,prompt_type,idx
Y0436,9fa079e7b508,zephyr,base,trust/fear,A,0
Y0437,4f94a976c997,tulu,base,sacred/profane,AB,2
Y0438,1a4c5cfca981,amber,aligned,pleasure/pain,A,2
Y0439,c7703fd6b52f,tulu,base,pleasure/pain,B,0
Y0440,f3d4b447852d,olmo,base,love/hate,AB,2
Y0441,1fe04ed9e1bb,zephyr,aligned,man/woman,AB,2
Y0442,3db7a6d01b15,olmo-tiny,base,neutral,N,2
Y0443,bd079a5ada68,llama,aligned,human/animal,AB,1
Y0444,86ba15897f22,tulu,base,neutral,N,1
Y0445,fae559e2c28d,qwen,base,neutral,N,1
Y0446,f61f6c79c734,zephyr,base,obey/rebel,B,1
Y0447,3dc344e62444,amber,aligned,sacred/profane,A,1
Y0448,c44a0ee0341b,tulu,base,human/animal,B,2
Y0449,c34397dff34a,amber,aligned,pleasure/pain,B,1
Y0450,204f507fa1de,zephyr,aligned,trust/fear,AB,2
Y0451,fd59e588cfc4,olmo-tiny,base,sacred/profane,AB,2
Y0452,3453d9269bf4,llama,aligned,neutral,N,0
Y0453,df82749edcc7,zephyr,aligned,neutral,N,2
Y0454,4b6fd8e91b9c,qwen,base,obey/rebel,A,1
Y0455,243702259bab,tulu,aligned,pleasure/pain,AB,1
Y0456,2af54d69d9c3,tulu,aligned,sacred/profane,AB,1
Y0457,109ed84f825d,zephyr,aligned,sacred/profane,A,1
Y0458,9f50e3665bab,qwen,base,desire/disgust,AB,2
Y0459,4cec197e2f48,amber,aligned,pleasure/pain,B,2
Y0460,49703750fdf5,zephyr,base,free/captive,A,1
Y0461,3fc04fc5af54,amber,base,create/destroy,B,2
Y0462,1a1f2f9d70e4,zephyr,aligned,love/hate,AB,0
Y0463,a28bb2ea9719,amber,base,desire/disgust,AB,2
Y0464,368cbf26a9a7,llama,base,pleasure/pain,AB,1
Y0465,f08e232ecfdd,amber,base,trust/fear,A,2
Y0466,750449f78174,qwen,aligned,free/captive,AB,0
Y0467,82c8620c57d3,llama,base,obey/rebel,AB,2
Y0468,64b766e091cd,olmo-tiny,aligned,man/woman,A,1
Y0469,d6b6f0d8a3ff,llama,base,free/captive,B,0
Y0470,486589777654,tulu,aligned,neutral,N,1
Y0471,4b268a0f247f,tulu,aligned,obey/rebel,AB,2
Y0472,54914ddb0e77,olmo-tiny,base,create/destroy,AB,0
Y0473,6a156319768f,amber,base,love/hate,A,1
Y0474,0e78ec993dd8,zephyr,aligned,beautiful/disgusting,AB,1
Y0475,29f5d71a64d5,tulu,aligned,neutral,N,1
Y0476,602c105a4194,qwen,aligned,man/woman,B,0
Y0477,815e76ae34b9,tulu,base,obey/rebel,B,1
Y0478,05170d5d0802,llama,base,pleasure/pain,B,2
Y0479,0a060150541a,olmo-tiny,base,neutral,N,1
Y0480,06814935ea29,qwen,aligned,human/animal,AB,1
Y0481,62280f5bbd69,olmo,base,beautiful/disgusting,A,2
Y0482,86948d05dd2f,qwen,base,create/destroy,B,1
Y0483,5c91cd75a817,amber,aligned,beautiful/disgusting,B,1
Y0484,a989a15d8798,tulu,aligned,desire/disgust,AB,0
Y0485,35eff7a6ca4e,zephyr,base,trust/fear,A,2
Y0486,05be019f2366,llama,aligned,man/woman,B,0
Y0487,3e4c50a87ca2,tulu,base,desire/disgust,A,0
Y0488,e47d17c3551e,llama,base,neutral,N,1
Y0489,55e63f561348,qwen,aligned,trust/fear,A,2
Y0490,09a343317322,zephyr,base,sacred/profane,A,1
Y0491,f24bd6f1980f,qwen,base,beautiful/disgusting,A,0
Y0492,75b2fdc40335,olmo,aligned,desire/disgust,A,2
Y0493,4c81068fe6f4,tulu,aligned,obey/rebel,AB,0
Y0494,1c9ad38f0b4b,amber,base,free/captive,B,0
Y0495,102067e21dcd,olmo,aligned,sacred/profane,B,1
Y0496,411bf1ef4fa1,zephyr,base,human/animal,AB,0
Y0497,dad44fe49755,olmo,aligned,free/captive,AB,2
Y0498,72552b43fcea,olmo,aligned,trust/fear,AB,2
Y0499,1700fefa13f1,amber,base,create/destroy,AB,2
Y0500,5813213b516a,olmo-tiny,aligned,love/hate,A,1
Y0501,03b8d3419129,olmo,base,love/hate,AB,1
Y0502,0a44eca5af17,olmo-tiny,aligned,pleasure/pain,A,0
Y0503,24cb66cdb9f4,qwen,base,love/hate,B,2
Y0504,22a0ca6c8958,zephyr,aligned,pleasure/pain,A,1
Y0505,57ffcb16d306,olmo,base,obey/rebel,B,0
Y0506,accf2a720334,amber,base,obey/rebel,B,1
Y0507,47b29bc1386d,qwen,base,free/captive,A,0
Y0508,a8d000ef1446,olmo-tiny,base,beautiful/disgusting,A,2
Y0509,5c27c48862ca,qwen,base,neutral,N,2
Y0510,c9e74dad6a05,qwen,base,obey/rebel,A,2
Y0511,0f12092891a7,olmo-tiny,base,neutral,N,0
Y0512,7ab084e4ff3c,olmo,base,pleasure/pain,A,2
Y0513,e0027b570a9b,zephyr,aligned,neutral,N,1
Y0514,8770c24b7d8d,amber,aligned,beautiful/disgusting,A,2
Y0515,ac20af147453,llama,aligned,human/animal,B,0
Y0516,fee211b5e0cc,amber,base,sacred/profane,B,2
Y0517,2d3afe2b085e,olmo,base,obey/rebel,A,2
Y0518,0e7e5266948a,qwen,aligned,sacred/profane,A,2
Y0519,805387e95a1a,zephyr,aligned,neutral,N,2
Y0520,021a888e07b6,amber,aligned,create/destroy,B,2
Y0521,16c565983072,olmo-tiny,base,man/woman,A,2
Y0522,9c818880510f,olmo-tiny,base,beautiful/disgusting,AB,1
Y0523,4466036acf48,tulu,base,create/destroy,A,0
Y0524,7da1751091d0,qwen,aligned,trust/fear,B,2
Y0525,7ad7e6e44e19,olmo,aligned,create/destroy,AB,0
Y0526,d5a4f494f986,olmo,aligned,neutral,N,2
Y0527,611d40b1dcfe,qwen,base,sacred/profane,A,1
Y0528,ddd1f8eb9054,zephyr,base,free/captive,AB,0
Y0529,554f5e20400d,zephyr,aligned,human/animal,B,0
Y0530,eb87ff8b7abe,olmo-tiny,base,neutral,N,0
Y0531,5520597c6ab9,olmo,aligned,obey/rebel,AB,0
Y0532,6c33e20c6c42,olmo,aligned,free/captive,AB,0
Y0533,56d18e06e73e,tulu,aligned,create/destroy,AB,0
Y0534,6e22a552ca3e,amber,base,obey/rebel,AB,1
Y0535,6a589c15c3cc,zephyr,base,love/hate,B,0
Y0536,7d1969b785f0,llama,base,love/hate,AB,1
Y0537,ee3cea77aebf,olmo,aligned,neutral,N,1
Y0538,e05abb4760e6,zephyr,base,create/destroy,B,2
Y0539,b8cbd40c5d93,olmo,base,free/captive,A,2
Y0540,ba27b03d3bde,tulu,aligned,sacred/profane,B,1
Y0541,b730b7e90ff6,amber,base,neutral,N,1
Y0542,2fb3fcf5ea76,tulu,aligned,trust/fear,AB,1
Y0543,2b86b4f738e1,tulu,base,create/destroy,B,1
Y0544,576f6f4cb865,zephyr,base,man/woman,AB,1
Y0545,a567dc429ddc,zephyr,aligned,neutral,N,0
Y0546,0705cfaf6f95,zephyr,aligned,free/captive,B,1
Y0547,f13f84bcdb54,tulu,base,desire/disgust,AB,1
Y0548,016b5048af7b,olmo-tiny,aligned,desire/disgust,A,0
Y0549,e03cf161eab4,olmo,aligned,neutral,N,2
Y0550,1b633547c918,olmo,base,man/woman,B,1
Y0551,9a3d84ff0682,tulu,base,sacred/profane,B,1
Y0552,bec33ef35c42,zephyr,base,love/hate,B,1
Y0553,129e727cc822,amber,base,free/captive,A,1
Y0554,d7f74d99e098,qwen,base,human/animal,A,0
Y0555,854c90fabc78,olmo,base,desire/disgust,B,2
Y0556,a50564ff4757,tulu,aligned,neutral,N,0
Y0557,d04f60baab9e,tulu,base,neutral,N,0
Y0558,75644f2fcddf,llama,aligned,desire/disgust,AB,2
Y0559,43a0ece9346f,olmo,base,neutral,N,1
Y0560,932ca238f42d,olmo-tiny,base,obey/rebel,A,0
Y0561,47bf1a08c34c,qwen,base,love/hate,AB,0
Y0562,c8c0edf8bcc1,llama,base,sacred/profane,B,1
Y0563,fcfd8630aed0,amber,aligned,man/woman,A,0
Y0564,e5170d28fffb,olmo,base,sacred/profane,AB,0
Y0565,2e98339acf22,qwen,aligned,sacred/profane,A,1
Y0566,d82c8c01005e,qwen,aligned,desire/disgust,AB,2
Y0567,5a1ad265253b,llama,aligned,neutral,N,0
Y0568,aefe708a1fe3,olmo-tiny,aligned,trust/fear,AB,2
Y0569,56cda33bfe8b,tulu,aligned,man/woman,B,0
Y0570,3ee99a124315,tulu,base,human/animal,AB,2
Y0571,164147d4b02f,olmo,aligned,beautiful/disgusting,A,2
Y0572,f7e99ad2a85d,qwen,base,create/destroy,A,1
Y0573,9e238d61b89e,olmo-tiny,base,obey/rebel,B,0
Y0574,70643425e856,olmo-tiny,base,beautiful/disgusting,AB,2
Y0575,7d2cc50afa69,zephyr,base,trust/fear,B,1
Y0576,7d5c0d6a6ea4,olmo-tiny,base,create/destroy,B,0
Y0577,5ef55e331712,qwen,aligned,create/destroy,B,1
Y0578,a1a35cf590ec,zephyr,aligned,neutral,N,2
Y0579,b69f08d7eecd,olmo-tiny,aligned,human/animal,B,1
Y0580,bcf47f39ddb9,llama,aligned,human/animal,B,1
Y0581,73197b366046,amber,aligned,trust/fear,A,0
Y0582,81c4e9fd44db,olmo,aligned,man/woman,B,1
Y0583,7e725908ec1a,llama,base,trust/fear,AB,0
Y0584,659329ccb966,qwen,aligned,free/captive,A,2
Y0585,f028cfd1cc84,tulu,base,neutral,N,2
Y0586,d269f8996a48,tulu,aligned,beautiful/disgusting,A,0
Y0587,6153e90fd1d1,amber,aligned,human/animal,A,2
Y0588,4c636a0d180c,olmo-tiny,aligned,trust/fear,AB,1
Y0589,7dc573a22b40,llama,aligned,beautiful/disgusting,AB,1
Y0590,b2862ce84ef3,tulu,base,pleasure/pain,A,0
Y0591,d95bf2272920,zephyr,base,love/hate,A,0
Y0592,490e7143217d,zephyr,aligned,obey/rebel,A,1
Y0593,1a533684a50c,llama,base,beautiful/disgusting,B,0
Y0594,1ba3ec5edc5d,olmo-tiny,aligned,free/captive,A,2
Y0595,7cf89daf590a,zephyr,aligned,create/destroy,A,0
Y0596,d292240ae9bd,qwen,base,pleasure/pain,AB,1
Y0597,d441590c9c12,olmo-tiny,aligned,pleasure/pain,A,1
Y0598,299fc8aa9778,olmo,aligned,create/destroy,B,0
Y0599,cd507624ba1e,zephyr,aligned,create/destroy,B,2
Y0600,db1a4f196242,amber,base,sacred/profane,B,0
Y0601,74b3b5d159c9,olmo-tiny,base,beautiful/disgusting,A,0
Y0602,9eeacae97921,olmo,base,neutral,N,2
Y0603,463270e1dd29,llama,aligned,sacred/profane,B,0
Y0604,6b2050e38a2e,zephyr,aligned,trust/fear,B,0
Y0605,1f45c8103119,zephyr,base,man/woman,B,1
Y0606,bb2a5158594d,zephyr,base,sacred/profane,AB,1
Y0607,0233f7ec1127,qwen,base,neutral,N,1
Y0608,bc9aba3d4b67,tulu,base,pleasure/pain,AB,2
Y0609,182a01dc830a,llama,base,man/woman,AB,1
Y0610,69392ccbff71,llama,base,love/hate,B,2
Y0611,45cb72d46927,tulu,base,human/animal,A,1
Y0612,806fd3ccd634,llama,base,pleasure/pain,AB,2
Y0613,7f6da6e0c2a7,tulu,aligned,obey/rebel,AB,1
Y0614,7bf9ff8f8d97,olmo,base,man/woman,AB,0
Y0615,0e57d0714dde,tulu,aligned,desire/disgust,B,1
Y0616,c3b7841ec462,qwen,base,neutral,N,2
Y0617,3d4a503ad1ed,llama,base,desire/disgust,A,2
Y0618,bdf54fd8688c,zephyr,base,human/animal,B,0
Y0619,7363b70e747d,amber,base,obey/rebel,AB,2
Y0620,09f8383fe388,olmo-tiny,base,man/woman,AB,1
Y0621,60b19288d9a6,qwen,base,create/destroy,AB,2
Y0622,6ff7f51c7231,zephyr,aligned,trust/fear,B,2
Y0623,59ff8c51d4ef,amber,base,obey/rebel,B,2
Y0624,9719eb9ac2ff,amber,aligned,human/animal,A,0
Y0625,1fa79df18d02,tulu,aligned,love/hate,A,0
Y0626,8a9931b3416c,qwen,aligned,trust/fear,B,0
Y0627,55191de19c79,qwen,aligned,obey/rebel,B,1
Y0628,9f65f972da13,olmo,base,sacred/profane,B,1
Y0629,0787c5612f39,llama,base,create/destroy,B,2
Y0630,b459d949861c,tulu,aligned,human/animal,A,2
Y0631,c5217970bc37,tulu,aligned,obey/rebel,A,1
Y0632,199b91c42226,amber,aligned,create/destroy,AB,0
Y0633,bfe3a88f3d3a,qwen,aligned,neutral,N,1
Y0634,a35f00cb6bfd,olmo-tiny,aligned,desire/disgust,B,2
Y0635,eb8f54ffc4a4,olmo,aligned,man/woman,B,2
Y0636,d831cdfd4567,olmo,aligned,sacred/profane,A,2
Y0637,1b9244ad3cb2,qwen,aligned,free/captive,AB,1
Y0638,fc198a90986c,amber,base,love/hate,A,2
Y0639,a7740a17ea9c,olmo,aligned,neutral,N,0
Y0640,4a97a39b2510,tulu,base,desire/disgust,A,1
Y0641,a3085bafeffd,olmo-tiny,aligned,obey/rebel,AB,1
Y0642,2a922e94ae44,tulu,aligned,beautiful/disgusting,A,2
Y0643,7cfb4084d619,tulu,aligned,man/woman,A,2
Y0644,4828a640340f,llama,aligned,free/captive,A,1
Y0645,efac434ccba1,olmo,aligned,pleasure/pain,B,1
Y0646,1f8ad248e5c2,olmo,base,neutral,N,0
Y0647,4fcd0b452602,zephyr,base,human/animal,AB,1
Y0648,195e3effb63c,olmo,base,obey/rebel,AB,1
Y0649,da7edc26f92f,olmo,aligned,love/hate,AB,2
Y0650,da10af4f9f9a,llama,aligned,neutral,N,0
Y0651,c1c16c954da2,llama,aligned,create/destroy,AB,1
Y0652,66b9ae9c2fee,olmo-tiny,aligned,human/animal,A,0
Y0653,4c55b6e1fe73,qwen,aligned,neutral,N,0
Y0654,7526829bb8df,olmo,aligned,love/hate,B,1
Y0655,0a93b17630df,zephyr,aligned,human/animal,AB,0
Y0656,c5df112f6f67,llama,aligned,desire/disgust,B,0
Y0657,52867ac6a4cb,qwen,base,neutral,N,0
Y0658,c121464ee2f7,tulu,aligned,love/hate,A,1
Y0659,4c26f099d979,olmo,aligned,neutral,N,1
Y0660,513836b1a9a4,llama,base,human/animal,AB,1
Y0661,700e393449e7,qwen,aligned,desire/disgust,B,0
Y0662,743804f7ce3c,tulu,aligned,human/animal,AB,2
Y0663,f6158330677f,zephyr,base,beautiful/disgusting,AB,1
Y0664,ab8872dd2b76,tulu,base,human/animal,B,0
Y0665,1a7dc0086646,olmo,base,desire/disgust,B,1
Y0666,5f0b7afe086d,tulu,base,trust/fear,A,0
Y0667,88fe0ae755f3,qwen,aligned,pleasure/pain,A,2
Y0668,3bb1034e6f6c,zephyr,aligned,pleasure/pain,AB,1
Y0669,2d03b9cb414e,olmo-tiny,aligned,neutral,N,0
Y0670,08e7ab447ee0,zephyr,aligned,man/woman,AB,0
Y0671,84b405dc485a,llama,base,neutral,N,0
Y0672,50f0dac7445a,tulu,base,sacred/profane,AB,0
Y0673,6be4828e95c1,olmo,base,trust/fear,AB,0
Y0674,6a8965e1a72c,zephyr,base,create/destroy,AB,1
Y0675,58e18e34e012,zephyr,base,sacred/profane,AB,0
Y0676,0da95d966acb,amber,aligned,neutral,N,2
Y0677,8da652b69552,olmo-tiny,aligned,man/woman,B,1
Y0678,d3e10bf83d05,qwen,aligned,desire/disgust,A,1
Y0679,49b67dea81e7,amber,base,pleasure/pain,A,0
Y0680,a0a7b74db230,tulu,aligned,love/hate,A,2
Y0681,085b0e5a2c20,olmo,aligned,man/woman,AB,2
Y0682,cd76adcff884,qwen,aligned,obey/rebel,A,2
Y0683,994c50580419,amber,base,beautiful/disgusting,AB,0
Y0684,76055cd5cab8,qwen,aligned,beautiful/disgusting,A,0
Y0685,9764082a1ce7,olmo-tiny,aligned,love/hate,AB,0
Y0686,262ee586e6b7,qwen,base,neutral,N,0
Y0687,ebe7ab605c95,zephyr,aligned,neutral,N,0
Y0688,d9eb82d14637,tulu,aligned,man/woman,AB,1
Y0689,389760154f75,tulu,aligned,human/animal,AB,0
Y0690,2be66d63ff51,amber,base,desire/disgust,A,2
Y0691,7666820a42c0,olmo-tiny,base,trust/fear,AB,0
Y0692,d89ad50f2b71,zephyr,aligned,neutral,N,1
Y0693,1abd6206c8a5,llama,aligned,man/woman,B,2
Y0694,7adf26814bd0,olmo,aligned,human/animal,AB,1
Y0695,0c77d73be54a,qwen,base,pleasure/pain,AB,2
Y0696,011b994abb97,amber,base,trust/fear,B,0
Y0697,35fad0e83960,olmo-tiny,aligned,free/captive,A,1
Y0698,2dd38b0dd072,olmo,aligned,neutral,N,2
Y0699,80363af7c82f,zephyr,aligned,obey/rebel,AB,1
Y0700,bd376eaa5727,llama,aligned,neutral,N,1
Y0701,ebcabfebd822,tulu,base,obey/rebel,A,1
Y0702,ea6419d527f1,zephyr,aligned,man/woman,AB,1
Y0703,89b5df0410c9,qwen,base,desire/disgust,B,0
Y0704,d4568287de33,amber,aligned,human/animal,B,1
Y0705,006c6c286a48,olmo,base,obey/rebel,AB,0
Y0706,67610e96513a,amber,base,man/woman,A,1
Y0707,74ff4744567b,amber,base,pleasure/pain,A,1
Y0708,fe4ca24ea9bb,amber,aligned,trust/fear,AB,0
Y0709,100d84588d6d,llama,base,love/hate,A,2
Y0710,1d946fd122ff,zephyr,aligned,desire/disgust,A,1
Y0711,61ff34e87bd3,olmo-tiny,aligned,obey/rebel,B,0
Y0712,fddbb4c70b09,olmo,aligned,desire/disgust,AB,2
Y0713,1b2048d4e0d2,zephyr,aligned,beautiful/disgusting,AB,2
Y0714,6226c41b9e56,tulu,aligned,neutral,N,0
Y0715,4c84ae465bba,olmo,aligned,obey/rebel,B,1
Y0716,9f2a9eba216b,tulu,aligned,love/hate,B,0
Y0717,35e8aa8737b7,tulu,aligned,free/captive,B,2
Y0718,3ffddae312ee,llama,aligned,human/animal,B,2
Y0719,09e7fd148880,olmo,base,obey/rebel,A,1
Y0720,f05fe7bd8d58,amber,aligned,beautiful/disgusting,AB,1
Y0721,d30980a681b7,amber,base,love/hate,B,1
Y0722,8658617e0a3e,amber,aligned,neutral,N,1
Y0723,e50a2a64711e,zephyr,aligned,human/animal,B,1
Y0724,ec71644bf0d2,llama,aligned,man/woman,AB,0
Y0725,89979cd18577,olmo,base,trust/fear,B,1
Y0726,a33308ab37a1,olmo-tiny,base,sacred/profane,AB,0
Y0727,43fa341d2972,olmo,aligned,desire/disgust,AB,1
Y0728,a0b37f20d2b4,olmo,aligned,love/hate,AB,1
Y0729,3a4972ea77b5,tulu,aligned,trust/fear,AB,0
Y0730,b4abdfceaecd,qwen,base,trust/fear,A,2
Y0731,1ac2b8edc823,llama,aligned,man/woman,A,2
Y0732,eaff66190864,amber,base,create/destroy,A,1
Y0733,8a78fa72cca5,amber,aligned,obey/rebel,B,0
Y0734,159a3c9919f6,zephyr,base,free/captive,B,2
Y0735,9427adf9a872,olmo-tiny,base,obey/rebel,AB,0
Y0736,69e8c28ac621,zephyr,base,desire/disgust,AB,2
Y0737,e6679f775ed8,olmo-tiny,base,beautiful/disgusting,B,2
Y0738,af6d18ed40fa,tulu,aligned,beautiful/disgusting,AB,1
Y0739,39f99c59fde0,qwen,base,love/hate,A,0
Y0740,c8e1fd421c25,olmo-tiny,aligned,sacred/profane,AB,2
Y0741,ff8e76a66549,llama,base,beautiful/disgusting,A,0
Y0742,be8d78817fa1,olmo,aligned,human/animal,AB,0
Y0743,c9f32b7d962d,tulu,base,sacred/profane,AB,1
Y0744,d1b8337b27a7,olmo,base,human/animal,AB,0
Y0745,f56be4ed1408,zephyr,base,man/woman,A,0
Y0746,5d30007aca2f,zephyr,aligned,beautiful/disgusting,B,2
Y0747,6314493f5fba,llama,aligned,pleasure/pain,A,2
Y0748,68d96f62f6a8,qwen,base,neutral,N,2
Y0749,095e2e2a088f,zephyr,aligned,sacred/profane,B,0
Y0750,4434d98d14e7,olmo,base,human/animal,A,2
Y0751,56d38086208b,amber,aligned,love/hate,AB,2
Y0752,dbeab9581573,llama,base,pleasure/pain,AB,0
Y0753,0da548dc1dba,amber,base,beautiful/disgusting,A,0
Y0754,16dd67aa7812,tulu,aligned,man/woman,AB,0
Y0755,16c2ef0ac786,zephyr,base,create/destroy,AB,2
Y0756,cc64f07eb316,tulu,base,man/woman,AB,1
Y0757,d28e3626ef65,tulu,aligned,free/captive,AB,1
Y0758,27919fdd1a86,zephyr,aligned,human/animal,B,2
Y0759,53c98a095664,tulu,base,love/hate,B,0
Y0760,5a1c826bfb70,olmo-tiny,aligned,neutral,N,0
Y0761,3e197cacc3a1,olmo-tiny,aligned,human/animal,A,2
Y0762,f898ff1c4af1,olmo,aligned,create/destroy,A,2
Y0763,10139724580c,amber,aligned,beautiful/disgusting,AB,0
Y0764,fdabf6d6acc8,zephyr,base,pleasure/pain,AB,0
Y0765,f2313ad03222,tulu,aligned,human/animal,B,0
Y0766,ba8476697771,tulu,base,beautiful/disgusting,AB,2
Y0767,be3aea617158,tulu,base,beautiful/disgusting,A,2
Y0768,791adfe60271,amber,base,neutral,N,1
Y0769,2e32b927ff65,llama,aligned,sacred/profane,A,2
Y0770,09eb1174bccb,olmo-tiny,aligned,obey/rebel,AB,2
Y0771,9829f09935c0,amber,aligned,desire/disgust,A,1
Y0772,f2fa8d960f8d,zephyr,base,man/woman,B,2
Y0773,94817b44f865,olmo,aligned,sacred/profane,AB,2
Y0774,d1d65176ee14,olmo,base,trust/fear,AB,1
Y0775,a24d964dd5c4,amber,base,human/animal,B,2
Y0776,592a030618a9,qwen,base,obey/rebel,AB,0
Y0777,5c83189900ca,llama,aligned,obey/rebel,AB,0
Y0778,1ed37aaab70f,amber,base,sacred/profane,AB,2
Y0779,ca459e1fa441,qwen,aligned,free/captive,A,1
Y0780,eab8dcf7647b,zephyr,aligned,create/destroy,A,2
Y0781,4321a969aaaf,olmo-tiny,base,neutral,N,1
Y0782,48dac28be8fc,olmo,base,pleasure/pain,B,1
Y0783,8fc28165aca0,llama,base,neutral,N,0
Y0784,c52a70d5eef8,amber,base,beautiful/disgusting,A,2
Y0785,e30b8a2d573f,zephyr,aligned,desire/disgust,AB,0
Y0786,7c3e14809e24,zephyr,aligned,pleasure/pain,A,2
Y0787,97f447205b90,amber,aligned,desire/disgust,A,2
Y0788,255ab7befc2f,qwen,aligned,human/animal,AB,0
Y0789,7a0d724f05c7,llama,base,human/animal,B,1
Y0790,ac2cab0e99f1,amber,aligned,love/hate,B,1
Y0791,ce805732676f,llama,base,beautiful/disgusting,A,2
Y0792,968eaeb84018,amber,base,human/animal,AB,2
Y0793,10c11c06a275,amber,aligned,pleasure/pain,AB,1
Y0794,ffd577d65b9e,llama,aligned,sacred/profane,AB,0
Y0795,c0faec86eb5b,tulu,aligned,sacred/profane,AB,0
Y0796,af45affb5944,llama,base,man/woman,B,2
Y0797,cf874aeed561,olmo-tiny,aligned,man/woman,AB,1
Y0798,69bf2f252b78,llama,base,pleasure/pain,A,0
Y0799,69c418f5db8c,olmo,base,desire/disgust,B,0
Y0800,ca889396474a,llama,aligned,desire/disgust,AB,1
Y0801,af2283ade24f,qwen,aligned,trust/fear,A,1
Y0802,d3e3f862c4ae,amber,base,sacred/profane,A,0
Y0803,51fc6454e80e,qwen,base,beautiful/disgusting,A,1
Y0804,ea0c5f2b9428,olmo-tiny,aligned,neutral,N,1
Y0805,523849cd5877,olmo-tiny,base,desire/disgust,AB,0
Y0806,b814ed409a32,zephyr,aligned,trust/fear,A,0
Y0807,f323d092890d,tulu,aligned,create/destroy,B,2
Y0808,7b8be12816d6,olmo-tiny,base,trust/fear,B,1
Y0809,33f77f3bfaa5,llama,aligned,obey/rebel,B,2
Y0810,c39ecb10db1b,zephyr,base,love/hate,AB,0
Y0811,9601a3656658,amber,aligned,trust/fear,B,0
Y0812,b25a652671bb,llama,base,love/hate,A,0
Y0813,eba679254814,qwen,base,trust/fear,B,1
Y0814,fe21b5e00a69,llama,base,trust/fear,B,2
Y0815,2229f57e94bd,qwen,base,create/destroy,AB,1
Y0816,f2b873f4b26a,qwen,base,beautiful/disgusting,AB,2
Y0817,3b634db8668f,llama,base,pleasure/pain,A,1
Y0818,e0e01e26e72b,olmo-tiny,base,neutral,N,1
Y0819,fcc16fc8ac09,qwen,base,human/animal,B,0
Y0820,c24406482040,qwen,aligned,trust/fear,AB,2
Y0821,60308369c7a0,olmo,base,obey/rebel,AB,2
Y0822,36e667333d80,zephyr,aligned,trust/fear,B,1
Y0823,b6d9dd06f8cb,zephyr,aligned,beautiful/disgusting,B,0
Y0824,d5a6f100ef15,llama,aligned,pleasure/pain,A,0
Y0825,437d7c9b9210,amber,aligned,create/destroy,B,0
Y0826,aece1efe5122,zephyr,base,human/animal,B,1
Y0827,9604d0072a6a,amber,base,trust/fear,A,0
Y0828,2cdb2b74ef87,amber,base,free/captive,A,0
Y0829,a8a51634ca6d,llama,base,sacred/profane,A,0
Y0830,0d98f17aace7,qwen,base,neutral,N,0
Y0831,97b325341fb9,qwen,aligned,obey/rebel,AB,0
Y0832,6e14e547dd92,llama,base,trust/fear,A,1
Y0833,4bdadcc189a4,olmo,base,neutral,N,2
Y0834,1e295511d994,llama,aligned,trust/fear,AB,2
Y0835,57165b750362,olmo-tiny,base,neutral,N,1
Y0836,1112dab4d665,olmo-tiny,aligned,create/destroy,B,0
Y0837,b560d27b4d60,tulu,aligned,desire/disgust,B,0
Y0838,284947143439,llama,aligned,desire/disgust,A,0
Y0839,e7ed68d9e3b4,llama,aligned,beautiful/disgusting,B,1
Y0840,aeb3aa4591e4,olmo-tiny,aligned,neutral,N,1
Y0841,778bfd58d8bc,qwen,base,desire/disgust,B,2
Y0842,f454b3569bec,olmo,base,free/captive,A,1
Y0843,f025939784ca,tulu,base,create/destroy,AB,2
Y0844,1946c9520290,tulu,aligned,desire/disgust,AB,2
Y0845,8e5a75e118d1,llama,aligned,obey/rebel,B,0
Y0846,895b11c68e8b,qwen,aligned,human/animal,B,1
Y0847,2da95e0ffbdc,olmo-tiny,base,human/animal,A,1
Y0848,9f249dbc3d26,amber,base,love/hate,AB,1
Y0849,454836fbd767,tulu,aligned,trust/fear,AB,2
Y0850,a91ee279f640,qwen,aligned,sacred/profane,B,2
Y0851,54ca95163b7f,zephyr,aligned,beautiful/disgusting,AB,0
Y0852,1c6868f91f32,amber,base,neutral,N,2
Y0853,fd5f258cb039,qwen,aligned,neutral,N,2
Y0854,9177c4c72578,olmo,base,sacred/profane,B,2
Y0855,3cc011a12475,olmo-tiny,base,desire/disgust,A,0
Y0856,5bb47124b378,tulu,aligned,trust/fear,A,1
Y0857,f196e2f85cc8,olmo-tiny,base,pleasure/pain,B,2
Y0858,f9ab0afc00a3,tulu,aligned,pleasure/pain,B,1
Y0859,ecb2fb9812ce,zephyr,base,create/destroy,AB,0
Y0860,dd9ad8eca31d,llama,base,man/woman,A,0
Y0861,144f9fa4e05e,amber,base,trust/fear,AB,2
Y0862,8e0c8bf44bb1,olmo,base,beautiful/disgusting,B,2
Y0863,6a731c25b550,tulu,aligned,free/captive,B,1
Y0864,143de91a8325,tulu,aligned,neutral,N,1
Y0865,289f2d4b404c,olmo,aligned,obey/rebel,B,0
Y0866,25b7a3db0926,llama,aligned,free/captive,B,2
Y0867,9a42830ced5b,amber,base,trust/fear,AB,0
Y0868,6c90359d0e02,amber,aligned,beautiful/disgusting,B,2
Y0869,bda620ba41d2,qwen,aligned,sacred/profane,B,1
Y0870,0e4aa42b3962,olmo-tiny,aligned,neutral,N,1
Y0871,04f4d75adafa,amber,base,neutral,N,2
Y0872,9128b2c6f7f7,qwen,base,desire/disgust,AB,1
Y0873,4830d7021ac8,llama,aligned,neutral,N,1
