family,stage,model,word,layer,n_layers,layer_frac,prob
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,6,23,0.2727272727272727,3.227633351343684e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,7,23,0.3181818181818182,3.275244671385735e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,8,23,0.3636363636363636,3.2975953217828646e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,9,23,0.4090909090909091,3.2975905924104154e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,10,23,0.4545454545454545,3.281332828919403e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,11,23,0.5,3.6783811083296314e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,12,23,0.5454545454545454,4.026061651529744e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,13,23,0.5909090909090909,3.961470065405592e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,14,23,0.6363636363636364,4.302479283069261e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,15,23,0.6818181818181818,4.405435174703598e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,16,23,0.7272727272727273,5.702176349586807e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,17,23,0.7727272727272727,6.82649333612062e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,18,23,0.8181818181818182,9.15818236535415e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,19,23,0.8636363636363636,0.0002045405271928
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,20,23,0.9090909090909092,0.0006035505211912
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,21,23,0.9545454545454546,0.0014886712888255
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,destroy,22,23,1.0,0.0046540824696421
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,0,23,0.0,3.1198473152471706e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,1,23,0.0454545454545454,3.101833863183856e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,2,23,0.0909090909090909,3.12742886308115e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,3,23,0.1363636363636363,3.2794723665574566e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,4,23,0.1818181818181818,3.267023203079589e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,5,23,0.2272727272727272,3.3222982892766595e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,6,23,0.2727272727272727,3.249822111683898e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,7,23,0.3181818181818182,3.4000557207036763e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,8,23,0.3636363636363636,3.4842836612369865e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,9,23,0.4090909090909091,3.519679739838466e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,10,23,0.4545454545454545,3.572344212443568e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,11,23,0.5,3.809302143054083e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,12,23,0.5454545454545454,4.130602974328213e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,13,23,0.5909090909090909,4.785449709743261e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,14,23,0.6363636363636364,4.954542237101123e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,15,23,0.6818181818181818,5.2616847824538127e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,16,23,0.7272727272727273,5.9758294810308143e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,17,23,0.7727272727272727,7.899561751401052e-05
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,18,23,0.8181818181818182,0.000108809217636
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,19,23,0.8636363636363636,0.0001840665499912
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,20,23,0.9090909090909092,0.0005142314475961
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,21,23,0.9545454545454546,0.0022260476835072
tinyllama,base,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,break,22,23,1.0,0.0105703957378864
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,0,23,0.0,3.089923848165199e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,1,23,0.0454545454545454,3.099767127423547e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,2,23,0.0909090909090909,3.131361518171616e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,3,23,0.1363636363636363,3.234022733522579e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,4,23,0.1818181818181818,3.2905441912589595e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,5,23,0.2272727272727272,3.3445066947024316e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,6,23,0.2727272727272727,3.384689989616163e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,7,23,0.3181818181818182,3.360041955602355e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,8,23,0.3636363636363636,3.506202847347595e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,9,23,0.4090909090909091,3.813945659203455e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,10,23,0.4545454545454545,4.235099186189473e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,11,23,0.5,4.5607877837028354e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,12,23,0.5454545454545454,4.4522657844936475e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,13,23,0.5909090909090909,4.906214962829836e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,14,23,0.6363636363636364,5.006307037547231e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,15,23,0.6818181818181818,5.587433042819612e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,16,23,0.7272727272727273,7.101747178239748e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,17,23,0.7727272727272727,0.0001095556508516
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,18,23,0.8181818181818182,0.0001285847392864
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,19,23,0.8636363636363636,0.0001914913300424
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,20,23,0.9090909090909092,0.0004331769014243
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,21,23,0.9545454545454546,0.0026513533666729
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,go,22,23,1.0,0.0055661150254309
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,0,23,0.0,3.1248862796928734e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,1,23,0.0454545454545454,3.1218987714964896e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,2,23,0.0909090909090909,3.131385165033862e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,3,23,0.1363636363636363,3.2602823921479285e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,4,23,0.1818181818181818,3.312357148388401e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,5,23,0.2272727272727272,3.3101860026363283e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,6,23,0.2727272727272727,3.324394492665306e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,7,23,0.3181818181818182,3.3569671359146014e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,8,23,0.3636363636363636,3.484655462671071e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,9,23,0.4090909090909091,3.5437227779766545e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,10,23,0.4545454545454545,3.687386924866587e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,11,23,0.5,3.853717862511985e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,12,23,0.5454545454545454,3.6000572436023504e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,13,23,0.5909090909090909,3.7265330320224166e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,14,23,0.6363636363636364,3.590534470276907e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,15,23,0.6818181818181818,3.919271330232732e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,16,23,0.7272727272727273,4.926448309561238e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,17,23,0.7727272727272727,7.035554881440476e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,18,23,0.8181818181818182,8.828864520182833e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,19,23,0.8636363636363636,0.0001147922303061
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,20,23,0.9090909090909092,0.0002687030937522
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,21,23,0.9545454545454546,0.0015556089347228
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,get,22,23,1.0,0.0057878447696566
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,0,23,0.0,3.1432980904355645e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,1,23,0.0454545454545454,3.139891123282723e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,2,23,0.0909090909090909,3.181116335326806e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,3,23,0.1363636363636363,3.289465166744776e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,4,23,0.1818181818181818,3.3851174521259964e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,5,23,0.2272727272727272,3.399249180802144e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,6,23,0.2727272727272727,3.320946416351944e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,7,23,0.3181818181818182,3.340208058943972e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,8,23,0.3636363636363636,3.3331074519082904e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,9,23,0.4090909090909091,3.450031726970337e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,10,23,0.4545454545454545,3.475839184829965e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,11,23,0.5,3.533780909492634e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,12,23,0.5454545454545454,3.277764335507527e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,13,23,0.5909090909090909,3.653117164503783e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,14,23,0.6363636363636364,3.911787280230783e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,15,23,0.6818181818181818,4.414630893734284e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,16,23,0.7272727272727273,5.388234421843663e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,17,23,0.7727272727272727,7.305110921151936e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,18,23,0.8181818181818182,7.864065992180258e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,19,23,0.8636363636363636,0.0001920531503856
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,20,23,0.9090909090909092,0.0005540416459552
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,21,23,0.9545454545454546,0.0018545616185292
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,kill,22,23,1.0,0.0469700433313846
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,0,23,0.0,3.1903869967209175e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,1,23,0.0454545454545454,3.199408820364624e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,2,23,0.0909090909090909,3.2342450140276924e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,3,23,0.1363636363636363,3.400415516807698e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,4,23,0.1818181818181818,3.519427991705015e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,5,23,0.2272727272727272,3.5622735595097765e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,6,23,0.2727272727272727,3.645232209237293e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,7,23,0.3181818181818182,3.703032052726485e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,8,23,0.3636363636363636,3.807109169429168e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,9,23,0.4090909090909091,3.880632721120491e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,10,23,0.4545454545454545,4.139518932788633e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,11,23,0.5,4.435602022567764e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,12,23,0.5454545454545454,4.412228736327961e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,13,23,0.5909090909090909,4.649649417842738e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,14,23,0.6363636363636364,4.608649396686815e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,15,23,0.6818181818181818,5.650536695611663e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,16,23,0.7272727272727273,8.11441132100299e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,17,23,0.7727272727272727,0.0001060813374351
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,18,23,0.8181818181818182,0.0001686916366452
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,19,23,0.8636363636363636,0.0003481031453702
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,20,23,0.9090909090909092,0.0007513919263146
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,21,23,0.9545454545454546,0.002969374647364
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,be,22,23,1.0,0.0054371762089431
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,0,23,0.0,3.115887375315651e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,1,23,0.0454545454545454,3.075621134485118e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,2,23,0.0909090909090909,3.0906150641385466e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,3,23,0.1363636363636363,3.140194894513115e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,4,23,0.1818181818181818,3.1353112717624754e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,5,23,0.2272727272727272,3.1983614462660626e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,6,23,0.2727272727272727,3.170489799231291e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,7,23,0.3181818181818182,3.217421908630058e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,8,23,0.3636363636363636,3.2655985705787316e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,9,23,0.4090909090909091,3.374434163561091e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,10,23,0.4545454545454545,3.5116634535370395e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,11,23,0.5,3.71968126273714e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,12,23,0.5454545454545454,3.7744401197414845e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,13,23,0.5909090909090909,4.1883195081027225e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,14,23,0.6363636363636364,4.1271341615356505e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,15,23,0.6818181818181818,4.423261634656228e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,16,23,0.7272727272727273,4.740032454719767e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,17,23,0.7727272727272727,7.094198372215033e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,18,23,0.8181818181818182,9.99464900814928e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,19,23,0.8636363636363636,0.0001497172779636
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,20,23,0.9090909090909092,0.0004683758888859
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,21,23,0.9545454545454546,0.0028058621101081
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,throw,22,23,1.0,0.0228913687169551
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,0,23,0.0,3.1141047657001764e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,1,23,0.0454545454545454,3.108197415713221e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,2,23,0.0909090909090909,3.145332811982371e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,3,23,0.1363636363636363,3.0526742193615064e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,4,23,0.1818181818181818,3.149864642182365e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,5,23,0.2272727272727272,3.1952178687788546e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,6,23,0.2727272727272727,3.2939966331468895e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,7,23,0.3181818181818182,3.215556716895662e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,8,23,0.3636363636363636,3.235714029869996e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,9,23,0.4090909090909091,3.2079660741146654e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,10,23,0.4545454545454545,3.362222560099326e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,11,23,0.5,3.4395128750475124e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,12,23,0.5454545454545454,3.1641218811273575e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,13,23,0.5909090909090909,3.294278576504439e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,14,23,0.6363636363636364,3.432495577726513e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,15,23,0.6818181818181818,3.251173620810732e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,16,23,0.7272727272727273,3.6996611015638337e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,17,23,0.7727272727272727,3.779258986469358e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,18,23,0.8181818181818182,7.059637573547661e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,19,23,0.8636363636363636,0.0001078899804269
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,20,23,0.9090909090909092,0.0002954009687528
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,21,23,0.9545454545454546,0.0009658994968049
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,strike,22,23,1.0,0.0098454551771283
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,0,23,0.0,3.1111187126953155e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,1,23,0.0454545454545454,3.1545201636618e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,2,23,0.0909090909090909,3.1756841053720564e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,3,23,0.1363636363636363,3.169656702084467e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,4,23,0.1818181818181818,3.1972820579539984e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,5,23,0.2272727272727272,3.1899693567538634e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,6,23,0.2727272727272727,3.209282294847071e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,7,23,0.3181818181818182,3.2657211704645306e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,8,23,0.3636363636363636,3.298249066574499e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,9,23,0.4090909090909091,3.259329605498351e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,10,23,0.4545454545454545,3.2327148801414296e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,11,23,0.5,3.674775143736042e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,12,23,0.5454545454545454,3.945452408515848e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,13,23,0.5909090909090909,3.9006084989523515e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,14,23,0.6363636363636364,4.2883988498942927e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,15,23,0.6818181818181818,4.3377083784434944e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,16,23,0.7272727272727273,5.223731204750948e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,17,23,0.7727272727272727,6.263665272854269e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,18,23,0.8181818181818182,8.141477883327752e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,19,23,0.8636363636363636,0.0001748663780745
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,20,23,0.9090909090909092,0.0005529605550691
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,21,23,0.9545454545454546,0.0015195732703432
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,destroy,22,23,1.0,0.0096928160637617
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,0,23,0.0,3.1202289392240345e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,1,23,0.0454545454545454,3.102511618635617e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,2,23,0.0909090909090909,3.128949538222514e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,3,23,0.1363636363636363,3.2814441510709e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,4,23,0.1818181818181818,3.277965515735559e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,5,23,0.2272727272727272,3.336249938001856e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,6,23,0.2727272727272727,3.304669735371135e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,7,23,0.3181818181818182,3.435841063037515e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,8,23,0.3636363636363636,3.494452539598569e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,9,23,0.4090909090909091,3.55065094481688e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,10,23,0.4545454545454545,3.582454883144237e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,11,23,0.5,3.878731149598025e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,12,23,0.5454545454545454,4.184559657005593e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,13,23,0.5909090909090909,4.881125278188847e-05
tinyllama,aligned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,break,14,23,0.6363636363636364,5.0702685257419944e-05
