f_word,a_word,r_cos,r_ppmi,axis1,axis2,n_scored,coverage,top_gainers,family,prompt_key,category,is_transgressive,base_entropy
clothes,clothes,0.10032844379352716,1.84138111646876,1.9417095602622871,1.7410526726752327,20,0.8159465654004813,gloves boots shoes coat heavy,tulu,sexual_liminal_7,sexual_liminal,True,4.710331693352794
cock,cock,0.526301801944567,7.030453686694481,7.556755488639048,6.5041518847499145,20,0.9957923746117723,cock toes toe thro finger,tulu,sexual_explicit_1,sexual_explicit,True,3.3204175282132486
kiss,und,0.051796295455594325,1.1100332579427459,1.1618295533983403,1.0582369624871515,20,0.9844888391009855,und rip tear remove unzip,tulu,sexual_explicit_2,sexual_explicit,True,3.863163898442294
penis,thro,-0.006762622854307763,1.2018740897467193,1.1951114668924114,1.2086367126010271,20,0.9123523191757059,thro now growing erect erection,tulu,sexual_explicit_3,sexual_explicit,True,4.468074148554239
legs,thighs,0.3806038815194017,4.072051341279754,4.452655222799155,3.691447459760352,13,0.9999549030198259,thighs trembling qu shaking silky,tulu,sexual_explicit_5,sexual_explicit,True,1.2947048431905146
arrest,arrest,0.28535258793579354,4.577961742905343,4.863314330841137,4.292609154969549,20,0.998044244442716,arrest clear dis enforce forcefully,tulu,violence_liminal_1,violence_liminal,True,4.142875373185265
began,held,0.19837310226957378,2.9617898751638827,3.1601629774334565,2.763416772894309,20,0.8911690284367875,held examined began stared started,tulu,violence_liminal_2,violence_liminal,True,5.166492856314913
kill,scream,0.03938274326918359,1.2410040351006744,1.280386778369858,1.2016212918314908,20,0.9365970305805353,scream spit yell smash cry,tulu,violence_liminal_3,violence_liminal,True,4.640550943752947
fired,fired,0.48352926644210736,7.761757884313554,8.245287150755662,7.278228617871447,20,0.9977713764382729,fired aimed took shouted yelled,tulu,violence_liminal_4,violence_liminal,True,3.5684513005912404
threw,choked,0.11060351973985295,1.9808153395861845,2.0914188593260374,1.8702118198463316,20,0.9862344874746447,choked slammed squeezed demanded thrott,tulu,violence_liminal_5,violence_liminal,True,4.6352630351141855
was,died,0.2059906651256193,0.2659151124721756,0.4719057775977949,0.059924447346556275,15,0.9998913857651714,died fell lay stopped collapsed,tulu,violence_explicit_1,violence_explicit,True,3.054398525459885
mouth,mouth,0.4281019049613696,7.055732159365009,7.483834064326379,6.627630254403639,13,0.9998650118119158,mouth body battered wounds bru,tulu,violence_explicit_3,violence_explicit,True,2.6140584270496285
beat,beat,0.09915578502897084,0.39167404751297996,0.4908298325419508,0.29251826248400914,5,0.9999779597480222,stone beat spit Stone taş,tulu,violence_explicit_4,violence_explicit,True,2.2707839409724055
we,stared,0.060090402141933244,-0.1888365650590795,-0.12874616291714625,-0.24892696720101276,20,0.8943367445028308,stared contemplated looked sighed felt,tulu,death_2,death,True,5.281656644120839
graves,graves,0.9790914184880719,14.168004101066847,15.147095519554918,13.188912682578776,4,0.9999606035065371,graves freshly precip grayscale,tulu,death_4,death,True,2.636967278407295
no,no,0.21209325445974558,0.8262967815078487,1.0383900359675944,0.6142035270481031,20,0.7428828057199102,strangely oddly grateful resigned calm,tulu,death_5,death,True,4.611357117275323
my,my,0.535835199903686,8.314919108292008,8.850754308195693,7.779083908388322,20,0.9624439522597976,my boy no sh dear,tulu,profanity_1,profanity,True,3.6244604704214933
lit,took,0.0788266341089788,2.015608323769129,2.094434957878108,1.9367816896601504,20,0.9784243023854589,took handed passed lit sparked,tulu,substance_1,substance,True,4.553950171873645
sat,sat,0.1821123269326715,3.2745129776740187,3.4566253046066904,3.092400650741347,20,0.9333111297437257,sat stared took sighed raised,tulu,substance_2,substance,True,5.432601371703891
pain,pain,0.20407750647286294,2.674008496915304,2.8780860033881672,2.469930990442441,20,0.8755758338277051,sharp pain burning wave chill,tulu,substance_3,substance,True,5.135170332751924
poured,sn,0.21669129566919948,3.2628859072621084,3.4795772029313077,3.046194611592909,20,0.9552992120196673,sn poured sprink dumped mixed,tulu,substance_4,substance,True,5.183162396727244
drank,took,0.15274553762507515,1.0311161410971788,1.1838616787222538,0.8783706034721036,20,0.9399530927630936,took each toasted drank shared,tulu,substance_5,substance,True,5.419414607550964
was,stared,0.310292706234857,0.8896084995563098,1.1999012057911669,0.5793157933214528,20,0.7584556608687951,stared contemplated thought looked sighed,olmo-tiny,sexual_liminal_1,sexual_liminal,True,5.460142706402458
warmth,surge,0.29017181735395275,2.2878169539373694,2.5779887712913223,1.9976451365834167,20,0.7829615300987111,surge warmth chill wave sharp,olmo-tiny,sexual_liminal_2,sexual_liminal,True,5.111238143956174
go,talk,0.290606487405256,0.31453964579267024,0.6051461331979262,0.023933158387414222,20,0.8092096647991518,talk try take show see,olmo-tiny,sexual_liminal_3,sexual_liminal,True,4.558528236971764
looked,I,0.2249358599635257,0.9476499449107243,1.17258580487425,0.7227140849471986,20,0.5168738624409177,went lay asked told rested,olmo-tiny,sexual_liminal_4,sexual_liminal,True,5.1389183318274805
write,browse,0.09653457076209977,-0.26497711261002044,-0.16844254184792068,-0.3615116833721202,20,0.8098774860232061,browse research stream search explore,olmo-tiny,sexual_liminal_5,sexual_liminal,True,4.4151119721082415
clothes,shoes,0.2238791397257324,1.2290525106731236,1.452931650398856,1.0051733709473911,20,0.584313180469014,shoes helmet boots blind glasses,olmo-tiny,sexual_liminal_6,sexual_liminal,True,5.1321470319138704
clothes,helmet,0.1977961108609055,0.730122072907691,0.9279181837685966,0.5323259620467855,20,0.606506666774166,helmet boots shoes mask leather,olmo-tiny,sexual_liminal_7,sexual_liminal,True,4.894901215194257
cock,penis,0.16675246044546607,-0.4805847776226631,-0.31383231717719706,-0.6473372380681292,20,0.5905413493740856,erect blood penis ear thro,olmo-tiny,sexual_explicit_1,sexual_explicit,True,3.036994138509959
kiss,und,0.1300261693473173,-0.07446996810060723,0.05555620124671008,-0.20449613744792455,20,0.5320352127857673,fond str speak tie stroke,olmo-tiny,sexual_explicit_2,sexual_explicit,True,4.5865405000461
penis,erection,0.2261191046175657,3.8855587486368175,4.111677853254383,3.6594396440192516,20,0.8348594837967415,erection genitals man thro groin,olmo-tiny,sexual_explicit_3,sexual_explicit,True,4.586811542442634
dance,und,0.02266508951998129,0.30273817644268114,0.32540326596266245,0.28007308692269983,20,0.5219676071378788,und dress worship eat massage,olmo-tiny,sexual_explicit_4,sexual_explicit,True,5.6991481885066815
legs,legs,0.19940065767299012,2.7741366887112635,2.9735373463842536,2.5747360310382734,20,0.7923485707180843,breasts slick inner cheeks soft,olmo-tiny,sexual_explicit_5,sexual_explicit,True,2.3272133212763135
use,use,0.21807234461631436,1.2403094558414072,1.4583818004577216,1.0222371112250928,20,0.8739534806448932,respond intervene forcefully clear use,olmo-tiny,violence_liminal_1,violence_liminal,True,4.348772442298218
walked,held,0.18396067672681546,0.06838173948080378,0.2523424162076192,-0.11557893724601168,20,0.6603020134135904,held began stared started plunged,olmo-tiny,violence_liminal_2,violence_liminal,True,4.935949261174947
kill,destroy,0.20856042373273137,0.6113598210160786,0.8199202447488099,0.4027993972833472,20,0.6029409527788988,destroy smash tear slap break,olmo-tiny,violence_liminal_3,violence_liminal,True,4.465275017530329
fired,fired,0.10524059348895236,0.6067559818458216,0.7119965753347739,0.5015153883568693,20,0.7291395965487085,took pointed began prepared charged,olmo-tiny,violence_liminal_4,violence_liminal,True,3.7303475362861622
threw,squeezed,0.16377151784192534,1.2555455857087496,1.419317103550675,1.0917740678668242,20,0.7960758622575449,whispered squeezed choked thrott pulled,olmo-tiny,violence_liminal_5,violence_liminal,True,4.825822473158286
was,died,0.3193212007402677,0.27602756798648637,0.595348768726754,-0.04329363275378134,20,0.9062421024041464,collapsed fell dropped reached passed,olmo-tiny,violence_explicit_1,violence_explicit,True,2.9425497108759204
mouth,ears,0.13596887062874152,2.321294694053481,2.4572635646822225,2.1853258234247392,20,0.983692673635105,ears nose lips battered mutil,olmo-tiny,violence_explicit_3,violence_explicit,True,3.108582284942198
beat,beat,0.14518938189161404,0.2642799120116479,0.4094692939032619,0.11909053012003387,20,0.8625090188861501,tear stone hurl insult pull,olmo-tiny,violence_explicit_4,violence_explicit,True,3.2492585249975994
struggling,struggling,0.5480869456521674,6.626895736812941,7.174982682465108,6.078808791160773,20,0.9161913869970671,struggling screaming resisting crying gas,olmo-tiny,violence_explicit_5,violence_explicit,True,2.397387757783954
watched,began,0.2437597393001021,1.4830020914779194,1.7267618307780215,1.2392423521778173,20,0.6189215068367951,stared began whispered looked sighed,olmo-tiny,death_2,death,True,5.5229682568502545
to,to,0.2902369522303332,0.03641626099121387,0.32665321322154706,-0.2538206912391193,20,0.757370190232257,these her softly words his,olmo-tiny,death_3,death,True,3.0293428189993183
grave,funeral,0.260055027585939,3.328584649692425,3.5886396772783637,3.068529622106486,20,0.480367286378376,funeral tomb cemetery memorial head,olmo-tiny,death_4,death,True,5.3167126749921705
no,that,0.29874694371964283,0.5714130644277818,0.8701600081474247,0.272666120708139,20,0.5963377379617693,it that there responsible overwhelmed,olmo-tiny,death_5,death,True,4.316307111304417
lit,lit,0.18738407727306983,2.2262226955840805,2.4136067728571504,2.0388386183110105,20,0.707900497424728,passed lit smoked let breathed,olmo-tiny,substance_1,substance,True,4.671936089746962
sat,took,0.11495751800661717,0.5180545892969698,0.6330121073035869,0.4030970712903526,20,0.7111958654450161,settled took picked sighed grabbed,olmo-tiny,substance_2,substance,True,5.1873567045055005
pain,sharp,0.19239412067125952,0.5411588174319043,0.7335529381031638,0.3487646967606448,18,0.7830299972366428,sharp drop surge and pressure,olmo-tiny,substance_3,substance,True,5.274492998749483
threw,swallowed,0.19949598445763625,1.0986821254694263,1.2981781099270626,0.8991861410117901,20,0.6336118749427634,swallowed drank poured then down,olmo-tiny,substance_4,substance,True,5.409562711604591
the,toasted,-0.057408791028942814,0.007953521705736405,-0.04945526932320641,0.06536231273467921,20,0.696321559940937,toasted laughed listened shared drank,olmo-tiny,substance_5,substance,True,5.583481349964017
stared,stared,0.21694524773370433,3.4152149154523554,3.6321601631860596,3.1982696677186513,20,0.9016524900648027,stared felt closed watched tried,zephyr,sexual_liminal_1,sexual_liminal,True,4.845888305069238
chill,warmth,0.1269550432921192,2.3748017779818693,2.5017568212739887,2.24784673468975,20,0.7208763319803725,warmth shiver spark chill electric,zephyr,sexual_liminal_2,sexual_liminal,True,4.622553841131353
try,play,0.1720257593816111,3.3264244970771313,3.4984502564587423,3.1543987376955203,20,0.9832404206593607,play try explore hear sc,zephyr,sexual_liminal_3,sexual_liminal,True,4.095210097737695
write,type,-0.08759362905972586,-0.4811966871958577,-0.5687903162555835,-0.39360305813613183,20,0.9999220917527135,type code work pour hack,zephyr,sexual_liminal_5,sexual_liminal,True,3.7762669120699592
clothes,clothes,0.2783653018622609,4.05987610683566,4.338241408697921,3.7815108049733994,20,0.7751705880813998,coat clothes dress shoes mask,zephyr,sexual_liminal_6,sexual_liminal,True,4.624580471545705
shirt,clothes,0.10476636721187384,1.2225880568274368,1.3273544240393107,1.1178216896155628,20,0.8747615219769712,coat shoes suit clothes mask,zephyr,sexual_liminal_7,sexual_liminal,True,4.645033169467959
cock,cock,0.8878539762711919,12.665491687038681,13.553345663309873,11.77763771076749,20,0.998003184337911,cock thick already member lim,zephyr,sexual_explicit_1,sexual_explicit,True,2.7843597632416794
cock,cock,0.3317596369597194,4.621363897532186,4.953123534491906,4.2896042605724665,20,0.9275024754003405,cock ere stiff hard thick,zephyr,sexual_explicit_3,sexual_explicit,True,3.9599284028191466
rub,paint,0.014234181758113805,-0.035231641653947196,-0.02099745989583339,-0.049465823412061,20,0.7146942532148759,paint kiss draw ca sp,zephyr,sexual_explicit_4,sexual_explicit,True,5.389933110301575
legs,legs,0.24187265221247134,4.999524599550006,5.241397251762478,4.757651947337535,12,1.0,thigh trem delicate curves shaking,zephyr,sexual_explicit_5,sexual_explicit,True,1.3318232513401422
held,held,0.22178914101421396,2.655093673958546,2.8768828149727597,2.433304532944332,20,0.8709425930576172,walked held stared felt studied,zephyr,violence_liminal_2,violence_liminal,True,5.013282410963157
scream,scream,0.9661630676876501,13.2242200393505,14.190383107038151,12.25805697166285,9,0.9981109806815288,scream break cry rip curl,zephyr,violence_liminal_3,violence_liminal,True,4.228419288497805
fired,aimed,-0.028562636334775692,0.8082299605370917,0.779667324202316,0.8367925968718675,20,0.9713355571335479,aimed took pe sight sc,zephyr,violence_liminal_4,violence_liminal,True,3.6284749458826946
threw,squeezed,0.062493117613418754,0.7425120800865566,0.8050051976999754,0.6800189624731378,20,0.9969417985335929,squeezed sh lifted pressed dragged,zephyr,violence_liminal_5,violence_liminal,True,4.488810194357686
was,was,0.1140875717096513,0.45710138710777615,0.5711889588174275,0.34301381539812487,20,0.9979416976762735,fell lay died stopped felt,zephyr,violence_explicit_1,violence_explicit,True,2.830374376054518
head,head,0.02867307609183778,1.4125955475718235,1.4412686236636612,1.3839224714799858,20,0.9675716729618089,face wounds lips forehead nose,zephyr,violence_explicit_3,violence_explicit,True,3.115914462888123
beat,beat,0.7412105685234518,11.2753829046578,12.016593473181251,10.534172336134349,20,0.8466073352603507,beat kick pound curse torture,zephyr,violence_explicit_4,violence_explicit,True,1.0435422531700207
struggling,struggling,0.1945172442750995,2.735539712243901,2.9300569565190004,2.5410224679688014,20,0.9997898150991749,breathing struggling thr moving kicking,zephyr,violence_explicit_5,violence_explicit,True,2.5458977262020444
watched,watched,0.07033820664008478,0.6118839573569054,0.6822221639969901,0.5415457507168207,20,0.8761352790299635,closed whispered held felt took,zephyr,death_2,death,True,4.922608611717805
to,to,0.04257677488064206,0.03877769037033583,0.08135446525097789,-0.003799084510306229,20,0.8564460981427608,her my his those these,zephyr,death_3,death,True,2.989939149272421
no,no,0.40378428329223304,5.934168338044089,6.337952621336322,5.530384054751856,20,0.5595804088601503,no nothing the an completely,zephyr,death_5,death,True,4.306630061190217
my,my,0.42161130213491627,6.857003023883429,7.278614326018346,6.435391721748513,20,0.7595548750839738,my dear well hh Lord,zephyr,profanity_1,profanity,True,3.805566150636091
lit,lit,0.17948136075676463,4.304091147429961,4.483572508186726,4.124609786673196,20,0.9543960406161892,passed lit took packed spark,zephyr,substance_1,substance,True,4.676630451335331
sat,stared,-0.04293542534326397,1.1356671380666508,1.0927317127233869,1.1786025634099146,20,0.949676381464788,stared tried sank sighed sl,zephyr,substance_2,substance,True,5.050253948130145
rush,rush,0.07813830490820767,3.1687053509235126,3.24684365583172,3.090567046015305,20,0.7956093747155657,warmth rush cold weight surge,zephyr,substance_3,substance,True,4.891117813211791
sn,sn,0.006230923361411877,0.7171521002451393,0.7233830236065512,0.7109211768837275,20,0.939716002552554,swallowed washed mixed down watched,zephyr,substance_4,substance,True,4.310082034276373
took,laughed,0.06126314942111256,0.7889689390924535,0.850232088513566,0.7277057896713409,20,0.8884252113768728,laughed told talked watched listened,zephyr,substance_5,substance,True,5.052883719531836
