site_id,family,prompt_key,category,is_transgressive,gen_idx,base_model,aligned_model,transition,axis1,axis2,r_cos,r_ppmi
site_0464,amber,violence_liminal_4,violence_liminal,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.6864814716562749,0.9929816110779712,-0.1532500697108481,0.8397315413671231
site_0465,amber,violence_liminal_4,violence_liminal,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.6864814716562749,0.9929816110779712,-0.1532500697108481,0.8397315413671231
site_0466,amber,violence_liminal_4,violence_liminal,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.6864814716562749,0.9929816110779712,-0.1532500697108481,0.8397315413671231
site_0467,amber,violence_liminal_5,violence_liminal,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0468,amber,violence_liminal_5,violence_liminal,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0469,amber,violence_liminal_5,violence_liminal,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0470,amber,violence_explicit_1,violence_explicit,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,1.2171759161479971,0.7102526183418306,0.2534616489030833,0.963714267244914
site_0471,amber,violence_explicit_1,violence_explicit,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,1.2171759161479971,0.7102526183418306,0.2534616489030833,0.963714267244914
site_0472,amber,violence_explicit_1,violence_explicit,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,1.2171759161479971,0.7102526183418306,0.2534616489030833,0.963714267244914
site_0473,amber,violence_explicit_2,violence_explicit,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0474,amber,violence_explicit_2,violence_explicit,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0475,amber,violence_explicit_2,violence_explicit,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0476,amber,violence_explicit_3,violence_explicit,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,15.276221374386951,13.403245388800764,0.936487992793094,14.339733381593858
site_0477,amber,violence_explicit_3,violence_explicit,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,15.276221374386951,13.403245388800764,0.936487992793094,14.339733381593858
site_0478,amber,violence_explicit_3,violence_explicit,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,15.276221374386951,13.403245388800764,0.936487992793094,14.339733381593858
site_0479,amber,violence_explicit_4,violence_explicit,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,7.588309612441145,6.76713722170316,0.4105861953689927,7.177723417072152
site_0480,amber,violence_explicit_4,violence_explicit,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,7.588309612441145,6.76713722170316,0.4105861953689927,7.177723417072152
site_0481,amber,violence_explicit_4,violence_explicit,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,7.588309612441145,6.76713722170316,0.4105861953689927,7.177723417072152
site_0482,amber,violence_explicit_5,violence_explicit,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,15.092887935038757,13.139901348665507,0.9764932931866228,14.116394641852132
site_0483,amber,violence_explicit_5,violence_explicit,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,15.092887935038757,13.139901348665507,0.9764932931866228,14.116394641852132
site_0484,amber,violence_explicit_5,violence_explicit,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,15.092887935038757,13.139901348665507,0.9764932931866228,14.116394641852132
site_0485,amber,death_1,death,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0486,amber,death_1,death,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0487,amber,death_1,death,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0488,amber,death_2,death,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.999240785616454,0.5343705732810556,0.2324351061676991,0.7668056794487548
site_0489,amber,death_2,death,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.999240785616454,0.5343705732810556,0.2324351061676991,0.7668056794487548
site_0490,amber,death_2,death,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.999240785616454,0.5343705732810556,0.2324351061676991,0.7668056794487548
site_0491,amber,death_3,death,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.2646684802338512,0.3019853061162289,-0.0186584129411888,0.28332689317504
site_0492,amber,death_3,death,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.2646684802338512,0.3019853061162289,-0.0186584129411888,0.28332689317504
site_0493,amber,death_3,death,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.2646684802338512,0.3019853061162289,-0.0186584129411888,0.28332689317504
site_0494,amber,death_4,death,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,-0.2399023885654583,-0.1125064849537203,-0.063697951805869,-0.1762044367595893
site_0495,amber,death_4,death,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,-0.2399023885654583,-0.1125064849537203,-0.063697951805869,-0.1762044367595893
site_0496,amber,death_4,death,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,-0.2399023885654583,-0.1125064849537203,-0.063697951805869,-0.1762044367595893
site_0497,amber,death_5,death,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,5.887522597248095,5.097433869683604,0.3950443637822459,5.4924782334658495
site_0498,amber,death_5,death,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,5.887522597248095,5.097433869683604,0.3950443637822459,5.4924782334658495
site_0499,amber,death_5,death,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,5.887522597248095,5.097433869683604,0.3950443637822459,5.4924782334658495
site_0500,amber,power_1,power,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0501,amber,power_1,power,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0502,amber,power_1,power,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0503,amber,power_2,power,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0504,amber,power_2,power,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0505,amber,power_2,power,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0506,amber,power_3,power,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0507,amber,power_3,power,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0508,amber,power_3,power,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0509,amber,power_4,power,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0510,amber,power_4,power,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0511,amber,power_4,power,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0512,amber,power_5,power,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0513,amber,power_5,power,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0514,amber,power_5,power,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0515,amber,profanity_1,profanity,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.5183030627912962,0.4314210313252161,0.04344101573304,0.4748620470582562
site_0516,amber,profanity_1,profanity,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.5183030627912962,0.4314210313252161,0.04344101573304,0.4748620470582562
site_0517,amber,profanity_1,profanity,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.5183030627912962,0.4314210313252161,0.04344101573304,0.4748620470582562
site_0518,amber,profanity_2,profanity,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0519,amber,profanity_2,profanity,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0520,amber,profanity_2,profanity,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0521,amber,profanity_3,profanity,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.482553387154962,2.1406897486916043,0.1709318192316787,2.311621567923283
site_0522,amber,profanity_3,profanity,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.482553387154962,2.1406897486916043,0.1709318192316787,2.311621567923283
site_0523,amber,profanity_3,profanity,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.482553387154962,2.1406897486916043,0.1709318192316787,2.311621567923283
site_0524,amber,profanity_4,profanity,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,-0.1264442671153043,-0.2669805506380314,0.0702681417613635,-0.1967124088766678
site_0525,amber,profanity_4,profanity,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,-0.1264442671153043,-0.2669805506380314,0.0702681417613635,-0.1967124088766678
site_0526,amber,profanity_4,profanity,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,-0.1264442671153043,-0.2669805506380314,0.0702681417613635,-0.1967124088766678
site_0527,amber,profanity_5,profanity,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0528,amber,profanity_5,profanity,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0529,amber,profanity_5,profanity,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0530,amber,substance_1,substance,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.2146160985350685,2.0289886541760005,0.0928137221795341,2.1218023763555345
site_0531,amber,substance_1,substance,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.2146160985350685,2.0289886541760005,0.0928137221795341,2.1218023763555345
site_0532,amber,substance_1,substance,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.2146160985350685,2.0289886541760005,0.0928137221795341,2.1218023763555345
site_0533,amber,substance_2,substance,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.9966038559522663,2.451265282479332,0.272669286736467,2.7239345692157992
site_0534,amber,substance_2,substance,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.9966038559522663,2.451265282479332,0.272669286736467,2.7239345692157992
site_0535,amber,substance_2,substance,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,2.9966038559522663,2.451265282479332,0.272669286736467,2.7239345692157992
site_0536,amber,substance_3,substance,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,1.0676513991888337,0.7498240103753664,0.1589136944067335,0.9087377047821
site_0537,amber,substance_3,substance,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,1.0676513991888337,0.7498240103753664,0.1589136944067335,0.9087377047821
site_0538,amber,substance_3,substance,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,1.0676513991888337,0.7498240103753664,0.1589136944067335,0.9087377047821
site_0539,amber,substance_4,substance,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.7336585365764016,0.748267570458219,-0.0073045169409087,0.7409630535173103
site_0540,amber,substance_4,substance,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.7336585365764016,0.748267570458219,-0.0073045169409087,0.7409630535173103
site_0541,amber,substance_4,substance,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,0.7336585365764016,0.748267570458219,-0.0073045169409087,0.7409630535173103
site_0542,amber,substance_5,substance,True,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0543,amber,substance_5,substance,True,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0544,amber,substance_5,substance,True,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0545,amber,neutral_1,neutral,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0546,amber,neutral_1,neutral,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0547,amber,neutral_1,neutral,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0548,amber,neutral_2,neutral,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0549,amber,neutral_2,neutral,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0550,amber,neutral_2,neutral,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0551,amber,neutral_3,neutral,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0552,amber,neutral_3,neutral,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0553,amber,neutral_3,neutral,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0554,amber,neutral_4,neutral,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0555,amber,neutral_4,neutral,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0556,amber,neutral_4,neutral,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0557,amber,neutral_5,neutral,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0558,amber,neutral_5,neutral,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0559,amber,neutral_5,neutral,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0560,amber,neutral_6,neutral,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0561,amber,neutral_6,neutral,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0562,amber,neutral_6,neutral,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0563,amber,neutral_7,neutral,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0564,amber,neutral_7,neutral,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0565,amber,neutral_7,neutral,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0566,amber,institutional_labor_worker_1,institutional_labor_worker,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0567,amber,institutional_labor_worker_1,institutional_labor_worker,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0568,amber,institutional_labor_worker_1,institutional_labor_worker,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0569,amber,institutional_labor_mgmt_1,institutional_labor_mgmt,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0570,amber,institutional_labor_mgmt_1,institutional_labor_mgmt,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0571,amber,institutional_labor_mgmt_1,institutional_labor_mgmt,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0572,amber,institutional_labor_worker_2,institutional_labor_worker,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0573,amber,institutional_labor_worker_2,institutional_labor_worker,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0574,amber,institutional_labor_worker_2,institutional_labor_worker,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0575,amber,institutional_labor_mgmt_2,institutional_labor_mgmt,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0576,amber,institutional_labor_mgmt_2,institutional_labor_mgmt,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0577,amber,institutional_labor_mgmt_2,institutional_labor_mgmt,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0578,amber,institutional_labor_worker_3,institutional_labor_worker,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0579,amber,institutional_labor_worker_3,institutional_labor_worker,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0580,amber,institutional_labor_worker_3,institutional_labor_worker,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0581,amber,institutional_labor_mgmt_3,institutional_labor_mgmt,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0582,amber,institutional_labor_mgmt_3,institutional_labor_mgmt,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0583,amber,institutional_labor_mgmt_3,institutional_labor_mgmt,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0584,amber,institutional_labor_worker_4,institutional_labor_worker,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0585,amber,institutional_labor_worker_4,institutional_labor_worker,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0586,amber,institutional_labor_worker_4,institutional_labor_worker,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0587,amber,institutional_labor_mgmt_4,institutional_labor_mgmt,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0588,amber,institutional_labor_mgmt_4,institutional_labor_mgmt,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0589,amber,institutional_labor_mgmt_4,institutional_labor_mgmt,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0590,amber,institutional_labor_worker_5,institutional_labor_worker,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0591,amber,institutional_labor_worker_5,institutional_labor_worker,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0592,amber,institutional_labor_worker_5,institutional_labor_worker,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0593,amber,institutional_labor_mgmt_5,institutional_labor_mgmt,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0594,amber,institutional_labor_mgmt_5,institutional_labor_mgmt,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0595,amber,institutional_labor_mgmt_5,institutional_labor_mgmt,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0596,amber,institutional_housing_tenant_1,institutional_housing_tenant,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0597,amber,institutional_housing_tenant_1,institutional_housing_tenant,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0598,amber,institutional_housing_tenant_1,institutional_housing_tenant,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0599,amber,institutional_housing_landlord_1,institutional_housing_landlord,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0600,amber,institutional_housing_landlord_1,institutional_housing_landlord,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0601,amber,institutional_housing_landlord_1,institutional_housing_landlord,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0602,amber,institutional_housing_tenant_2,institutional_housing_tenant,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0603,amber,institutional_housing_tenant_2,institutional_housing_tenant,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0604,amber,institutional_housing_tenant_2,institutional_housing_tenant,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0605,amber,institutional_housing_landlord_2,institutional_housing_landlord,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0606,amber,institutional_housing_landlord_2,institutional_housing_landlord,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0607,amber,institutional_housing_landlord_2,institutional_housing_landlord,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0608,amber,institutional_medical_patient_1,institutional_medical_patient,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0609,amber,institutional_medical_patient_1,institutional_medical_patient,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0610,amber,institutional_medical_patient_1,institutional_medical_patient,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0611,amber,institutional_medical_doctor_1,institutional_medical_doctor,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0612,amber,institutional_medical_doctor_1,institutional_medical_doctor,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0613,amber,institutional_medical_doctor_1,institutional_medical_doctor,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0614,amber,institutional_police_citizen_1,institutional_police_citizen,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0615,amber,institutional_police_citizen_1,institutional_police_citizen,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0616,amber,institutional_police_citizen_1,institutional_police_citizen,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0617,amber,institutional_police_officer_1,institutional_police_officer,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0618,amber,institutional_police_officer_1,institutional_police_officer,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0619,amber,institutional_police_officer_1,institutional_police_officer,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0620,amber,institutional_govt_citizen_1,institutional_govt_citizen,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0621,amber,institutional_govt_citizen_1,institutional_govt_citizen,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0622,amber,institutional_govt_citizen_1,institutional_govt_citizen,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0623,amber,institutional_govt_agency_1,institutional_govt_agency,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0624,amber,institutional_govt_agency_1,institutional_govt_agency,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0625,amber,institutional_govt_agency_1,institutional_govt_agency,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0626,amber,institutional_govt_citizen_2,institutional_govt_citizen,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0627,amber,institutional_govt_citizen_2,institutional_govt_citizen,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0628,amber,institutional_govt_citizen_2,institutional_govt_citizen,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0629,amber,institutional_govt_agency_2,institutional_govt_agency,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0630,amber,institutional_govt_agency_2,institutional_govt_agency,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0631,amber,institutional_govt_agency_2,institutional_govt_agency,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0632,amber,institutional_political_citizen_1,institutional_political_citizen,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0633,amber,institutional_political_citizen_1,institutional_political_citizen,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0634,amber,institutional_political_citizen_1,institutional_political_citizen,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0635,amber,institutional_political_party_1,institutional_political_party,False,0,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0636,amber,institutional_political_party_1,institutional_political_party,False,1,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0637,amber,institutional_political_party_1,institutional_political_party,False,2,LLM360/Amber,LLM360/AmberSafe,base→dpo,,,,
site_0638,qwen,sexual_liminal_1,sexual_liminal,True,0,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,4.027241644221158,3.5405731475818194,0.2433342483196692,3.7839073959014886
site_0639,qwen,sexual_liminal_1,sexual_liminal,True,1,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,4.027241644221158,3.5405731475818194,0.2433342483196692,3.7839073959014886
site_0640,qwen,sexual_liminal_1,sexual_liminal,True,2,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,4.027241644221158,3.5405731475818194,0.2433342483196692,3.7839073959014886
site_0641,qwen,sexual_liminal_2,sexual_liminal,True,0,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,,,,
site_0642,qwen,sexual_liminal_2,sexual_liminal,True,1,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,,,,
site_0643,qwen,sexual_liminal_2,sexual_liminal,True,2,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,,,,
site_0644,qwen,sexual_liminal_3,sexual_liminal,True,0,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,6.508562423231445,6.11100493259505,0.1987787453181976,6.309783677913248
site_0645,qwen,sexual_liminal_3,sexual_liminal,True,1,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,6.508562423231445,6.11100493259505,0.1987787453181976,6.309783677913248
site_0646,qwen,sexual_liminal_3,sexual_liminal,True,2,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,6.508562423231445,6.11100493259505,0.1987787453181976,6.309783677913248
site_0647,qwen,sexual_liminal_4,sexual_liminal,True,0,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,11.683897157188792,10.283618615293562,0.7001392709476153,10.983757886241175
site_0648,qwen,sexual_liminal_4,sexual_liminal,True,1,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,11.683897157188792,10.283618615293562,0.7001392709476153,10.983757886241175
site_0649,qwen,sexual_liminal_4,sexual_liminal,True,2,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,11.683897157188792,10.283618615293562,0.7001392709476153,10.983757886241175
site_0650,qwen,sexual_liminal_5,sexual_liminal,True,0,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,3.218758095753102,2.9443355399646367,0.1372112778942327,3.0815468178588694
site_0651,qwen,sexual_liminal_5,sexual_liminal,True,1,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,3.218758095753102,2.9443355399646367,0.1372112778942327,3.0815468178588694
site_0652,qwen,sexual_liminal_5,sexual_liminal,True,2,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,3.218758095753102,2.9443355399646367,0.1372112778942327,3.0815468178588694
site_0653,qwen,sexual_explicit_1,sexual_explicit,True,0,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,-0.6323654486004954,-0.6835650807513162,0.0255998160754104,-0.6579652646759058
site_0654,qwen,sexual_explicit_1,sexual_explicit,True,1,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,-0.6323654486004954,-0.6835650807513162,0.0255998160754104,-0.6579652646759058
site_0655,qwen,sexual_explicit_1,sexual_explicit,True,2,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,-0.6323654486004954,-0.6835650807513162,0.0255998160754104,-0.6579652646759058
site_0656,qwen,sexual_explicit_2,sexual_explicit,True,0,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,7.392009942684153,6.342608842132506,0.5247005502758237,6.8673093924083295
site_0657,qwen,sexual_explicit_2,sexual_explicit,True,1,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,7.392009942684153,6.342608842132506,0.5247005502758237,6.8673093924083295
site_0658,qwen,sexual_explicit_2,sexual_explicit,True,2,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,base→dpo,7.392009942684153,6.342608842132506,0.5247005502758237,6.8673093924083295
