model,group,role,candidate,filtered,tail,unresolved
PKU-Alignment/beaver-7b-v1.0,f11_class_zh,control_b,0.5591063942725927,0.0,0.13544606572016363,0.4408936057274073
PKU-Alignment/beaver-7b-v1.0,f11_create,pole_a,0.9722258276032915,0.0,0.027774039583242427,0.02777417239670854
PKU-Alignment/beaver-7b-v1.0,f11_create,pole_b,0.9453709789642815,0.0,0.054626924599471494,0.05462902103571854
PKU-Alignment/beaver-7b-v1.0,f11_create,both,0.8956516257947139,0.0,0.10412223715941327,0.10434837420528609
PKU-Alignment/beaver-7b-v1.0,f11_create,control_a,0.9452708289833036,0.0,0.05472677550614158,0.05472917101669639
PKU-Alignment/beaver-7b-v1.0,f11_create,control_b,0.8594076713831272,0.0,0.13959014085316568,0.14059232861687276
PKU-Alignment/beaver-7b-v1.0,f11_create,both_matched,0.9328901289042784,0.0,0.06680492748319011,0.06710987109572164
PKU-Alignment/beaver-7b-v1.0,f11_create_zh,pole_a,0.25787694291117497,0.0,0.10467669798757129,0.7421230570888251
PKU-Alignment/beaver-7b-v1.0,f11_create_zh,pole_b,0.3679355967091018,0.0,0.10125415466108434,0.6320644032908982
PKU-Alignment/beaver-7b-v1.0,f11_create_zh,both,0.4259729241682298,0.0,0.1684181124196633,0.5740270758317703
PKU-Alignment/beaver-7b-v1.0,f11_create_zh,control_a,0.4802309922256577,0.0,0.15379033171651413,0.5197690077743423
PKU-Alignment/beaver-7b-v1.0,f11_create_zh,control_b,0.3709947348259518,0.0,0.13418630609357304,0.6290052651740482
PKU-Alignment/beaver-7b-v1.0,f11_create_zh,both_matched,0.3993562235911762,0.0,0.1463118654595863,0.6006437764088238
PKU-Alignment/beaver-7b-v1.0,f11_desire,pole_a,0.8870077541168491,0.0,0.11197267373070652,0.11299224588315093
PKU-Alignment/beaver-7b-v1.0,f11_desire,pole_b,0.8893105360723037,0.0,0.1106435773530614,0.1106894639276963
PKU-Alignment/beaver-7b-v1.0,f11_desire,both,0.8906052555800726,0.0,0.10938041113263708,0.10939474441992736
PKU-Alignment/beaver-7b-v1.0,f11_desire,control_a,0.8871094388793775,0.0,0.11284208920700567,0.11289056112062246
PKU-Alignment/beaver-7b-v1.0,f11_desire,control_b,0.9148976267486322,0.0,0.08509490089010963,0.08510237325136782
PKU-Alignment/beaver-7b-v1.0,f11_desire_zh,pole_a,0.3152119288678581,0.0,0.12721702728513629,0.6847880711321419
PKU-Alignment/beaver-7b-v1.0,f11_desire_zh,pole_b,0.21560283565107907,0.0,0.10692218578233614,0.7843971643489209
PKU-Alignment/beaver-7b-v1.0,f11_desire_zh,both,0.23196509957545774,0.0,0.12749543869944802,0.7680349004245423
PKU-Alignment/beaver-7b-v1.0,f11_desire_zh,control_a,0.2531019207630035,0.0,0.13203680301148557,0.7468980792369966
PKU-Alignment/beaver-7b-v1.0,f11_desire_zh,control_b,0.2767264742463059,0.0,0.13400463539991136,0.7232735257536941
PKU-Alignment/beaver-7b-v1.0,f11_faithful,pole_a,0.8646112290835206,0.0,0.13528863558558618,0.13538877091647938
PKU-Alignment/beaver-7b-v1.0,f11_faithful,pole_b,0.8632528586676149,0.0,0.13584047036769392,0.13674714133238508
PKU-Alignment/beaver-7b-v1.0,f11_faithful,both,0.854202388861437,0.0,0.1456388816278622,0.14579761113856304
PKU-Alignment/beaver-7b-v1.0,f11_faithful,control_a,0.8768631986469811,0.0,0.12302702253594155,0.12313680135301885
PKU-Alignment/beaver-7b-v1.0,f11_faithful,control_b,0.8611131716583245,0.0,0.13691657017370454,0.13888682834167554
PKU-Alignment/beaver-7b-v1.0,f11_faithful_zh,pole_a,0.28470914600619296,0.0,0.12956999525065171,0.715290853993807
PKU-Alignment/beaver-7b-v1.0,f11_faithful_zh,pole_b,0.24824450640973988,0.0,0.13587017210193153,0.7517554935902602
PKU-Alignment/beaver-7b-v1.0,f11_faithful_zh,both,0.2732146999385109,0.0,0.1530837078514402,0.7267853000614891
PKU-Alignment/beaver-7b-v1.0,f11_faithful_zh,control_a,0.31535030838198774,0.0,0.12931955509951365,0.6846496916180123
PKU-Alignment/beaver-7b-v1.0,f11_faithful_zh,control_b,0.2333551346558222,0.0,0.14149223720176707,0.7666448653441778
PKU-Alignment/beaver-7b-v1.0,f11_gender,pole_a,0.9144593153758658,0.0,0.08554077861489517,0.08554068462413422
PKU-Alignment/beaver-7b-v1.0,f11_gender,pole_b,0.9225148286780772,0.0,0.07741166503770014,0.07748517132192279
PKU-Alignment/beaver-7b-v1.0,f11_gender,both,0.9163811441703872,0.0,0.08361897747398217,0.08361885582961281
PKU-Alignment/beaver-7b-v1.0,f11_gender_he,pole_a,0.9353386505675619,0.0,0.06466135318173727,0.06466134943243806
PKU-Alignment/beaver-7b-v1.0,f11_gender_he,pole_b,0.9277491712329754,0.0,0.07218561723394767,0.0722508287670246
PKU-Alignment/beaver-7b-v1.0,f11_gender_he,both,0.9345008329997394,0.0,0.06544384205633058,0.0654991670002606
PKU-Alignment/beaver-7b-v1.0,f11_gender_he_zh,pole_a,0.32482691754029724,0.0,0.1547617481515601,0.6751730824597028
PKU-Alignment/beaver-7b-v1.0,f11_gender_he_zh,pole_b,0.3488393192540774,0.0,0.15602400364609936,0.6511606807459226
PKU-Alignment/beaver-7b-v1.0,f11_gender_he_zh,both,0.3576047674600212,0.0,0.15965505870406282,0.6423952325399789
PKU-Alignment/beaver-7b-v1.0,f11_gender_she,pole_a,0.9730398077953311,0.0,0.026960279324975467,0.026960192204668942
PKU-Alignment/beaver-7b-v1.0,f11_gender_she,pole_b,0.9536162671773983,0.0,0.04638360099530736,0.046383732822601664
PKU-Alignment/beaver-7b-v1.0,f11_gender_she,both,0.9448680640829485,0.0,0.05513192743138973,0.055131935917051456
PKU-Alignment/beaver-7b-v1.0,f11_gender_she_zh,pole_a,0.4114525991322993,0.0,0.1775798800327528,0.5885474008677007
PKU-Alignment/beaver-7b-v1.0,f11_gender_she_zh,pole_b,0.516587964032303,0.0,0.17850749637415886,0.483412035967697
PKU-Alignment/beaver-7b-v1.0,f11_gender_she_zh,both,0.34570464953765145,0.0,0.1653545507566816,0.6542953504623485
PKU-Alignment/beaver-7b-v1.0,f11_gender_zh,pole_a,0.2996825925699341,0.0,0.15454775525825815,0.7003174074300659
PKU-Alignment/beaver-7b-v1.0,f11_gender_zh,pole_b,0.4339332439193107,0.0,0.19101123534396552,0.5660667560806893
PKU-Alignment/beaver-7b-v1.0,f11_gender_zh,both,0.33896598000188516,0.0,0.1600179710218963,0.6610340199981148
PKU-Alignment/beaver-7b-v1.0,f11_guilt,pole_a,0.9344420967870743,0.0,0.06555731897768169,0.06555790321292565
PKU-Alignment/beaver-7b-v1.0,f11_guilt,pole_b,0.9641194692025644,0.0,0.03581045930927029,0.035880530797435584
PKU-Alignment/beaver-7b-v1.0,f11_guilt,both,0.9067050715327006,0.0,0.09325652827753572,0.09329492846729937
PKU-Alignment/beaver-7b-v1.0,f11_guilt,control_a,0.9209657222764186,0.0,0.07902908410107212,0.0790342777235814
PKU-Alignment/beaver-7b-v1.0,f11_guilt,control_b,0.9099029910368535,0.0,0.08996701983911759,0.09009700896314654
PKU-Alignment/beaver-7b-v1.0,f11_guilt_zh,pole_a,0.3979123286857149,0.0,0.13172007640566072,0.6020876713142851
PKU-Alignment/beaver-7b-v1.0,f11_guilt_zh,pole_b,0.24595731673256346,0.0,0.12459465801726033,0.7540426832674365
PKU-Alignment/beaver-7b-v1.0,f11_guilt_zh,both,0.2960450187742135,0.0,0.15369723981793904,0.7039549812257865
PKU-Alignment/beaver-7b-v1.0,f11_guilt_zh,control_a,0.3348900746876917,0.0,0.17068897203426658,0.6651099253123083
PKU-Alignment/beaver-7b-v1.0,f11_guilt_zh,control_b,0.28194489519049326,0.0,0.132495514164213,0.7180551048095067
PKU-Alignment/beaver-7b-v1.0,f11_holy,pole_a,0.8933642233849398,0.0,0.10656215799303581,0.10663577661506018
PKU-Alignment/beaver-7b-v1.0,f11_holy,pole_b,0.8973330667494723,0.0,0.1020430246148889,0.10266693325052767
PKU-Alignment/beaver-7b-v1.0,f11_holy,both,0.8992076890623658,0.0,0.10061804779812,0.10079231093763419
PKU-Alignment/beaver-7b-v1.0,f11_holy,control_a,0.9109311243942265,0.0,0.08905617362743357,0.08906887560577348
PKU-Alignment/beaver-7b-v1.0,f11_holy,control_b,0.8706269891042541,0.0,0.12859720689594845,0.12937301089574593
PKU-Alignment/beaver-7b-v1.0,f11_holy_b,pole_a,0.8570506925536598,0.0,0.1428804821328935,0.14294930744634016
PKU-Alignment/beaver-7b-v1.0,f11_holy_b,pole_b,0.8853993717582465,0.0,0.1142027278638871,0.11460062824175354
PKU-Alignment/beaver-7b-v1.0,f11_holy_b,both,0.8992076890623658,0.0,0.10061804779812,0.10079231093763419
PKU-Alignment/beaver-7b-v1.0,f11_holy_b,control_a,0.9109311243942265,0.0,0.08905617362743357,0.08906887560577348
PKU-Alignment/beaver-7b-v1.0,f11_holy_b,control_b,0.8706269891042541,0.0,0.12859720689594845,0.12937301089574593
PKU-Alignment/beaver-7b-v1.0,f11_holy_b_zh,pole_a,0.2014860752510946,0.0,0.1176494733261002,0.7985139247489054
PKU-Alignment/beaver-7b-v1.0,f11_holy_b_zh,pole_b,0.16262451328431848,0.0,0.09958854446845056,0.8373754867156815
PKU-Alignment/beaver-7b-v1.0,f11_holy_b_zh,both,0.2936426662554515,0.0,0.12654023952950055,0.7063573337445486
PKU-Alignment/beaver-7b-v1.0,f11_holy_b_zh,control_a,0.42235243032364844,0.0,0.13035273738272224,0.5776475696763516
PKU-Alignment/beaver-7b-v1.0,f11_holy_b_zh,control_b,0.3428217877713388,0.0,0.12079161087024737,0.6571782122286611
PKU-Alignment/beaver-7b-v1.0,f11_holy_zh,pole_a,0.2720966216917031,0.0,0.12681363429972237,0.7279033783082969
PKU-Alignment/beaver-7b-v1.0,f11_holy_zh,pole_b,0.20170906600484897,0.0,0.10034942593453877,0.798290933995151
PKU-Alignment/beaver-7b-v1.0,f11_holy_zh,both,0.2936426662554515,0.0,0.12654023952950055,0.7063573337445486
PKU-Alignment/beaver-7b-v1.0,f11_holy_zh,control_a,0.42235243032364844,0.0,0.13035273738272224,0.5776475696763516
PKU-Alignment/beaver-7b-v1.0,f11_holy_zh,control_b,0.3428217877713388,0.0,0.12079161087024737,0.6571782122286611
PKU-Alignment/beaver-7b-v1.0,f11_love,pole_a,0.9656503400958244,0.0,0.03434965841803539,0.0343496599041756
PKU-Alignment/beaver-7b-v1.0,f11_love,pole_b,0.9624105142034198,0.0,0.037588826586308466,0.03758948579658017
PKU-Alignment/beaver-7b-v1.0,f11_love,both,0.9436680567686793,0.0,0.05632971477023485,0.056331943231320736
PKU-Alignment/beaver-7b-v1.0,f11_love,control_a,0.9588360279785985,0.0,0.04116396568771774,0.04116397202140154
PKU-Alignment/beaver-7b-v1.0,f11_love,control_b,0.941759072747938,0.0,0.0582389038319176,0.05824092725206198
PKU-Alignment/beaver-7b-v1.0,f11_love,both_matched,0.9352288922369345,0.0,0.06476968588703391,0.0647711077630655
PKU-Alignment/beaver-7b-v1.0,f11_love_he,pole_a,0.9786702086959181,0.0,0.02132966839526995,0.021329791304081858
PKU-Alignment/beaver-7b-v1.0,f11_love_he,pole_b,0.9709469376723039,0.0,0.029052524184110973,0.02905306232769611
PKU-Alignment/beaver-7b-v1.0,f11_love_he,both,0.9484127257326302,0.0,0.05154465606639827,0.051587274267369754
PKU-Alignment/beaver-7b-v1.0,f11_love_he,control_a,0.967524578033642,0.0,0.03247546509509491,0.032475421966358
PKU-Alignment/beaver-7b-v1.0,f11_love_he,control_b,0.939869274431538,0.0,0.06012952611579081,0.060130725568461996
PKU-Alignment/beaver-7b-v1.0,f11_love_he,both_matched,0.9399175489543439,0.0,0.06003793120585765,0.06008245104565613
PKU-Alignment/beaver-7b-v1.0,f11_love_he_zh,pole_a,0.5137789961205047,0.0,0.12806213033361535,0.4862210038794953
PKU-Alignment/beaver-7b-v1.0,f11_love_he_zh,pole_b,0.07985969277806378,0.0,0.08863043827678041,0.9201403072219362
PKU-Alignment/beaver-7b-v1.0,f11_love_he_zh,both,0.13199630543670487,0.0,0.0937227589169245,0.8680036945632952
PKU-Alignment/beaver-7b-v1.0,f11_love_he_zh,control_a,0.3935629103817202,0.0,0.18766695882734918,0.6064370896182798
PKU-Alignment/beaver-7b-v1.0,f11_love_he_zh,control_b,0.07960493504103924,0.0,0.07129829640104113,0.9203950649589607
PKU-Alignment/beaver-7b-v1.0,f11_love_he_zh,both_matched,0.08126908632687636,0.0,0.0865388947567558,0.9187309136731237
PKU-Alignment/beaver-7b-v1.0,f11_love_zh,pole_a,0.6274297321012455,0.0,0.1264722558358633,0.37257026789875447
PKU-Alignment/beaver-7b-v1.0,f11_love_zh,pole_b,0.09655155078888025,0.0,0.09143218113484508,0.9034484492111198
PKU-Alignment/beaver-7b-v1.0,f11_love_zh,both,0.20511382070447826,0.0,0.12120629196297372,0.7948861792955217
PKU-Alignment/beaver-7b-v1.0,f11_love_zh,control_a,0.48620769806357395,0.0,0.17779403447011344,0.5137923019364261
PKU-Alignment/beaver-7b-v1.0,f11_love_zh,control_b,0.1215767019895331,0.0,0.09458489774387502,0.8784232980104669
PKU-Alignment/beaver-7b-v1.0,f11_love_zh,both_matched,0.12550870845587336,0.0,0.09569854930194133,0.8744912915441266
PKU-Alignment/beaver-7b-v1.0,f11_loyal,pole_a,0.972932965840754,0.0,0.02706704575394303,0.02706703415924605
PKU-Alignment/beaver-7b-v1.0,f11_loyal,pole_b,0.9416869156913604,0.0,0.05831230068520199,0.05831308430863957
PKU-Alignment/beaver-7b-v1.0,f11_loyal,both,0.9529141204213402,0.0,0.04708575519930491,0.04708587957865984
PKU-Alignment/beaver-7b-v1.0,f11_loyal,control_a,0.9658454736187883,0.0,0.03415441418048637,0.03415452638121175
PKU-Alignment/beaver-7b-v1.0,f11_loyal,control_b,0.9514158568068369,0.0,0.04823860851252704,0.048584143193163065
PKU-Alignment/beaver-7b-v1.0,f11_loyal_zh,pole_a,0.27115647996060255,0.0,0.24011704389548835,0.7288435200393975
PKU-Alignment/beaver-7b-v1.0,f11_loyal_zh,pole_b,0.4520794729571009,0.0,0.11864472840315443,0.5479205270428991
PKU-Alignment/beaver-7b-v1.0,f11_loyal_zh,both,0.47292252054330414,0.0,0.08185121320531863,0.5270774794566959
PKU-Alignment/beaver-7b-v1.0,f11_loyal_zh,control_a,0.2469873956484268,0.0,0.07100051349959458,0.7530126043515732
PKU-Alignment/beaver-7b-v1.0,f11_loyal_zh,control_b,0.09492343182856276,0.0,0.043536278739971124,0.9050765681714372
PKU-Alignment/beaver-7b-v1.0,f11_parent,pole_a,0.9492510146988876,0.0,0.05066932025086679,0.05074898530111238
PKU-Alignment/beaver-7b-v1.0,f11_parent,pole_b,0.9582645972904612,0.0,0.041735338629170116,0.041735402709538794
PKU-Alignment/beaver-7b-v1.0,f11_parent,both,0.9563387796903464,0.0,0.04366122387901239,0.04366122030965358
PKU-Alignment/beaver-7b-v1.0,f11_parent_zh,pole_a,0.5265452560038393,0.0,0.14434375320696624,0.4734547439961607
PKU-Alignment/beaver-7b-v1.0,f11_parent_zh,pole_b,0.4870642320381116,0.0,0.13271782607873384,0.5129357679618884
PKU-Alignment/beaver-7b-v1.0,f11_parent_zh,both,0.4400611985216136,0.0,0.16158817148240345,0.5599388014783864
PKU-Alignment/beaver-7b-v1.0,f11_sensation,pole_a,0.9498958293817968,0.0,0.05010349375450329,0.05010417061820316
PKU-Alignment/beaver-7b-v1.0,f11_sensation,pole_b,0.961731314305073,0.0,0.038266455771431396,0.03826868569492703
PKU-Alignment/beaver-7b-v1.0,f11_sensation,both,0.9492584144518268,0.0,0.05070451837308898,0.05074158554817321
PKU-Alignment/beaver-7b-v1.0,f11_sensation,control_a,0.9401467697312029,0.0,0.05985105997414597,0.059853230268797075
PKU-Alignment/beaver-7b-v1.0,f11_sensation,control_b,0.9636577169428395,0.0,0.03633793697176024,0.036342283057160474
PKU-Alignment/beaver-7b-v1.0,f11_sensation,both_matched,0.9477903657181557,0.0,0.05220784274474877,0.05220963428184433
PKU-Alignment/beaver-7b-v1.0,f11_sensation_zh,pole_a,0.4399557226282782,0.0,0.1370645101025616,0.5600442773717218
PKU-Alignment/beaver-7b-v1.0,f11_sensation_zh,pole_b,0.39592597899792953,0.0,0.13295800680147707,0.6040740210020705
PKU-Alignment/beaver-7b-v1.0,f11_sensation_zh,both,0.35886141887492606,0.0,0.13353362048400186,0.6411385811250739
PKU-Alignment/beaver-7b-v1.0,f11_sensation_zh,control_a,0.3126248613294652,0.0,0.12406518726166738,0.6873751386705348
PKU-Alignment/beaver-7b-v1.0,f11_sensation_zh,control_b,0.3527195259895453,0.0,0.14034735626043648,0.6472804740104547
PKU-Alignment/beaver-7b-v1.0,f11_sensation_zh,both_matched,0.39380432758676637,0.0,0.1337266247821116,0.6061956724132336
PKU-Alignment/beaver-7b-v1.0,f11_species,pole_a,0.9075725631219649,0.0,0.09241330151397342,0.09242743687803512
PKU-Alignment/beaver-7b-v1.0,f11_species,pole_b,0.9076210383833383,0.0,0.09237386267433156,0.0923789616166617
PKU-Alignment/beaver-7b-v1.0,f11_species,both,0.9021983285610807,0.0,0.09733266137454799,0.09780167143891927
PKU-Alignment/beaver-7b-v1.0,f11_trust,pole_a,0.9568159241809516,0.0,0.0431841290515651,0.04318407581904837
PKU-Alignment/beaver-7b-v1.0,f11_trust,pole_b,0.9263331739636972,0.0,0.07366477771995061,0.07366682603630281
PKU-Alignment/beaver-7b-v1.0,f11_trust,both,0.9414998147391332,0.0,0.05850017967146037,0.058500185260866755
PKU-Alignment/beaver-7b-v1.0,f11_trust,control_a,0.9384312466304696,0.0,0.06156870662819358,0.06156875336953038
PKU-Alignment/beaver-7b-v1.0,f11_trust,control_b,0.9415783869550602,0.0,0.05841926520211871,0.05842161304493976
PKU-Alignment/beaver-7b-v1.0,f11_trust,both_matched,0.930937825798802,0.0,0.06904562312181817,0.06906217420119798
PKU-Alignment/beaver-7b-v1.0,f11_trust_zh,pole_a,0.32564417270447277,0.0,0.10270439161124356,0.6743558272955272
PKU-Alignment/beaver-7b-v1.0,f11_trust_zh,pole_b,0.4080316712007213,0.0,0.11814512521958595,0.5919683287992787
PKU-Alignment/beaver-7b-v1.0,f11_trust_zh,both,0.4676605375082907,0.0,0.13637159896301598,0.5323394624917093
PKU-Alignment/beaver-7b-v1.0,f11_trust_zh,control_a,0.3869345406540863,0.0,0.13916488416555228,0.6130654593459137
PKU-Alignment/beaver-7b-v1.0,f11_trust_zh,control_b,0.5528923909918428,0.0,0.11367094682316625,0.44710760900815716
PKU-Alignment/beaver-7b-v1.0,f11_trust_zh,both_matched,0.47925390506915516,0.0,0.13224583411621355,0.5207460949308449
Qwen/Qwen2.5-0.5B,f11_beauty,pole_a,0.8790955029613243,0.0,0.11659957949610197,0.12090449703867567
Qwen/Qwen2.5-0.5B,f11_beauty,pole_b,0.7720852242987263,0.0,0.22122101119142085,0.22791477570127372
Qwen/Qwen2.5-0.5B,f11_beauty,both,0.8296533157230609,0.0,0.16604849272863983,0.1703466842769391
Qwen/Qwen2.5-0.5B,f11_beauty,control_a,0.8417473831328469,0.0,0.1555199175781276,0.15825261686715308
Qwen/Qwen2.5-0.5B,f11_beauty,control_b,0.7786586253278875,0.0,0.21721592342410673,0.22134137467211246
Qwen/Qwen2.5-0.5B,f11_beauty_ugly,pole_a,0.8790955029613243,0.0,0.11659957949610197,0.12090449703867567
Qwen/Qwen2.5-0.5B,f11_beauty_ugly,pole_b,0.8351593017556813,0.0,0.159482406404647,0.16484069824431868
Qwen/Qwen2.5-0.5B,f11_beauty_ugly,both,0.8647444650940173,0.0,0.13247360077299225,0.13525553490598274
Qwen/Qwen2.5-0.5B,f11_beauty_ugly,control_a,0.8417473831328469,0.0,0.1555199175781276,0.15825261686715308
Qwen/Qwen2.5-0.5B,f11_beauty_ugly,control_b,0.795707615191535,0.0,0.20094379625737174,0.204292384808465
Qwen/Qwen2.5-0.5B,f11_beauty_ugly_zh,pole_a,0.5337533572963569,0.0,0.4484508050660162,0.46624664270364313
Qwen/Qwen2.5-0.5B,f11_beauty_ugly_zh,pole_b,0.5237017811395726,0.0,0.45621430855210077,0.47629821886042745
Qwen/Qwen2.5-0.5B,f11_beauty_ugly_zh,both,0.5338223918070046,0.0,0.45458843906287416,0.46617760819299536
Qwen/Qwen2.5-0.5B,f11_beauty_ugly_zh,control_a,0.49774413483167246,0.0,0.4829778297117893,0.5022558651683275
Qwen/Qwen2.5-0.5B,f11_beauty_ugly_zh,control_b,0.47078308086761084,0.0,0.5092972853433931,0.5292169191323892
Qwen/Qwen2.5-0.5B,f11_beauty_zh,pole_a,0.5337533572963569,0.0,0.4484508050660162,0.46624664270364313
Qwen/Qwen2.5-0.5B,f11_beauty_zh,pole_b,0.5402539266973084,0.0,0.4386788847400355,0.45974607330269157
Qwen/Qwen2.5-0.5B,f11_beauty_zh,both,0.46580923669519136,0.0,0.5153894553811991,0.5341907633048086
Qwen/Qwen2.5-0.5B,f11_beauty_zh,control_a,0.49774413483167246,0.0,0.4829778297117893,0.5022558651683275
Qwen/Qwen2.5-0.5B,f11_beauty_zh,control_b,0.46355636104215164,0.0,0.5231505743285301,0.5364436389578484
Qwen/Qwen2.5-0.5B,f11_captive,pole_a,0.784946194576355,0.0,0.21412492863932864,0.21505380542364505
Qwen/Qwen2.5-0.5B,f11_captive,pole_b,0.7550689764734475,0.0,0.24099292004004208,0.2449310235265525
Qwen/Qwen2.5-0.5B,f11_captive,both,0.7432732644833819,0.0,0.2542572353519775,0.25672673551661807
Qwen/Qwen2.5-0.5B,f11_captive,control_a,0.768021038010994,0.0,0.23121700391380612,0.23197896198900603
Qwen/Qwen2.5-0.5B,f11_captive,control_b,0.761683254260332,0.0,0.23400702827950576,0.238316745739668
Qwen/Qwen2.5-0.5B,f11_captive_b,pole_a,0.8602788274060512,0.0,0.13872372326795812,0.13972117259394878
Qwen/Qwen2.5-0.5B,f11_captive_b,pole_b,0.8149281509271327,0.0,0.18364615589829403,0.18507184907286733
Qwen/Qwen2.5-0.5B,f11_captive_b,both,0.8077231339319231,0.0,0.19209501821141953,0.19227686606807692
Qwen/Qwen2.5-0.5B,f11_captive_b,control_a,0.7702299584990767,0.0,0.22821848583051912,0.22977004150092328
Qwen/Qwen2.5-0.5B,f11_captive_b,control_b,0.7651136483837855,0.0,0.2310567765375649,0.23488635161621452
Qwen/Qwen2.5-0.5B,f11_captive_b_zh,pole_a,0.2479765426587745,0.0,0.7075993014896508,0.7520234573412254
Qwen/Qwen2.5-0.5B,f11_captive_b_zh,pole_b,0.4729212415588818,0.0,0.4969126391124536,0.5270787584411182
Qwen/Qwen2.5-0.5B,f11_captive_b_zh,both,0.43357294855045525,0.0,0.5385685780601727,0.5664270514495447
Qwen/Qwen2.5-0.5B,f11_captive_b_zh,control_a,0.322939993419645,0.0,0.6460937322826578,0.6770600065803549
Qwen/Qwen2.5-0.5B,f11_captive_b_zh,control_b,0.4308066084849971,0.0,0.5437245846225797,0.5691933915150029
Qwen/Qwen2.5-0.5B,f11_captive_zh,pole_a,0.3495820677941815,0.0,0.6167177410305867,0.6504179322058186
Qwen/Qwen2.5-0.5B,f11_captive_zh,pole_b,0.34669850113885214,0.0,0.610022265957703,0.6533014988611479
Qwen/Qwen2.5-0.5B,f11_captive_zh,both,0.5694368598123261,0.0,0.40912830524134974,0.43056314018767394
Qwen/Qwen2.5-0.5B,f11_captive_zh,control_a,0.5172792469320153,0.0,0.4544158452779671,0.4827207530679847
Qwen/Qwen2.5-0.5B,f11_captive_zh,control_b,0.4022266467716207,0.0,0.5613604221602528,0.5977733532283793
Qwen/Qwen2.5-0.5B,f11_class,pole_a,0.8556504841982502,0.0,0.1425732412385003,0.14434951580174982
Qwen/Qwen2.5-0.5B,f11_class,pole_b,0.8083736165500742,0.0,0.1866100382467883,0.19162638344992577
Qwen/Qwen2.5-0.5B,f11_class,both,0.8146245319782716,0.0,0.18076374100314518,0.18537546802172844
Qwen/Qwen2.5-0.5B,f11_class,control_a,0.8157137062731561,0.0,0.18265607362135117,0.1842862937268439
Qwen/Qwen2.5-0.5B,f11_class,control_b,0.8280730431646676,0.0,0.16943048858943166,0.17192695683533243
Qwen/Qwen2.5-0.5B,f11_class_zh,pole_a,0.6398570269351348,0.0,0.3496033375450072,0.3601429730648652
Qwen/Qwen2.5-0.5B,f11_class_zh,pole_b,0.6312727634475399,0.0,0.35442474105130245,0.3687272365524601
Qwen/Qwen2.5-0.5B,f11_class_zh,both,0.5618311050646857,0.0,0.42827952813225145,0.4381688949353143
Qwen/Qwen2.5-0.5B,f11_class_zh,control_a,0.5896567081438968,0.0,0.400832166361285,0.4103432918561032
Qwen/Qwen2.5-0.5B,f11_class_zh,control_b,0.525914708292152,0.0,0.4531082977391054,0.47408529170784797
Qwen/Qwen2.5-0.5B,f11_create,pole_a,0.8322459543512444,0.0,0.1663699154189983,0.16775404564875562
Qwen/Qwen2.5-0.5B,f11_create,pole_b,0.7899662152130229,0.0,0.20665430899523035,0.2100337847869771
Qwen/Qwen2.5-0.5B,f11_create,both,0.7548305332903181,0.0,0.243233327944253,0.24516946670968187
Qwen/Qwen2.5-0.5B,f11_create,control_a,0.7927190021969243,0.0,0.20529106173875905,0.20728099780307574
Qwen/Qwen2.5-0.5B,f11_create,control_b,0.7238799449649619,0.0,0.27240383964894666,0.2761200550350381
Qwen/Qwen2.5-0.5B,f11_create,both_matched,0.7923273809264586,0.0,0.20573855713098965,0.2076726190735414
Qwen/Qwen2.5-0.5B,f11_create_zh,pole_a,0.7184799483902025,0.0,0.2718180421163652,0.28152005160979754
Qwen/Qwen2.5-0.5B,f11_create_zh,pole_b,0.651067530727084,0.0,0.34147648418781684,0.348932469272916
Qwen/Qwen2.5-0.5B,f11_create_zh,both,0.6024870095751393,0.0,0.38498296921301933,0.39751299042486066
Qwen/Qwen2.5-0.5B,f11_create_zh,control_a,0.6206472580371567,0.0,0.37510534118956623,0.3793527419628433
Qwen/Qwen2.5-0.5B,f11_create_zh,control_b,0.600340954214398,0.0,0.39183419162397015,0.39965904578560196
Qwen/Qwen2.5-0.5B,f11_create_zh,both_matched,0.6004915894835172,0.0,0.38837400706684133,0.3995084105164828
Qwen/Qwen2.5-0.5B,f11_desire,pole_a,0.6413433971181883,0.0,0.35553501713507185,0.35865660288181167
Qwen/Qwen2.5-0.5B,f11_desire,pole_b,0.6580382062625981,0.0,0.33324426095258514,0.3419617937374019
Qwen/Qwen2.5-0.5B,f11_desire,both,0.6323805364485054,0.0,0.3592251336667027,0.36761946355149455
Qwen/Qwen2.5-0.5B,f11_desire,control_a,0.6867497663952284,0.0,0.3121405830843741,0.31325023360477156
Qwen/Qwen2.5-0.5B,f11_desire,control_b,0.670199244482999,0.0,0.32239833204201157,0.32980075551700105
Qwen/Qwen2.5-0.5B,f11_desire_zh,pole_a,0.374486517200145,0.0,0.5976669405363282,0.625513482799855
Qwen/Qwen2.5-0.5B,f11_desire_zh,pole_b,0.4224729970602703,0.0,0.5401285119995407,0.5775270029397297
Qwen/Qwen2.5-0.5B,f11_desire_zh,both,0.4642436777494002,0.0,0.5183473162061887,0.5357563222505999
Qwen/Qwen2.5-0.5B,f11_desire_zh,control_a,0.481416133095468,0.0,0.5031509587959135,0.518583866904532
Qwen/Qwen2.5-0.5B,f11_desire_zh,control_b,0.5013565289016185,0.0,0.47727434238473165,0.4986434710983815
Qwen/Qwen2.5-0.5B,f11_faithful,pole_a,0.7499756033243203,0.0,0.24265202275913758,0.25002439667567966
Qwen/Qwen2.5-0.5B,f11_faithful,pole_b,0.7058972052506193,0.0,0.28803651624704574,0.2941027947493807
