family,label,blt_bits_per_char,blt_nats_per_token
waking,waking,1.2802402078503514,0.8874
waking,waking,,
waking,waking,,
waking,waking,1.221528228071646,0.8467
waking,waking,1.2092000913978005,0.8382
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.359846186090739,0.9426
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.0683659660054161,0.7405
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.5150567337263605,1.0502
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.1297494375293267,0.7831
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.2685735704186172,0.8793
c20_fiction,fiction,1.3830112790607416,0.9586
c20_fiction,fiction,1.1874912157240285,0.8231
c20_fiction,fiction,1.1016537801711401,0.7636
c20_fiction,fiction,1.1709128376906182,0.8116
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.8823390021048507,1.3047
c20_fiction,fiction,1.242986821880893,0.8616
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.2445129640101167,0.8626
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.608490210758395,1.1149
c20_fiction,fiction,1.257332962382138,0.8715
c20_fiction,fiction,1.1526769566649018,0.799
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.501768084121971,1.0409
c20_fiction,fiction,1.3683072939877872,0.9484
c20_fiction,fiction,1.581796525482316,1.0964
c20_fiction,fiction,1.849354090055308,1.2819
c20_fiction,fiction,2.181794509923661,1.5123
c20_fiction,fiction,1.8887118148028357,1.3092
c20_fiction,fiction,1.0864751558289094,0.7531
c20_fiction,fiction,1.7255062255532934,1.196
c20_fiction,fiction,1.8346591873141533,1.2717
c20_fiction,fiction,1.6051320881339541,1.1126
c20_fiction,fiction,1.218234765039243,0.8444
c20_fiction,fiction,1.537771766800086,1.0659
c20_fiction,fiction,1.566592032730346,1.0859
c20_fiction,fiction,1.6550602185561303,1.1472
c20_fiction,fiction,1.2136104238133103,0.8412
c20_fiction,fiction,1.8157506826538465,1.2586
c20_fiction,fiction,1.118125856224752,0.775
c20_fiction,fiction,1.6143440319276094,1.119
c20_fiction,fiction,1.6521014667608178,1.1451
c20_fiction,fiction,1.1854110131247177,0.8217
c20_fiction,fiction,1.5517395998098695,1.0756
c20_fiction,fiction,,
c20_fiction,fiction,1.8689535299005966,1.2955
c20_fiction,fiction,1.7785293673005746,1.2328
c20_fiction,fiction,1.5775505414210234,1.0935
c20_fiction,fiction,1.4100445499407106,0.9774
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.2896150484284703,0.8939
c20_fiction,fiction,1.6425657507324465,1.1385
c20_fiction,fiction,1.574798286426986,1.0916
c20_fiction,fiction,2.3087549837294006,1.6003
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.834306669847532,1.2714
c20_fiction,fiction,1.3204065807717096,0.9152
c20_fiction,fiction,1.455628458431714,1.009
c20_fiction,fiction,1.4160786482840457,0.9816
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.8231895417295132,1.2637
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.3506362658359015,0.9362
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.7065144622211972,1.1829
c20_fiction,fiction,2.2516844693185427,1.5607
c20_fiction,fiction,1.2885970634145905,0.8932
c20_fiction,fiction,,
c20_fiction,fiction,1.388131680290877,0.9622
c20_fiction,fiction,1.6642946536362988,1.1536
c20_fiction,fiction,1.5584059723213926,1.0802
c20_fiction,fiction,2.012734012416131,1.3951
c20_fiction,fiction,1.2820897341084336,0.8887
c20_fiction,fiction,2.1204384572444144,1.4698
c20_fiction,fiction,2.1454748016486347,1.4871
c20_fiction,fiction,1.1895952723740288,0.8246
c20_fiction,fiction,1.9457767407294668,1.3487
c20_fiction,fiction,1.381479630509437,0.9576
c20_fiction,fiction,1.3292321878346092,0.9214
c20_fiction,fiction,1.1941162139176007,0.8277
c20_fiction,fiction,1.1871212865102467,0.8229
c20_fiction,fiction,,
c20_fiction,fiction,1.6218682601529872,1.1242
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.20240124285993,0.8334
c20_fiction,fiction,,
c20_fiction,fiction,1.7290086025429388,1.1985
c20_fiction,fiction,1.278414142573413,0.8861
c20_fiction,fiction,2.0812348372119023,1.4426
c20_fiction,fiction,1.4785513619737447,1.0249
c20_fiction,fiction,1.330986156108013,0.9226
c20_fiction,fiction,1.2219862730813331,0.847
c20_fiction,fiction,1.3869032009935762,0.9613
c20_fiction,fiction,1.4690625191424438,1.0183
c20_fiction,fiction,1.160258197582495,0.8042
c20_fiction,fiction,1.4609345337640705,1.0126
c20_fiction,fiction,1.399016058773946,0.9697
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.2740272367311485,0.8831
c20_fiction,fiction,1.332642723047558,0.9237
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.5747297333794597,1.0915
c20_fiction,fiction,1.0384343239378537,0.7198
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.3261925669420838,0.9192
c20_fiction,fiction,1.0911610144787727,0.7563
c20_fiction,fiction,1.2973095069576537,0.8992
c20_fiction,fiction,2.159794625935275,1.4971
c20_fiction,fiction,1.605967808920862,1.1132
c20_fiction,fiction,1.9037800747681315,1.3196
c20_fiction,fiction,2.081614278986982,1.4429
c20_fiction,fiction,1.6910038529878808,1.1721
c20_fiction,fiction,1.4702484403497404,1.0191
c20_fiction,fiction,1.4071959427100162,0.9754
c20_fiction,fiction,1.3523796092631994,0.9374
c20_fiction,fiction,1.6105287772377368,1.1163
c20_fiction,fiction,1.4519827839633324,1.0064
c20_fiction,fiction,,
c20_fiction,fiction,1.383471515228006,0.9589
c20_fiction,fiction,1.370962484071768,0.9503
c20_fiction,fiction,1.5993593563720125,1.1086
c20_fiction,fiction,1.4765422178332084,1.0235
c20_fiction,fiction,1.43600564146371,0.9954
c20_fiction,fiction,1.4994718799010782,1.0394
c20_fiction,fiction,1.2324492508418663,0.8543
c20_fiction,fiction,1.73704167503891,1.204
c20_fiction,fiction,1.3966481950321743,0.9681
c20_fiction,fiction,1.3533710749133714,0.9381
c20_fiction,fiction,1.239964361011414,0.8595
c20_fiction,fiction,1.0225832657568894,0.7088
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.680740755591519,1.165
c20_fiction,fiction,1.3366142796362779,0.9265
c20_fiction,fiction,1.6288813936204152,1.1291
c20_fiction,fiction,1.132971645445507,0.7853
c20_fiction,fiction,1.795753917227734,1.2447
c20_fiction,fiction,1.4414549142020456,0.9991
c20_fiction,fiction,1.3862211566198737,0.9609
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.3572691443998344,0.9408
c20_fiction,fiction,1.7537665901849668,1.2156
c20_fiction,fiction,,
c20_fiction,fiction,1.2227077377245932,0.8475
c20_fiction,fiction,1.0464859202733796,0.7254
c20_fiction,fiction,1.8049672829695338,1.2511
c20_fiction,fiction,1.1613519616245775,0.805
c20_fiction,fiction,1.6952633742956444,1.1751
c20_fiction,fiction,1.6903453709965568,1.1717
c20_fiction,fiction,1.1604827192657443,0.8044
c20_fiction,fiction,1.4595943442769193,1.0117
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,2.0708895248937598,1.4354
c20_fiction,fiction,1.3766734998727646,0.9542
c20_fiction,fiction,1.1494133658444197,0.7967
c20_fiction,fiction,1.6458211850201765,1.1408
c20_fiction,fiction,1.3226431828633338,0.9168
c20_fiction,fiction,1.5483384071181965,1.0732
c20_fiction,fiction,1.4330763561909772,0.9933
c20_fiction,fiction,1.771225092083718,1.2277
c20_fiction,fiction,1.8933429846303842,1.3124
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.4419127468637305,0.9995
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.6314516407890436,1.1308
c20_fiction,fiction,1.9694631896793777,1.3651
c20_fiction,fiction,1.8342749981692321,1.2714
c20_fiction,fiction,1.5819797935835191,1.0965
c20_fiction,fiction,1.93272127899488,1.3397
c20_fiction,fiction,1.8420980677375591,1.2768
c20_fiction,fiction,1.2267171237833971,0.8503
c20_fiction,fiction,1.429808274567043,0.9911
c20_fiction,fiction,1.1764342813952133,0.8154
c20_fiction,fiction,1.3917906538341949,0.9647
c20_fiction,fiction,1.3289818177660975,0.9212
c20_fiction,fiction,1.495684316642688,1.0367
c20_fiction,fiction,1.1424405191103237,0.7919
c20_fiction,fiction,,
c20_fiction,fiction,1.8091736363079152,1.254
c20_fiction,fiction,,
c20_fiction,fiction,1.2062804886593697,0.8361
c20_fiction,fiction,1.8231842174978157,1.2637
c20_fiction,fiction,2.213433217888996,1.5342
c20_fiction,fiction,1.3000981691228586,0.9012
c20_fiction,fiction,1.2045354378242523,0.8349
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.3263983396191301,0.9194
c20_fiction,fiction,1.47258729827054,1.0207
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.649115499701998,1.1431
c20_fiction,fiction,1.5597254927268573,1.0811
c20_fiction,fiction,1.8250854010226987,1.2651
c20_fiction,fiction,1.6240559813747222,1.1257
c20_fiction,fiction,1.1737133633582266,0.8136
c20_fiction,fiction,1.4637946604028504,1.0146
c20_fiction,fiction,1.5460239433404201,1.0716
c20_fiction,fiction,2.581737991061561,1.7895
c20_fiction,fiction,1.1112836511317736,0.7703
c20_fiction,fiction,,
c20_fiction,fiction,1.6144397520134963,1.119
c20_fiction,fiction,1.5597700308465534,1.0812
c20_fiction,fiction,1.5886151870970553,1.1011
c20_fiction,fiction,1.2734429769704192,0.8827
c20_fiction,fiction,1.2985643350055966,0.9001
c20_fiction,fiction,1.2183502796432597,0.8445
c20_fiction,fiction,,
c20_fiction,fiction,1.1786404244892665,0.817
c20_fiction,fiction,,
c20_fiction,fiction,1.8171629905372482,1.2596
c20_fiction,fiction,2.087007069507411,1.4466
c20_fiction,fiction,2.2227467755803856,1.5407
c20_fiction,fiction,1.251451442623998,0.8674
c20_fiction,fiction,1.2057407597123302,0.8358
c20_fiction,fiction,1.384628945573834,0.9598
c20_fiction,fiction,1.8654616792085148,1.293
c20_fiction,fiction,1.831170036099558,1.2693
c20_fiction,fiction,,
c20_fiction,fiction,1.4915225328750814,1.0338
c20_fiction,fiction,1.714675844620189,1.1885
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.6430477187908246,1.1389
c20_fiction,fiction,1.371326409659333,0.9505
c20_fiction,fiction,,
c20_fiction,fiction,1.1335773495325452,0.7857
c20_fiction,fiction,1.6529062229035625,1.1457
c20_fiction,fiction,1.3116375861218925,0.9092
c20_fiction,fiction,1.911689775393559,1.3251
c20_fiction,fiction,1.2951636605385162,0.8977
c20_fiction,fiction,1.205014388007253,0.8353
c20_fiction,fiction,1.3175027839001126,0.9132
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.865160985261042,1.2928
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.1158649164017826,0.7735
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.8491261313099008,1.2817
c20_fiction,fiction,1.0430014505075325,0.723
c20_fiction,fiction,1.1424976952537067,0.7919
c20_fiction,fiction,1.5929116545353024,1.1041
c20_fiction,fiction,,
c20_fiction,fiction,1.3972511004236754,0.9685
c20_fiction,fiction,1.9672793366323285,1.3636
c20_fiction,fiction,1.1741452417942013,0.8139
c20_fiction,fiction,1.119279938508263,0.7758
c20_fiction,fiction,1.6575634109458193,1.1489
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.9507752025456921,1.3522
c20_fiction,fiction,1.7696550449325454,1.2266
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.643181372407777,1.139
c20_fiction,fiction,,
c20_fiction,fiction,1.4093790688053072,0.9769
c20_fiction,fiction,1.7377346311073285,1.2045
c20_fiction,fiction,1.46060168560543,1.0124
c20_fiction,fiction,1.1874969967602438,0.8231
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.2626414026336026,0.8752
c20_fiction,fiction,,
c20_fiction,fiction,1.0635748764715383,0.7372
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.2901123602286708,0.8942
c20_fiction,fiction,1.3963936387416553,0.9679
c20_fiction,fiction,,
c20_fiction,fiction,1.3535712994929425,0.9382
c20_fiction,fiction,1.2036060676617848,0.8343
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.7127242097739082,1.1872
c20_fiction,fiction,1.8578843172984334,1.2878
c20_fiction,fiction,1.6889876199986587,1.1707
c20_fiction,fiction,1.9524188426737599,1.3533
c20_fiction,fiction,1.38082807728426,0.9571
c20_fiction,fiction,1.0918711093089817,0.7568
c20_fiction,fiction,1.1530732230725578,0.7992
c20_fiction,fiction,1.4270459490394616,0.9892
c20_fiction,fiction,1.0105674692993643,0.7005
c20_fiction,fiction,,
c20_fiction,fiction,1.2482632324753244,0.8652
c20_fiction,fiction,1.3502960215606499,0.936
c20_fiction,fiction,1.1696936392372201,0.8108
c20_fiction,fiction,1.382717969192954,0.9584
c20_fiction,fiction,1.8084357541494995,1.2535
c20_fiction,fiction,1.4378457452116589,0.9966
c20_fiction,fiction,1.2539588982590428,0.8692
c20_fiction,fiction,1.168024450959239,0.8096
c20_fiction,fiction,1.4477815584829685,1.0035
c20_fiction,fiction,1.772059857836849,1.2283
c20_fiction,fiction,1.3982643777192487,0.9692
c20_fiction,fiction,1.2376736486282334,0.8579
c20_fiction,fiction,1.212551441418636,0.8405
c20_fiction,fiction,3.5951151176146423,2.4919
c20_fiction,fiction,1.3171324824969264,0.913
c20_fiction,fiction,1.0942777374388926,0.7585
c20_fiction,fiction,1.6145422991653073,1.1191
c20_fiction,fiction,1.5294782595099972,1.0602
c20_fiction,fiction,1.16767702533372,0.8094
c20_fiction,fiction,1.1616549106302263,0.8052
c20_fiction,fiction,2.0631178770249203,1.43
c20_fiction,fiction,1.2738403160150367,0.883
c20_fiction,fiction,1.4679994689734686,1.0175
c20_fiction,fiction,1.9008537203186957,1.3176
c20_fiction,fiction,0.9271431590438214,0.6426
c20_fiction,fiction,1.1878819111888241,0.8234
c20_fiction,fiction,1.4985994737234103,1.0388
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.1270551566488045,0.7812
c20_fiction,fiction,1.4108097211011208,0.9779
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.3302442849858935,0.9221
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.3547892701132394,0.9391
c20_fiction,fiction,1.5392490870591977,1.0669
c20_fiction,fiction,,
c20_fiction,fiction,,
c20_fiction,fiction,1.2711267232108734,0.8811
c20_fiction,fiction,,
c20_fiction,fiction,1.2590179387418017,0.8727
abstracts,abstract,0.9120230725938492,0.6322
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.1738145973591634,0.8136
abstracts,abstract,,
abstracts,abstract,1.886192303672694,1.3074
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.5136474623853569,1.0492
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2574373059882142,0.8716
abstracts,abstract,1.2202707920601503,0.8458
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.4281823220120087,0.9899
abstracts,abstract,1.4598277042685945,1.0119
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9542842752687081,0.6615
abstracts,abstract,1.6812512466141762,1.1654
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.3217903958797836,0.9162
abstracts,abstract,,
abstracts,abstract,1.289869524112963,0.8941
abstracts,abstract,1.7233133877655793,1.1945
abstracts,abstract,1.7565610452094786,1.2176
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2671292040261268,0.8783
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.5231309533323876,1.0558
abstracts,abstract,,
abstracts,abstract,1.3000260883702592,0.9011
abstracts,abstract,,
abstracts,abstract,1.3778682213030702,0.9551
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.5810221636775454,1.0959
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.353995698136479,0.9385
abstracts,abstract,,
abstracts,abstract,1.4805858346261904,1.0263
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.1632623842362786,0.8063
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9564518378351925,0.663
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.3323011093109283,0.9235
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2176682961065715,0.844
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.1961211972048322,0.8291
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.6020421575396568,1.1105
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9835429689779772,0.6817
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9211501950201462,0.6385
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.0354019285277365,0.7177
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.8329077386728571,0.5773
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9098333575619111,0.6306
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.3966930523605092,0.9681
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.3492143867521207,0.9352
abstracts,abstract,,
abstracts,abstract,0.8224495457149298,0.5701
abstracts,abstract,1.3824200790031616,0.9582
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9956308792666605,0.6901
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,2.2031550784279785,1.5271
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2293522195075723,0.8521
abstracts,abstract,1.0302738781201304,0.7141
abstracts,abstract,0.9527273001413766,0.6604
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.35497413954791,0.9392
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.1414654082161986,0.7912
abstracts,abstract,0.9232083742251826,0.6399
abstracts,abstract,1.1965508868346613,0.8294
abstracts,abstract,,
abstracts,abstract,0.7613289791577118,0.5277
abstracts,abstract,1.1447742481948093,0.7935
abstracts,abstract,1.804664185838782,1.2509
abstracts,abstract,1.265350310292647,0.8771
abstracts,abstract,1.0787208473296077,0.7477
abstracts,abstract,0.8787455494054679,0.6091
abstracts,abstract,1.3562492120373222,0.9401
abstracts,abstract,,
abstracts,abstract,0.9469330358290338,0.6564
abstracts,abstract,0.7220691052502946,0.5005
abstracts,abstract,0.9283520826706586,0.6435
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.3607009983711416,0.9432
abstracts,abstract,,
abstracts,abstract,1.3424843402821858,0.9305
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.3826009751172244,0.9583
abstracts,abstract,1.247282796140246,0.8646
abstracts,abstract,,
abstracts,abstract,1.0658110402021352,0.7388
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.5474581381415609,1.0726
abstracts,abstract,0.7064369952346325,0.4897
abstracts,abstract,,
abstracts,abstract,1.0689575761837078,0.7409
abstracts,abstract,1.611763117042554,1.1172
abstracts,abstract,1.2881546578743541,0.8929
abstracts,abstract,0.7811255571162924,0.5414
abstracts,abstract,,
abstracts,abstract,0.9527956222953154,0.6604
abstracts,abstract,,
abstracts,abstract,1.7897009765748733,1.2405
abstracts,abstract,0.9353304286122924,0.6483
abstracts,abstract,,
abstracts,abstract,0.9050435765382018,0.6273
abstracts,abstract,,
abstracts,abstract,1.7842460914004503,1.2367
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.0598343796591134,0.7346
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.3794399188618738,0.9562
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.7780916534331275,1.2325
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9398761325454743,0.6515
abstracts,abstract,2.254063243503123,1.5624
abstracts,abstract,,
abstracts,abstract,2.714039807845947,1.8812
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.8645396075985868,0.5993
abstracts,abstract,1.0728673081870508,0.7437
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2403801828831538,0.8598
abstracts,abstract,,
abstracts,abstract,1.3926688207719695,0.9653
abstracts,abstract,1.2069178356023114,0.8366
abstracts,abstract,0.9608937757170116,0.666
abstracts,abstract,,
abstracts,abstract,1.4020526242988387,0.9718
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.765815975407821,1.224
abstracts,abstract,1.2744796160990743,0.8834
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.7867602299844665,1.2385
abstracts,abstract,1.379855206712875,0.9564
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.638068315974942,1.1354
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,0.9821853216462857,0.6808
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.2312411884761258,0.8534
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,1.340840551747636,0.9294
abstracts,abstract,,
abstracts,abstract,1.0775594550255139,0.7469
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
abstracts,abstract,,
