step,stage,prompt,layer,h_attention
10000,step10000,She was so angry she wanted to,13,0.7866175129311159
10000,step10000,She was so angry she wanted to,14,0.7449993183254264
10000,step10000,She was so angry she wanted to,15,1.0996681002434343
10000,step10000,She was so angry she wanted to,16,0.7075801788596436
10000,step10000,She was so angry she wanted to,17,0.7004614718898665
10000,step10000,She was so angry she wanted to,18,0.6785673176636919
10000,step10000,She was so angry she wanted to,19,0.7747291170526296
10000,step10000,She was so angry she wanted to,20,0.4601797182331211
10000,step10000,She was so angry she wanted to,21,0.47715909915132215
10000,step10000,She was so angry she wanted to,22,0.4742455100931693
10000,step10000,She was so angry she wanted to,23,0.6848712300416082
10000,step10000,She was so angry she wanted to,24,0.30731689743697643
10000,step10000,She was so angry she wanted to,25,0.4166017386014573
10000,step10000,She was so angry she wanted to,26,0.22579693522129674
10000,step10000,She was so angry she wanted to,27,0.6076211996842176
10000,step10000,She was so angry she wanted to,28,0.256802598167269
10000,step10000,She was so angry she wanted to,29,0.3244244845263893
10000,step10000,She was so angry she wanted to,30,0.24972122293547727
10000,step10000,She was so angry she wanted to,31,0.6020363336429
10000,step10000,She kneeled and reached for his,0,1.3986399553250521
10000,step10000,She kneeled and reached for his,1,1.1193473082967103
10000,step10000,She kneeled and reached for his,2,0.9882316417060792
10000,step10000,She kneeled and reached for his,3,1.214527732692659
10000,step10000,She kneeled and reached for his,4,1.1308651670115069
10000,step10000,She kneeled and reached for his,5,1.0480325696989894
10000,step10000,She kneeled and reached for his,6,1.1064689848572016
10000,step10000,She kneeled and reached for his,7,1.30945311114192
10000,step10000,She kneeled and reached for his,8,0.9149022331112064
10000,step10000,She kneeled and reached for his,9,0.9492021861951798
10000,step10000,She kneeled and reached for his,10,0.7388618132681586
10000,step10000,She kneeled and reached for his,11,1.2029668460600078
10000,step10000,She kneeled and reached for his,12,0.9190421565435827
10000,step10000,She kneeled and reached for his,13,0.798359761480242
10000,step10000,She kneeled and reached for his,14,0.6127174075227231
10000,step10000,She kneeled and reached for his,15,1.0563443219289184
10000,step10000,She kneeled and reached for his,16,0.6570578343234956
10000,step10000,She kneeled and reached for his,17,0.7321678249863908
10000,step10000,She kneeled and reached for his,18,0.46898734068963677
10000,step10000,She kneeled and reached for his,19,0.7764508733525872
10000,step10000,She kneeled and reached for his,20,0.5042593177058734
10000,step10000,She kneeled and reached for his,21,0.4468531785532832
10000,step10000,She kneeled and reached for his,22,0.43250166095094755
10000,step10000,She kneeled and reached for his,23,0.7310958692105487
10000,step10000,She kneeled and reached for his,24,0.261567970723263
10000,step10000,She kneeled and reached for his,25,0.4662166591733694
10000,step10000,She kneeled and reached for his,26,0.25952314713504165
10000,step10000,She kneeled and reached for his,27,0.5295317496638745
10000,step10000,She kneeled and reached for his,28,0.28448526868305635
10000,step10000,She kneeled and reached for his,29,0.25783535922528245
10000,step10000,She kneeled and reached for his,30,0.23996557321515866
10000,step10000,She kneeled and reached for his,31,0.7495607994496822
10000,step10000,The capital of France is,0,1.0414436513674445
10000,step10000,The capital of France is,1,0.955358596984297
10000,step10000,The capital of France is,2,0.7855769144371152
10000,step10000,The capital of France is,3,0.9437979031354189
10000,step10000,The capital of France is,4,0.5978752948576584
10000,step10000,The capital of France is,5,0.5710324759129435
10000,step10000,The capital of France is,6,0.6277049587806687
10000,step10000,The capital of France is,7,1.0422610519453883
10000,step10000,The capital of France is,8,0.6042013047263026
10000,step10000,The capital of France is,9,0.870329161407426
10000,step10000,The capital of France is,10,0.7240018327720463
10000,step10000,The capital of France is,11,1.068045326275751
10000,step10000,The capital of France is,12,0.7192748478846624
10000,step10000,The capital of France is,13,0.7164497391786426
10000,step10000,The capital of France is,14,0.583644814993022
10000,step10000,The capital of France is,15,0.9887527041137218
10000,step10000,The capital of France is,16,0.6358315476682037
10000,step10000,The capital of France is,17,0.5849514889996499
10000,step10000,The capital of France is,18,0.5250820166256744
10000,step10000,The capital of France is,19,0.699960601516068
10000,step10000,The capital of France is,20,0.3478141504456289
10000,step10000,The capital of France is,21,0.43110983720544027
10000,step10000,The capital of France is,22,0.44661649607587606
10000,step10000,The capital of France is,23,0.556675007683225
10000,step10000,The capital of France is,24,0.2592932510888204
10000,step10000,The capital of France is,25,0.4604895921656862
10000,step10000,The capital of France is,26,0.27052310751605546
10000,step10000,The capital of France is,27,0.5422623012564145
10000,step10000,The capital of France is,28,0.20556787019449985
10000,step10000,The capital of France is,29,0.3612145991610305
10000,step10000,The capital of France is,30,0.3442062849353533
10000,step10000,The capital of France is,31,0.6468633010517806
10000,step10000,She loved him and hated him and wanted to,0,1.5186564503237605
10000,step10000,She loved him and hated him and wanted to,1,1.3537989178779526
10000,step10000,She loved him and hated him and wanted to,2,1.162406531337183
10000,step10000,She loved him and hated him and wanted to,3,1.5243197064846754
10000,step10000,She loved him and hated him and wanted to,4,1.2575457324273884
10000,step10000,She loved him and hated him and wanted to,5,1.2812923444435
10000,step10000,She loved him and hated him and wanted to,6,1.2926836856640875
10000,step10000,She loved him and hated him and wanted to,7,1.4721144046634436
10000,step10000,She loved him and hated him and wanted to,8,1.1562630231492221
10000,step10000,She loved him and hated him and wanted to,9,1.1323063778690994
10000,step10000,She loved him and hated him and wanted to,10,1.0896390611305833
10000,step10000,She loved him and hated him and wanted to,11,1.4686123505234718
10000,step10000,She loved him and hated him and wanted to,12,1.0171012878417969
10000,step10000,She loved him and hated him and wanted to,13,1.008391602896154
10000,step10000,She loved him and hated him and wanted to,14,0.9533298937603831
10000,step10000,She loved him and hated him and wanted to,15,1.5261935256421566
10000,step10000,She loved him and hated him and wanted to,16,1.0197838858002797
10000,step10000,She loved him and hated him and wanted to,17,0.9768037062312942
10000,step10000,She loved him and hated him and wanted to,18,0.8694509115885012
10000,step10000,She loved him and hated him and wanted to,19,1.0597785110585392
10000,step10000,She loved him and hated him and wanted to,20,0.5644919660699088
10000,step10000,She loved him and hated him and wanted to,21,0.5493860720889643
10000,step10000,She loved him and hated him and wanted to,22,0.661623238993343
10000,step10000,She loved him and hated him and wanted to,23,0.8242704928852618
10000,step10000,She loved him and hated him and wanted to,24,0.39148111135000363
10000,step10000,She loved him and hated him and wanted to,25,0.4268718433158938
10000,step10000,She loved him and hated him and wanted to,26,0.2715880252508214
10000,step10000,She loved him and hated him and wanted to,27,0.7335566702531651
10000,step10000,She loved him and hated him and wanted to,28,0.2990721999813104
10000,step10000,She loved him and hated him and wanted to,29,0.3661039315920789
10000,step10000,She loved him and hated him and wanted to,30,0.2896752111555543
10000,step10000,She loved him and hated him and wanted to,31,0.7161770067177713
10000,step10000,Our company cut our health benefits and incre,0,1.8800074039027095
10000,step10000,Our company cut our health benefits and incre,1,1.4358208645135164
10000,step10000,Our company cut our health benefits and incre,2,0.9492954410961829
10000,step10000,Our company cut our health benefits and incre,3,1.2522384766489267
10000,step10000,Our company cut our health benefits and incre,4,0.8898064120439813
10000,step10000,Our company cut our health benefits and incre,5,0.9532902897335589
10000,step10000,Our company cut our health benefits and incre,6,1.1576746485661715
10000,step10000,Our company cut our health benefits and incre,7,1.3795482153072953
10000,step10000,Our company cut our health benefits and incre,8,1.0661162674077787
10000,step10000,Our company cut our health benefits and incre,9,1.1211067953845486
10000,step10000,Our company cut our health benefits and incre,10,1.2222780229640193
10000,step10000,Our company cut our health benefits and incre,11,1.4681238615885377
10000,step10000,Our company cut our health benefits and incre,12,0.9402294750907458
10000,step10000,Our company cut our health benefits and incre,13,0.9090975131839514
10000,step10000,Our company cut our health benefits and incre,14,1.1357881417497993
10000,step10000,Our company cut our health benefits and incre,15,1.7153607346117496
10000,step10000,Our company cut our health benefits and incre,16,1.1548256140667945
10000,step10000,Our company cut our health benefits and incre,17,1.0338155465433374
10000,step10000,Our company cut our health benefits and incre,18,0.8623827365227044
10000,step10000,Our company cut our health benefits and incre,19,1.2248867936432362
10000,step10000,Our company cut our health benefits and incre,20,0.5160628164885566
10000,step10000,Our company cut our health benefits and incre,21,0.47205919644329697
10000,step10000,Our company cut our health benefits and incre,22,0.48196192632894963
10000,step10000,Our company cut our health benefits and incre,23,0.694402681896463
10000,step10000,Our company cut our health benefits and incre,24,0.3789373154286295
10000,step10000,Our company cut our health benefits and incre,25,0.4841720755212009
10000,step10000,Our company cut our health benefits and incre,26,0.25167421909281984
10000,step10000,Our company cut our health benefits and incre,27,0.7191883460618556
10000,step10000,Our company cut our health benefits and incre,28,0.3312550762493629
10000,step10000,Our company cut our health benefits and incre,29,0.6462839806335978
10000,step10000,Our company cut our health benefits and incre,30,0.3722588703967631
10000,step10000,Our company cut our health benefits and incre,31,0.8864000681787729
20000,step20000,She was so angry she wanted to,0,1.1936564275529236
20000,step20000,She was so angry she wanted to,1,0.9243130031773035
20000,step20000,She was so angry she wanted to,2,0.9393561598553788
20000,step20000,She was so angry she wanted to,3,1.4178344691172242
20000,step20000,She was so angry she wanted to,4,1.2053263990092091
20000,step20000,She was so angry she wanted to,5,1.202657774090767
20000,step20000,She was so angry she wanted to,6,1.0940592465922236
20000,step20000,She was so angry she wanted to,7,1.2511818245984614
20000,step20000,She was so angry she wanted to,8,1.0702348006889224
20000,step20000,She was so angry she wanted to,9,1.0589552391320467
20000,step20000,She was so angry she wanted to,10,0.9074069713242352
20000,step20000,She was so angry she wanted to,11,1.150467271450907
20000,step20000,She was so angry she wanted to,12,0.8775165829574689
20000,step20000,She was so angry she wanted to,13,0.7928825923008844
20000,step20000,She was so angry she wanted to,14,0.7344809344504029
20000,step20000,She was so angry she wanted to,15,1.156766057945788
20000,step20000,She was so angry she wanted to,16,0.7020084465621039
20000,step20000,She was so angry she wanted to,17,0.6875243337126449
20000,step20000,She was so angry she wanted to,18,0.6949474591528997
20000,step20000,She was so angry she wanted to,19,0.7735862121917307
20000,step20000,She was so angry she wanted to,20,0.4386473624908831
20000,step20000,She was so angry she wanted to,21,0.4461054139828775
20000,step20000,She was so angry she wanted to,22,0.44510711324983276
20000,step20000,She was so angry she wanted to,23,0.6640514973551035
20000,step20000,She was so angry she wanted to,24,0.28693819360341877
20000,step20000,She was so angry she wanted to,25,0.3736966566648334
20000,step20000,She was so angry she wanted to,26,0.21750017236627173
20000,step20000,She was so angry she wanted to,27,0.6235369320493191
20000,step20000,She was so angry she wanted to,28,0.2544103152176831
20000,step20000,She was so angry she wanted to,29,0.2980541238794103
20000,step20000,She was so angry she wanted to,30,0.23508086291258223
20000,step20000,She was so angry she wanted to,31,0.6386006416287273
20000,step20000,She kneeled and reached for his,0,1.4070334525313228
20000,step20000,She kneeled and reached for his,1,1.1542403469793499
20000,step20000,She kneeled and reached for his,2,1.014768126886338
20000,step20000,She kneeled and reached for his,3,1.2566602062433958
20000,step20000,She kneeled and reached for his,4,1.1394518120214343
20000,step20000,She kneeled and reached for his,5,1.080855316715315
20000,step20000,She kneeled and reached for his,6,1.1828248067758977
20000,step20000,She kneeled and reached for his,7,1.3398569487035275
20000,step20000,She kneeled and reached for his,8,0.9730609707476106
20000,step20000,She kneeled and reached for his,9,1.0247953890357167
20000,step20000,She kneeled and reached for his,10,0.7370932840858586
20000,step20000,She kneeled and reached for his,11,1.1952244341373444
20000,step20000,She kneeled and reached for his,12,0.9271900988242123
20000,step20000,She kneeled and reached for his,13,0.8183164413785562
20000,step20000,She kneeled and reached for his,14,0.6257149339653552
20000,step20000,She kneeled and reached for his,15,1.0860063640866429
20000,step20000,She kneeled and reached for his,16,0.6466851719887927
20000,step20000,She kneeled and reached for his,17,0.7298058338346891
20000,step20000,She kneeled and reached for his,18,0.46631190285552293
20000,step20000,She kneeled and reached for his,19,0.733036924386397
20000,step20000,She kneeled and reached for his,20,0.4919367987604346
20000,step20000,She kneeled and reached for his,21,0.4377389878500253
20000,step20000,She kneeled and reached for his,22,0.4175354032267933
20000,step20000,She kneeled and reached for his,23,0.6806480841478333
20000,step20000,She kneeled and reached for his,24,0.18661276012426242
20000,step20000,She kneeled and reached for his,25,0.4327305229671765
20000,step20000,She kneeled and reached for his,26,0.19794753295718692
20000,step20000,She kneeled and reached for his,27,0.47913490649079904
20000,step20000,She kneeled and reached for his,28,0.26532446638157126
20000,step20000,She kneeled and reached for his,29,0.25480656285071746
20000,step20000,She kneeled and reached for his,30,0.2383457127143629
20000,step20000,She kneeled and reached for his,31,0.8584832232445478
20000,step20000,The capital of France is,0,1.0452079931274056
20000,step20000,The capital of France is,1,0.9570919093675911
20000,step20000,The capital of France is,2,0.7664893062319607
20000,step20000,The capital of France is,3,0.9722613375633955
20000,step20000,The capital of France is,4,0.6707817191490903
20000,step20000,The capital of France is,5,0.6548850282561034
20000,step20000,The capital of France is,6,0.6545472013531253
20000,step20000,The capital of France is,7,1.0940433740615845
20000,step20000,The capital of France is,8,0.6690169720677659
20000,step20000,The capital of France is,9,0.926821889122948
20000,step20000,The capital of France is,10,0.7448558243922889
20000,step20000,The capital of France is,11,1.096847826614976
20000,step20000,The capital of France is,12,0.7749322598101571
20000,step20000,The capital of France is,13,0.7161191041814163
20000,step20000,The capital of France is,14,0.5642380206845701
20000,step20000,The capital of France is,15,1.0364114521071315
20000,step20000,The capital of France is,16,0.6502924676751718
20000,step20000,The capital of France is,17,0.6228210168192163
20000,step20000,The capital of France is,18,0.539659675268922
20000,step20000,The capital of France is,19,0.7423137403093278
20000,step20000,The capital of France is,20,0.3867799319559708
20000,step20000,The capital of France is,21,0.45850639321724884
20000,step20000,The capital of France is,22,0.41881689554429613
20000,step20000,The capital of France is,23,0.5848472351208329
20000,step20000,The capital of France is,24,0.2741985309839947
20000,step20000,The capital of France is,25,0.4689323897473514
20000,step20000,The capital of France is,26,0.26550517551004305
20000,step20000,The capital of France is,27,0.5936611030483618
20000,step20000,The capital of France is,28,0.2237135622999631
20000,step20000,The capital of France is,29,0.3536915412696544
20000,step20000,The capital of France is,30,0.34272065601544455
20000,step20000,The capital of France is,31,0.6783809163607657
20000,step20000,She loved him and hated him and wanted to,0,1.5083661396056414
20000,step20000,She loved him and hated him and wanted to,1,1.3811188873887659
20000,step20000,She loved him and hated him and wanted to,2,1.1967235726187937
20000,step20000,She loved him and hated him and wanted to,3,1.554259069263935
20000,step20000,She loved him and hated him and wanted to,4,1.336422759341076
20000,step20000,She loved him and hated him and wanted to,5,1.317605652846396
20000,step20000,She loved him and hated him and wanted to,6,1.2994786202907562
20000,step20000,She loved him and hated him and wanted to,7,1.4964750297367573
20000,step20000,She loved him and hated him and wanted to,8,1.224367001093924
20000,step20000,She loved him and hated him and wanted to,9,1.1835060762241483
20000,step20000,She loved him and hated him and wanted to,10,1.1575450520031154
20000,step20000,She loved him and hated him and wanted to,11,1.4705745056271553
20000,step20000,She loved him and hated him and wanted to,12,1.0048061534762383
20000,step20000,She loved him and hated him and wanted to,13,0.9976211531320587
20000,step20000,She loved him and hated him and wanted to,14,1.0222665759501979
20000,step20000,She loved him and hated him and wanted to,15,1.5405627619475126
20000,step20000,She loved him and hated him and wanted to,16,1.0847863859962672
20000,step20000,She loved him and hated him and wanted to,17,0.9737046958180144
20000,step20000,She loved him and hated him and wanted to,18,0.8435135154868476
20000,step20000,She loved him and hated him and wanted to,19,1.056549608707428
20000,step20000,She loved him and hated him and wanted to,20,0.6194938030093908
20000,step20000,She loved him and hated him and wanted to,21,0.5363580106786685
20000,step20000,She loved him and hated him and wanted to,22,0.6394631108269095
20000,step20000,She loved him and hated him and wanted to,23,0.7990162104833871
20000,step20000,She loved him and hated him and wanted to,24,0.3617849219881464
20000,step20000,She loved him and hated him and wanted to,25,0.4263366497470997
20000,step20000,She loved him and hated him and wanted to,26,0.2669216234644409
20000,step20000,She loved him and hated him and wanted to,27,0.7398517836700194
20000,step20000,She loved him and hated him and wanted to,28,0.2805744228353433
20000,step20000,She loved him and hated him and wanted to,29,0.30971939882147126
20000,step20000,She loved him and hated him and wanted to,30,0.2684910913085332
20000,step20000,She loved him and hated him and wanted to,31,0.7763261098880321
20000,step20000,Our company cut our health benefits and incre,0,1.8985202109906822
20000,step20000,Our company cut our health benefits and incre,1,1.5145826851949096
20000,step20000,Our company cut our health benefits and incre,2,0.9417301947833039
20000,step20000,Our company cut our health benefits and incre,3,1.2290803466457874
20000,step20000,Our company cut our health benefits and incre,4,0.8848651385633275
20000,step20000,Our company cut our health benefits and incre,5,0.9297124913427979
20000,step20000,Our company cut our health benefits and incre,6,1.1491657642181963
20000,step20000,Our company cut our health benefits and incre,7,1.3577264952473342
20000,step20000,Our company cut our health benefits and incre,8,1.0108151484746486
20000,step20000,Our company cut our health benefits and incre,9,1.1283889913465828
20000,step20000,Our company cut our health benefits and incre,10,1.2534826229675673
20000,step20000,Our company cut our health benefits and incre,11,1.4800329399295151
20000,step20000,Our company cut our health benefits and incre,12,0.8960133414948359
20000,step20000,Our company cut our health benefits and incre,13,0.9012557725654915
20000,step20000,Our company cut our health benefits and incre,14,1.1374876908957958
20000,step20000,Our company cut our health benefits and incre,15,1.7598814629018307
20000,step20000,Our company cut our health benefits and incre,16,1.0945042551029474
20000,step20000,Our company cut our health benefits and incre,17,1.023341414402239
20000,step20000,Our company cut our health benefits and incre,18,0.876466850284487
20000,step20000,Our company cut our health benefits and incre,19,1.2849086662754416
20000,step20000,Our company cut our health benefits and incre,20,0.5912044063443318
20000,step20000,Our company cut our health benefits and incre,21,0.5358154141576961
20000,step20000,Our company cut our health benefits and incre,22,0.5648120893165469
20000,step20000,Our company cut our health benefits and incre,23,0.7871291579212993
20000,step20000,Our company cut our health benefits and incre,24,0.42972406541230157
20000,step20000,Our company cut our health benefits and incre,25,0.5398242139490321
20000,step20000,Our company cut our health benefits and incre,26,0.2772295302711427
20000,step20000,Our company cut our health benefits and incre,27,0.7857028730213642
20000,step20000,Our company cut our health benefits and incre,28,0.357692764577223
20000,step20000,Our company cut our health benefits and incre,29,0.7141365006682463
20000,step20000,Our company cut our health benefits and incre,30,0.36965758819133043
20000,step20000,Our company cut our health benefits and incre,31,0.9564225552603602
35000,step35000,She was so angry she wanted to,0,1.2317790674278513
35000,step35000,She was so angry she wanted to,1,0.9409724222924751
35000,step35000,She was so angry she wanted to,2,0.959485665865941
35000,step35000,She was so angry she wanted to,3,1.4183643911965191
35000,step35000,She was so angry she wanted to,4,1.2077303018886596
35000,step35000,She was so angry she wanted to,5,1.235349765047431
35000,step35000,She was so angry she wanted to,6,1.118822667747736
35000,step35000,She was so angry she wanted to,7,1.264693865319714
35000,step35000,She was so angry she wanted to,8,1.0798356491141021
35000,step35000,She was so angry she wanted to,9,1.0902235587127507
35000,step35000,She was so angry she wanted to,10,0.9471969802398235
35000,step35000,She was so angry she wanted to,11,1.1562022427096963
35000,step35000,She was so angry she wanted to,12,0.9042582222027704
35000,step35000,She was so angry she wanted to,13,0.8088661995716393
35000,step35000,She was so angry she wanted to,14,0.7776602106168866
35000,step35000,She was so angry she wanted to,15,1.253622068092227
35000,step35000,She was so angry she wanted to,16,0.729757766937837
35000,step35000,She was so angry she wanted to,17,0.6730882824631408
35000,step35000,She was so angry she wanted to,18,0.699817398795858
35000,step35000,She was so angry she wanted to,19,0.8217255347408354
35000,step35000,She was so angry she wanted to,20,0.4572561348322779
35000,step35000,She was so angry she wanted to,21,0.474841171024309
35000,step35000,She was so angry she wanted to,22,0.4882169089396484
35000,step35000,She was so angry she wanted to,23,0.762537160422653
35000,step35000,She was so angry she wanted to,24,0.3130655958666466
35000,step35000,She was so angry she wanted to,25,0.43457576422952116
35000,step35000,She was so angry she wanted to,26,0.22622054564999416
35000,step35000,She was so angry she wanted to,27,0.6723917562048882
35000,step35000,She was so angry she wanted to,28,0.28789179274463095
35000,step35000,She was so angry she wanted to,29,0.30904343791189604
35000,step35000,She was so angry she wanted to,30,0.2536100545548834
35000,step35000,She was so angry she wanted to,31,0.802252336172387
35000,step35000,She kneeled and reached for his,0,1.4169240407645702
35000,step35000,She kneeled and reached for his,1,1.145576392300427
35000,step35000,She kneeled and reached for his,2,1.0271519087255
35000,step35000,She kneeled and reached for his,3,1.2652349388226867
35000,step35000,She kneeled and reached for his,4,1.1526052434928715
35000,step35000,She kneeled and reached for his,5,1.0982527928426862
35000,step35000,She kneeled and reached for his,6,1.2051027617417276
35000,step35000,She kneeled and reached for his,7,1.3508280869573355
35000,step35000,She kneeled and reached for his,8,0.9937227949631051
35000,step35000,She kneeled and reached for his,9,1.0617638758849353
35000,step35000,She kneeled and reached for his,10,0.7699995931470767
35000,step35000,She kneeled and reached for his,11,1.214696100447327
35000,step35000,She kneeled and reached for his,12,0.9462945808481891
35000,step35000,She kneeled and reached for his,13,0.8578269954305142
35000,step35000,She kneeled and reached for his,14,0.7141489761415869
35000,step35000,She kneeled and reached for his,15,1.1160460729151964
35000,step35000,She kneeled and reached for his,16,0.7392973777605221
35000,step35000,She kneeled and reached for his,17,0.7590889016282745
35000,step35000,She kneeled and reached for his,18,0.5045113126398064
35000,step35000,She kneeled and reached for his,19,0.7591376537457108
35000,step35000,She kneeled and reached for his,20,0.5294431779766455
35000,step35000,She kneeled and reached for his,21,0.45689645400852896
35000,step35000,She kneeled and reached for his,22,0.42701195550034754
35000,step35000,She kneeled and reached for his,23,0.7431454504840076
35000,step35000,She kneeled and reached for his,24,0.21188513183733448
35000,step35000,She kneeled and reached for his,25,0.48746080056298524
35000,step35000,She kneeled and reached for his,26,0.2187486769980751
35000,step35000,She kneeled and reached for his,27,0.5614477624185383
35000,step35000,She kneeled and reached for his,28,0.3303824495378649
35000,step35000,She kneeled and reached for his,29,0.3203516675857827
35000,step35000,She kneeled and reached for his,30,0.2543752792698797
35000,step35000,She kneeled and reached for his,31,1.0193787822499871
35000,step35000,The capital of France is,0,1.04517932923045
35000,step35000,The capital of France is,1,0.9527047334704548
35000,step35000,The capital of France is,2,0.7887911729048938
35000,step35000,The capital of France is,3,0.9787734979763627
35000,step35000,The capital of France is,4,0.6780857276171446
35000,step35000,The capital of France is,5,0.6500215651467443
35000,step35000,The capital of France is,6,0.6725004833424464
35000,step35000,The capital of France is,7,1.1100022660102695
35000,step35000,The capital of France is,8,0.7020105577539653
35000,step35000,The capital of France is,9,0.941903674043715
35000,step35000,The capital of France is,10,0.7681501056067646
35000,step35000,The capital of France is,11,1.0961396619677544
35000,step35000,The capital of France is,12,0.7553315720288083
35000,step35000,The capital of France is,13,0.7590524647384882
35000,step35000,The capital of France is,14,0.6000370460096747
35000,step35000,The capital of France is,15,1.0578978531993926
35000,step35000,The capital of France is,16,0.6801332376198843
35000,step35000,The capital of France is,17,0.647053592838347
35000,step35000,The capital of France is,18,0.580358421546407
35000,step35000,The capital of France is,19,0.768782056402415
35000,step35000,The capital of France is,20,0.40400017926003784
35000,step35000,The capital of France is,21,0.5084370489348657
35000,step35000,The capital of France is,22,0.4270959324785508
35000,step35000,The capital of France is,23,0.597385338274762
35000,step35000,The capital of France is,24,0.2665906742331572
35000,step35000,The capital of France is,25,0.5135368158807978
35000,step35000,The capital of France is,26,0.2863324759191528
35000,step35000,The capital of France is,27,0.664021726581268
35000,step35000,The capital of France is,28,0.25415544511633925
35000,step35000,The capital of France is,29,0.41894170484738424
35000,step35000,The capital of France is,30,0.42527937624254264
35000,step35000,The capital of France is,31,0.7099583859089762
35000,step35000,She loved him and hated him and wanted to,0,1.5367319080978632
35000,step35000,She loved him and hated him and wanted to,1,1.3740168733489213
35000,step35000,She loved him and hated him and wanted to,2,1.1896980160381645
35000,step35000,She loved him and hated him and wanted to,3,1.5294291703030467
35000,step35000,She loved him and hated him and wanted to,4,1.308517255121842
35000,step35000,She loved him and hated him and wanted to,5,1.3220776487141848
35000,step35000,She loved him and hated him and wanted to,6,1.3367566985543817
35000,step35000,She loved him and hated him and wanted to,7,1.5161615749821067
35000,step35000,She loved him and hated him and wanted to,8,1.207738917786628
35000,step35000,She loved him and hated him and wanted to,9,1.2088641901500523
35000,step35000,She loved him and hated him and wanted to,10,1.2335004080086946
35000,step35000,She loved him and hated him and wanted to,11,1.4795825462788343
35000,step35000,She loved him and hated him and wanted to,12,1.0278544357279316
35000,step35000,She loved him and hated him and wanted to,13,0.9942899787565693
35000,step35000,She loved him and hated him and wanted to,14,1.0370486539322883
35000,step35000,She loved him and hated him and wanted to,15,1.589193444699049
35000,step35000,She loved him and hated him and wanted to,16,1.0589302033185959
35000,step35000,She loved him and hated him and wanted to,17,0.9995571768959053
35000,step35000,She loved him and hated him and wanted to,18,0.8740727712865919
35000,step35000,She loved him and hated him and wanted to,19,1.148766977712512
35000,step35000,She loved him and hated him and wanted to,20,0.6763515234924853
35000,step35000,She loved him and hated him and wanted to,21,0.5794558874040376
35000,step35000,She loved him and hated him and wanted to,22,0.6522783579130191
35000,step35000,She loved him and hated him and wanted to,23,0.9029501248151064
35000,step35000,She loved him and hated him and wanted to,24,0.3640567865804769
35000,step35000,She loved him and hated him and wanted to,25,0.47651294677052647
35000,step35000,She loved him and hated him and wanted to,26,0.30622490390669554
35000,step35000,She loved him and hated him and wanted to,27,0.7694053888553753
35000,step35000,She loved him and hated him and wanted to,28,0.3638774950231891
35000,step35000,She loved him and hated him and wanted to,29,0.37276288407156244
35000,step35000,She loved him and hated him and wanted to,30,0.300526941427961
35000,step35000,She loved him and hated him and wanted to,31,0.8781641917303205
35000,step35000,Our company cut our health benefits and incre,0,1.9105921562295407
35000,step35000,Our company cut our health benefits and incre,1,1.500754730310291
35000,step35000,Our company cut our health benefits and incre,2,0.9649883162346669
35000,step35000,Our company cut our health benefits and incre,3,1.2609850849257782
35000,step35000,Our company cut our health benefits and incre,4,0.9173793142545037
35000,step35000,Our company cut our health benefits and incre,5,0.9612769610248506
35000,step35000,Our company cut our health benefits and incre,6,1.1416651094332337
35000,step35000,Our company cut our health benefits and incre,7,1.4420700334012508
35000,step35000,Our company cut our health benefits and incre,8,1.0448958431370556
35000,step35000,Our company cut our health benefits and incre,9,1.1858079910743982
35000,step35000,Our company cut our health benefits and incre,10,1.2225653678178787
35000,step35000,Our company cut our health benefits and incre,11,1.4960554400458932
35000,step35000,Our company cut our health benefits and incre,12,0.9633040761691518
35000,step35000,Our company cut our health benefits and incre,13,0.944806989049539
35000,step35000,Our company cut our health benefits and incre,14,1.1708338437601924
35000,step35000,Our company cut our health benefits and incre,15,1.7881113607436419
35000,step35000,Our company cut our health benefits and incre,16,1.1673180114012212
35000,step35000,Our company cut our health benefits and incre,17,1.0657942895777524
35000,step35000,Our company cut our health benefits and incre,18,0.8978608368197456
35000,step35000,Our company cut our health benefits and incre,19,1.2920938767492771
35000,step35000,Our company cut our health benefits and incre,20,0.6202919825445861
35000,step35000,Our company cut our health benefits and incre,21,0.5153907135827467
35000,step35000,Our company cut our health benefits and incre,22,0.5866412126924843
35000,step35000,Our company cut our health benefits and incre,23,0.8292534733191133
35000,step35000,Our company cut our health benefits and incre,24,0.4428641762351617
35000,step35000,Our company cut our health benefits and incre,25,0.5837847705115564
35000,step35000,Our company cut our health benefits and incre,26,0.2990437016269425
35000,step35000,Our company cut our health benefits and incre,27,0.8144001569598913
35000,step35000,Our company cut our health benefits and incre,28,0.34919583186274394
35000,step35000,Our company cut our health benefits and incre,29,0.7020639367110562
35000,step35000,Our company cut our health benefits and incre,30,0.3709205989725888
35000,step35000,Our company cut our health benefits and incre,31,1.001931262202561
43000,step43000,She was so angry she wanted to,0,1.226721892482601
43000,step43000,She was so angry she wanted to,1,0.9348645852714981
43000,step43000,She was so angry she wanted to,2,0.9530199422733858
43000,step43000,She was so angry she wanted to,3,1.4206534244585782
43000,step43000,She was so angry she wanted to,4,1.2136203557020053
43000,step43000,She was so angry she wanted to,5,1.219014732632786
43000,step43000,She was so angry she wanted to,6,1.1273834514431655
43000,step43000,She was so angry she wanted to,7,1.2658397866180167
43000,step43000,She was so angry she wanted to,8,1.092189896153286
43000,step43000,She was so angry she wanted to,9,1.106373172486201
