stage,prompt,layer,head,entropy,max_attn
sft,The capital of France is,21,18,0.6483333110809326,0.81591796875
sft,The capital of France is,21,19,0.2679937183856964,0.9375
sft,The capital of France is,21,20,0.11593020707368851,0.98046875
sft,The capital of France is,21,21,0.11219494789838791,0.98046875
sft,The capital of France is,21,22,1.0180238485336304,0.68017578125
sft,The capital of France is,21,23,1.3615138530731201,0.5146484375
sft,The capital of France is,21,24,0.6684285402297974,0.80029296875
sft,The capital of France is,21,25,0.2796534597873688,0.9423828125
sft,The capital of France is,21,26,0.6078008413314819,0.78271484375
sft,The capital of France is,21,27,1.333710789680481,0.4306640625
sft,The capital of France is,21,28,0.8699674010276794,0.75927734375
sft,The capital of France is,21,29,0.06094784662127495,0.9912109375
sft,The capital of France is,21,30,0.08809051662683487,0.986328125
sft,The capital of France is,21,31,0.5053545236587524,0.865234375
sft,The capital of France is,22,0,0.8454580307006836,0.755859375
sft,The capital of France is,22,1,1.1011933088302612,0.5986328125
sft,The capital of France is,22,2,0.38865822553634644,0.87890625
sft,The capital of France is,22,3,0.75523841381073,0.7587890625
sft,The capital of France is,22,4,0.29648417234420776,0.93994140625
sft,The capital of France is,22,5,0.03641532361507416,0.9951171875
sft,The capital of France is,22,6,0.33837559819221497,0.91943359375
sft,The capital of France is,22,7,0.009933444671332836,0.9990234375
sft,The capital of France is,22,8,0.1170598715543747,0.9814453125
sft,The capital of France is,22,9,1.1703389883041382,0.5146484375
sft,The capital of France is,22,10,0.0517488494515419,0.99267578125
sft,The capital of France is,22,11,0.09015530347824097,0.98583984375
sft,The capital of France is,22,12,0.9424564838409424,0.54052734375
sft,The capital of France is,22,13,0.23347586393356323,0.9560546875
sft,The capital of France is,22,14,0.2507477402687073,0.95166015625
sft,The capital of France is,22,15,0.23362809419631958,0.95361328125
sft,The capital of France is,22,16,0.3980630040168762,0.89990234375
sft,The capital of France is,22,17,0.037319160997867584,0.9951171875
sft,The capital of France is,22,18,0.3714498281478882,0.9111328125
sft,The capital of France is,22,19,1.5222666263580322,0.35791015625
sft,The capital of France is,22,20,0.12000538408756256,0.9794921875
sft,The capital of France is,22,21,0.195416659116745,0.9638671875
sft,The capital of France is,22,22,0.13195288181304932,0.97705078125
sft,The capital of France is,22,23,1.2669929265975952,0.409423828125
sft,The capital of France is,22,24,0.02104409784078598,0.99755859375
sft,The capital of France is,22,25,1.5255180597305298,0.36376953125
sft,The capital of France is,22,26,0.11118161678314209,0.982421875
sft,The capital of France is,22,27,1.3578107357025146,0.419677734375
sft,The capital of France is,22,28,0.11344937980175018,0.98193359375
sft,The capital of France is,22,29,0.7139897346496582,0.7412109375
sft,The capital of France is,22,30,0.06168671324849129,0.99072265625
sft,The capital of France is,22,31,0.14074702560901642,0.97265625
sft,The capital of France is,23,0,0.1963212639093399,0.96533203125
sft,The capital of France is,23,1,0.6907553672790527,0.830078125
sft,The capital of France is,23,2,1.0382429361343384,0.615234375
sft,The capital of France is,23,3,0.16559842228889465,0.9716796875
sft,The capital of France is,23,4,0.526137113571167,0.8603515625
sft,The capital of France is,23,5,0.8318401575088501,0.7314453125
sft,The capital of France is,23,6,1.2939839363098145,0.48828125
sft,The capital of France is,23,7,0.5233678221702576,0.86474609375
sft,The capital of France is,23,8,0.16816288232803345,0.97119140625
sft,The capital of France is,23,9,0.12392070889472961,0.97998046875
sft,The capital of France is,23,10,0.38594263792037964,0.9189453125
sft,The capital of France is,23,11,1.2365658283233643,0.51953125
sft,The capital of France is,23,12,0.3114686906337738,0.93798828125
sft,The capital of France is,23,13,0.2895294427871704,0.9404296875
sft,The capital of France is,23,14,1.3500680923461914,0.410400390625
sft,The capital of France is,23,15,1.5121535062789917,0.38916015625
sft,The capital of France is,23,16,0.738702654838562,0.7861328125
sft,The capital of France is,23,17,0.0150489192456007,0.998046875
sft,The capital of France is,23,18,0.9371464252471924,0.7197265625
sft,The capital of France is,23,19,0.5038868188858032,0.87255859375
sft,The capital of France is,23,20,0.1304817795753479,0.97802734375
sft,The capital of France is,23,21,0.18718720972537994,0.96728515625
sft,The capital of France is,23,22,0.6045994758605957,0.85205078125
sft,The capital of France is,23,23,0.31215745210647583,0.93896484375
sft,The capital of France is,23,24,1.1254363059997559,0.521484375
sft,The capital of France is,23,25,0.26799672842025757,0.94970703125
sft,The capital of France is,23,26,0.22514022886753082,0.9580078125
sft,The capital of France is,23,27,0.7404005527496338,0.81201171875
sft,The capital of France is,23,28,0.29436448216438293,0.9404296875
sft,The capital of France is,23,29,0.7287800312042236,0.81103515625
sft,The capital of France is,23,30,0.22608205676078796,0.95849609375
sft,The capital of France is,23,31,1.265354871749878,0.5244140625
sft,The capital of France is,24,0,0.06500944495201111,0.990234375
sft,The capital of France is,24,1,0.08699993789196014,0.9853515625
sft,The capital of France is,24,2,0.19220641255378723,0.96484375
sft,The capital of France is,24,3,0.21156606078147888,0.95947265625
sft,The capital of France is,24,4,1.153587818145752,0.41748046875
sft,The capital of France is,24,5,0.07426471263170242,0.9873046875
sft,The capital of France is,24,6,0.16293255984783173,0.96923828125
sft,The capital of France is,24,7,0.5270293951034546,0.8740234375
sft,The capital of France is,24,8,0.029316622763872147,0.99609375
sft,The capital of France is,24,9,0.13847072422504425,0.97705078125
sft,The capital of France is,24,10,0.037437453866004944,0.9951171875
sft,The capital of France is,24,11,0.4718281924724579,0.8876953125
sft,The capital of France is,24,12,0.6785358190536499,0.73291015625
sft,The capital of France is,24,13,0.28684762120246887,0.9365234375
sft,The capital of France is,24,14,0.012713893316686153,0.99853515625
sft,The capital of France is,24,15,0.33202579617500305,0.921875
sft,The capital of France is,24,16,0.07463617622852325,0.98876953125
sft,The capital of France is,24,17,1.3265247344970703,0.419189453125
sft,The capital of France is,24,18,0.04891975224018097,0.9931640625
sft,The capital of France is,24,19,0.33909159898757935,0.92578125
sft,The capital of France is,24,20,0.5471978187561035,0.861328125
sft,The capital of France is,24,21,0.07514089345932007,0.98779296875
sft,The capital of France is,24,22,0.32223838567733765,0.93115234375
sft,The capital of France is,24,23,0.03969115391373634,0.994140625
sft,The capital of France is,24,24,0.31671780347824097,0.93212890625
sft,The capital of France is,24,25,0.07402660697698593,0.98779296875
sft,The capital of France is,24,26,1.117462158203125,0.6396484375
sft,The capital of France is,24,27,0.007140486966818571,0.9990234375
sft,The capital of France is,24,28,0.24927040934562683,0.953125
sft,The capital of France is,24,29,0.4352365732192993,0.89990234375
sft,The capital of France is,24,30,0.08622316271066666,0.98583984375
sft,The capital of France is,24,31,0.0635131448507309,0.98974609375
sft,The capital of France is,25,0,0.1435050070285797,0.97607421875
sft,The capital of France is,25,1,1.2378991842269897,0.5234375
sft,The capital of France is,25,2,0.0872761607170105,0.98681640625
sft,The capital of France is,25,3,0.6661355495452881,0.779296875
sft,The capital of France is,25,4,0.40476566553115845,0.90087890625
sft,The capital of France is,25,5,0.342024028301239,0.923828125
sft,The capital of France is,25,6,0.051563337445259094,0.99267578125
sft,The capital of France is,25,7,0.08271221071481705,0.9873046875
sft,The capital of France is,25,8,0.15029476583003998,0.97509765625
sft,The capital of France is,25,9,0.03147789463400841,0.99609375
sft,The capital of France is,25,10,0.12769854068756104,0.9794921875
sft,The capital of France is,25,11,0.5678346157073975,0.861328125
sft,The capital of France is,25,12,1.1601476669311523,0.42431640625
sft,The capital of France is,25,13,0.42574453353881836,0.900390625
sft,The capital of France is,25,14,0.8110871315002441,0.63134765625
sft,The capital of France is,25,15,0.8071919679641724,0.78515625
sft,The capital of France is,25,16,0.2849322557449341,0.94287109375
sft,The capital of France is,25,17,1.004396677017212,0.6474609375
sft,The capital of France is,25,18,0.7669249176979065,0.75048828125
sft,The capital of France is,25,19,0.05281595140695572,0.99267578125
sft,The capital of France is,25,20,0.33578503131866455,0.9267578125
sft,The capital of France is,25,21,0.20706811547279358,0.9560546875
sft,The capital of France is,25,22,0.48144978284835815,0.8876953125
sft,The capital of France is,25,23,0.0941973626613617,0.9853515625
sft,The capital of France is,25,24,0.42337799072265625,0.89697265625
sft,The capital of France is,25,25,0.12650078535079956,0.9755859375
sft,The capital of France is,25,26,1.158717393875122,0.461669921875
sft,The capital of France is,25,27,0.8888856172561646,0.4853515625
sft,The capital of France is,25,28,0.2829112112522125,0.9462890625
sft,The capital of France is,25,29,1.5293645858764648,0.3203125
sft,The capital of France is,25,30,1.0997610092163086,0.50439453125
sft,The capital of France is,25,31,0.1506790965795517,0.96826171875
sft,The capital of France is,26,0,0.8966978192329407,0.6484375
sft,The capital of France is,26,1,0.18094927072525024,0.966796875
sft,The capital of France is,26,2,1.0271449089050293,0.4765625
sft,The capital of France is,26,3,0.15080901980400085,0.9736328125
sft,The capital of France is,26,4,0.4924096465110779,0.8349609375
sft,The capital of France is,26,5,0.008876005187630653,0.9990234375
sft,The capital of France is,26,6,0.06873831152915955,0.9892578125
sft,The capital of France is,26,7,0.017870789393782616,0.99755859375
sft,The capital of France is,26,8,0.2164408415555954,0.95751953125
sft,The capital of France is,26,9,0.7114614844322205,0.73828125
sft,The capital of France is,26,10,0.027489032596349716,0.99658203125
sft,The capital of France is,26,11,0.11070787906646729,0.982421875
sft,The capital of France is,26,12,0.08357882499694824,0.9873046875
sft,The capital of France is,26,13,0.15112467110157013,0.9736328125
sft,The capital of France is,26,14,0.8957089185714722,0.57275390625
sft,The capital of France is,26,15,0.3116956949234009,0.93359375
sft,The capital of France is,26,16,0.01058918982744217,0.9990234375
sft,The capital of France is,26,17,0.26439395546913147,0.94287109375
sft,The capital of France is,26,18,0.005362600088119507,0.99951171875
sft,The capital of France is,26,19,0.581213116645813,0.8369140625
sft,The capital of France is,26,20,0.04768025502562523,0.99365234375
sft,The capital of France is,26,21,1.4871867895126343,0.392822265625
sft,The capital of France is,26,22,0.039957497268915176,0.994140625
sft,The capital of France is,26,23,0.13553938269615173,0.974609375
sft,The capital of France is,26,24,0.16577227413654327,0.97021484375
sft,The capital of France is,26,25,0.0012166423257440329,1.0
sft,The capital of France is,26,26,1.3253285884857178,0.5185546875
sft,The capital of France is,26,27,0.5629429221153259,0.8310546875
sft,The capital of France is,26,28,0.05309097468852997,0.9921875
sft,The capital of France is,26,29,0.3385399281978607,0.9287109375
sft,The capital of France is,26,30,0.5818833708763123,0.83642578125
sft,The capital of France is,26,31,0.18626880645751953,0.9658203125
sft,The capital of France is,27,0,0.24096983671188354,0.9541015625
sft,The capital of France is,27,1,0.10478617250919342,0.98291015625
sft,The capital of France is,27,2,1.362082600593567,0.36328125
sft,The capital of France is,27,3,0.6249123811721802,0.8486328125
sft,The capital of France is,27,4,0.7021749019622803,0.7841796875
sft,The capital of France is,27,5,1.1848125457763672,0.439453125
sft,The capital of France is,27,6,0.5663954019546509,0.865234375
sft,The capital of France is,27,7,1.0124812126159668,0.673828125
sft,The capital of France is,27,8,0.11725663393735886,0.97998046875
sft,The capital of France is,27,9,1.084285020828247,0.646484375
sft,The capital of France is,27,10,0.47600653767585754,0.890625
sft,The capital of France is,27,11,0.09255634248256683,0.98583984375
sft,The capital of France is,27,12,0.29566287994384766,0.94091796875
sft,The capital of France is,27,13,0.855619490146637,0.67578125
sft,The capital of France is,27,14,1.5517808198928833,0.315185546875
sft,The capital of France is,27,15,0.607011079788208,0.857421875
sft,The capital of France is,27,16,0.6983720064163208,0.81298828125
sft,The capital of France is,27,17,0.14722833037376404,0.9755859375
sft,The capital of France is,27,18,0.8661239743232727,0.748046875
sft,The capital of France is,27,19,0.35322508215904236,0.9287109375
sft,The capital of France is,27,20,0.3765963912010193,0.91748046875
sft,The capital of France is,27,21,1.2721281051635742,0.361328125
sft,The capital of France is,27,22,1.274038553237915,0.55908203125
sft,The capital of France is,27,23,1.0079160928726196,0.4951171875
sft,The capital of France is,27,24,1.1437342166900635,0.54638671875
sft,The capital of France is,27,25,0.2634545564651489,0.9462890625
sft,The capital of France is,27,26,0.1073015034198761,0.982421875
sft,The capital of France is,27,27,0.0895986333489418,0.98486328125
sft,The capital of France is,27,28,0.23106428980827332,0.9521484375
sft,The capital of France is,27,29,1.2373799085617065,0.48681640625
sft,The capital of France is,27,30,0.37984389066696167,0.9033203125
sft,The capital of France is,27,31,1.0212538242340088,0.6904296875
sft,The capital of France is,28,0,0.599277675151825,0.83056640625
sft,The capital of France is,28,1,0.0707569420337677,0.98974609375
sft,The capital of France is,28,2,0.005731825716793537,0.99951171875
sft,The capital of France is,28,3,0.24866712093353271,0.94775390625
sft,The capital of France is,28,4,0.9070037603378296,0.576171875
sft,The capital of France is,28,5,0.04929283633828163,0.9931640625
sft,The capital of France is,28,6,0.18999092280864716,0.96337890625
sft,The capital of France is,28,7,0.45160388946533203,0.89111328125
sft,The capital of France is,28,8,0.42215681076049805,0.8916015625
sft,The capital of France is,28,9,0.015829596668481827,0.998046875
sft,The capital of France is,28,10,0.003056887537240982,0.99951171875
sft,The capital of France is,28,11,0.018954582512378693,0.99755859375
sft,The capital of France is,28,12,0.050183337181806564,0.99267578125
sft,The capital of France is,28,13,0.14773494005203247,0.97509765625
sft,The capital of France is,28,14,0.04699595272541046,0.99365234375
sft,The capital of France is,28,15,0.01791750267148018,0.998046875
sft,The capital of France is,28,16,0.5811245441436768,0.86083984375
sft,The capital of France is,28,17,0.025541622191667557,0.99658203125
sft,The capital of France is,28,18,0.5421757102012634,0.86181640625
sft,The capital of France is,28,19,0.01445147767663002,0.998046875
sft,The capital of France is,28,20,0.00869653932750225,0.9990234375
sft,The capital of France is,28,21,0.010465655475854874,0.9990234375
sft,The capital of France is,28,22,0.02031572349369526,0.99755859375
sft,The capital of France is,28,23,1.1712071895599365,0.61083984375
sft,The capital of France is,28,24,0.0853760838508606,0.986328125
sft,The capital of France is,28,25,0.036738403141498566,0.9951171875
sft,The capital of France is,28,26,0.01311805471777916,0.99853515625
sft,The capital of France is,28,27,0.30789241194725037,0.92626953125
sft,The capital of France is,28,28,0.20091812312602997,0.9619140625
sft,The capital of France is,28,29,0.031560249626636505,0.99560546875
sft,The capital of France is,28,30,0.0941922515630722,0.9853515625
sft,The capital of France is,28,31,0.01604592055082321,0.998046875
sft,The capital of France is,29,0,0.18457388877868652,0.96630859375
sft,The capital of France is,29,1,0.2016315907239914,0.96142578125
sft,The capital of France is,29,2,0.027056625112891197,0.99658203125
sft,The capital of France is,29,3,0.3843564987182617,0.8984375
sft,The capital of France is,29,4,0.32472631335258484,0.92919921875
sft,The capital of France is,29,5,0.95925372838974,0.6904296875
sft,The capital of France is,29,6,0.004554002545773983,0.99951171875
sft,The capital of France is,29,7,0.6620532870292664,0.80615234375
sft,The capital of France is,29,8,0.3451918363571167,0.9306640625
sft,The capital of France is,29,9,0.72365403175354,0.6484375
sft,The capital of France is,29,10,0.0037029082886874676,0.99951171875
sft,The capital of France is,29,11,0.5596933364868164,0.8388671875
sft,The capital of France is,29,12,0.10895223170518875,0.982421875
sft,The capital of France is,29,13,0.10828205943107605,0.98291015625
sft,The capital of France is,29,14,0.1396668404340744,0.9765625
sft,The capital of France is,29,15,0.07942546159029007,0.98779296875
sft,The capital of France is,29,16,1.2013485431671143,0.5107421875
sft,The capital of France is,29,17,0.7422917485237122,0.5576171875
sft,The capital of France is,29,18,0.2643722891807556,0.94970703125
sft,The capital of France is,29,19,0.6884374618530273,0.79541015625
sft,The capital of France is,29,20,0.1355806142091751,0.9775390625
sft,The capital of France is,29,21,0.1770641803741455,0.96826171875
sft,The capital of France is,29,22,0.2775115370750427,0.94189453125
sft,The capital of France is,29,23,0.030793074518442154,0.99609375
sft,The capital of France is,29,24,0.08529295772314072,0.98681640625
sft,The capital of France is,29,25,0.14141082763671875,0.97509765625
sft,The capital of France is,29,26,0.14569060504436493,0.9716796875
sft,The capital of France is,29,27,0.08414551615715027,0.986328125
sft,The capital of France is,29,28,0.9767332077026367,0.65380859375
sft,The capital of France is,29,29,0.9477568864822388,0.68603515625
sft,The capital of France is,29,30,1.2180054187774658,0.486328125
sft,The capital of France is,29,31,0.10591144859790802,0.9833984375
sft,The capital of France is,30,0,1.0632188320159912,0.5029296875
sft,The capital of France is,30,1,0.10870228707790375,0.98193359375
sft,The capital of France is,30,2,0.06782370805740356,0.98974609375
sft,The capital of France is,30,3,0.4095691442489624,0.8974609375
sft,The capital of France is,30,4,0.9666184186935425,0.5732421875
sft,The capital of France is,30,5,0.04143229126930237,0.99462890625
sft,The capital of France is,30,6,0.1768043339252472,0.96630859375
sft,The capital of France is,30,7,1.1296465396881104,0.439208984375
sft,The capital of France is,30,8,1.33334481716156,0.439697265625
sft,The capital of France is,30,9,0.06600981950759888,0.99072265625
sft,The capital of France is,30,10,0.2947768568992615,0.943359375
sft,The capital of France is,30,11,0.1046997606754303,0.98291015625
sft,The capital of France is,30,12,0.6702566146850586,0.80810546875
sft,The capital of France is,30,13,0.01769779995083809,0.998046875
sft,The capital of France is,30,14,0.096897192299366,0.982421875
sft,The capital of France is,30,15,0.005529364570975304,0.99951171875
sft,The capital of France is,30,16,0.8231686949729919,0.67626953125
sft,The capital of France is,30,17,0.2363540530204773,0.9521484375
sft,The capital of France is,30,18,0.2638262212276459,0.9453125
sft,The capital of France is,30,19,0.6480517983436584,0.73291015625
sft,The capital of France is,30,20,0.12473110109567642,0.97900390625
sft,The capital of France is,30,21,0.25139304995536804,0.94091796875
sft,The capital of France is,30,22,0.4624428153038025,0.87158203125
sft,The capital of France is,30,23,0.02626309171319008,0.99658203125
sft,The capital of France is,30,24,0.5759117007255554,0.81982421875
sft,The capital of France is,30,25,0.15978866815567017,0.97216796875
sft,The capital of France is,30,26,0.006142608355730772,0.99951171875
sft,The capital of France is,30,27,0.6700824499130249,0.82275390625
sft,The capital of France is,30,28,0.38764819502830505,0.9169921875
sft,The capital of France is,30,29,0.39812612533569336,0.91064453125
sft,The capital of France is,30,30,0.05520803481340408,0.9912109375
sft,The capital of France is,30,31,0.03500119596719742,0.9951171875
sft,The capital of France is,31,0,0.2655656933784485,0.9501953125
sft,The capital of France is,31,1,1.607712745666504,0.21435546875
sft,The capital of France is,31,2,0.2924942374229431,0.94189453125
sft,The capital of France is,31,3,0.317272812128067,0.93603515625
sft,The capital of France is,31,4,0.18230028450489044,0.9677734375
sft,The capital of France is,31,5,1.023587703704834,0.6728515625
sft,The capital of France is,31,6,1.2515931129455566,0.53271484375
sft,The capital of France is,31,7,0.11431994289159775,0.9814453125
sft,The capital of France is,31,8,0.6245831251144409,0.84423828125
sft,The capital of France is,31,9,0.22976839542388916,0.9560546875
sft,The capital of France is,31,10,0.5925970077514648,0.8486328125
sft,The capital of France is,31,11,0.2676661014556885,0.94482421875
sft,The capital of France is,31,12,0.42450422048568726,0.90771484375
sft,The capital of France is,31,13,0.33544909954071045,0.92138671875
sft,The capital of France is,31,14,0.4500387907028198,0.8828125
sft,The capital of France is,31,15,0.9409669041633606,0.69287109375
sft,The capital of France is,31,16,0.25033441185951233,0.9521484375
sft,The capital of France is,31,17,0.12177805602550507,0.97900390625
sft,The capital of France is,31,18,1.265195369720459,0.498291015625
sft,The capital of France is,31,19,0.41354528069496155,0.904296875
sft,The capital of France is,31,20,0.5188099145889282,0.8759765625
sft,The capital of France is,31,21,1.1856279373168945,0.38330078125
sft,The capital of France is,31,22,0.22553646564483643,0.9580078125
sft,The capital of France is,31,23,0.754763126373291,0.7958984375
sft,The capital of France is,31,24,1.458943486213684,0.3486328125
sft,The capital of France is,31,25,0.5084280371665955,0.88671875
sft,The capital of France is,31,26,0.688663899898529,0.802734375
sft,The capital of France is,31,27,1.2485098838806152,0.470947265625
sft,The capital of France is,31,28,1.0066099166870117,0.497802734375
sft,The capital of France is,31,29,0.29438942670822144,0.9423828125
sft,The capital of France is,31,30,1.510361909866333,0.3779296875
sft,The capital of France is,31,31,0.2945365905761719,0.9423828125
sft,She loved him and hated him and wanted to,0,0,1.498487114906311,0.368408203125
sft,She loved him and hated him and wanted to,0,1,0.3016000986099243,0.93701171875
sft,She loved him and hated him and wanted to,0,2,1.3417291641235352,0.48388671875
sft,She loved him and hated him and wanted to,0,3,1.098974585533142,0.447509765625
sft,She loved him and hated him and wanted to,0,4,1.8976157903671265,0.3427734375
sft,She loved him and hated him and wanted to,0,5,2.046449899673462,0.2164306640625
sft,She loved him and hated him and wanted to,0,6,1.1273198127746582,0.35107421875
sft,She loved him and hated him and wanted to,0,7,1.760920763015747,0.27783203125
sft,She loved him and hated him and wanted to,0,8,2.120558738708496,0.18701171875
sft,She loved him and hated him and wanted to,0,9,1.3491287231445312,0.35888671875
sft,She loved him and hated him and wanted to,0,10,2.128787040710449,0.15673828125
sft,She loved him and hated him and wanted to,0,11,2.0924110412597656,0.1964111328125
sft,She loved him and hated him and wanted to,0,12,1.5701380968093872,0.30615234375
sft,She loved him and hated him and wanted to,0,13,0.6378235816955566,0.8720703125
sft,She loved him and hated him and wanted to,0,14,1.3397067785263062,0.464111328125
sft,She loved him and hated him and wanted to,0,15,1.9403575658798218,0.271484375
sft,She loved him and hated him and wanted to,0,16,1.3969804048538208,0.36279296875
sft,She loved him and hated him and wanted to,0,17,1.3047664165496826,0.350341796875
sft,She loved him and hated him and wanted to,0,18,0.43143966794013977,0.88720703125
sft,She loved him and hated him and wanted to,0,19,1.4798808097839355,0.345947265625
sft,She loved him and hated him and wanted to,0,20,1.8952134847640991,0.256591796875
sft,She loved him and hated him and wanted to,0,21,1.4641894102096558,0.468994140625
sft,She loved him and hated him and wanted to,0,22,1.331304669380188,0.5087890625
sft,She loved him and hated him and wanted to,0,23,1.394434928894043,0.53515625
sft,She loved him and hated him and wanted to,0,24,1.6834214925765991,0.3076171875
sft,She loved him and hated him and wanted to,0,25,1.5581392049789429,0.39697265625
sft,She loved him and hated him and wanted to,0,26,2.0749402046203613,0.198486328125
sft,She loved him and hated him and wanted to,0,27,1.3248157501220703,0.326416015625
sft,She loved him and hated him and wanted to,0,28,1.760218620300293,0.35791015625
sft,She loved him and hated him and wanted to,0,29,1.9144306182861328,0.260009765625
sft,She loved him and hated him and wanted to,0,30,0.9989429116249084,0.75830078125
sft,She loved him and hated him and wanted to,0,31,2.1971511840820312,0.11126708984375
sft,She loved him and hated him and wanted to,1,0,1.714671015739441,0.395263671875
sft,She loved him and hated him and wanted to,1,1,1.3900270462036133,0.5068359375
sft,She loved him and hated him and wanted to,1,2,0.04365744814276695,0.994140625
sft,She loved him and hated him and wanted to,1,3,1.0293114185333252,0.5673828125
sft,She loved him and hated him and wanted to,1,4,0.9666037559509277,0.4912109375
sft,She loved him and hated him and wanted to,1,5,1.5831737518310547,0.32421875
sft,She loved him and hated him and wanted to,1,6,1.8865628242492676,0.25830078125
sft,She loved him and hated him and wanted to,1,7,1.0256283283233643,0.52294921875
sft,She loved him and hated him and wanted to,1,8,1.910370945930481,0.23974609375
sft,She loved him and hated him and wanted to,1,9,1.6976661682128906,0.300537109375
sft,She loved him and hated him and wanted to,1,10,1.7255091667175293,0.2646484375
sft,She loved him and hated him and wanted to,1,11,1.1533265113830566,0.55029296875
sft,She loved him and hated him and wanted to,1,12,1.4186222553253174,0.388671875
sft,She loved him and hated him and wanted to,1,13,1.8202807903289795,0.255859375
sft,She loved him and hated him and wanted to,1,14,1.5313990116119385,0.358154296875
sft,She loved him and hated him and wanted to,1,15,0.7329610586166382,0.75537109375
sft,She loved him and hated him and wanted to,1,16,1.8839616775512695,0.320068359375
sft,She loved him and hated him and wanted to,1,17,2.4819026293698698e-05,1.0
sft,She loved him and hated him and wanted to,1,18,1.1954556703567505,0.4658203125
sft,She loved him and hated him and wanted to,1,19,1.3651721477508545,0.325927734375
sft,She loved him and hated him and wanted to,1,20,1.9550765752792358,0.2476806640625
sft,She loved him and hated him and wanted to,1,21,1.4549453258514404,0.56396484375
sft,She loved him and hated him and wanted to,1,22,1.6675910949707031,0.277587890625
sft,She loved him and hated him and wanted to,1,23,1.1270184516906738,0.427001953125
sft,She loved him and hated him and wanted to,1,24,0.8758474588394165,0.66943359375
sft,She loved him and hated him and wanted to,1,25,1.7818918228149414,0.30419921875
sft,She loved him and hated him and wanted to,1,26,1.402402639389038,0.34521484375
sft,She loved him and hated him and wanted to,1,27,1.2314059734344482,0.50634765625
sft,She loved him and hated him and wanted to,1,28,1.7951711416244507,0.325927734375
sft,She loved him and hated him and wanted to,1,29,2.0183143615722656,0.1798095703125
sft,She loved him and hated him and wanted to,1,30,0.3220643103122711,0.9365234375
sft,She loved him and hated him and wanted to,1,31,2.155134439468384,0.1512451171875
sft,She loved him and hated him and wanted to,2,0,1.4830467700958252,0.390869140625
sft,She loved him and hated him and wanted to,2,1,1.8344752788543701,0.279541015625
sft,She loved him and hated him and wanted to,2,2,1.024786114692688,0.6455078125
sft,She loved him and hated him and wanted to,2,3,1.2713176012039185,0.42578125
sft,She loved him and hated him and wanted to,2,4,0.009840326383709908,0.9990234375
sft,She loved him and hated him and wanted to,2,5,1.6667375564575195,0.329833984375
sft,She loved him and hated him and wanted to,2,6,1.5384290218353271,0.45556640625
sft,She loved him and hated him and wanted to,2,7,2.106823205947876,0.18603515625
sft,She loved him and hated him and wanted to,2,8,0.7707281112670898,0.77197265625
sft,She loved him and hated him and wanted to,2,9,1.2503217458724976,0.6279296875
sft,She loved him and hated him and wanted to,2,10,1.9130513668060303,0.245361328125
sft,She loved him and hated him and wanted to,2,11,0.018148623406887054,0.998046875
sft,She loved him and hated him and wanted to,2,12,1.1402276754379272,0.61572265625
sft,She loved him and hated him and wanted to,2,13,0.8074604272842407,0.7099609375
sft,She loved him and hated him and wanted to,2,14,1.364508867263794,0.43408203125
sft,She loved him and hated him and wanted to,2,15,0.6895043849945068,0.84521484375
sft,She loved him and hated him and wanted to,2,16,0.7113661766052246,0.75146484375
sft,She loved him and hated him and wanted to,2,17,0.1325962096452713,0.97900390625
sft,She loved him and hated him and wanted to,2,18,1.823471188545227,0.314208984375
sft,She loved him and hated him and wanted to,2,19,0.9854840636253357,0.65185546875
sft,She loved him and hated him and wanted to,2,20,1.528592586517334,0.412109375
sft,She loved him and hated him and wanted to,2,21,1.382326364517212,0.392822265625
sft,She loved him and hated him and wanted to,2,22,1.7801554203033447,0.32373046875
sft,She loved him and hated him and wanted to,2,23,1.621727705001831,0.42041015625
sft,She loved him and hated him and wanted to,2,24,1.5832453966140747,0.48095703125
sft,She loved him and hated him and wanted to,2,25,0.39980417490005493,0.904296875
sft,She loved him and hated him and wanted to,2,26,0.196890726685524,0.962890625
sft,She loved him and hated him and wanted to,2,27,1.3623037338256836,0.55322265625
sft,She loved him and hated him and wanted to,2,28,0.32122623920440674,0.93701171875
sft,She loved him and hated him and wanted to,2,29,1.6557950973510742,0.455322265625
sft,She loved him and hated him and wanted to,2,30,2.05867600440979,0.209228515625
sft,She loved him and hated him and wanted to,2,31,1.007369041442871,0.66357421875
sft,She loved him and hated him and wanted to,3,0,1.0016475915908813,0.7216796875
sft,She loved him and hated him and wanted to,3,1,1.5168890953063965,0.44091796875
sft,She loved him and hated him and wanted to,3,2,1.7675981521606445,0.356689453125
sft,She loved him and hated him and wanted to,3,3,1.8615847826004028,0.301025390625
sft,She loved him and hated him and wanted to,3,4,1.3038148880004883,0.55810546875
sft,She loved him and hated him and wanted to,3,5,1.528527021408081,0.461181640625
sft,She loved him and hated him and wanted to,3,6,1.4754472970962524,0.505859375
sft,She loved him and hated him and wanted to,3,7,2.133420467376709,0.1627197265625
sft,She loved him and hated him and wanted to,3,8,1.9409875869750977,0.2144775390625
sft,She loved him and hated him and wanted to,3,9,0.2116977870464325,0.9619140625
sft,She loved him and hated him and wanted to,3,10,0.417885959148407,0.87890625
sft,She loved him and hated him and wanted to,3,11,1.750604510307312,0.396240234375
sft,She loved him and hated him and wanted to,3,12,0.5125702619552612,0.88720703125
sft,She loved him and hated him and wanted to,3,13,1.957375168800354,0.290771484375
