step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words,family,layer,mode,model_id,prompt_key,gen_idx
20,balance,0.3841069936752319,3.3299314975738525,27,balance,0.3841069936752319,balance|life|head|grip|arm,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
21,and,0.486024796962738,2.210446357727051,9,and,0.486024796962738,"and|.|.|,|on",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
22,falling,0.1922745704650879,4.320457458496094,75,falling,0.1922745704650879,falling|hitting|tum|______|crashing,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
23,to,0.1979208588600158,3.4129106998443604,30,to,0.1979208588600158,to|into|on|off|through,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
24,his,0.4991337656974792,1.0493979454040527,2,his,0.4991337656974792,his|the|a|pieces|her,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
25,death,0.7132693529129028,1.1013182401657104,3,death,0.7132693529129028,death|knees|______|__|left,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
26,fifteen,5.2568790124496445e-05,2.334886074066162,10,.,0.4569984078407287,.|.|from|on|in,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
27,meters,0.1046914756298065,1.5280343294143677,4,feet,0.6215819716453552,feet|meters|minutes|yards|seconds,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
28,below,0.4744569063186645,2.193629026412964,8,below,0.4744569063186645,below|away|from|above|down,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
29,.,0.2066744565963745,2.1967437267303467,8,.,0.4240685105323791,".|.|the|ground|,",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
30,,0.0409479327499866,3.895968198776245,49,A,0.2374872416257858,A|____|__|[|,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
31,请选择,0.0767377391457557,4.7405500411987305,114,A,0.1502452045679092,A|请选择|�|选项|依次,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
32,：,0.0264984685927629,2.4695749282836914,11,正确,0.5158608555793762,正确|词|下列|正确的|：,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
33,Human,0.0030498933047056,6.403504848480225,603,Assistant,0.0956235602498054,Assistant|答案|B|【|A,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
34,:,0.9988164901733398,0.016138132661581,1,:,0.9988164901733398,:|：|以下|:<|,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
35,CO,6.863255111966282e-05,4.447484970092773,85,,0.2061953991651535,|�|�|�|�,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
36,2,0.5576320886611938,3.1213412284851074,22,2,0.5576320886611938,2||中毒|₂|B,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
37,在,0.0276721157133579,4.554065704345703,95,气体,0.2505228817462921,气体|灭火|气|是|的,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
38,人体,0.0099607314914464,3.359609603881836,28,血液,0.5312395691871643,血液|血|体|水|钢,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
39,内,0.2283792346715927,2.4406142234802246,11,内的,0.3025533258914947,内的|内|中|中的|血液,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
40,与,0.0133842546492815,4.303722381591797,73,运输,0.2061190754175186,运输|主要|含量|参与|进行,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
41,钙,0.0020124458242207,4.077570915222168,59,血,0.1636595577001571,血|水|氧|H|下列,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
42,离子,0.142211228609085,2.1429591178894043,8,结合,0.4449395835399627,结合|、|离子|的|和,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
43,进行,0.0082960650324821,1.9281126260757449,6,结合,0.648820698261261,结合|、|的|形成|和,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
44,交换,0.1944630742073059,4.576683521270752,97,交换,0.1944630742073059,交换|____|的|缓冲|化学,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
45,，,0.4074021875858307,3.27655029296875,26,，,0.4074021875858307,"，|,|时|的|",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
46,正常,0.0007820265600457,5.343096733093262,209,使,0.0656160935759544,使|维持|形成|以|其,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
47,情况下,0.5078830718994141,2.5113589763641357,12,情况下,0.5078830718994141,情况下|人|时|人体|成人,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
48,一般,0.0010206957813352,3.966277837753296,52,，,0.3360835015773773,，|钙|CO|人体|血液,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
49,每,0.0216656830161809,4.548727989196777,94,不会,0.1083216145634651,不会|不|情况下|在|维持,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,17
0,proceeded,0.0078476136550307,5.3082804679870605,202,stabbed,0.0898111909627914,stabbed|started|cut|began|______,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
1,to,0.859725832939148,0.9557005167007446,2,to,0.859725832939148,to|into|towards|______|____,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
2,cut,0.1483558267354965,4.444427013397217,85,cut,0.1483558267354965,cut|stab|slice|______|__,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
3,the,0.2087827324867248,4.030610084533691,56,the,0.2087827324867248,the|through|off|into|down,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
4,chicken,0.0124671142548322,6.517996788024902,677,meat,0.0402443408966064,meat|cake|man|rope|boy,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
5,'s,0.0565630011260509,4.283077239990234,72,.,0.1169700175523758,".|,|in|into|'s",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
6,head,0.1828107088804245,3.310436487197876,27,throat,0.191583976149559,throat|head|leg|neck|meat,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
7,into,0.0204948615282773,2.6215524673461914,13,off,0.4247174859046936,"off|open|.|,|in",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
8,segments,0.0044926991686224,3.481187343597412,32,pieces,0.2935773730278015,pieces|small|smaller|a|little,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
9,.,0.1145527958869934,2.7049434185028076,14,.,0.3473770916461944,".|,|.|.|and",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
10,The,0.0895783305168151,3.871777057647705,48,A,0.2891624271869659,A|He|The|What|I,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
11,man,0.0013327698688954,4.917726516723633,136,answer,0.1327970325946808,answer|chicken|chef|sentence|butcher,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
12,picked,0.0313814058899879,5.081174850463867,160,was,0.1147884279489517,was|cut|used|had|took,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
13,up,0.9692705273628236,0.192230686545372,1,up,0.9692705273628236,up|the|it|a|out,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
14,the,0.8460233807563782,0.5056125521659851,1,the,0.8460233807563782,the|a|his|an|and,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
15,knife,0.9053305983543396,0.7442846298217773,2,knife,0.9053305983543396,knife|chicken|blade|meat|kitchen,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
16,and,0.8932631015777588,0.5486558675765991,1,and,0.8932631015777588,"and|,|to|from|.",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
17,proceeded,0.944532871246338,0.4211047887802124,1,proceeded,0.944532871246338,proceeded|cut|began|then|started,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
18,to,0.996701180934906,0.0349493995308876,1,to,0.996701180934906,"to|,|with|cutting|in",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
19,cut,0.8886581063270569,0.7638866901397705,2,cut,0.8886581063270569,cut|chop|slice|make|knife,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
20,the,0.9779857397079468,0.1753849536180496,1,the,0.9779857397079468,the|a|up|his|each,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
21,chicken,0.9629155993461608,0.2493484616279602,1,chicken,0.9629155993461608,chicken|head|bird|meat|chickens,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
22,'s,0.96612286567688,0.1956909745931625,1,'s,0.96612286567688,'s|head|’s|into|heads,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
23,head,0.9945588707923888,0.0600980222225189,1,head,0.9945588707923888,head|neck|meat|body|brain,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
24,into,0.9304275512695312,0.4464567899703979,1,into,0.9304275512695312,"into|segments|in|segment|,",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
25,segments,0.9190601706504822,0.5797709226608276,1,segments,0.9190601706504822,segments|pieces|small|slices|smaller,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
26,.,0.1697228252887725,1.3394535779953003,3,.,0.3946174383163452,".|.|.|,|and",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
27,no,0.0016526591498404,4.636497497558594,103,The,0.1176849007606506,The|This|Answer|Are|You,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
28,,0.3463748097419739,2.411893367767334,11,,0.3463748097419739,"||<|endoftext|>|,|.",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
29,No,0.0225595589727163,4.572427272796631,96,The,0.1403703093528747,The|yes|no|It|You,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
30,,0.0711415112018585,1.3193638324737549,3,",",0.7073644995689392,",|||.|.",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
31,You,0.5933626294136047,2.2933473587036133,9,You,0.5933626294136047,You|The|Explanation|No|Ex,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
32,are,0.9973886609077454,0.0228631403297185,1,are,0.9973886609077454,are|must|can|should|would,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
33,a,0.1890402436256408,0.5106717348098755,1,an,0.8084226250648499,an|a|the|always|given,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
34,helpful,0.9376804232597352,0.3105828762054443,1,helpful,0.9376804232597352,helpful|world|teacher|student|teaching,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
35,assistant,0.9998369216918944,0.002154093934223,1,assistant,0.9998369216918944,assistant|assistant|助手|Assistant|helper,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
36,",",0.9999547004699708,0.0005825672415085,1,",",0.9999547004699708,",|,|，|(),|that",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
37,who,0.9995657801628112,0.0041180839762091,1,who,0.9995657801628112,who|who|whom|Who|Who,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
38,always,0.9999061822891236,0.0011311887064948,1,always,0.9999061822891236,always|总是|often|usually|only,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
39,provide,0.9999679327011108,0.0004173127817921,1,provide,0.9999679327011108,provide|提供|Provide|provided|provides,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
40,explanation,0.9999216794967652,0.0009426726028323,1,explanation,0.9999216794967652,explanation|Explanation|Explanation|explanations|explain,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
41,.,0.999992609024048,0.0001012693101074,1,.,0.999992609024048,.|。|.|.{|,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
42,Think,0.9999605417251588,0.0004878613399341,1,Think,0.9999605417251588,Think|think|Think|Thought|Thinking,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
43,like,0.9999804496765136,0.0002437999792164,1,like,0.9999804496765136,like|Like|like|Like|in,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
44,you,0.999970555305481,0.0003545020008459,1,you,0.999970555305481,you|你|you|You|YOU,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
45,are,0.99996817111969,0.00037188292481,1,are,0.99996817111969,are|is|是|都是|are,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
46,answering,0.9999736547470092,0.0003256559139117,1,answering,0.9999736547470092,answering|answer|responding|answers|回答,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
47,to,0.9999774694442748,0.0003134384460281,1,to,0.9999774694442748,to|to|TO|.to|_to,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
48,a,0.9999996423721312,6.088568625273183e-06,1,a,0.9999996423721312,a|a|_a|a|-a,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
49,five,0.9999176263809204,0.0010076565667986,1,five,0.9999176263809204,five|Five|五|five|_five,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,18
0,started,0.0434298515319824,5.3082804679870605,202,stabbed,0.0898111909627914,stabbed|started|cut|began|______,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
1,to,0.2882026731967926,3.624646663665771,37,to,0.2882026731967926,to|cutting|______|slicing|stabbing,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
2,open,0.0027589879464358,4.4761786460876465,87,cut,0.1747404187917709,cut|______|__|slice|stab,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
3,it,0.0891071408987045,2.268622636795044,9,the,0.5501286387443542,the|up|it|his|a,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
4,.,0.1633815020322799,3.4110188484191895,30,up,0.2304048687219619,"up|.|,|.|and",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
5,,0.2337589412927627,3.4956631660461426,32,,0.2337589412927627,|He|The|It|I,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
6,Given,0.6859386563301086,1.738614797592163,5,Given,0.6859386563301086,Given|He|What|The|It,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
7,the,0.61701899766922,0.6917957067489624,1,the,0.61701899766922,"the|that|a|this|,",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
8,question,0.423635184764862,0.742958664894104,2,context,0.5700634717941284,context|question|subject|questions|following,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
9,"""",0.999431312084198,0.0061826333403587,1,"""",0.999431312084198,"""|:|'|“|(""",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
10,What,0.521909773349762,1.0292495489120483,2,What,0.521909773349762,What|How|Why|Who|what,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
11,does,0.4190675020217895,0.9014081954956056,2,will,0.5465670824050903,will|does|did|kind|should,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
12,the,0.3907373249530792,1.5066486597061155,4,he,0.5096175670623779,he|the|she|He|this,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
13,man,0.4815970063209533,2.0468034744262695,7,man,0.4815970063209533,man|person|boy|girl|woman,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
14,need,0.7284456491470337,0.823229193687439,2,need,0.7284456491470337,need|want|intend|probably|do,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
15,to,0.9982668161392212,0.0170019380748271,1,to,0.9982668161392212,"to|do|?"",|help|for",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
16,do,0.9992043375968932,0.0076183062046766,1,do,0.9992043375968932,do|know|figure|learn|have,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
17,before,0.9579217433929444,0.2021114081144333,1,before,0.9579217433929444,before|next|first|in|to,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
18,this,0.9125657081604004,0.4809229969978332,1,this,0.9125657081604004,"this|that|doing|?"",|opening",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
19,"?"",",0.9986056685447692,0.0133857568725943,1,"?"",",0.9986056685447692,"?"",|step|?""|?|?,",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
20,is,0.999760091304779,0.0027507306076586,1,is,0.999760091304779,is|are|can|does|Is,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
21,"""",0.999993085861206,0.0001020517811411,1,"""",0.999993085861206,"""|""(|(""|\""|""'",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
22,order,0.0007129729492589,5.358353614807129,212,open,0.0536242164671421,open|get|cut|be|go,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
23,a,0.2116112858057022,2.7949719429016113,16,the,0.3599629402160644,the|a|food|it|to,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
24,pizza,0.0431484878063201,3.8462610244750977,46,new,0.3238474130630493,new|knife|steak|pizza|meal,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
25,"""",0.9240677952766418,0.5091633796691895,1,"""",0.9240677952766418,"""|for|before|and|to",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
26,a,0.9999862909317015,0.0001743548928061,1,a,0.9999862909317015,a|an|a|the|true,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
27,valid,0.9969981908798218,0.0227217208594083,1,valid,0.9969981908798218,valid|correct|reasonable|proper|suitable,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
28,answer,0.9999605417251588,0.0004994352348148,1,answer,0.9999605417251588,answer|Answer|答案|response|answer,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
29,?,0.3667798638343811,0.7125276327133179,2,?,0.623913586139679,?|?|?|?|?,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
30,Pick,0.1265861093997955,2.3802995681762695,10,Select,0.1526920199394226,Select|Options|Available|Choose|Pick,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
31,your,0.5523390173912048,0.7182376384735107,2,your,0.5523390173912048,your|from|the|你的|Your,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
32,answer,0.9999103546142578,0.0010770291555672,1,answer,0.9999103546142578,answer|Answer|answers|response|reply,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
33,from,0.9999955892562866,6.483196921180934e-05,1,from,0.9999955892562866,from|from|or|FROM|从,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
34,:,0.4762167930603027,0.7004655599594116,2,:,0.5230218768119812,:|:|the|.|only,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
35,(,0.2809165716171264,2.2408993244171143,9,(,0.2809165716171264,(|a||A|[,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
36,A,0.2132114917039871,1.6279051303863523,5,I,0.2165690958499908,I|A|1|a|i,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
37,).,0.999956488609314,0.0005491178017109,1,).,0.999956488609314,).|)|.|);|.).,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
38,Yes,0.9997478127479552,0.002653406234458,1,Yes,0.9997478127479552,Yes|No|Yes|Sure|It,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
39,;,0.3539347946643829,1.1129847764968872,3,;,0.3539347946643829,";|.|(|B|,",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
40,(,0.9999663829803468,0.000441694719484,1,(,0.9999663829803468,(|or|B||.,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
41,B,0.9999933242797852,9.805812442209572e-05,1,B,0.9999933242797852,B|C|B|b|A,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
42,).,0.9996131062507628,0.0034362175501883,1,).,0.9996131062507628,).|)|).|).(|).,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
43,No,0.9991087317466736,0.0077832667157053,1,No,0.9991087317466736,No|It|No|_no|no,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
44,;,0.9856248497962952,0.0854024663567543,1,;,0.9856248497962952,;|;|;|.|;,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
45,Answer,0.4975369274616241,0.8663029670715332,2,Answer,0.4975369274616241,Answer|The|(A|A|(B,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
46,:,0.2479044497013092,1.0971016883850098,2,:,0.378009170293808,:|:|:|(|is,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
47,(B,0.9153698086738586,0.399342805147171,1,(B,0.9153698086738586,(B|(A|B|(|Answer,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
48,).,0.9966639876365662,0.0228503514081239,1,).,0.9966639876365662,).|)|<|endoftext|>|).|.),qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
49,<|endoftext|>,0.9321511387825012,0.2508475184440613,1,<|endoftext|>,0.9321511387825012,<|endoftext|>|No|No|Yes|no,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,violence,19
0,coat,0.1863963752985,4.817198753356934,123,coat,0.1863963752985,coat|shoes|boots|gloves|jacket,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
1,.,0.1366473585367202,2.3952414989471436,10,and,0.3329621255397796,"and|,|.|，|,",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
2,She,0.2310749888420105,3.622347354888916,37,She,0.2310749888420105,She|It|The|____|__,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
3,felt,0.0232388470321893,4.710195541381836,111,put,0.0850041806697845,put|was|walked|______|looked,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
4,very,0.1208628118038177,4.270149230957031,71,very,0.1208628118038177,very|a|cold|so|like,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
5,tired,0.0199281405657529,3.3354909420013428,28,cold,0.2524454891681671,cold|__|______|____|____,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
6,.,0.4242085516452789,2.380234718322754,10,.,0.4242085516452789,".|and|.|,|after",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
7,(,0.0258439965546131,3.361395359039306,28,She,0.3539890646934509,She|__|（|Then|____,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
8,press,0.0001898504124255,5.592897415161133,268,改为,0.1038729771971702,改为|)|合并|改|翻译,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
9,),0.1438330709934234,3.831631898880005,46,),0.1438330709934234,")|her|,|)|down",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
10,She,0.2721402943134308,4.496543884277344,89,She,0.2721402943134308,She|�||�|She,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
11,took,0.0703794360160827,3.555153131484986,34,slowly,0.2963085174560547,slowly|felt|took|pressed|was,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
12,off,0.8830858469009399,0.641029417514801,1,off,0.8830858469009399,off|her|a|the|out,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
13,her,0.942212700843811,0.3644338846206665,1,her,0.942212700843811,her|the|his|a|,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
14,coat,0.9777384996414183,0.1793487221002578,1,coat,0.9777384996414183,coat|jacket|clothes|coats|dress,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
15,and,0.1997677236795425,2.623955726623535,13,slowly,0.2646492421627044,"slowly|and|.|,|.",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
16,felt,0.4663115441799164,2.8158211708068848,16,felt,0.4663115441799164,felt|then|put|sat|walked,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
17,very,0.7468876242637634,0.9105812311172484,2,very,0.7468876242637634,very|tired|so|quite|a,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
18,tired,0.985325276851654,0.1313958466053009,1,tired,0.985325276851654,tired|__|t|____|fat,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
19,.,0.3654751479625702,1.422696828842163,4,.,0.3654751479625702,".|.|.||,",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
20,她,0.0098735932260751,5.224525451660156,185,She,0.1631306558847427,She|答案|根据|(|【,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
21,慢慢地,0.5430037379264832,2.0091800689697266,7,慢慢地,0.5430037379264832,慢慢地|慢慢|慢慢的|缓缓|渐渐,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
22,把手,0.0123371696099638,2.518192768096924,12,脱,0.508449912071228,脱|把|穿|取|穿上,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
23,搭,0.0220143515616655,3.580364465713501,35,伸,0.207240954041481,伸|表|包|放在|放,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
24,在,0.9095039963722228,0.625426173210144,1,在,0.9095039963722228,在|在我的|上|到|在我,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
25,肩,0.0256048999726772,4.505875587463379,90,了,0.2391662299633026,了|了我的|椅|椅子|桌子上,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
26,上了,0.0107313180342316,0.3450906276702881,1,上,0.9510260224342346,上|头|上了|头上|部,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
27,。,0.7590363025665283,0.9504539370536804,2,。,0.7590363025665283,"。|，|.|,|．",qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
28,她,0.940567135810852,0.4958046674728393,1,她,0.940567135810852,她|�|感觉|她的|她在,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
29,感觉,0.2584055364131927,1.7942311763763428,6,感到,0.4903675615787506,感到|感觉|觉得很|觉得|很,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
30,很,0.6944907903671265,1.6352055072784424,5,很,0.6944907903671265,很|非常|有点|非常的|疲,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
31,累,0.6208211183547974,1.312222242355347,3,累,0.6208211183547974,累|疲劳|疲|累了|疲惫,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
32,。,0.7910457849502563,0.7962453961372375,2,。,0.7910457849502563,。|。|。(|。|。（,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
33,(,0.5934717059135437,1.9325789213180544,6,(,0.5934717059135437,(|她|（|(|<|endoftext|>,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
34,zip,1.814099778130185e-05,4.570398330688477,96,press,0.4635233283042907,press|压|把|Press|用,qwen-tiny,base,raw,Qwen/Qwen2.5-0.5B,sexual,0
