site_id,family,layer,model_id,pair,prompt_type,idx
8cec8477aa6f,amber,base,LLM360/Amber,neutral,N,0
40c29cf66568,amber,base,LLM360/Amber,neutral,N,1
48cebf10343d,amber,base,LLM360/Amber,neutral,N,2
7928efe45e8d,amber,base,LLM360/Amber,neutral,N,0
791adfe60271,amber,base,LLM360/Amber,neutral,N,1
4b96e638f917,amber,base,LLM360/Amber,neutral,N,2
52c8d74903d1,amber,base,LLM360/Amber,neutral,N,0
b730b7e90ff6,amber,base,LLM360/Amber,neutral,N,1
1c6868f91f32,amber,base,LLM360/Amber,neutral,N,2
9427366a76d6,amber,base,LLM360/Amber,neutral,N,0
e7bdd452bde1,amber,base,LLM360/Amber,neutral,N,1
04f4d75adafa,amber,base,LLM360/Amber,neutral,N,2
5c485cb7add7,amber,base,LLM360/Amber,neutral,N,0
73a36654f040,amber,base,LLM360/Amber,neutral,N,1
ad9fc7eca846,amber,base,LLM360/Amber,neutral,N,2
72cc40165b1e,amber,aligned,LLM360/AmberSafe,love/hate,A,0
631eb2307213,amber,aligned,LLM360/AmberSafe,love/hate,A,1
79158a8ce576,amber,aligned,LLM360/AmberSafe,love/hate,A,2
cd8abe80a0e1,amber,aligned,LLM360/AmberSafe,love/hate,B,0
ac2cab0e99f1,amber,aligned,LLM360/AmberSafe,love/hate,B,1
e088fa063618,amber,aligned,LLM360/AmberSafe,love/hate,B,2
c99ed988785f,amber,aligned,LLM360/AmberSafe,love/hate,AB,0
50bfc82d6e50,amber,aligned,LLM360/AmberSafe,love/hate,AB,1
56d38086208b,amber,aligned,LLM360/AmberSafe,love/hate,AB,2
73197b366046,amber,aligned,LLM360/AmberSafe,trust/fear,A,0
d6ef0c937b8c,amber,aligned,LLM360/AmberSafe,trust/fear,A,1
b7af25ee6d67,amber,aligned,LLM360/AmberSafe,trust/fear,A,2
9601a3656658,amber,aligned,LLM360/AmberSafe,trust/fear,B,0
da181d3006e1,amber,aligned,LLM360/AmberSafe,trust/fear,B,1
855ad04797f3,amber,aligned,LLM360/AmberSafe,trust/fear,B,2
fe4ca24ea9bb,amber,aligned,LLM360/AmberSafe,trust/fear,AB,0
95c173d3fee4,amber,aligned,LLM360/AmberSafe,trust/fear,AB,1
9bfc366d6fe6,amber,aligned,LLM360/AmberSafe,trust/fear,AB,2
b1f277a227ce,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,A,0
f6616386d6a0,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,A,1
8770c24b7d8d,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,A,2
68b2a1fb60ff,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,B,0
5c91cd75a817,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,B,1
6c90359d0e02,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,B,2
10139724580c,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,AB,0
f05fe7bd8d58,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,AB,1
3d160e3cf376,amber,aligned,LLM360/AmberSafe,beautiful/disgusting,AB,2
485fd2e460c2,amber,aligned,LLM360/AmberSafe,desire/disgust,A,0
9829f09935c0,amber,aligned,LLM360/AmberSafe,desire/disgust,A,1
97f447205b90,amber,aligned,LLM360/AmberSafe,desire/disgust,A,2
12058e065324,amber,aligned,LLM360/AmberSafe,desire/disgust,B,0
e31bf6e9a95f,amber,aligned,LLM360/AmberSafe,desire/disgust,B,1
a4787af328b8,amber,aligned,LLM360/AmberSafe,desire/disgust,B,2
215bbbba78fa,amber,aligned,LLM360/AmberSafe,desire/disgust,AB,0
2bd4edbd4d08,amber,aligned,LLM360/AmberSafe,desire/disgust,AB,1
200f591f5e71,amber,aligned,LLM360/AmberSafe,desire/disgust,AB,2
6539c077a73f,amber,aligned,LLM360/AmberSafe,obey/rebel,A,0
75b90b635672,amber,aligned,LLM360/AmberSafe,obey/rebel,A,1
bc28eedfacc7,amber,aligned,LLM360/AmberSafe,obey/rebel,A,2
8a78fa72cca5,amber,aligned,LLM360/AmberSafe,obey/rebel,B,0
4e5e646f8445,amber,aligned,LLM360/AmberSafe,obey/rebel,B,1
f2919f1258ca,amber,aligned,LLM360/AmberSafe,obey/rebel,B,2
fa537cdbeac9,amber,aligned,LLM360/AmberSafe,obey/rebel,AB,0
cffa1bc8ad84,amber,aligned,LLM360/AmberSafe,obey/rebel,AB,1
847a9446d7c0,amber,aligned,LLM360/AmberSafe,obey/rebel,AB,2
ee93226cc925,amber,aligned,LLM360/AmberSafe,sacred/profane,A,0
3dc344e62444,amber,aligned,LLM360/AmberSafe,sacred/profane,A,1
581f83951695,amber,aligned,LLM360/AmberSafe,sacred/profane,A,2
a82987575d21,amber,aligned,LLM360/AmberSafe,sacred/profane,B,0
8e90e628e888,amber,aligned,LLM360/AmberSafe,sacred/profane,B,1
88e4df052fe1,amber,aligned,LLM360/AmberSafe,sacred/profane,B,2
a59fc7c14d9d,amber,aligned,LLM360/AmberSafe,sacred/profane,AB,0
01c36c93bb96,amber,aligned,LLM360/AmberSafe,sacred/profane,AB,1
afac03b1a30b,amber,aligned,LLM360/AmberSafe,sacred/profane,AB,2
fcfd8630aed0,amber,aligned,LLM360/AmberSafe,man/woman,A,0
b8467fd8188c,amber,aligned,LLM360/AmberSafe,man/woman,A,1
c3d7f840f2c5,amber,aligned,LLM360/AmberSafe,man/woman,A,2
31bf7371a16f,amber,aligned,LLM360/AmberSafe,man/woman,B,0
1c559e1e9e94,amber,aligned,LLM360/AmberSafe,man/woman,B,1
dd8e96189dd8,amber,aligned,LLM360/AmberSafe,man/woman,B,2
d322394e4329,amber,aligned,LLM360/AmberSafe,man/woman,AB,0
aed61d2cefcc,amber,aligned,LLM360/AmberSafe,man/woman,AB,1
33adb02ac3b4,amber,aligned,LLM360/AmberSafe,man/woman,AB,2
9719eb9ac2ff,amber,aligned,LLM360/AmberSafe,human/animal,A,0
622445b7a27a,amber,aligned,LLM360/AmberSafe,human/animal,A,1
6153e90fd1d1,amber,aligned,LLM360/AmberSafe,human/animal,A,2
7ab5fa70b1e2,amber,aligned,LLM360/AmberSafe,human/animal,B,0
d4568287de33,amber,aligned,LLM360/AmberSafe,human/animal,B,1
9c98902a4913,amber,aligned,LLM360/AmberSafe,human/animal,B,2
4eaa0420b0f2,amber,aligned,LLM360/AmberSafe,human/animal,AB,0
eef0a605ba80,amber,aligned,LLM360/AmberSafe,human/animal,AB,1
d34a3afe35d7,amber,aligned,LLM360/AmberSafe,human/animal,AB,2
7732cb5906e8,amber,aligned,LLM360/AmberSafe,pleasure/pain,A,0
81e9876e4548,amber,aligned,LLM360/AmberSafe,pleasure/pain,A,1
1a4c5cfca981,amber,aligned,LLM360/AmberSafe,pleasure/pain,A,2
858ffa974f39,amber,aligned,LLM360/AmberSafe,pleasure/pain,B,0
c34397dff34a,amber,aligned,LLM360/AmberSafe,pleasure/pain,B,1
4cec197e2f48,amber,aligned,LLM360/AmberSafe,pleasure/pain,B,2
542027d99638,amber,aligned,LLM360/AmberSafe,pleasure/pain,AB,0
10c11c06a275,amber,aligned,LLM360/AmberSafe,pleasure/pain,AB,1
c07ec5becb2e,amber,aligned,LLM360/AmberSafe,pleasure/pain,AB,2
8f34632efcc2,amber,aligned,LLM360/AmberSafe,create/destroy,A,0
8bba9a3fd5bb,amber,aligned,LLM360/AmberSafe,create/destroy,A,1
7757c1ab226b,amber,aligned,LLM360/AmberSafe,create/destroy,A,2
437d7c9b9210,amber,aligned,LLM360/AmberSafe,create/destroy,B,0
fa6c6b250f74,amber,aligned,LLM360/AmberSafe,create/destroy,B,1
021a888e07b6,amber,aligned,LLM360/AmberSafe,create/destroy,B,2
199b91c42226,amber,aligned,LLM360/AmberSafe,create/destroy,AB,0
b12aec7d7591,amber,aligned,LLM360/AmberSafe,create/destroy,AB,1
1245e12c55a2,amber,aligned,LLM360/AmberSafe,create/destroy,AB,2
ebfde14681e0,amber,aligned,LLM360/AmberSafe,free/captive,A,0
5abf6b10a3c5,amber,aligned,LLM360/AmberSafe,free/captive,A,1
a5ae84e36735,amber,aligned,LLM360/AmberSafe,free/captive,A,2
e54b36020ca6,amber,aligned,LLM360/AmberSafe,free/captive,B,0
8689ef4d6ce2,amber,aligned,LLM360/AmberSafe,free/captive,B,1
ab2663a24d8c,amber,aligned,LLM360/AmberSafe,free/captive,B,2
7de4f96fae6f,amber,aligned,LLM360/AmberSafe,free/captive,AB,0
3913128b71b4,amber,aligned,LLM360/AmberSafe,free/captive,AB,1
a935848c6a9a,amber,aligned,LLM360/AmberSafe,free/captive,AB,2
0624c5f65958,amber,aligned,LLM360/AmberSafe,neutral,N,0
1289930e17ce,amber,aligned,LLM360/AmberSafe,neutral,N,1
b3eeca7fbcd2,amber,aligned,LLM360/AmberSafe,neutral,N,2
d4e453fa36d9,amber,aligned,LLM360/AmberSafe,neutral,N,0
8658617e0a3e,amber,aligned,LLM360/AmberSafe,neutral,N,1
6439a5cc01aa,amber,aligned,LLM360/AmberSafe,neutral,N,2
c2f43f7b19e3,amber,aligned,LLM360/AmberSafe,neutral,N,0
e36f415dccd5,amber,aligned,LLM360/AmberSafe,neutral,N,1
96f502d6ee75,amber,aligned,LLM360/AmberSafe,neutral,N,2
3393e4a0899c,amber,aligned,LLM360/AmberSafe,neutral,N,0
57971cbb3db3,amber,aligned,LLM360/AmberSafe,neutral,N,1
0da95d966acb,amber,aligned,LLM360/AmberSafe,neutral,N,2
75769dcd3a56,amber,aligned,LLM360/AmberSafe,neutral,N,0
bb2dbde86b0a,amber,aligned,LLM360/AmberSafe,neutral,N,1
2749b716649f,amber,aligned,LLM360/AmberSafe,neutral,N,2
b25a652671bb,llama,base,meta-llama/Llama-3.1-8B,love/hate,A,0
8db7079eccd7,llama,base,meta-llama/Llama-3.1-8B,love/hate,A,1
100d84588d6d,llama,base,meta-llama/Llama-3.1-8B,love/hate,A,2
5596858036a6,llama,base,meta-llama/Llama-3.1-8B,love/hate,B,0
a3e31ba74726,llama,base,meta-llama/Llama-3.1-8B,love/hate,B,1
69392ccbff71,llama,base,meta-llama/Llama-3.1-8B,love/hate,B,2
7c982f163aab,llama,base,meta-llama/Llama-3.1-8B,love/hate,AB,0
7d1969b785f0,llama,base,meta-llama/Llama-3.1-8B,love/hate,AB,1
484ee382960a,llama,base,meta-llama/Llama-3.1-8B,love/hate,AB,2
d3e0782a0f29,llama,base,meta-llama/Llama-3.1-8B,trust/fear,A,0
6e14e547dd92,llama,base,meta-llama/Llama-3.1-8B,trust/fear,A,1
3332bcf24082,llama,base,meta-llama/Llama-3.1-8B,trust/fear,A,2
433b49051f5a,llama,base,meta-llama/Llama-3.1-8B,trust/fear,B,0
238ce9fdcb73,llama,base,meta-llama/Llama-3.1-8B,trust/fear,B,1
fe21b5e00a69,llama,base,meta-llama/Llama-3.1-8B,trust/fear,B,2
7e725908ec1a,llama,base,meta-llama/Llama-3.1-8B,trust/fear,AB,0
a51c0e9274fd,llama,base,meta-llama/Llama-3.1-8B,trust/fear,AB,1
b383afabdd73,llama,base,meta-llama/Llama-3.1-8B,trust/fear,AB,2
ff8e76a66549,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,A,0
ba803ece282a,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,A,1
ce805732676f,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,A,2
1a533684a50c,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,B,0
0127acaa6014,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,B,1
d1f4288f2422,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,B,2
2651600d69fe,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,AB,0
73214c857ea2,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,AB,1
de358eda1403,llama,base,meta-llama/Llama-3.1-8B,beautiful/disgusting,AB,2
2d32884c2630,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,A,0
e55c5310831d,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,A,1
3d4a503ad1ed,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,A,2
c79893fa1b47,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,B,0
012cef3d14c4,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,B,1
90064ce9bc1f,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,B,2
f9123b923ff5,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,AB,0
f2836b99cd0c,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,AB,1
49ba38207742,llama,base,meta-llama/Llama-3.1-8B,desire/disgust,AB,2
4afdf347dda1,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,A,0
6549fc0e23c1,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,A,1
6e20ed276958,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,A,2
dbd091058060,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,B,0
55dca9dd653d,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,B,1
0d17a8f2b372,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,B,2
b88885f40da7,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,AB,0
b6bb2ad92925,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,AB,1
82c8620c57d3,llama,base,meta-llama/Llama-3.1-8B,obey/rebel,AB,2
a8a51634ca6d,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,A,0
ada4f23cb6a1,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,A,1
e11f926c1c42,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,A,2
7f5295fee05d,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,B,0
c8c0edf8bcc1,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,B,1
270a52e0dd80,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,B,2
928babe34472,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,AB,0
17c886dbc933,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,AB,1
40f4ec7aaced,llama,base,meta-llama/Llama-3.1-8B,sacred/profane,AB,2
dd9ad8eca31d,llama,base,meta-llama/Llama-3.1-8B,man/woman,A,0
9e9070af2804,llama,base,meta-llama/Llama-3.1-8B,man/woman,A,1
554788b53c41,llama,base,meta-llama/Llama-3.1-8B,man/woman,A,2
7aeac788c46e,llama,base,meta-llama/Llama-3.1-8B,man/woman,B,0
d1be45dcb4f1,llama,base,meta-llama/Llama-3.1-8B,man/woman,B,1
af45affb5944,llama,base,meta-llama/Llama-3.1-8B,man/woman,B,2
3491e02ecf66,llama,base,meta-llama/Llama-3.1-8B,man/woman,AB,0
182a01dc830a,llama,base,meta-llama/Llama-3.1-8B,man/woman,AB,1
fc42fff714f3,llama,base,meta-llama/Llama-3.1-8B,man/woman,AB,2
3915ce434ffa,llama,base,meta-llama/Llama-3.1-8B,human/animal,A,0
8f8020d2a397,llama,base,meta-llama/Llama-3.1-8B,human/animal,A,1
64b53873b931,llama,base,meta-llama/Llama-3.1-8B,human/animal,A,2
77009fdf90b1,llama,base,meta-llama/Llama-3.1-8B,human/animal,B,0
7a0d724f05c7,llama,base,meta-llama/Llama-3.1-8B,human/animal,B,1
beae75beb1e6,llama,base,meta-llama/Llama-3.1-8B,human/animal,B,2
6488304db859,llama,base,meta-llama/Llama-3.1-8B,human/animal,AB,0
513836b1a9a4,llama,base,meta-llama/Llama-3.1-8B,human/animal,AB,1
ce22298a15d3,llama,base,meta-llama/Llama-3.1-8B,human/animal,AB,2
69bf2f252b78,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,A,0
3b634db8668f,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,A,1
4c60ecf2e1d1,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,A,2
3b12f1e8e604,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,B,0
1b065efe3c31,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,B,1
05170d5d0802,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,B,2
dbeab9581573,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,AB,0
368cbf26a9a7,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,AB,1
806fd3ccd634,llama,base,meta-llama/Llama-3.1-8B,pleasure/pain,AB,2
acf0c11e5e75,llama,base,meta-llama/Llama-3.1-8B,create/destroy,A,0
1e6e42c98e2d,llama,base,meta-llama/Llama-3.1-8B,create/destroy,A,1
53e70e75517e,llama,base,meta-llama/Llama-3.1-8B,create/destroy,A,2
7eca5b324411,llama,base,meta-llama/Llama-3.1-8B,create/destroy,B,0
b8a9647dac0c,llama,base,meta-llama/Llama-3.1-8B,create/destroy,B,1
0787c5612f39,llama,base,meta-llama/Llama-3.1-8B,create/destroy,B,2
59146b4cad24,llama,base,meta-llama/Llama-3.1-8B,create/destroy,AB,0
f3ce53e4421c,llama,base,meta-llama/Llama-3.1-8B,create/destroy,AB,1
59184f519912,llama,base,meta-llama/Llama-3.1-8B,create/destroy,AB,2
a6f9c359665a,llama,base,meta-llama/Llama-3.1-8B,free/captive,A,0
966c1c2b7590,llama,base,meta-llama/Llama-3.1-8B,free/captive,A,1
b7df6d305041,llama,base,meta-llama/Llama-3.1-8B,free/captive,A,2
d6b6f0d8a3ff,llama,base,meta-llama/Llama-3.1-8B,free/captive,B,0
676133b2e439,llama,base,meta-llama/Llama-3.1-8B,free/captive,B,1
9f8e35eeec88,llama,base,meta-llama/Llama-3.1-8B,free/captive,B,2
83a0d6211a7a,llama,base,meta-llama/Llama-3.1-8B,free/captive,AB,0
38e8c4ea228f,llama,base,meta-llama/Llama-3.1-8B,free/captive,AB,1
5063a480d207,llama,base,meta-llama/Llama-3.1-8B,free/captive,AB,2
e69ab5198178,llama,base,meta-llama/Llama-3.1-8B,neutral,N,0
6290f7fdd136,llama,base,meta-llama/Llama-3.1-8B,neutral,N,1
4299d0fa887e,llama,base,meta-llama/Llama-3.1-8B,neutral,N,2
97f2000319a1,llama,base,meta-llama/Llama-3.1-8B,neutral,N,0
132bc4d46e9b,llama,base,meta-llama/Llama-3.1-8B,neutral,N,1
89a7b2f21cfd,llama,base,meta-llama/Llama-3.1-8B,neutral,N,2
8fc28165aca0,llama,base,meta-llama/Llama-3.1-8B,neutral,N,0
e47d17c3551e,llama,base,meta-llama/Llama-3.1-8B,neutral,N,1
ff5940553532,llama,base,meta-llama/Llama-3.1-8B,neutral,N,2
58bb490e1f28,llama,base,meta-llama/Llama-3.1-8B,neutral,N,0
488136746a30,llama,base,meta-llama/Llama-3.1-8B,neutral,N,1
1b6b6e4f1bbb,llama,base,meta-llama/Llama-3.1-8B,neutral,N,2
84b405dc485a,llama,base,meta-llama/Llama-3.1-8B,neutral,N,0
7dd953c90cb3,llama,base,meta-llama/Llama-3.1-8B,neutral,N,1
5536d39af329,llama,base,meta-llama/Llama-3.1-8B,neutral,N,2
82243d4dd384,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,A,0
197e976496c5,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,A,1
3f693d2cae01,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,A,2
83bcf6524339,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,B,0
0ba79bb9a4d0,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,B,1
04c38bc5951c,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,B,2
4b40976924a3,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,AB,0
2f64c69aac3f,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,AB,1
dccc88d9cf38,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,love/hate,AB,2
14d2a74280ff,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,A,0
ffbc2244d8f5,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,A,1
0c83df74afdf,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,A,2
6eb2b293fdff,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,B,0
6fcc244b923c,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,B,1
c245ca71309a,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,B,2
f8b7d3db2f85,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,AB,0
df91476df984,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,AB,1
1e295511d994,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,trust/fear,AB,2
73adcd83ef6d,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,A,0
89bd4b3e8d0c,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,A,1
5dcc47feff3a,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,A,2
3db5d4f3ae5d,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,B,0
e7ed68d9e3b4,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,B,1
774ca1b0fdc1,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,B,2
85835b230e5a,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,AB,0
7dc573a22b40,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,AB,1
0e68639074b8,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,beautiful/disgusting,AB,2
284947143439,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,A,0
5d85e02bab97,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,A,1
a81bc3d938ff,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,A,2
c5df112f6f67,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,B,0
60f1473ab462,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,B,1
b5910bb3065e,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,B,2
2badc6dbceea,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,AB,0
ca889396474a,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,AB,1
75644f2fcddf,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,desire/disgust,AB,2
79cdd3fb2bbf,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,A,0
8caa478b931e,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,A,1
ebb6861da769,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,A,2
8e5a75e118d1,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,B,0
2fa0c998e12c,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,B,1
33f77f3bfaa5,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,B,2
5c83189900ca,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,AB,0
25bfe2569127,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,AB,1
4e4b300f0350,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,obey/rebel,AB,2
4fe2b4ab7371,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,A,0
ff4499ce986c,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,A,1
2e32b927ff65,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,A,2
463270e1dd29,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,B,0
80e7a9b4ea5f,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,B,1
76b7b2d88882,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,B,2
ffd577d65b9e,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,AB,0
24381430bbd5,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,AB,1
818a0b3cc8d4,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,sacred/profane,AB,2
3b4beb75d305,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,A,0
cc6220b9df8b,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,A,1
1ac2b8edc823,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,A,2
05be019f2366,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,B,0
e2d9203ff53d,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,B,1
1abd6206c8a5,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,B,2
ec71644bf0d2,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,AB,0
93d086b07d73,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,AB,1
a309b6cbb691,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,man/woman,AB,2
9f9f42b1c360,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,A,0
2d20f327fdb2,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,A,1
7e69a340288e,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,A,2
ac20af147453,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,B,0
bcf47f39ddb9,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,B,1
3ffddae312ee,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,B,2
99e37c1e72ff,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,AB,0
bd079a5ada68,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,AB,1
f443d16b1e09,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,human/animal,AB,2
d5a6f100ef15,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,A,0
4e510762c94b,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,A,1
6314493f5fba,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,A,2
00bf57ba8ae0,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,B,0
ec6aacc399d1,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,B,1
2623a46d0e5d,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,B,2
6999ed010d1f,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,AB,0
1b2805715839,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,AB,1
1cb927f616c5,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,pleasure/pain,AB,2
b68a2dd308f4,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,A,0
c48ddbb15c34,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,A,1
7cfd30c1c5b1,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,A,2
741abffed7d4,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,B,0
ac74f792ec83,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,B,1
fba5f63aa4b1,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,B,2
08f88c002eaf,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,AB,0
c1c16c954da2,llama,aligned,meta-llama/Llama-3.1-8B-Instruct,create/destroy,AB,1
