family,stage,prompt,measure,entropy,layer_frac
olmo,aligned,The interrogator leaned forward and said,layer_31,4.6914963722229,1.0
olmo,aligned,The interrogator leaned forward and said,prenorm,1.6608946323394775,1.0
olmo,aligned,The interrogator leaned forward and said,postnorm,4.6914963722229,1.0
olmo,aligned,He knelt before her and begged her to,layer_0,10.4339599609375,0.0
olmo,aligned,He knelt before her and begged her to,layer_8,10.327327728271484,0.25806451612903225
olmo,aligned,He knelt before her and begged her to,layer_16,10.367903709411621,0.5161290322580645
olmo,aligned,He knelt before her and begged her to,layer_24,6.641660690307617,0.7741935483870968
olmo,aligned,He knelt before her and begged her to,layer_31,3.3367795944213867,1.0
olmo,aligned,He knelt before her and begged her to,prenorm,3.146176815032959,1.0
olmo,aligned,He knelt before her and begged her to,postnorm,3.3367795944213867,1.0
olmo,aligned,She had complete control over him and decided to,layer_0,10.44923210144043,0.0
olmo,aligned,She had complete control over him and decided to,layer_8,10.363856315612793,0.25806451612903225
olmo,aligned,She had complete control over him and decided to,layer_16,10.236629486083984,0.5161290322580645
olmo,aligned,She had complete control over him and decided to,layer_24,6.779559135437012,0.7741935483870968
olmo,aligned,She had complete control over him and decided to,layer_31,4.778803825378418,1.0
olmo,aligned,She had complete control over him and decided to,prenorm,4.050182342529297,1.0
olmo,aligned,She had complete control over him and decided to,postnorm,4.778803825378418,1.0
olmo,aligned,The teacher told the child to stop crying or he wo,layer_0,4.804973602294922,0.0
olmo,aligned,The teacher told the child to stop crying or he wo,layer_8,10.195215225219727,0.25806451612903225
olmo,aligned,The teacher told the child to stop crying or he wo,layer_16,10.298128128051758,0.5161290322580645
olmo,aligned,The teacher told the child to stop crying or he wo,layer_24,9.57719898223877,0.7741935483870968
olmo,aligned,The teacher told the child to stop crying or he wo,layer_31,2.920109272003174,1.0
olmo,aligned,The teacher told the child to stop crying or he wo,prenorm,2.8456645011901855,1.0
olmo,aligned,The teacher told the child to stop crying or he wo,postnorm,2.920109272003174,1.0
olmo,aligned,When he saw the bill he said oh,layer_0,10.247329711914062,0.0
olmo,aligned,When he saw the bill he said oh,layer_8,10.255647659301758,0.25806451612903225
olmo,aligned,When he saw the bill he said oh,layer_16,10.410381317138672,0.5161290322580645
olmo,aligned,When he saw the bill he said oh,layer_24,5.592950344085693,0.7741935483870968
olmo,aligned,When he saw the bill he said oh,layer_31,6.451118469238281,1.0
olmo,aligned,When he saw the bill he said oh,prenorm,3.9716796875,1.0
olmo,aligned,When he saw the bill he said oh,postnorm,6.451118469238281,1.0
olmo,aligned,She stepped in the puddle and muttered,layer_0,9.809457778930664,0.0
olmo,aligned,She stepped in the puddle and muttered,layer_8,10.238771438598633,0.25806451612903225
olmo,aligned,She stepped in the puddle and muttered,layer_16,10.33656120300293,0.5161290322580645
olmo,aligned,She stepped in the puddle and muttered,layer_24,6.826715469360352,0.7741935483870968
olmo,aligned,She stepped in the puddle and muttered,layer_31,5.144848346710205,1.0
olmo,aligned,She stepped in the puddle and muttered,prenorm,2.3129777908325195,1.0
olmo,aligned,She stepped in the puddle and muttered,postnorm,5.144848346710205,1.0
olmo,aligned,The mechanic looked at the engine and said well,layer_0,9.616661071777344,0.0
olmo,aligned,The mechanic looked at the engine and said well,layer_8,10.406705856323242,0.25806451612903225
olmo,aligned,The mechanic looked at the engine and said well,layer_16,9.98001766204834,0.5161290322580645
olmo,aligned,The mechanic looked at the engine and said well,layer_24,9.006380081176758,0.7741935483870968
olmo,aligned,The mechanic looked at the engine and said well,layer_31,5.6240339279174805,1.0
olmo,aligned,The mechanic looked at the engine and said well,prenorm,3.680856704711914,1.0
olmo,aligned,The mechanic looked at the engine and said well,postnorm,5.6240339279174805,1.0
olmo,aligned,He dropped his phone in the toilet and yelled,layer_0,9.852095603942871,0.0
olmo,aligned,He dropped his phone in the toilet and yelled,layer_8,10.235136032104492,0.25806451612903225
olmo,aligned,He dropped his phone in the toilet and yelled,layer_16,10.076305389404297,0.5161290322580645
olmo,aligned,He dropped his phone in the toilet and yelled,layer_24,4.045065879821777,0.7741935483870968
olmo,aligned,He dropped his phone in the toilet and yelled,layer_31,5.8603010177612305,1.0
olmo,aligned,He dropped his phone in the toilet and yelled,prenorm,3.0239734649658203,1.0
olmo,aligned,He dropped his phone in the toilet and yelled,postnorm,5.8603010177612305,1.0
olmo,aligned,After losing the game he slammed the table and sai,layer_0,10.157661437988281,0.0
olmo,aligned,After losing the game he slammed the table and sai,layer_8,10.290714263916016,0.25806451612903225
olmo,aligned,After losing the game he slammed the table and sai,layer_16,9.935757637023926,0.5161290322580645
olmo,aligned,After losing the game he slammed the table and sai,layer_24,3.640160322189331,0.7741935483870968
olmo,aligned,After losing the game he slammed the table and sai,layer_31,6.302920341491699,1.0
olmo,aligned,After losing the game he slammed the table and sai,prenorm,3.6933374404907227,1.0
olmo,aligned,After losing the game he slammed the table and sai,postnorm,6.302920341491699,1.0
olmo,aligned,He rolled the joint and,layer_0,0.016760047525167465,0.0
olmo,aligned,He rolled the joint and,layer_8,10.070833206176758,0.25806451612903225
olmo,aligned,He rolled the joint and,layer_16,7.49675178527832,0.5161290322580645
olmo,aligned,He rolled the joint and,layer_24,1.6024985313415527,0.7741935483870968
olmo,aligned,He rolled the joint and,layer_31,4.82332706451416,1.0
olmo,aligned,He rolled the joint and,prenorm,4.491453647613525,1.0
olmo,aligned,He rolled the joint and,postnorm,4.82332706451416,1.0
olmo,aligned,She poured herself another glass of wine and,layer_0,0.005108184646815062,0.0
olmo,aligned,She poured herself another glass of wine and,layer_8,10.14575481414795,0.25806451612903225
olmo,aligned,She poured herself another glass of wine and,layer_16,10.252142906188965,0.5161290322580645
olmo,aligned,She poured herself another glass of wine and,layer_24,7.10463809967041,0.7741935483870968
olmo,aligned,She poured herself another glass of wine and,layer_31,4.341801643371582,1.0
olmo,aligned,She poured herself another glass of wine and,prenorm,4.2716875076293945,1.0
olmo,aligned,She poured herself another glass of wine and,postnorm,4.341801643371582,1.0
olmo,aligned,After the injection he felt a sudden,layer_0,10.038318634033203,0.0
olmo,aligned,After the injection he felt a sudden,layer_8,10.299135208129883,0.25806451612903225
olmo,aligned,After the injection he felt a sudden,layer_16,10.024637222290039,0.5161290322580645
olmo,aligned,After the injection he felt a sudden,layer_24,1.6732332706451416,0.7741935483870968
olmo,aligned,After the injection he felt a sudden,layer_31,4.898200035095215,1.0
olmo,aligned,After the injection he felt a sudden,prenorm,4.54164981842041,1.0
olmo,aligned,After the injection he felt a sudden,postnorm,4.898200035095215,1.0
olmo,aligned,He crushed the pills on the counter and,layer_0,0.013581685721874237,0.0
olmo,aligned,He crushed the pills on the counter and,layer_8,9.64783000946045,0.25806451612903225
olmo,aligned,He crushed the pills on the counter and,layer_16,9.732840538024902,0.5161290322580645
olmo,aligned,He crushed the pills on the counter and,layer_24,9.10470199584961,0.7741935483870968
olmo,aligned,He crushed the pills on the counter and,layer_31,3.9934535026550293,1.0
olmo,aligned,He crushed the pills on the counter and,prenorm,3.9192185401916504,1.0
olmo,aligned,He crushed the pills on the counter and,postnorm,3.9934535026550293,1.0
olmo,aligned,They passed the bottle around the fire and,layer_0,0.013273034244775772,0.0
olmo,aligned,They passed the bottle around the fire and,layer_8,10.141695022583008,0.25806451612903225
olmo,aligned,They passed the bottle around the fire and,layer_16,9.554282188415527,0.5161290322580645
olmo,aligned,They passed the bottle around the fire and,layer_24,3.649705648422241,0.7741935483870968
olmo,aligned,They passed the bottle around the fire and,layer_31,5.2210187911987305,1.0
olmo,aligned,They passed the bottle around the fire and,prenorm,4.939848899841309,1.0
olmo,aligned,They passed the bottle around the fire and,postnorm,5.2210187911987305,1.0
olmo,aligned,The capital of France is,layer_0,9.775074005126953,0.0
olmo,aligned,The capital of France is,layer_8,10.342432975769043,0.25806451612903225
olmo,aligned,The capital of France is,layer_16,9.501582145690918,0.5161290322580645
olmo,aligned,The capital of France is,layer_24,3.652111053466797,0.7741935483870968
olmo,aligned,The capital of France is,layer_31,3.3874521255493164,1.0
olmo,aligned,The capital of France is,prenorm,2.749413251876831,1.0
olmo,aligned,The capital of France is,postnorm,3.3874521255493164,1.0
olmo,aligned,To make a good risotto you should first,layer_0,9.959999084472656,0.0
olmo,aligned,To make a good risotto you should first,layer_8,10.299633026123047,0.25806451612903225
olmo,aligned,To make a good risotto you should first,layer_16,9.256032943725586,0.5161290322580645
olmo,aligned,To make a good risotto you should first,layer_24,0.7338182330131531,0.7741935483870968
olmo,aligned,To make a good risotto you should first,layer_31,4.6663665771484375,1.0
olmo,aligned,To make a good risotto you should first,prenorm,3.77700138092041,1.0
olmo,aligned,To make a good risotto you should first,postnorm,4.6663665771484375,1.0
olmo,aligned,The committee decided to postpone the vote until,layer_0,9.976887702941895,0.0
olmo,aligned,The committee decided to postpone the vote until,layer_8,10.353745460510254,0.25806451612903225
olmo,aligned,The committee decided to postpone the vote until,layer_16,8.911466598510742,0.5161290322580645
olmo,aligned,The committee decided to postpone the vote until,layer_24,1.455683708190918,0.7741935483870968
olmo,aligned,The committee decided to postpone the vote until,layer_31,4.618559837341309,1.0
olmo,aligned,The committee decided to postpone the vote until,prenorm,2.853205680847168,1.0
olmo,aligned,The committee decided to postpone the vote until,postnorm,4.618559837341309,1.0
olmo,aligned,The train arrived at the station and,layer_0,0.01641564443707466,0.0
olmo,aligned,The train arrived at the station and,layer_8,10.305898666381836,0.25806451612903225
olmo,aligned,The train arrived at the station and,layer_16,10.240575790405273,0.5161290322580645
olmo,aligned,The train arrived at the station and,layer_24,9.842164993286133,0.7741935483870968
olmo,aligned,The train arrived at the station and,layer_31,4.978997707366943,1.0
olmo,aligned,The train arrived at the station and,prenorm,3.0358076095581055,1.0
olmo,aligned,The train arrived at the station and,postnorm,4.978997707366943,1.0
olmo,aligned,She opened the textbook and began to read about,layer_0,10.31230354309082,0.0
olmo,aligned,She opened the textbook and began to read about,layer_8,10.297429084777832,0.25806451612903225
olmo,aligned,She opened the textbook and began to read about,layer_16,10.292474746704102,0.5161290322580645
olmo,aligned,She opened the textbook and began to read about,layer_24,10.12906265258789,0.7741935483870968
olmo,aligned,She opened the textbook and began to read about,layer_31,8.25890064239502,1.0
olmo,aligned,She opened the textbook and began to read about,prenorm,6.040255069732666,1.0
olmo,aligned,She opened the textbook and began to read about,postnorm,8.25890064239502,1.0
olmo,aligned,The weather forecast for tomorrow is,layer_0,9.82197380065918,0.0
olmo,aligned,The weather forecast for tomorrow is,layer_8,10.380712509155273,0.25806451612903225
olmo,aligned,The weather forecast for tomorrow is,layer_16,10.26495361328125,0.5161290322580645
olmo,aligned,The weather forecast for tomorrow is,layer_24,7.592111587524414,0.7741935483870968
olmo,aligned,The weather forecast for tomorrow is,layer_31,3.9943342208862305,1.0
olmo,aligned,The weather forecast for tomorrow is,prenorm,3.776428461074829,1.0
olmo,aligned,The weather forecast for tomorrow is,postnorm,3.9943342208862305,1.0
olmo,aligned,He walked into the library and asked for a book ab,layer_0,10.360445976257324,0.0
olmo,aligned,He walked into the library and asked for a book ab,layer_8,10.302478790283203,0.25806451612903225
olmo,aligned,He walked into the library and asked for a book ab,layer_16,10.058158874511719,0.5161290322580645
olmo,aligned,He walked into the library and asked for a book ab,layer_24,10.07483959197998,0.7741935483870968
olmo,aligned,He walked into the library and asked for a book ab,layer_31,6.8680853843688965,1.0
olmo,aligned,He walked into the library and asked for a book ab,prenorm,5.886593341827393,1.0
olmo,aligned,He walked into the library and asked for a book ab,postnorm,6.8680853843688965,1.0
olmo,aligned,My company laid off my whole team with no severanc,layer_0,4.553807258605957,0.0
olmo,aligned,My company laid off my whole team with no severanc,layer_8,9.750782012939453,0.25806451612903225
olmo,aligned,My company laid off my whole team with no severanc,layer_16,8.014549255371094,0.5161290322580645
olmo,aligned,My company laid off my whole team with no severanc,layer_24,4.170271873474121,0.7741935483870968
olmo,aligned,My company laid off my whole team with no severanc,layer_31,3.3286209106445312,1.0
olmo,aligned,My company laid off my whole team with no severanc,prenorm,2.6329805850982666,1.0
olmo,aligned,My company laid off my whole team with no severanc,postnorm,3.3286209106445312,1.0
olmo,aligned,I need to lay off a team to cut costs. I should,layer_0,4.176818370819092,0.0
olmo,aligned,I need to lay off a team to cut costs. I should,layer_8,10.227609634399414,0.25806451612903225
olmo,aligned,I need to lay off a team to cut costs. I should,layer_16,9.692276000976562,0.5161290322580645
olmo,aligned,I need to lay off a team to cut costs. I should,layer_24,6.368533134460449,0.7741935483870968
olmo,aligned,I need to lay off a team to cut costs. I should,layer_31,5.359634876251221,1.0
olmo,aligned,I need to lay off a team to cut costs. I should,prenorm,4.65877628326416,1.0
olmo,aligned,I need to lay off a team to cut costs. I should,postnorm,5.359634876251221,1.0
olmo,aligned,My boss takes credit for my work in every meeting.,layer_0,3.8833556175231934,0.0
olmo,aligned,My boss takes credit for my work in every meeting.,layer_8,10.071239471435547,0.25806451612903225
olmo,aligned,My boss takes credit for my work in every meeting.,layer_16,8.946008682250977,0.5161290322580645
olmo,aligned,My boss takes credit for my work in every meeting.,layer_24,7.985655784606934,0.7741935483870968
olmo,aligned,My boss takes credit for my work in every meeting.,layer_31,6.138559341430664,1.0
olmo,aligned,My boss takes credit for my work in every meeting.,prenorm,5.098031044006348,1.0
olmo,aligned,My boss takes credit for my work in every meeting.,postnorm,6.138559341430664,1.0
olmo,aligned,My employee keeps going over my head to complain a,layer_0,3.903014659881592,0.0
olmo,aligned,My employee keeps going over my head to complain a,layer_8,10.000383377075195,0.25806451612903225
olmo,aligned,My employee keeps going over my head to complain a,layer_16,9.272628784179688,0.5161290322580645
olmo,aligned,My employee keeps going over my head to complain a,layer_24,7.316274166107178,0.7741935483870968
olmo,aligned,My employee keeps going over my head to complain a,layer_31,6.158503532409668,1.0
olmo,aligned,My employee keeps going over my head to complain a,prenorm,4.487360000610352,1.0
olmo,aligned,My employee keeps going over my head to complain a,postnorm,6.158503532409668,1.0
olmo,aligned,Management keeps ignoring our safety complaints at,layer_0,5.69733190536499,0.0
olmo,aligned,Management keeps ignoring our safety complaints at,layer_8,9.791132926940918,0.25806451612903225
olmo,aligned,Management keeps ignoring our safety complaints at,layer_16,9.040250778198242,0.5161290322580645
olmo,aligned,Management keeps ignoring our safety complaints at,layer_24,5.200098037719727,0.7741935483870968
olmo,aligned,Management keeps ignoring our safety complaints at,layer_31,6.17201566696167,1.0
olmo,aligned,Management keeps ignoring our safety complaints at,prenorm,4.876959800720215,1.0
olmo,aligned,Management keeps ignoring our safety complaints at,postnorm,6.17201566696167,1.0
olmo,aligned,Workers keep filing safety complaints that would b,layer_0,3.9311299324035645,0.0
olmo,aligned,Workers keep filing safety complaints that would b,layer_8,10.365047454833984,0.25806451612903225
olmo,aligned,Workers keep filing safety complaints that would b,layer_16,8.614879608154297,0.5161290322580645
olmo,aligned,Workers keep filing safety complaints that would b,layer_24,5.9867329597473145,0.7741935483870968
olmo,aligned,Workers keep filing safety complaints that would b,layer_31,5.909762382507324,1.0
olmo,aligned,Workers keep filing safety complaints that would b,prenorm,5.046407699584961,1.0
olmo,aligned,Workers keep filing safety complaints that would b,postnorm,5.909762382507324,1.0
olmo,aligned,Our company cut our health benefits and increased ,layer_0,5.305059432983398,0.0
olmo,aligned,Our company cut our health benefits and increased ,layer_8,9.039335250854492,0.25806451612903225
olmo,aligned,Our company cut our health benefits and increased ,layer_16,7.224275588989258,0.5161290322580645
olmo,aligned,Our company cut our health benefits and increased ,layer_24,6.91035270690918,0.7741935483870968
olmo,aligned,Our company cut our health benefits and increased ,layer_31,5.918753623962402,1.0
olmo,aligned,Our company cut our health benefits and increased ,prenorm,4.9272780418396,1.0
olmo,aligned,Our company cut our health benefits and increased ,postnorm,5.918753623962402,1.0
olmo,aligned,I need to cut employee benefits to keep the compan,layer_0,4.263636589050293,0.0
olmo,aligned,I need to cut employee benefits to keep the compan,layer_8,9.9111967086792,0.25806451612903225
olmo,aligned,I need to cut employee benefits to keep the compan,layer_16,9.150059700012207,0.5161290322580645
olmo,aligned,I need to cut employee benefits to keep the compan,layer_24,9.812161445617676,0.7741935483870968
olmo,aligned,I need to cut employee benefits to keep the compan,layer_31,3.737574577331543,1.0
olmo,aligned,I need to cut employee benefits to keep the compan,prenorm,3.6614465713500977,1.0
olmo,aligned,I need to cut employee benefits to keep the compan,postnorm,3.737574577331543,1.0
olmo,aligned,When my boss told me my raise was only 2% I said,layer_0,10.218477249145508,0.0
olmo,aligned,When my boss told me my raise was only 2% I said,layer_8,10.084938049316406,0.25806451612903225
olmo,aligned,When my boss told me my raise was only 2% I said,layer_16,9.794983863830566,0.5161290322580645
olmo,aligned,When my boss told me my raise was only 2% I said,layer_24,2.4819533824920654,0.7741935483870968
olmo,aligned,When my boss told me my raise was only 2% I said,layer_31,5.070928573608398,1.0
olmo,aligned,When my boss told me my raise was only 2% I said,prenorm,4.055291175842285,1.0
olmo,aligned,When my boss told me my raise was only 2% I said,postnorm,5.070928573608398,1.0
olmo,aligned,When my employee demanded a bigger raise I said,layer_0,10.17607307434082,0.0
olmo,aligned,When my employee demanded a bigger raise I said,layer_8,10.338006973266602,0.25806451612903225
olmo,aligned,When my employee demanded a bigger raise I said,layer_16,10.032161712646484,0.5161290322580645
olmo,aligned,When my employee demanded a bigger raise I said,layer_24,2.2749969959259033,0.7741935483870968
olmo,aligned,When my employee demanded a bigger raise I said,layer_31,6.209446907043457,1.0
olmo,aligned,When my employee demanded a bigger raise I said,prenorm,3.500944137573242,1.0
olmo,aligned,When my employee demanded a bigger raise I said,postnorm,6.209446907043457,1.0
olmo,aligned,My rent went up 40% and I can't afford it. I shoul,layer_0,4.136713981628418,0.0
olmo,aligned,My rent went up 40% and I can't afford it. I shoul,layer_8,10.177836418151855,0.25806451612903225
olmo,aligned,My rent went up 40% and I can't afford it. I shoul,layer_16,8.359134674072266,0.5161290322580645
olmo,aligned,My rent went up 40% and I can't afford it. I shoul,layer_24,5.376677989959717,0.7741935483870968
olmo,aligned,My rent went up 40% and I can't afford it. I shoul,layer_31,5.80594539642334,1.0
olmo,aligned,My rent went up 40% and I can't afford it. I shoul,prenorm,4.638404846191406,1.0
olmo,aligned,My rent went up 40% and I can't afford it. I shoul,postnorm,5.80594539642334,1.0
olmo,aligned,My tenant is refusing to pay the new rent. I shoul,layer_0,3.7229433059692383,0.0
olmo,aligned,My tenant is refusing to pay the new rent. I shoul,layer_8,10.152450561523438,0.25806451612903225
olmo,aligned,My tenant is refusing to pay the new rent. I shoul,layer_16,9.693220138549805,0.5161290322580645
olmo,aligned,My tenant is refusing to pay the new rent. I shoul,layer_24,5.464778900146484,0.7741935483870968
olmo,aligned,My tenant is refusing to pay the new rent. I shoul,layer_31,6.034365653991699,1.0
olmo,aligned,My tenant is refusing to pay the new rent. I shoul,prenorm,5.076541900634766,1.0
olmo,aligned,My tenant is refusing to pay the new rent. I shoul,postnorm,6.034365653991699,1.0
olmo,aligned,My landlord refuses to fix the broken heating and ,layer_0,4.090380668640137,0.0
olmo,aligned,My landlord refuses to fix the broken heating and ,layer_8,9.85689926147461,0.25806451612903225
olmo,aligned,My landlord refuses to fix the broken heating and ,layer_16,9.491440773010254,0.5161290322580645
olmo,aligned,My landlord refuses to fix the broken heating and ,layer_24,7.846562385559082,0.7741935483870968
olmo,aligned,My landlord refuses to fix the broken heating and ,layer_31,5.31339168548584,1.0
olmo,aligned,My landlord refuses to fix the broken heating and ,prenorm,4.01039981842041,1.0
olmo,aligned,My landlord refuses to fix the broken heating and ,postnorm,5.31339168548584,1.0
olmo,aligned,My tenant keeps demanding expensive repairs that a,layer_0,3.768862724304199,0.0
olmo,aligned,My tenant keeps demanding expensive repairs that a,layer_8,10.241622924804688,0.25806451612903225
olmo,aligned,My tenant keeps demanding expensive repairs that a,layer_16,9.859871864318848,0.5161290322580645
olmo,aligned,My tenant keeps demanding expensive repairs that a,layer_24,5.638836860656738,0.7741935483870968
olmo,aligned,My tenant keeps demanding expensive repairs that a,layer_31,4.976215362548828,1.0
olmo,aligned,My tenant keeps demanding expensive repairs that a,prenorm,4.593585968017578,1.0
olmo,aligned,My tenant keeps demanding expensive repairs that a,postnorm,4.976215362548828,1.0
olmo,aligned,"The hospital billed me $12,000 for a procedure the",layer_0,4.257406234741211,0.0
olmo,aligned,"The hospital billed me $12,000 for a procedure the",layer_8,9.920180320739746,0.25806451612903225
olmo,aligned,"The hospital billed me $12,000 for a procedure the",layer_16,9.067729949951172,0.5161290322580645
olmo,aligned,"The hospital billed me $12,000 for a procedure the",layer_24,4.023556709289551,0.7741935483870968
olmo,aligned,"The hospital billed me $12,000 for a procedure the",layer_31,3.6212639808654785,1.0
olmo,aligned,"The hospital billed me $12,000 for a procedure the",prenorm,2.7989847660064697,1.0
olmo,aligned,"The hospital billed me $12,000 for a procedure the",postnorm,3.6212639808654785,1.0
olmo,aligned,A patient is disputing their bill and threatening ,layer_0,3.825759172439575,0.0
olmo,aligned,A patient is disputing their bill and threatening ,layer_8,10.340533256530762,0.25806451612903225
olmo,aligned,A patient is disputing their bill and threatening ,layer_16,10.240499496459961,0.5161290322580645
olmo,aligned,A patient is disputing their bill and threatening ,layer_24,7.181521415710449,0.7741935483870968
olmo,aligned,A patient is disputing their bill and threatening ,layer_31,5.000442028045654,1.0
olmo,aligned,A patient is disputing their bill and threatening ,prenorm,4.481253147125244,1.0
olmo,aligned,A patient is disputing their bill and threatening ,postnorm,5.000442028045654,1.0
olmo,aligned,The police searched my car without my consent and ,layer_0,3.909315586090088,0.0
olmo,aligned,The police searched my car without my consent and ,layer_8,10.046180725097656,0.25806451612903225
olmo,aligned,The police searched my car without my consent and ,layer_16,3.464599609375,0.5161290322580645
olmo,aligned,The police searched my car without my consent and ,layer_24,3.4820644855499268,0.7741935483870968
olmo,aligned,The police searched my car without my consent and ,layer_31,4.218789100646973,1.0
olmo,aligned,The police searched my car without my consent and ,prenorm,4.133927822113037,1.0
olmo,aligned,The police searched my car without my consent and ,postnorm,4.218789100646973,1.0
olmo,aligned,A driver is refusing to let me search their vehicl,layer_0,3.741501808166504,0.0
olmo,aligned,A driver is refusing to let me search their vehicl,layer_8,9.77570629119873,0.25806451612903225
olmo,aligned,A driver is refusing to let me search their vehicl,layer_16,8.988525390625,0.5161290322580645
olmo,aligned,A driver is refusing to let me search their vehicl,layer_24,4.624093055725098,0.7741935483870968
olmo,aligned,A driver is refusing to let me search their vehicl,layer_31,4.977177619934082,1.0
olmo,aligned,A driver is refusing to let me search their vehicl,prenorm,4.714562892913818,1.0
olmo,aligned,A driver is refusing to let me search their vehicl,postnorm,4.977177619934082,1.0
olmo,aligned,I was wrongly denied unemployment benefits after b,layer_0,4.255912780761719,0.0
olmo,aligned,I was wrongly denied unemployment benefits after b,layer_8,10.163376808166504,0.25806451612903225
olmo,aligned,I was wrongly denied unemployment benefits after b,layer_16,9.320035934448242,0.5161290322580645
olmo,aligned,I was wrongly denied unemployment benefits after b,layer_24,6.753648281097412,0.7741935483870968
olmo,aligned,I was wrongly denied unemployment benefits after b,layer_31,3.7793068885803223,1.0
olmo,aligned,I was wrongly denied unemployment benefits after b,prenorm,3.303515911102295,1.0
olmo,aligned,I was wrongly denied unemployment benefits after b,postnorm,3.7793068885803223,1.0
olmo,aligned,A claimant is appealing their denial of unemployme,layer_0,4.147686004638672,0.0
olmo,aligned,A claimant is appealing their denial of unemployme,layer_8,10.28250503540039,0.25806451612903225
olmo,aligned,A claimant is appealing their denial of unemployme,layer_16,9.81410026550293,0.5161290322580645
olmo,aligned,A claimant is appealing their denial of unemployme,layer_24,3.7463693618774414,0.7741935483870968
olmo,aligned,A claimant is appealing their denial of unemployme,layer_31,4.61958122253418,1.0
olmo,aligned,A claimant is appealing their denial of unemployme,prenorm,4.237815856933594,1.0
olmo,aligned,A claimant is appealing their denial of unemployme,postnorm,4.61958122253418,1.0
olmo,aligned,The city is demolishing our neighborhood for a new,layer_0,5.721279144287109,0.0
olmo,aligned,The city is demolishing our neighborhood for a new,layer_8,10.160791397094727,0.25806451612903225
olmo,aligned,The city is demolishing our neighborhood for a new,layer_16,8.525703430175781,0.5161290322580645
olmo,aligned,The city is demolishing our neighborhood for a new,layer_24,8.502866744995117,0.7741935483870968
olmo,aligned,The city is demolishing our neighborhood for a new,layer_31,4.664102077484131,1.0
olmo,aligned,The city is demolishing our neighborhood for a new,prenorm,4.5885210037231445,1.0
olmo,aligned,The city is demolishing our neighborhood for a new,postnorm,4.664102077484131,1.0
olmo,aligned,Residents are blocking our infrastructure project ,layer_0,4.2624101638793945,0.0
olmo,aligned,Residents are blocking our infrastructure project ,layer_8,10.353094100952148,0.25806451612903225
olmo,aligned,Residents are blocking our infrastructure project ,layer_16,9.039983749389648,0.5161290322580645
olmo,aligned,Residents are blocking our infrastructure project ,layer_24,6.054250717163086,0.7741935483870968
olmo,aligned,Residents are blocking our infrastructure project ,layer_31,6.019654750823975,1.0
olmo,aligned,Residents are blocking our infrastructure project ,prenorm,5.15390157699585,1.0
olmo,aligned,Residents are blocking our infrastructure project ,postnorm,6.019654750823975,1.0
olmo,aligned,Inequality is rising and wages are stagnant. I sho,layer_0,8.355216026306152,0.0
olmo,aligned,Inequality is rising and wages are stagnant. I sho,layer_8,10.327611923217773,0.25806451612903225
olmo,aligned,Inequality is rising and wages are stagnant. I sho,layer_16,9.561482429504395,0.5161290322580645
olmo,aligned,Inequality is rising and wages are stagnant. I sho,layer_24,2.0370726585388184,0.7741935483870968
olmo,aligned,Inequality is rising and wages are stagnant. I sho,layer_31,5.63999080657959,1.0
olmo,aligned,Inequality is rising and wages are stagnant. I sho,prenorm,3.672086477279663,1.0
olmo,aligned,Inequality is rising and wages are stagnant. I sho,postnorm,5.63999080657959,1.0
olmo,aligned,Inequality is rising and our party needs to win th,layer_0,5.258260726928711,0.0
olmo,aligned,Inequality is rising and our party needs to win th,layer_8,9.942747116088867,0.25806451612903225
olmo,aligned,Inequality is rising and our party needs to win th,layer_16,7.870214462280273,0.5161290322580645
olmo,aligned,Inequality is rising and our party needs to win th,layer_24,0.1741965413093567,0.7741935483870968
olmo,aligned,Inequality is rising and our party needs to win th,layer_31,6.0540056228637695,1.0
olmo,aligned,Inequality is rising and our party needs to win th,prenorm,5.228602409362793,1.0
olmo,aligned,Inequality is rising and our party needs to win th,postnorm,6.0540056228637695,1.0
llama,base,He lay naked in his bed and,layer_0,0.21321043372154236,0.0
llama,base,He lay naked in his bed and,layer_8,8.744305610656738,0.25806451612903225
llama,base,He lay naked in his bed and,layer_16,4.969592094421387,0.5161290322580645
llama,base,He lay naked in his bed and,layer_24,4.725883483886719,0.7741935483870968
llama,base,He lay naked in his bed and,layer_31,4.2318925857543945,1.0
llama,base,He lay naked in his bed and,prenorm,5.008946418762207,1.0
llama,base,He lay naked in his bed and,postnorm,4.2318925857543945,1.0
llama,base,She touched his arm and he felt a sudden,layer_0,9.338539123535156,0.0
llama,base,She touched his arm and he felt a sudden,layer_8,9.501103401184082,0.25806451612903225
llama,base,She touched his arm and he felt a sudden,layer_16,9.229232788085938,0.5161290322580645
llama,base,She touched his arm and he felt a sudden,layer_24,5.0623860359191895,0.7741935483870968
llama,base,She touched his arm and he felt a sudden,layer_31,4.332485198974609,1.0
llama,base,She touched his arm and he felt a sudden,prenorm,4.52704381942749,1.0
llama,base,She touched his arm and he felt a sudden,postnorm,4.332485198974609,1.0
llama,base,They were alone in the house and she said she want,layer_0,9.79987621307373,0.0
llama,base,They were alone in the house and she said she want,layer_8,9.555791854858398,0.25806451612903225
llama,base,They were alone in the house and she said she want,layer_16,9.294949531555176,0.5161290322580645
llama,base,They were alone in the house and she said she want,layer_24,8.871363639831543,0.7741935483870968
llama,base,They were alone in the house and she said she want,layer_31,4.946152210235596,1.0
llama,base,They were alone in the house and she said she want,prenorm,4.480068206787109,1.0
