family,stage,prompt,layer,h_attention,h_value_proj
llama,aligned,Management keeps ignoring our safety complaints at,21,0.7677400172688067,9.615982055664062
llama,aligned,Management keeps ignoring our safety complaints at,22,0.6557076047174633,10.244117736816406
llama,aligned,Management keeps ignoring our safety complaints at,23,0.575751950033009,9.30532169342041
llama,aligned,Management keeps ignoring our safety complaints at,24,0.36606267315801233,8.98065185546875
llama,aligned,Management keeps ignoring our safety complaints at,25,0.42049078340642154,9.913710594177246
llama,aligned,Management keeps ignoring our safety complaints at,26,0.6402412434108555,10.004433631896973
llama,aligned,Management keeps ignoring our safety complaints at,27,0.47134742024354637,9.626319885253906
llama,aligned,Management keeps ignoring our safety complaints at,28,0.6000735531561077,9.490104675292969
llama,aligned,Management keeps ignoring our safety complaints at,29,0.5611992594785988,2.499654531478882
llama,aligned,Management keeps ignoring our safety complaints at,30,0.8438534820452332,0.9394465684890747
llama,aligned,Management keeps ignoring our safety complaints at,31,0.7266455014469102,1.6687569618225098
amber,base,She was so angry she wanted to,0,1.3837590438633924,7.336489677429199
amber,base,She was so angry she wanted to,1,1.1711107222363353,3.0751640796661377
amber,base,She was so angry she wanted to,2,1.1792298574000597,5.746497631072998
amber,base,She was so angry she wanted to,3,1.330427528358996,2.2026467323303223
amber,base,She was so angry she wanted to,4,1.5329396408051252,3.2802951335906982
amber,base,She was so angry she wanted to,5,1.5983195072039962,2.625591516494751
amber,base,She was so angry she wanted to,6,1.6525262715294957,4.0953850746154785
amber,base,She was so angry she wanted to,7,1.6625611772760749,4.901933193206787
amber,base,She was so angry she wanted to,8,1.6201862022280693,4.434641361236572
amber,base,She was so angry she wanted to,9,1.533981803804636,5.733609199523926
amber,base,She was so angry she wanted to,10,1.4271741192787886,4.563043594360352
amber,base,She was so angry she wanted to,11,1.3476448580622673,4.736618995666504
amber,base,She was so angry she wanted to,12,1.3041028222069144,3.5475707054138184
amber,base,She was so angry she wanted to,13,1.283375347033143,3.9890363216400146
amber,base,She was so angry she wanted to,14,1.286213619634509,4.698833465576172
amber,base,She was so angry she wanted to,15,1.1901381704956293,3.983797073364258
amber,base,She was so angry she wanted to,16,1.0901016341522336,5.103692054748535
amber,base,She was so angry she wanted to,17,1.194140097431955,5.820171356201172
amber,base,She was so angry she wanted to,18,1.0479357801377773,4.52444314956665
amber,base,She was so angry she wanted to,19,0.9214851297438145,5.891477108001709
amber,base,She was so angry she wanted to,20,0.9259578014316503,4.141997337341309
amber,base,She was so angry she wanted to,21,1.1152218426577747,5.09528112411499
amber,base,She was so angry she wanted to,22,0.9187851939350367,4.514944553375244
amber,base,She was so angry she wanted to,23,0.8823707269039005,0.7800661325454712
amber,base,She was so angry she wanted to,24,0.8104680278338492,1.6446919441223145
amber,base,She was so angry she wanted to,25,0.8220769567415118,3.8019559383392334
amber,base,She was so angry she wanted to,26,0.7091274277772754,3.2170777320861816
amber,base,She was so angry she wanted to,27,0.8296188856475055,2.591182231903076
amber,base,She was so angry she wanted to,28,0.8838745173998177,4.270821571350098
amber,base,She was so angry she wanted to,29,1.0160436071455479,4.465903282165527
amber,base,She was so angry she wanted to,30,1.1172459672670811,2.90075421333313
amber,base,She was so angry she wanted to,31,1.2623642971739173,2.760636806488037
amber,base,She kneeled and reached for his,0,1.1813683814543765,7.251255035400391
amber,base,She kneeled and reached for his,1,1.6421891245990992,5.832366466522217
amber,base,She kneeled and reached for his,2,1.6569980084896088,5.529462814331055
amber,base,She kneeled and reached for his,3,1.5478060189634562,5.6032304763793945
amber,base,She kneeled and reached for his,4,1.6167565546929836,3.2794175148010254
amber,base,She kneeled and reached for his,5,1.6548602804541588,5.371114730834961
amber,base,She kneeled and reached for his,6,1.5861300602555275,6.187291622161865
amber,base,She kneeled and reached for his,7,1.7509342357516289,4.712636947631836
amber,base,She kneeled and reached for his,8,1.604456763714552,6.175052642822266
amber,base,She kneeled and reached for his,9,1.5034733712673187,4.504002094268799
amber,base,She kneeled and reached for his,10,1.3677099961787462,4.525630474090576
amber,base,She kneeled and reached for his,11,1.3664701450616121,5.071518898010254
amber,base,She kneeled and reached for his,12,1.2931859269738197,3.7914700508117676
amber,base,She kneeled and reached for his,13,1.217707841657102,0.7435779571533203
amber,base,She kneeled and reached for his,14,1.2125569339841604,5.284610271453857
amber,base,She kneeled and reached for his,15,1.1887417640537024,3.643519401550293
amber,base,She kneeled and reached for his,16,1.0877082608640194,5.469703674316406
amber,base,She kneeled and reached for his,17,1.070621364935505,5.359464645385742
amber,base,She kneeled and reached for his,18,1.0063343016663566,5.869635105133057
amber,base,She kneeled and reached for his,19,0.9896182772354223,5.224052429199219
amber,base,She kneeled and reached for his,20,0.8042427656037034,4.510345458984375
amber,base,She kneeled and reached for his,21,1.00095750100445,5.515218257904053
amber,base,She kneeled and reached for his,22,0.8718639693688601,4.238414764404297
amber,base,She kneeled and reached for his,23,0.8006120370700955,4.049786567687988
amber,base,She kneeled and reached for his,24,0.8309011678211391,2.051370143890381
amber,base,She kneeled and reached for his,25,0.6367223614361137,4.0946149826049805
amber,base,She kneeled and reached for his,26,0.6465303120203316,0.6363195180892944
amber,base,She kneeled and reached for his,27,0.7763544907793403,4.247696876525879
amber,base,She kneeled and reached for his,28,0.7571867741644382,0.4240903854370117
amber,base,She kneeled and reached for his,29,0.8075181497260928,0.5621102452278137
amber,base,She kneeled and reached for his,30,0.9252820517867804,1.156901240348816
amber,base,She kneeled and reached for his,31,0.9556462289765477,1.9275753498077393
amber,base,The capital of France is,0,1.07783823855425,7.094151496887207
amber,base,The capital of France is,1,1.2775683552026749,5.735092639923096
amber,base,The capital of France is,2,1.2447734968736768,6.609750747680664
amber,base,The capital of France is,3,1.2448881659656763,5.520804405212402
amber,base,The capital of France is,4,1.225360773038119,3.375666618347168
amber,base,The capital of France is,5,1.3067669216543436,3.094153642654419
amber,base,The capital of France is,6,1.316087855026126,4.9718194007873535
amber,base,The capital of France is,7,1.3774147517979145,5.176177024841309
amber,base,The capital of France is,8,1.3373919073492289,5.161397457122803
amber,base,The capital of France is,9,1.3032213933765888,1.8253748416900635
amber,base,The capital of France is,10,1.2095397990196943,6.775631904602051
amber,base,The capital of France is,11,1.0196727253496647,2.761296272277832
amber,base,The capital of France is,12,0.9998435992747545,4.52434778213501
amber,base,The capital of France is,13,1.0983889140188694,4.195127487182617
amber,base,The capital of France is,14,1.0098412986844778,5.515361309051514
amber,base,The capital of France is,15,0.957497640978545,3.894092082977295
amber,base,The capital of France is,16,0.8148681640741415,5.5031633377075195
amber,base,The capital of France is,17,0.9141140237188665,3.3009605407714844
amber,base,The capital of France is,18,0.8988263100618497,5.530191898345947
amber,base,The capital of France is,19,0.8409775150939822,5.816900730133057
amber,base,The capital of France is,20,0.9493856882909313,2.0610923767089844
amber,base,The capital of France is,21,1.0300951120443642,0.9277244210243225
amber,base,The capital of France is,22,1.0580965783447027,0.3974316418170929
amber,base,The capital of France is,23,0.9249704899266362,3.108344793319702
amber,base,The capital of France is,24,0.8992603295482695,1.3356266021728516
amber,base,The capital of France is,25,0.7695732256397605,1.71770441532135
amber,base,The capital of France is,26,0.8775392919778824,1.7641284465789795
amber,base,The capital of France is,27,0.8032157956622541,0.03511654958128929
amber,base,The capital of France is,28,0.8829938010312617,0.9699018001556396
amber,base,The capital of France is,29,1.0830384409055114,1.9878156185150146
amber,base,The capital of France is,30,0.9042406287044287,3.3492071628570557
amber,base,The capital of France is,31,0.9900047696428373,3.3416779041290283
amber,base,She loved him and hated him and wanted to,0,1.7198153426434146,7.2653608322143555
amber,base,She loved him and hated him and wanted to,1,1.5542040285654366,5.032069206237793
amber,base,She loved him and hated him and wanted to,2,1.541867971420288,4.956814765930176
amber,base,She loved him and hated him and wanted to,3,1.575854217633605,2.6553573608398438
amber,base,She loved him and hated him and wanted to,4,1.6633700989186764,3.33838152885437
amber,base,She loved him and hated him and wanted to,5,1.8295464981347322,3.592738628387451
amber,base,She loved him and hated him and wanted to,6,1.9084135312587023,3.171004056930542
amber,base,She loved him and hated him and wanted to,7,1.947224410250783,5.5253753662109375
amber,base,She loved him and hated him and wanted to,8,1.9288868233561516,4.47274923324585
amber,base,She loved him and hated him and wanted to,9,1.8876302894204855,4.309370040893555
amber,base,She loved him and hated him and wanted to,10,1.6706219408661127,4.795273780822754
amber,base,She loved him and hated him and wanted to,11,1.546088706701994,5.939436912536621
amber,base,She loved him and hated him and wanted to,12,1.5490871854126453,4.3067946434021
amber,base,She loved him and hated him and wanted to,13,1.5693404302001,3.9149556159973145
amber,base,She loved him and hated him and wanted to,14,1.4730595918372273,4.79837703704834
amber,base,She loved him and hated him and wanted to,15,1.492153100669384,4.834670066833496
amber,base,She loved him and hated him and wanted to,16,1.3317726225359365,5.922154426574707
amber,base,She loved him and hated him and wanted to,17,1.4063114501332166,3.1502697467803955
amber,base,She loved him and hated him and wanted to,18,1.2827781841624528,5.038364410400391
amber,base,She loved him and hated him and wanted to,19,1.2456739926710725,4.794458866119385
amber,base,She loved him and hated him and wanted to,20,1.2089236411266029,5.653341770172119
amber,base,She loved him and hated him and wanted to,21,1.3289215688128024,4.830281734466553
amber,base,She loved him and hated him and wanted to,22,1.1439919797703624,1.2793653011322021
amber,base,She loved him and hated him and wanted to,23,1.229742988012731,0.06599964946508408
amber,base,She loved him and hated him and wanted to,24,1.0271908952854574,0.36907604336738586
amber,base,She loved him and hated him and wanted to,25,1.1025253979023546,0.07259058952331543
amber,base,She loved him and hated him and wanted to,26,0.8890694021247327,0.7705977559089661
amber,base,She loved him and hated him and wanted to,27,0.9914306621067226,0.7818678021430969
amber,base,She loved him and hated him and wanted to,28,0.9996311869472265,0.0018603327916935086
amber,base,She loved him and hated him and wanted to,29,1.0885959500446916,3.682821273803711
amber,base,She loved him and hated him and wanted to,30,1.2630933513864875,2.9651474952697754
amber,base,She loved him and hated him and wanted to,31,1.3789460891857743,1.6962848901748657
amber,base,Our company cut our health benefits and increased ,0,1.5448711302597076,6.332427978515625
amber,base,Our company cut our health benefits and increased ,1,1.9809785597026348,5.690435409545898
amber,base,Our company cut our health benefits and increased ,2,1.8870018124580383,5.662372589111328
amber,base,Our company cut our health benefits and increased ,3,1.9419473391026258,4.672207832336426
amber,base,Our company cut our health benefits and increased ,4,1.9664724580943584,5.811367034912109
amber,base,Our company cut our health benefits and increased ,5,1.905481280758977,4.384735107421875
amber,base,Our company cut our health benefits and increased ,6,2.1091323234140873,3.9363903999328613
amber,base,Our company cut our health benefits and increased ,7,2.1476517803967,5.174071788787842
amber,base,Our company cut our health benefits and increased ,8,2.0207687206566334,4.694350242614746
amber,base,Our company cut our health benefits and increased ,9,2.0515153519809246,6.462094306945801
amber,base,Our company cut our health benefits and increased ,10,1.7644084952771664,4.740310192108154
amber,base,Our company cut our health benefits and increased ,11,1.6837442517280579,3.899329900741577
amber,base,Our company cut our health benefits and increased ,12,1.5585751635953784,5.053327560424805
amber,base,Our company cut our health benefits and increased ,13,1.7369213495403528,4.863603591918945
amber,base,Our company cut our health benefits and increased ,14,1.5088620958849788,4.325491905212402
amber,base,Our company cut our health benefits and increased ,15,1.3993731252849102,4.093789100646973
amber,base,Our company cut our health benefits and increased ,16,1.4331803138920804,5.601140975952148
amber,base,Our company cut our health benefits and increased ,17,1.3677478614117717,4.906350612640381
amber,base,Our company cut our health benefits and increased ,18,1.4528140341571998,5.89958381652832
amber,base,Our company cut our health benefits and increased ,19,1.4527290714904666,4.9559526443481445
amber,base,Our company cut our health benefits and increased ,20,1.287304082477931,4.553269386291504
amber,base,Our company cut our health benefits and increased ,21,1.5190381358843297,2.4511919021606445
amber,base,Our company cut our health benefits and increased ,22,1.064612361136824,2.7190918922424316
amber,base,Our company cut our health benefits and increased ,23,1.328611854929477,1.6656725406646729
amber,base,Our company cut our health benefits and increased ,24,1.1500678360462189,2.478415012359619
amber,base,Our company cut our health benefits and increased ,25,1.146729752421379,2.045621395111084
amber,base,Our company cut our health benefits and increased ,26,0.991146631538868,2.2555603981018066
amber,base,Our company cut our health benefits and increased ,27,1.1211638846434653,4.105401039123535
amber,base,Our company cut our health benefits and increased ,28,1.1593207071418874,0.22895410656929016
amber,base,Our company cut our health benefits and increased ,29,1.2420606035739183,3.310000419616699
amber,base,Our company cut our health benefits and increased ,30,1.202540498226881,0.2112903892993927
amber,base,Our company cut our health benefits and increased ,31,1.3951575916726142,2.320394515991211
amber,base,Management keeps ignoring our safety complaints at,0,1.4326130676781759,6.405852317810059
amber,base,Management keeps ignoring our safety complaints at,1,1.8205348486080766,5.638959884643555
amber,base,Management keeps ignoring our safety complaints at,2,1.767489979043603,5.164706230163574
amber,base,Management keeps ignoring our safety complaints at,3,1.8109502214938402,5.023221969604492
amber,base,Management keeps ignoring our safety complaints at,4,1.7667630203068256,5.179917335510254
amber,base,Management keeps ignoring our safety complaints at,5,1.743226258084178,4.142564296722412
amber,base,Management keeps ignoring our safety complaints at,6,1.9142556563019753,4.078498840332031
amber,base,Management keeps ignoring our safety complaints at,7,2.0284326523542404,6.0070013999938965
amber,base,Management keeps ignoring our safety complaints at,8,1.9486442618072033,5.19868278503418
amber,base,Management keeps ignoring our safety complaints at,9,2.03304909914732,5.760532379150391
amber,base,Management keeps ignoring our safety complaints at,10,1.7477140687406063,5.620720386505127
amber,base,Management keeps ignoring our safety complaints at,11,1.6790833361446857,4.572946548461914
amber,base,Management keeps ignoring our safety complaints at,12,1.5571252796798944,4.483405113220215
amber,base,Management keeps ignoring our safety complaints at,13,1.7030777651816607,4.86098575592041
amber,base,Management keeps ignoring our safety complaints at,14,1.4826928917318583,3.9642889499664307
amber,base,Management keeps ignoring our safety complaints at,15,1.4393283743411303,2.7725367546081543
amber,base,Management keeps ignoring our safety complaints at,16,1.4526425756921526,5.117814064025879
amber,base,Management keeps ignoring our safety complaints at,17,1.3977467679651454,3.7300946712493896
amber,base,Management keeps ignoring our safety complaints at,18,1.3634860932361335,4.8041510581970215
amber,base,Management keeps ignoring our safety complaints at,19,1.351265894714743,5.565334320068359
amber,base,Management keeps ignoring our safety complaints at,20,1.1736440886743367,4.826125144958496
amber,base,Management keeps ignoring our safety complaints at,21,1.4371520752320066,5.230463981628418
amber,base,Management keeps ignoring our safety complaints at,22,1.1358595248311758,0.07628600299358368
amber,base,Management keeps ignoring our safety complaints at,23,1.4019555374979973,0.693839430809021
amber,base,Management keeps ignoring our safety complaints at,24,1.2701365891844034,1.2128400802612305
amber,base,Management keeps ignoring our safety complaints at,25,1.2079800674691796,0.5379815697669983
amber,base,Management keeps ignoring our safety complaints at,26,1.1827729577198625,6.0394206047058105
amber,base,Management keeps ignoring our safety complaints at,27,1.3748441953212023,5.345545768737793
amber,base,Management keeps ignoring our safety complaints at,28,1.3638832508586347,0.13552239537239075
amber,base,Management keeps ignoring our safety complaints at,29,1.5434889439493418,4.8465776443481445
amber,base,Management keeps ignoring our safety complaints at,30,1.4735994613729417,3.1875813007354736
amber,base,Management keeps ignoring our safety complaints at,31,1.5597430970519781,2.7654542922973633
amber,aligned,She was so angry she wanted to,0,1.4628774247685215,7.243669033050537
amber,aligned,She was so angry she wanted to,1,1.1522110139485449,3.9870078563690186
amber,aligned,She was so angry she wanted to,2,1.260606274008751,5.465671539306641
amber,aligned,She was so angry she wanted to,3,1.435628549195826,3.4945507049560547
amber,aligned,She was so angry she wanted to,4,1.6156515274196863,4.27391242980957
amber,aligned,She was so angry she wanted to,5,1.6681211441755295,2.7457351684570312
amber,aligned,She was so angry she wanted to,6,1.6674422370269895,3.6292614936828613
amber,aligned,She was so angry she wanted to,7,1.6349255396053195,4.051511287689209
amber,aligned,She was so angry she wanted to,8,1.4453426413238049,5.531359672546387
amber,aligned,She was so angry she wanted to,9,1.3861830411478877,5.899181365966797
amber,aligned,She was so angry she wanted to,10,1.3442930094897747,5.3655595779418945
amber,aligned,She was so angry she wanted to,11,1.29551762342453,4.973272323608398
amber,aligned,She was so angry she wanted to,12,1.1391973588615656,4.93396520614624
amber,aligned,She was so angry she wanted to,13,1.1543826572597027,4.42378044128418
amber,aligned,She was so angry she wanted to,14,1.1757147293537855,4.82147216796875
amber,aligned,She was so angry she wanted to,15,1.093990497291088,3.3219943046569824
amber,aligned,She was so angry she wanted to,16,0.937899984564865,4.660765647888184
amber,aligned,She was so angry she wanted to,17,1.0391149946301539,4.3320512771606445
amber,aligned,She was so angry she wanted to,18,0.9672470262885327,4.930437088012695
amber,aligned,She was so angry she wanted to,19,0.8829896647948772,5.687946319580078
amber,aligned,She was so angry she wanted to,20,0.9090706146416778,3.416796922683716
amber,aligned,She was so angry she wanted to,21,1.0397432283498347,4.065741062164307
amber,aligned,She was so angry she wanted to,22,0.9041694950428791,5.627763271331787
amber,aligned,She was so angry she wanted to,23,0.8584070415236056,2.1594719886779785
amber,aligned,She was so angry she wanted to,24,0.7504347246140242,3.913804054260254
amber,aligned,She was so angry she wanted to,25,0.7181861302815378,4.202064514160156
amber,aligned,She was so angry she wanted to,26,0.6722133529838175,1.5525306463241577
amber,aligned,She was so angry she wanted to,27,0.7384094542358071,1.5879549980163574
amber,aligned,She was so angry she wanted to,28,0.6971533051691949,4.774812698364258
amber,aligned,She was so angry she wanted to,29,0.7571635087952018,3.059335231781006
amber,aligned,She was so angry she wanted to,30,0.8153975101886317,3.047485828399658
amber,aligned,She was so angry she wanted to,31,0.9637894034385681,3.8528950214385986
amber,aligned,She kneeled and reached for his,0,1.167989066510927,7.131645679473877
amber,aligned,She kneeled and reached for his,1,1.4825772177428007,5.152575492858887
amber,aligned,She kneeled and reached for his,2,1.673989623785019,6.173081398010254
amber,aligned,She kneeled and reached for his,3,1.624533524736762,4.63386869430542
amber,aligned,She kneeled and reached for his,4,1.7378823906183243,4.264498233795166
amber,aligned,She kneeled and reached for his,5,1.7371288053691387,5.111809253692627
amber,aligned,She kneeled and reached for his,6,1.6771230250597,5.9215850830078125
amber,aligned,She kneeled and reached for his,7,1.7493234649300575,2.375882148742676
amber,aligned,She kneeled and reached for his,8,1.4943699687719345,5.652807235717773
amber,aligned,She kneeled and reached for his,9,1.3077961895614862,5.1543145179748535
amber,aligned,She kneeled and reached for his,10,1.297589085996151,4.388526916503906
amber,aligned,She kneeled and reached for his,11,1.370234789326787,5.093866348266602
amber,aligned,She kneeled and reached for his,12,1.2406613435596228,5.08327579498291
amber,aligned,She kneeled and reached for his,13,1.1006536977365613,2.5465850830078125
amber,aligned,She kneeled and reached for his,14,1.1006933415774256,4.589176177978516
amber,aligned,She kneeled and reached for his,15,1.2161050084978342,1.383016586303711
amber,aligned,She kneeled and reached for his,16,1.0805637300363742,5.834407806396484
amber,aligned,She kneeled and reached for his,17,1.0970972750728833,5.364715099334717
amber,aligned,She kneeled and reached for his,18,0.9967784814944025,2.5594916343688965
amber,aligned,She kneeled and reached for his,19,1.0237674280069768,4.572516441345215
amber,aligned,She kneeled and reached for his,20,0.8312896620991523,5.245735168457031
amber,aligned,She kneeled and reached for his,21,0.9576614664983936,4.593466281890869
amber,aligned,She kneeled and reached for his,22,0.8329948326572776,5.497567176818848
amber,aligned,She kneeled and reached for his,23,0.7733972426503897,3.2652781009674072
amber,aligned,She kneeled and reached for his,24,0.7003247565589845,4.431911945343018
amber,aligned,She kneeled and reached for his,25,0.6319453468313441,3.3371429443359375
amber,aligned,She kneeled and reached for his,26,0.6389729846268892,2.875202178955078
amber,aligned,She kneeled and reached for his,27,0.72765486035496,3.4946937561035156
amber,aligned,She kneeled and reached for his,28,0.7135435796808451,1.5921999216079712
amber,aligned,She kneeled and reached for his,29,0.706580454017967,4.380247116088867
amber,aligned,She kneeled and reached for his,30,0.7716380208730698,2.293154716491699
amber,aligned,She kneeled and reached for his,31,0.8554837591946125,2.849954128265381
amber,aligned,The capital of France is,0,1.0586982063614414,6.929252624511719
amber,aligned,The capital of France is,1,1.2509338948875666,5.6138200759887695
amber,aligned,The capital of France is,2,1.3223596923053265,5.0579328536987305
amber,aligned,The capital of France is,3,1.390301002189517,4.851979732513428
amber,aligned,The capital of France is,4,1.4016152857802808,4.650084972381592
amber,aligned,The capital of France is,5,1.423262121155858,4.315361976623535
amber,aligned,The capital of France is,6,1.3564784191548824,3.9085159301757812
amber,aligned,The capital of France is,7,1.3716441057622433,4.072658538818359
amber,aligned,The capital of France is,8,1.2661508899182081,3.3803482055664062
amber,aligned,The capital of France is,9,1.1728255152702332,2.7148630619049072
amber,aligned,The capital of France is,10,1.1261246893554926,4.7140727043151855
amber,aligned,The capital of France is,11,1.0041293781250715,4.284245491027832
amber,aligned,The capital of France is,12,0.8970730719156563,2.0962743759155273
amber,aligned,The capital of France is,13,1.1043360931798816,4.256145477294922
amber,aligned,The capital of France is,14,0.9942154297605157,4.534669399261475
amber,aligned,The capital of France is,15,0.8988408911973238,4.362681865692139
amber,aligned,The capital of France is,16,0.8155680423369631,5.039048194885254
amber,aligned,The capital of France is,17,0.8735981324571185,5.758482933044434
amber,aligned,The capital of France is,18,0.8515385374048492,4.74857234954834
amber,aligned,The capital of France is,19,0.8063177834847011,5.480358600616455
amber,aligned,The capital of France is,20,1.0197768460202496,5.628873348236084
amber,aligned,The capital of France is,21,0.979976280592382,4.0465850830078125
amber,aligned,The capital of France is,22,0.9808384859934449,0.6265378594398499
amber,aligned,The capital of France is,23,0.8361336244270205,2.876112937927246
amber,aligned,The capital of France is,24,0.7480929021257907,1.5490155220031738
amber,aligned,The capital of France is,25,0.670529717579484,0.9708281755447388
amber,aligned,The capital of France is,26,0.7853578976355493,0.7099893689155579
amber,aligned,The capital of France is,27,0.8719684351235628,0.4697546064853668
amber,aligned,The capital of France is,28,0.809788370039314,0.9046134948730469
amber,aligned,The capital of France is,29,0.9328672252595425,2.940190315246582
amber,aligned,The capital of France is,30,0.6914218139718287,0.791066586971283
amber,aligned,The capital of France is,31,0.7889008282218128,3.218817710876465
amber,aligned,She loved him and hated him and wanted to,0,1.8065397205355112,7.183074951171875
amber,aligned,She loved him and hated him and wanted to,1,1.5005322096403688,5.9075140953063965
amber,aligned,She loved him and hated him and wanted to,2,1.5797697687521577,5.8658552169799805
amber,aligned,She loved him and hated him and wanted to,3,1.6509889643639326,3.6059188842773438
amber,aligned,She loved him and hated him and wanted to,4,1.698570467531681,3.4685559272766113
amber,aligned,She loved him and hated him and wanted to,5,1.882223304361105,4.5383806228637695
amber,aligned,She loved him and hated him and wanted to,6,1.9308678545057774,3.1176228523254395
amber,aligned,She loved him and hated him and wanted to,7,1.8761141179129481,4.469587802886963
amber,aligned,She loved him and hated him and wanted to,8,1.7445575781166553,4.795218467712402
amber,aligned,She loved him and hated him and wanted to,9,1.6920427083969116,4.872509002685547
amber,aligned,She loved him and hated him and wanted to,10,1.5009364485740662,4.6917829513549805
amber,aligned,She loved him and hated him and wanted to,11,1.4372128415852785,6.009441375732422
amber,aligned,She loved him and hated him and wanted to,12,1.358645848929882,4.707347869873047
amber,aligned,She loved him and hated him and wanted to,13,1.3724795263260603,4.473531723022461
amber,aligned,She loved him and hated him and wanted to,14,1.3128656446933746,3.573976516723633
amber,aligned,She loved him and hated him and wanted to,15,1.4223960563540459,3.9348015785217285
amber,aligned,She loved him and hated him and wanted to,16,1.24970884679351,4.844147682189941
amber,aligned,She loved him and hated him and wanted to,17,1.3627998671390742,5.579565525054932
amber,aligned,She loved him and hated him and wanted to,18,1.267952423542738,5.083353042602539
amber,aligned,She loved him and hated him and wanted to,19,1.1976813450455666,4.710748195648193
amber,aligned,She loved him and hated him and wanted to,20,1.249230545363389,4.92183780670166
amber,aligned,She loved him and hated him and wanted to,21,1.4531576936133206,5.233933448791504
amber,aligned,She loved him and hated him and wanted to,22,1.1126193534582853,4.212703704833984
amber,aligned,She loved him and hated him and wanted to,23,1.3807181832380593,1.1088947057724
amber,aligned,She loved him and hated him and wanted to,24,1.0313088377006352,6.0863189697265625
amber,aligned,She loved him and hated him and wanted to,25,1.1159437885507941,1.4107811450958252
amber,aligned,She loved him and hated him and wanted to,26,0.8370840889401734,2.923811435699463
amber,aligned,She loved him and hated him and wanted to,27,0.9846256049349904,2.870938539505005
amber,aligned,She loved him and hated him and wanted to,28,0.8567659924738109,0.7776787281036377
amber,aligned,She loved him and hated him and wanted to,29,0.8878723802044988,3.135563850402832
amber,aligned,She loved him and hated him and wanted to,30,0.9776908920612186,2.7852158546447754
amber,aligned,She loved him and hated him and wanted to,31,1.061248715268448,1.9729348421096802
amber,aligned,Our company cut our health benefits and increased ,0,1.5807802965282463,6.108200550079346
amber,aligned,Our company cut our health benefits and increased ,1,1.866401957347989,4.952947616577148
amber,aligned,Our company cut our health benefits and increased ,2,1.8590366425924003,3.032071352005005
amber,aligned,Our company cut our health benefits and increased ,3,2.024985456839204,6.114274024963379
amber,aligned,Our company cut our health benefits and increased ,4,2.0665891095995903,4.838637351989746
amber,aligned,Our company cut our health benefits and increased ,5,1.9973192028701305,2.8704938888549805
amber,aligned,Our company cut our health benefits and increased ,6,2.0780357159674168,5.578919410705566
amber,aligned,Our company cut our health benefits and increased ,7,2.0387575924396515,3.764035224914551
amber,aligned,Our company cut our health benefits and increased ,8,1.8798625878989697,6.313650608062744
amber,aligned,Our company cut our health benefits and increased ,9,1.9056745693087578,5.2802414894104
amber,aligned,Our company cut our health benefits and increased ,10,1.7581941243261099,5.1414289474487305
amber,aligned,Our company cut our health benefits and increased ,11,1.630594365298748,4.606878280639648
amber,aligned,Our company cut our health benefits and increased ,12,1.3833628930151463,4.8239030838012695
amber,aligned,Our company cut our health benefits and increased ,13,1.4516637828201056,5.481987476348877
amber,aligned,Our company cut our health benefits and increased ,14,1.2445426005870104,4.6757636070251465
amber,aligned,Our company cut our health benefits and increased ,15,1.4556267336010933,5.242152214050293
amber,aligned,Our company cut our health benefits and increased ,16,1.2890618076198734,5.64254903793335
amber,aligned,Our company cut our health benefits and increased ,17,1.2901487679448564,5.758060932159424
amber,aligned,Our company cut our health benefits and increased ,18,1.2632421854359563,5.1494646072387695
amber,aligned,Our company cut our health benefits and increased ,19,1.2075379029847682,5.680276870727539
amber,aligned,Our company cut our health benefits and increased ,20,1.1016100011038361,5.783228397369385
amber,aligned,Our company cut our health benefits and increased ,21,1.365454198938096,3.608811378479004
amber,aligned,Our company cut our health benefits and increased ,22,0.7488645289558917,6.18102502822876
amber,aligned,Our company cut our health benefits and increased ,23,1.1940780337899923,4.047806262969971
amber,aligned,Our company cut our health benefits and increased ,24,0.8400989039801061,3.1762359142303467
amber,aligned,Our company cut our health benefits and increased ,25,0.9329893654212356,3.577505588531494
amber,aligned,Our company cut our health benefits and increased ,26,0.8129151854664087,3.908320188522339
amber,aligned,Our company cut our health benefits and increased ,27,1.1111285355873406,3.7217094898223877
amber,aligned,Our company cut our health benefits and increased ,28,0.9877761825919151,0.14873316884040833
amber,aligned,Our company cut our health benefits and increased ,29,0.8862859774380922,3.0923056602478027
amber,aligned,Our company cut our health benefits and increased ,30,1.0536475244443864,3.960817337036133
amber,aligned,Our company cut our health benefits and increased ,31,1.1671963926637545,0.4849432408809662
amber,aligned,Management keeps ignoring our safety complaints at,0,1.439624567865394,6.267969608306885
amber,aligned,Management keeps ignoring our safety complaints at,1,1.7045760694891214,5.3776702880859375
amber,aligned,Management keeps ignoring our safety complaints at,2,1.7456932356581092,2.2304184436798096
amber,aligned,Management keeps ignoring our safety complaints at,3,1.885725636035204,5.910149097442627
amber,aligned,Management keeps ignoring our safety complaints at,4,1.8754311315715313,5.810515880584717
amber,aligned,Management keeps ignoring our safety complaints at,5,1.864404357969761,1.92628812789917
amber,aligned,Management keeps ignoring our safety complaints at,6,1.9400412291288376,5.186913967132568
amber,aligned,Management keeps ignoring our safety complaints at,7,1.9893967919051647,3.5358376502990723
amber,aligned,Management keeps ignoring our safety complaints at,8,1.8391093313694,5.768564224243164
