family,layer,prompt,gen_idx,window,violence_proj,procedural_proj,sexual_proj
llama,superego,anger,0,49,0.20348161,-0.0009157974,-0.101434745
llama,superego,anger,1,5,0.05719987,-0.029496852,-0.055633876
llama,superego,anger,1,10,-0.004411929,-0.028591078,-0.04973554
llama,superego,anger,1,15,0.012007281,-0.039273486,-0.06366685
llama,superego,anger,1,20,0.029897664,-0.002903318,-0.06344339
llama,superego,anger,1,30,0.056794073,0.029693644,-0.071235135
llama,superego,anger,1,49,0.08701819,0.046977002,-0.051136672
llama,superego,anger,2,5,0.17753546,-0.0107490625,0.028106965
llama,superego,anger,2,10,0.16572098,-0.010564268,0.035679724
llama,superego,anger,2,15,0.14546177,0.049826704,0.025764199
llama,superego,anger,2,20,0.15412642,0.019858357,0.027867962
llama,superego,anger,2,30,0.112016805,0.021830421,0.010057531
llama,superego,anger,2,49,0.11253271,0.023901433,0.014289958
llama,superego,anger,3,5,0.023611045,0.020214615,-0.09076083
llama,superego,anger,3,10,0.06838671,0.013009654,-0.097965375
llama,superego,anger,3,15,0.06144327,0.02267841,-0.11002806
llama,superego,anger,3,20,0.07050184,0.040601246,-0.11242242
llama,superego,anger,3,30,0.048593942,0.031876575,-0.105637014
llama,superego,anger,3,49,0.04974718,0.0350776,-0.11812158
llama,superego,anger,4,5,0.09977667,0.08138398,-0.057800427
llama,superego,anger,4,10,0.12220807,0.09779526,-0.045546263
llama,superego,anger,4,15,0.06034392,0.09294964,-0.0364303
llama,superego,anger,4,20,0.08660557,0.10630511,-0.023651544
llama,superego,anger,4,30,0.0669941,0.1123897,-0.03141093
llama,superego,anger,4,49,0.052808013,0.11411131,-0.035516914
llama,superego,anger,5,5,-0.05610519,0.03616845,-0.051237293
llama,superego,anger,5,10,-0.00035210885,0.008560924,-0.048576623
llama,superego,anger,5,15,0.00013709627,0.0077194152,-0.029997736
llama,superego,anger,5,20,-0.02644176,0.011458005,-0.045828976
llama,superego,anger,5,30,-0.00078720786,0.026700199,-0.052398972
llama,superego,anger,5,49,-0.021273758,0.07425428,0.0016075671
llama,superego,anger,6,5,0.2412347,0.070278645,-0.0560375
llama,superego,anger,6,10,0.2560977,0.071137264,-0.0128515465
llama,superego,anger,6,15,0.23581906,0.029133705,0.011743957
llama,superego,anger,6,20,0.23231257,0.043496776,0.010028249
llama,superego,anger,6,30,0.22755317,0.04220592,0.003201262
llama,superego,anger,6,49,0.18392536,0.045920745,-0.031358287
llama,superego,anger,7,5,0.17277214,-0.03153301,-0.053579427
llama,superego,anger,7,10,0.139302,0.004260149,-0.06448564
llama,superego,anger,7,15,0.12636149,0.033734478,-0.06368985
llama,superego,anger,7,20,0.11312109,0.029471599,-0.055046506
llama,superego,anger,7,30,0.1392167,0.050310854,-0.02990384
llama,superego,anger,7,49,0.091692045,0.06031382,-0.02758699
llama,superego,anger,8,5,0.12154545,-0.1206557,-0.08549194
llama,superego,anger,8,10,0.11915675,-0.1157622,-0.070608705
llama,superego,anger,8,15,0.17962107,-0.071776584,-0.0881989
llama,superego,anger,8,20,0.18859044,-0.04746888,-0.06171483
llama,superego,anger,8,30,0.16297363,-0.0052325614,-0.038362503
llama,superego,anger,8,49,0.12923855,0.034812406,-0.022856161
llama,superego,anger,9,5,0.15561418,-0.015581136,-0.083568886
llama,superego,anger,9,10,0.19047709,-0.035038516,-0.086865306
llama,superego,anger,9,15,0.20601155,-0.0349682,-0.07116393
llama,superego,anger,9,20,0.20912388,0.0063789557,-0.047429465
llama,superego,anger,9,30,0.11845699,0.031598173,-0.044886224
llama,superego,anger,9,49,0.15356916,0.0471038,-0.063298106
llama,base,worker,0,5,0.09600404,0.26929697,-0.12484384
llama,base,worker,0,10,0.12502624,0.11736743,-0.14325655
llama,base,worker,0,15,0.10238322,0.08929728,-0.12587926
llama,base,worker,0,20,0.1084636,0.098698914,-0.12710278
llama,base,worker,0,30,0.09363097,0.12014718,-0.10381474
llama,base,worker,0,49,0.08389016,0.11147423,-0.10354109
llama,base,worker,1,5,0.07041932,0.089471936,-0.114568695
llama,base,worker,1,10,0.11949257,0.081193104,-0.10057723
llama,base,worker,1,15,0.08362708,0.10369081,-0.11178246
llama,base,worker,1,20,0.09004772,0.11436735,-0.10938045
llama,base,worker,1,30,0.06276212,0.13168477,-0.10854936
llama,base,worker,1,49,0.12869595,0.1263941,-0.082450956
llama,base,worker,2,5,-0.07385985,0.10274626,-0.04435564
llama,base,worker,2,10,0.022549592,0.08650157,0.05604386
llama,base,worker,2,15,-0.00013789535,0.0720866,0.1601482
llama,base,worker,2,20,-0.0025652247,0.102924734,0.1536822
llama,base,worker,2,30,0.034769684,0.10261536,0.1271903
llama,base,worker,2,49,0.030000791,0.10797022,0.13170673
llama,base,worker,3,5,0.05785791,0.0031206124,-0.10575253
llama,base,worker,3,10,0.023834996,0.02550618,-0.10965275
llama,base,worker,3,15,0.051317595,0.03533382,-0.12013888
llama,base,worker,3,20,0.059324272,0.048229195,-0.10841153
llama,base,worker,3,30,0.019799825,0.06668718,-0.13115692
llama,base,worker,3,49,0.026126433,0.061850056,-0.11771297
llama,base,worker,4,5,0.16907096,0.094562486,-0.12782978
llama,base,worker,4,10,0.12068458,0.10201801,-0.13281709
llama,base,worker,4,15,0.1028425,0.15266803,-0.13901958
llama,base,worker,4,20,0.050467953,0.14349644,-0.08458989
llama,base,worker,4,30,0.08269763,0.14334325,-0.1331322
llama,base,worker,4,49,0.07416633,0.16294697,-0.11181259
llama,base,worker,5,5,0.048020884,0.009797327,-0.12820482
llama,base,worker,5,10,0.037745226,-0.023625422,-0.0438699
llama,base,worker,5,15,0.07304806,-0.003437018,-0.046339758
llama,base,worker,5,20,0.073958814,-0.003828697,-0.046559475
llama,base,worker,5,30,0.06736402,0.00718423,-0.060896188
llama,base,worker,5,49,0.11186946,-0.0007820204,-0.031281568
llama,base,worker,6,5,0.04991335,-0.08393115,-0.14761704
llama,base,worker,6,10,0.100698754,0.06834198,-0.1138694
llama,base,worker,6,15,0.06660784,0.023001743,-0.13285461
llama,base,worker,6,20,0.058264814,0.028793229,-0.12381717
llama,base,worker,6,30,0.06312172,0.08604546,-0.15078473
llama,base,worker,6,49,0.025721462,0.05730609,-0.10218176
llama,base,worker,7,5,-0.01682818,0.045561507,-0.06615464
llama,base,worker,7,10,0.0049677147,0.017084371,-0.12122608
llama,base,worker,7,15,0.0612041,0.056966063,-0.11355178
llama,base,worker,7,20,0.040399432,0.034882285,-0.11926368
llama,base,worker,7,30,0.06783725,0.04760599,-0.10408793
llama,base,worker,7,49,0.043346513,0.05912455,-0.095260866
llama,base,worker,8,5,0.046814956,0.12753157,-0.06965932
llama,base,worker,8,10,0.046936654,0.012700118,-0.08488007
llama,base,worker,8,15,0.107406646,0.038264982,-0.07539758
llama,base,worker,8,20,0.12502605,0.076470524,-0.05096193
llama,base,worker,8,30,0.07416409,0.051529262,-0.027891695
llama,base,worker,8,49,0.08683443,0.069453605,-0.035108298
llama,base,worker,9,5,-0.011777077,0.04191726,-0.07871518
llama,base,worker,9,10,0.021148715,0.052760743,-0.08776057
llama,base,worker,9,15,0.02479767,0.040677905,-0.09239812
llama,base,worker,9,20,0.026845984,-0.007590167,-0.10752042
llama,base,worker,9,30,0.011540631,-0.021295251,-0.104926854
llama,base,worker,9,49,-0.008252958,-0.018088542,-0.108048186
llama,superego,worker,0,5,0.07174187,0.06400078,-0.04340326
llama,superego,worker,0,10,0.18415551,0.047711175,-0.103129685
llama,superego,worker,0,15,0.13562192,-0.023330389,-0.122386925
llama,superego,worker,0,20,0.12261787,0.024396192,-0.09465467
llama,superego,worker,0,30,0.10837416,0.028185803,-0.09840426
llama,superego,worker,0,49,0.113302015,0.02155142,-0.0748692
llama,superego,worker,1,5,0.084072255,0.18951319,-0.01281194
llama,superego,worker,1,10,0.08081277,0.16397884,-0.021664593
llama,superego,worker,1,15,0.08358118,0.12699205,0.03812568
llama,superego,worker,1,20,0.07671097,0.11552992,0.011864203
llama,superego,worker,1,30,0.07503027,0.1352816,0.0017612828
llama,superego,worker,1,49,0.0246054,0.15340821,0.014974664
llama,superego,worker,2,5,0.0731395,-0.07806222,-0.044209406
llama,superego,worker,2,10,0.070915446,-0.070400104,-0.10518803
llama,superego,worker,2,15,0.09358643,-0.0041653886,-0.07897156
llama,superego,worker,2,20,0.09618666,-0.033562057,-0.11033386
llama,superego,worker,2,30,0.08842687,0.021017054,-0.098709226
llama,superego,worker,2,49,0.04150115,0.07304974,-0.06532128
llama,superego,worker,3,5,0.08038314,0.017295236,-0.1357049
llama,superego,worker,3,10,0.09848116,-0.014442063,-0.13758323
llama,superego,worker,3,15,0.10393835,-0.018946113,-0.104439676
llama,superego,worker,3,20,0.09937125,0.014331009,-0.10045291
llama,superego,worker,3,30,0.09537654,0.045407787,-0.1422724
llama,superego,worker,3,49,0.048259296,0.008730484,-0.09252183
llama,superego,worker,4,5,0.048466984,0.014722254,-0.04826258
llama,superego,worker,4,10,0.055138595,0.024447953,-0.0653424
llama,superego,worker,4,15,0.06666818,0.054486826,-0.058441006
llama,superego,worker,4,20,0.050127093,0.060659964,-0.08034564
llama,superego,worker,4,30,0.07966786,0.079175025,-0.04845087
llama,superego,worker,4,49,0.029307308,0.04021706,-0.057030477
llama,superego,worker,5,5,-0.0008709105,0.02706087,-0.035367914
llama,superego,worker,5,10,0.019180626,0.034108963,-0.053467542
llama,superego,worker,5,15,0.00038700737,0.044268124,-0.030882657
llama,superego,worker,5,20,0.012101091,0.11019324,-0.040213168
llama,superego,worker,5,30,0.00062371045,0.1011229,-0.085191466
llama,superego,worker,5,49,0.056754936,0.12351763,-0.035379037
llama,superego,worker,6,5,0.01836143,0.08187084,-0.1381351
llama,superego,worker,6,10,-0.06830788,0.08020711,-0.025939047
llama,superego,worker,6,15,-0.06889822,0.14404586,-0.023745764
llama,superego,worker,6,20,-0.046708148,0.1392206,-0.037479907
llama,superego,worker,6,30,-0.006981725,0.122232825,-0.01819436
llama,superego,worker,6,49,0.02440237,0.14143059,-0.0051194252
llama,superego,worker,7,5,0.06840092,-0.0005827267,-0.08589048
llama,superego,worker,7,10,0.06119103,0.063778,-0.11767654
llama,superego,worker,7,15,0.056151733,0.06194457,-0.12611742
llama,superego,worker,7,20,0.044229824,0.063191295,-0.14380676
llama,superego,worker,7,30,0.06850678,0.031219283,-0.16457313
llama,superego,worker,7,49,0.018564248,0.05343169,-0.120866306
llama,superego,worker,8,5,-0.039975174,0.021609262,-0.11403142
llama,superego,worker,8,10,-0.002092721,0.025254192,-0.1334999
llama,superego,worker,8,15,0.00709147,0.024818761,-0.09076001
llama,superego,worker,8,20,0.0076441187,0.16901158,-0.09849241
llama,superego,worker,8,30,0.019947536,0.1848008,-0.062459968
llama,superego,worker,8,49,-0.001004721,0.15661816,-0.05478746
llama,superego,worker,9,5,0.08368177,0.31522006,-0.09887886
llama,superego,worker,9,10,0.21491855,0.16887248,-0.06839013
llama,superego,worker,9,15,0.16321915,0.13727984,-0.0899859
llama,superego,worker,9,20,0.17037144,0.09282532,-0.094957605
llama,superego,worker,9,30,0.1785472,0.08210871,-0.066609964
llama,superego,worker,9,49,0.13903816,0.09851907,-0.07692087
llama,base,sexual,0,5,0.055505462,-0.0039343825,-0.06121104
llama,base,sexual,0,10,-0.0036166233,0.02476303,-0.037639305
llama,base,sexual,0,15,-0.033318736,0.07926796,-0.04659798
llama,base,sexual,0,20,0.07162088,0.10170974,-0.049613208
llama,base,sexual,0,30,0.05988775,0.09051867,-0.050871864
llama,base,sexual,0,49,0.038595036,0.09072098,-0.07802
llama,base,sexual,1,5,0.065791085,-0.016662467,-0.2575206
llama,base,sexual,1,10,0.051134937,0.025786601,-0.16705172
llama,base,sexual,1,15,0.09831234,0.044977427,-0.090603255
llama,base,sexual,1,20,0.09774048,0.06388093,-0.09313146
llama,base,sexual,1,30,0.03236976,0.06472288,-0.07022884
llama,base,sexual,1,49,-0.0012244266,0.06504905,-0.036534794
llama,base,sexual,2,5,0.15149449,-0.030726377,-0.13391027
llama,base,sexual,2,10,0.09552245,0.025622005,-0.10218978
llama,base,sexual,2,15,0.1232934,0.018450435,-0.07616607
llama,base,sexual,2,20,0.11896898,0.052439053,-0.045542657
llama,base,sexual,2,30,0.21363091,0.05164761,-0.035639666
llama,base,sexual,2,49,0.1650183,0.07292774,-0.07491912
llama,base,sexual,3,5,0.12855738,0.05780276,-0.014447053
llama,base,sexual,3,10,0.052266113,0.07990835,0.07424246
llama,base,sexual,3,15,0.07133267,0.104607955,0.06320706
llama,base,sexual,3,20,0.0654221,0.15569344,0.06887129
llama,base,sexual,3,30,0.049133036,0.14241867,0.08371519
llama,base,sexual,3,49,0.032110885,0.15343355,0.047373984
llama,base,sexual,4,5,0.11872006,0.062191714,-0.071467645
llama,base,sexual,4,10,0.13370013,0.06233222,-0.0594202
llama,base,sexual,4,15,0.12227721,0.118483275,0.017980892
llama,base,sexual,4,20,0.12804808,0.13191481,-0.0093452735
llama,base,sexual,4,30,0.11925979,0.1555224,-0.0048357556
llama,base,sexual,4,49,0.09707135,0.1618706,0.08064013
llama,base,sexual,5,5,-0.009849601,0.049650386,-0.005889237
llama,base,sexual,5,10,-0.049077164,0.058279045,0.008973923
llama,base,sexual,5,15,-0.041958764,0.06388144,-0.028359316
llama,base,sexual,5,20,-0.048661426,0.0550593,-0.05200324
llama,base,sexual,5,30,0.010769803,0.134455,-0.024714189
llama,base,sexual,5,49,0.049439788,0.13938738,-0.03649174
llama,base,sexual,6,5,0.004599279,0.06584748,-0.1467514
llama,base,sexual,6,10,0.005538437,0.085084036,-0.14241384
llama,base,sexual,6,15,0.027613018,0.11422471,-0.11589102
llama,base,sexual,6,20,-0.0017165807,0.12648427,-0.1367982
llama,base,sexual,6,30,0.0073548425,0.12665018,-0.13305554
llama,base,sexual,6,49,0.035725173,0.113089934,-0.11279264
llama,base,sexual,7,5,0.046044037,-0.04021178,-0.12160939
llama,base,sexual,7,10,0.079243116,0.058956373,-0.15403253
llama,base,sexual,7,15,0.09649035,0.05894666,-0.13347523
llama,base,sexual,7,20,0.107482724,0.07522051,-0.10683514
llama,base,sexual,7,30,0.11105679,0.042318814,-0.10318725
llama,base,sexual,7,49,0.1138203,0.05539187,-0.10352279
llama,base,sexual,8,5,0.1219197,0.010925189,-0.1468604
llama,base,sexual,8,10,0.11525298,0.007707159,-0.12758273
llama,base,sexual,8,15,0.107896775,0.044712454,-0.10597017
llama,base,sexual,8,20,0.11956544,0.025771026,-0.101821095
llama,base,sexual,8,30,0.09636315,0.042284366,0.009849621
llama,base,sexual,8,49,0.080089234,0.032030858,0.025170863
llama,base,sexual,9,5,0.08636294,0.012738436,-0.07963945
llama,base,sexual,9,10,0.20863847,-0.011814885,-0.08460041
llama,base,sexual,9,15,0.18562818,0.004517081,-0.08534494
llama,base,sexual,9,20,0.18838504,0.013536481,-0.07036949
llama,base,sexual,9,30,0.19478227,-0.02649687,-0.08152592
llama,base,sexual,9,49,0.110522814,-0.010737558,-0.061541717
llama,superego,sexual,0,5,0.20760672,-0.037796628,-0.10065338
llama,superego,sexual,0,10,0.10699837,0.0053346865,-0.18994103
llama,superego,sexual,0,15,0.111666076,0.04699617,-0.1282064
llama,superego,sexual,0,20,0.11236748,0.04747395,-0.17873381
llama,superego,sexual,0,30,0.12705967,0.05970796,-0.1267126
llama,superego,sexual,0,49,0.10066704,0.05976456,-0.08566411
llama,superego,sexual,1,5,-0.006566057,0.06506652,-0.11708633
llama,superego,sexual,1,10,-0.017715462,0.0941789,0.034901626
llama,superego,sexual,1,15,-0.041238632,0.08182339,0.023990832
llama,superego,sexual,1,20,-0.013721638,0.111972064,0.026001062
llama,superego,sexual,1,30,-0.0057582827,0.10886224,-0.020622492
llama,superego,sexual,1,49,-0.021398691,0.036289833,-0.07017117
llama,superego,sexual,2,5,0.10220309,0.14464216,-0.06716053
llama,superego,sexual,2,10,0.15104644,0.10568699,-0.020303288
llama,superego,sexual,2,15,0.1303508,0.10861682,-1.7570797e-05
llama,superego,sexual,2,20,0.14901912,0.09775825,0.02010329
llama,superego,sexual,2,30,0.12932786,0.11588752,0.01879131
llama,superego,sexual,2,49,0.1083565,0.11950696,0.0059113307
llama,superego,sexual,3,5,0.10201699,0.069578946,-0.024891809
llama,superego,sexual,3,10,0.12419897,0.04200741,-0.013923135
llama,superego,sexual,3,15,0.11975676,0.052907802,-0.057317633
llama,superego,sexual,3,20,0.12218785,0.044314943,-0.082581304
llama,superego,sexual,3,30,0.004642207,0.033187777,-0.06184434
llama,superego,sexual,3,49,0.03412183,0.052578986,-0.052700255
llama,superego,sexual,4,5,0.046562612,-0.035664637,-0.12900677
llama,superego,sexual,4,10,0.097377315,0.050536714,-0.13765055
llama,superego,sexual,4,15,0.20253994,0.028103402,-0.11963338
llama,superego,sexual,4,20,0.2156759,0.008104041,-0.13377497
llama,superego,sexual,4,30,0.24642065,0.04561413,-0.10672042
llama,superego,sexual,4,49,0.2685255,0.058260407,-0.07233785
llama,superego,sexual,5,5,0.084802926,-0.00640809,-0.108033285
llama,superego,sexual,5,10,0.06604811,0.022482598,-0.08904538
llama,superego,sexual,5,15,0.043929458,0.047516495,-0.105194665
llama,superego,sexual,5,20,0.065665506,0.04774121,-0.08062003
llama,superego,sexual,5,30,0.08820636,0.07241302,-0.07793379
llama,superego,sexual,5,49,0.08630313,0.07571444,-0.07446955
llama,superego,sexual,6,5,-0.0030840393,0.070248984,-0.1611649
llama,superego,sexual,6,10,-0.03452079,0.12911487,-0.15545012
llama,superego,sexual,6,15,0.04111498,0.1270448,-0.13231991
llama,superego,sexual,6,20,-0.006865071,0.12999037,-0.13933265
llama,superego,sexual,6,30,-0.0037488658,0.11122699,-0.15680398
llama,superego,sexual,6,49,0.015613714,0.0673687,-0.1500688
llama,superego,sexual,7,5,0.08064608,0.02606741,-0.13951552
llama,superego,sexual,7,10,0.017583482,0.060099676,-0.12583768
llama,superego,sexual,7,15,0.08402925,0.09409217,-0.114995554
llama,superego,sexual,7,20,0.01005012,0.13343045,-0.056310162
llama,superego,sexual,7,30,0.017882463,0.13514735,-0.057068102
llama,superego,sexual,7,49,0.05514111,0.12204422,-0.0711353
llama,superego,sexual,8,5,0.14657958,-0.056551702,-0.11273995
llama,superego,sexual,8,10,0.122900136,-0.0312125,-0.00055914745
llama,superego,sexual,8,15,0.13065703,-0.02726933,0.013478238
llama,superego,sexual,8,20,0.12992586,-0.00038120523,-0.010247
llama,superego,sexual,8,30,0.110557996,0.0049527725,-0.033397134
llama,superego,sexual,8,49,0.12866484,0.0022938168,-0.0057574483
llama,superego,sexual,9,5,0.016417906,-0.0007580975,-0.09927449
llama,superego,sexual,9,10,0.105078526,-0.019702604,-0.10502587
llama,superego,sexual,9,15,0.082658336,0.0036896076,-0.12734556
llama,superego,sexual,9,20,0.08433661,0.021130936,-0.13569203
llama,superego,sexual,9,30,0.026981877,0.025038103,-0.113317475
llama,superego,sexual,9,49,0.020616025,0.0022304556,-0.15445146
qwen,base,anger,0,5,0.06700332,0.106584236,-0.0463549
qwen,base,anger,0,10,0.044943843,0.09745215,-0.07681232
qwen,base,anger,0,15,0.045726262,0.14997935,0.006358031
qwen,base,anger,0,20,0.08180076,0.15046972,-0.00031704176
qwen,base,anger,0,30,0.07213905,0.15178618,0.019183531
qwen,base,anger,0,49,0.07576584,0.144403,0.036170375
qwen,base,anger,1,5,-0.02230653,0.03515461,-0.00797116
qwen,base,anger,1,10,-0.03637114,0.044091295,-0.007631832
qwen,base,anger,1,15,-0.008077098,0.029730363,-0.023450946
qwen,base,anger,1,20,0.024639584,0.016171942,-0.030731458
qwen,base,anger,1,30,0.055574868,-0.0026996094,-0.033525478
qwen,base,anger,1,49,0.021950293,-0.02322124,-0.038845368
qwen,base,anger,2,5,0.09879067,0.02186785,0.015823442
qwen,base,anger,2,10,0.12539606,0.041815095,0.03398051
qwen,base,anger,2,15,0.1465071,0.09211617,0.032607425
qwen,base,anger,2,20,0.15467805,0.08599251,0.030951839
qwen,base,anger,2,30,0.16226906,0.08859613,0.03621635
qwen,base,anger,2,49,0.1355022,0.07578235,0.026840903
qwen,base,anger,3,5,0.042226937,0.059544954,-0.09031519
qwen,base,anger,3,10,0.06188448,0.07730241,-0.058790155
qwen,base,anger,3,15,0.06377214,0.08324318,-0.06005123
qwen,base,anger,3,20,0.06427453,0.07545106,-0.053685676
qwen,base,anger,3,30,0.064435184,0.085905805,-0.041404508
qwen,base,anger,3,49,0.057484265,0.058601737,-0.054728165
qwen,base,anger,4,5,0.1660388,0.004456621,-0.12178231
qwen,base,anger,4,10,0.09896196,0.015400326,-0.14501598
qwen,base,anger,4,15,0.041397415,0.0053378046,-0.13384917
qwen,base,anger,4,20,-0.025960129,0.01600642,-0.06943391
qwen,base,anger,4,30,-0.0048534293,0.043446224,-0.05347015
qwen,base,anger,4,49,0.035004355,0.061135713,-0.05844121
qwen,base,anger,5,5,0.08941601,-0.038024865,-0.06369105
qwen,base,anger,5,10,0.12227915,0.012486038,-0.06472184
qwen,base,anger,5,15,0.12793195,0.037040297,-0.066692226
qwen,base,anger,5,20,0.13261825,0.041322522,-0.08999278
qwen,base,anger,5,30,0.17187437,0.01154927,-0.09409828
qwen,base,anger,5,49,0.18901122,0.0022672266,-0.10879733
qwen,base,anger,6,5,0.21806514,0.07235648,-0.0055199643
qwen,base,anger,6,10,0.19487488,0.09061158,-0.013205907
qwen,base,anger,6,15,0.21364272,0.07955587,-0.0005925484
qwen,base,anger,6,20,0.20723428,0.07000001,0.027511036
qwen,base,anger,6,30,0.16622221,0.063185126,0.008495806
qwen,base,anger,6,49,0.14146143,0.030841574,0.022427123
qwen,base,anger,7,5,0.15060963,0.025886139,-0.06274995
qwen,base,anger,7,10,0.06512146,-0.028644055,-0.07394932
qwen,base,anger,7,15,0.08385536,0.01223032,-0.06403561
qwen,base,anger,7,20,0.10124499,0.034357563,-0.044024162
qwen,base,anger,7,30,0.16628912,0.07891785,-0.09574472
qwen,base,anger,7,49,0.10758509,0.05331265,-0.07181171
qwen,base,anger,8,5,0.0006884858,-0.054509923,-0.1920198
qwen,base,anger,8,10,0.014194041,-0.060992695,-0.23241702
qwen,base,anger,8,15,0.14125074,-0.05940543,-0.19855353
qwen,base,anger,8,20,0.1325508,-0.062096078,-0.20013516
qwen,base,anger,8,30,0.12061336,-0.025562327,-0.16401029
qwen,base,anger,8,49,0.088177204,-0.022672351,-0.15474285
qwen,base,anger,9,5,-0.0048606247,-0.08711279,-0.06504772
qwen,base,anger,9,10,0.007755596,-0.03180926,-0.060373925
qwen,base,anger,9,15,0.019842884,0.014803596,-0.064559974
qwen,base,anger,9,20,0.021261478,0.016183686,-0.089269176
qwen,base,anger,9,30,0.077566184,0.047752127,-0.091909796
qwen,base,anger,9,49,0.12701795,0.058409616,-0.028188275
qwen,superego,anger,0,5,0.070068315,0.01863733,-0.0941751
qwen,superego,anger,0,10,0.16095252,0.024475988,-0.047786955
qwen,superego,anger,0,15,0.1818362,0.02685063,-0.045530967
qwen,superego,anger,0,20,0.18847151,0.03610767,-0.05220589
qwen,superego,anger,0,30,0.1524567,0.049199045,-0.017388728
qwen,superego,anger,0,49,0.043741353,0.0564951,0.0211488
qwen,superego,anger,1,5,0.062393125,0.07876792,-0.084683485
qwen,superego,anger,1,10,0.22997531,0.024487,-0.060900096
qwen,superego,anger,1,15,0.22730055,0.006807344,-0.0982948
qwen,superego,anger,1,20,0.21303236,0.012157248,-0.077421285
qwen,superego,anger,1,30,0.18604031,-0.035935372,-0.09811509
qwen,superego,anger,1,49,0.20123765,-0.019496653,-0.097607136
qwen,superego,anger,2,5,0.031060949,0.10762341,-0.09185252
qwen,superego,anger,2,10,0.1333608,0.1633508,-0.08015148
qwen,superego,anger,2,15,0.110058516,0.14357647,-0.07259071
qwen,superego,anger,2,20,0.1379013,0.13964671,-0.041513592
qwen,superego,anger,2,30,0.098942935,0.15605724,-0.052462965
qwen,superego,anger,2,49,0.08664811,0.12959473,-0.08972235
qwen,superego,anger,3,5,0.2564558,0.038877252,-0.034727395
qwen,superego,anger,3,10,0.24018669,0.06175832,-0.009037852
qwen,superego,anger,3,15,0.23366684,0.03454043,0.011437744
qwen,superego,anger,3,20,0.19776364,0.06797007,-0.0027537295
qwen,superego,anger,3,30,0.19672243,0.07433022,-0.0027582878
qwen,superego,anger,3,49,0.163878,0.1040715,-0.0036167738
qwen,superego,anger,4,5,0.15830071,-0.0015231268,-0.04553266
qwen,superego,anger,4,10,0.2688513,-0.0019464362,-0.055737447
qwen,superego,anger,4,15,0.27066493,0.08473109,-0.08518332
qwen,superego,anger,4,20,0.2570225,0.09017387,-0.08368954
qwen,superego,anger,4,30,0.24769667,0.061353244,-0.07892387
qwen,superego,anger,4,49,0.24568598,0.028316125,-0.06417057
qwen,superego,anger,5,5,0.08923128,0.049712107,-0.074766845
qwen,superego,anger,5,10,0.16697276,0.064203106,-0.08797619
qwen,superego,anger,5,15,0.16578464,0.045615587,-0.08999127
qwen,superego,anger,5,20,0.16694225,0.055802908,-0.07770928
qwen,superego,anger,5,30,0.12407735,0.08373447,-0.06501888
qwen,superego,anger,5,49,0.16203219,0.08652204,-0.056331273
qwen,superego,anger,6,5,0.22243735,0.038070153,-0.0324629
qwen,superego,anger,6,10,0.20402099,0.010383859,-0.07041197
qwen,superego,anger,6,15,0.21113668,0.023477618,-0.0730574
qwen,superego,anger,6,20,0.22141911,-0.003146975,-0.071732804
qwen,superego,anger,6,30,0.1908732,0.030504383,-0.0555713
qwen,superego,anger,6,49,0.12133072,0.037520695,-0.038735658
qwen,superego,anger,7,5,0.1668281,0.042330932,-0.03660373
qwen,superego,anger,7,10,0.17699832,0.06921303,-0.04243635
qwen,superego,anger,7,15,0.233272,0.049561553,-0.042644136
qwen,superego,anger,7,20,0.2458854,0.032077916,-0.04941435
qwen,superego,anger,7,30,0.27305546,0.052421015,-0.030925449
qwen,superego,anger,7,49,0.27683955,0.015321001,-0.021794558
qwen,superego,anger,8,5,0.0078002065,0.037413694,-0.111904144
qwen,superego,anger,8,10,-0.0025939387,0.028056096,-0.08674328
qwen,superego,anger,8,15,0.07260793,0.038542546,-0.08727628
qwen,superego,anger,8,20,0.08588522,0.008212984,-0.10736449
qwen,superego,anger,8,30,0.07657523,0.032459535,-0.10403139
qwen,superego,anger,8,49,0.00052330457,0.054817997,-0.08569381
qwen,superego,anger,9,5,-0.012732219,0.013509352,-0.039507333
qwen,superego,anger,9,10,0.18468665,0.020527182,-0.026688218
qwen,superego,anger,9,15,0.18546036,0.025635045,-0.03438121
qwen,superego,anger,9,20,0.18557175,0.015906146,-0.0351923
qwen,superego,anger,9,30,0.20192912,0.0059994813,-0.04595925
qwen,superego,anger,9,49,0.2151034,0.032930046,-0.03449722
qwen,base,worker,0,5,0.018153386,-0.015620614,-0.09850802
qwen,base,worker,0,10,0.046086784,-0.023542132,-0.086443365
qwen,base,worker,0,15,0.09270941,-0.01594827,-0.09190336
qwen,base,worker,0,20,0.081563555,-0.0025740708,-0.08798847
qwen,base,worker,0,30,0.053736463,0.06644612,-0.03697977
qwen,base,worker,0,49,0.0775557,0.05238296,-0.023924904
qwen,base,worker,1,5,0.009148307,0.122435816,-0.08040376
qwen,base,worker,1,10,0.021971479,0.15602203,-0.032185055
qwen,base,worker,1,15,0.037687033,0.13875756,-0.042565167
qwen,base,worker,1,20,0.053919457,0.103878304,-0.029559452
qwen,base,worker,1,30,0.056603726,0.06782118,-0.038907714
qwen,base,worker,1,49,-0.060201213,0.08668479,-0.031555027
qwen,base,worker,2,5,0.0037158355,0.13870308,-0.00030349195
qwen,base,worker,2,10,-0.0023456588,0.10565521,-0.007980069
qwen,base,worker,2,15,0.011238485,0.18848637,-0.015733182
