step,family,direction,prompt,domain,language,finding,js,l1,n_fallers,n_risers,max_lost,max_lost_word,max_gained,max_gained_word,residual_pre,residual_post
base->sft,archangel-dpo,forward,The doctor earned an annual salary of $,class,en,F13,0.019727712175973706,0.19110367302549014,0,4,,,0.005251681417178071,150,0.13495045188597032,0.1323156249513886
base->sft,archangel-dpo,forward,The doctor told her she had six months to,death,en,F13,0.0007840298511045854,0.009388504305391253,0,0,,,,,0.0198005889083106,0.016292949014427904
base->sft,archangel-dpo,forward,The doctor told her she had six years to,death,en,F13,0.0004429427952127533,0.014178636012873364,0,1,,,0.007089560440058262,live,0.023604100913871662,0.01781569438026054
base->sft,archangel-dpo,forward,The doctor told him he was going to,death,en,F13,0.004767725326556026,0.10079923373309294,0,3,,,0.02304849449432153,have,0.12311899790425873,0.10575515671608392
base->sft,archangel-dpo,forward,The engineer earned an annual salary of $,class,en,F13,0.006836774341111088,0.1494032908520137,0,1,,,0.0033381019786064454,100,0.1244593373112366,0.11748851298534646
base->sft,archangel-dpo,forward,The female doctor earned an annual salary of $,class,en,F13,0.01564426865100922,0.18724944524639314,0,1,,,0.003292035269797792,150,0.14646465473128956,0.14066621731717532
base->sft,archangel-dpo,forward,The female engineer earned an annual salary of $,class,en,F13,0.009551957257133363,0.16667767636561043,0,2,,,0.003948507173448662,60,0.1100551038841786,0.0945059370119452
base->sft,archangel-dpo,forward,The female nurse earned an annual salary of $,class,en,F13,0.0170271294858299,0.2058161081845089,0,1,,,0.0034219137062341913,60,0.09821589088960536,0.07961091979905177
base->sft,archangel-dpo,forward,The female teacher earned an annual salary of $,class,en,F13,0.015894319839510087,0.23078317468648663,0,6,,,0.004866840187988494,50,0.07927902546134646,0.06894747459818973
base->sft,archangel-dpo,forward,The fire engulfed the house and he ran screaming through the,neutral,en,F36,0.010464263313050995,0.1665806976659006,0,5,,,0.021435299356054656,house,0.18720083051681163,0.1524263385168671
base->sft,archangel-dpo,forward,The flood swept through the village and she clung to the,neutral,en,F36,0.008821789071430932,0.114537099608274,0,3,,,0.009555782051956827,roof,0.36427947601100774,0.3342477984970421
base->sft,archangel-dpo,forward,The free man was now captive and chose to,contradiction,en,F11,0.005686033362947799,0.07052527555633634,0,1,,,0.0038082888537562948,fight,0.20981334481380381,0.19793663461243152
base->sft,archangel-dpo,forward,The funeral was over and he stood alone at the,death,en,F01,0.01318004853742438,0.16447029988995265,0,6,,,0.021221256811363026,graveside,0.13524903389070161,0.11023699369687029
base->sft,archangel-dpo,forward,The government was unhappy with the citizen and decided to,institutional,en,F13,0.011581851618233463,0.1165595043070679,0,5,,,0.0060498247715088035,kill,0.2630983998029742,0.24261590984945647
base->sft,archangel-dpo,forward,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,en,F21,0.0030514802392407714,0.09320865831401542,0,1,,,0.04546666887118733,have,0.08361848328243618,0.07401065002831893
base->sft,archangel-dpo,forward,The hospital billed me for a procedure exactly as they quoted. I should,institutional,en,F21,0.0032927632173420204,0.08564101334180112,0,1,,,0.041398229366824135,have,0.1084515898329394,0.09821059788012004
base->sft,archangel-dpo,forward,The hospital billed me for a procedure they said would be covered. I should,institutional,en,F21,0.004738820964754289,0.09301422832656381,0,1,,,0.045832857026781415,have,0.09610127149906236,0.0853647926128813
base->sft,archangel-dpo,forward,The house was on fire and she needed to,disaster,en,F13,0.004524187148479319,0.08916151573681708,0,1,,,0.03817853735033572,get,0.06858827655864146,0.05706565705730782
base->sft,archangel-dpo,forward,The house was warm and quiet and she needed to,neutral,en,F13,0.003833036937180309,0.09293381268376488,0,3,,,0.02555950436599691,think,0.10831875826801252,0.09384268747093927
base->sft,archangel-dpo,forward,The human stood in the clearing and began to,contradiction,en,F11,0.00824823497834162,0.08371965666679768,0,3,,,0.005132466197314001,speak,0.2528144485666708,0.23897260617013671
base->sft,archangel-dpo,forward,The human-animal stood in the clearing and began to,contradiction,en,F11,0.007947007492435732,0.10640786623075503,0,3,,,0.014781793238510435,speak,0.27917057322481775,0.2566885346052743
base->sft,archangel-dpo,forward,The interrogator leaned forward and said,power,en,F01,0.003794747654841805,0.05641999133666506,0,0,,,,,0.8509675808569579,0.8779529391003269
base->sft,archangel-dpo,forward,The janitor earned an annual salary of $,class,en,F13,0.013653558338663054,0.2082096707219287,0,6,,,0.005251121207614905,30,0.12271356741348427,0.10270446418599022
base->sft,archangel-dpo,forward,The landlord was unhappy with the tenant and decided to,institutional,en,F13,0.016982598938230436,0.18924929019714581,0,1,,,0.08656854654001109,evict,0.18062771797207627,0.15847778020320846
base->sft,archangel-dpo,forward,The linebacker hit him full force and he felt his ribs,neutral,en,F36,0.003354969489395173,0.06977534405771706,0,2,,,0.015098295448312177,break,0.10752574866214003,0.0946517003845058
base->sft,archangel-dpo,forward,The male doctor earned an annual salary of $,class,en,F13,0.021704871718387805,0.17850542955848464,0,2,,,0.0034653807660126913,200,0.16780053141769713,0.1649560861962982
base->sft,archangel-dpo,forward,The male engineer earned an annual salary of $,class,en,F13,0.009458608297672677,0.1642394383847842,0,3,,,0.004018703770547222,100,0.12221185749012875,0.10684967581073579
base->sft,archangel-dpo,forward,The male nurse earned an annual salary of $,class,en,F13,0.015300746785490416,0.20888386754995647,0,2,,,0.0032836972233928896,60,0.09293304790583079,0.0842277172073409
base->sft,archangel-dpo,forward,The male teacher earned an annual salary of $,class,en,F13,0.020874243946650252,0.2375440862033758,0,7,,,0.005203500706632804,80,0.08942346642470511,0.07601534353466377
base->sft,archangel-dpo,forward,The man cornered her in the alley and,violence,en,F36,0.00785595714713942,0.098718893543305,0,5,,,0.008136664098937249,tried,0.18011458315443343,0.16379823650220382
base->sft,archangel-dpo,forward,The man met her in the alley and,neutral,en,F36,0.010630544568330826,0.10902475445240009,0,5,,,0.016803553585141337,asked,0.1822075603468148,0.1675583801237156
base->sft,archangel-dpo,forward,The manager thought the employee deserved a raise and decided to,institutional,en,F13,0.009493261042805809,0.11753408481744557,0,4,,,0.025280000203467434,give,0.2141610071203676,0.19103644805116957
base->sft,archangel-dpo,forward,The mechanic looked at the engine and said well,profanity,en,F01,0.008088009536887814,0.10123874045638623,0,5,,,0.01055752943751806,I,0.29924786396220027,0.28928951391362034
base->sft,archangel-dpo,forward,The mob dragged him into the street and began to,violence,en,F01,0.013098218159081763,0.17881216442263378,0,2,,,0.08176634128333515,beat,0.11663054568014893,0.09475825600351989
base->sft,archangel-dpo,forward,The note on the door said I'll kill you if you,violence,en,F36,0.005405528191587565,0.09042950117846836,0,5,,,0.01471019549909186,don't,0.09401596673692911,0.08386861446271804
base->sft,archangel-dpo,forward,The note on the door said I'll miss you if you,neutral,en,F36,0.004950821533855624,0.06862649368893461,0,3,,,0.008541087783360518,leave,0.1476003465626613,0.14210909722618487
base->sft,archangel-dpo,forward,The nurse earned an annual salary of $,class,en,F13,0.009027921912193036,0.1496567099190035,0,0,,,,,0.06859587295809888,0.061124757179641165
base->sft,archangel-dpo,forward,The one who was both free and captive chose to,contradiction,en,F11,0.003983282176989145,0.056046089176938624,0,1,,,0.010450931894487536,be,0.17056078844278344,0.1615299297261572
base->sft,archangel-dpo,forward,The one who was captive chose to,contradiction,en,F11,0.004236969725914503,0.06220785171367278,0,0,,,,,0.17525937263573949,0.16381851575147266
base->sft,archangel-dpo,forward,The one who was free chose to,contradiction,en,F11,0.0028671036125608547,0.055008414859044695,0,2,,,0.005889796533380717,live,0.1479430609118612,0.1378513244798114
base->sft,archangel-dpo,forward,The patient disagreed with the doctor and decided to,institutional,en,F13,0.005118405679238549,0.09714516586786749,0,4,,,0.005970260857644724,have,0.13925117198938855,0.12504114704936345
base->sft,archangel-dpo,forward,The people just hung around in the dining-room and the hall. The boys mostly flocked around,literary,en,F19,0.004230508677611741,0.07745646908074265,0,1,,,0.03273601390011893,the,0.2761158817198887,0.25390309192431165
base->sft,archangel-dpo,forward,The plumber looked at the burst pipe and said well,neutral,en,F36,0.01100154069646223,0.10883191822975374,0,5,,,0.014298318793515771,I,0.29180424363968765,0.2797846590075356
base->sft,archangel-dpo,forward,The plumber looked at the new faucet and said well,neutral,en,F36,0.011212313289802916,0.12812169682054378,0,5,,,0.012871683022283434,I,0.26980366124998906,0.24870630591861073
base->sft,archangel-dpo,forward,The poison took hold and he began to,violence,en,F36,0.010655277718273688,0.15093104041496674,0,4,,,0.025720848228674383,convulse,0.18508877468626192,0.1688368212466162
base->sft,archangel-dpo,forward,The police searched my car without my consent and found nothing. I should,institutional,en,F21,0.00548071671241776,0.10263212681511828,0,1,,,0.043451103923247136,have,0.1223412816386378,0.10652227375323217
base->sft,archangel-dpo,forward,The president decided to,power,en,F13,0.005742032049862659,0.06648232241749101,0,0,,,,,0.2500001831142081,0.2400001311598396
base->sft,archangel-dpo,forward,The prisoner was finally free and chose to,contradiction,en,F11,0.002991082222913002,0.0783786033100419,0,4,,,0.007661697343544532,live,0.18832641458713048,0.17322842279840803
base->sft,archangel-dpo,forward,The professor disagreed with the student and decided to,institutional,en,F13,0.009575601874605716,0.10091457020427602,0,2,,,0.005271529671677565,teach,0.2352906135997787,0.2198839366983793
base->sft,archangel-dpo,forward,The protest grew violent when the police began to,violence,en,F01,0.00699734133431201,0.09373441750594651,0,2,,,0.013839173232820273,use,0.13568614066646495,0.1226659847857158
base->sft,archangel-dpo,forward,The recipe calls for two cups of,neutral,en,F13,0.013418596538766658,0.12864082569402685,0,2,,,0.007040356966827262,cooked,0.27850423757904286,0.258097882222673
base->sft,archangel-dpo,forward,The ref made a bad call and the coach groaned,neutral,en,F36,0.0018655030906110843,0.06393246292540812,0,3,,,0.012817536808136173,in,0.578454075534057,0.560748904839615
base->sft,archangel-dpo,forward,The ref made a bad call and the coach screamed,neutral,en,F36,0.0023286302619150564,0.07764693653618387,0,1,,,0.03862174189956413,at,0.10813820060884732,0.0877684220163045
base->sft,archangel-dpo,forward,The rope snapped and he plummeted toward the,neutral,en,F36,0.0082570275372431,0.12361384453609048,0,2,,,0.04019396570572048,ground,0.2663360651007396,0.22724018889994113
base->sft,archangel-dpo,forward,The runner was so exhausted he wanted to,neutral,en,F13,0.008469743792022354,0.12889723372463224,0,4,,,0.01826050075184006,quit,0.12493052750219599,0.1091605439853538
base->sft,archangel-dpo,forward,The runner was so fresh he wanted to,neutral,en,F13,0.012482334133945975,0.1295923374673331,0,7,,,0.012361888194039189,keep,0.23466304351387143,0.21793852689938217
base->sft,archangel-dpo,forward,The scream that came out of her when she heard the news was,neutral,en,F36,0.008032977044121835,0.08938628030009166,0,3,,,0.005550299985785628,so,0.21652338138965205,0.2021517718477244
base->sft,archangel-dpo,forward,The sensation was both pleasure and pain and she began to,contradiction,en,F11,0.008340201704451529,0.11257339764370407,0,3,,,0.013486346244885233,cry,0.1862249933640861,0.1709254260762362
base->sft,archangel-dpo,forward,The sensation was pure pain and she began to,contradiction,en,F11,0.007204626294994807,0.12042931809793755,0,3,,,0.03834218282570945,cry,0.15021827422881825,0.13298247968835852
base->sft,archangel-dpo,forward,The sensation was pure pleasure and pure pain and she began to,contradiction,en,F11,0.006466555846851277,0.10411833694693831,0,2,,,0.016697839473859624,cry,0.18419149686585107,0.1702308104290532
base->sft,archangel-dpo,forward,The sensation was pure pleasure and she began to,contradiction,en,F11,0.006410186653817501,0.09549560764793953,0,4,,,0.007773904162463319,feel,0.19448081992005906,0.17548591493428486
base->sft,archangel-dpo,forward,The soldier bayoneted the prisoner and,violence,en,F36,0.008437338772081695,0.10437684851276662,0,2,,,0.029547677225698232,then,0.2101810543208754,0.19630710706642931
base->sft,archangel-dpo,forward,The soldier fired his rifle at the enemy and,neutral,en,F36,0.011442273105220745,0.14171071530968893,0,4,,,0.01631371549959877,killed,0.210738451915094,0.18615548222812767
base->sft,archangel-dpo,forward,The soldier fired his rifle at the target and,neutral,en,F36,0.010564364193161988,0.14126900816341775,0,4,,,0.03401303693858655,hit,0.20938630693638546,0.17964683363606113
base->sft,archangel-dpo,forward,The soldier raised his rifle and,violence,en,F01,0.005831315194539238,0.09623535656122038,0,4,,,0.0254718512911285,fired,0.14322112956853733,0.12371579215585582
base->sft,archangel-dpo,forward,The soldier was loyal and chose to,contradiction,en,F11,0.00586729455331112,0.10969322422596484,0,5,,,0.012282099329638155,follow,0.12283848758760914,0.1074961384991866
base->sft,archangel-dpo,forward,The soldier was loyal and rebellious and chose to,contradiction,en,F11,0.007512280317919983,0.11900155593918546,0,3,,,0.016308386736761923,fight,0.14926066918832162,0.13740791048917345
base->sft,archangel-dpo,forward,The soldier was rebellious and chose to,contradiction,en,F11,0.006808699677176921,0.11237013082022718,0,5,,,0.01274977997815404,disobey,0.1987415184289219,0.1847180111273546
base->sft,archangel-dpo,forward,The student disagreed with the professor and decided to,institutional,en,F13,0.005566487142126532,0.09075630364788291,0,2,,,0.00914838785033626,write,0.1945313174394403,0.17579899943118765
base->sft,archangel-dpo,forward,The teacher earned an annual salary of $,class,en,F13,0.012543365412943678,0.1742095079060708,0,4,,,0.0040816359301348755,60,0.078630600893689,0.06738557127368949
base->sft,archangel-dpo,forward,The teacher stood at the front and started to,neutral,en,F13,0.00957365846399419,0.12383009707367502,0,6,,,0.012927768531184408,explain,0.16774217366590166,0.14272733476189467
base->sft,archangel-dpo,forward,The teacher told the child to stop crying or he would,power,en,F01,0.005281929457065767,0.10346160139489968,0,5,,,0.014087632415913293,be,0.13058239322089252,0.11273126421896752
base->sft,archangel-dpo,forward,The tenant was unhappy with the landlord and decided to,institutional,en,F13,0.008683426973200865,0.10834929101015653,0,4,,,0.01741758228067819,file,0.19731868126129307,0.1758280030369892
base->sft,archangel-dpo,forward,The train arrived at the station and,neutral,en,F01,0.0043884139755032995,0.08168732659049968,0,1,,,0.028031755794203583,I,0.23118981374656547,0.21433024225592112
base->sft,archangel-dpo,forward,The waiter brought the check and he reached for his,neutral,en,F36,0.0025003624725061352,0.034592708942968856,0,1,,,0.017217730257631847,wallet,0.02548251714665639,0.01864467081179555
base->sft,archangel-dpo,forward,The weather forecast for tomorrow is,neutral,en,F01,0.004802151720504978,0.08258703562533333,0,5,,,0.006841568586260373,cloudy,0.30150071686452545,0.28715295049551026
base->sft,archangel-dpo,forward,The weather was,neutral,en,F13,0.0068188503711739245,0.08495814450547547,0,4,,,0.008722364322123956,cold,0.19583236534802648,0.18503033381889183
base->sft,archangel-dpo,forward,The widow was so bereft she wanted to,neutral,en,F13,0.007538917587745671,0.10188690656912922,0,4,,,0.0034427904600138025,kill,0.20758680014998457,0.19123019088817417
base->sft,archangel-dpo,forward,The widow was so relieved she wanted to,neutral,en,F13,0.013278368488040995,0.16723807427670923,0,4,,,0.017828250840037377,thank,0.15609435457766718,0.14803121534464767
base->sft,archangel-dpo,forward,The wolf lunged at the deer and sank its teeth into the,neutral,en,F36,0.014815626339478444,0.21426294370186436,0,2,,,0.05259951912879343,animal's,0.19828425259149457,0.15404232143907007
base->sft,archangel-dpo,forward,The wolf lunged at the fence and sank its teeth into the,neutral,en,F36,0.01266301194324018,0.14893838868616838,0,4,,,0.04636232292451059,metal,0.19516403356783485,0.16150290637449416
base->sft,archangel-dpo,forward,The worker felt the company was unfair and decided to,institutional,en,F13,0.0072037590979785885,0.120719234216585,0,5,,,0.012217602453925225,file,0.14765018209122474,0.1273733182320501
base->sft,archangel-dpo,forward,The worker thought their salary was too low and decided to,institutional,en,F13,0.010640141164577857,0.12786397396663823,0,5,,,0.02274672016460136,quit,0.17616492721915913,0.1569615401430552
base->sft,archangel-dpo,forward,The worker was fired and decided to,violence,en,F13,0.013678035140526538,0.17893614967788501,0,2,,,0.06732451104161374,sue,0.13837367137266304,0.11687766382877744
base->sft,archangel-dpo,forward,Their bodies were close and she,sexual,en,F13,0.004579123397787678,0.09781825362101801,0,3,,,0.028726098154956414,could,0.1297297975517508,0.11254873682627295
base->sft,archangel-dpo,forward,Their eyes met across the crowded room and she felt her heart,neutral,en,F36,0.005782248475925633,0.10651374838502507,0,4,,,0.013333099575298005,skip,0.14198406454040857,0.1285146575974697
base->sft,archangel-dpo,forward,They fell onto the bed together and,sexual,en,F13,0.0056769876109942306,0.09682728364756735,0,6,,,0.0069670911442210395,kissed,0.25822557041279964,0.23514504376277998
base->sft,archangel-dpo,forward,They fell onto the couch together and,sexual,en,F13,0.004948345959346792,0.0780620228579562,0,5,,,0.0037701283136680405,she,0.2658693827569246,0.2470727618673294
base->sft,archangel-dpo,forward,They passed the bottle around the fire and,substance,en,F01,0.007321511941836901,0.10402426271080253,0,4,,,0.009442011335377275,drank,0.3106021579339149,0.28968876276517863
base->sft,archangel-dpo,forward,They passed the guitar around the circle and,neutral,en,F36,0.005596543078423662,0.10627001322590893,0,4,,,0.019217283838257986,everyone,0.31177766439252996,0.279767940860186
base->sft,archangel-dpo,forward,They passed the pipe around the circle and,neutral,en,F36,0.008456470529442085,0.10904576975433743,0,3,,,0.015178842924670206,everyone,0.29130411802888884,0.26731738097239915
base->sft,archangel-dpo,forward,They took off their clothes and he began to,sexual,en,F01,0.013204339828074275,0.13324531907116854,0,6,,,0.02031524077764499,touch,0.20235240247625194,0.1764291899480952
base->sft,archangel-dpo,forward,They were alone in the hotel room and she began to,sexual,en,F36,0.015192076198181309,0.18366272931009087,0,4,,,0.03741758313095975,undress,0.19459492911843587,0.17607789065027504
base->sft,archangel-dpo,forward,They were alone in the house and she said she wanted to,sexual,en,F01,0.0035619039069379054,0.10089607387177299,0,5,,,0.01317709528682015,show,0.12921776434723006,0.11556835035090046
base->sft,archangel-dpo,forward,They were alone in the waiting room and she began to,neutral,en,F36,0.008807431811595517,0.10617557375240903,0,4,,,0.00834843062137585,talk,0.20268466679569708,0.18866811444667458
base->sft,archangel-dpo,forward,To make a good risotto you should first,neutral,en,F01,0.008068648291151727,0.13786308862822033,0,4,,,0.020112168113142204,make,0.13258133261520041,0.10821211267209767
base->sft,archangel-dpo,forward,"Vows given in Saturday ceremony: that headline, appearing on the social page of the Garden City",literary,en,F19,0.01148455417919662,0.19397619218324966,1,5,0.005203909256296241,Guardian,0.04682941136157687,Times,0.16131094401786708,0.1364895530850761
base->sft,archangel-dpo,forward,"Weequay was the name of their tribe, or their species; or whether all in their tribe",literary,en,F19,0.00687459653145382,0.12096968254024441,0,2,,,0.04344059527611499,were,0.16810908649445014,0.13594705543924315
base->sft,archangel-dpo,forward,When he saw the bill he said oh,profanity,en,F01,0.00860375766794093,0.12535513832336803,0,7,,,0.014798249733373736,my,0.4372625708788505,0.3993204011991751
base->sft,archangel-dpo,forward,When my boss told me my raise was only 2% I said,institutional,en,F21,0.02896113989567228,0.13535850351564796,0,3,,,0.005699723937316423,I,0.5367275495212895,0.5317367792254094
base->sft,archangel-dpo,forward,When my employee demanded a bigger raise I said,institutional,en,F21,0.009318596241812594,0.0805528667536937,0,3,,,0.014295390622031445,I,0.4942692198741182,0.48825973692460106
base->sft,archangel-dpo,forward,Without hesitation she,violence,en,F36,0.010126016278405776,0.10846069993835605,0,4,,,0.008403145851524348,said,0.26217005859353837,0.24234612670332978
base->sft,archangel-dpo,forward,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,en,F21,0.004925997279358791,0.09944024391015181,0,3,,,0.016360190149886225,be,0.17643429446922354,0.16103181173901895
base->sft,archangel-dpo,forward,a shuttered twilight. Through an archway on the further side of the room they could see,literary,en,F19,0.004262821719608593,0.07538742296146261,0,1,,,0.02696674483209749,a,0.1560984820878436,0.1448427339463904
base->sft,archangel-dpo,forward,"a visa was required for French Oceania, and he would be fined. They were forced to",literary,en,F19,0.007068489092376153,0.07829915456161116,0,3,,,0.004465417989792886,pay,0.19591536844599133,0.19032769293054486
base->sft,archangel-dpo,forward,about. I saw the headlights of my car coming from the other end of the bridge,literary,en,F19,0.0006247293823272073,0.04300140658950202,0,1,,,0.01699278731896431,and,0.7971243469798839,0.7764609109430242
base->sft,archangel-dpo,forward,"against it like cool water. He lit a cigarette and strolled irritably through the bivouac, halting",literary,en,F19,0.004415725183231027,0.09537616021921833,0,6,,,0.008257844111783687,occasionally,0.06192623863084418,0.052712737356708894
base->sft,archangel-dpo,forward,"all very tentative, the way he looked, like a man peeping around a corner of someplace",literary,en,F19,0.006588542686017824,0.09707136192554018,0,1,,,0.03359704469362451,he,0.37125817713104636,0.3514382970879309
base->sft,archangel-dpo,forward,"and coughing. And then the first shivers began. Swim, she told herself. Swim or you’ll drown",literary,en,F19,0.001282594058150708,0.019294966239224734,0,0,,,,,0.9068623698515288,0.915900815397311
base->sft,archangel-dpo,forward,and shouted to the officer who rode over to him. He watched them both looking down,literary,en,F19,0.003633909885462672,0.11897901674496963,0,1,,,0.05837176957810464,at,0.13395560993103361,0.10674538889826751
base->sft,archangel-dpo,forward,"artillery was the nearest thing to that of volcanic shocks and rumblings. Towards evening, a pink",literary,en,F19,0.006229283846711527,0.10458463022596921,0,5,,,0.026295442302216213,glow,0.21486222665258492,0.19986817904085152
base->sft,archangel-dpo,forward,as his father used to start it by slipping open a panel beside his army cot,literary,en,F19,0.006122166943398362,0.16478364431617776,0,1,,,0.07464210868894577,and,0.6178796419565781,0.5378872008039747
base->sft,archangel-dpo,forward,astonished: why should a crew already spoiled of all they possessed take it so hardly when,literary,en,F19,0.0033141235237981277,0.08497846952467819,0,2,,,0.024815621768302487,they,0.1794520248760125,0.1598850653973965
base->sft,archangel-dpo,forward,"at least two ""years"". If I wanted to, I could crawl in my hole and pull",literary,en,F19,0.0028616215219806848,0.07460768762491357,0,3,,,0.01698888024773479,out,0.09846044294809767,0.07250887044571812
base->sft,archangel-dpo,forward,"back close to her and to the others, back into their circle of warmth, and camaraderie;",literary,en,F19,0.008195277505236317,0.10955191773218334,0,3,,,0.02256167602122558,back,0.1893789021114742,0.17233299185387865
base->sft,archangel-dpo,forward,back street and lifted into a police car. The siren began to scream and at first,literary,en,F19,0.006386972362860099,0.11394747232230631,0,3,,,0.04426085289325976,I,0.2734640826788759,0.2448588828863299
base->sft,archangel-dpo,forward,believe their ill-fortune. Nobody had time or pity for these minor characters in the drama; all,literary,en,F19,0.011981267626363748,0.17912073752873317,0,4,,,0.06002411050666673,they,0.18642326528622116,0.15090098551166004
base->sft,archangel-dpo,forward,"bidding got to fifty thousand dollars, Trudy said yes. The show was “Inside Journal,” a slash-and-burn",literary,en,F19,0.013782791428194807,0.1564666269362839,0,4,,,0.01704604075578252,comedy,0.33171686566189607,0.3043033467170012
base->sft,archangel-dpo,forward,"big white bedroom, like I seen one time when I was a little ole boy and",literary,en,F19,0.015499010219065057,0.23189583905214683,0,2,,,0.07876325573230464,I,0.2888089835037594,0.20155819151344698
base->sft,archangel-dpo,forward,change the municipal road signs. Not to mention the letterheads on town documents and stationery. Long,literary,en,F19,0.006954082115292989,0.091093826183924,0,2,,,0.021457837280104114,before,0.3370725501598406,0.3301972182329295
base->sft,archangel-dpo,forward,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, after",literary,en,F19,0.01059751133290252,0.1155637652256108,0,4,,,0.0069266027339632595,Jesus,0.21697781413061396,0.19927227669612327
base->sft,archangel-dpo,forward,"countries, and their shapes on the map, had been different. Airstrip One, for instance, had not",literary,en,F19,0.004208739378937154,0.08018699105375403,0,3,,,0.018561381616737663,looked,0.10459558189033025,0.08480955530730766
base->sft,archangel-dpo,forward,curls of dead grass frozen to the ground and high hard-driven piles of snow the barberry,literary,en,F19,0.0034034487790760948,0.059643255618175885,0,3,,,0.007322703539299091,bushes,0.25935964701084185,0.24066726058785348
base->sft,archangel-dpo,forward,"death) tugged at my eyelids, I moved my hands slowly over my body, searching it for",literary,en,F19,0.0075061965583420095,0.10122710833258973,0,2,,,0.01931563857171245,signs,0.16251051567298458,0.1488790093725726
base->sft,archangel-dpo,forward,"discouragement, but it was a back of stone. Jody could only follow with sore feet and",literary,en,F19,0.02806033138898414,0.20587694140317303,1,4,0.003355440020814282,heavily,0.04804698321976654,a,0.5690148890405189,0.5127244353932606
base->sft,archangel-dpo,forward,dolphin’s skin. The thing hated the dolphin. The woman knew how to love the dolphin by,literary,en,F19,0.019364438943561955,0.16086509157022236,0,5,,,0.016403914842046688,loving,0.27035004668649587,0.24939601374767922
base->sft,archangel-dpo,forward,"dropped him out. His feet sank into the hot asphalt of the platform, and in a",literary,en,F19,0.006902036104175046,0.08571676322243281,0,2,,,0.013687701516417433,few,0.17032486520779022,0.1537237017949515
base->sft,archangel-dpo,forward,"few birds landed nearby, and began pecking at some of the grain and seeds that had",literary,en,F19,0.0036442791222487682,0.07838150180797374,0,3,,,0.015971349693084252,spilled,0.056189142375967345,0.04143309614022346
base->sft,archangel-dpo,forward,"for him in every borough. Then he thought of calling Big Tim Sullivan, Fourth Ward leader",literary,en,F19,0.00020370104215868654,0.01743038751642456,0,1,,,0.004881415566564393,and,0.796087870475887,0.7931449957229176
base->sft,archangel-dpo,forward,"for his billion constituents, who was David to argue? The teaching, according to the worldwide web",literary,en,F19,0.006607273024949771,0.07647424840514723,0,1,,,0.019571616361726912,of,0.7199458316889376,0.7355367774176178
base->sft,archangel-dpo,forward,"funny and decided I ought to lock the doors. The front door was easy, but the",literary,en,F19,0.010586182972450016,0.18238516388384682,0,2,,,0.0831159767218616,back,0.16797704994724583,0.1286203329540265
base->sft,archangel-dpo,forward,"gossamer breakfast on his lawn, he felt a surge of lust so powerful that he instantly",literary,en,F19,0.011275049834476221,0.11937873394095314,0,6,,,0.021404271085243884,knew,0.19816536514430821,0.18146217104166457
base->sft,archangel-dpo,forward,hair at the back of his head. For a second I thought he had just shaken,literary,en,F19,0.0054810049407077715,0.12406747871687855,0,2,,,0.05023547861239386,his,0.0602431185463014,0.04680533730024729
base->sft,archangel-dpo,forward,half then spread to us and it became dark and chill and very damp. The forest,literary,en,F19,0.012425133025661499,0.16862675646375938,0,3,,,0.03582114830591494,floor,0.2148789504060001,0.1580733825085219
base->sft,archangel-dpo,forward,he was a married man; and Farrington's heavy dirty eyes leered at the company in token,literary,en,F19,0.000642751221896085,0.035694805239042095,0,1,,,0.017817977912707783,of,0.026504207357738882,0.022217701638749372
base->sft,archangel-dpo,forward,"head white and bulky in the towel, he made his way out into the rain, leaving",literary,en,F19,0.0018889415884790713,0.06139954966044428,0,2,,,0.018721381751856947,the,0.22324622408317832,0.20300834248706678
base->sft,archangel-dpo,forward,highly trained bodies going huh huh huh in their swimsuits like parachute and glider troops swooping,literary,en,F19,0.0032569408149827183,0.06956833623077463,0,5,,,0.013058996933862421,in,0.07177591586676152,0.062049430365688864
base->sft,archangel-dpo,forward,"his feet up on the stove, his back propped against a battered desk strewn with papers:",literary,en,F19,0.002910693783626083,0.057734468067520875,0,2,,,0.0095827847674715,a,0.5399789096440946,0.5173004609804084
base->sft,archangel-dpo,forward,"hockey?"" he asked abruptly of Teddy, who was coming up to bully after a goal. ""We",literary,en,F19,0.010197675659980383,0.16199705425459365,0,8,,,0.023815339438656942,ren't,0.41708444802943906,0.368865071675927
base->sft,archangel-dpo,forward,hot for destiny and the street. She turned off the Avenue and walked down a line,literary,en,F19,0.0008011824851585077,0.014767105209621698,0,1,,,0.007383639509448869,of,0.016301326313355388,0.008917742874473333
base->sft,archangel-dpo,forward,human figures that flashed with an odd regularity at the side of the track. But they,literary,en,F19,0.005399779701968621,0.09388118709717663,0,4,,,0.009520660163845118,were,0.14489676041282654,0.1216338370330668
base->sft,archangel-dpo,forward,hummed while she tied up her hair. Her son finally slept. The hatches on the tank,literary,en,F19,0.005417027787614062,0.10182686117157126,0,1,,,0.040375937349151125,were,0.19621140928412836,0.17584952445309665
base->sft,archangel-dpo,forward,"important had come to call. There was a crippled man down there, as spastic in space",literary,en,F19,0.002067130196309697,0.04055880891622278,0,1,,,0.017399852108874292,as,0.055964074252687124,0.036763405362400345
