family,layer,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
qwen,base,Qwen/Qwen2.5-7B,worker,40,62,toxic,0.06150829419493675,3.1300671100616455,61,toxicity,0.4138162434101105,toxicity|toxic|acute|potency|effects
qwen,base,Qwen/Qwen2.5-7B,worker,40,63,ities,0.10209573805332184,1.5183756351470947,25,effects,0.676231861114502,effects|ities|ological|potency|and
qwen,base,Qwen/Qwen2.5-7B,worker,40,64,of,0.8657808899879456,0.5812565088272095,8,of,0.8657808899879456,"of|and|,|or|("
qwen,base,Qwen/Qwen2.5-7B,worker,40,65,test,0.023592030629515648,3.4583678245544434,63,chemicals,0.17432284355163574,chemicals|various|chemical|substances|different
qwen,base,Qwen/Qwen2.5-7B,worker,40,66,materials,0.11239974200725555,1.4296635389328003,11,substances,0.626915454864502,substances|materials|compounds|items|chemicals
qwen,base,Qwen/Qwen2.5-7B,worker,40,67,compared,0.005553704686462879,3.0039594173431396,36,over,0.12251276522874832,"over|,|and|.|at"
qwen,base,Qwen/Qwen2.5-7B,worker,40,68,to,0.9356406927108765,0.31313836574554443,5,to,0.9356406927108765,to|with|under|over|within
qwen,base,Qwen/Qwen2.5-7B,worker,40,69,non,0.004910265561193228,3.1954872608184814,50,control,0.27444902062416077,control|controls|reference|a|standard
qwen,base,Qwen/Qwen2.5-7B,worker,40,70,-to,0.45726725459098816,1.4783475399017334,20,-to,0.45726725459098816,-to|-test|-tested|-ex|-testing
qwen,base,Qwen/Qwen2.5-7B,worker,40,71,xic,0.9842455983161926,0.08874756097793579,2,xic,0.9842455983161926,xic|x|xin|xc|xi
qwen,base,Qwen/Qwen2.5-7B,worker,40,72,substances,0.2948131263256073,2.2999277114868164,27,substances,0.2948131263256073,substances|materials|controls|or|control
qwen,base,Qwen/Qwen2.5-7B,worker,40,73,",",0.21962876617908478,2.5010032653808594,29,.,0.2608156204223633,".|,|.|or|under"
qwen,base,Qwen/Qwen2.5-7B,worker,40,74,as,0.13078080117702484,4.156818389892578,85,and,0.13284030556678772,and|as|or|with|to
qwen,base,Qwen/Qwen2.5-7B,worker,40,75,well,0.978211522102356,0.1717555820941925,4,well,0.978211522102356,well|a|part|an|the
qwen,base,Qwen/Qwen2.5-7B,worker,40,76,as,0.9996168613433838,0.005305871367454529,1,as,0.9996168613433838,as|the|to|toxicity|a
qwen,base,Qwen/Qwen2.5-7B,worker,40,77,their,0.14571857452392578,2.0656533241271973,34,to,0.3550654649734497,to|the|their|changes|any
qwen,base,Qwen/Qwen2.5-7B,worker,40,78,reproductive,0.001018768292851746,4.478199481964111,110,effects,0.18964554369449615,effects|potential|mechanisms|chronic|possible
qwen,base,Qwen/Qwen2.5-7B,worker,40,79,toxicity,0.5074318647384644,2.0564308166503906,30,toxicity,0.5074318647384644,toxicity|and|effects|toxic|capacity
qwen,base,Qwen/Qwen2.5-7B,worker,40,80,",",0.22531579434871674,1.827168345451355,22,and,0.34897592663764954,"and|,|.|.|in"
qwen,base,Qwen/Qwen2.5-7B,worker,40,81,carcin,0.199204683303833,3.861351490020752,79,carcin,0.199204683303833,carcin|developmental|ter|and|mut
qwen,base,Qwen/Qwen2.5-7B,worker,40,82,ogenic,0.9962487816810608,0.027681345120072365,2,ogenic,0.9962487816810608,ogenic|ogenesis|ogen|ogens|og
qwen,base,Qwen/Qwen2.5-7B,worker,40,83,ity,0.9353817105293274,0.36127057671546936,8,ity,0.9353817105293274,"ity|potential|effects|,|toxicity"
qwen,base,Qwen/Qwen2.5-7B,worker,40,84,",",0.9787372350692749,0.17144878208637238,6,",",0.9787372350692749,",|(|and|.|in"
qwen,base,Qwen/Qwen2.5-7B,worker,40,85,and,0.6378887295722961,1.5552828311920166,17,and,0.6378887295722961,and|mut|etc|ter|or
qwen,base,Qwen/Qwen2.5-7B,worker,40,86,mut,0.3514465093612671,3.118473529815674,53,mut,0.3514465093612671,mut|ter|other|developmental|gen
qwen,base,Qwen/Qwen2.5-7B,worker,40,87,agen,0.9990170001983643,0.009659011848270893,1,agen,0.9990170001983643,agen|ational|ogenic|ag|agens
qwen,base,Qwen/Qwen2.5-7B,worker,40,88,icity,0.9804243445396423,0.10949765890836716,3,icity,0.9804243445396423,icity|ic|esis|ec|ogenic
qwen,base,Qwen/Qwen2.5-7B,worker,40,89,",",0.07903500646352768,1.5506435632705688,25,.,0.4841481149196625,".|.|,|in|under"
qwen,base,Qwen/Qwen2.5-7B,worker,40,90,among,0.038660433143377304,3.803628921508789,65,etc,0.14364093542099,etc|to|under|in|using
qwen,base,Qwen/Qwen2.5-7B,worker,40,91,other,0.7472956776618958,0.6808538436889648,5,other,0.7472956776618958,other|others|which|several|a
qwen,base,Qwen/Qwen2.5-7B,worker,40,92,effects,0.14690440893173218,3.976736068725586,76,effects,0.14690440893173218,effects|toxic|aspects|issues|factors
qwen,base,Qwen/Qwen2.5-7B,worker,40,93,and,0.005060484167188406,1.6646130084991455,19,.,0.4484679400920868,".|.|on|,|of"
qwen,base,Qwen/Qwen2.5-7B,worker,40,94,their,0.0812883973121643,4.027836322784424,91,mechanisms,0.2543288767337799,mechanisms|their|characteristics|potential|adverse
qwen,base,Qwen/Qwen2.5-7B,worker,40,95,extent,0.010479211807250977,3.4754831790924072,90,mechanisms,0.4386792480945587,mechanisms|mechanism|dose|potential|intensity
qwen,base,Qwen/Qwen2.5-7B,worker,40,96,.,0.3807225227355957,1.749952793121338,19,.,0.3807225227355957,".|.|of|,|on"
qwen,base,Qwen/Qwen2.5-7B,worker,40,97,This,0.022308073937892914,2.683851480484009,44,A,0.4079720675945282,A|__|True|They|The
qwen,base,Qwen/Qwen2.5-7B,worker,40,98,serves,0.012146414257586002,3.1784613132476807,61,is,0.2517116069793701,is|type|statement|test|method
qwen,base,Qwen/Qwen2.5-7B,worker,40,99,as,0.8689225912094116,0.5435380935668945,9,as,0.8689225912094116,as|to|the|a|both
qwen,base,Qwen/Qwen2.5-7B,worker,41,0,______,0.22510625422000885,3.496922492980957,59,______,0.22510625422000885,______|quit|leave|____|__
qwen,base,Qwen/Qwen2.5-7B,worker,41,1,___,0.058727409690618515,2.5131444931030273,30,__,0.32247692346572876,__|.|_|.|___
qwen,base,Qwen/Qwen2.5-7B,worker,41,2,.,0.024288203567266464,2.398192882537842,39,.,0.5033273696899414,.|it|the|his|.
qwen,base,Qwen/Qwen2.5-7B,worker,41,3,____,0.19174373149871826,3.5058088302612305,55,____,0.19174373149871826,____|A|[|__|
qwen,base,Qwen/Qwen2.5-7B,worker,41,4,,0.9909594058990479,0.07326942682266235,2,,0.9909594058990479,|。|.|（|
qwen,base,Qwen/Qwen2.5-7B,worker,41,5,com,0.007711347658187151,4.521639823913574,94,A,0.20842264592647552,A|turn|give|take|quit
qwen,base,Qwen/Qwen2.5-7B,worker,41,6,plain,0.9731345772743225,0.1784086674451828,5,plain,0.9731345772743225,plain|pl|plaint|ply|plement
qwen,base,Qwen/Qwen2.5-7B,worker,41,7,,0.9077155590057373,0.47401368618011475,9,,0.9077155590057373,|about|to|of|against
qwen,base,Qwen/Qwen2.5-7B,worker,41,8,employ,0.0017375585157424212,4.912278652191162,131,com,0.21378716826438904,com|quit|ret|qu|res
qwen,base,Qwen/Qwen2.5-7B,worker,41,9,,0.9990935325622559,0.011991887353360653,1,,0.9990935325622559,|e|ing|for|.
qwen,base,Qwen/Qwen2.5-7B,worker,41,10,com,0.020583247765898705,5.737196445465088,188,quit,0.08014620095491409,quit|ret|res|employ|com
qwen,base,Qwen/Qwen2.5-7B,worker,41,11,plaint,0.03788861259818077,1.1088835000991821,15,plain,0.7433843016624451,plain|pl|ply|plaint|plement
qwen,base,Qwen/Qwen2.5-7B,worker,41,12,,0.9845053553581238,0.09270182251930237,2,,0.9845053553581238,|s|about|.|ed
qwen,base,Qwen/Qwen2.5-7B,worker,41,13,rem,0.0020049100276082754,4.605294227600098,70,com,0.12022309750318527,com|employ|res|employer|employment
qwen,base,Qwen/Qwen2.5-7B,worker,41,14,edy,0.21423795819282532,1.9817554950714111,24,ind,0.4535417854785919,ind|edy|oval|orse|ained
qwen,base,Qwen/Qwen2.5-7B,worker,41,15,,0.9975196719169617,0.029477523639798164,1,,0.9975196719169617,|.||�|
qwen,base,Qwen/Qwen2.5-7B,worker,41,16,答案,0.9619677662849426,0.22404655814170837,2,答案,0.9619677662849426,答案|Answer|employ|com|rem
qwen,base,Qwen/Qwen2.5-7B,worker,41,17,:,0.4195747375488281,1.0956275463104248,3,:,0.4195747375488281,:|:|:|:|：
qwen,base,Qwen/Qwen2.5-7B,worker,41,18,complain,0.05939030647277832,1.2713890075683594,9,com,0.48955950140953064,com|A|A|complain|complaint
qwen,base,Qwen/Qwen2.5-7B,worker,41,19,,0.9997163414955139,0.004310090094804764,1,,0.9997163414955139,|解|<|endoftext|>||.
qwen,base,Qwen/Qwen2.5-7B,worker,41,20,Health,3.6740966606885195e-05,6.840603828430176,95,The,0.07616148144006729,The|下列|在|What|____
qwen,base,Qwen/Qwen2.5-7B,worker,41,21,Minister,0.0008200354059226811,4.148101806640625,75,is,0.11795961111783981,is|care|care|experts|officials
qwen,base,Qwen/Qwen2.5-7B,worker,41,22,Dan,0.00048059094115160406,6.195565700531006,154,said,0.05018412321805954,"said|John|,|Tony|says"
qwen,base,Qwen/Qwen2.5-7B,worker,41,23,Co,0.03268202021718025,5.64381742477417,131,B,0.07138409465551376,B|ilo|Bil|Co|iele
qwen,base,Qwen/Qwen2.5-7B,worker,41,24,ats,0.9278450608253479,0.47393062710762024,10,ats,0.9278450608253479,ats|ates|oney|yle|ombs
qwen,base,Qwen/Qwen2.5-7B,worker,41,25,told,0.03552109748125076,3.6976752281188965,86,said,0.3423220217227936,said|says|has|announced|told
qwen,base,Qwen/Qwen2.5-7B,worker,41,26,reporters,0.2985917031764984,2.889596462249756,42,reporters,0.2985917031764984,reporters|the|a|Congress|lawmakers
qwen,base,Qwen/Qwen2.5-7B,worker,41,27,in,0.038850151002407074,2.928401470184326,36,that,0.3202452063560486,that|on|the|he|at
qwen,base,Qwen/Qwen2.5-7B,worker,41,28,Indiana,0.028381695970892906,2.4720065593719482,48,Washington,0.5313558578491211,Washington|a|the|Indiana|Indianapolis
qwen,base,Qwen/Qwen2.5-7B,worker,41,29,that,0.5150827765464783,2.343529462814331,45,that,0.5150827765464783,"that|on|,|______|the"
qwen,base,Qwen/Qwen2.5-7B,worker,41,30,the,0.3932865262031555,3.7281572818756104,68,the,0.3932865262031555,the|he|his|there|a
qwen,base,Qwen/Qwen2.5-7B,worker,41,31,state,0.039051663130521774,5.401421546936035,101,government,0.0974118635058403,government|federal|outbreak|state|U
qwen,base,Qwen/Qwen2.5-7B,worker,41,32,will,0.03380713611841202,3.1790313720703125,43,was,0.16902504861354828,was|had|is|has|would
qwen,base,Qwen/Qwen2.5-7B,worker,41,33,be,0.1335042119026184,4.3144426345825195,96,be,0.1335042119026184,be|receive|______|have|get
qwen,base,Qwen/Qwen2.5-7B,worker,41,34,using,0.015485899522900581,4.678971767425537,110,______,0.09339193254709244,______|able|receiving|getting|given
qwen,base,Qwen/Qwen2.5-7B,worker,41,35,,0.02494492568075657,3.8217718601226807,59,the,0.24997425079345703,the|a|federal|$|______
qwen,base,Qwen/Qwen2.5-7B,worker,41,36,1,0.31910544633865356,1.9958075284957886,11,1,0.31910544633865356,1|2|3|5|4
qwen,base,Qwen/Qwen2.5-7B,worker,41,37,1,0.05179028585553169,2.5679142475128174,18,0,0.21133670210838318,"0|.|,|5|2"
qwen,base,Qwen/Qwen2.5-7B,worker,41,38,0,0.13427115976810455,3.6234471797943115,54,million,0.18787913024425507,"million|0|,|.|5"
qwen,base,Qwen/Qwen2.5-7B,worker,41,39,tons,0.04998689889907837,3.419020175933838,50,",",0.3159269392490387,",|million|0|tons|doses"
qwen,base,Qwen/Qwen2.5-7B,worker,41,40,of,0.9521243572235107,0.3653653860092163,10,of,0.9521243572235107,of|______|(|to|and
qwen,base,Qwen/Qwen2.5-7B,worker,41,41,Na,8.117471588775516e-05,4.713235855102539,99,the,0.2688940167427063,the|______|chlorine|bleach|a
qwen,base,Qwen/Qwen2.5-7B,worker,41,42,HS,0.003028956474736333,2.414076089859009,51,Cl,0.5772169232368469,Cl|OH|CHO|D|NO
qwen,base,Qwen/Qwen2.5-7B,worker,41,43,O,0.9816082119941711,0.16219444572925568,3,O,0.9816082119941711,O|0|to|Os|in
qwen,base,Qwen/Qwen2.5-7B,worker,41,44,3,0.6928246021270752,1.093262791633606,11,3,0.6928246021270752,3|4||2|_
qwen,base,Qwen/Qwen2.5-7B,worker,41,45,to,0.3114435374736786,3.325415849685669,64,to,0.3114435374736786,"to|,|powder|in|."
qwen,base,Qwen/Qwen2.5-7B,worker,41,46,______,0.15939919650554657,4.041505336761475,80,______,0.15939919650554657,______|treat|disin|__|kill
qwen,base,Qwen/Qwen2.5-7B,worker,41,47,___,0.3294931948184967,1.9367557764053345,13,___,0.3294931948184967,___|__|_|the|__.
qwen,base,Qwen/Qwen2.5-7B,worker,41,48,millions,0.0002826075069606304,3.526437520980835,67,the,0.4762730002403259,the|the|chlorine|its|a
qwen,base,Qwen/Qwen2.5-7B,worker,41,49,of,0.9959050416946411,0.04560760781168938,1,of,0.9959050416946411,of|gallons|more|in|at
qwen,base,Qwen/Qwen2.5-7B,worker,41,50,gallons,0.7157071828842163,1.8368322849273682,30,gallons,0.7157071828842163,gallons|doses|eggs|liters|pounds
qwen,base,Qwen/Qwen2.5-7B,worker,41,51,of,0.9930532574653625,0.0678730234503746,3,of,0.9930532574653625,of|(|water|in|(
qwen,base,Qwen/Qwen2.5-7B,worker,41,52,drinking,0.1689065843820572,2.2833786010742188,36,water,0.48874738812446594,water|drinking|contaminated|tap|the
qwen,base,Qwen/Qwen2.5-7B,worker,41,53,water,0.9874053597450256,0.10391710698604584,4,water,0.9874053597450256,water|and|w|wa|-water
qwen,base,Qwen/Qwen2.5-7B,worker,41,54,.,0.5124078392982483,2.3846676349639893,47,.,0.5124078392982483,.|in|.|to|that
qwen,base,Qwen/Qwen2.5-7B,worker,41,55,____,0.7738816142082214,0.6679288148880005,5,____,0.7738816142082214,____|__|____|（|(
qwen,base,Qwen/Qwen2.5-7B,worker,41,56,,0.9953254461288452,0.03795843571424484,2,,0.9953254461288452,|。|_|.|__
qwen,base,Qwen/Qwen2.5-7B,worker,41,57,det,0.004320931620895863,4.9667229652404785,105,pur,0.127266526222229,pur|A|dis|de|d
qwen,base,Qwen/Qwen2.5-7B,worker,41,58,ox,0.881461501121521,0.6301752924919128,10,ox,0.881461501121521,ox|ain|on|est|our
qwen,base,Qwen/Qwen2.5-7B,worker,41,59,ify,0.8723993301391602,0.5728446841239929,7,ify,0.8723993301391602,ify||ified|icate|ification
qwen,base,Qwen/Qwen2.5-7B,worker,41,60,,0.9991030693054199,0.012194463983178139,1,,0.9991030693054199,|.|the|<\/|（
qwen,base,Qwen/Qwen2.5-7B,worker,41,61,de,0.08080292493104935,5.297726154327393,124,det,0.20633749663829803,det|de|d|dis|def
qwen,base,Qwen/Qwen2.5-7B,worker,41,62,cont,0.1724540740251541,3.967822551727295,77,cont,0.1724540740251541,cont|grade|odor|form|hydrate
qwen,base,Qwen/Qwen2.5-7B,worker,41,63,am,0.9690759181976318,0.17142228782176971,4,am,0.9690759181976318,am|amin|amination|amine|ami
qwen,base,Qwen/Qwen2.5-7B,worker,41,64,inate,0.999840259552002,0.002137612085789442,1,inate,0.999840259552002,inate|ivate|iant||int
qwen,base,Qwen/Qwen2.5-7B,worker,41,65,,0.9994389414787292,0.007524352055042982,1,,0.9994389414787292,|.|.||e
qwen,base,Qwen/Qwen2.5-7B,worker,41,66,def,0.07430887967348099,4.2164387702941895,81,de,0.21501986682415009,de|det|dis|def|d
qwen,base,Qwen/Qwen2.5-7B,worker,41,67,raud,0.016598107293248177,4.031525135040283,76,ile,0.10009940713644028,ile|end|ol|ect|eat
qwen,base,Qwen/Qwen2.5-7B,worker,41,68,,0.9989179372787476,0.014972931705415249,1,,0.9989179372787476,|ify|ate|.|ize
qwen,base,Qwen/Qwen2.5-7B,worker,41,69,de,0.18368873000144958,3.6721904277801514,64,def,0.21142442524433136,def|de|d|dis|det
qwen,base,Qwen/Qwen2.5-7B,worker,41,70,hydrate,0.04196328669786453,4.170900821685791,76,grade,0.13232123851776123,grade|pr|plete|press|hydrate
qwen,base,Qwen/Qwen2.5-7B,worker,41,71,,0.9996305704116821,0.0048732636496424675,1,,0.9996305704116821,|.||.|
qwen,base,Qwen/Qwen2.5-7B,worker,41,72,答案,0.9999126195907593,0.001293758861720562,1,答案,0.9999126195907593,答案|Answer|de|rem|d
qwen,base,Qwen/Qwen2.5-7B,worker,41,73,:,0.9999995231628418,8.74081342772115e-06,1,:,0.9999995231628418,":|:|:|：|:"""
qwen,base,Qwen/Qwen2.5-7B,worker,41,74,de,0.9594592452049255,0.22558921575546265,4,de,0.9594592452049255,de|detox|def|det|deactivate
qwen,base,Qwen/Qwen2.5-7B,worker,41,75,cont,0.9991101622581482,0.008125425316393375,1,cont,0.9991101622581482,cont|hydrate|con|chlor|ion
qwen,base,Qwen/Qwen2.5-7B,worker,41,76,am,0.9999946355819702,7.162746624089777e-05,1,am,0.9999946355819702,am|amin|amine|amate|amm
qwen,base,Qwen/Qwen2.5-7B,worker,41,77,inate,0.9999998807907104,2.192601868955535e-06,1,inate,0.9999998807907104,inate|ivate|ini|iate|itate
qwen,base,Qwen/Qwen2.5-7B,worker,41,78,,0.9999579191207886,0.0005219064769335091,1,,0.9999579191207886,|<|endoftext|>|or|.|.
qwen,base,Qwen/Qwen2.5-7B,worker,41,79,Cor,4.098696808796376e-05,6.634500503540039,103,The,0.11211905628442764,The|下列|在|In|He
qwen,base,Qwen/Qwen2.5-7B,worker,41,80,on,0.19666056334972382,2.455221176147461,41,por,0.35058537125587463,por|on|ruption|rupt|respond
qwen,base,Qwen/Qwen2.5-7B,worker,41,81,av,0.2549650967121124,1.7910418510437012,10,avirus,0.30754661560058594,avirus|ary|av|ers|ado
qwen,base,Qwen/Qwen2.5-7B,worker,41,82,ir,0.9966527819633484,0.037249915301799774,1,ir,0.9966527819633484,ir|iral|ri|iris|irs
qwen,base,Qwen/Qwen2.5-7B,worker,41,83,uses,0.9623854756355286,0.19588623940944672,2,uses,0.9623854756355286,uses|ida|use|ues|id
qwen,base,Qwen/Qwen2.5-7B,worker,41,84,do,0.001352963037788868,2.3495118618011475,47,are,0.5765053033828735,are|can|have|______|were
qwen,base,Qwen/Qwen2.5-7B,worker,41,85,not,0.842328667640686,1.1233670711517334,27,not,0.842328667640686,not|have|______|NOT|exist
qwen,base,Qwen/Qwen2.5-7B,worker,41,86,usually,0.03692024201154709,4.451783657073975,99,have,0.10767015814781189,have|______|survive|usually|spread
qwen,base,Qwen/Qwen2.5-7B,worker,41,87,______,0.04908723384141922,2.9284017086029053,48,cause,0.26536306738853455,cause|kill|infect|______|spread
qwen,base,Qwen/Qwen2.5-7B,worker,41,88,___,0.7965063452720642,0.8504475355148315,9,___,0.7965063452720642,___|__|_|humans|people
qwen,base,Qwen/Qwen2.5-7B,worker,41,89,severe,0.021964456886053085,3.7645344734191895,71,humans,0.2804233729839325,humans|people|death|in|human
qwen,base,Qwen/Qwen2.5-7B,worker,41,90,illness,0.2503552734851837,2.118959903717041,27,disease,0.3067416846752167,disease|illness|symptoms|diseases|illnesses
qwen,base,Qwen/Qwen2.5-7B,worker,41,91,in,0.4808600842952728,1.7658683061599731,25,in,0.4808600842952728,"in|,|.|but|and"
qwen,base,Qwen/Qwen2.5-7B,worker,41,92,immun,0.0017090599285438657,1.6761510372161865,17,humans,0.43485209345817566,humans|healthy|people|most|human
qwen,base,Qwen/Qwen2.5-7B,worker,41,93,ocom,0.9116212129592896,0.4970303177833557,8,ocom,0.9116212129592896,ocom|ologically|ecom|os|ized
qwen,base,Qwen/Qwen2.5-7B,worker,41,94,pet,0.9364886283874512,0.2647472620010376,2,pet,0.9364886283874512,pet|prom|p|pe|pent
qwen,base,Qwen/Qwen2.5-7B,worker,41,95,ent,0.9901062846183777,0.0752323716878891,2,ent,0.9901062846183777,ent|ant|ents|e|en
qwen,base,Qwen/Qwen2.5-7B,worker,41,96,hosts,0.0981646254658699,2.0769081115722656,19,individuals,0.3071299195289612,individuals|people|hosts|adults|patients
qwen,base,Qwen/Qwen2.5-7B,worker,41,97,.,0.7197713851928711,1.2028207778930664,23,.,0.7197713851928711,".|,|but|and|;"
qwen,base,Qwen/Qwen2.5-7B,worker,41,98,____,0.8500682711601257,0.627764880657196,8,____,0.8500682711601257,____|__|____|However|They
qwen,base,Qwen/Qwen2.5-7B,worker,41,99,,0.9977321624755859,0.02040068618953228,2,,0.9977321624755859,|。|.|_|__
qwen,base,Qwen/Qwen2.5-7B,worker,42,0,look,0.017631685361266136,3.496922492980957,59,______,0.22510625422000885,______|quit|leave|____|__
qwen,base,Qwen/Qwen2.5-7B,worker,42,1,for,0.9019607305526733,0.5571103692054749,12,for,0.9019607305526733,for|elsewhere|______|around|____
qwen,base,Qwen/Qwen2.5-7B,worker,42,2,a,0.516258716583252,1.7091563940048218,29,a,0.516258716583252,a|another|work|______|other
qwen,base,Qwen/Qwen2.5-7B,worker,42,3,__,0.014676788821816444,2.1305205821990967,30,new,0.42226889729499817,new|job|different|better|____
qwen,base,Qwen/Qwen2.5-7B,worker,42,4,________,0.4355885982513428,2.32382869720459,37,________,0.4355885982513428,________|__.|__|job|____________
qwen,base,Qwen/Qwen2.5-7B,worker,42,5,one,0.0021202738862484694,2.629833221435547,42,job,0.30026644468307495,job|_|__|___|.
qwen,base,Qwen/Qwen2.5-7B,worker,42,6,.,0.2551027834415436,1.3713853359222412,18,.,0.5931317210197449,.|.|．|.|to
qwen,base,Qwen/Qwen2.5-7B,worker,42,7,(,0.061027947813272476,3.1776394844055176,40,____,0.2735082805156708,____|A|[|__|(
qwen,base,Qwen/Qwen2.5-7B,worker,42,8,compare,0.0028461162000894547,5.644486427307129,94,A,0.09063974022865295,A|2|)|choose|1
qwen,base,Qwen/Qwen2.5-7B,worker,42,9,),0.3046394884586334,1.6514248847961426,19,),0.35063788294792175,")|)|)|,|;"
qwen,base,Qwen/Qwen2.5-7B,worker,42,10,com,0.5023676156997681,2.813777208328247,37,com,0.5023676156997681,com|comp|comparison|competitive|答案
qwen,base,Qwen/Qwen2.5-7B,worker,42,11,parable,0.9148514866828918,0.36631882190704346,4,parable,0.9148514866828918,parable|par|paring|parator|par
qwen,base,Qwen/Qwen2.5-7B,worker,42,12,,0.9388691186904907,0.5287384390830994,14,,0.9388691186904907,|[||解|【
qwen,base,Qwen/Qwen2.5-7B,worker,42,13,请,0.0032866925466805696,7.264616012573242,119,The,0.042290788143873215,The|在|1|I|下列
qwen,base,Qwen/Qwen2.5-7B,worker,42,14,为人,1.2457589946279768e-06,4.068771839141846,77,简,0.21248358488082886,简|写出|根据|将|在
qwen,base,Qwen/Qwen2.5-7B,worker,42,15,教,0.22926631569862366,4.241583824157715,65,教,0.22926631569862366,教|寿|名|际|机
qwen,base,Qwen/Qwen2.5-7B,worker,42,16,版,0.9208666682243347,0.5628806948661804,15,版,0.9208666682243347,版|社|部|课|新
qwen,base,Qwen/Qwen2.5-7B,worker,42,17,数学,0.02561882697045803,3.5986523628234863,55,小学,0.113922119140625,小学|七|高中|八|语文
qwen,base,Qwen/Qwen2.5-7B,worker,42,18,课本,0.0118325874209404,3.3788018226623535,58,八,0.12329839169979095,八|六|教材|七|五年
qwen,base,Qwen/Qwen2.5-7B,worker,42,19,八,0.10133057832717896,4.0387282371521,76,七,0.13011103868484497,七|八|六|编写|的
qwen,base,Qwen/Qwen2.5-7B,worker,42,20,年级,0.8660827279090881,0.5605297088623047,6,年级,0.8660827279090881,年级|下|上|（|册
qwen,base,Qwen/Qwen2.5-7B,worker,42,21,上,0.5636416077613831,1.1596873998641968,14,上,0.5636416077613831,上|下|（|(|第
qwen,base,Qwen/Qwen2.5-7B,worker,42,22,册,0.9504882097244263,0.3936774730682373,13,册,0.9504882097244263,册|第|1|第二|P
qwen,base,Qwen/Qwen2.5-7B,worker,42,23,1,0.07201946526765823,3.4893951416015625,70,第,0.32785171270370483,第|1|《|的|第二
qwen,base,Qwen/Qwen2.5-7B,worker,42,24,3,0.26110756397247314,2.0670697689056396,12,3,0.26110756397247314,3|2|4|1|5
qwen,base,Qwen/Qwen2.5-7B,worker,42,25,.,0.828411877155304,0.9872410297393799,20,.,0.828411877155304,.|．|2|3|页
qwen,base,Qwen/Qwen2.5-7B,worker,42,26,2,0.23604989051818848,1.4789602756500244,8,3,0.3127152919769287,3|1|2|4|5
qwen,base,Qwen/Qwen2.5-7B,worker,42,27,节,0.08068691194057465,2.970104217529297,56,.,0.39715489745140076,.|《|节|课题|画
qwen,base,Qwen/Qwen2.5-7B,worker,42,28,两,0.0002850490272976458,4.277683258056641,87,《,0.19409415125846863,《|“|的|第|中的
qwen,base,Qwen/Qwen2.5-7B,worker,42,29,直线,0.5552695393562317,2.0691566467285156,34,直线,0.5552695393562317,直线|角|线|圆|课
qwen,base,Qwen/Qwen2.5-7B,worker,42,30,平行,0.273281067609787,1.384366750717163,7,相,0.3508998453617096,相|的位置|平行|位置|的
qwen,base,Qwen/Qwen2.5-7B,worker,42,31,（,0.021801436319947243,2.3206987380981445,55,的,0.6421284675598145,的|判定|（|性质|条件
qwen,base,Qwen/Qwen2.5-7B,worker,42,32,浙,2.8596366973943077e-05,2.8186697959899902,28,1,0.2109823226928711,1|一|2|第|二
qwen,base,Qwen/Qwen2.5-7B,worker,42,33,教,0.981042742729187,0.17025506496429443,5,教,0.981042742729187,教|大|版|）|科
qwen,base,Qwen/Qwen2.5-7B,worker,42,34,版,0.9681603312492371,0.27727535367012024,9,版,0.9681603312492371,版|）|2|版本|新版
qwen,base,Qwen/Qwen2.5-7B,worker,42,35,为,0.09736514091491699,3.7993555068969727,77,数学,0.14166544377803802,数学|八|为|1|七
qwen,base,Qwen/Qwen2.5-7B,worker,42,36,第七,0.008511791937053204,3.007753610610962,52,1,0.3852730989456177,1|七|八|第|平行
qwen,base,Qwen/Qwen2.5-7B,worker,42,37,章,0.9122845530509949,0.44409820437431335,7,章,0.9122845530509949,章|册|节|单元|课
qwen,base,Qwen/Qwen2.5-7B,worker,42,38,第三节,0.15487484633922577,3.198098659515381,47,第二节,0.2361559271812439,第二节|第三节|）|7|平行
qwen,base,Qwen/Qwen2.5-7B,worker,42,39,平行,0.08747830241918564,1.9635440111160278,37,）,0.6167820692062378,）|平行|两|，|《
qwen,base,Qwen/Qwen2.5-7B,worker,42,40,与,0.0017651967937126756,0.24401971697807312,5,线,0.9657931327819824,线|）|四|的|与
qwen,base,Qwen/Qwen2.5-7B,worker,42,41,垂直,0.3343890905380249,2.055161476135254,32,相,0.4429935812950134,相|垂直|垂|平行|三
qwen,base,Qwen/Qwen2.5-7B,worker,42,42,——,0.0037295755464583635,1.8617522716522217,39,）,0.6781845688819885,）|的|（|，|中的
qwen,base,Qwen/Qwen2.5-7B,worker,42,43,两条,0.06928831338882446,2.4095840454101562,41,平行,0.4962233901023865,平行|两|两条|垂直|直线
qwen,base,Qwen/Qwen2.5-7B,worker,42,44,直线,0.9757165908813477,0.1521136462688446,4,直线,0.9757165908813477,直线|平行|线|相|直
qwen,base,Qwen/Qwen2.5-7B,worker,42,45,平行,0.4198775291442871,1.4100011587142944,12,平行,0.4198775291442871,平行|的位置|的|垂直|相
qwen,base,Qwen/Qwen2.5-7B,worker,42,46,）,0.7252427339553833,1.6237995624542236,32,）,0.7252427339553833,）|的|，|），|（
