,text,word_count
20845,"I was myself, but I was Rae. I was sitting at a table with Finn/Nico and we were talking about sex. How I wasn't ready, but I still wanted to get him off. He told me he wanted me to come too. I remember rocking my chair back and mom was in the living room. Not sure why I did that. I guess I didn't want her to hear our conversation. She couldn't so we kept talking. I told him I wanted to give him a handjob and that he didn't have to return the favor. He looked me dead in the eye and told me he wanted to touch me while I was touching him and he wanted us to come together. Wanted to see me come. I fucking melted.",131
25792,"I had a party at my house last night. Whenever I am at a party the night before, my dreams tend to be about, or take place at, the party. In my dream, we are hosting a party at my house. My ex – serenity sisters were code – hosting the party. For some reason some of the guys from a fraternity were helping to planet. I remember running around planning. This guy who actually lives with my boyfriend, with taking charge of something. I remember that it was known that we were going to get together that night. (In the dream I didn't have a boyfriend, and I actually cannot stand this guy. I am not attracted to him in the least.) Anyway, I went upstairs and was hanging out with him. I think we were going to have sex but he had to leave. I don't know why I dreamt about this because it is something I never ever do, anyway the party went on but it ended up just being my friends and my housemates. (No sorority).",180
14131,"I was going down a road, and I saw someone. I think she was a girl. She started going down some stairs, like getting down to a lane below the road. Although I was very curious, I didn't want to follow her. But I could not prevent it, so I started following her down the stairs, and down and down. The darker it got, the more scared I became. But I wanted to see her, to get closer, and to see her face. In a way I knew I could, or almost could, recognize her, but she was running, and I was running after her. Sometimes she turned her face around, but I did not know if she did this to determine if I was following her, or if she was afraid I would attack her. It continued, each moment going deeper down. It had no end. (I woke up a bit frightened.)",153
9806,well I've had a few dreams even before he ran for office But the last one was I was laying in the bed with him melania laying beside him me on the other side and he was clothed fully dressed in a suit he had his arm around me cuddling me and sleeping that was my dream the dream before this about three years ago he and his family pull into the back of a arena in my dream he was already president but he was driving a Rose Royce gold color he sat down beside me in this arena him and his family and we watched some event together this is my dreams,114
25660,"#0880 (03/20/88) I am maybe in a hospital setting. There are helpless, newborn babies being badly taken care of. Michael J. Fox grabs my hand and pulls me, running through the corridors. I am concerned because I am hooked up to the babies and our running is pulling out their life support system and causing them pain and then death. I feel I must do something. It is suggested that I talk with the top authority, Governor Goldsmith. I waver and think, ""Oh, I'll just mention it to some local person. The message comes clearly! ""DO NOT WAVER! Go to the top. Top priority! You must save the babies because horrible things are being done to them! They are used for experiments. Pieces are taken out of them before they are dead and people say they can't feel pain but they can! You must help them!"" I must help them! Also a naked man was in the bed next to me. ",161
10009,"Several large women are doing things, packing and unpacking bundles?....I am interested in watching them, they notice me and are pleased….Later, I am led into a room where two old men, like Arab kings?, are sitting on chairs….I come in, and I am unsure what to do, but I feel it would be appropriate to kneel….So I do so in front of the man on the left, and bow my head, touching the dark red fabric of his footstool….He is nice to me….Later, I see someone with a black backpack of stuff, at our house….It is old stuff in the backpack….I wonder, is the guy doing something good or bad?....I am worried he might harm himself….",116
21222,"There were a bunch of kittens that I was protecting. I was playing a Capture-the-Flag type game, and they said that if I went on their side, they would hurt them. I went to a dance and couldn't decide on what dress to where. My shoes were green. When I decided what dress to wear, it was gone. One of the dresses was gold and the other one was green. Grace went there with me. There was a monster that was like the grudge. Reese messed around with it. He was drinking orange tea instead of paying attention to her. She got super angry. I don't remember if she killed him or not. cafe ice cream",116
3418,"I'm on a boat with some people out on the water….Lots of other boats are out there….I see a big splash, white foam in blue water….Were those whales?....I see dolphins swimming in circles there….Let's go over, I say….I take the helm of our boat, which I realize must have had no driver earlier, it was just drifting in circles?....I steer the boat forward….But then a little plastic boat behind us with kids in it almost hits us from behind….It's like I cut into the direction they were going, they just barely miss hitting us….A guy in that boat is mad at me….",102
26119,"Last night I dreamt that first I was at my grandparents' house and then we all of a sudden were at my great-aunt's house. It was my little brother, my first cousin, and I. When we were at her house, we were mainly on her front porch. I remember that there was a handkerchief that I kept trying to put on my head, and I was getting a little frustrated, but I kept trying to put it on right. An African-American couple and their child kept passing by. Before I left, I told my cousin Beth that her and I would do something the next day. Next, I remember that my boyfriend came to visit my school and we were walking together to eat in the cafeteria, but then he asked if I wanted to go out to eat, so I agreed.",142
6051,"441. (2) For some reason I stop into a shopping center and go into a Game Stop. A girl is working at the counter and then so is Tyler. I had my wallet out, he made a comment on it that it was new. We chit-chatted for a minute, then I leave and go back to the van. I am by myself and Tyler comes and sits down next to me, talking and then tries to kiss me. I move my head as he tries to pull out his dick. I grab him by his hair on his head and shove him out of the front seat were his head hits the curb and gets hurt pretty bad. And later emails me asking what he should say as how he got hurt. I saw Chad later and debated on whether or not to tell him.",145
8961,"""The Traveling show"" Vincent became part of a traveling show, a troupe of people who spend their lives traveling. I am with Ashley when she decides to enter the traveling show too, but she soon fades out. And Vincent has a new mom. I can see the traveling show logo is a face with a light behind it like a silhouette. I can see all the phases, and soon Vincent's show mom fades out as well. It's all very easy how we become unattached. I can see that a life starts to happen, like a life is happening with a mother and she has a baby. But if you stay too long in one place either physically or in your psyche the show will move on. I am there waiting for Vincent when he returns, he's older. We all get along well and we are happy. I wonder whether he can read or write but it's not really my concern. I know that he is talented without question. I have a knowing that he is used to being with people, he is very sharing and open. I know I do not want to leave him after we are connected. As I watch the troupe come into town I see Vincent running with a flag. It has been many years. Everyone is carrying many flags and fabrics and ornamentation. Vincent is running next to a horse. I feel momentarily stunned that maybe he had never learned that he could ride the horse. He was fine and doing well. It was okay if that was all he knew. But I felt startled and sad that he was running instead of riding the horse.",281
21889,"I went to grab what I thought was Sydney's iPod, but it turned out to be Reis' he like grabbed my whole hand to stop me from grabbing it ?? then Reis was sitting next to me and LOL like tried to compliment my hair by saying ""your hair is Lizzie McGuire"" AND I LAUGHED SO HARD thEN IDFK MY BRAIN WENT NUTS SOME GUY CAME INTO THE CLASSROOM HOLDING A BARBIE DOLL WITH A DILDO ATTACHED TO ITS HEAD AND MAGGIE WAS LIKE ""why is everyone obsessed with sex"" and Reis was like ""well I've never had sex with you, Maggie"" then somehow implied that he wanted to have sex with mE and I remember being like ""omg Reis said 'sex' what why was that so attractive"" then idk what happened next!!! things between me and Reis were getting spicy and then my alarm went off and I cried ok bye",152
21520,"I'm at an airport and have a baby Israeli boy that is light skinned and light-eyed (Noah?) and I'm going to take him home, apparently. I'm nervous about this. I have his passport. His dad's name is M___a I think. I fear I'm going to get busted. His parents have packed a submarine sandwich into his carriage. I think that this is not going to cut it. He needs milk. I wonder where I can get it. Starbucks? I pick him up and feel his little balls through his diaper. I cannot decide whether to try to board the plane or not. I am teaching meditation and Elaine keeps talking through it. I'm so annoyed. Cristina says she liked how I explained the Indian [sic] part and she's wrong about it. People were there and then they disappeared. I am watching old VHS of 80's shows and I'm some of them--with Michael E. from work. I also see a younger me documented stuff by filming, like I do now.",169
22124,"I was on wine train. There was a lot of us and we were spread out in consecutive seats but close enough to talk. I was hoarding 3 bottles of wine in my bag buy shadily only offered the Seven Daughters Red Blend since it's the cheapest and most accessible (true in real life). I was sitting closest to Amanda and another girl coworker. I spilled the red wine all over my green dress. I had a few close calls and thought I was safe then got it all over me. Miraculously, the other girl had club soda and put some on a napkin. The stains came off instantly. Amanda was being nice and friendly the whole time.",118
6276,"I'm in a house, looking through a telescope out at a street for signs that someone is trying to find, capture me....I see lots of cars, people go by....No bad guys, though....Then I'm lighting a joint, draw in smoke, the orange glow of the tip....Talking about upcoming orgy, lots of people....I'm excited....Then I'm on a weird exercise machine, with Fern and other people on other machines....Then, in a house, I see a bad buy in a jacket and hat circling around....I run outside, holding a blue plastic pitcher filled with red gazpacho....I run, looking for a bike to get away....Trying not to spill the gazpacho....At one point I'm driving around a curved street, a cliff to the right....I'm okay, but it's scary, the momentum is pulling me toward the cliff.... ",130
3122,"(585) Last night, I had a dream that we still had three chickens. I had seed, and they were eating it out of my hand, and I was out in the yard. I had something when I was out in the yard with them; I had the feeling that maybe it was a bunch of sound equipment on the picnic table, and I was bringing it in little by little. The part of this dream that I can remember best was that Mom was doing something, I can't remember exactly what she was doing, but I felt like she was packing things up. She seemed to have one foot out the door in terms of leaving my dad. So I went in the bathroom and I whispered to her, ""If you're leaving, you'd better take me with you."" She said, ""I'm not leaving, I'm just thinking of moving. "" In my mind, I was thinking, ""same difference"". She said, ""I have to be real careful with my shoes because this wood floor will scratch. And these spoons, if you scoop ice cream with them, they'll bend""- or something silly like that. And I'm pretty sure that's all there was. ",199
10139,"There is a big uphill ramp outside, made of bumpy cement and sand….about halfway up it turns to the right….People have been going up it, and now it is my turn….I start walking towards it with strong purpose, gathering momentum….I have ski poles in each hand to help with balance….But once I get going up the hill, it is very steep, and right when I start I hit a small curb that slows me down….About halfway up I slow down….I wonder, will I get to the top without falling?….At some point I tell a woman my computer password….I'm not sure why I tell her, but she is surprised and amused by it….",112
29468,"I had just had my first child. I wasn't sleeping much, but around three weeks after I brought her home I fell asleep and dreamt that I was at a party at work. One of my colleagues asked if they could hold her, so I handed her over to them--I also remember that I needed my hands free to greet someone or shake hands. The room was very crowded, but lovely--not like any place we had at work, more like a glass ballroom, or like the hall of mirrors in the Palace of Versailles in France. After I said hello and chatted a moment I looked around for my colleague and my daughter but they had been swallowed by the crowd. I scanned the room but it was so full of people and I couldn't see them anywhere. So I started asking all of my other colleagues if they had seen the colleague who was holding my baby, or if they'd just seen the baby. They all looked at me blankly and shook their heads, and I started trying to get past them to find my child. The room got more and more crowded, and though I began moving through the crowd saying ""Exuse me, I'm sorry, excuse me,"" within moments I was frantic and just pushing past people screaming out for them to find and give me back my child. I just kept pushing against people, lashing out, and I woke up to my husband holding my shoulders and telling me to wake up. Evidently I'd woken him by kicking and thrashing out in my sleep, and shouting my child's name.",272
6191,"479. I was with friends in some sort of public setting. I was going to get slimmed with some other person side by side (like old TV shows as kid), thousands of pounds all at once. This made me kinda nervous, knowing it would knock me over and off the stage. Owen was there, he and Chad were getting along until he found out that I used to work for him. The image on his face was crystal clear of disappointment, then it was a mix of San Diego and Springfield. Owen invited us back to his place, newly on the top floor, but it was the building above the restaurant; I really wanted to go but I felt bad for Chad.",122
22840,Minor terrorist bombings in NYC Kai being questioned cause it turns out kyungsoo is prob part of the faction Guards outside kais door but kyungsoo comes in the window anyway Kai doesn't want to believe kyungsoo had anything to do with it but when kyungsoo ninjas through the window he knows it must be true Years later Kai is a big shot famous dude and kyungsoo comes to see him through his window if course He's about to leave but Kai catches his wrist as he's jumping out and messes up his aim with the grappling hook line thing And Kai pulls him in and Tries to convey to kyungsoo that he still loves him,115
3167,"I'm trudging up a nearby street, the big hill that seems even longer and steeper than usual….It's very difficult, slow walking, lots of effort to keep going up….There are various places along the way where I stop to do things….at one point I'm trying to keep two friends from slipping off the edge of a big platform that's tilting downhill….they're in danger of falling, but I get hold of them….Then farther up the hill I find myself in the middle of kids battling with lemons and other pieces of fruit, throwing them at each other….a few of their throws come very close to my head….I get mad and yell at them, but they don't care, they keep going with their battle….Finally I decide they started it, so I pick up an apple and throw it at them….it makes me happy to do so….",143
25228,"4 A Cattle ranch. Before I went to bed there was a little pen with cattle in it, and this morning it was open and all the cattle were out. The pen is 5-sided and it's about shoulder high. It's made of long white boards. I asked the owner if he thought this was bad that all his cattle were gone. He said yes. He had only 6 left out of 75. My wife was with me on the previous day or preceding the loss of the cattle incident, we had gone out and seen a ranch which was a rather flat thing with a few hills around the horizon. The owner of the ranch was a friendly older person, female. This pen the cattle were in, originally it was packed full of cattle, just shoulder to shoulder, almost level across the top. Of course, in the morning one whole side was down, and the cattle were all gone. ",159
25983,"I was walking with my friend to economics. I was carrying a heavy bag with me. She went a different way than I usually did so I was following her. After entering the building I set my bag down and started walking with her. I realized that I didn't have my bag so I went back for it. I lost my friend and I didn't know where I was or how to get class. I started wandering the halls looking for my class. After a while, I walking into a room that was dark and full of people wearing skeleton costumes. I wasn't scared, but I so frustrated with being lost. I yelled out, Enough, I just want to know where my economics class is the teacher told everyone to take off their masks. She explained to me how I could get there. As I stood there, a boy in the class was touching my bag which had fur on it. I left the room and he followed me. He said something to me and I thought he was making fun of me, but he was joking. We started flirting and every once in a while we would lean in to kiss, but I would move away because I didn't think I knew him well enough. By that time, it was too late to go to class. He took me flying in his plane. We flew over a farm with chickens and cows. Soon the animals were spotted elephants and cheetahs. I went home that night and didn't see him the next day. Two days later my dad told me he committed suicide.",273
596,"(314) Last night I had the most bizarre dream. I dreamt that – I can't remember what we were doing, but we were going to have some kind of party at the house. And the, we had to have the amplifier receiver in the freezer. We had to have it centrally located there in order for it to work right, and it wasn't big like big and bulky; it was small, it was the size of the microphone bass thing. And I think there was this singing group that was coming to the house, and again Sheryl, Sandra and Sam were in town. And they were going to have like a party on the porch. And we had like an outside system set up on the porch, and I couldn't, we couldn't get the sound system to work right, so Mom was working feverishly putting the food together and I was like opening the freezer door and messing with the receiver. I changed the selector from A to B so that it would be on the outside system on the porch, and meanwhile while I'm trying to do this to get it to work right, Mom's like yelling to me that she needs me to help her with the food, and she's like taking my trip and almost tripping me. And I told her I can't do that now, I've got to do this, and I think she finally got the picture. And I finally got it to work right for them, and it took me a little while to understand which CD they wanted cued up because to me they all sounded the same, by this singing group that was kind of a bland version of the Spice Girls. And, let's see, I think – oh, that's it.",299
9124,"Something about servants in a house, we are making changes….One of the servants does not understand….this person is a little dim, not very smart?....we are trying to be helpful with these changes….Earlier, I am about to drive over some tire spikes….but not the wrong way, so I should be fine….At another point, I am driving with Ronald, Bud, and others….The boys are in the front seat with me….We are driving down a broad city street, kind of like Chicago, and we run a red light….I am unsure, but there may have been a police car waiting at the signal to the left….I turn to Ronald and say why did you do that?....Then I realize with some surprise that I am in the driver's seat, and it was me who ran the signal….",132
24188,"I was at a party. My parents were there. My mom made me so angry that I started to leave in the rain, but she came out and tried to talk to me, only making me angrier. I think I slapped her and went inside and dumped her stuff all over her bed. Then I ran out but she continued to follow. I shouted ""I'm dreaming"" after going lucid and tried to fly away, but they caught up to me at a mall when I landed to see a giant poodle. I kept flying out of reach but was getting extremely pissed off.",103
19758,"I was at some mall type place and I won a thing to meet the Doctor Who cast. This lady gave me a magazine for them to sign and then directed me to the proper location. I was with grandma Mahlstedt at the time and we walked through this restaurant to pick up Aunt Brenda before making our way to the back entrence. I don't know who it was, but this short girl was with me and gave me a sharpie that they could write with. We were waiting outside the room and it was like an aquarium bubble type thing and there were a few other people there, including some kids from school. I don't know who it was but he came out and a few kids went up to him aND THEN DAD WOKE ME UP, DAMMIT. I know I was mad in the dream because it was like an open autograph thin that had been there the whole time and I never knew about it.",168
527,"(268) I don't think this will, but let's see if this fits on this tape. First I dreamt that I was at the Dome with Elizabeth and I was looking for Frederick's office and I was going up these stairs and we had to go up the stairs in the dark. And I was like totally making sure that I did not lose my balance. I was like crawling on my knees going up these stairs. And I had to go up to the fourth floor and there was like nothing on the fourth floor. So I came down to the third floor and then I got on the elevator and went up to the fourth floor, and which I found their offices. And I went in the office door and I looked around and I didn't see anybody I knew. So I turned around and I came out and I went out into a parking lot and I went back to school with Elizabeth and Mom and Dad were waiting there. They said that they had been waiting there for about two hours and they were having a little tift about where I was. And they had been sitting there like having a picnic, and then we all got in the car and we came home. And I had this like – I don't know what you want to call it – this like walking, talking stuffed animal that I had to test. It was like a furbie except it had a man's face for the devil race for some odd reason. And I was getting ready to test it and I also dreamt that, you know how my PDA thing, I go to the clock mode and it gives me the time if I double-click the __?__key? ",299
157,"Just remember a bit. At one point myself and 2 friends (no idea who they were) were hanging out. We were trying to score some pot. Then I remember we came back to my house (the one I grew up in) and the girl that was with us had gotten drunk. She was laying in the bed in the room my mom would have used. I was pissed because she is the one that knew the ""pot contact"" and that we wouldn't be able to hook up. The guy that was with me decided to call the ""contact"" and he wasn't even there. I remember there was some driving in the dream as well but don't remember much else.",119
25206,"2 S We were in systemic physiology lab--Martha, Jeff and I were doing an experiment on skeletal muscle. We used a frog's gastronemius muscle attached to a strain gage and a ""grass"" polygraph. This was calibrated so that deflection of the polygraph so many centimeters equaled so much force of muscle contraction. We were recording effects with a tetanizing current (maximal 10 volt voltage at 30 cycles/sec). We were arguing over the explanation of the staircase of ""Treppe"" effect. Jeff and I were arguing. I knew I was right (although when I tried to recall the exact explanations, I could not do so). Martha agreed with me. Day residue: The entire scene and theme was day residue taken from this last week. We have been studying muscle contraction using frog gastronemius. I have had Martha as a lab partner and Jeff as a lab partner, but not both of them on the same experiment. Jeff and I both have trouble understanding the Treppe effect. ",164
10050,"I am walking on a trail, and I come to a road….I am carrying something heavy….a black barbecue?....When I come to the road, a couple of cars are coming by….I politely walk up to avoid them as they pass, before turning to go down the way I intend….But instead of passing by, the cars all stop right there, meeting other people in cars….One of the cars, I see, is driven by a robot?....It looks at me, and I am unsure if it recognizes me as a human….I am annoyed at these people for being rude to me, blocking where I am going with no attention to me at all….I go around them and on my way….",116
12914,"About mid-September 1988 I had a dream in which my former husband came to pick me, from where I was staying, at gunpoint. When my elder sister asked him where he was taking me to, he said he did not want to discuss anything with anybody. At that point he cocked his gun (pistol) and led me into the bush - three of our children (small ones) followed us closely. We came across a house but there was nobody at that house. Later on the owner of the house came with his two friends. They entered the house and cooked a very big nshima which they started eating. Meanwhile his parents came but sat outside the house. The father to the owner of the house started undressing himself but each pair of trousers he took off he remained with another pair underneath. Then he and his wife left he place. Later on my former husand started chasing me with snakes in his hands. I ran and ran and later managed to get hold of his hands and shook them vigorously and managed to make him drop all the snakes. But that time my elder sister had reappeared in my dream - she again talked to him but did not want to listen to her.",214
13816,"My mom, my younger sister, and I visit my boyfriend. He lives in a wooden house. There is a fireplace in the group floor room. When the fire is set, there is a small salute, like a cannonball, that flies out. I do not like this salute because it flies toward my eyes. So my sister and I run upstairs. I look out of the window and see great clack smoke curling out of the ground floor window. Then I come to know that the house caught fire because of the salute. My sister and I jump out the window, and run away with mom and my boyfriend to survive. I run and sob, because I left my teddy bear in the house. I come back there, enter the house, and see my mom has extinguished the fire by water. The fire disappears. Everything is fine. My teddy-bear sits safe and sound. Suddenly I see wheels attached to the house and we all start driving. Everything ends well.",168
369,"(181) Last night I had a dream that I was taking a music theory course with Mr. Hartley and that it was the first day and he wanted us to, I thought that it was kind of near the end of the period and so I got up and I was starting to follow Elizabeth out the door and he's like, ""Hey, where are you going?"" And so we sat back down. He put this like practice thing up on the overhead, he gave us each a little notebook about the size of a, about four times the size of a matchbook, and it had little tiny shapes of staff paper in it. It was kind of like a measure note pad, and we were supposed to, except these little pieces of staff paper were like dated and titled and stuff, and we were supposed to keep our little practice things in it. And he was going to collect them, like writing a sharp on this line and putting this something-or-other on that space, and what does this mean, what does that mean and stuff like that. I don't remember too much about what it was. And I dreamt that instead of doing the practice, I was writing a story in this thing about someone being a very kind and gentle musician and nobody realizing it. And then I woke up. That was kind of dumb, huh?",237
26559,"I felt really tired in my first dream, and I was with my friend buying something. For some reason I was overwhelmed with a feeling of empathy for her. My next dream I was at my boyfriend's house, which was combination of his real-life house and another one. We were going to eat with a little girl and her mom (friends of ours), but her mom had to go to work first. So we waited at the house and we were all starving. Then I began to wash dishes. My last dream I was on the set of a Ricki Lake show. I was watching a talent show where my sister ice skated to the song Memories, and some other people sang. I was dancing around to the group singing and at the same time I was looking at make-up products. Then I turned to my mom and dad and told them I needed a boom box. We took a few steps and we were in an electronic store but still on the set, and we found a purple boom box, and I said, This is perfect, exactly what I need. ",191
13269,"I dream that I decide not to get into some car because I realize that if I do the cops will start chasing me, at the same time I get a phone call from my old art teacher from grade school. she tells me she is very disappointed in me because when I last saw my stepfather I did not give him a tip (as in a restaurant)  and I should have known better. The dream was actually very nice because was familiar, similar to my childhood, Somehow their was something great about hearing her voice and having someone so concerned about me. Like when I was a child. It felt safe to be in that dream.",117
30461,"A few weeks ago I discovered I had some worn out parts on my mustang. I was waiting until I got paid to repair the parts. A few days before I made the repairs I had a dream. I dreamed I was driving to work on a two lane country highway (which is my actual route) and I was getting close to a bridge that crosses a river. As I got closer to the bridge the front end of my car gave way, and my car started to flip over towards the guard rail. My car went over the bridge into the water. I woke up as the car filled with water.",112
18086,"[I had 2 detailed dreams, but though partially awake several times I seemed unable to rouse myself sufficiently (in a sort of stupor) to jot down the main outlines, only fragments are remembered] My mother, 2 sisters, Mary and Faye, and myself were sleeping in the living room of 11 Hill Road. I was awakened by terrific bus exhaust noises. The room was dark but I was able to see that the east door (opening to the porch) was open. It occurred to me that my folks preferred to endure the noise and dirt of the traffic, rather than cut off some of the air supply. ",106
14742,"i dreamt of three small boys varying in age from about 6 to 12. i felt a great deal of apprehension on seeing these children. they were not what they appeared to be (please don't think of me as a kook), but in my dream they appeared to be very evil. they're eyes showed hate and distrust of me and they wanted to be admitted into my home. when i refused they pleaded, cried and said they needed a place to live. i absolutely said no and told them to leave. that's when i woke up. the dream occurred two days ago and i felt a terrible fear. that's when i woke up. i prayed to St. Michael (i'm Catholic) and said a few other prayers and the fear left me as well as the evil children. of course, i was not able to return to sleep and as it was pretty close to the time i normally arise, i got up and went about my business and didn't give it another thought. in fact i had forgotten about it until questioned by this survey. hope it helps!",188
26662,"I was standing at the kitchen door when suddenly two of my cousins whom I haven't seen for quite some time appeared. Nothing happened or was said except that they thought I had changed a great deal since they last saw me. Then I was outside holding a little girl (in a white dress) in my arms while at the same time I was dancing the polka. Someone was laughing at me because I looked so funny. For some reason I felt cramped for space. Next I found myself sitting on a porch swing, but when I saw my grandfather coming, I tried to hide between the swing, and instead of there being a solid wall behind me, it was open and he saw me. My sister was sitting on the swing and she said he found me because my feet extended out beyond the swing.",146
18559,"80. Had to move again. While moving I got mad at Uddhava over the price. Then I stormed out. Decided to eat at a cafeteria but there was meat in it. Then I took a nap and my wallet got stolen. I concentrated on where it was and a man handed it to me. Then I got him arrested. Shook hands with the cop. Then we were on our steps and the ocean came up. I was telling the kids to be careful of swimming because it was really deep with a current. One girl said, ""In Puerto Rico the temple is so big you can see it no matter where you are.""",113
20064,"I'm at these small ski slopes with the family, I believe. The day has ended and we are with a small group of people who have signed on for more that day or the next. The woman in charge of the slope is trying to get organized for the next day. She keeps getting interrupted by our questions, and she is happy to answer each one, very interested in the questions and us, smiling at each question. I marvel at that, that she isn't annoyed by all of the interruptions. Also, the slope had been dug up by a patron. Then covered back over. I thought she'd be upset, but not at all.",113
10402,"We are with some people from a village or neighborhood, doing a financial transaction with a new, fancy kind of credit card….They have me use a pen to sign the transaction outside on a table lined with empty, upside down egg cartons….This provides a good cushion for the signing….As I do it I think to myself, this is a good, healthy psychological move for them….When an advanced outside technology arrives and destabilizes life, a practice like this makes it seem like something more in their normal realm, at a scale they can understand and deal with….I am impressed….At some point, I see a tall African-American woman, elegant and dignified, doing something….she seems serious and focused….",115
22822,Breakfast at a buffet place in a mall with ting and syd met us there too Met my tutee there a tallish thin white guy with dirty blond hair Bonded and said I'd give him my real email Waited for ages for pancakes Claire was at the table when I finally went to join them Yifan posted on fb that she was in Oregon Ting sent me this link to a story / video Thought it was about Yifan Some girl was embarrassed about giving a guy a blowjob and then the guy acted weird after But they made up in the end and started dating And were extremely sappy And were on a boat And I finally realized the girl wasn't yif but a girl she knew Idk and somehow this was connected to the tutee? Or I was waiting for him or something ,145
26775,"I was ushering someplace with a girl from the dorm. I thought it was at Severance, only I was in Buffalo. I wanted to go to some hangout where all the kids were, but somehow I thought my mother wouldn't like it. I felt sort of sneaky doing it, and I was relieved when I succeeded in getting away with it. At some related time I excused myself from going somewhere with my mother. I gave such an excuse that she allowed me to leave. But I wanted to go to this place again. I got home sooner than I should have, considering where I told my mother I was going. So I pretended I had been sleeping at home all the while. I didn't think she'd fall for it.",130
13127,"46. My sister Caisa appeared ; she pretended she was sick, and she threw herself down and screamed; but when our mother came, she put on quite a different face and talk. [Then] there was a minister preaching to a large congregation, and at the end he spoke personally against a certain individual, but whether that one was mentioned by name or not I do not know ; but someone arose and rebuked the preacher, saying that such a thing ought not to be done. I was afterwards with them in a private com- pany, and then, on inquiry, it was said that the punishment for libelling anyone is a fine of three marks Swedish. He [the preacher] did not seem to know that it was thus punishable ; it was said that the fine begins with one mark, then two marks, etc. Afterwards my knees moved of themselves.",149
22499,"I was visiting Houston & Jeff wanted to show me his new house. It was several levels--5 I think. The 1st floor was spacious, bright & open. The space narrowed each level we ascended. It was very unusual in the middle part. I remember one area that was an indoor garden--rich, black soil with dark green plants growing in it, & a pole where a little dog was relieving himself. {I think this is from the ground cover I planted at the steps, & a cartoon I saw last night of a dog bragging he could pee indoors on a Christmas tree.} The top level, most narrow of all, was difficult to enter. We climbed a stair ladder to get into it. The floor was little more than a few planks with mauve carpet set on them. We had to stretch out on our stomachs to be in the space & talk. We soon went back down.",157
22079,"we were at first at a restaurant this homeless girl came in and was begging, my parents gave her some money and so did i. Than she went behind us i was nervous because i thought she was stealing she had this huge log and started attacking me. my dad was just sitting there eating. I screamed help me and he was like I'm am busy eating. then the restaurant turned into our home and she was attacking me I ran outside with shiloh screaming for help and called the police. only one car showed up and like i arrested the girl and blah",104
25845,"My friend asks me if I want to play soccer. We are in the snow and I say no. All my friends are there. The one I noticed the most is the guy I like. He stands there, on the snow with his hands in his pockets and his beanie, he covers his forehead and part of his eyes. I feel excited to see him. I begin to snowboard and it seems as though I'm a pro, (even though, in reality I have never snowboard). For some reason there are bed there and pillows. He takes me to a specific bed, fixing the pillow and nothing happened after that. Scenes switch and I'm with my friends. It's a three day weekend and I refuse to go home because my parents have no clue my nose is pierced. I go through the Yellow Pages looking for nose. A group of people try to kill a bunch of other people. A guy I never expected pulls a knife out on me, but does not kill me. I don't remember how, but I think I save the day. The last thing I remember is the fact that a guy is walking his camel and I'm behind them. It doesn't look too much like a camel, but it is. It was spitting in circles, side to side and all over me. Until finally the owner told me to go in front of them so I don't get spit all over myself. I remember driving, but don't know where. At first I follow another car (my friends), but later on I realized I know where I'm going and don't need to follow anyone, so I go on my own.",284
379,"093 I am driving a jeep in the country. The land is green and dotted with old wooden houses. I park near Doug C. and his friend. We begin talking. I hear chopper blades and look up. A Huey with red cross markings prepares to land close by. I say to Doug, ""Oh God, it's a Medevac."" Then I am in a bar crowded with soldiers. I recognize several men, though I mistake one man for someone else. I take a long swig from a bottle. I am crying. I want the men to see this. I want the man mistaken for someone else to see this.",107
22498,"I was walking thru the alley to go into the Methodist church. I saw Brad in the street at the corner & called out to him; but as soon as he turned I forgot what I meant to tell him. He met me in the middle of the alley & said he wanted to start an early church service. Everyone would have to be there no later than 6:35am, & he was doing away with the later service. I was explaining to him that 6:30 was far too early when Nyla woke me to throw up. No conclusion. No ideas.",100
20088,"I am sitting with a guy at the Sandwich Pub, talking to Head, reminiscing when he used to own it. I take the guy I am with to the bathroom like he is a child. I am responsible for him, taking care of him. When we get back to the bar, two young, beautiful african american women are in our seats. He sits down and starts flirting with them. I am hurt and rejected. I leave, hoping he'll come after me. But he doesn't. I get into Mike's car, afraid it won't start. It does and I leave. Playing frisbee with some kids and Mike there. Mike makes a face because I can catch but I can't throw. Avoiding Kylie. Go home and Kylie's kids are with my kids. It's been a disaster.",133
23332,"I dreamt about me being back at a house Melissa owned. This one was old and it was the same color of the hardwood floor where I am at now, here in Merced. Melissa's house was full if all kinds of trinkets. It looked like maybe a store with tourist things to buy. I was mad because of the way the house was so messy. I opened a drawer from what looked like Nan's jewelry box and I found it was separated by a divider had in it a pink hairbrush, a snow globe of a princess that was powder pink. I picked up the snow globe. Then I was waiting for mom to come home so I could complain. Another scene was I remembered getting my tablet cover and many other red things, some that I do not own in real life. It was Christmas and I was very happy.",151
9275,"I come to some new place, and I want to publicize my new activities….I try to set up a Twitter account, but it is a hassle, things do not go the way they are supposed to go….They tell me to first send them a message at midnight, that will initiate the account….I do so, but they are slow in reply….Other people seem to get involved with my account, too, making it confusing about who is in charge of it, me or the other people….Now I am unsure if anyone will read the things I post….I wonder, is it worth it?....",100
