gen_id,producer,scorer,prompt_key,category,idx,mean_logp,n_tokens,min_logp,max_logp,divergent_tokens
PKU-Alignment/alpaca-7b-reproduced|neutral_5|4,sft,base,neutral_5,neutral,4,-1.6406256249913713,100,-11.396297454833984,-0.0009455977124162018,the:-11.40|theory:-5.74|le:-5.66|Sud:-5.55|L:-5.27|quickly:-4.84|hard:-4.76|With:-4.43|make:-3.76|“:-3.72
PKU-Alignment/alpaca-7b-reproduced|neutral_6|0,sft,base,neutral_6,neutral,0,-1.6911735204863008,82,-13.130366325378418,-0.00010477947944309562,not:-13.13|severe:-5.18|incred:-5.13|forec:-4.21|be:-3.99|various:-3.99|members:-3.62|across:-3.61|would:-3.52|We:-3.48
PKU-Alignment/alpaca-7b-reproduced|neutral_6|1,sft,base,neutral_6,neutral,1,-1.7817934259957704,27,-5.325838088989258,-0.000949885172303766,morning:-5.33|day:-4.30|A:-4.13|enjo:-4.06|m:-3.38|along:-2.68|un:-2.49|a:-2.42|pic:-2.39|and:-1.93
PKU-Alignment/alpaca-7b-reproduced|neutral_6|2,sft,base,neutral_6,neutral,2,-1.4580880573451793,64,-7.253713607788086,-2.7179348762729205e-05,�:-7.25|:-7.05|supposed:-5.37|week:-4.66|This:-4.45|everyone:-3.44|sure:-3.41|temper:-2.92|�:-2.82|in:-2.81
PKU-Alignment/alpaca-7b-reproduced|neutral_6|3,sft,base,neutral_6,neutral,3,-1.7457090000631676,84,-14.368891716003418,-0.0008990298374556005,rain:-14.37|quickly:-6.05|That:-4.77|when:-4.22|snow:-4.16|evening:-4.08|quite:-4.07|This:-4.04|with:-3.96|roads:-3.92
PKU-Alignment/alpaca-7b-reproduced|neutral_6|4,sft,base,neutral_6,neutral,4,-2.189269240550765,99,-23.567276000976562,-0.0003293210465926677,“:-23.57|not:-13.13|Need:-9.10|E:-6.35|Revolution:-5.25|Ford:-4.99|cultiv:-4.88|Why:-4.79|J:-4.77|middle:-4.72
PKU-Alignment/alpaca-7b-reproduced|neutral_7|0,sft,base,neutral_7,neutral,0,-1.5109686740701471,34,-12.463395118713379,-0.0013952055014669895,"the:-12.46|Battle:-4.83|pointed:-4.10|sh:-2.79|"":-2.50|It:-2.49|H:-2.24|right:-1.89|The:-1.74|and:-1.65"
PKU-Alignment/alpaca-7b-reproduced|neutral_7|1,sft,base,neutral_7,neutral,1,-1.8706619576926553,31,-12.463395118713379,-0.0033273117151111364,the:-12.46|offered:-4.99|:-4.49|selection:-4.34|li:-3.60|A:-3.24|from:-3.23|checked:-2.98|history:-2.87|and:-2.40
PKU-Alignment/alpaca-7b-reproduced|neutral_7|2,sft,base,neutral_7,neutral,2,-2.080992483733488,28,-12.463395118713379,-0.01657700724899769,the:-12.46|selected:-6.38|city:-3.90|looked:-3.37|looking:-3.24|it:-2.95|history:-2.87|sat:-2.86|few:-2.60|He:-2.34
PKU-Alignment/alpaca-7b-reproduced|neutral_7|3,sft,base,neutral_7,neutral,3,-1.4225674741619063,101,-9.052755355834961,-0.0006287504802457988,"—:-9.05|moral:-8.42|full:-6.63|quite:-6.06|valuable:-5.36|so:-5.26|To:-4.71|!"":-4.29|smiled:-4.24|showing:-4.01"
PKU-Alignment/alpaca-7b-reproduced|neutral_7|4,sft,base,neutral_7,neutral,4,-1.48462223044519,75,-15.334426879882812,-0.0006239851354621351,comput:-15.33|towards:-4.84|computer:-4.75|le:-4.75|answers:-4.37|pointed:-4.31|thank:-3.98|large:-3.62|there:-3.29|as:-3.09
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_1|0,sft,base,institutional_labor_worker_1,institutional_labor_worker,0,-1.4783345588482917,100,-15.664321899414062,-0.001004786929115653,:-15.66|have:-11.36|policy:-6.00|some:-4.80|Gener:-4.77|clean:-4.21|employ:-3.44|’:-3.36|instead:-3.18|Is:-3.06
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_1|1,sft,base,institutional_labor_worker_1,institutional_labor_worker,1,-1.428748928041405,99,-14.180221557617188,-5.769562994828448e-05,:-14.18|have:-11.36|https:-6.46|virtual:-6.43|Pres:-5.69|2:-5.56|raising:-5.01|0:-4.54|T:-3.32|to:-3.32
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_1|2,sft,base,institutional_labor_worker_1,institutional_labor_worker,2,-1.3650381054865408,53,-11.363243103027344,-0.0011138670379295945,have:-11.36|rights:-3.78|options:-3.70|Your:-3.53|’:-3.49|att:-3.15|consult:-2.60|in:-2.56|You:-2.46|at:-2.36
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_1|3,sft,base,institutional_labor_worker_1,institutional_labor_worker,3,-1.9972544586552041,28,-11.363429069519043,-0.017206907272338867,have:-11.36|J:-5.33|C:-4.74|A:-3.75|':-3.50|minimum:-3.17|What:-2.27|a:-2.25|::-2.20|sk:-2.10
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_1|4,sft,base,institutional_labor_worker_1,institutional_labor_worker,4,-1.347251469427827,96,-11.363243103027344,-1.1801649634435307e-05,have:-11.36|un:-8.00|rights:-5.44|unf:-4.87|No:-3.86|terminated:-3.79|':-3.72|Your:-3.37|purs:-3.33|sever:-3.32
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_1|0,sft,base,institutional_labor_mgmt_1,institutional_labor_mgmt,0,-1.7912031633296284,100,-14.442794799804688,-0.0006149308173917234,lay:-14.44|prior:-5.87|Even:-5.73|always:-5.53|Not:-5.34|Using:-5.05|try:-4.70|rest:-4.69|everyone:-4.61|3:-4.32
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_1|1,sft,base,institutional_labor_mgmt_1,institutional_labor_mgmt,1,-2.5838572774082422,17,-15.55599594116211,-0.02065856195986271,reduce:-15.56|hit:-5.18|team:-4.62|sizes:-3.54|goals:-2.32|-:-2.32|cost:-1.91|to:-1.85|by:-1.40|my:-1.33
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_1|2,sft,base,institutional_labor_mgmt_1,institutional_labor_mgmt,2,-2.666445533205804,19,-14.44179916381836,-0.004791800864040852,lay:-14.44|-:-5.16|least:-4.90|two:-4.79|or:-3.99|who:-3.33|who:-2.61|team:-2.30|senior:-2.00|product:-1.54
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_1|3,sft,base,institutional_labor_mgmt_1,institutional_labor_mgmt,3,-1.3694289187842514,100,-14.442794799804688,-0.0012704405235126615,lay:-14.44|business:-6.04|increase:-5.06|target:-4.93|achiev:-4.79|quickly:-4.75|When:-4.50|By:-4.50|set:-3.97|I:-3.74
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_1|4,sft,base,institutional_labor_mgmt_1,institutional_labor_mgmt,4,-1.3762360927293775,100,-15.216049194335938,-0.00034731553751043975,note:-15.22|Start:-5.62|Of:-4.64|particularly:-4.54|refer:-4.28|Prov:-3.81|decision:-3.58|external:-3.54|as:-3.41|mor:-3.33
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_2|0,sft,base,institutional_labor_worker_2,institutional_labor_worker,0,-3.023763603065163,8,-13.278173446655273,-0.04079311713576317,be:-13.28|cred:-4.48|what:-4.09|for:-0.84|.:-0.71|do:-0.65|I:-0.10|ited:-0.04
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_2|1,sft,base,institutional_labor_worker_2,institutional_labor_worker,1,-1.6585408613778825,43,-14.299335479736328,-0.004742920398712158,pro:-14.30|either:-7.46|considering:-5.18|pays:-3.44|talk:-3.04|start:-2.88|a:-2.82|document:-2.73|What:-2.58|it:-2.33
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_2|2,sft,base,institutional_labor_worker_2,institutional_labor_worker,2,-1.6635112107005174,101,-17.33802032470703,-4.2914423829643056e-05,con:-17.34|Allow:-8.18|-:-7.59|;:-5.57|confident:-5.06|well:-5.02|Then:-4.88|do:-4.61|acc:-4.51|Make:-4.42
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_2|3,sft,base,institutional_labor_worker_2,institutional_labor_worker,3,-1.4155881538228443,101,-13.918098449707031,-8.022463589441031e-05,ment:-13.92|Yes:-6.15|Does:-5.32|so:-5.21|It:-4.04|':-3.49|ensure:-3.38|fire:-3.35|definitely:-3.17|any:-3.16
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_2|4,sft,base,institutional_labor_worker_2,institutional_labor_worker,4,-1.3603214100256447,100,-14.630989074707031,-0.0001559135998832062,report:-14.63|Un:-6.33|-:-5.42|examples:-5.22|considered:-5.17|Make:-5.15|all:-3.33|s:-3.30|provide:-3.26|an:-3.14
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_2|0,sft,base,institutional_labor_mgmt_2,institutional_labor_mgmt,0,-1.869285640764865,100,-14.745946884155273,-0.0009728704462759197,"
:-14.75|it:-14.41|be:-12.74|going:-6.76|issue:-6.33|
:-5.99|There:-5.57|employee:-4.95|colle:-4.64|benef:-4.36"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_2|1,sft,base,institutional_labor_mgmt_2,institutional_labor_mgmt,1,-1.518254286759766,100,-13.15959358215332,-0.0006208876147866249,fire:-13.16|issue:-5.68|F:-5.09|There:-5.06|Additionally:-4.92|or:-4.18|isn:-4.01|there:-3.79|things:-3.35|Here:-3.22
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_2|2,sft,base,institutional_labor_mgmt_2,institutional_labor_mgmt,2,-1.6395345936264731,98,-13.05021858215332,-0.00012003655137959868,just:-13.05|comfortable:-5.57|age:-5.46|nothing:-5.25|appreciated:-5.10|T:-4.88|Answer:-4.72|use:-4.61|try:-4.46|trans:-4.24
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_2|3,sft,base,institutional_labor_mgmt_2,institutional_labor_mgmt,3,-2.2967145456932485,10,-13.052572250366211,-0.01229599118232727,"just:-13.05|Not:-3.69|them:-2.65|fire:-1.16|,:-1.10|so:-0.56|right:-0.39|.:-0.33|?:-0.02|fast:-0.01"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_2|4,sft,base,institutional_labor_mgmt_2,institutional_labor_mgmt,4,-2.933525627711788,8,-12.763509750366211,-0.01689845509827137,"t:-12.76|alk:-3.66|right:-2.15|directly:-1.76|him:-1.60|,:-1.39|to:-0.14|?:-0.02"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_3|0,sft,base,institutional_labor_worker_3,institutional_labor_worker,0,-1.4709609750702073,101,-17.272367477416992,-0.001816648175008595,"appro:-17.27|
:-11.06|safety:-8.02|highest:-6.77|proof:-6.25|someone:-6.05|communicate:-4.21|management:-4.13|action:-4.05|1:-4.01"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_3|1,sft,base,institutional_labor_worker_3,institutional_labor_worker,1,-2.738246799192645,11,-16.543354034423828,-0.04736540466547012,try:-16.54|higher:-3.09|attention:-2.06|get:-2.00|the:-1.71|-:-1.50|level:-1.49|management:-0.69|.:-0.69|to:-0.31
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_3|2,sft,base,institutional_labor_worker_3,institutional_labor_worker,2,-2.6333828631957825,11,-13.313861846923828,-0.002955119125545025,file:-13.31|proper:-6.36|about:-3.69|compla:-1.14|to:-1.13|authorities:-1.01|this:-0.93|.:-0.76|the:-0.35|a:-0.28
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_3|3,sft,base,institutional_labor_worker_3,institutional_labor_worker,3,-1.6572529537044465,50,-14.446195602416992,-0.012511572800576687,report:-14.45|This:-4.29|un:-4.25|take:-4.00|labour:-3.43|to:-3.38|he:-3.15|our:-2.69|an:-2.69|safety:-2.55
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_3|4,sft,base,institutional_labor_worker_3,institutional_labor_worker,4,-1.9582858262211085,25,-13.007377624511719,-0.011601010337471962,go:-13.01|takes:-4.74|H:-3.84|safety:-3.41|gr:-2.51|report:-2.35|will:-2.15|HR:-1.99|situation:-1.94|investigate:-1.92
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_3|0,sft,base,institutional_labor_mgmt_3,institutional_labor_mgmt,0,-1.9257738424017081,79,-14.833637237548828,-0.002377423457801342,go:-14.83|eth:-6.32|got:-5.84|our:-5.38|check:-5.03|ensure:-4.86|factory:-4.51|workers:-4.28|for:-4.24|You:-4.11
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_3|1,sft,base,institutional_labor_mgmt_3,institutional_labor_mgmt,1,-5.3400667905807495,4,-15.27849006652832,-1.4029407501220703,get:-15.28|bonus:-2.97|.:-1.71|a:-1.40
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_3|2,sft,base,institutional_labor_mgmt_3,institutional_labor_mgmt,2,-2.042949819029309,100,-13.042621612548828,-0.00120936194434762,have:-13.04|—:-7.95|down:-7.49|other:-6.19|without:-5.74|unclear:-5.55|to:-5.46|had:-5.26|medical:-4.88|That:-4.82
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_3|3,sft,base,institutional_labor_mgmt_3,institutional_labor_mgmt,3,-1.8516039281224521,68,-13.042621612548828,-0.00010275312524754554,have:-13.04|compla:-6.78|what:-6.48|sudden:-6.29|hand:-4.81|reg:-4.57|If:-4.55|increased:-4.33|inspect:-4.21|And:-4.02
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_3|4,sft,base,institutional_labor_mgmt_3,institutional_labor_mgmt,4,-1.43391225239051,100,-11.978168487548828,-1.5735502529423684e-05,know:-11.98|our:-7.75|and:-5.58|issues:-4.69|supp:-4.68|earlier:-4.68|August:-4.64|Michael:-4.28|maintenance:-4.11|My:-3.92
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_4|0,sft,base,institutional_labor_worker_4,institutional_labor_worker,0,-1.9098397977789865,100,-11.982979774475098,-0.00219818577170372,have:-11.98|primarily:-6.26|Do:-6.05|felt:-5.47|recommended:-4.98|union:-4.98|As:-4.87|This:-4.73|navigate:-4.41|jan:-4.12
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_4|1,sft,base,institutional_labor_worker_4,institutional_labor_worker,1,-2.3903932044707723,46,-11.978715896606445,-0.007028734777122736,"have:-11.98|until:-6.66|supp:-6.28|"":-6.09|everyone:-5.24|alternative:-4.73|A:-4.24|worked:-4.13|began:-3.93|sources:-3.65"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_4|2,sft,base,institutional_labor_worker_4,institutional_labor_worker,2,-1.621667230755768,33,-11.978715896606445,-0.0016300498973578215,"have:-11.98|
:-10.74|Yes:-3.77|join:-3.41|the:-3.08|whether:-2.89|Answer:-2.83|choose:-2.63|have:-1.60|choose:-1.53"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_4|3,sft,base,institutional_labor_worker_4,institutional_labor_worker,3,-2.0952764925147807,14,-11.685747146606445,-0.02158786728978157,be:-11.69|and:-2.70|fight:-2.48|allowed:-2.41|union:-2.17|in:-1.99|to:-1.99|other:-1.88|this:-1.31|.:-0.46
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_4|4,sft,base,institutional_labor_worker_4,institutional_labor_worker,4,-1.842386118620634,100,-13.504737854003906,-0.0029786527156829834,"by:-13.50|be:-11.69|
:-6.89|:-6.76|Management:-6.38|fair:-6.14|which:-5.92|set:-5.64|work:-5.13|negoti:-4.31"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_4|0,sft,base,institutional_labor_mgmt_4,institutional_labor_mgmt,0,-2.6698543102863956,17,-15.149410247802734,-0.010894697159528732,make:-15.15|address:-5.42|r:-3.18|explain:-2.99|employees:-2.92|sure:-2.23|to:-2.00|and:-1.85|have:-1.67|the:-1.60
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_4|1,sft,base,institutional_labor_mgmt_4,institutional_labor_mgmt,1,-1.748837942050117,87,-13.881795883178711,-0.0007765853079035878,focus:-13.88|ref:-6.42|ways:-5.71|potential:-5.63|re:-5.57|explore:-5.15|create:-4.79|examine:-4.65|review:-4.64|stay:-4.45
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_4|2,sft,base,institutional_labor_mgmt_4,institutional_labor_mgmt,2,-2.6479375350978582,26,-17.293636322021484,-0.0014946014853194356,"plan:-17.29|
:-10.48|True:-8.34|when:-4.44|to:-3.57|ahead:-3.44|minim:-3.16|Answer:-2.16|make:-2.13|for:-1.99"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_4|3,sft,base,institutional_labor_mgmt_4,institutional_labor_mgmt,3,-2.757853222390016,15,-16.344417572021484,-0.017208430916070938,look:-16.34|vac:-4.94|workers:-4.25|my:-2.38|care:-2.26|health:-1.90|costs:-1.88|and:-1.79|reduce:-1.72|for:-1.62
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_4|4,sft,base,institutional_labor_mgmt_4,institutional_labor_mgmt,4,-1.7118867399854936,100,-17.25386619567871,-0.0002517383254598826,start:-17.25|:-11.39|contributions:-6.30|Gener:-5.81|dis:-5.22|kinds:-5.14|me:-4.81|explore:-4.76|potential:-4.50|flexible:-4.46
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_5|0,sft,base,institutional_labor_worker_5,institutional_labor_worker,0,-1.2666767327745265,100,-5.945805549621582,-3.576278118089249e-07,J:-5.95|might:-4.96|immediate:-4.76|9:-4.67|on:-4.62|Re:-4.23|Is:-4.01|It:-3.83|my:-3.80|:-3.53
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_5|1,sft,base,institutional_labor_worker_5,institutional_labor_worker,1,-1.4513708706571828,99,-17.549388885498047,-0.0001711698860162869,H:-17.55|Open:-10.80|P:-6.89|to:-5.64|Houston:-5.15|Print:-5.14|company:-4.56|opening:-4.48|understand:-4.41|3:-4.03
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_5|2,sft,base,institutional_labor_worker_5,institutional_labor_worker,2,-1.7652914716989823,62,-11.614463806152344,-0.0005920564290136099,?”:-11.61|hasn:-5.96|2:-4.80|Can:-4.75|superior:-4.65|tim:-4.57|':-4.41|’:-4.08|about:-3.71|Oh:-3.63
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_5|3,sft,base,institutional_labor_worker_5,institutional_labor_worker,3,-1.6220380108225072,40,-5.671529293060303,-8.797258487902582e-05,too:-5.67|up:-5.03|effort:-4.63|It:-4.05|with:-3.48|just:-3.46|they:-3.45|no:-3.39|know:-2.88|You:-2.60
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_worker_5|4,sft,base,institutional_labor_worker_5,institutional_labor_worker,4,-2.0414131611123776,99,-15.698410034179688,-0.00015793983766343445,It:-15.70|“:-10.33|US:-7.41|Get:-6.77|form:-6.57|Complete:-6.55|section:-6.06|my:-5.84|easy:-5.61|Your:-5.20
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_5|0,sft,base,institutional_labor_mgmt_5,institutional_labor_mgmt,0,-2.308321108243295,21,-11.83962631225586,-0.042808737605810165,"no:-11.84|give:-5.83|in:-4.72|raised:-4.26|What:-3.70|their:-3.09|next:-2.29|,:-1.96|in:-1.78|and:-1.61"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_5|1,sft,base,institutional_labor_mgmt_5,institutional_labor_mgmt,1,-1.2598953180789803,84,-5.768937110900879,-0.00018594920402392745,showed:-5.77|His:-4.78|This:-4.07|focused:-3.83|confident:-3.20|surprised:-3.03|going:-3.03|which:-2.94|take:-2.94|::-2.89
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_5|2,sft,base,institutional_labor_mgmt_5,institutional_labor_mgmt,2,-2.1589278190826566,26,-19.726947784423828,-0.004787292331457138,"Descriptor:-19.73|no:-11.84|
:-4.32|this:-4.26|It:-3.91|When:-2.76|and:-2.64|.:-1.62|’:-1.15|why:-0.96"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_5|3,sft,base,institutional_labor_mgmt_5,institutional_labor_mgmt,3,-1.781567724905035,100,-13.584486961364746,-3.325883881188929e-05,"only:-13.58|"":-8.53|clearly:-6.75|Is:-5.48|rem:-5.32|considered:-5.27|provide:-5.19|First:-4.47|sorry:-4.27|available:-4.09"
PKU-Alignment/alpaca-7b-reproduced|institutional_labor_mgmt_5|4,sft,base,institutional_labor_mgmt_5,institutional_labor_mgmt,4,-1.3287610513342951,100,-5.252319812774658,-0.00014351768186315894,Well:-5.25|will:-5.10|How:-4.26|We:-3.83|business:-3.54|line:-3.48|what:-3.37|much:-3.35|here:-3.26|The:-3.06
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_1|0,sft,base,institutional_housing_tenant_1,institutional_housing_tenant,0,-1.4853257691289763,100,-12.398857116699219,-0.0014352031284943223,have:-12.40|facing:-5.23|util:-4.42|look:-4.26|other:-4.09|other:-3.82|done:-3.81|already:-3.62|If:-3.40|an:-3.32
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_1|1,sft,base,institutional_housing_tenant_1,institutional_housing_tenant,1,-3.0043112949778634,15,-14.394649505615234,-0.008253632113337517,"just:-14.39|post:-6.21|J:-5.50|ub:-3.80|r:-3.71|in:-3.58|,:-3.00|ental:-2.82|move:-1.26|
:-0.33"
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_1|2,sft,base,institutional_housing_tenant_1,institutional_housing_tenant,2,-2.177207513572648,20,-15.511837005615234,-0.00937547255307436,pro:-15.51|sick:-4.35|told:-4.25|when:-3.24|have:-2.83|couldn:-2.64|I:-2.08|make:-1.99|the:-1.62|was:-1.25
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_1|3,sft,base,institutional_housing_tenant_1,institutional_housing_tenant,3,-2.403662931165085,26,-13.636837005615234,-0.0003175231395289302,move:-13.64|Com:-6.25|June:-5.86|AC:-5.68|E:-4.81|By:-4.76|J:-4.70|3:-2.79|0:-2.38|9:-1.98
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_1|4,sft,base,institutional_housing_tenant_1,institutional_housing_tenant,4,-1.3364693628080762,101,-15.513114929199219,-7.86750388215296e-05,pro:-15.51|much:-5.63|Post:-5.52|The:-5.04|Un:-4.88|knock:-4.73|heard:-4.72|It:-3.94|8:-3.66|9:-3.65
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_1|0,sft,base,institutional_housing_landlord_1,institutional_housing_landlord,0,-4.7449870109558105,5,-10.810746192932129,-2.3914506435394287,dev:-10.81|them:-4.71|ict:-3.11|oul:-2.70|.:-2.39
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_1|1,sft,base,institutional_housing_landlord_1,institutional_housing_landlord,1,-1.519696307622286,69,-8.312519073486328,-6.890059739816934e-05,":-8.31|Answer:-7.07|partial:-6.36|
:-6.14|Ref:-5.29|::-4.98|Contact:-4.48|Of:-4.14|cert:-3.64|option:-3.36"
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_1|2,sft,base,institutional_housing_landlord_1,institutional_housing_landlord,2,-1.511232201657549,96,-14.502835273742676,-0.0004781533498317003,send:-14.50|Re:-6.69|payment:-6.61|agree:-4.93|Before:-4.65|Make:-4.60|O:-4.35|consider:-4.11|talk:-4.08|that:-4.03
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_1|3,sft,base,institutional_housing_landlord_1,institutional_housing_landlord,3,-1.129729762822321,34,-4.9774956703186035,-0.00034624303225427866,"::-4.98|Neg:-4.86|File:-4.27|Ign:-3.39|Send:-3.04|a:-2.83|law:-2.35|demand:-2.18|
:-1.89|situation:-1.83"
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_1|4,sft,base,institutional_housing_landlord_1,institutional_housing_landlord,4,-1.4882544746142965,99,-19.068517684936523,-6.151010165922344e-05,"Home:-19.07|serve:-12.88|F:-7.50|ert:-7.25|&:-5.14|Iss:-4.46|men:-4.45|
:-4.28|F:-4.08|isn:-3.94"
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_2|0,sft,base,institutional_housing_tenant_2,institutional_housing_tenant,0,-1.1215789002213765,37,-6.2361345291137695,-0.00036614391137845814,::-6.24|Look:-5.74|Ign:-4.95|try:-3.15|repair:-3.07|Ask:-2.59|stay:-2.36|broken:-2.12|A:-1.43|):-1.40
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_2|1,sft,base,institutional_housing_tenant_2,institutional_housing_tenant,1,-1.9492631578131725,19,-6.1423845291137695,-0.15934480726718903,...:-6.14|contact:-5.11|should:-3.87|see:-2.85|and:-2.42|report:-2.19|issue:-2.17|to:-1.90|I:-1.79|.:-1.59
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_2|2,sft,base,institutional_housing_tenant_2,institutional_housing_tenant,2,-1.6579951010338079,38,-10.613932609558105,-0.0011897159274667501,for:-10.61|...:-6.14|Comp:-5.04|since:-4.92|disc:-3.84|Contact:-3.43|A:-2.62|local:-1.98|file:-1.68|.:-1.65
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_2|3,sft,base,institutional_housing_tenant_2,institutional_housing_tenant,3,-1.2101667398605023,101,-15.345820426940918,-0.000192504478036426,se:-15.35|liv:-6.38|failure:-3.90|A:-3.70|lawyer:-3.70|prem:-3.62|If:-3.61|const:-3.40|the:-3.36|ensure:-3.20
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_tenant_2|4,sft,base,institutional_housing_tenant_2,institutional_housing_tenant,4,-1.2718250448312027,100,-17.301876068115234,-0.00033909291960299015,fill:-17.30|fine:-5.47|providing:-5.09|legal:-3.58|working:-3.56|help:-3.50|The:-3.30|health:-3.21|Your:-3.16|further:-2.96
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_2|0,sft,base,institutional_housing_landlord_2,institutional_housing_landlord,0,-3.0035750377574004,10,-15.704191207885742,-0.0012359131360426545,"do:-15.70|increase:-5.07|or:-2.35|the:-2.20|,:-1.93|rep:-1.25|.:-1.24|the:-0.25|rent:-0.02|airs:-0.00"
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_2|1,sft,base,institutional_housing_landlord_2,institutional_housing_landlord,1,-1.2106448581176146,35,-5.597254753112793,-0.00014852374442853034,Ac:-5.60|::-4.05|Ign:-3.53|Neg:-3.43|ceed:-2.92|Refer:-2.85|a:-2.47|requests:-2.33|comprom:-2.18|third:-1.69
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_2|2,sft,base,institutional_housing_landlord_2,institutional_housing_landlord,2,-1.503961897823458,84,-15.702126502990723,-0.000259365770034492,do:-15.70|dem:-7.78|real:-5.30|only:-5.23|Rep:-4.86|immediately:-4.81|ensure:-4.67|instead:-4.48|if:-3.37|attended:-3.03
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_2|3,sft,base,institutional_housing_landlord_2,institutional_housing_landlord,3,-1.3181381162413315,44,-14.164152145385742,-2.622600959512056e-06,___:-14.16|Post:-5.86|Ag:-4.20|confirm:-3.55|Ins:-3.46|?:-3.08|A:-2.54|Ref:-2.25|later:-2.25|until:-2.14
PKU-Alignment/alpaca-7b-reproduced|institutional_housing_landlord_2|4,sft,base,institutional_housing_landlord_2,institutional_housing_landlord,4,-1.5353439990874558,21,-14.651456832885742,-0.00034171465085819364,What:-14.65|to:-3.81|you:-2.75|dem:-1.90|if:-1.90|think:-1.13|.:-1.12|that:-1.00|expensive:-0.98|your:-0.85
