family,layer,mode,model_id,prompt_key,gen_idx,step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,19,47,on,0.6832772493362427,1.0196620225906372,2,on,0.6832772493362427,"on|across|in|with|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,19,48,the,0.716315746307373,0.6802739500999451,1,the,0.716315746307373,the|a|her|another|some
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,anger,19,49,paper,0.46111953258514404,1.6542637348175049,5,paper,0.46111953258514404,paper|not|piece|page|sheet
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,0,exc,6.748481973772869e-05,1.354634165763855,3,...,0.7833051681518555,...|it|started|p|It
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,1,ited,0.9465257525444031,0.2918679714202881,1,ited,0.9465257525444031,ited|used|av|it|use
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,2,ly,0.8705427050590515,0.5859427452087402,1,ly,0.8705427050590515,ly|to|a|his|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,3,turned,0.046885572373867035,2.964554786682129,19,examined,0.3204047679901123,"examined|began|,|held|turned"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,4,it,0.877241313457489,0.5828648805618286,1,it,0.877241313457489,it|the|to|on|over
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,5,over,0.9661267399787903,0.1897716224193573,1,over,0.9661267399787903,over|around|in|to|back
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,6,in,0.990298867225647,0.06264747679233551,1,in,0.990298867225647,"in|,|to|and|between"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,7,his,0.998540997505188,0.012305716052651405,1,his,0.998540997505188,his|the|its|this|their
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,8,hands,0.5912186503410339,0.6984484791755676,2,hands,0.5912186503410339,hands|hand|fingers|glo|skilled
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,9,",",0.9317630529403687,0.3064004182815552,1,",",0.9317630529403687,",|.|to|before|as"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,10,adm,0.7363258600234985,1.0779149532318115,2,adm,0.7363258600234985,adm|feeling|studying|examining|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,11,iring,0.9999994039535522,1.1935738257307094e-05,1,iring,0.9999994039535522,iring|ix|ires|iral|orning
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,12,the,0.6397640705108643,0.6635180115699768,1,the,0.6397640705108643,the|its|it|how|
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,13,craftsmanship,0.021554823964834213,1.7731664180755615,5,sharp,0.4905855059623718,sharp|way|intricate|worn|gl
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,14,and,0.4560607075691223,1.1751878261566162,3,and,0.4560607075691223,"and|that|of|.|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,15,feel,0.03540993109345436,1.933166265487671,6,the,0.5004110932350159,the|balance|sharp|feeling|weight
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,16,of,0.9950188398361206,0.03366190567612648,1,of,0.9950188398361206,"of|.|,|as|for"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,17,the,0.9048465490341187,0.37626999616622925,1,the,0.9048465490341187,the|it|its|weight|a
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,18,weather,0.00012239755596965551,2.222615957260132,9,weight,0.28638342022895813,weight|blade|sharp|cool|worn
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,19,ed,0.9998164772987366,0.0018078210996463895,1,ed,0.9998164772987366,ed|-w|w|-be|-
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,20,handle,0.4802241921424866,1.5271172523498535,4,handle,0.4802241921424866,handle|blade|metal|wood|wooden
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,21,.,0.6921811103820801,0.9623531699180603,2,.,0.6921811103820801,".|,|and|before|that"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,22,It,0.10653886944055557,1.4921711683273315,4,<|eot_id|>,0.41483667492866516,<|eot_id|>|The|He|It|As
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,23,was,0.6907063722610474,0.7148047685623169,2,was,0.6907063722610474,was|had|looked|seemed|wasn
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,24,an,0.6972571611404419,0.8038762211799622,2,an,0.6972571611404419,an|a|old|his|as
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,25,old,0.8822614550590515,0.4791345000267029,1,old,0.8822614550590515,old|antique|heir|unusual|ancient
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,26,knife,0.4934772551059723,2.018442153930664,7,knife,0.4934772551059723,"knife|family|thing|blade|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,27,",",0.9923564195632935,0.05313189700245857,1,",",0.9923564195632935,",|that|he|with|his"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,28,one,0.8747934699058533,0.5997570753097534,1,one,0.8747934699058533,one|with|passed|its|worn
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,29,that,0.8593661189079285,0.43074488639831543,1,that,0.8593661189079285,that|he|his|passed|with
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,30,had,0.7356032729148865,0.7649937272071838,2,had,0.7356032729148865,had|he|his|looked|seemed
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,31,been,0.7443098425865173,0.9008774161338806,2,been,0.7443098425865173,been|seen|clearly|likely|probably
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,32,passed,0.929627001285553,0.3688567578792572,1,passed,0.929627001285553,passed|in|handed|used|with
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,33,down,0.9999333620071411,0.0007569734007120132,1,down,0.9999333620071411,down|through|from|to|-down
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,34,through,0.9767580628395081,0.12826384603977203,1,through,0.9767580628395081,through|to|for|from|in
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,35,generations,0.9010485410690308,0.3471197187900543,1,generations,0.9010485410690308,generations|his|several|many|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,36,of,0.6562831401824951,0.9783475995063782,2,of,0.6562831401824951,"of|in|,|and|within"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,37,his,0.9594249129295349,0.2601633071899414,1,his,0.9594249129295349,his|skilled|hunters|craftsm|a
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,38,family,0.9993267059326172,0.006448815576732159,1,family,0.9993267059326172,family|ancestors|own|great|father
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,39,",",0.7935217618942261,0.6100417971611023,1,",",0.7935217618942261,",|.|and|for|before"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,40,and,0.9439741969108582,0.3118740916252136,1,and,0.9439741969108582,and|with|each|its|but
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,41,he,0.9085052609443665,0.4914032220840454,1,he,0.9085052609443665,he|it|one|held|now
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,42,felt,0.8146331310272217,0.8035067319869995,2,felt,0.8146331310272217,felt|could|had|couldn|remembered
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,43,a,0.9984790682792664,0.013744929805397987,1,a,0.9984790682792664,a|connected|an|proud|honored
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,44,deep,0.4432169198989868,1.271918773651123,3,deep,0.4432169198989868,deep|sense|connection|strange|strong
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,45,connection,0.9325092434883118,0.25500229001045227,1,connection,0.9325092434883118,connection|sense|affection|respect|pride
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,46,to,0.9999972581863403,4.207690653856844e-05,1,to,0.9999972581863403,to|whenever|every|with|and
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,47,it,0.888075053691864,0.41129961609840393,1,it,0.888075053691864,it|the|its|those|his
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,48,.,0.8306750655174255,0.674526572227478,1,.,0.8306750655174255,".|as|,|every|whenever"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,0,49,As,0.37525635957717896,1.4641506671905518,4,As,0.37525635957717896,As|He|<|eot_id|>|The|His
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,0,per,7.781478416291066e-06,1.354634165763855,3,...,0.7833051681518555,...|it|started|p|It
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,1,formed,0.33091819286346436,2.0758745670318604,7,formed,0.33091819286346436,formed|ched|ceived|for|mitted
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,2,a,0.7308034300804138,0.950339674949646,2,a,0.7308034300804138,a|the|an|some|his
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,3,series,0.2414410412311554,3.0688743591308594,21,series,0.2414410412311554,series|few|swift|quick|delicate
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,4,of,0.9997990727424622,0.0029070856980979443,1,of,0.9997990727424622,of|.|to|or|motion
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,5,sharp,0.013492303900420666,2.4421799182891846,11,swift,0.347971111536026,swift|precise|quick|intricate|smooth
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,6,",",0.831016480922699,0.9271588921546936,2,",",0.831016480922699,",|cuts|and|twists|movements"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,7,precise,0.7407643795013428,1.3193180561065674,3,precise,0.7407643795013428,precise|deliberate|swift|practiced|calculated
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,8,motions,0.40109628438949585,1.254824161529541,3,motions,0.40109628438949585,motions|cuts|movements|strokes|actions
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,9,with,0.10446438193321228,1.3118185997009277,3,",",0.5826554894447327,",|to|with|as|."
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,10,it,0.5923060774803162,0.9894025921821594,2,it,0.5923060774803162,it|the|his|a|its
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,11,.,0.36127448081970215,0.9428554177284241,2,",",0.5864063501358032,",|.|in|...|as"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,12,<|eot_id|>,0.660020112991333,1.024916648864746,2,<|eot_id|>,0.660020112991333,<|eot_id|>|The|He||His
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,13,<|start_header_id|>,0.9999948740005493,6.838428816990927e-05,1,<|start_header_id|>,0.9999948740005493,<|start_header_id|>|<|eot_id|>|<|python_tag|>|<|end_header_id|>|<|eom_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,14,assistant,1.0,1.9045119259430976e-08,1,assistant,1.0,assistant|assistant|Assistant|<|start_header_id|>|Assistant
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,15,<|end_header_id|>,0.972658634185791,0.1275269091129303,1,<|end_header_id|>,0.972658634185791,<|end_header_id|>||<|eot_id|>|”|ा
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,16,,1.0,1.4203390037437202e-06,1,,1.0,"|||""|"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,17,The,0.6114583611488342,1.6930174827575684,5,The,0.6114583611488342,The|He|His|I|It
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,18,blade,0.6105428338050842,1.8811500072479248,6,blade,0.6105428338050842,blade|sound|sunlight|knife|light
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,19,gl,0.8896148204803467,0.6018024682998657,1,gl,0.8896148204803467,gl|gle|sliced|caught|flashed
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,20,int,0.9979026317596436,0.016315210610628128,1,int,0.9979026317596436,int|immer|ided|owed|ints
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,21,ed,0.9997338652610779,0.002465078141540289,1,ed,0.9997338652610779,ed|ing|ted|ED|ned
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,22,in,0.9569362998008728,0.24148905277252197,1,in,0.9569362998008728,in|under|menacing|omin|faint
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,23,the,0.9997642636299133,0.002480471972376108,1,the,0.9997642636299133,the|what|his|dim|a
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,24,light,0.45382001996040344,0.9211304783821106,2,dim,0.4984237849712372,dim|light|faint|fading|sunlight
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,25,",",0.2433488517999649,0.6035996079444885,1,as,0.7495672702789307,"as|,|of|and|from"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,26,its,0.6730384230613708,1.358807921409607,3,its,0.6730384230613708,its|reflecting|casting|catching|the
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,27,edge,0.9151852130889893,0.5116466879844666,1,edge,0.9151852130889893,edge|sharp|reflection|edges|metallic
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,28,seeming,0.12480148673057556,3.1344311237335205,22,reflecting,0.21563762426376343,reflecting|seeming|flashing|gle|catching
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,29,to,0.9091752171516418,0.34643059968948364,1,to,0.9091752171516418,to|almost|razor|sharper|even
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,30,dance,0.07585442811250687,2.3243157863616943,10,shimmer,0.4503684639930725,shimmer|slice|dance|come|shine
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,31,as,0.39160919189453125,1.4862862825393677,4,as,0.39160919189453125,as|across|through|in|with
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,32,he,0.8445294499397278,0.5419948101043701,1,he,0.8445294499397278,he|it|his|the|if
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,33,expert,0.16112278401851654,2.0471930503845215,7,moved,0.3410969078540802,moved|worked|expert|manipulated|sliced
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,34,ly,0.9999991655349731,1.5568248272757046e-05,1,ly,0.9999991655349731,ly|edly|ely|LY|fully
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,35,handled,0.02561083808541298,2.394690990447998,10,sliced,0.4037630259990692,sliced|chopped|cut|manipulated|flipped
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,36,it,0.705221951007843,0.6124324202537537,1,it,0.705221951007843,it|the|its|each|and
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,37,with,0.17554256319999695,0.9667333364486694,2,.,0.5938528776168823,".|,|with|in|like"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,38,a,0.8742964863777161,0.6375685930252075,1,a,0.8742964863777161,a|ease|the|years|an
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,39,confident,0.09204081445932388,3.346203327178955,28,familiarity,0.1517496407032013,familiarity|practiced|confidence|confident|long
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,40,touch,0.026562726125121117,1.645254373550415,5,air,0.61408531665802,"air|,|ease|grip|touch"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,41,",",0.20258601009845734,0.9193547368049622,2,.,0.6438170075416565,".|,|that|born|he"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,42,cutting,0.008329360745847225,2.070101261138916,7,the,0.3682820796966553,the|his|a|each|as
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,43,through,0.9159234762191772,0.5203395485877991,1,through,0.9159234762191772,"through|and|into|a|,"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,44,the,0.844184935092926,0.7807626128196716,2,the,0.844184935092926,the|a|any|various|even
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,45,air,0.8312854766845703,0.8766458630561829,2,air,0.8312854766845703,air|task|silence|tension|still
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,46,with,0.9711098670959473,0.18609073758125305,1,with,0.9711098670959473,with|and|.|in|as
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,47,a,0.7544754147529602,1.0017377138137817,2,a,0.7544754147529602,a|ease|an|the|deadly
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,48,soft,0.6328174471855164,1.8505367040634155,6,soft,0.6328174471855164,soft|smooth|gentle|quiet|whisper
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,1,49,whisper,0.20205655694007874,0.9752494096755981,2,who,0.7163527607917786,"who|whisper|,|wh|'"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,0,did,9.742571273818612e-05,1.354634165763855,3,...,0.7833051681518555,...|it|started|p|It
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,1,a,0.2422511875629425,2.54479718208313,12,a,0.2422511875629425,a|not|it|something|he
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,2,stream,3.0034585506655276e-05,4.464026927947998,86,quick,0.1282484382390976,quick|few|series|slow|close
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,3,of,0.876237154006958,0.6578801870346069,1,of,0.876237154006958,of|run|flow|cut|roll
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,4,thoughts,0.4992635250091553,2.9219307899475098,18,thoughts,0.4992635250091553,thoughts|memories|water|blood|thought
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,5,start,0.04283925145864487,2.5513226985931396,12,run,0.35312771797180176,run|flash|begin|rush|flood
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,6,racing,0.295990526676178,1.6324459314346313,5,to,0.3053862750530243,to|racing|running|flowing|flooding
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,7,through,0.982223629951477,0.09652834385633469,1,through,0.982223629951477,through|in|across|though|inside
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,8,his,0.8811741471290588,0.4954543709754944,1,his,0.8811741471290588,his|your|their|the|my
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,9,mind,0.9849207997322083,0.07940361648797989,1,mind,0.9849207997322083,mind|head|brain|(|troubled
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,10,.,0.23447658121585846,1.6114627122879028,5,",",0.35753411054611206,",|.|as|?|about"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,11,<|eot_id|>,0.5771487951278687,1.3689837455749512,3,<|eot_id|>,0.5771487951278687,<|eot_id|>|He||What|Was
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,12,<|start_header_id|>,0.9999934434890747,8.593363600084558e-05,1,<|start_header_id|>,0.9999934434890747,<|start_header_id|>|<|eot_id|>|<|python_tag|>|<|end_header_id|>|<|eom_id|>
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,13,assistant,1.0,1.0039409303885805e-08,1,assistant,1.0,assistant|assistant|<|start_header_id|>|Assistant|Assistant
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,14,<|end_header_id|>,0.9977430105209351,0.016065234318375587,1,<|end_header_id|>,0.9977430105209351,<|end_header_id|>||<|eot_id|>|ा|
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,15,,1.0,3.346928565406415e-07,1,,1.0,||||
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,16,Mem,0.03247082978487015,2.9779787063598633,19,He,0.3032984137535095,He|Was|His|As|Memories
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,17,ories,0.9999939203262329,8.363341476069763e-05,1,ories,0.9999939203262329,ories|ORIES|or|orie|orable
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,18,of,0.9749619960784912,0.16209277510643005,1,of,0.9749619960784912,of|long|flooded|from|flashed
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,19,his,0.5004847049713135,1.3040063381195068,3,his,0.5004847049713135,his|the|past|all|every
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,20,past,0.07143384963274002,2.310577630996704,10,mother,0.2552413046360016,mother|grandmother|grandfather|father|past
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,21,",",0.17286305129528046,2.8931798934936523,18,flooded,0.23080246150493622,"flooded|flashed|,|began|and"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,22,of,0.5938444137573242,1.8490798473358154,6,of,0.5938444137573242,of|the|both|moments|where
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,23,the,0.670265793800354,1.4933515787124634,4,the,0.670265793800354,the|all|his|arguments|times
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,24,lessons,0.06690811365842819,3.299903631210327,27,countless,0.37027937173843384,countless|lessons|times|arguments|argument
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,25,he,0.36203864216804504,0.784130871295929,2,his,0.6158484816551208,his|he|from|learned|taught
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,26,had,0.8594222068786621,0.5551083087921143,1,had,0.8594222068786621,had|'d|learned|was|received
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,27,learned,0.6231852173805237,0.9493361115455627,2,learned,0.6231852173805237,learned|been|received|once|taken
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,28,",",0.40142303705215454,1.4146769046783447,4,",",0.40142303705215454,",|from|and|about|in"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,29,and,0.6663840413093567,0.7509069442749023,2,and,0.6663840413093567,and|of|flooded|flashed|began
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,30,of,0.5425487756729126,0.695081353187561,2,of,0.5425487756729126,of|the|all|warnings|his
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,31,the,0.9919740557670593,0.05460329353809357,1,the,0.9919740557670593,the|all|his|those|every
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,32,people,0.23291724920272827,3.3125226497650146,27,people,0.23291724920272827,people|consequences|warnings|loved|countless
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,33,who,0.31311941146850586,0.6455091834068298,1,he,0.6839156150817871,he|who|in|around|that
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,34,had,0.9874342083930969,0.08893468230962753,1,had,0.9874342083930969,had|cared|mattered|were|loved
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,35,always,0.00843124184757471,1.5910124778747559,4,taught,0.5910757184028625,taught|warned|shaped|cautioned|influenced
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,36,cautioned,0.12740537524223328,1.2609068155288696,3,warned,0.6780689358711243,warned|cautioned|told|taught|been
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,37,him,0.997305154800415,0.018834710121154785,1,him,0.997305154800415,him|against|caution|and|them
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,38,against,0.5165159106254578,1.0099692344665527,2,against,0.5165159106254578,against|about|to|not|flooded
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,39,such,0.21832868456840515,2.3862733840942383,10,this,0.30311936140060425,this|such|making|picking|handling
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,40,actions,0.7727444767951965,1.0043662786483765,2,actions,0.7727444767951965,actions|a|an|reckless|imp
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,41,flooded,0.208446204662323,1.9168798923492432,6,began,0.36016273498535156,"began|flooded|,|flashed|came"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,42,his,0.8412119746208191,0.6728709936141968,1,his,0.8412119746208191,his|through|in|into|back
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,43,mind,0.20333042740821838,1.746724247932434,5,thoughts,0.3458767235279083,thoughts|consciousness|mind|senses|conscience
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,44,.,0.6659094095230103,1.0023033618927002,2,.,0.6659094095230103,".|,|as|like|'s"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,45,He,0.21150092780590057,1.4628322124481201,4,<|eot_id|>,0.5073643326759338,<|eot_id|>|He|The|His|But
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,46,had,0.16126012802124023,1.9093629121780396,6,thought,0.48143383860588074,thought|had|remembered|hes|recalled
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,47,always,0.29456403851509094,2.2245378494262695,9,never,0.32351529598236084,never|always|held|seen|grown
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,48,been,0.6860838532447815,1.1566039323806763,3,been,0.6860838532447815,been|pr|thought|known|felt
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,2,49,reckless,0.0028585437685251236,2.5210094451904297,12,told,0.269666850566864,told|warned|careful|a|taught
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,0,...,0.7833051681518555,1.354634165763855,3,...,0.7833051681518555,...|it|started|p|It
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,1,held,0.019451487809419632,3.3854856491088867,29,exam,0.2332937866449356,exam|held|b|care|felt
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,2,it,0.9973022937774658,0.021188931539654732,1,it,0.9973022937774658,it|the|its|onto|his
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,3,firmly,0.17674154043197632,1.6422944068908691,5,up,0.5616834759712219,up|firmly|tightly|in|loosely
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,4,in,0.9355430006980896,0.2672233581542969,1,in,0.9355430006980896,"in|,|but|by|between"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,5,his,0.9985479712486267,0.013732866384088993,1,his,0.9985479712486267,his|the|both|a|one
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,6,hand,0.9735097289085388,0.17512118816375732,1,hand,0.9735097289085388,hand|grasp|grip|right|hands
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,7,",",0.9790658950805664,0.10604262351989746,1,",",0.9790658950805664,",|.|as|for|before"
llama,superego,complete,meta-llama/Llama-3.1-8B-Instruct,violence,3,8,feeling,0.2603258490562439,1.1335182189941406,3,the,0.5958917737007141,the|feeling|its|his|examining
