stage,prompt,prompt_key,prompt_type,side,layer,h_attention,h_value_proj,mean_value_norm,std_value_norm
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,23,0.7652013236656785,9.413609504699707,1.0674849357455969,1.7452889981853736
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,24,0.4899554254952818,10.013736724853516,1.030777603853494,1.7618643569450159
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,25,0.5678603427950293,9.874931335449219,1.7270273929461837,2.6515726192858016
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,26,0.34785587643273175,9.774402618408203,0.7168463100679219,1.2852558407899983
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,27,0.9100507227703929,9.947619438171387,1.951615795493126,2.221552675260432
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,28,0.41214029409457,1.2292978763580322,1.361809665337205,2.642231113195546
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,29,0.656335927778855,8.214004516601562,1.4557979926466942,1.7771867388176954
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,30,0.4422833996359259,8.144372940063477,1.7860975991934538,2.5590259240872286
base,My employee keeps going over my head to complain a,institutional_labor_mgmt_2,institutional,institution,31,0.833635482005775,8.034664154052734,2.618767285719514,3.9283007853186915
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,0,1.5269830854376778,10.00800895690918,0.5822783815674484,0.6561022486702787
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,1,1.1696210943628103,10.017242431640625,0.3024033549008891,0.2759888479227544
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,2,0.7689663978526369,10.020974159240723,0.23874758707825094,0.28739223872041525
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,3,1.136765738017857,9.92101764678955,0.33211756276432425,0.3119561452149791
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,4,0.6345549507532269,9.987961769104004,0.23733395768795162,0.2792243737841165
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,5,0.8630483602755703,9.949670791625977,0.4231914549600333,0.4124337688862625
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,6,1.0433190377661958,9.962451934814453,0.6599626787938178,0.6252694734282277
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,7,1.2335200624074787,9.893050193786621,0.740800482686609,0.5622991886795725
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,8,0.9391151743475348,10.061172485351562,0.8451787978410721,0.7223889662121049
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,9,1.0314841712825,10.11700439453125,0.7721657487563789,0.8057017570915972
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,10,1.002414315706119,9.948644638061523,0.8223744172137231,0.7880575948868334
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,11,1.489776470232755,10.145367622375488,1.1895062732510269,0.8052439618381798
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,12,1.0150952476542443,10.026769638061523,1.057218404021114,0.7972713106461504
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,13,0.8677865485660732,10.067123413085938,1.011363082099706,1.0083218669953569
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,14,1.125413455069065,9.973852157592773,1.1281485282815993,0.9342430522911328
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,15,1.4937680969014764,9.925830841064453,1.1981741259805858,0.8059695013296906
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,16,1.0073579640011303,9.750409126281738,1.1405151290819049,1.1945083472414548
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,17,0.946809307904914,10.020084381103516,1.4020575580652803,1.35469752816365
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,18,0.7860978194512427,8.953807830810547,0.9127701665274799,1.0803139444372596
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,19,1.1242229845374823,9.904422760009766,1.2724198657087982,1.2479713679012365
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,20,0.5017400220967829,8.401517868041992,1.0563240968622267,1.9131557231444791
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,21,0.5920566120184958,8.95020580291748,0.9617467848584056,1.1308667679815125
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,22,0.597634480218403,8.151527404785156,1.4257330228574574,1.8622809801865066
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,23,0.6995038124732673,9.447896957397461,1.2616034960374236,1.9122021142054875
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,24,0.39179941383190453,10.006569862365723,1.1836260394193232,1.7749706054438827
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,25,0.5676064911531284,9.621910095214844,1.815174044109881,2.190772018337214
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,26,0.2684865016490221,9.79294204711914,0.8140798294916749,1.2892979127063964
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,27,0.8076543398201466,9.974913597106934,2.103423505090177,2.351997011222759
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,28,0.38615801886771806,3.36386775970459,1.3863802216947079,2.0873780545563636
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,29,0.5465221546473913,0.7586523294448853,1.8349160319194198,2.4627954156617555
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,30,0.3990571827744134,8.230850219726562,1.9465067237615585,2.5657184681300533
base,Management keeps ignoring our safety complaints at,institutional_labor_worker_3,institutional,individual,31,0.7545380154624581,9.092299461364746,3.1803730838000774,4.06972618295766
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,0,1.8604149146704003,9.995920181274414,0.5300015484681353,0.5789295378532314
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,1,1.267679251730442,10.106999397277832,0.30224627908319235,0.21271828860235367
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,2,0.8543021170189604,10.026910781860352,0.26589457830414176,0.24582485843479315
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,3,0.9560824916698039,9.852836608886719,0.25115807191468775,0.24708442285926907
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,4,0.7301802426227368,10.014238357543945,0.2458965473342687,0.22825344551208748
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,5,0.8331853724084795,9.962026596069336,0.35131507040932775,0.3442662341220332
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,6,1.0305297266459092,10.022836685180664,0.5970415615011007,0.4731559029614493
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,7,1.1897851997055113,9.927763938903809,0.6457564060110599,0.465653293856999
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,8,0.9513127792160958,9.926039695739746,0.7654438181780279,0.6700458803163502
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,9,1.0400026720599271,10.135031700134277,0.5772603363730013,0.4560314197790071
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,10,1.059787013567984,10.012777328491211,0.7777013829909265,0.6447718740644438
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,11,1.391941046807915,10.09473991394043,0.9917766442522407,0.6880291375413884
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,12,0.9829123648814857,10.137909889221191,0.9165089586749673,0.7108538791199219
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,13,0.8203460086369887,10.005168914794922,0.7701787129044533,0.7682940177000738
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,14,1.112391376052983,9.935077667236328,1.016911453101784,0.7569219116034419
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,15,1.562039589509368,9.945907592773438,1.1209583561867476,0.8215823092554686
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,16,0.9454603076446801,9.880630493164062,0.8841285081580281,0.9373450958451695
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,17,0.7923085782676935,9.938100814819336,1.0449799480848014,1.276777387399903
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,18,0.740246640983969,9.782886505126953,1.2436096873134375,1.5237588356478164
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,19,0.9722091206349432,9.911262512207031,1.0044001769274473,1.3871149934926903
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,20,0.4161742036812939,9.363072395324707,0.9239269332028925,1.4392360789626684
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,21,0.47554192366078496,9.935028076171875,1.0245533306151628,1.5011698481173876
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,22,0.38693965889979154,9.931314468383789,0.8349905144423246,1.2561696661785133
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,23,0.5475394953973591,9.417299270629883,1.0899196625687182,2.147106410688266
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,24,0.3704769930700422,10.00704574584961,0.9193277126178145,1.350126423966689
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,25,0.41434302122797817,9.611218452453613,1.5607771528884768,2.6293514423791358
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,26,0.21480499458266422,5.117594242095947,1.3717505540698767,3.598059899196288
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,27,0.5606938139535487,10.043155670166016,1.5382174951955676,2.5192477905718413
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,28,0.2434869878925383,1.7184925079345703,1.4979847641661763,3.0537058421665266
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,29,0.3889110700401943,9.804304122924805,1.3330317875370383,1.8067231865876412
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,30,0.24610327841946855,8.69606876373291,1.3544604498893023,2.031300525321187
base,Workers keep filing safety complaints that would b,institutional_labor_mgmt_3,institutional,institution,31,0.7242640797048807,9.57431411743164,2.696226332336664,4.011192937072707
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,0,1.870163445477374,10.009922981262207,0.574300360865891,0.6530894237375333
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,1,1.3627047567861155,10.039583206176758,0.3275582124479115,0.2336869523128445
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,2,0.9469433343037963,9.983511924743652,0.25946562830358744,0.2384218579160989
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,3,1.2707121246494353,9.903789520263672,0.3011494434904307,0.2473258156270789
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,4,0.83548424532637,9.970901489257812,0.2799348614644259,0.31390473992584406
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,5,0.9488897051196545,9.970086097717285,0.36390159325674176,0.3595577355675369
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,6,1.1122265486046672,10.024091720581055,0.5744693602900952,0.5185892571790874
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,7,1.333425113465637,9.833675384521484,0.6504185935482383,0.516097401890136
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,8,1.0576405876781791,10.001287460327148,0.8002150505781174,0.7322921155926648
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,9,1.2069470342248678,10.155811309814453,0.7321716160513461,0.671260805862852
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,10,1.221199799561873,9.8762845993042,1.0033049972262233,0.8356765721153849
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,11,1.5195796606130898,10.107107162475586,1.072688204003498,0.7169656741779941
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,12,1.0791414029663429,10.062799453735352,0.9552203258499503,0.7610976261392343
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,13,0.957019466906786,9.913236618041992,0.7891394239850342,0.7231467207732104
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,14,1.3750529629178345,9.93222713470459,1.193438267800957,0.8988892341061921
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,15,1.7067599780857563,9.909400939941406,1.2802618090063334,0.967837567049016
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,16,1.2002234333194792,9.886735916137695,1.2493390254676342,1.2204448328480613
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,17,1.0879771616309881,9.847644805908203,1.5508091417141259,1.516223177784446
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,18,0.8333966981153935,9.804548263549805,0.9790686760097742,1.1865133065483617
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,19,1.2391335284337401,9.893131256103516,1.241710911039263,1.3331152142170688
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,20,0.6008445769548416,9.234336853027344,1.1132103251293302,1.5051104749740964
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,21,0.5573527836240828,9.910065650939941,0.7131449980661273,0.8301694818985652
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,22,0.5353184780105948,9.622823715209961,1.0872045112773776,1.5975855542347908
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,23,0.7095533441752195,9.432888984680176,1.2259556450881064,2.181449492908045
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,24,0.4269903994863853,9.968182563781738,1.2093620640225708,2.2848776383245775
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,25,0.52180917840451,8.222009658813477,1.5991301839239895,2.678344487177922
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,26,0.25721898302435875,9.776308059692383,0.6194852469488978,1.2375367585874346
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,27,0.738181974273175,9.993124961853027,1.7505977195687592,2.5783501523181585
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,28,0.32810926844831556,2.1556856632232666,1.5560558419674635,3.317082819385428
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,29,0.4870425433618948,9.841154098510742,1.1941275848075747,1.471032049544823
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,30,0.36986851278925315,8.127452850341797,1.8429900258779526,2.6616670717609368
base,Our company cut our health benefits and increased ,institutional_labor_worker_4,institutional,individual,31,0.8129441333003342,9.035773277282715,2.5643111020326614,3.8046490518790437
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,0,1.7827081650029868,10.000598907470703,0.5187921687029302,0.577578067487208
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,1,1.2805764854419976,10.033296585083008,0.29733760142698884,0.2870928603379052
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,2,0.9241102151572704,10.05984115600586,0.23606498958542943,0.25577201655493725
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,3,1.1623728033155203,9.802398681640625,0.3134176729945466,0.3464013496879922
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,4,0.904936135862954,9.985416412353516,0.26052006939426064,0.2715647871250171
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,5,0.9888914824696258,9.98205280303955,0.4604988060891628,0.46684084706201395
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,6,1.1456985084805638,10.017753601074219,0.5875921787228435,0.4995094232540059
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,7,1.3511489115771838,9.817974090576172,0.7846243767999113,0.5823027304425747
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,8,1.1407521354267374,10.190614700317383,0.8439405183307827,0.6844730946768769
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,9,1.1731479831505567,10.200200080871582,0.7292069299146533,0.6549615758751159
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,10,1.1252874634228647,9.93706226348877,0.903474232647568,0.8262268804578486
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,11,1.5460762418806553,10.182779312133789,1.0914621711708605,0.6770889420555387
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,12,0.9802572212647647,10.05483341217041,0.8982701464556158,0.8121818136575105
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,13,0.9238972447346896,10.029125213623047,0.6293862038291991,0.6026717364539345
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,14,1.2051738193258643,9.987045288085938,1.064439949579537,1.0026398842234487
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,15,1.5100559145212173,9.96565055847168,1.3732836823910475,1.0704358532764295
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,16,1.0118218178395182,9.934871673583984,1.050176897086203,1.2029590986641159
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,17,1.1377597486134619,9.891602516174316,1.5312077314592898,1.3909428244682684
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,18,0.9577266802079976,9.67498779296875,1.1557353027164936,1.3083543225752257
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,19,1.3667530212551355,9.931838989257812,1.2855389388278127,1.2081833470495629
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,20,0.6935210973024368,8.315021514892578,1.05000667180866,1.5643172238791596
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,21,0.6952081928029656,9.958949089050293,0.7141068833880126,0.8373090316541462
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,22,0.7133643762208521,0.3766787350177765,1.172965528909117,1.7681080971190912
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,23,0.8908778456971049,9.403757095336914,1.0867872247472405,1.312597482429056
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,24,0.6381202056072652,10.000663757324219,0.9707923782989383,1.5051400803617305
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,25,0.7540813274681568,0.9870230555534363,1.693233348429203,1.8336040382483605
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,26,0.47431846626568586,9.77099609375,0.8064201399683952,1.2250509037105812
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,27,0.9778939569368958,9.72415542602539,2.101353990845382,2.302376049744789
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,28,0.5838246166240424,7.884494781494141,1.6734267259016633,2.6113234646944683
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,29,0.7859781477600336,1.9203612804412842,1.8944952208548784,2.2232417066765464
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,30,0.5912484897999093,8.398517608642578,1.9780465327203274,2.194452530694279
base,I need to cut employee benefits to keep the compan,institutional_labor_mgmt_4,institutional,institution,31,0.9738461589440703,8.302318572998047,3.297632746398449,4.129625088094032
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,0,1.8619756479747593,10.018709182739258,0.5469722036505118,0.559002663357986
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,1,1.3545291414484382,10.068497657775879,0.37720436742529273,0.30219541777300196
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,2,0.9057665268192068,9.974098205566406,0.2639228494372219,0.24425927941279038
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,3,1.3335720826871693,9.90493106842041,0.4140336033888161,0.353621138779236
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,4,0.7189402701333165,9.941631317138672,0.2991412535775453,0.42314900612106277
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,5,0.8466310821240768,9.898124694824219,0.49408829980529845,0.5580488175877989
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,6,0.9516597576439381,9.941046714782715,0.6136646459344774,0.7329065614975182
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,7,1.1622846610844135,9.886781692504883,0.6593284010887146,0.6311421152166197
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,8,1.160532245063223,10.074285507202148,0.9104823744855821,0.7455853065508345
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,9,1.1896291743032634,10.12614917755127,0.7290418711490929,0.5805013952234652
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,10,1.1521547646261752,9.816289901733398,0.9873792680446059,0.8811203189631072
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,11,1.340557566843927,10.097891807556152,0.9755127055104822,0.7255004902560231
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,12,1.048562711570412,10.014229774475098,0.8959178593941033,0.7354051343533394
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,13,1.066471852362156,9.974987030029297,0.8245863625779748,0.771733826044047
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,14,1.232261267490685,9.905035018920898,1.1263740910217166,0.9637561135304545
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,15,1.4825406409800053,9.891592025756836,1.234569544903934,1.099457785764393
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,16,0.9999493844807148,9.977680206298828,1.0875041247345507,1.1323241344591677
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,17,0.9826234537176788,9.70659065246582,1.4864219399169087,1.757517385903189
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,18,0.9228157228790224,9.712061882019043,1.3520536189898849,1.6426924426585652
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,19,1.209929909557104,9.804039001464844,1.1349447355605662,1.2076538988493684
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,20,0.6548981654923409,9.274931907653809,1.0184904988855124,1.288117640749868
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,21,0.6464086908381432,6.78350830078125,1.0331738297827542,1.6229466737863132
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,22,0.6469813496805727,9.962179183959961,1.0566132538951933,1.3974501839157856
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,23,0.7584061766974628,9.481229782104492,1.0512644448317587,1.8300505821226003
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,24,0.6424383162520826,8.8121919631958,1.239596125204116,1.808672613491519
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,25,0.5670043331338093,8.111122131347656,1.2602794668637216,2.2366354008066365
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,26,0.4411368869477883,9.767204284667969,0.8149987836368382,1.5789184785919381
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,27,0.8836792819201946,9.760854721069336,1.5907424543984234,1.8809411338361466
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,28,0.5892043455969542,8.743668556213379,1.0754159428179264,0.916590000937643
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,29,0.5410633905557916,9.757251739501953,1.0549607276916504,1.0797517949781597
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,30,0.4907704077195376,5.9012017250061035,1.7493032813072205,2.211592655801786
base,When my boss told me my raise was only 2% I said,institutional_labor_worker_5,institutional,individual,31,0.9003810603171587,7.797285556793213,2.427233971655369,3.681567823567742
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,0,1.5621940856799483,10.028837203979492,0.5741038653068244,0.5315770739413218
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,1,1.2340246055973694,10.024707794189453,0.4833169346675277,0.30866680781007366
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,2,1.0316273607313633,10.076536178588867,0.43505435436964035,0.3363565516038937
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,3,1.3434528044890612,9.881914138793945,0.6453232346102595,0.43101655801137667
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,4,1.2418349165236577,9.943849563598633,0.5556650818325579,0.4030086659484248
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,5,1.092575786751695,9.954000473022461,0.7545654876157641,0.5913526271283973
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,6,1.0566011760383844,9.983304977416992,0.905839866027236,0.6304658411168398
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,7,1.4476862512528896,9.922386169433594,1.4109534546732903,0.6545901987107242
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,8,1.040098320809193,9.906993865966797,1.3403138872236013,0.8807828632990312
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,9,1.0293112855870277,10.06248664855957,1.3751458888873458,0.7697222624596023
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,10,0.8404788996558636,9.802284240722656,1.2579899728298187,0.7563721134311642
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,11,1.310656264424324,9.95273208618164,1.72685450874269,0.8272297075470845
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,12,0.8906924527836964,10.13679027557373,1.6405201125890017,0.8150538214625128
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,13,0.8073364701122046,9.979795455932617,1.5154127422720194,0.7321840309478115
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,14,0.8384124595322646,9.926895141601562,1.4416588516905904,1.0476294250785252
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,15,1.1279827123507857,10.00063419342041,1.539882542565465,0.9934733677856177
base,When my employee demanded a bigger raise I said,institutional_labor_mgmt_5,institutional,institution,16,0.7199910160852596,9.9364013671875,1.5863258931785822,1.0057573203497254
