family,prompt,gen_idx,step,base_violence,base_procedural,ego_violence,ego_procedural,superego_violence,superego_procedural
olmo,worker,2,48,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,2,49,-0.01275,-0.08299,-0.01297,-0.0821,,
olmo,worker,2,0,-0.03374,0.18354,,,-0.03654,0.36335
olmo,worker,2,1,-0.00721,-0.00785,,,0.0129,-0.00769
olmo,worker,2,2,-0.00556,0.02128,,,-0.00987,0.02043
olmo,worker,2,3,0.01356,-0.08416,,,0.01184,-0.08345
olmo,worker,2,4,-0.01817,0.03243,,,-0.01958,0.01954
olmo,worker,2,5,-0.01654,0.00091,,,-0.00841,-0.00714
olmo,worker,2,6,0.00538,0.03433,,,0.017,0.05964
olmo,worker,2,7,0.01652,-0.01561,,,0.01345,0.02347
olmo,worker,2,8,-0.06027,0.02659,,,-0.01894,0.06927
olmo,worker,2,9,-0.04642,0.03141,,,-0.02014,-7e-05
olmo,worker,2,10,-0.1032,0.0312,,,-0.10623,0.06
olmo,worker,2,11,-0.0229,-0.01654,,,-0.00148,-0.01727
olmo,worker,2,12,-0.00407,0.01932,,,-0.02594,0.08251
olmo,worker,2,13,-0.05487,0.1039,,,-0.09461,0.14685
olmo,worker,2,14,-0.01802,-0.02564,,,-0.01108,-0.02072
olmo,worker,2,15,-0.01969,-0.01553,,,-0.02004,-0.03991
olmo,worker,2,16,0.01299,0.10741,,,-0.00473,0.04223
olmo,worker,2,17,-0.01303,0.03907,,,-0.03617,0.03932
olmo,worker,2,18,0.00548,-0.00323,,,0.01383,0.0275
olmo,worker,2,19,-0.0328,0.0492,,,-0.06784,0.07132
olmo,worker,2,20,-0.12271,0.20786,,,-0.13042,0.2071
olmo,worker,2,21,-0.03525,-0.01106,,,-0.03526,-0.01105
olmo,worker,2,22,0.02841,-0.02152,,,0.0293,-0.02273
olmo,worker,2,23,-0.00837,-0.02262,,,-0.02509,-0.03143
olmo,worker,2,24,-0.02703,-0.00931,,,-0.01973,0.05252
olmo,worker,2,25,-0.066,-0.02746,,,0.03193,0.001
olmo,worker,2,26,-0.01908,-0.044,,,-0.01649,-0.04157
olmo,worker,2,27,-0.01513,-0.0689,,,-0.01684,-0.04557
olmo,worker,2,28,-0.07542,-0.0058,,,-0.05884,-0.00504
olmo,worker,2,29,-0.10563,0.05676,,,-0.11339,0.07114
olmo,worker,2,30,-0.03354,0.01021,,,-0.03081,0.00792
olmo,worker,2,31,0.01213,-0.07387,,,0.02319,-0.08669
olmo,worker,2,32,-0.05373,0.09894,,,-0.05934,0.02247
olmo,worker,2,33,0.00647,0.0769,,,-0.03457,0.09788
olmo,worker,2,34,-0.02612,-0.01812,,,-0.02531,-0.00418
olmo,worker,2,35,-0.03999,0.02811,,,-0.04003,0.02772
olmo,worker,2,36,0.01552,-0.04265,,,0.01516,-0.04224
olmo,worker,2,37,-0.01908,-0.044,,,-0.01908,-0.04399
olmo,worker,2,38,-0.01287,-0.08271,,,-0.01409,-0.0797
olmo,worker,2,39,-0.09129,0.02494,,,-0.08911,0.0174
olmo,worker,2,40,-0.11115,0.06757,,,-0.11137,0.06817
olmo,worker,2,41,0.02586,-0.09602,,,0.02257,-0.09288
olmo,worker,2,42,0.02977,-0.10444,,,0.02939,-0.10431
olmo,worker,2,43,0.02045,-0.086,,,0.02066,-0.0864
olmo,worker,2,44,0.00824,0.01571,,,0.00813,0.01538
olmo,worker,2,45,-0.01913,-0.04393,,,-0.01942,-0.04228
olmo,worker,2,46,-0.03999,0.02811,,,-0.04015,0.02837
olmo,worker,2,47,-0.13345,-0.01276,,,-0.13319,-0.01263
olmo,worker,2,48,-0.01908,-0.044,,,-0.01908,-0.04399
olmo,worker,2,49,-0.01275,-0.08299,,,-0.01362,-0.07964
olmo,worker,3,0,-0.03374,0.18354,-0.02604,0.1946,,
olmo,worker,3,1,0.0397,-0.01931,0.04518,-0.02757,,
olmo,worker,3,2,-0.01923,0.06122,-0.15764,0.24476,,
olmo,worker,3,3,0.05209,0.00414,0.03782,-0.05084,,
olmo,worker,3,4,-0.01916,0.05978,-0.01573,0.01775,,
olmo,worker,3,5,-0.03363,0.03793,0.05286,0.02242,,
olmo,worker,3,6,-0.02406,0.0402,-0.04027,-0.00218,,
olmo,worker,3,7,-0.0182,-0.02238,-0.03063,-0.03427,,
olmo,worker,3,8,-0.00207,0.05744,-0.05884,-0.06233,,
olmo,worker,3,9,0.00493,0.01442,0.04429,-0.0106,,
olmo,worker,3,10,-0.00263,0.1645,-0.03912,0.14285,,
olmo,worker,3,11,-0.0183,-0.03498,-0.01488,-0.02553,,
olmo,worker,3,12,-0.02939,0.08452,-0.0178,0.06841,,
olmo,worker,3,13,-0.05093,-0.02971,-0.04952,-0.01832,,
olmo,worker,3,14,-0.01538,-0.10239,-0.0152,-0.10199,,
olmo,worker,3,15,-0.00584,0.01178,0.04302,0.0163,,
olmo,worker,3,16,-0.02499,0.14321,0.04241,0.12389,,
olmo,worker,3,17,-0.03021,-0.00793,-0.00893,-0.02605,,
olmo,worker,3,18,0.00795,0.10548,0.07103,0.03271,,
olmo,worker,3,19,-0.04278,0.10855,-0.07692,0.09705,,
olmo,worker,3,20,-0.01342,-0.03066,-0.01436,-0.03319,,
olmo,worker,3,21,-0.06597,-0.02745,-0.06596,-0.02737,,
olmo,worker,3,22,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,3,23,-0.05924,0.32258,-0.06971,0.2904,,
olmo,worker,3,24,-0.00603,-0.03494,-0.00463,-0.03444,,
olmo,worker,3,25,0.01552,-0.04265,0.01552,-0.04265,,
olmo,worker,3,26,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,3,27,-0.03299,0.28825,-0.0381,0.27107,,
olmo,worker,3,28,-0.00163,-0.03503,-0.00158,-0.03508,,
olmo,worker,3,29,-0.13345,-0.01276,-0.13345,-0.01276,,
olmo,worker,3,30,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,3,31,-0.02963,0.27001,-0.05515,0.25357,,
olmo,worker,3,32,-0.00178,-0.0354,-0.00175,-0.03531,,
olmo,worker,3,33,-0.03255,-0.09039,-0.03255,-0.09039,,
olmo,worker,3,34,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,3,35,-0.01799,0.27941,-0.03468,0.29019,,
olmo,worker,3,36,0.0105,-0.04037,0.0105,-0.0403,,
olmo,worker,3,37,-0.08531,0.33213,-0.0853,0.33208,,
olmo,worker,3,38,-0.01823,-0.03048,-0.01823,-0.03048,,
olmo,worker,3,39,-0.0936,0.00592,-0.09361,0.00461,,
olmo,worker,3,40,0.05956,-0.07528,0.06193,-0.07686,,
olmo,worker,3,41,-0.01097,0.17628,-0.01415,0.10604,,
olmo,worker,3,42,-0.01821,-0.03057,-0.01832,-0.02934,,
olmo,worker,3,43,0.0088,0.03676,-0.006,0.00112,,
olmo,worker,3,44,0.00418,0.07798,0.00616,0.00158,,
olmo,worker,3,45,-0.02485,0.01625,-0.00643,0.02137,,
olmo,worker,3,46,-0.03278,-0.0382,-0.03278,-0.0382,,
olmo,worker,3,47,0.03175,0.02627,0.0351,0.03691,,
olmo,worker,3,48,-0.02249,-0.02018,-0.02913,-0.01939,,
olmo,worker,3,49,0.00357,-0.04743,0.0078,-0.055,,
olmo,worker,3,0,-0.03374,0.18354,,,-0.03654,0.36335
olmo,worker,3,1,0.0397,-0.01931,,,0.03749,-0.02208
olmo,worker,3,2,-0.01923,0.06122,,,-0.23314,0.31051
olmo,worker,3,3,0.05209,0.00414,,,0.03614,-0.05526
olmo,worker,3,4,-0.01916,0.05978,,,-0.01433,0.01752
olmo,worker,3,5,-0.03363,0.03793,,,0.0831,0.02597
olmo,worker,3,6,-0.02406,0.0402,,,0.00367,-0.0061
olmo,worker,3,7,-0.0182,-0.02238,,,-0.01556,-0.02762
olmo,worker,3,8,-0.00207,0.05744,,,-0.03893,-0.04651
olmo,worker,3,9,0.00493,0.01442,,,0.02742,-0.00854
olmo,worker,3,10,-0.00263,0.1645,,,-0.03975,0.13774
olmo,worker,3,11,-0.0183,-0.03498,,,-0.0142,-0.01939
olmo,worker,3,12,-0.02939,0.08452,,,-0.0189,0.05172
olmo,worker,3,13,-0.05093,-0.02971,,,-0.075,-0.01602
olmo,worker,3,14,-0.01538,-0.10239,,,-0.01515,-0.1024
olmo,worker,3,15,-0.00584,0.01178,,,-0.00763,0.06171
olmo,worker,3,16,-0.02499,0.14321,,,0.05795,0.17095
olmo,worker,3,17,-0.03021,-0.00793,,,-0.00686,-0.02774
olmo,worker,3,18,0.00795,0.10548,,,0.09453,0.03493
olmo,worker,3,19,-0.04278,0.10855,,,-0.07278,0.10833
olmo,worker,3,20,-0.01342,-0.03066,,,-0.01413,-0.03374
olmo,worker,3,21,-0.06597,-0.02745,,,-0.06599,-0.02743
olmo,worker,3,22,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,3,23,-0.05924,0.32258,,,-0.07105,0.33104
olmo,worker,3,24,-0.00603,-0.03494,,,-0.0067,-0.03428
olmo,worker,3,25,0.01552,-0.04265,,,0.01552,-0.04265
olmo,worker,3,26,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,3,27,-0.03299,0.28825,,,-0.03449,0.31462
olmo,worker,3,28,-0.00163,-0.03503,,,-0.00146,-0.03499
olmo,worker,3,29,-0.13345,-0.01276,,,-0.13345,-0.01276
olmo,worker,3,30,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,3,31,-0.02963,0.27001,,,-0.03683,0.25415
olmo,worker,3,32,-0.00178,-0.0354,,,-0.00181,-0.0355
olmo,worker,3,33,-0.03255,-0.09039,,,-0.03255,-0.09039
olmo,worker,3,34,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,3,35,-0.01799,0.27941,,,-0.04023,0.27424
olmo,worker,3,36,0.0105,-0.04037,,,0.0104,-0.0401
olmo,worker,3,37,-0.08531,0.33213,,,-0.08531,0.33209
olmo,worker,3,38,-0.01823,-0.03048,,,-0.01823,-0.03048
olmo,worker,3,39,-0.0936,0.00592,,,-0.09676,0.01074
olmo,worker,3,40,0.05956,-0.07528,,,0.06142,-0.07626
olmo,worker,3,41,-0.01097,0.17628,,,-0.01389,0.11202
olmo,worker,3,42,-0.01821,-0.03057,,,-0.01799,-0.02839
olmo,worker,3,43,0.0088,0.03676,,,-0.00605,0.00427
olmo,worker,3,44,0.00418,0.07798,,,0.0042,0.01564
olmo,worker,3,45,-0.02485,0.01625,,,-0.00362,0.02321
olmo,worker,3,46,-0.03278,-0.0382,,,-0.03278,-0.0382
olmo,worker,3,47,0.03175,0.02627,,,0.0357,0.03904
olmo,worker,3,48,-0.02249,-0.02018,,,-0.0318,-0.01378
olmo,worker,3,49,0.00357,-0.04743,,,0.00534,-0.05202
olmo,worker,4,0,-0.03374,0.18354,-0.02604,0.1946,,
olmo,worker,4,1,-0.066,-0.02746,-0.06249,-0.02218,,
olmo,worker,4,2,-0.01908,-0.044,-0.01907,-0.04393,,
olmo,worker,4,3,-0.03394,0.24892,-0.03868,0.24402,,
olmo,worker,4,4,0.03984,-0.08619,0.03204,-0.06717,,
olmo,worker,4,5,0.02913,0.15313,0.00084,0.11268,,
olmo,worker,4,6,-0.08903,-0.01774,-0.07253,-0.01526,,
olmo,worker,4,7,-0.00485,0.64491,-0.07745,0.14147,,
olmo,worker,4,8,-0.00066,-0.03206,-0.0009,-0.03196,,
olmo,worker,4,9,0.01551,-0.04265,0.01552,-0.04265,,
olmo,worker,4,10,-0.01908,-0.04398,-0.01908,-0.044,,
olmo,worker,4,11,-0.02144,0.38279,-0.00353,0.36413,,
olmo,worker,4,12,-0.08219,0.30196,-0.09586,0.34909,,
olmo,worker,4,13,0.04297,-0.08765,0.03719,-0.08542,,
olmo,worker,4,14,0.04143,0.0585,0.02138,0.05438,,
olmo,worker,4,15,0.04672,0.1212,0.04816,0.11873,,
olmo,worker,4,16,-0.00631,-0.02418,-0.00769,-0.02758,,
olmo,worker,4,17,-0.13345,-0.01276,-0.13345,-0.01276,,
olmo,worker,4,18,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,4,19,-0.01288,0.34367,-0.01626,0.39859,,
olmo,worker,4,20,-0.03529,-0.00751,-0.03502,-0.00962,,
olmo,worker,4,21,-0.06371,0.30648,-0.05881,0.27531,,
olmo,worker,4,22,0.00986,0.06917,0.02517,0.05319,,
olmo,worker,4,23,-0.01489,0.15837,-0.01681,0.14288,,
olmo,worker,4,24,-0.02555,-0.01525,-0.03241,-0.00852,,
olmo,worker,4,25,-0.02869,0.29596,-0.02752,0.27813,,
olmo,worker,4,26,0.03128,0.15284,0.10411,0.17322,,
olmo,worker,4,27,0.05051,-0.07471,0.05195,-0.07808,,
olmo,worker,4,28,0.00214,0.11485,0.00485,0.06902,,
olmo,worker,4,29,-0.00291,-0.02806,-0.00403,-0.02409,,
olmo,worker,4,30,-0.03255,-0.09038,-0.03255,-0.09039,,
olmo,worker,4,31,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,4,32,0.00898,0.24718,0.01811,0.28243,,
olmo,worker,4,33,0.12981,-0.05227,0.17266,-0.03673,,
olmo,worker,4,34,0.00278,0.16215,0.05774,0.11651,,
olmo,worker,4,35,-0.00975,0.04266,0.00204,0.04391,,
olmo,worker,4,36,-0.05066,-0.0271,-0.03078,-0.02082,,
olmo,worker,4,37,0.042,0.07412,-0.01577,0.09575,,
olmo,worker,4,38,0.05567,0.02018,0.07464,0.05478,,
olmo,worker,4,39,0.0127,-0.03748,0.01257,-0.03753,,
olmo,worker,4,40,-0.08531,0.33213,-0.0853,0.33204,,
olmo,worker,4,41,-0.01823,-0.03048,-0.01823,-0.03048,,
olmo,worker,4,42,-0.09615,0.01298,-0.09748,0.01356,,
olmo,worker,4,43,0.0641,-0.07842,0.06403,-0.07837,,
olmo,worker,4,44,-0.01201,0.17628,-0.01488,0.1023,,
olmo,worker,4,45,-0.01234,-0.0247,-0.01394,-0.03276,,
olmo,worker,4,46,0.02949,-0.105,0.03082,-0.10118,,
olmo,worker,4,47,-0.02366,0.03639,-0.02364,0.0364,,
olmo,worker,4,48,-0.00978,0.04454,-0.02113,0.02177,,
olmo,worker,4,49,0.01112,0.05975,0.00846,0.0548,,
olmo,worker,4,0,-0.03374,0.18354,,,-0.03654,0.36335
olmo,worker,4,1,-0.066,-0.02746,,,-0.06126,-0.02042
olmo,worker,4,2,-0.01908,-0.044,,,-0.01908,-0.04393
olmo,worker,4,3,-0.03394,0.24892,,,-0.03942,0.25759
olmo,worker,4,4,0.03984,-0.08619,,,0.02368,-0.05494
olmo,worker,4,5,0.02913,0.15313,,,-0.01997,0.09082
olmo,worker,4,6,-0.08903,-0.01774,,,-0.07537,-0.02218
olmo,worker,4,7,-0.00485,0.64491,,,-0.07329,0.14326
olmo,worker,4,8,-0.00066,-0.03206,,,-0.00079,-0.03174
olmo,worker,4,9,0.01551,-0.04265,,,0.01552,-0.04265
olmo,worker,4,10,-0.01908,-0.04398,,,-0.01908,-0.044
olmo,worker,4,11,-0.02144,0.38279,,,0.00238,0.39959
olmo,worker,4,12,-0.08219,0.30196,,,-0.10939,0.34545
olmo,worker,4,13,0.04297,-0.08765,,,0.04388,-0.08055
olmo,worker,4,14,0.04143,0.0585,,,0.01659,0.05136
olmo,worker,4,15,0.04672,0.1212,,,0.04922,0.11837
olmo,worker,4,16,-0.00631,-0.02418,,,-0.01377,-0.02697
olmo,worker,4,17,-0.13345,-0.01276,,,-0.13345,-0.01276
olmo,worker,4,18,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,4,19,-0.01288,0.34367,,,-0.01123,0.43858
olmo,worker,4,20,-0.03529,-0.00751,,,-0.03522,-0.0098
olmo,worker,4,21,-0.06371,0.30648,,,-0.06473,0.3448
olmo,worker,4,22,0.00986,0.06917,,,0.04055,0.09857
olmo,worker,4,23,-0.01489,0.15837,,,-0.01213,0.15565
olmo,worker,4,24,-0.02555,-0.01525,,,-0.0309,-0.0027
olmo,worker,4,25,-0.02869,0.29596,,,-0.01292,0.36536
olmo,worker,4,26,0.03128,0.15284,,,0.10291,0.29069
olmo,worker,4,27,0.05051,-0.07471,,,0.05496,-0.08256
olmo,worker,4,28,0.00214,0.11485,,,0.0019,0.0712
olmo,worker,4,29,-0.00291,-0.02806,,,-0.0063,-0.01437
olmo,worker,4,30,-0.03255,-0.09038,,,-0.03255,-0.09039
olmo,worker,4,31,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,4,32,0.00898,0.24718,,,0.02041,0.28236
olmo,worker,4,33,0.12981,-0.05227,,,0.1756,-0.03694
olmo,worker,4,34,0.00278,0.16215,,,0.06951,0.09252
olmo,worker,4,35,-0.00975,0.04266,,,0.02597,0.02862
olmo,worker,4,36,-0.05066,-0.0271,,,-0.05034,-0.01047
olmo,worker,4,37,0.042,0.07412,,,-0.01101,0.09945
olmo,worker,4,38,0.05567,0.02018,,,0.05874,0.06651
olmo,worker,4,39,0.0127,-0.03748,,,0.01265,-0.0375
olmo,worker,4,40,-0.08531,0.33213,,,-0.08528,0.33196
olmo,worker,4,41,-0.01823,-0.03048,,,-0.01823,-0.03048
olmo,worker,4,42,-0.09615,0.01298,,,-0.09772,0.0137
olmo,worker,4,43,0.0641,-0.07842,,,0.06389,-0.07827
olmo,worker,4,44,-0.01201,0.17628,,,-0.01381,0.11087
olmo,worker,4,45,-0.01234,-0.0247,,,-0.01416,-0.03316
olmo,worker,4,46,0.02949,-0.105,,,0.03109,-0.1004
olmo,worker,4,47,-0.02366,0.03639,,,-0.02366,0.03639
olmo,worker,4,48,-0.00978,0.04454,,,-0.02561,0.02669
olmo,worker,4,49,0.01112,0.05975,,,0.00843,0.05561
olmo,worker,5,0,-0.03374,0.18354,-0.02604,0.1946,,
olmo,worker,5,1,-0.04591,0.47115,-0.05896,0.65788,,
olmo,worker,5,2,-0.01471,-0.02658,-0.01464,-0.02584,,
olmo,worker,5,3,-0.0044,-0.00977,0.00034,0.01031,,
olmo,worker,5,4,-0.066,-0.02746,-0.06597,-0.02711,,
olmo,worker,5,5,-0.01908,-0.044,-0.01903,-0.04386,,
olmo,worker,5,6,0.01794,0.03437,0.01733,0.02646,,
olmo,worker,5,7,0.04002,0.25576,0.02645,0.27793,,
olmo,worker,5,8,0.03538,-0.01718,0.03534,0.14671,,
olmo,worker,5,9,-0.0047,-0.02956,-0.00202,-0.0307,,
olmo,worker,5,10,0.01552,-0.04265,0.01552,-0.04265,,
olmo,worker,5,11,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,5,12,-0.01636,0.12542,-0.0279,0.10963,,
olmo,worker,5,13,0.01479,0.05951,0.02149,0.17881,,
olmo,worker,5,14,-0.0437,0.37363,-0.01538,0.24435,,
olmo,worker,5,15,-0.09118,0.15316,-0.09601,0.14325,,
olmo,worker,5,16,-0.01139,0.0842,-0.00198,0.02151,,
olmo,worker,5,17,-0.0333,0.28744,0.00024,0.20925,,
olmo,worker,5,18,0.03652,0.29896,-0.00132,0.19265,,
olmo,worker,5,19,0.08615,0.19237,0.11362,0.13706,,
olmo,worker,5,20,-0.00015,-0.03161,-0.00019,-0.03156,,
olmo,worker,5,21,-0.13345,-0.01276,-0.13345,-0.01276,,
olmo,worker,5,22,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,5,23,-0.019,0.09268,-0.02706,0.06245,,
olmo,worker,5,24,0.01086,0.16092,0.02406,0.14828,,
olmo,worker,5,25,-0.00363,0.00407,-0.00967,0.00042,,
olmo,worker,5,26,-0.05361,0.1439,-0.05614,0.13942,,
olmo,worker,5,27,-0.00393,-0.02866,-0.00207,-0.03019,,
olmo,worker,5,28,-0.03255,-0.09039,-0.03255,-0.09039,,
olmo,worker,5,29,-0.01908,-0.04399,-0.01908,-0.044,,
olmo,worker,5,30,-0.03854,0.09983,-0.03179,0.11319,,
olmo,worker,5,31,0.00201,0.30148,0.00478,0.23949,,
olmo,worker,5,32,-0.02784,-0.00023,-0.00489,0.0059,,
olmo,worker,5,33,-0.10985,0.08312,-0.07688,0.11624,,
olmo,worker,5,34,0.10737,0.05806,0.06038,-0.00241,,
olmo,worker,5,35,0.01267,-0.0374,0.01265,-0.03729,,
olmo,worker,5,36,-0.08531,0.33213,-0.08531,0.33211,,
olmo,worker,5,37,-0.01823,-0.03048,-0.01823,-0.03048,,
olmo,worker,5,38,-0.01414,-0.04029,-0.01409,-0.04034,,
olmo,worker,5,39,0.06412,-0.07844,0.06424,-0.07852,,
olmo,worker,5,40,-0.01112,0.17547,-0.01576,0.09383,,
olmo,worker,5,41,-0.01816,-0.0305,-0.01854,-0.02985,,
olmo,worker,5,42,0.00845,0.03753,-0.00666,0.00318,,
olmo,worker,5,43,-0.0169,0.03374,-0.01812,0.02952,,
olmo,worker,5,44,-0.0123,-0.01106,-0.00947,-0.00742,,
olmo,worker,5,45,-0.04258,0.11247,-0.04018,0.10021,,
olmo,worker,5,46,0.00762,0.07408,0.05138,0.0305,,
olmo,worker,5,47,-0.03499,-0.01164,-0.03547,-0.01174,,
olmo,worker,5,48,-0.00281,0.05488,0.01652,0.04614,,
olmo,worker,5,49,-0.01186,-0.03434,-0.00961,-0.03879,,
olmo,worker,5,0,-0.03374,0.18354,,,-0.03654,0.36335
olmo,worker,5,1,-0.04591,0.47115,,,-0.05891,0.61721
olmo,worker,5,2,-0.01471,-0.02658,,,-0.00842,-0.02239
olmo,worker,5,3,-0.0044,-0.00977,,,-0.01008,0.01612
olmo,worker,5,4,-0.066,-0.02746,,,-0.06577,-0.02703
olmo,worker,5,5,-0.01908,-0.044,,,-0.01903,-0.04388
olmo,worker,5,6,0.01794,0.03437,,,0.01332,0.02178
olmo,worker,5,7,0.04002,0.25576,,,0.02959,0.30082
olmo,worker,5,8,0.03538,-0.01718,,,0.04146,0.12966
olmo,worker,5,9,-0.0047,-0.02956,,,-0.00171,-0.03029
olmo,worker,5,10,0.01552,-0.04265,,,0.01552,-0.04265
olmo,worker,5,11,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,5,12,-0.01636,0.12542,,,-0.02523,0.12121
olmo,worker,5,13,0.01479,0.05951,,,0.02681,0.17106
olmo,worker,5,14,-0.0437,0.37363,,,-0.02169,0.3112
olmo,worker,5,15,-0.09118,0.15316,,,-0.09327,0.14275
olmo,worker,5,16,-0.01139,0.0842,,,-0.00544,0.03814
olmo,worker,5,17,-0.0333,0.28744,,,-0.0022,0.19028
olmo,worker,5,18,0.03652,0.29896,,,0.042,0.06346
olmo,worker,5,19,0.08615,0.19237,,,0.12087,0.1254
olmo,worker,5,20,-0.00015,-0.03161,,,-0.00017,-0.03157
olmo,worker,5,21,-0.13345,-0.01276,,,-0.13345,-0.01276
olmo,worker,5,22,-0.01908,-0.044,,,-0.01908,-0.044
olmo,worker,5,23,-0.019,0.09268,,,-0.03439,0.05929
olmo,worker,5,24,0.01086,0.16092,,,0.0257,0.15345
olmo,worker,5,25,-0.00363,0.00407,,,-0.00646,0.00082
olmo,worker,5,26,-0.05361,0.1439,,,-0.05523,0.14112
olmo,worker,5,27,-0.00393,-0.02866,,,-0.00411,-0.02693
olmo,worker,5,28,-0.03255,-0.09039,,,-0.03255,-0.09039
olmo,worker,5,29,-0.01908,-0.04399,,,-0.01908,-0.044
olmo,worker,5,30,-0.03854,0.09983,,,-0.04082,0.11944
olmo,worker,5,31,0.00201,0.30148,,,0.00085,0.22537
olmo,worker,5,32,-0.02784,-0.00023,,,0.00743,0.01731
olmo,worker,5,33,-0.10985,0.08312,,,-0.08935,0.11088
olmo,worker,5,34,0.10737,0.05806,,,0.06062,-0.00236
olmo,worker,5,35,0.01267,-0.0374,,,0.01216,-0.03571
olmo,worker,5,36,-0.08531,0.33213,,,-0.08531,0.3321
olmo,worker,5,37,-0.01823,-0.03048,,,-0.01823,-0.03048
olmo,worker,5,38,-0.01414,-0.04029,,,-0.01418,-0.04028
olmo,worker,5,39,0.06412,-0.07844,,,0.0642,-0.07849
olmo,worker,5,40,-0.01112,0.17547,,,-0.01487,0.0996
olmo,worker,5,41,-0.01816,-0.0305,,,-0.01837,-0.02918
olmo,worker,5,42,0.00845,0.03753,,,-0.00646,0.00563
olmo,worker,5,43,-0.0169,0.03374,,,-0.01816,0.02936
olmo,worker,5,44,-0.0123,-0.01106,,,-0.00823,-0.00342
olmo,worker,5,45,-0.04258,0.11247,,,-0.03171,0.11425
olmo,worker,5,46,0.00762,0.07408,,,0.05556,0.02831
olmo,worker,5,47,-0.03499,-0.01164,,,-0.03576,-0.01176
olmo,worker,5,48,-0.00281,0.05488,,,0.01568,0.04511
olmo,worker,5,49,-0.01186,-0.03434,,,-0.01014,-0.04476
olmo,worker,6,0,-0.03374,0.18354,-0.02604,0.1946,,
olmo,worker,6,1,0.02091,-0.0154,0.01913,-0.00137,,
olmo,worker,6,2,-0.00266,0.01225,-0.01932,-0.01057,,
olmo,worker,6,3,-0.03895,0.22867,-0.01288,0.27743,,
olmo,worker,6,4,-0.066,-0.02746,-0.06368,-0.02102,,
olmo,worker,6,5,-0.01908,-0.044,-0.01904,-0.04348,,
olmo,worker,6,6,0.00307,0.47242,-0.03073,0.40543,,
olmo,worker,6,7,-0.02895,-0.01911,-0.03019,-0.01993,,
olmo,worker,6,8,-0.02009,0.02688,-0.02008,0.02547,,
olmo,worker,6,9,0.00949,0.16005,0.03014,0.19413,,
olmo,worker,6,10,-0.00894,-0.03582,-0.01207,-0.02851,,
olmo,worker,6,11,0.01552,-0.04265,0.01552,-0.04265,,
olmo,worker,6,12,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,6,13,0.01199,0.48969,-0.01191,0.3968,,
olmo,worker,6,14,0.04345,0.05979,0.02624,0.04965,,
olmo,worker,6,15,0.03133,0.12903,0.04196,0.09231,,
olmo,worker,6,16,0.0155,0.17296,0.0193,0.17505,,
olmo,worker,6,17,0.00156,-0.03042,-4e-05,-0.03126,,
olmo,worker,6,18,-0.13345,-0.01276,-0.13345,-0.01276,,
olmo,worker,6,19,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,6,20,-0.00429,0.46858,-0.01564,0.40748,,
olmo,worker,6,21,0.04631,0.21046,0.05596,0.18213,,
olmo,worker,6,22,-0.01864,-0.02775,-0.04162,-0.01124,,
olmo,worker,6,23,0.06349,-0.01056,0.06696,0.01568,,
olmo,worker,6,24,0.05829,0.16871,0.06981,0.20045,,
olmo,worker,6,25,-0.00516,-0.01904,-0.00438,-0.02649,,
olmo,worker,6,26,-0.03255,-0.09038,-0.03255,-0.09038,,
olmo,worker,6,27,-0.01908,-0.044,-0.01908,-0.044,,
olmo,worker,6,28,-0.01305,0.48767,-0.0145,0.48537,,
olmo,worker,6,29,-0.0257,0.01736,-0.04052,0.02087,,
olmo,worker,6,30,0.00225,0.08357,-0.05107,0.05654,,
olmo,worker,6,31,-0.01528,-0.04037,-0.01533,-0.04037,,
olmo,worker,6,32,0.05233,0.02353,0.05233,0.02352,,
olmo,worker,6,33,0.01254,-0.03752,0.01162,-0.03748,,
olmo,worker,6,34,-0.08531,0.33213,-0.08525,0.33174,,
olmo,worker,6,35,-0.01823,-0.03048,-0.01823,-0.03048,,
olmo,worker,6,36,-0.09739,0.0135,-0.09753,0.0136,,
olmo,worker,6,37,0.06336,-0.0779,0.06383,-0.07822,,
olmo,worker,6,38,-0.01022,0.17607,-0.01554,0.09949,,
olmo,worker,6,39,-0.01236,-0.02517,-0.01387,-0.03288,,
olmo,worker,6,40,0.02949,-0.105,0.03081,-0.10122,,
olmo,worker,6,41,-0.02366,0.03639,-0.02365,0.03639,,
olmo,worker,6,42,-0.00985,0.04474,-0.02128,0.02238,,
olmo,worker,6,43,-0.02346,-0.00756,-0.03378,-0.00446,,
