prompt_key,prompt,idx,thinking_len,thinking_words,n_hedging,n_self_correction,n_safety,n_form,n_orientation,n_wait,n_actually,n_hmm,n_zh_hedging,n_zh_safety,n_zh_orientation,dominant_type,category
neutral_2,She walked into the room and,31,500,78,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,32,500,80,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,33,500,88,1,0,1,1,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,34,500,82,1,0,0,0,1,0,0,1,0,0,0,hedging,neutral
neutral_2,She walked into the room and,35,500,87,2,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,36,500,79,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,37,500,83,0,0,0,1,5,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,38,500,87,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,39,500,87,2,0,0,1,5,1,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,40,500,86,0,0,0,1,4,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,41,500,83,1,0,0,1,5,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,42,500,79,0,0,0,0,5,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,43,500,87,0,0,0,1,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,44,500,80,1,0,0,1,5,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,45,500,89,0,0,0,2,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,46,500,86,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,47,500,87,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,48,454,75,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,49,500,78,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,50,500,88,1,0,0,2,4,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,51,500,79,1,0,0,1,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,52,500,78,1,0,0,2,4,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,53,500,83,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,54,500,78,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,55,500,84,0,0,0,1,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,56,500,90,0,0,0,0,7,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,57,500,93,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,58,500,86,0,0,0,0,6,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,59,500,82,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,60,500,81,0,0,0,1,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,61,500,85,0,0,0,2,4,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,62,500,85,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,63,500,87,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,64,500,82,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,65,500,94,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,66,319,51,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,67,500,75,1,0,0,0,1,0,0,1,0,0,0,hedging,neutral
neutral_2,She walked into the room and,68,500,82,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,69,500,86,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,70,500,83,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,71,500,83,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,72,500,90,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,73,500,86,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,74,500,93,2,0,0,0,5,1,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,75,500,94,0,0,0,0,6,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,76,500,93,0,0,0,1,5,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,77,500,83,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,78,500,82,0,0,0,1,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,79,406,70,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,80,500,82,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,81,500,79,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,82,500,80,0,0,0,1,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,83,500,85,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,84,500,83,1,0,0,1,4,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,85,500,82,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,86,500,83,1,0,0,1,5,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,87,500,84,0,0,0,0,5,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,88,500,86,1,0,0,1,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,89,500,90,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,90,500,85,0,0,0,1,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,91,500,87,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,92,500,84,1,0,0,1,3,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,93,500,80,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_2,She walked into the room and,94,500,85,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,95,500,86,0,0,0,1,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,96,500,86,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,97,500,79,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,98,500,78,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_2,She walked into the room and,99,500,84,2,0,0,0,2,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,0,500,79,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,1,500,83,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,2,500,88,1,0,0,0,1,0,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,3,387,69,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,4,500,81,0,0,0,0,5,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,5,500,87,3,0,0,2,2,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,6,500,86,1,0,0,1,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,7,500,94,2,0,0,0,3,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,8,500,84,2,0,0,0,4,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,9,500,82,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,10,500,82,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,11,500,85,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,12,500,85,1,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,13,500,75,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,14,500,88,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,15,500,85,1,0,0,1,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,16,500,82,2,0,0,0,2,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,17,500,87,2,0,0,0,3,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,18,500,81,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,19,500,88,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,20,500,87,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,21,500,85,0,0,0,1,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,22,500,83,1,0,0,1,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,23,500,85,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,24,500,84,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,25,500,101,1,0,0,0,1,0,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,26,500,81,2,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,27,500,89,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,28,500,83,0,0,0,1,3,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,29,421,64,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,30,500,82,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,31,500,86,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,32,500,84,2,0,0,0,1,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,33,500,87,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,34,500,81,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,35,500,82,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,36,500,82,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,37,500,83,2,0,0,0,4,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,38,500,87,1,0,0,0,3,1,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,39,500,76,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,40,500,80,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,41,500,83,2,0,0,0,1,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,42,500,83,2,0,0,0,2,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,43,500,85,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,44,500,84,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,45,500,79,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,46,500,78,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,47,500,81,0,0,0,1,3,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,48,500,82,1,0,0,1,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,49,500,84,1,0,0,1,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,50,500,78,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,51,500,97,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,52,500,85,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,53,500,83,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,54,500,81,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,55,500,86,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,56,500,86,0,0,0,0,4,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,57,500,84,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,58,500,86,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,59,500,83,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,60,500,81,0,0,0,1,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,61,500,85,2,0,0,0,2,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,62,500,84,2,0,0,0,1,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,63,500,85,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,64,500,83,1,0,0,0,6,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,65,500,78,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,66,500,80,0,0,0,0,5,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,67,500,82,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,68,500,89,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,69,500,84,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,70,500,79,1,0,0,1,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,71,500,84,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,72,500,84,2,0,0,0,3,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,73,500,90,2,0,0,1,2,1,0,1,0,0,0,hedging,neutral
neutral_3,The recipe calls for two cups of,74,500,82,0,0,0,0,3,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,75,500,81,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,76,500,86,2,0,0,0,3,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,77,500,96,1,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,78,500,81,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,79,500,89,1,0,0,1,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,80,500,87,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,81,500,80,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,82,500,84,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,83,500,84,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,84,500,83,2,0,0,0,3,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,85,500,82,1,0,0,1,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,86,500,83,0,0,0,0,5,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,87,500,90,0,0,0,0,2,0,0,0,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,88,500,90,2,0,0,1,4,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,89,500,90,1,0,0,1,2,0,1,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,90,500,82,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,91,500,86,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,92,500,86,1,0,0,0,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,93,500,87,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,94,500,82,1,0,0,0,4,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,95,500,81,2,0,0,1,4,1,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,96,500,86,1,0,0,1,2,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,97,500,85,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,98,500,84,1,0,0,0,3,0,0,1,0,0,0,orientation,neutral
neutral_3,The recipe calls for two cups of,99,500,82,1,0,0,0,5,0,0,1,0,0,0,orientation,neutral
love,She loved him deeply and wanted to,0,500,85,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,1,500,93,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,2,500,89,1,0,1,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,3,500,80,0,0,0,2,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,4,500,83,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,5,500,85,0,0,0,0,4,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,6,500,91,0,0,0,1,4,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,7,500,83,0,0,0,1,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,8,500,87,0,0,0,0,4,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,9,500,89,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,10,500,90,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,11,500,88,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,12,500,81,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,13,500,83,0,0,0,1,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,14,500,84,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,15,500,92,1,0,0,0,1,0,0,1,0,0,0,hedging,other
love,She loved him deeply and wanted to,16,500,81,0,0,0,1,4,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,17,500,89,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,18,500,85,0,0,0,1,5,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,19,500,82,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,20,500,77,0,0,0,1,2,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,21,500,79,1,0,0,1,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,22,500,86,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,23,500,80,0,0,0,2,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,24,500,80,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,25,500,76,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,26,500,87,0,0,0,1,1,0,0,0,0,0,0,form,other
love,She loved him deeply and wanted to,27,500,81,0,0,0,0,2,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,28,500,86,0,0,0,2,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,29,500,80,0,0,0,1,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,30,500,82,0,0,0,1,5,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,31,500,77,0,0,0,0,2,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,32,500,89,2,0,0,0,2,1,0,1,0,0,0,hedging,other
love,She loved him deeply and wanted to,33,500,80,1,0,0,1,4,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,34,500,85,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,35,500,89,0,0,0,3,3,0,0,0,0,0,0,form,other
love,She loved him deeply and wanted to,36,500,83,0,0,0,1,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,37,500,81,0,0,0,0,1,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,38,500,88,1,0,0,1,4,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,39,500,82,0,0,0,0,4,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,40,500,79,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,41,500,85,0,0,0,0,2,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,42,500,80,2,0,0,0,3,1,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,43,500,81,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,44,500,87,0,0,0,1,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,45,500,86,1,0,0,0,5,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,46,500,77,0,0,0,0,1,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,47,500,84,1,0,0,1,4,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,48,500,87,0,0,0,2,2,0,0,0,0,0,0,form,other
love,She loved him deeply and wanted to,49,500,83,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,50,500,83,0,0,0,1,2,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,51,500,79,0,0,0,1,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,52,500,80,0,0,0,0,2,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,53,500,90,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,54,500,79,0,0,0,1,1,0,0,0,0,0,0,form,other
love,She loved him deeply and wanted to,55,500,83,1,0,0,1,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,56,500,84,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,57,500,83,0,0,0,0,5,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,58,500,77,0,0,0,1,5,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,59,500,89,1,0,0,0,6,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,60,500,75,0,0,0,0,2,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,61,500,82,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,62,500,88,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,63,500,79,1,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,64,500,82,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,65,500,75,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,66,500,88,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,67,500,81,1,0,0,1,4,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,68,500,74,1,0,0,0,4,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,69,500,78,0,0,0,1,1,0,0,0,0,0,0,form,other
love,She loved him deeply and wanted to,70,500,78,0,0,0,1,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,71,500,85,1,0,0,1,5,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,72,500,77,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,73,500,91,0,0,0,1,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,74,500,82,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,75,500,84,1,0,0,1,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,76,500,86,1,0,0,0,5,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,77,500,84,0,0,0,1,4,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,78,500,80,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,79,500,78,1,0,0,0,1,0,0,1,0,0,0,hedging,other
love,She loved him deeply and wanted to,80,500,89,0,0,0,0,6,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,81,500,79,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,82,500,81,2,0,0,0,2,0,0,1,0,0,0,hedging,other
love,She loved him deeply and wanted to,83,500,80,1,0,0,0,1,0,0,1,0,0,0,hedging,other
love,She loved him deeply and wanted to,84,500,85,1,0,0,1,5,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,85,500,94,0,0,0,2,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,86,500,90,1,0,0,1,1,0,0,1,0,0,0,form,other
love,She loved him deeply and wanted to,87,500,81,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,88,500,84,1,0,1,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,89,500,79,0,0,0,0,1,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,90,500,75,0,0,0,1,4,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,91,500,85,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,92,500,92,1,0,0,1,4,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,93,500,86,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,94,500,78,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,95,500,81,1,0,0,0,3,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,96,500,79,0,0,0,0,3,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,97,500,84,1,0,0,0,2,0,0,1,0,0,0,orientation,other
love,She loved him deeply and wanted to,98,500,81,0,0,0,1,5,0,0,0,0,0,0,orientation,other
love,She loved him deeply and wanted to,99,500,89,0,0,0,0,4,0,0,0,0,0,0,orientation,other
hate,She hated him deeply and wanted to,0,500,87,0,0,0,0,1,0,0,0,0,0,0,orientation,other
hate,She hated him deeply and wanted to,1,500,83,1,0,0,0,3,0,0,1,0,0,0,orientation,other
hate,She hated him deeply and wanted to,2,500,84,0,0,0,0,6,0,0,0,0,0,0,orientation,other
