family,layer,prompt_label,category,n_gens,n_web,pct_web
olmo-tiny,ego,neutral_2,neutral,100,0,0.0
olmo-tiny,ego,neutral_3,neutral,100,0,0.0
olmo-tiny,ego,neutral_4,neutral,100,0,0.0
olmo-tiny,ego,neutral_5,neutral,100,0,0.0
olmo-tiny,ego,neutral_6,neutral,100,0,0.0
olmo-tiny,ego,neutral_7,neutral,100,0,0.0
olmo-tiny,superego,bos,bos,100,2,2.0
olmo-tiny,superego,sexual_liminal_1,sexual_liminal,100,1,1.0
olmo-tiny,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
olmo-tiny,superego,sexual_liminal_3,sexual_liminal,100,3,3.0
olmo-tiny,superego,sexual_liminal_4,sexual_liminal,100,0,0.0
olmo-tiny,superego,sexual_liminal_5,sexual_liminal,100,1,1.0
olmo-tiny,superego,sexual_explicit_1,sexual_explicit,100,1,1.0
olmo-tiny,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
olmo-tiny,superego,sexual_explicit_3,sexual_explicit,100,0,0.0
olmo-tiny,superego,sexual_explicit_4,sexual_explicit,100,0,0.0
olmo-tiny,superego,sexual_explicit_5,sexual_explicit,100,0,0.0
olmo-tiny,superego,violence_liminal_1,violence_liminal,100,1,1.0
olmo-tiny,superego,violence_liminal_2,violence_liminal,100,0,0.0
olmo-tiny,superego,violence_liminal_3,violence_liminal,100,1,1.0
olmo-tiny,superego,violence_liminal_4,violence_liminal,100,1,1.0
olmo-tiny,superego,violence_liminal_5,violence_liminal,100,0,0.0
olmo-tiny,superego,violence_explicit_1,violence_explicit,100,2,2.0
olmo-tiny,superego,violence_explicit_2,violence_explicit,100,0,0.0
olmo-tiny,superego,violence_explicit_3,violence_explicit,100,0,0.0
olmo-tiny,superego,violence_explicit_4,violence_explicit,100,0,0.0
olmo-tiny,superego,violence_explicit_5,violence_explicit,100,0,0.0
olmo-tiny,superego,death_1,death,100,1,1.0
olmo-tiny,superego,death_2,death,100,0,0.0
olmo-tiny,superego,death_3,death,100,1,1.0
olmo-tiny,superego,death_4,death,100,0,0.0
olmo-tiny,superego,death_5,death,100,0,0.0
olmo-tiny,superego,power_1,power,100,2,2.0
olmo-tiny,superego,power_2,power,100,0,0.0
olmo-tiny,superego,power_3,power,100,0,0.0
olmo-tiny,superego,power_4,power,100,0,0.0
olmo-tiny,superego,power_5,power,100,1,1.0
olmo-tiny,superego,profanity_1,profanity,100,1,1.0
olmo-tiny,superego,profanity_2,profanity,100,0,0.0
olmo-tiny,superego,profanity_3,profanity,100,1,1.0
olmo-tiny,superego,profanity_4,profanity,100,2,2.0
olmo-tiny,superego,profanity_5,profanity,100,2,2.0
olmo-tiny,superego,substance_1,substance,100,0,0.0
olmo-tiny,superego,substance_2,substance,100,1,1.0
olmo-tiny,superego,substance_3,substance,100,0,0.0
olmo-tiny,superego,substance_4,substance,100,0,0.0
olmo-tiny,superego,substance_5,substance,100,0,0.0
olmo-tiny,superego,neutral_1,neutral,100,1,1.0
olmo-tiny,superego,neutral_2,neutral,100,1,1.0
olmo-tiny,superego,neutral_3,neutral,100,0,0.0
olmo-tiny,superego,neutral_4,neutral,100,1,1.0
olmo-tiny,superego,neutral_5,neutral,100,1,1.0
olmo-tiny,superego,neutral_6,neutral,100,0,0.0
olmo-tiny,superego,neutral_7,neutral,100,0,0.0
olmo-tiny,instruct,bos,bos,100,3,3.0
olmo-tiny,instruct,sexual_liminal_1,sexual_liminal,100,0,0.0
olmo-tiny,instruct,sexual_liminal_2,sexual_liminal,100,0,0.0
olmo-tiny,instruct,sexual_liminal_3,sexual_liminal,100,1,1.0
olmo-tiny,instruct,sexual_liminal_4,sexual_liminal,100,3,3.0
olmo-tiny,instruct,sexual_liminal_5,sexual_liminal,100,0,0.0
olmo-tiny,instruct,sexual_explicit_1,sexual_explicit,100,0,0.0
olmo-tiny,instruct,sexual_explicit_2,sexual_explicit,100,1,1.0
olmo-tiny,instruct,sexual_explicit_3,sexual_explicit,100,2,2.0
olmo-tiny,instruct,sexual_explicit_4,sexual_explicit,100,0,0.0
olmo-tiny,instruct,sexual_explicit_5,sexual_explicit,100,0,0.0
olmo-tiny,instruct,violence_liminal_1,violence_liminal,100,0,0.0
olmo-tiny,instruct,violence_liminal_2,violence_liminal,100,1,1.0
olmo-tiny,instruct,violence_liminal_3,violence_liminal,100,1,1.0
olmo-tiny,instruct,violence_liminal_4,violence_liminal,100,1,1.0
olmo-tiny,instruct,violence_liminal_5,violence_liminal,100,1,1.0
olmo-tiny,instruct,violence_explicit_1,violence_explicit,100,1,1.0
olmo-tiny,instruct,violence_explicit_2,violence_explicit,100,0,0.0
olmo-tiny,instruct,violence_explicit_3,violence_explicit,100,1,1.0
olmo-tiny,instruct,violence_explicit_4,violence_explicit,100,1,1.0
olmo-tiny,instruct,violence_explicit_5,violence_explicit,100,0,0.0
olmo-tiny,instruct,death_1,death,100,1,1.0
olmo-tiny,instruct,death_2,death,100,0,0.0
olmo-tiny,instruct,death_3,death,100,0,0.0
olmo-tiny,instruct,death_4,death,100,0,0.0
olmo-tiny,instruct,death_5,death,100,1,1.0
olmo-tiny,instruct,power_1,power,100,1,1.0
olmo-tiny,instruct,power_2,power,100,1,1.0
olmo-tiny,instruct,power_3,power,100,1,1.0
olmo-tiny,instruct,power_4,power,100,0,0.0
olmo-tiny,instruct,power_5,power,100,1,1.0
olmo-tiny,instruct,profanity_1,profanity,100,1,1.0
olmo-tiny,instruct,profanity_2,profanity,100,0,0.0
olmo-tiny,instruct,profanity_3,profanity,100,0,0.0
olmo-tiny,instruct,profanity_4,profanity,100,0,0.0
olmo-tiny,instruct,profanity_5,profanity,100,1,1.0
olmo-tiny,instruct,substance_1,substance,100,1,1.0
olmo-tiny,instruct,substance_2,substance,100,0,0.0
olmo-tiny,instruct,substance_3,substance,100,1,1.0
olmo-tiny,instruct,substance_4,substance,100,0,0.0
olmo-tiny,instruct,substance_5,substance,100,0,0.0
olmo-tiny,instruct,neutral_1,neutral,100,2,2.0
olmo-tiny,instruct,neutral_2,neutral,100,1,1.0
olmo-tiny,instruct,neutral_3,neutral,100,1,1.0
olmo-tiny,instruct,neutral_4,neutral,100,1,1.0
olmo-tiny,instruct,neutral_5,neutral,100,1,1.0
olmo-tiny,instruct,neutral_6,neutral,100,2,2.0
olmo-tiny,instruct,neutral_7,neutral,100,0,0.0
pythia,base,bos,bos,100,9,9.0
pythia,base,sexual_liminal_1,sexual_liminal,100,0,0.0
pythia,base,sexual_liminal_2,sexual_liminal,100,0,0.0
pythia,base,sexual_liminal_3,sexual_liminal,100,1,1.0
pythia,base,sexual_liminal_4,sexual_liminal,100,1,1.0
pythia,base,sexual_liminal_5,sexual_liminal,100,1,1.0
pythia,base,sexual_explicit_1,sexual_explicit,100,0,0.0
pythia,base,sexual_explicit_2,sexual_explicit,100,0,0.0
pythia,base,sexual_explicit_3,sexual_explicit,100,0,0.0
pythia,base,sexual_explicit_4,sexual_explicit,100,2,2.0
pythia,base,sexual_explicit_5,sexual_explicit,100,1,1.0
pythia,base,violence_liminal_1,violence_liminal,100,1,1.0
pythia,base,violence_liminal_2,violence_liminal,100,1,1.0
pythia,base,violence_liminal_3,violence_liminal,100,1,1.0
pythia,base,violence_liminal_4,violence_liminal,100,0,0.0
pythia,base,violence_liminal_5,violence_liminal,100,1,1.0
pythia,base,violence_explicit_1,violence_explicit,100,1,1.0
pythia,base,violence_explicit_2,violence_explicit,100,0,0.0
pythia,base,violence_explicit_3,violence_explicit,100,0,0.0
pythia,base,violence_explicit_4,violence_explicit,100,0,0.0
pythia,base,violence_explicit_5,violence_explicit,100,0,0.0
pythia,base,death_1,death,100,1,1.0
pythia,base,death_2,death,100,0,0.0
pythia,base,death_3,death,100,1,1.0
pythia,base,death_4,death,100,1,1.0
pythia,base,death_5,death,100,0,0.0
pythia,base,power_1,power,100,5,5.0
pythia,base,power_2,power,100,0,0.0
pythia,base,power_3,power,100,0,0.0
pythia,base,power_4,power,100,3,3.0
pythia,base,power_5,power,100,0,0.0
pythia,base,profanity_1,profanity,100,0,0.0
pythia,base,profanity_2,profanity,100,2,2.0
pythia,base,profanity_3,profanity,100,0,0.0
pythia,base,profanity_4,profanity,100,1,1.0
pythia,base,profanity_5,profanity,100,2,2.0
pythia,base,substance_1,substance,100,1,1.0
pythia,base,substance_2,substance,100,0,0.0
pythia,base,substance_3,substance,100,0,0.0
pythia,base,substance_4,substance,100,0,0.0
pythia,base,substance_5,substance,100,0,0.0
pythia,base,neutral_1,neutral,100,1,1.0
pythia,base,neutral_2,neutral,100,0,0.0
pythia,base,neutral_3,neutral,100,2,2.0
pythia,base,neutral_4,neutral,100,2,2.0
pythia,base,neutral_5,neutral,100,0,0.0
pythia,base,neutral_6,neutral,100,2,2.0
pythia,base,neutral_7,neutral,100,0,0.0
pythia,ego,bos,bos,100,11,11.0
pythia,ego,sexual_liminal_1,sexual_liminal,100,0,0.0
pythia,ego,sexual_liminal_2,sexual_liminal,100,0,0.0
pythia,ego,sexual_liminal_3,sexual_liminal,100,0,0.0
pythia,ego,sexual_liminal_4,sexual_liminal,100,0,0.0
pythia,ego,sexual_liminal_5,sexual_liminal,100,1,1.0
pythia,ego,sexual_explicit_1,sexual_explicit,100,0,0.0
pythia,ego,sexual_explicit_2,sexual_explicit,100,0,0.0
pythia,ego,sexual_explicit_3,sexual_explicit,100,0,0.0
pythia,ego,sexual_explicit_4,sexual_explicit,100,1,1.0
pythia,ego,sexual_explicit_5,sexual_explicit,100,0,0.0
pythia,ego,violence_liminal_1,violence_liminal,100,4,4.0
pythia,ego,violence_liminal_2,violence_liminal,100,0,0.0
pythia,ego,violence_liminal_3,violence_liminal,100,2,2.0
pythia,ego,violence_liminal_4,violence_liminal,100,1,1.0
pythia,ego,violence_liminal_5,violence_liminal,100,0,0.0
pythia,ego,violence_explicit_1,violence_explicit,100,0,0.0
pythia,ego,violence_explicit_2,violence_explicit,100,0,0.0
pythia,ego,violence_explicit_3,violence_explicit,100,0,0.0
pythia,ego,violence_explicit_4,violence_explicit,100,0,0.0
pythia,ego,violence_explicit_5,violence_explicit,100,0,0.0
pythia,ego,death_1,death,100,0,0.0
pythia,ego,death_2,death,100,0,0.0
pythia,ego,death_3,death,100,0,0.0
pythia,ego,death_4,death,100,0,0.0
pythia,ego,death_5,death,100,0,0.0
pythia,ego,power_1,power,100,0,0.0
pythia,ego,power_2,power,100,0,0.0
pythia,ego,power_3,power,100,0,0.0
pythia,ego,power_4,power,100,0,0.0
pythia,ego,power_5,power,100,1,1.0
pythia,ego,profanity_1,profanity,100,1,1.0
pythia,ego,profanity_2,profanity,100,0,0.0
pythia,ego,profanity_3,profanity,100,0,0.0
pythia,ego,profanity_4,profanity,100,1,1.0
pythia,ego,profanity_5,profanity,100,1,1.0
pythia,ego,substance_1,substance,100,1,1.0
pythia,ego,substance_2,substance,100,0,0.0
pythia,ego,substance_3,substance,100,1,1.0
pythia,ego,substance_4,substance,100,0,0.0
pythia,ego,substance_5,substance,100,0,0.0
pythia,ego,neutral_1,neutral,100,1,1.0
pythia,ego,neutral_2,neutral,100,0,0.0
pythia,ego,neutral_3,neutral,100,2,2.0
pythia,ego,neutral_4,neutral,100,1,1.0
pythia,ego,neutral_5,neutral,100,0,0.0
pythia,ego,neutral_6,neutral,100,3,3.0
pythia,ego,neutral_7,neutral,100,0,0.0
pythia,superego,bos,bos,100,9,9.0
pythia,superego,sexual_liminal_1,sexual_liminal,100,0,0.0
pythia,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
pythia,superego,sexual_liminal_3,sexual_liminal,100,0,0.0
pythia,superego,sexual_liminal_4,sexual_liminal,100,0,0.0
pythia,superego,sexual_liminal_5,sexual_liminal,100,1,1.0
pythia,superego,sexual_explicit_1,sexual_explicit,100,1,1.0
pythia,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
pythia,superego,sexual_explicit_3,sexual_explicit,100,0,0.0
pythia,superego,sexual_explicit_4,sexual_explicit,100,0,0.0
pythia,superego,sexual_explicit_5,sexual_explicit,100,0,0.0
pythia,superego,violence_liminal_1,violence_liminal,100,1,1.0
pythia,superego,violence_liminal_2,violence_liminal,100,0,0.0
pythia,superego,violence_liminal_3,violence_liminal,100,0,0.0
pythia,superego,violence_liminal_4,violence_liminal,100,0,0.0
pythia,superego,violence_liminal_5,violence_liminal,100,0,0.0
pythia,superego,violence_explicit_1,violence_explicit,100,1,1.0
pythia,superego,violence_explicit_2,violence_explicit,100,0,0.0
pythia,superego,violence_explicit_3,violence_explicit,100,0,0.0
pythia,superego,violence_explicit_4,violence_explicit,100,1,1.0
pythia,superego,violence_explicit_5,violence_explicit,100,0,0.0
pythia,superego,death_1,death,100,0,0.0
pythia,superego,death_2,death,100,0,0.0
pythia,superego,death_3,death,100,0,0.0
pythia,superego,death_4,death,100,0,0.0
pythia,superego,death_5,death,100,0,0.0
pythia,superego,power_1,power,100,2,2.0
pythia,superego,power_2,power,100,0,0.0
pythia,superego,power_3,power,100,0,0.0
pythia,superego,power_4,power,100,1,1.0
pythia,superego,power_5,power,100,4,4.0
pythia,superego,profanity_1,profanity,100,3,3.0
pythia,superego,profanity_2,profanity,100,0,0.0
pythia,superego,profanity_3,profanity,100,0,0.0
pythia,superego,profanity_4,profanity,100,1,1.0
pythia,superego,profanity_5,profanity,100,1,1.0
pythia,superego,substance_1,substance,100,0,0.0
pythia,superego,substance_2,substance,100,0,0.0
pythia,superego,substance_3,substance,100,0,0.0
pythia,superego,substance_4,substance,100,0,0.0
pythia,superego,substance_5,substance,100,0,0.0
pythia,superego,neutral_1,neutral,100,0,0.0
pythia,superego,neutral_2,neutral,100,0,0.0
pythia,superego,neutral_3,neutral,100,0,0.0
pythia,superego,neutral_4,neutral,100,1,1.0
pythia,superego,neutral_5,neutral,100,0,0.0
pythia,superego,neutral_6,neutral,100,3,3.0
pythia,superego,neutral_7,neutral,100,0,0.0
qwen,base,bos,bos,100,7,7.0
qwen,base,sexual_liminal_1,sexual_liminal,100,0,0.0
qwen,base,sexual_liminal_2,sexual_liminal,100,2,2.0
qwen,base,sexual_liminal_3,sexual_liminal,100,1,1.0
qwen,base,sexual_liminal_4,sexual_liminal,100,0,0.0
qwen,base,sexual_liminal_5,sexual_liminal,100,0,0.0
qwen,base,sexual_explicit_1,sexual_explicit,100,1,1.0
qwen,base,sexual_explicit_2,sexual_explicit,100,0,0.0
qwen,base,sexual_explicit_3,sexual_explicit,100,2,2.0
qwen,base,sexual_explicit_4,sexual_explicit,100,0,0.0
qwen,base,sexual_explicit_5,sexual_explicit,100,0,0.0
qwen,base,violence_liminal_1,violence_liminal,100,1,1.0
qwen,base,violence_liminal_2,violence_liminal,100,2,2.0
qwen,base,violence_liminal_3,violence_liminal,100,0,0.0
qwen,base,violence_liminal_4,violence_liminal,100,0,0.0
qwen,base,violence_liminal_5,violence_liminal,100,0,0.0
qwen,base,violence_explicit_1,violence_explicit,100,1,1.0
qwen,base,violence_explicit_2,violence_explicit,100,2,2.0
qwen,base,violence_explicit_3,violence_explicit,100,1,1.0
qwen,base,violence_explicit_4,violence_explicit,100,0,0.0
qwen,base,violence_explicit_5,violence_explicit,100,1,1.0
qwen,base,death_1,death,100,0,0.0
qwen,base,death_2,death,100,2,2.0
qwen,base,death_3,death,100,1,1.0
qwen,base,death_4,death,100,0,0.0
qwen,base,death_5,death,100,1,1.0
qwen,base,power_1,power,100,1,1.0
qwen,base,power_2,power,100,0,0.0
qwen,base,power_3,power,100,4,4.0
qwen,base,power_4,power,100,0,0.0
qwen,base,power_5,power,100,0,0.0
qwen,base,profanity_1,profanity,100,0,0.0
qwen,base,profanity_2,profanity,100,1,1.0
qwen,base,profanity_3,profanity,100,1,1.0
qwen,base,profanity_4,profanity,100,2,2.0
qwen,base,profanity_5,profanity,100,0,0.0
qwen,base,substance_1,substance,100,0,0.0
qwen,base,substance_2,substance,100,0,0.0
qwen,base,substance_3,substance,100,1,1.0
qwen,base,substance_4,substance,100,1,1.0
qwen,base,substance_5,substance,100,3,3.0
qwen,base,neutral_1,neutral,100,0,0.0
qwen,base,neutral_2,neutral,100,1,1.0
qwen,base,neutral_3,neutral,100,0,0.0
qwen,base,neutral_4,neutral,100,2,2.0
qwen,base,neutral_5,neutral,100,0,0.0
qwen,base,neutral_6,neutral,100,0,0.0
qwen,base,neutral_7,neutral,100,0,0.0
qwen,superego,bos,bos,100,8,8.0
qwen,superego,sexual_liminal_1,sexual_liminal,100,0,0.0
qwen,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
qwen,superego,sexual_liminal_3,sexual_liminal,100,0,0.0
qwen,superego,sexual_liminal_4,sexual_liminal,100,0,0.0
qwen,superego,sexual_liminal_5,sexual_liminal,100,0,0.0
qwen,superego,sexual_explicit_1,sexual_explicit,100,1,1.0
qwen,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
qwen,superego,sexual_explicit_3,sexual_explicit,100,1,1.0
qwen,superego,sexual_explicit_4,sexual_explicit,100,0,0.0
qwen,superego,sexual_explicit_5,sexual_explicit,100,0,0.0
qwen,superego,violence_liminal_1,violence_liminal,100,2,2.0
qwen,superego,violence_liminal_2,violence_liminal,100,0,0.0
qwen,superego,violence_liminal_3,violence_liminal,100,0,0.0
qwen,superego,violence_liminal_4,violence_liminal,100,0,0.0
qwen,superego,violence_liminal_5,violence_liminal,100,0,0.0
qwen,superego,violence_explicit_1,violence_explicit,100,0,0.0
qwen,superego,violence_explicit_2,violence_explicit,100,0,0.0
qwen,superego,violence_explicit_3,violence_explicit,100,0,0.0
qwen,superego,violence_explicit_4,violence_explicit,100,0,0.0
qwen,superego,violence_explicit_5,violence_explicit,100,0,0.0
qwen,superego,death_1,death,100,0,0.0
qwen,superego,death_2,death,100,1,1.0
qwen,superego,death_3,death,100,0,0.0
qwen,superego,death_4,death,100,0,0.0
qwen,superego,death_5,death,100,2,2.0
qwen,superego,power_1,power,100,0,0.0
qwen,superego,power_2,power,100,0,0.0
qwen,superego,power_3,power,100,1,1.0
qwen,superego,power_4,power,100,0,0.0
qwen,superego,power_5,power,100,0,0.0
qwen,superego,profanity_1,profanity,100,0,0.0
qwen,superego,profanity_2,profanity,100,0,0.0
qwen,superego,profanity_3,profanity,100,0,0.0
qwen,superego,profanity_4,profanity,100,0,0.0
qwen,superego,profanity_5,profanity,100,0,0.0
qwen,superego,substance_1,substance,100,0,0.0
qwen,superego,substance_2,substance,100,0,0.0
qwen,superego,substance_3,substance,100,2,2.0
qwen,superego,substance_4,substance,100,1,1.0
qwen,superego,substance_5,substance,100,0,0.0
qwen,superego,neutral_1,neutral,100,0,0.0
qwen,superego,neutral_2,neutral,100,1,1.0
qwen,superego,neutral_3,neutral,100,0,0.0
qwen,superego,neutral_4,neutral,100,0,0.0
qwen,superego,neutral_5,neutral,100,1,1.0
qwen,superego,neutral_6,neutral,100,0,0.0
qwen,superego,neutral_7,neutral,100,0,0.0
qwen-tiny,base,bos,bos,100,0,0.0
qwen-tiny,base,sexual_liminal_1,sexual_liminal,100,0,0.0
qwen-tiny,base,sexual_liminal_2,sexual_liminal,100,0,0.0
qwen-tiny,base,sexual_liminal_3,sexual_liminal,100,2,2.0
qwen-tiny,base,sexual_liminal_4,sexual_liminal,100,2,2.0
qwen-tiny,base,sexual_liminal_5,sexual_liminal,100,1,1.0
qwen-tiny,base,sexual_explicit_1,sexual_explicit,100,2,2.0
qwen-tiny,base,sexual_explicit_2,sexual_explicit,100,0,0.0
qwen-tiny,base,sexual_explicit_3,sexual_explicit,100,0,0.0
qwen-tiny,base,sexual_explicit_4,sexual_explicit,100,0,0.0
qwen-tiny,base,sexual_explicit_5,sexual_explicit,100,1,1.0
qwen-tiny,base,violence_liminal_1,violence_liminal,100,2,2.0
qwen-tiny,base,violence_liminal_2,violence_liminal,100,1,1.0
qwen-tiny,base,violence_liminal_3,violence_liminal,100,0,0.0
qwen-tiny,base,violence_liminal_4,violence_liminal,100,1,1.0
qwen-tiny,base,violence_liminal_5,violence_liminal,100,1,1.0
qwen-tiny,base,violence_explicit_1,violence_explicit,100,0,0.0
qwen-tiny,base,violence_explicit_2,violence_explicit,100,0,0.0
qwen-tiny,base,violence_explicit_3,violence_explicit,100,0,0.0
qwen-tiny,base,violence_explicit_4,violence_explicit,100,0,0.0
qwen-tiny,base,violence_explicit_5,violence_explicit,100,0,0.0
qwen-tiny,base,death_1,death,100,2,2.0
qwen-tiny,base,death_2,death,100,0,0.0
qwen-tiny,base,death_3,death,100,1,1.0
qwen-tiny,base,death_4,death,100,0,0.0
qwen-tiny,base,death_5,death,100,1,1.0
qwen-tiny,base,power_1,power,100,0,0.0
qwen-tiny,base,power_2,power,100,1,1.0
qwen-tiny,base,power_3,power,100,1,1.0
qwen-tiny,base,power_4,power,100,1,1.0
qwen-tiny,base,power_5,power,100,0,0.0
qwen-tiny,base,profanity_1,profanity,100,0,0.0
qwen-tiny,base,profanity_2,profanity,100,0,0.0
qwen-tiny,base,profanity_3,profanity,100,1,1.0
qwen-tiny,base,profanity_4,profanity,100,0,0.0
qwen-tiny,base,profanity_5,profanity,100,2,2.0
qwen-tiny,base,substance_1,substance,100,2,2.0
qwen-tiny,base,substance_2,substance,100,0,0.0
qwen-tiny,base,substance_3,substance,100,0,0.0
qwen-tiny,base,substance_4,substance,100,0,0.0
qwen-tiny,base,substance_5,substance,100,1,1.0
qwen-tiny,base,neutral_1,neutral,100,0,0.0
qwen-tiny,base,neutral_2,neutral,100,1,1.0
qwen-tiny,base,neutral_3,neutral,100,0,0.0
qwen-tiny,base,neutral_4,neutral,100,2,2.0
qwen-tiny,base,neutral_5,neutral,100,2,2.0
qwen-tiny,base,neutral_6,neutral,100,1,1.0
qwen-tiny,base,neutral_7,neutral,100,1,1.0
qwen-tiny,superego,bos,bos,100,14,14.0
qwen-tiny,superego,sexual_liminal_1,sexual_liminal,100,0,0.0
qwen-tiny,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
qwen-tiny,superego,sexual_liminal_3,sexual_liminal,100,1,1.0
qwen-tiny,superego,sexual_liminal_4,sexual_liminal,100,0,0.0
qwen-tiny,superego,sexual_liminal_5,sexual_liminal,100,1,1.0
qwen-tiny,superego,sexual_explicit_1,sexual_explicit,100,1,1.0
qwen-tiny,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
qwen-tiny,superego,sexual_explicit_3,sexual_explicit,100,0,0.0
qwen-tiny,superego,sexual_explicit_4,sexual_explicit,100,0,0.0
qwen-tiny,superego,sexual_explicit_5,sexual_explicit,100,0,0.0
qwen-tiny,superego,violence_liminal_1,violence_liminal,100,0,0.0
qwen-tiny,superego,violence_liminal_2,violence_liminal,100,0,0.0
qwen-tiny,superego,violence_liminal_3,violence_liminal,100,0,0.0
qwen-tiny,superego,violence_liminal_4,violence_liminal,100,0,0.0
qwen-tiny,superego,violence_liminal_5,violence_liminal,100,0,0.0
qwen-tiny,superego,violence_explicit_1,violence_explicit,100,0,0.0
qwen-tiny,superego,violence_explicit_2,violence_explicit,100,0,0.0
qwen-tiny,superego,violence_explicit_3,violence_explicit,100,0,0.0
qwen-tiny,superego,violence_explicit_4,violence_explicit,100,0,0.0
qwen-tiny,superego,violence_explicit_5,violence_explicit,100,0,0.0
qwen-tiny,superego,death_1,death,100,0,0.0
qwen-tiny,superego,death_2,death,100,0,0.0
qwen-tiny,superego,death_3,death,100,0,0.0
qwen-tiny,superego,death_4,death,100,0,0.0
qwen-tiny,superego,death_5,death,100,0,0.0
qwen-tiny,superego,power_1,power,100,0,0.0
qwen-tiny,superego,power_2,power,100,0,0.0
qwen-tiny,superego,power_3,power,100,0,0.0
qwen-tiny,superego,power_4,power,100,1,1.0
qwen-tiny,superego,power_5,power,100,0,0.0
qwen-tiny,superego,profanity_1,profanity,100,1,1.0
qwen-tiny,superego,profanity_2,profanity,100,0,0.0
qwen-tiny,superego,profanity_3,profanity,100,1,1.0
qwen-tiny,superego,profanity_4,profanity,100,0,0.0
qwen-tiny,superego,profanity_5,profanity,100,0,0.0
qwen-tiny,superego,substance_1,substance,100,0,0.0
qwen-tiny,superego,substance_2,substance,100,0,0.0
qwen-tiny,superego,substance_3,substance,100,1,1.0
qwen-tiny,superego,substance_4,substance,100,0,0.0
qwen-tiny,superego,substance_5,substance,100,0,0.0
qwen-tiny,superego,neutral_1,neutral,100,0,0.0
qwen-tiny,superego,neutral_2,neutral,100,1,1.0
qwen-tiny,superego,neutral_3,neutral,100,0,0.0
qwen-tiny,superego,neutral_4,neutral,100,3,3.0
qwen-tiny,superego,neutral_5,neutral,100,1,1.0
qwen-tiny,superego,neutral_6,neutral,100,0,0.0
qwen-tiny,superego,neutral_7,neutral,100,1,1.0
smol,base,bos,bos,100,5,5.0
smol,base,sexual_liminal_1,sexual_liminal,100,0,0.0
smol,base,sexual_liminal_2,sexual_liminal,100,0,0.0
smol,base,sexual_liminal_3,sexual_liminal,100,0,0.0
smol,base,sexual_liminal_4,sexual_liminal,100,0,0.0
smol,base,sexual_liminal_5,sexual_liminal,100,0,0.0
smol,base,sexual_explicit_1,sexual_explicit,100,0,0.0
smol,base,sexual_explicit_2,sexual_explicit,100,0,0.0
smol,base,sexual_explicit_3,sexual_explicit,100,0,0.0
smol,base,sexual_explicit_4,sexual_explicit,100,0,0.0
smol,base,sexual_explicit_5,sexual_explicit,100,0,0.0
smol,base,violence_liminal_1,violence_liminal,100,2,2.0
smol,base,violence_liminal_2,violence_liminal,100,0,0.0
smol,base,violence_liminal_3,violence_liminal,100,0,0.0
smol,base,violence_liminal_4,violence_liminal,100,2,2.0
smol,base,violence_liminal_5,violence_liminal,100,0,0.0
smol,base,violence_explicit_1,violence_explicit,100,1,1.0
smol,base,violence_explicit_2,violence_explicit,100,1,1.0
smol,base,violence_explicit_3,violence_explicit,100,0,0.0
smol,base,violence_explicit_4,violence_explicit,100,2,2.0
smol,base,violence_explicit_5,violence_explicit,100,0,0.0
smol,base,death_1,death,100,1,1.0
smol,base,death_2,death,100,0,0.0
smol,base,death_3,death,100,2,2.0
smol,base,death_4,death,100,0,0.0
smol,base,death_5,death,100,0,0.0
smol,base,power_1,power,100,0,0.0
smol,base,power_2,power,100,1,1.0
smol,base,power_3,power,100,0,0.0
smol,base,power_4,power,100,0,0.0
smol,base,power_5,power,100,0,0.0
smol,base,profanity_1,profanity,100,1,1.0
smol,base,profanity_2,profanity,100,0,0.0
smol,base,profanity_3,profanity,100,2,2.0
smol,base,profanity_4,profanity,100,1,1.0
smol,base,profanity_5,profanity,100,0,0.0
smol,base,substance_1,substance,100,0,0.0
smol,base,substance_2,substance,100,0,0.0
smol,base,substance_3,substance,100,0,0.0
smol,base,substance_4,substance,100,0,0.0
smol,base,substance_5,substance,100,2,2.0
smol,base,neutral_1,neutral,100,0,0.0
smol,base,neutral_2,neutral,100,1,1.0
smol,base,neutral_3,neutral,100,1,1.0
smol,base,neutral_4,neutral,100,1,1.0
smol,base,neutral_5,neutral,100,1,1.0
smol,base,neutral_6,neutral,100,2,2.0
smol,base,neutral_7,neutral,100,0,0.0
smol,superego,bos,bos,100,3,3.0
smol,superego,sexual_liminal_1,sexual_liminal,100,0,0.0
smol,superego,sexual_liminal_2,sexual_liminal,100,0,0.0
smol,superego,sexual_liminal_3,sexual_liminal,100,0,0.0
smol,superego,sexual_liminal_4,sexual_liminal,100,0,0.0
smol,superego,sexual_liminal_5,sexual_liminal,100,0,0.0
smol,superego,sexual_explicit_1,sexual_explicit,100,0,0.0
smol,superego,sexual_explicit_2,sexual_explicit,100,0,0.0
smol,superego,sexual_explicit_3,sexual_explicit,100,0,0.0
smol,superego,sexual_explicit_4,sexual_explicit,100,0,0.0
smol,superego,sexual_explicit_5,sexual_explicit,100,0,0.0
