family,base_eff_vocab,aligned_eff_vocab,base_entropy,aligned_entropy
qwen-tiny,67,60,3.4839303493499756,3.150576591491699
qwen-tiny,118,120,4.994433879852295,4.851836681365967
qwen-tiny,67,48,4.811516284942627,4.47208833694458
qwen-tiny,99,85,4.653522491455078,4.272902965545654
qwen-tiny,128,130,6.128361225128174,5.949894428253174
qwen-tiny,37,56,2.319230556488037,2.809109687805176
qwen-tiny,108,132,4.663029193878174,4.93524169921875
qwen-tiny,99,119,4.30797815322876,4.674167633056641
qwen-tiny,80,88,3.74247145652771,4.070652008056641
qwen-tiny,131,144,4.9205322265625,5.07037878036499
qwen-tiny,94,148,4.3329644203186035,5.315156936645508
qwen-tiny,64,69,3.1493611335754395,3.28145694732666
qwen-tiny,121,118,4.610107421875,4.7022857666015625
qwen-tiny,56,41,3.404221773147583,2.8691892623901367
qwen-tiny,51,45,3.4826037883758545,3.321305990219116
qwen-tiny,62,106,3.3206825256347656,4.5420098304748535
qwen-tiny,82,113,3.8544254302978516,4.628644943237305
qwen-tiny,55,67,3.111037254333496,3.5197691917419434
qwen-tiny,90,124,3.784248113632202,4.648880481719971
qwen-tiny,43,57,2.294865608215332,2.860072135925293
qwen-tiny,139,149,5.284840106964111,5.365603923797607
qwen-tiny,52,57,2.893425226211548,2.945758104324341
qwen-tiny,71,77,3.4347729682922363,3.5398755073547363
qwen-tiny,31,39,1.7187296152114868,2.2211883068084717
qwen-tiny,62,124,3.67069149017334,4.784699440002441
qwen-tiny,121,99,4.97191858291626,4.630143165588379
qwen-tiny,59,96,3.588773012161255,4.116828441619873
qwen-tiny,94,80,5.255522727966309,4.369606971740723
qwen-tiny,168,163,5.456281661987305,5.461035251617432
smol,157,161,5.8430633544921875,5.852842807769775
smol,100,76,4.970463752746582,4.291110038757324
smol,98,95,4.290290355682373,4.1534104347229
smol,138,126,5.362974166870117,5.143855571746826
smol,88,61,4.047928333282471,3.4674935340881348
smol,71,74,4.000937461853027,4.114752292633057
smol,129,126,4.843754768371582,4.713939666748047
smol,149,126,5.813385963439941,5.31547737121582
smol,180,146,5.843810081481934,5.261298179626465
smol,39,23,2.1885695457458496,1.2857969999313354
smol,105,82,4.478763580322266,3.4882073402404785
smol,139,114,5.223516464233398,4.61653995513916
smol,114,106,4.782710075378418,4.631735801696777
smol,90,105,3.930755615234375,4.514423370361328
smol,123,67,4.723000526428223,3.578334093093872
smol,66,50,3.3420910835266113,2.617061138153076
smol,104,77,4.205760955810547,3.7348010540008545
smol,54,48,3.087216377258301,2.9724466800689697
smol,93,104,3.0414438247680664,4.332027912139893
smol,96,72,4.407495021820068,3.7417075634002686
smol,12,16,0.5336195230484009,0.6999555230140686
smol,150,130,5.4611101150512695,5.088017463684082
smol,52,52,3.1088037490844727,3.401447057723999
smol,83,71,4.724239826202393,3.990845203399658
smol,109,75,4.709702014923096,4.070276260375977
smol,113,82,4.5382184982299805,3.625854253768921
smol,46,24,2.4505527019500732,1.1269692182540894
smol,103,101,4.410541534423828,4.304348945617676
smol,131,117,5.478217601776123,4.989233493804932
smol,85,82,3.9743242263793945,3.8397939205169678
smol,94,79,4.609289169311523,4.184168338775635
smol,42,45,3.224520444869995,3.1573410034179688
smol,73,66,3.7555105686187744,3.206679105758667
smol,45,50,3.048682451248169,3.300727605819702
smol,41,44,2.9835264682769775,3.3258578777313232
smol,166,157,5.813870429992676,5.390511512756348
smol,145,92,5.304732799530029,4.1682233810424805
smol,108,71,5.121614456176758,4.011684417724609
smol,175,165,5.824244499206543,5.528682708740234
smol,119,114,5.431875705718994,5.228631496429443
smol,61,12,3.6325531005859375,0.5494815111160278
smol,108,99,4.411808013916016,4.075717926025391
smol,56,43,3.6009953022003174,2.9494142532348633
smol,94,71,4.745171546936035,3.561091899871826
smol,69,68,6.152357578277588,4.3495097160339355
smol,133,74,5.4788031578063965,3.562770128250122
smol,104,112,6.754049777984619,5.135559558868408
smol,40,37,2.4205434322357178,2.303515911102295
smol,112,93,4.764116287231445,4.343201160430908
smol,78,64,3.728365659713745,3.1986424922943115
smol,85,87,3.8084475994110107,3.6701555252075195
smol,109,99,4.562455177307129,4.334840297698975
smol,70,85,3.6263649463653564,3.9868052005767822
smol,55,76,2.8675239086151123,3.230203151702881
smol,113,101,4.5300469398498535,4.325809001922607
smol,75,70,3.6424400806427,3.7920641899108887
smol,69,75,3.4052011966705322,3.6203348636627197
smol,68,50,3.3279664516448975,2.689354658126831
smol,84,77,3.954097270965576,3.686992645263672
smol,77,57,3.526779890060425,2.959096670150757
smol,76,89,3.559384346008301,3.5976738929748535
smol,20,18,1.0781856775283813,1.2301019430160522
smol,123,120,4.767595291137695,4.578723430633545
smol,36,23,2.0233969688415527,1.6560639142990112
smol,33,61,1.8194411993026733,2.699392795562744
smol,17,9,1.2062315940856934,0.7074562311172485
smol,62,115,3.686896800994873,4.5414886474609375
smol,93,73,3.6797919273376465,3.3839833736419678
smol,69,64,3.80045223236084,3.1947340965270996
smol,85,72,4.369785308837891,4.088674068450928
smol,149,133,5.136535167694092,5.003779411315918
tulu,116,92,5.004891395568848,3.698896646499634
tulu,92,56,4.52745246887207,3.0937674045562744
tulu,108,90,4.480870723724365,3.961667060852051
tulu,127,105,5.292775630950928,4.800909996032715
tulu,73,67,3.8476784229278564,3.6428544521331787
tulu,57,41,3.3206191062927246,2.424177885055542
tulu,72,54,3.863450765609741,3.184307098388672
tulu,91,72,4.468435287475586,4.018124580383301
tulu,149,132,5.677058219909668,5.109774112701416
tulu,21,5,1.2947171926498413,0.9034461379051208
tulu,87,52,4.143133163452148,3.190788984298706
tulu,137,113,5.166992664337158,4.380366802215576
tulu,104,89,4.6409525871276855,4.161677360534668
tulu,67,32,3.56868839263916,2.5813229084014893
tulu,105,67,4.635634422302246,3.7558016777038574
tulu,54,22,3.0545618534088135,2.288149356842041
tulu,35,21,1.8171104192733765,1.4076759815216064
tulu,39,19,2.6141583919525146,2.08471941947937
tulu,48,26,2.2708945274353027,1.534682035446167
tulu,26,13,2.111760139465332,1.5397982597351074
tulu,3,2,0.21788087487220764,0.07891985028982162
tulu,140,118,5.282171249389648,4.542317867279053
tulu,58,53,3.2275898456573486,3.2276954650878906
tulu,36,23,2.637070655822754,1.4080041646957397
tulu,116,105,4.611652851104736,4.277464389801025
tulu,106,100,4.072371006011963,4.058190822601318
tulu,38,33,2.130556583404541,1.7721710205078125
tulu,106,77,4.565877437591553,3.8168256282806396
tulu,128,124,5.349320411682129,5.114211559295654
tulu,67,30,3.565378189086914,2.0924532413482666
tulu,74,46,3.624751329421997,2.8282651901245117
tulu,50,36,3.308722734451294,2.669152021408081
tulu,70,49,3.8220887184143066,3.2587218284606934
tulu,53,51,3.3594722747802734,3.119626045227051
tulu,56,42,3.673305034637451,2.5864205360412598
tulu,105,67,4.554354190826416,3.5423190593719482
tulu,160,105,5.433133602142334,4.481845855712891
tulu,116,92,5.135608196258545,4.547817707061768
tulu,131,96,5.18369197845459,4.240183353424072
tulu,125,98,5.419978618621826,4.323501110076904
tulu,82,68,4.032519340515137,3.47170352935791
tulu,83,72,4.079330921173096,3.871272563934326
tulu,56,40,3.5096123218536377,3.0267417430877686
tulu,79,73,4.478404998779297,4.489810943603516
tulu,54,86,5.065433502197266,5.254638671875
tulu,122,100,4.8807525634765625,4.539986610412598
tulu,129,140,6.696347236633301,6.706850528717041
tulu,45,36,2.7272872924804688,2.0346519947052
tulu,119,96,4.77491569519043,4.136141777038574
tulu,77,84,3.927133560180664,4.188897609710693
tulu,74,69,3.5891835689544678,3.435528516769409
tulu,85,105,4.35714864730835,4.369394302368164
tulu,32,22,1.2632856369018555,0.7171244621276855
tulu,46,59,2.7775280475616455,2.8670716285705566
tulu,110,78,4.3694658279418945,3.2843217849731445
tulu,55,45,2.9059298038482666,2.369591236114502
tulu,59,46,3.3275535106658936,2.7871415615081787
tulu,63,59,3.020717144012451,2.7946667671203613
tulu,91,98,3.5808160305023193,4.199865818023682
tulu,88,60,3.970817804336548,2.9971444606781006
tulu,99,69,4.231833457946777,3.509843349456787
tulu,49,30,2.3953781127929688,1.9932329654693604
tulu,115,103,4.428635120391846,4.1334357261657715
tulu,40,32,2.6095504760742188,2.140195369720459
tulu,91,34,4.286562442779541,2.1207592487335205
tulu,17,15,1.6919662952423096,1.4721755981445312
tulu,56,36,3.3965368270874023,2.3017287254333496
tulu,75,44,3.337993621826172,2.40433406829834
tulu,110,108,4.4486918449401855,4.623960971832275
tulu,86,73,4.445425987243652,4.121346950531006
tulu,127,97,4.585402488708496,3.9144275188446045
zephyr,119,102,4.846005439758301,4.186841011047363
zephyr,108,45,4.622644901275635,2.588819742202759
zephyr,90,64,4.095308780670166,3.2311854362487793
zephyr,116,104,4.791956901550293,4.498764991760254
zephyr,80,26,3.7763519287109375,1.7239351272583008
zephyr,51,37,2.7843923568725586,1.7738150358200073
zephyr,33,24,2.230574607849121,2.2187135219573975
zephyr,77,61,3.9599905014038086,3.6290273666381836
zephyr,145,109,5.390059947967529,4.7867302894592285
zephyr,24,11,1.3318294286727905,0.945207953453064
zephyr,84,44,4.034746170043945,2.542504072189331
zephyr,150,97,5.01339864730835,4.205716133117676
zephyr,95,49,4.22851037979126,2.355891704559326
zephyr,72,52,3.6285479068756104,2.891103744506836
zephyr,106,48,4.488907814025879,2.9290788173675537
zephyr,49,36,2.830423593521118,2.4469656944274902
zephyr,48,25,2.2979283332824707,1.7663496732711792
zephyr,56,46,3.1159706115722656,2.9054884910583496
zephyr,10,18,1.0435431003570557,1.1329394578933716
zephyr,30,23,2.545921802520752,2.2668092250823975
zephyr,6,3,0.4912920296192169,0.47319525480270386
zephyr,132,110,4.922722816467285,4.419730186462402
zephyr,53,51,2.9899888038635254,3.2243669033050537
zephyr,43,23,2.723973274230957,1.7488957643508911
zephyr,101,72,4.306720733642578,3.3746116161346436
zephyr,113,75,4.385227203369141,3.4201273918151855
zephyr,35,19,2.0458879470825195,0.8383721709251404
zephyr,94,48,4.324874401092529,2.36490797996521
zephyr,102,63,4.647136211395264,3.4449925422668457
zephyr,64,47,3.42368745803833,2.821537494659424
zephyr,72,68,3.805631637573242,3.6421546936035156
zephyr,53,38,3.2454562187194824,2.611830234527588
zephyr,71,62,3.5987820625305176,3.5179123878479004
zephyr,56,42,3.2736403942108154,2.769944906234741
zephyr,48,44,3.027215003967285,2.779381275177002
zephyr,110,78,4.676721572875977,3.581399440765381
zephyr,152,84,5.0503830909729,4.040605068206787
zephyr,107,92,4.8912177085876465,4.424570083618164
zephyr,119,85,4.3101630210876465,3.771350383758545
zephyr,125,103,5.053002834320068,4.416730880737305
zephyr,90,80,4.209930419921875,4.060220241546631
zephyr,75,71,3.978506326675415,3.844322681427002
zephyr,56,54,3.740368366241455,3.8564510345458984
zephyr,81,80,4.184608459472656,3.8477606773376465
zephyr,52,53,4.382894992828369,3.0729146003723145
zephyr,115,107,4.666556358337402,4.4462175369262695
zephyr,155,125,6.632925033569336,5.620725154876709
zephyr,22,28,1.4644360542297363,1.6649134159088135
zephyr,89,71,3.966053009033203,3.1985955238342285
zephyr,72,47,3.589776039123535,2.92617130279541
zephyr,86,82,3.950059175491333,4.020588397979736
zephyr,81,80,3.5114665031433105,4.03519868850708
zephyr,72,84,3.220672130584717,3.8869051933288574
zephyr,66,56,3.009808301925659,3.296337604522705
zephyr,104,74,4.4678497314453125,3.5478930473327637
zephyr,47,35,2.6163172721862793,2.1476211547851562
zephyr,46,40,2.7519006729125977,2.550579071044922
zephyr,48,33,2.6937637329101562,2.2403995990753174
zephyr,52,50,2.7625889778137207,2.4399681091308594
zephyr,69,67,3.4863438606262207,3.5608179569244385
zephyr,95,86,4.236362457275391,3.9883103370666504
zephyr,25,21,1.803297996520996,1.443044662475586
zephyr,90,93,3.8817474842071533,4.032975196838379
zephyr,55,38,2.6994733810424805,2.463167667388916
zephyr,102,83,4.332554817199707,3.8111183643341064
zephyr,15,12,1.4576849937438965,0.8714534044265747
zephyr,67,69,3.5542173385620117,3.7222113609313965
zephyr,81,15,3.4485559463500977,1.072262167930603
zephyr,66,102,2.9750380516052246,4.286476135253906
zephyr,67,62,3.525062084197998,3.252851724624634
zephyr,113,108,4.290657043457031,4.307539939880371
