idx,_id,year,author,title,n_words,passage_seq,dialogue_density,blt_bits_per_char,pythia_loss,pythia_chars_per_token,pythia_n_tokens,qc
449,_chadwyck/Early_English_Prose_Fiction/ee19010.01,1635,"Breton, Nicholas, 1545?-1626?",A Mad VVorld my masters (1635),524,56,sparse,,3.4019837379455566,3.5421530479896237,512,1600
450,_chadwyck/Early_English_Prose_Fiction/ee80010.05,1635,"Reynolds, John, fl. 1621-1650","The Triumphs of Gods Revenge, Books 4&ndash;6 (1635)",552,38,sparse,1.3933243496966303,3.6109633445739746,3.9200998751560543,512,1600
451,_chadwyck/Early_English_Prose_Fiction/ee80010.05,1635,"Reynolds, John, fl. 1621-1650","The Triumphs of Gods Revenge, Books 4&ndash;6 (1635)",511,153,sparse,,3.5284295082092285,3.8725868725868726,512,1600
452,_chadwyck/Early_English_Prose_Fiction/ee80010.05,1635,"Reynolds, John, fl. 1621-1650","The Triumphs of Gods Revenge, Books 4&ndash;6 (1635)",600,269,sparse,,3.722081184387207,3.875420875420875,512,1600
453,_earlyprint/A16156,1635,"Biondi, Giovanni Francesco, Sir, 1572-1644.","Donzella desterrada. Or, The banish'd virgin. VVritten originally in Italian: by Cavalier Gio. Francesco Biondi, Gentleman Extraordinary of his Majesties Privy Chamber. Divided into three bookes: and Englished by I.H. of Graies Inne, Gent",545,43,none,1.5976575960074328,3.973029613494873,4.596843615494978,512,1600
454,_earlyprint/A16156,1635,"Biondi, Giovanni Francesco, Sir, 1572-1644.","Donzella desterrada. Or, The banish'd virgin. VVritten originally in Italian: by Cavalier Gio. Francesco Biondi, Gentleman Extraordinary of his Majesties Privy Chamber. Divided into three bookes: and Englished by I.H. of Graies Inne, Gent",530,52,sparse,,4.08228874206543,4.436231884057971,512,1600
455,_earlyprint/A22608,1635,"Audiguier, Vital d', 1569-1624.","A tragi-comicall history of our times, under the borrowed names of Lisander and Calista",517,82,sparse,2.003247665981773,3.490513324737549,4.413793103448276,512,1600
456,_earlyprint/A22608,1635,"Audiguier, Vital d', 1569-1624.","A tragi-comicall history of our times, under the borrowed names of Lisander and Calista",521,116,none,1.4886896902268878,3.748253107070923,3.959839357429719,512,1600
457,_earlyprint/A22608,1635,"Audiguier, Vital d', 1569-1624.","A tragi-comicall history of our times, under the borrowed names of Lisander and Calista",531,132,sparse,1.4515193987664656,3.4893014430999756,4.444608567208272,512,1600
458,_earlyprint/A22608,1635,"Audiguier, Vital d', 1569-1624.","A tragi-comicall history of our times, under the borrowed names of Lisander and Calista",474,165,sparse,1.2394445715840554,3.2828996181488037,4.257668711656442,512,1600
459,_eebo_tcp/A05751,1635,"Baudier, Michel, 1589?-1645.",The history of the imperiall estate of the grand seigneurs:,547,12,none,1.9238905632770833,3.9516289234161377,4.268635724331927,512,1600
460,_eebo_tcp/A05751,1635,"Baudier, Michel, 1589?-1645.",The history of the imperiall estate of the grand seigneurs:,517,24,none,1.790488239439631,4.233745574951172,4.075443786982248,512,1600
461,_eebo_tcp/A05751,1635,"Baudier, Michel, 1589?-1645.",The history of the imperiall estate of the grand seigneurs:,500,73,none,,3.6343212127685542,4.1711309523809526,512,1600
462,_eebo_tcp/A05751,1635,"Baudier, Michel, 1589?-1645.",The history of the imperiall estate of the grand seigneurs:,509,86,none,,3.961742639541626,4.089574155653451,512,1600
463,_eebo_tcp/A05751,1635,"Baudier, Michel, 1589?-1645.",The history of the imperiall estate of the grand seigneurs:,492,122,none,,4.160758018493652,4.081967213114754,512,1600
464,_eebo_tcp/A12245,1635,"Silesio, Mariano.","The Arcadian princesse; or, The triumph of iustice:",504,7,sparse,,4.219854831695557,3.3575757575757574,512,1600
465,_eebo_tcp/A12245,1635,"Silesio, Mariano.","The Arcadian princesse; or, The triumph of iustice:",523,9,sparse,2.0433353697486627,4.021181106567383,3.4669117647058822,512,1600
466,_eebo_tcp/A12245,1635,"Silesio, Mariano.","The Arcadian princesse; or, The triumph of iustice:",538,13,sparse,2.0062758725902152,3.909645557403565,3.4796926454445662,512,1600
467,_earlyprint/A20364,1636,"Desmarets de Saint-Sorlin, Jean, 1595-1676.","Ariana In two parts. As it was translated out of the French, and presented to my Lord Chamberlaine.",551,73,sparse,1.558772899507044,3.322054862976074,4.24251497005988,512,1600
468,_earlyprint/A20364,1636,"Desmarets de Saint-Sorlin, Jean, 1595-1676.","Ariana In two parts. As it was translated out of the French, and presented to my Lord Chamberlaine.",531,184,none,1.8459389068104035,3.494704008102417,4.5248,512,1600
469,_earlyprint/A20364,1636,"Desmarets de Saint-Sorlin, Jean, 1595-1676.","Ariana In two parts. As it was translated out of the French, and presented to my Lord Chamberlaine.",536,332,sparse,,3.275315523147583,4.3353383458646615,512,1600
470,_eebo_tcp/A02151,1636,"Greene, Robert, 1558?-1592.",The pleasant historie of Dorastus and Fawnia.,516,18,sparse,,3.3695223331451416,3.824607329842932,512,1600
471,_eebo_tcp/A02151,1636,"Greene, Robert, 1558?-1592.",The pleasant historie of Dorastus and Fawnia.,511,26,sparse,,3.438317060470581,3.771312584573749,512,1600
472,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),545,3,none,,3.5526976585388184,3.537170263788969,512,1600
473,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),558,6,none,,3.3777337074279785,3.66541822721598,512,1600
474,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),562,9,none,,3.674344062805176,3.692307692307693,512,1600
475,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),593,12,sparse,1.4648381391073744,3.345125675201416,3.539071347678369,512,1600
476,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),516,15,none,,3.639728784561157,3.6052631578947367,512,1600
477,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),539,19,none,,3.701503038406372,3.633939393939394,512,1600
478,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),601,22,none,1.262511928157263,3.698252439498902,3.5821389195148843,512,1600
479,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),579,28,none,1.5805882633700536,3.516869306564331,3.5757575757575757,512,1600
480,_chadwyck/Early_English_Prose_Fiction/ee42010.01,1638,"Godwin, Francis, 1562-1633",The Man in the Moone (1638),233,31,none,1.3378392300853519,3.6212451457977295,3.7457627118644066,354,1600
481,_earlyprint/A13429,1638,"Taylor, John, 1580-1653.","Bull, beare, and horse, cut, curtaile, and longtaile. VVith tales, and tales of buls, clenches, and flashes. As also here and there a touch of our beare-garden-sport; with the second part of the merry conceits of wit and mirth. Together with the names of all the bulls and beares",505,5,sparse,1.8856102770505834,3.287249803543091,4.1003086419753085,512,1600
482,_earlyprint/A13502,1638,"Taylor, John, 1580-1653.","Taylors feast contayning twenty-seaven dishes of meate, without bread, drinke, meate, fruite, flesh, fish, sawce, sallats, or sweet-meats, only a good stomacke, &c. Being full of variety and witty mirth. By John Taylor.",568,4,sparse,1.2997966044757419,3.3975019454956055,4.049597855227882,512,1600
483,_earlyprint/A13502,1638,"Taylor, John, 1580-1653.","Taylors feast contayning twenty-seaven dishes of meate, without bread, drinke, meate, fruite, flesh, fish, sawce, sallats, or sweet-meats, only a good stomacke, &c. Being full of variety and witty mirth. By John Taylor.",536,7,sparse,1.5931832501920453,3.5003480911254883,4.024637681159421,512,1600
484,_earlyprint/A18257,1638,"Caussin, Nicolas, 1583-1651.","The unfortunate politique, first written in French by C.N. Englished by G.P.",566,16,sparse,1.8925706555059545,3.810534715652466,4.311475409836065,512,1600
485,_earlyprint/A18257,1638,"Caussin, Nicolas, 1583-1651.","The unfortunate politique, first written in French by C.N. Englished by G.P.",566,21,sparse,1.5165421466954807,3.6676816940307617,4.382022471910112,512,1600
486,_earlyprint/A18257,1638,"Caussin, Nicolas, 1583-1651.","The unfortunate politique, first written in French by C.N. Englished by G.P.",529,27,sparse,1.727301804478527,3.6424264907836914,4.407012195121951,512,1600
487,_earlyprint/A18257,1638,"Caussin, Nicolas, 1583-1651.","The unfortunate politique, first written in French by C.N. Englished by G.P.",667,32,sparse,1.9015213988830622,3.9044947624206543,4.512285012285012,512,1600
488,_earlyprint/A22598,1638,"Audiguier, Vital d', 1569-1624.","Love and valour: celebrated in the person of the author, by the name of Adraste. Or, the divers affections of Minerva. One part of the unfained story of the true Lisander and Caliste. Translated out of the French by W.B.",512,43,sparse,1.335483996274088,3.567582607269287,4.173780487804878,512,1600
489,_earlyprint/A22598,1638,"Audiguier, Vital d', 1569-1624.","Love and valour: celebrated in the person of the author, by the name of Adraste. Or, the divers affections of Minerva. One part of the unfained story of the true Lisander and Caliste. Translated out of the French by W.B.",567,53,sparse,1.8455569834473706,3.9659981727600098,4.2183588317107095,512,1600
490,_eebo_tcp/A03402,1638,"Calvi, François de.","Histoire des larrons, or The history of theeves. Written in French, and translated out of the originall, by Paul Godwin.",592,18,sparse,,2.9146173000335693,3.4301181102362204,512,1600
491,_eebo_tcp/A03402,1638,"Calvi, François de.","Histoire des larrons, or The history of theeves. Written in French, and translated out of the originall, by Paul Godwin.",634,30,sparse,,2.7086422443389893,3.524355300859599,512,1600
492,_eebo_tcp/A03402,1638,"Calvi, François de.","Histoire des larrons, or The history of theeves. Written in French, and translated out of the originall, by Paul Godwin.",543,55,none,,2.690769910812378,3.3255555555555554,512,1600
493,_eebo_tcp/A03402,1638,"Calvi, François de.","Histoire des larrons, or The history of theeves. Written in French, and translated out of the originall, by Paul Godwin.",346,61,none,,2.9459664821624756,3.3429054054054053,512,1600
494,_eebo_tcp/A03924,1638,"Hutton, Luke, d. 1596.","The discovery of a London monster, called, the blacke dogg of New-gate;",522,6,sparse,,4.589788436889648,3.467741935483871,512,1600
495,_chadwyck/Early_English_Prose_Fiction/ee01070.01,1639,"I. S., fl. 1639",Clidamas (1639),765,39,sparse,,3.350046157836914,3.7645051194539247,512,1600
496,_chadwyck/Early_English_Prose_Fiction/ee82010.01,1639,"Rivers, George",The Heroin&aelig; (1639),539,22,sparse,,3.6707804203033447,3.347916666666667,512,1600
497,_earlyprint/A17883,1639,"Camus, Jean-Pierre, 1584-1652.","Admirable events: selected out of foure bookes, vvritten in French by the Right Reverend, Iohn Peter Camus, Bishop of Belley. Together with morall Relations, written by the same author. And translated into English by S. Du Verger",141,61,none,1.1071173628250226,3.5227270126342773,4.459770114942529,174,1600
498,_earlyprint/B12363,1639,"Deloney, Thomas, 1543?-1600.","The gentile craft. The second part Being a most merrie and pleasant historie, not altogether vnprofitable nor any way hurtfull: verie fit to passe away the tediousnesse of the long winter evenings. By T.D.",512,24,sparse,2.1014685244707905,3.4267520904541016,3.772068511198946,512,1600
499,_eebo_tcp/A01849,1639,"Gombauld, Jean Ogier de, d. 1666.",Endimion�,504,22,none,2.0518959393648046,3.148526430130005,3.726552179656539,512,1600
500,_eebo_tcp/A01849,1639,"Gombauld, Jean Ogier de, d. 1666.",Endimion�,658,51,sparse,,3.1273789405822754,3.769387755102041,512,1600
501,_eebo_tcp/A07711,1639,"More, Thomas, Sir, Saint, 1478-1535.",The common-vvealth of Vtopia:,501,68,none,,3.919699668884278,4.482704402515723,512,1600
502,_eebo_tcp/A10790,1639,"Rivers, George.","The heroin�: or, The lives of Arria, Paulina, Lucrecia, Dido, Theutilla, Cypriana, Aretaphila.",541,22,sparse,,3.4181392192840576,3.230769230769231,512,1600
503,_chadwyck/Early_English_Prose_Fiction/ee18010.02,1640,"Brathwait, Richard, 1588?-1673",The Two Lancashire Lovers (1640),507,96,sparse,1.391301156833568,4.075467586517334,3.769922879177378,512,1600
504,_chadwyck/Early_English_Prose_Fiction/ee50010.01,1640,"Hart, Alexander, fl. 1640",Alexto and Angelica (1640),535,14,none,,3.502117872238159,3.658450704225352,512,1600
505,_earlyprint/A18334,1640,"Cervantes Saavedra, Miguel de, 1547-1616.","Exemparie nouells in sixe books. The two damosels. The Ladie Cornelia. The liberall lover. The force of bloud. The Spanish ladie. The jealous husband. Full of various accidents both delightfull and profitable. By Miguel de Cervantes Saavedra; one of the prime wits of Spaine, for his rare fancies, and wittie inventions. Turned into English by Don Diego Puede-Ser.",530,85,none,2.664432646424519,3.7654716968536377,4.358858858858859,512,1600
506,_earlyprint/A18334,1640,"Cervantes Saavedra, Miguel de, 1547-1616.","Exemparie nouells in sixe books. The two damosels. The Ladie Cornelia. The liberall lover. The force of bloud. The Spanish ladie. The jealous husband. Full of various accidents both delightfull and profitable. By Miguel de Cervantes Saavedra; one of the prime wits of Spaine, for his rare fancies, and wittie inventions. Turned into English by Don Diego Puede-Ser.",519,149,sparse,,3.3057868480682373,4.389230769230769,512,1600
507,_eebo_tcp/A01059,1640,"Ford, Emanuel.","The famous historie of Montelyon, Knight of the Oracle, and sonne to the renowned Persicles King of Assyria.",558,28,sparse,1.898443608404909,3.915712118148804,4.379020979020979,512,1600
508,_eebo_tcp/A01059,1640,"Ford, Emanuel.","The famous historie of Montelyon, Knight of the Oracle, and sonne to the renowned Persicles King of Assyria.",516,71,sparse,,3.721318006515503,4.306184012066365,512,1600
509,_eebo_tcp/A03845,1640,"Coeffeteau, Nicolas, 1574-1623.","An epitome of the history of faire Argenis and Polyarchus, extracted out of the Latin, and put in French, by that great and famous writer, M. N. Coeffeteau Bishop of Marseilles. And translated out of the French into English by a yong gentlevvoman. Dedicated to the Lady Anne Wentvvorth.",535,5,sparse,1.6666754360042508,3.288349151611328,3.621403912543153,512,1600
510,_eebo_tcp/A10279,1640,"Quevedo, Francisco de, 1580-1645.","Visions, or Hels kingdome,",142,49,sparse,1.363708759212665,3.1817891597747803,3.5198237885462555,227,1600
511,_chadwyck/Early_English_Prose_Fiction/ee01010.17,1641,"Anon., ca. 1641 (Marianus)",Marianvs (1641),562,106,sparse,,4.07895040512085,3.7177142857142855,512,1600
512,_chadwyck/Early_English_Prose_Fiction/ee01010.17,1641,"Anon., ca. 1641 (Marianus)",Marianvs (1641),802,136,sparse,1.4774727930251346,3.775186538696289,3.541021671826625,512,1600
513,_chadwyck/Early_English_Prose_Fiction/ee56010.01,1641,"Johnson, John, fl. 1641",The Academy of Love (1641),294,42,sparse,,3.779784917831421,3.607142857142857,448,1600
514,_earlyprint/A56891,1641,"Quevedo, Francisco de, 1580-1645.","Hell reformed or A glasse for favorits Their falls and complaints also the complaints of princes against their favorits. With the dangerous mischiefes of state politicks, flatterers, suborners, secret accusers, false witnesses, &c. Also the reasons of a devill, why he had rather continue in hell; then returne and live againe on earth. With the acclamations of a testator, for making his will before hee dyed: and his advice to others therein. Also the decree of Lucifer, for reformation. With many other notable passages, worthy observation. Discovered in a vision, by D:F:Q:V: A Spanish knight, of the Order of Saint Iames, and Lord of Ivan-Abad. Published by E:M: gent.",512,6,none,,3.547621250152588,4.207831325301205,512,1600
515,_chadwyck/Early_English_Prose_Fiction/ee09010.02,1647,"Baron, Robert, b. 1630",<greek>'&Egr;&Rgr;&Ogr;&Tgr;&Ogr;&Pgr;&Agr;&Igr;&Ggr;&Ngr;&Igr;&Ogr;&Ngr;</greek> (1647),514,8,sparse,,3.971126794815063,3.451219512195122,512,1600
516,_chadwyck/Early_English_Prose_Fiction/ee09010.02,1647,"Baron, Robert, b. 1630",<greek>'&Egr;&Rgr;&Ogr;&Tgr;&Ogr;&Pgr;&Agr;&Igr;&Ggr;&Ngr;&Igr;&Ogr;&Ngr;</greek> (1647),573,13,none,,3.9524006843566895,3.621412803532009,512,1600
517,_chadwyck/Early_English_Prose_Fiction/ee09010.02,1647,"Baron, Robert, b. 1630",<greek>'&Egr;&Rgr;&Ogr;&Tgr;&Ogr;&Pgr;&Agr;&Igr;&Ggr;&Ngr;&Igr;&Ogr;&Ngr;</greek> (1647),509,26,none,1.5445943064738057,3.650350570678711,3.471005917159763,512,1600
518,_earlyprint/A31021,1647,"Baron, Robert, b. 1630.","Erotopaignion, or, The Cyprian academy by Robert Baron of Grayes-Inne, Gent.",508,6,none,1.4443900931963558,4.297730445861816,4.194174757281553,512,1600
519,_earlyprint/A31021,1647,"Baron, Robert, b. 1630.","Erotopaignion, or, The Cyprian academy by Robert Baron of Grayes-Inne, Gent.",525,18,none,,3.942877769470215,3.555683122847302,512,1600
520,_earlyprint/A31021,1647,"Baron, Robert, b. 1630.","Erotopaignion, or, The Cyprian academy by Robert Baron of Grayes-Inne, Gent.",512,37,sparse,2.2464019986220976,4.190495491027832,3.4487034949267192,512,1600
521,_earlyprint/A31021,1647,"Baron, Robert, b. 1630.","Erotopaignion, or, The Cyprian academy by Robert Baron of Grayes-Inne, Gent.",527,43,sparse,1.6231265367496248,3.637002944946289,3.859137055837563,512,1600
522,_earlyprint/A41385,1647,"Gomberville, M. Le Roy (Marin Le Roy), sieur de, 1600-1674.","The history of Polexander in five bookes / done into English by VVilliam Browne, Gent. ...",517,292,none,1.3005227999750981,3.504694938659668,4.193893129770992,512,1600
523,_earlyprint/A41385,1647,"Gomberville, M. Le Roy (Marin Le Roy), sieur de, 1600-1674.","The history of Polexander in five bookes / done into English by VVilliam Browne, Gent. ...",532,389,none,2.0951286283022483,3.468997001647949,4.325337331334333,512,1600
524,_earlyprint/A41385,1647,"Gomberville, M. Le Roy (Marin Le Roy), sieur de, 1600-1674.","The history of Polexander in five bookes / done into English by VVilliam Browne, Gent. ...",552,779,sparse,1.753800963261737,3.7122199535369873,4.431486880466473,512,1600
525,_chadwyck/Early_English_Prose_Fiction/ee09010.01,1649,"Baron, Robert, b. 1630",An Apologie For Paris (1649),532,7,none,1.848732020837399,4.039486885070801,3.3846153846153846,512,1600
526,_chadwyck/Early_English_Prose_Fiction/ee09010.01,1649,"Baron, Robert, b. 1630",An Apologie For Paris (1649),506,9,none,1.840055725471315,4.014959335327148,3.514705882352941,512,1600
527,_earlyprint/A46934,1649,"Johnson, Richard, 1573-1659?","The pleasant conceits of Old Hobson the merry Londoner Full of humorous discourses, and witt[y] merryments, whereat the quickest wits may laugh, and the wiser sort take pleasure.",565,3,sparse,2.39193203008878,4.111534595489502,4.145027624309392,512,1600
528,_chadwyck/Early_English_Prose_Fiction/ee80010.01,1650,"Reynolds, John, fl. 1621-1650",The Flovver of Fidelitie (1650),700,7,none,1.6181598422174108,3.921908378601074,3.798141891891892,512,1650
529,_chadwyck/Early_English_Prose_Fiction/ee80010.01,1650,"Reynolds, John, fl. 1621-1650",The Flovver of Fidelitie (1650),535,43,none,1.4073969358360043,3.716044425964355,3.932223543400714,512,1650
530,_chadwyck/Early_English_Prose_Fiction/ee91010.01,1650,"Sheppard, S. (Samuel)",Amandus and Sophronia (1650),512,31,sparse,1.3021453410902848,3.224299907684326,3.6630170316301705,512,1650
531,_chadwyck/Early_English_Prose_Fiction/ee91010.01,1650,"Sheppard, S. (Samuel)",Amandus and Sophronia (1650),603,35,sparse,1.2415859963295488,3.399723529815674,3.745708154506438,512,1650
532,_earlyprint/A42233,1650,"Garcia, Carlos.","Lavernæ, or, The Spanish gipsy the whole art, mystery, antiquity, company, noblenesse, and excellency of theeves and theeving : with their statutes, laws, customes, practices, varieties, and differences, also their originall, rise, and beginning, of what parents, education and breeding the author was : with a pleasant discourse hee had in prison with a most famous theefe, and also his last disgrace, being a work no lesse curious than delectable / first written in Spanish by Don. Garcia ; now in English by W.M.",510,5,none,,3.6790013313293457,4.470957613814757,512,1650
533,_earlyprint/A42233,1650,"Garcia, Carlos.","Lavernæ, or, The Spanish gipsy the whole art, mystery, antiquity, company, noblenesse, and excellency of theeves and theeving : with their statutes, laws, customes, practices, varieties, and differences, also their originall, rise, and beginning, of what parents, education and breeding the author was : with a pleasant discourse hee had in prison with a most famous theefe, and also his last disgrace, being a work no lesse curious than delectable / first written in Spanish by Don. Garcia ; now in English by W.M.",648,35,sparse,2.0724669190769336,3.417733669281006,4.237597911227154,512,1650
534,_earlyprint/A81751,1650,,"Beware the beare the strange, but pleasing history of Balbulo and Rosina. Who having appointed a mid-night meeting ere the consummation of their intended marriage, were extreamly disturbed by the saucy intrusion of a licquorish beare. Who not onely frustrated their solace, sindg'd his own hyde, and put Rosina into a cold sweat, but procured the destruction of a most enabling posset. Full of pleasant mirth and varietie.",781,0,sparse,,3.765824556350708,3.7447168216398983,512,1650
535,_earlyprint/A81751,1650,,"Beware the beare the strange, but pleasing history of Balbulo and Rosina. Who having appointed a mid-night meeting ere the consummation of their intended marriage, were extreamly disturbed by the saucy intrusion of a licquorish beare. Who not onely frustrated their solace, sindg'd his own hyde, and put Rosina into a cold sweat, but procured the destruction of a most enabling posset. Full of pleasant mirth and varietie.",881,1,none,1.3275730608405887,3.5127177238464355,4.085984522785899,512,1650
536,_earlyprint/A81751,1650,,"Beware the beare the strange, but pleasing history of Balbulo and Rosina. Who having appointed a mid-night meeting ere the consummation of their intended marriage, were extreamly disturbed by the saucy intrusion of a licquorish beare. Who not onely frustrated their solace, sindg'd his own hyde, and put Rosina into a cold sweat, but procured the destruction of a most enabling posset. Full of pleasant mirth and varietie.",455,4,sparse,1.4939582328519534,3.8128061294555664,4.1618122977346275,512,1650
537,_earlyprint/A90454,1650,"Pérez de Montalván, Juan, 1602-1638.",Aurora Ismenia and the prince: by Don Juan Perez de Montalvan. Oronta the Cyprian virgin: By Signr. Girolamo Preti. Translated by Thomas Stanley Esq;,593,33,sparse,1.346891620395367,3.544083833694458,4.4163319946452475,512,1650
538,_chadwyck/Early_English_Prose_Fiction/ee98010.01,1651,"Weamys, Anna, b. ca. 1630",A Continuation of Sir Philip Sydney's Arcadia (1651),509,5,sparse,1.2184408443745536,3.2617106437683105,3.883597883597884,512,1650
539,_chadwyck/Early_English_Prose_Fiction/ee98010.01,1651,"Weamys, Anna, b. ca. 1630",A Continuation of Sir Philip Sydney's Arcadia (1651),630,16,sparse,1.4924558415997158,3.5736215114593506,3.736208625877633,512,1650
540,_chadwyck/Early_English_Prose_Fiction/ee98010.01,1651,"Weamys, Anna, b. ca. 1630",A Continuation of Sir Philip Sydney's Arcadia (1651),591,49,none,1.6714575437695676,3.8106703758239746,3.6203904555314534,512,1650
541,_chadwyck/Early_English_Prose_Fiction/ee98010.01,1651,"Weamys, Anna, b. ca. 1630",A Continuation of Sir Philip Sydney's Arcadia (1651),274,54,none,1.7259168757038459,3.5493814945220947,3.6533333333333338,450,1650
542,_earlyprint/A78507,1651,"Codrington, Robert, 1601-1665.","The troublesome and hard adventures in love. Lively setting forth, the feavers, the dangers, and the jealousies of lovers; and the labyrinths and wildernesses of fears and hopes through which they dayly passe. Illustrated by many admirable patterns of heroical resolutions in some persons of chivalry and honour; and by the examples of incomparable perfections in some ladies. A work very delightfull and acceptable to all. Written in Spanish, by that excellent and famous gentleman, Michael Cervantes; and exactly translated into English, by R. C. Gent.",515,37,sparse,,3.538358449935913,4.2,512,1650
543,_earlyprint/A78507,1651,"Codrington, Robert, 1601-1665.","The troublesome and hard adventures in love. Lively setting forth, the feavers, the dangers, and the jealousies of lovers; and the labyrinths and wildernesses of fears and hopes through which they dayly passe. Illustrated by many admirable patterns of heroical resolutions in some persons of chivalry and honour; and by the examples of incomparable perfections in some ladies. A work very delightfull and acceptable to all. Written in Spanish, by that excellent and famous gentleman, Michael Cervantes; and exactly translated into English, by R. C. Gent.",540,55,sparse,1.2479693211288028,3.462270736694336,4.304216867469879,512,1650
544,_earlyprint/A78507,1651,"Codrington, Robert, 1601-1665.","The troublesome and hard adventures in love. Lively setting forth, the feavers, the dangers, and the jealousies of lovers; and the labyrinths and wildernesses of fears and hopes through which they dayly passe. Illustrated by many admirable patterns of heroical resolutions in some persons of chivalry and honour; and by the examples of incomparable perfections in some ladies. A work very delightfull and acceptable to all. Written in Spanish, by that excellent and famous gentleman, Michael Cervantes; and exactly translated into English, by R. C. Gent.",535,167,none,1.9867316209388224,3.375837564468384,4.493939393939394,512,1650
545,_earlyprint/A85254,1651,"Fidge, George.","Hind's ramble or, the description of his manner and course of life. Wherein is related the several robberies he hath committed in England, and the escapes he hath made upon several occasions. With his voyage into Holland, and how he cheated a Dutch-man there of 200.l. And from thence went into Ireland, where he did many robberies, and was wounded by some of his own party. With a relation of his going to the Scotch King, where he was made scoutmaster general, and afterwards (as 'tis generally reported) was the onely man that conveyed the Scotch King to London, who since is shipt away for beyond seas. A book full of delight, every story affording its particular jest.",716,0,sparse,,3.404341459274292,4.105681818181818,512,1650
546,_earlyprint/A85254,1651,"Fidge, George.","Hind's ramble or, the description of his manner and course of life. Wherein is related the several robberies he hath committed in England, and the escapes he hath made upon several occasions. With his voyage into Holland, and how he cheated a Dutch-man there of 200.l. And from thence went into Ireland, where he did many robberies, and was wounded by some of his own party. With a relation of his going to the Scotch King, where he was made scoutmaster general, and afterwards (as 'tis generally reported) was the onely man that conveyed the Scotch King to London, who since is shipt away for beyond seas. A book full of delight, every story affording its particular jest.",543,2,sparse,,3.3257944583892822,3.913294797687861,512,1650
547,_earlyprint/B08389,1651,"Assarino, Luca, 1602-1672.","La stratonica, or, The unfortunate queen a new romance / written in Italian by Luke Assarino and now Englished by J.B.",500,8,none,,3.4007046222686768,4.101341281669151,512,1650
548,_earlyprint/B08389,1651,"Assarino, Luca, 1602-1672.","La stratonica, or, The unfortunate queen a new romance / written in Italian by Luke Assarino and now Englished by J.B.",558,44,sparse,,3.656415462493897,4.439828080229226,512,1650
549,_earlyprint/B08389,1651,"Assarino, Luca, 1602-1672.","La stratonica, or, The unfortunate queen a new romance / written in Italian by Luke Assarino and now Englished by J.B.",518,71,sparse,,3.7433111667633057,4.167842031029619,512,1650
550,_earlyprint/B08389,1651,"Assarino, Luca, 1602-1672.","La stratonica, or, The unfortunate queen a new romance / written in Italian by Luke Assarino and now Englished by J.B.",521,80,sparse,,3.979514598846435,4.132049518569463,512,1650
551,_chadwyck/Early_English_Prose_Fiction/ee01010.04,1652,"Anon., ca. 1652 (Choice Novels, and Amorous Tales)","Choice Novels, and Amorous Tales (1652)",665,19,sparse,,3.665480852127075,3.717542120911794,512,1650
552,_chadwyck/Early_English_Prose_Fiction/ee01010.04,1652,"Anon., ca. 1652 (Choice Novels, and Amorous Tales)","Choice Novels, and Amorous Tales (1652)",567,39,none,,3.761404037475586,3.9941245593419503,512,1650
553,_earlyprint/A31538,1652,"Cervantes Saavedra, Miguel de, 1547-1616.","The history of the valorous and vvitty-knight-errant, Don-Quixote, of the Mancha tr. out of the Spanish.",690,188,sparse,,3.5875887870788574,4.322429906542056,512,1650
554,_earlyprint/A31538,1652,"Cervantes Saavedra, Miguel de, 1547-1616.","The history of the valorous and vvitty-knight-errant, Don-Quixote, of the Mancha tr. out of the Spanish.",590,301,sparse,1.2137044734545734,3.4305613040924072,4.422005571030641,512,1650
555,_earlyprint/A80393,1652,"Carmeni, Francesco.","Nissena, an excellent new romance: / written originally in Italian by Francesco Carmeni; and now Englished by an honorable anti-socordist.",533,6,none,,3.904350042343139,4.449127906976744,512,1650
556,_earlyprint/A80393,1652,"Carmeni, Francesco.","Nissena, an excellent new romance: / written originally in Italian by Francesco Carmeni; and now Englished by an honorable anti-socordist.",508,44,none,,3.534142017364502,4.5070643642072215,512,1650
557,_earlyprint/A33475,1653,Honourable person.,"Cloria and Narcissus a delightfull and new romance, imbellished with divers politicall notions and singular remarks of moderne transactions / written by an honourable person.",500,14,none,,3.615623235702514,4.6896,512,1650
