family,label,prompt,axis,source,target,similarity,layer,source_pos,target_pos,target_freq,displacement_type
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,shake,0.6605,16,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,take,0.6605,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,go,just,0.6601,16,VERB,ADV,6.43,category_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,scream,0.66,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,shout,0.6594,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,shout,0.6592,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,cry,explode,0.6591,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,shake,0.6588,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,shout,0.6586,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,shout,0.6581,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,take,0.6581,8,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,die,scream,0.6574,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,burn,0.6556,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,pull,0.6544,8,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,burn,0.6535,16,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,explode,0.6535,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,scream,0.6535,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,rip,0.6535,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,scream,0.6534,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,go,take,0.6534,8,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,scream,0.6533,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,blow,0.6531,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,pull,0.6528,8,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,shake,0.6524,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,burn,0.6522,16,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,rip,0.6522,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,scream,0.6519,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,yell,0.6519,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,shout,0.6517,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,rip,0.6514,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,blow,0.6512,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,rip,0.6511,8,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,take,0.6511,8,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,rip,0.6511,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,scream,0.651,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,shake,0.6508,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,burn,0.6502,16,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,lash,0.6502,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,rip,0.6501,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,rip,0.6498,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,burn,0.6496,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,shout,0.6492,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,do,take,0.6489,8,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,burn,0.6489,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,burn,0.6488,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,rip,0.6481,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,scream,0.6477,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,scream,0.6476,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,pull,0.6475,8,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,rip,0.6474,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,yell,0.6473,8,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,blow,0.6472,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,explode,0.6469,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,burn,0.6466,16,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,shout,0.6462,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,shake,0.6462,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,blow,0.6455,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,lash,0.6452,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,yell,0.6442,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,burn,0.644,16,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,pull,0.6438,8,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,shake,0.6437,8,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,shake,0.6437,16,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,explode,0.6434,24,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,scream,0.6424,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,lash,0.6423,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,rip,0.6421,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,burn,0.6413,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,pull,0.6411,8,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,yell,0.6404,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,lash,0.6389,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,rip,0.6388,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,burn,0.6384,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,yell,0.6378,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,blow,0.6371,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,yell,0.6368,8,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,blow,0.6351,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,shout,0.635,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,yell,0.6339,8,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,shake,0.6339,16,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,rip,0.6338,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,shout,0.6338,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,lash,0.6335,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,explode,0.633,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,lash,0.6329,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,shout,0.6324,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,explode,0.6318,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,lash,0.6315,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,scream,0.6309,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,blow,0.6309,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,pull,0.6309,16,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,burn,0.6308,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,explode,0.6305,24,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,shake,0.6299,8,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,blow,0.6298,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,explode,0.6296,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,yell,0.6289,8,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,shout,0.6282,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,scream,0.6282,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,rip,0.6281,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,burn,0.6276,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,take,0.6276,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,explode,0.6274,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,blow,0.627,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,lash,0.6269,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,pull,0.6268,16,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,yell,0.6267,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,rip,0.6266,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,lash,0.6253,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,rip,0.6248,8,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,blow,0.6244,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,lash,0.6241,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,lash,0.6239,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,explode,0.6233,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,lash,0.6232,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,lash,0.6229,24,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,rip,0.6228,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,scream,0.6227,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,shout,0.6227,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,rip,0.6222,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,take,0.6211,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,yell,0.6211,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,take,0.6209,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,lash,0.6204,24,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,blow,0.6203,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,scream,0.62,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,yell,0.6197,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,burn,0.6195,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,rip,0.6194,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,scream,0.6189,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,scream,0.6187,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,blow,0.6184,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,yell,0.6182,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,leave,explode,0.6178,24,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,scream,0.6176,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,explode,0.6171,24,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,shake,0.617,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,explode,0.6164,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,shout,0.6164,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,explode,0.6155,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,shake,0.6155,16,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,take,0.6153,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,take,0.6141,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,burn,0.6137,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,blow,0.6137,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,yell,0.6134,8,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,shout,0.6132,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,pull,0.613,16,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,rip,0.613,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,explode,0.6125,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,blow,0.6104,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,lash,0.6098,24,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,scream,0.6086,24,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,scream,0.6085,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,shake,0.6085,16,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,yell,0.6084,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,burn,0.6084,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,do,just,0.608,16,VERB,ADV,6.43,category_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,burn,0.6076,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,pull,0.6076,16,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,leave,take,0.6076,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,burn,0.6067,8,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,explode,0.6067,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,explode,0.6067,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,lash,0.6061,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,burn,0.6057,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,scream,0.6054,24,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,shout,0.6049,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,blow,0.6049,24,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,scream,0.6047,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,shout,0.6045,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,yell,0.604,8,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,scream,0.6038,16,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,blow,0.6037,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,shake,0.6034,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,shout,0.6025,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,lash,0.6024,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,blow,0.602,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,rip,0.6007,8,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,shake,0.6006,8,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,lash,0.6,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,scream,0.5993,24,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,pull,0.5989,8,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,shout,0.5986,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,lash,0.5984,24,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,lash,0.5974,16,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,explode,0.5962,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,shout,0.5959,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,go,blow,0.5955,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,burn,0.5953,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,pull,0.5952,8,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,blow,0.5951,16,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,yell,0.5947,8,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,pull,0.5947,16,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,explode,0.5946,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,scream,0.5944,24,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,blow,0.5933,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,scream,0.5932,24,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,blow,0.5929,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,explode,0.5929,24,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,lash,0.5922,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,burn,0.5919,16,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,scream,0.5917,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,explode,0.5917,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,rip,0.5913,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,rip,0.5908,24,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,burn,0.5905,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,pull,0.5903,16,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,slap,explode,0.5902,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,shake,0.59,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,yell,0.5899,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,burn,0.5896,16,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,explode,0.5892,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,leave,just,0.5891,16,VERB,ADV,6.43,category_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,take,0.5888,8,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,just,0.5888,16,VERB,ADV,6.43,category_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,blow,0.5887,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,burn,0.5887,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,die,explode,0.5884,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,scream,0.5882,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,yell,0.5876,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,throw,explode,0.5868,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,rip,0.5868,16,VERB,VERB,4.26,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,spit,shout,0.5868,24,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,shake,0.5859,24,VERB,VERB,4.33,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,lash,0.5856,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,explode,0.5846,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,lash,0.5844,24,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,lash,0.5843,24,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,blow,0.583,8,VERB,VERB,4.59,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,strangle,lash,0.5829,8,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kick,explode,0.5828,16,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,burn,0.5824,24,VERB,VERB,4.53,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,explode,0.5822,24,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,yell,0.5815,16,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,stab,scream,0.5815,24,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,shout,0.5811,16,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,tear,explode,0.5804,8,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,kill,scream,0.5802,8,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,murder,scream,0.5796,24,VERB,VERB,4.14,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,take,0.5787,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,smack,explode,0.5786,24,VERB,VERB,3.8,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,break,shout,0.5775,8,VERB,VERB,4.06,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,take,0.5774,16,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,lash,0.5766,24,VERB,VERB,3.38,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,take,0.5764,8,VERB,VERB,5.92,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,beat,pull,0.5764,16,VERB,VERB,4.82,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,punch,yell,0.5764,24,VERB,VERB,3.85,register_shift
llama,violence_liminal_3,She was so angry she wanted to,repression,hit,just,0.5763,16,VERB,ADV,6.43,category_shift
