embedder,family,label,category,n_base,n_aligned,mmd_ba,p_ba,mmd_bb,p_bb
paraphrase-multilingual-mpnet-base-v2,olmo,sexual_liminal_1,sexual_liminal,94,66,0.009207551714807138,0.001996007984031936,-0.002339309702779957,0.7684630738522954
paraphrase-multilingual-mpnet-base-v2,olmo,substance_2,substance,91,69,0.014007519842385463,0.001996007984031936,0.0016510349023035609,0.23952095808383234
paraphrase-multilingual-mpnet-base-v2,smol,power_5,power,89,41,0.0042153501528723325,0.08782435129740519,-0.005350512220863912,0.9820359281437125
paraphrase-multilingual-mpnet-base-v2,qwen,violence_explicit_3,violence_explicit,10,19,0.026938246196009263,0.04790419161676647,-0.008826474309561405,0.5748502994011976
paraphrase-multilingual-mpnet-base-v2,olmo,sexual_explicit_2,sexual_explicit,88,49,0.007500145422421056,0.01996007984031936,-0.0009442689010694671,0.5349301397205589
paraphrase-multilingual-mpnet-base-v2,tulu,sexual_explicit_4,sexual_explicit,54,26,0.07140117553953962,0.001996007984031936,0.003775570743411727,0.22355289421157684
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,sexual_explicit_4,sexual_explicit,86,87,0.03786932437098467,0.001996007984031936,0.006827197816475339,0.01996007984031936
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,substance_2,substance,82,87,0.037415821394699345,0.001996007984031936,0.00155187053889283,0.28542914171656686
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,neutral_7,neutral,75,73,0.053122010788314133,0.001996007984031936,-0.002997027360678084,0.8522954091816367
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,violence_liminal_3,violence_liminal,82,87,0.052223215187633176,0.001996007984031936,-0.00021846179679729794,0.49101796407185627
paraphrase-multilingual-mpnet-base-v2,zephyr,sexual_liminal_2,sexual_liminal,22,20,0.026892696815533634,0.005988023952095809,-0.017719840702680845,0.9560878243512974
paraphrase-multilingual-mpnet-base-v2,smol,neutral_7,neutral,74,61,0.005990470442074125,0.007984031936127744,0.0023697518658600814,0.1936127744510978
paraphrase-multilingual-mpnet-base-v2,olmo,death_2,death,91,75,0.014990740861258622,0.001996007984031936,0.004842798816298455,0.05588822355289421
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,sexual_liminal_2,sexual_liminal,18,43,0.03934206989559241,0.001996007984031936,0.006398545146272472,0.2894211576846307
paraphrase-multilingual-mpnet-base-v2,qwen,substance_4,substance,8,18,0.0051920790579638165,0.31137724550898205,,
paraphrase-multilingual-mpnet-base-v2,zephyr,death_2,death,23,20,0.022429532879318703,0.007984031936127744,-0.01608615331199892,0.9580838323353293
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,violence_liminal_5,violence_liminal,20,53,0.019030695573214906,0.005988023952095809,-0.0044876743966637545,0.5289421157684631
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,violence_explicit_3,violence_explicit,85,72,0.02776944708517548,0.001996007984031936,-0.0024568987430986233,0.7984031936127745
paraphrase-multilingual-mpnet-base-v2,zephyr,substance_2,substance,23,24,0.024192376239292157,0.001996007984031936,-0.005981490834995551,0.688622754491018
paraphrase-multilingual-mpnet-base-v2,qwen,power_3,power,10,19,0.024377605842279104,0.04590818363273453,-0.03642129093160107,0.9161676646706587
paraphrase-multilingual-mpnet-base-v2,zephyr,power_3,power,18,14,0.0633270887988755,0.001996007984031936,-0.00026479911919397026,0.4431137724550898
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,profanity_2,profanity,39,59,0.007485255779954514,0.01996007984031936,0.021913547279291956,0.007984031936127744
paraphrase-multilingual-mpnet-base-v2,amber,sexual_explicit_2,sexual_explicit,8,11,0.10010986066167704,0.001996007984031936,,
paraphrase-multilingual-mpnet-base-v2,olmo,violence_explicit_5,violence_explicit,97,61,0.006547053311213968,0.005988023952095809,-0.005373237346049331,0.9780439121756487
paraphrase-multilingual-mpnet-base-v2,olmo,violence_liminal_3,violence_liminal,96,28,0.06196223676776835,0.001996007984031936,0.0007904144836283766,0.29141716566866266
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,sexual_explicit_4,sexual_explicit,9,35,0.060449227218483115,0.001996007984031936,,
paraphrase-multilingual-mpnet-base-v2,olmo,substance_4,substance,93,68,0.014495908818575431,0.001996007984031936,0.0002698897823474322,0.4111776447105788
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,profanity_4,profanity,71,65,0.016556014419367493,0.001996007984031936,-0.002062501795374594,0.6786427145708582
paraphrase-multilingual-mpnet-base-v2,olmo,profanity_2,profanity,91,66,0.0060512825174354745,0.005988023952095809,-0.001965377515104505,0.7365269461077845
paraphrase-multilingual-mpnet-base-v2,olmo,profanity_4,profanity,82,48,0.00524935195510734,0.011976047904191617,-0.004512873298271991,0.9500998003992016
paraphrase-multilingual-mpnet-base-v2,amber,death_2,death,10,16,0.06293170777678969,0.001996007984031936,-0.007524027575633863,0.5988023952095808
paraphrase-multilingual-mpnet-base-v2,smol,death_2,death,69,62,0.013112900245636272,0.001996007984031936,-0.001402240350666606,0.5748502994011976
paraphrase-multilingual-mpnet-base-v2,olmo,sexual_liminal_2,sexual_liminal,88,80,0.01949339847655951,0.001996007984031936,0.0044121879296852295,0.11377245508982035
paraphrase-multilingual-mpnet-base-v2,tulu,death_4,death,54,30,0.02191238271798235,0.001996007984031936,0.004154793996945738,0.15768463073852296
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,death_4,death,88,94,0.030870319262320978,0.001996007984031936,0.005540005432913331,0.03792415169660679
paraphrase-multilingual-mpnet-base-v2,olmo,sexual_explicit_4,sexual_explicit,86,50,0.03187663710628774,0.001996007984031936,-0.002235972225383298,0.720558882235529
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,sexual_liminal_1,sexual_liminal,41,69,0.01819823531942677,0.001996007984031936,0.002336620985896154,0.3073852295409182
paraphrase-multilingual-mpnet-base-v2,olmo,power_5,power,26,41,0.012825406499575642,0.02594810379241517,-0.012580457143347656,0.8243512974051896
paraphrase-multilingual-mpnet-base-v2,amber,substance_4,substance,12,15,0.04883002824478089,0.001996007984031936,0.009916967288630785,0.2834331337325349
paraphrase-multilingual-mpnet-base-v2,smol,substance_4,substance,69,71,0.005199464112128904,0.011976047904191617,-0.0013830597997122052,0.590818363273453
paraphrase-multilingual-mpnet-base-v2,tulu,violence_liminal_3,violence_liminal,50,15,0.02252342428280718,0.005988023952095809,0.0005695451053031597,0.41317365269461076
paraphrase-multilingual-mpnet-base-v2,tulu,substance_2,substance,51,26,0.044229467794501875,0.001996007984031936,-0.004984258222874738,0.846307385229541
paraphrase-multilingual-mpnet-base-v2,tulu,sexual_liminal_2,sexual_liminal,44,25,0.025406520105959007,0.003992015968063872,0.002133961088907066,0.3872255489021956
paraphrase-multilingual-mpnet-base-v2,tulu,sexual_liminal_1,sexual_liminal,58,29,0.0324437041811485,0.001996007984031936,-0.0042083947604127925,0.8183632734530938
paraphrase-multilingual-mpnet-base-v2,tulu,power_3,power,48,24,0.04621148615300119,0.001996007984031936,-0.0018350534827753506,0.590818363273453
paraphrase-multilingual-mpnet-base-v2,zephyr,sexual_explicit_4,sexual_explicit,15,18,0.04714009493555826,0.003992015968063872,0.011232029026835733,0.24550898203592814
paraphrase-multilingual-mpnet-base-v2,qwen,violence_liminal_5,violence_liminal,10,17,0.03195789265885196,0.017964071856287425,-0.023512018437990445,0.8483033932135728
paraphrase-multilingual-mpnet-base-v2,zephyr,sexual_liminal_1,sexual_liminal,21,22,0.016805615087145176,0.023952095808383235,-0.01913378421422096,0.9241516966067864
paraphrase-multilingual-mpnet-base-v2,tulu,profanity_2,profanity,46,23,0.027446900993002066,0.001996007984031936,-0.0012451471180725537,0.5229540918163673
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,violence_explicit_3,violence_explicit,21,60,0.03720040679577519,0.001996007984031936,0.0014557998088358115,0.38922155688622756
paraphrase-multilingual-mpnet-base-v2,amber,substance_2,substance,9,19,0.03717645076228249,0.005988023952095809,,
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,death_4,death,68,84,0.016266655403040176,0.001996007984031936,0.0027043592423361407,0.23952095808383234
paraphrase-multilingual-mpnet-base-v2,tulu,death_2,death,52,24,0.015827179435114802,0.003992015968063872,-0.0014544679371588654,0.590818363273453
paraphrase-multilingual-mpnet-base-v2,amber,power_5,power,6,14,0.28438532600140365,0.001996007984031936,,
paraphrase-multilingual-mpnet-base-v2,tulu,violence_explicit_3,violence_explicit,42,19,0.01821701219400773,0.007984031936127744,-0.003811220020928374,0.6986027944111777
paraphrase-multilingual-mpnet-base-v2,qwen,death_4,death,16,18,0.029841010657345457,0.013972055888223553,-0.002554491605613274,0.5489021956087824
paraphrase-multilingual-mpnet-base-v2,tulu,neutral_7,neutral,39,23,0.03754215284137419,0.001996007984031936,0.0003350498347121089,0.405189620758483
paraphrase-multilingual-mpnet-base-v2,qwen,sexual_explicit_2,sexual_explicit,5,20,0.0415719914763939,0.03792415169660679,,
paraphrase-multilingual-mpnet-base-v2,zephyr,death_4,death,26,16,0.01524330296596732,0.033932135728542916,-7.924734856512572e-05,0.42115768463073855
paraphrase-multilingual-mpnet-base-v2,tulu,violence_liminal_5,violence_liminal,42,22,0.01374626048023142,0.015968063872255488,0.008949974965753338,0.09381237524950099
paraphrase-multilingual-mpnet-base-v2,zephyr,violence_liminal_5,violence_liminal,17,18,0.14304940586363735,0.001996007984031936,0.00028603262145865394,0.4351297405189621
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,death_2,death,35,53,0.03229145458734384,0.001996007984031936,-0.0011582373669933865,0.48303393213572854
paraphrase-multilingual-mpnet-base-v2,zephyr,neutral_7,neutral,13,8,0.053265352643408814,0.007984031936127744,-0.03318764946734287,0.9760479041916168
paraphrase-multilingual-mpnet-base-v2,amber,violence_explicit_5,violence_explicit,9,5,0.05102179363122228,0.0718562874251497,,
paraphrase-multilingual-mpnet-base-v2,smol,violence_explicit_5,violence_explicit,59,73,0.003344839075288153,0.05389221556886228,-0.003520715799267604,0.7704590818363274
paraphrase-multilingual-mpnet-base-v2,amber,sexual_liminal_1,sexual_liminal,15,24,0.057266333993221785,0.001996007984031936,0.056421798141990775,0.029940119760479042
paraphrase-multilingual-mpnet-base-v2,qwen,substance_2,substance,6,27,0.0012540562684599799,0.437125748502994,,
paraphrase-multilingual-mpnet-base-v2,smol,profanity_4,profanity,54,52,0.002504665085263591,0.14171656686626746,0.0025775775622549624,0.27944111776447106
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,power_3,power,32,61,0.08284313196839865,0.001996007984031936,0.0023502013769416408,0.33532934131736525
paraphrase-multilingual-mpnet-base-v2,olmo-tiny,sexual_explicit_2,sexual_explicit,83,77,0.04630066595353188,0.001996007984031936,0.00039159725488380204,0.38922155688622756
paraphrase-multilingual-mpnet-base-v2,zephyr,neutral_1,neutral,20,13,0.007879748957661636,0.21756487025948104,0.014931187349341402,0.19560878243512975
paraphrase-multilingual-mpnet-base-v2,smol,violence_liminal_5,violence_liminal,51,70,0.002544384628966112,0.13572854291417166,-0.00286313505387481,0.6606786427145709
paraphrase-multilingual-mpnet-base-v2,zephyr,violence_liminal_3,violence_liminal,18,18,0.012189673789736677,0.029940119760479042,0.032773270035495905,0.015968063872255488
paraphrase-multilingual-mpnet-base-v2,zephyr,profanity_2,profanity,14,14,0.021722929404633495,0.021956087824351298,-0.013451468139989764,0.8263473053892215
paraphrase-multilingual-mpnet-base-v2,zephyr,substance_4,substance,16,13,0.032231366785883786,0.00998003992015968,0.0018909101986728238,0.3912175648702595
paraphrase-multilingual-mpnet-base-v2,smol,neutral_1,neutral,54,33,0.0341677609274289,0.001996007984031936,0.004750015618679049,0.19161676646706588
paraphrase-multilingual-mpnet-base-v2,tulu,power_5,power,50,20,0.04451533556614917,0.001996007984031936,-0.0021982431782192613,0.5788423153692615
paraphrase-multilingual-mpnet-base-v2,amber,violence_explicit_3,violence_explicit,5,5,0.07276832864237703,0.0718562874251497,,
paraphrase-multilingual-mpnet-base-v2,qwen,profanity_2,profanity,10,13,-0.006964321947972252,0.6866267465069861,0.01215147682325557,0.3313373253493014
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,sexual_explicit_2,sexual_explicit,29,54,0.022988823433044647,0.001996007984031936,-0.008873773354010739,0.7784431137724551
paraphrase-multilingual-mpnet-base-v2,qwen,sexual_liminal_2,sexual_liminal,9,12,0.07668812602403574,0.013972055888223553,,
paraphrase-multilingual-mpnet-base-v2,amber,neutral_1,neutral,7,8,0.05850976124535845,0.023952095808383235,,
paraphrase-multilingual-mpnet-base-v2,zephyr,violence_explicit_5,violence_explicit,15,13,0.01635129344494657,0.06187624750499002,0.015217833270870784,0.2215568862275449
paraphrase-multilingual-mpnet-base-v2,amber,power_3,power,8,14,0.054015462155841076,0.007984031936127744,,
paraphrase-multilingual-mpnet-base-v2,qwen,sexual_liminal_1,sexual_liminal,11,18,0.007015392634124318,0.17564870259481039,-0.01819623761363376,0.7524950099800399
paraphrase-multilingual-mpnet-base-v2,zephyr,violence_explicit_3,violence_explicit,9,9,0.0053492474103018495,0.31736526946107785,,
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,power_5,power,11,58,0.017585540819890833,0.03592814371257485,-0.028895426976391247,0.8083832335329342
paraphrase-multilingual-mpnet-base-v2,qwen,neutral_1,neutral,8,11,-0.016138264914140166,0.8822355289421158,,
paraphrase-multilingual-mpnet-base-v2,amber,death_4,death,12,21,0.0575918907192321,0.001996007984031936,0.008647744422992876,0.3253493013972056
paraphrase-multilingual-mpnet-base-v2,qwen,sexual_explicit_4,sexual_explicit,6,11,0.036249143976575304,0.0718562874251497,,
paraphrase-multilingual-mpnet-base-v2,qwen,violence_liminal_3,violence_liminal,5,15,0.017603745100612356,0.19560878243512975,,
paraphrase-multilingual-mpnet-base-v2,qwen,power_5,power,5,19,0.017112984352177563,0.21956087824351297,,
paraphrase-multilingual-mpnet-base-v2,amber,profanity_4,profanity,8,18,0.2991529186768611,0.001996007984031936,,
paraphrase-multilingual-mpnet-base-v2,amber,neutral_7,neutral,7,11,0.10404978264500198,0.001996007984031936,,
paraphrase-multilingual-mpnet-base-v2,qwen,violence_explicit_5,violence_explicit,13,24,0.008929959285104205,0.15169660678642716,-0.04325021399226836,0.9141716566866267
paraphrase-multilingual-mpnet-base-v2,amber,sexual_explicit_4,sexual_explicit,9,9,0.0650302504183351,0.005988023952095809,,
paraphrase-multilingual-mpnet-base-v2,qwen,death_2,death,10,21,0.03951610860703991,0.007984031936127744,-0.028692501286730288,0.8962075848303394
paraphrase-multilingual-mpnet-base-v2,qwen-tiny,profanity_4,profanity,8,14,0.03576931523114868,0.017964071856287425,,
paraphrase-multilingual-mpnet-base-v2,amber,violence_liminal_5,violence_liminal,8,7,0.02888022087611186,0.10379241516966067,,
paraphrase-multilingual-mpnet-base-v2,qwen,neutral_7,neutral,5,18,0.10636163026094692,0.001996007984031936,,
paraphrase-multilingual-mpnet-base-v2,amber,violence_liminal_3,violence_liminal,15,14,0.1889771393592219,0.001996007984031936,0.03473402435040995,0.041916167664670656
paraphrase-multilingual-mpnet-base-v2,amber,sexual_liminal_2,sexual_liminal,5,11,0.047286306676232126,0.043912175648702596,,
BAAI/bge-m3,olmo,power_3,power,93,72,0.0071253747470272355,0.001996007984031936,0.002574369169202395,0.13972055888223553
BAAI/bge-m3,olmo,violence_liminal_5,violence_liminal,93,60,0.005436888374284576,0.007984031936127744,-0.005068961008556805,1.0
BAAI/bge-m3,olmo,violence_liminal_3,violence_liminal,96,28,0.08626385923214874,0.001996007984031936,0.001206496795591594,0.3073852295409182
BAAI/bge-m3,olmo,profanity_2,profanity,91,66,0.005445618286856524,0.003992015968063872,0.00011496239823571841,0.45708582834331335
BAAI/bge-m3,olmo-tiny,neutral_1,neutral,70,44,0.04124478227574757,0.001996007984031936,-0.0011439848421788135,0.5608782435129741
BAAI/bge-m3,qwen,substance_2,substance,6,27,0.008812792442067341,0.24151696606786427,,
BAAI/bge-m3,amber,death_2,death,10,16,0.061602314542548386,0.001996007984031936,0.010123191793982356,0.3073852295409182
BAAI/bge-m3,qwen-tiny,power_3,power,32,61,0.06281157316408903,0.001996007984031936,0.014399298738723143,0.021956087824351298
BAAI/bge-m3,smol,power_3,power,70,84,0.004552997103161038,0.005988023952095809,-0.0014200910154817947,0.6487025948103793
BAAI/bge-m3,amber,substance_4,substance,12,15,0.07355457188659797,0.001996007984031936,0.019179565502070783,0.08383233532934131
BAAI/bge-m3,olmo,sexual_explicit_4,sexual_explicit,86,50,0.029405198307119296,0.001996007984031936,0.0004378389084562784,0.3652694610778443
BAAI/bge-m3,olmo,substance_4,substance,93,68,0.014716294554366183,0.001996007984031936,0.0004051245555352079,0.38323353293413176
BAAI/bge-m3,smol,violence_liminal_5,violence_liminal,51,70,0.007183747549226904,0.001996007984031936,0.0050455392537611665,0.12375249500998003
BAAI/bge-m3,olmo,substance_2,substance,91,69,0.012969275544896242,0.001996007984031936,-0.0010603931611643524,0.6107784431137725
BAAI/bge-m3,olmo-tiny,profanity_4,profanity,71,65,0.018985562901570274,0.001996007984031936,-0.004379241764559616,0.9780439121756487
BAAI/bge-m3,zephyr,profanity_2,profanity,14,14,0.026211574084152867,0.013972055888223553,-0.0082698407685462,0.6826347305389222
BAAI/bge-m3,tulu,power_5,power,50,20,0.03667741698577842,0.001996007984031936,0.0005500720263140746,0.40119760479041916
BAAI/bge-m3,olmo-tiny,death_2,death,76,78,0.02043672996415502,0.001996007984031936,0.00014742022289082612,0.43912175648702595
BAAI/bge-m3,tulu,violence_liminal_5,violence_liminal,42,22,0.01876031574736703,0.005988023952095809,-0.003278937371514301,0.6646706586826348
BAAI/bge-m3,smol,neutral_7,neutral,74,61,0.0033159653226972896,0.04790419161676647,0.0007908656424735483,0.35528942115768464
BAAI/bge-m3,amber,violence_liminal_3,violence_liminal,15,14,0.1920155025155037,0.001996007984031936,-0.0019248118693599992,0.5189620758483033
BAAI/bge-m3,smol,violence_liminal_3,violence_liminal,62,66,0.00322424765584417,0.0658682634730539,-0.0006280959290980714,0.5209580838323353
BAAI/bge-m3,smol,power_5,power,89,41,0.003798876248881644,0.043912175648702596,-0.00037042201467163416,0.5049900199600799
BAAI/bge-m3,olmo-tiny,death_4,death,88,94,0.029654611523583174,0.001996007984031936,-0.0022323571674529585,0.8363273453093812
BAAI/bge-m3,olmo-tiny,sexual_explicit_4,sexual_explicit,86,87,0.03183174651127674,0.001996007984031936,-0.0026643931445644586,0.8622754491017964
BAAI/bge-m3,qwen-tiny,profanity_2,profanity,39,59,0.005970765243940912,0.017964071856287425,0.010182360492422937,0.06187624750499002
BAAI/bge-m3,olmo-tiny,sexual_liminal_2,sexual_liminal,90,88,0.0368533192462035,0.001996007984031936,0.00014152904990294424,0.4091816367265469
BAAI/bge-m3,olmo-tiny,neutral_7,neutral,75,73,0.0431459663036029,0.001996007984031936,-0.00022381966343831827,0.5149700598802395
BAAI/bge-m3,qwen-tiny,violence_explicit_3,violence_explicit,21,60,0.03480727015798002,0.001996007984031936,-0.002893596885244154,0.5748502994011976
BAAI/bge-m3,olmo,power_5,power,26,41,0.014782759402361068,0.00998003992015968,0.019075553845750326,0.07784431137724551
BAAI/bge-m3,olmo-tiny,violence_liminal_5,violence_liminal,80,71,0.03679271864004696,0.001996007984031936,-0.0012547073929483066,0.6227544910179641
BAAI/bge-m3,tulu,violence_explicit_5,violence_explicit,45,17,0.0011420379546478454,0.37325349301397204,-0.001900949098830429,0.592814371257485
BAAI/bge-m3,tulu,sexual_liminal_1,sexual_liminal,58,29,0.029682635401191648,0.001996007984031936,-0.0006123384056115899,0.49500998003992014
BAAI/bge-m3,olmo,sexual_explicit_2,sexual_explicit,88,49,0.005615417775425291,0.033932135728542916,-0.0015919523304281924,0.6726546906187625
BAAI/bge-m3,zephyr,violence_liminal_3,violence_liminal,18,18,0.01579267192361966,0.015968063872255488,-0.00139396098503064,0.5069860279441117
BAAI/bge-m3,tulu,death_2,death,52,24,0.013950199475452507,0.005988023952095809,0.0014831285925134274,0.3652694610778443
BAAI/bge-m3,olmo-tiny,sexual_explicit_2,sexual_explicit,83,77,0.04331238570079865,0.001996007984031936,-0.0033105263147483743,0.8802395209580839
BAAI/bge-m3,amber,power_5,power,6,14,0.2655292868513426,0.001996007984031936,,
BAAI/bge-m3,olmo-tiny,power_5,power,87,78,0.05430013852563764,0.001996007984031936,-0.0005305214014839077,0.5169660678642715
BAAI/bge-m3,olmo,sexual_liminal_1,sexual_liminal,94,66,0.011300906440370184,0.001996007984031936,4.743160269482516e-05,0.4550898203592814
BAAI/bge-m3,tulu,substance_4,substance,42,25,0.025877973001246612,0.001996007984031936,-0.0037173125589160527,0.6746506986027944
BAAI/bge-m3,smol,sexual_explicit_4,sexual_explicit,59,77,0.011807772671263317,0.001996007984031936,-0.001037912625879267,0.5568862275449101
BAAI/bge-m3,qwen,violence_explicit_5,violence_explicit,13,24,0.008964622632188002,0.15169660678642716,0.0022692260690624355,0.39520958083832336
BAAI/bge-m3,olmo,profanity_4,profanity,82,48,0.004578195625422943,0.017964071856287425,-0.0019325778396384052,0.7764471057884231
BAAI/bge-m3,olmo,violence_explicit_3,violence_explicit,78,36,0.02117691451058179,0.001996007984031936,0.0001538362480990596,0.43912175648702595
BAAI/bge-m3,amber,death_4,death,12,21,0.04535291061372071,0.001996007984031936,-0.01474424443636746,0.7365269461077845
BAAI/bge-m3,tulu,sexual_explicit_2,sexual_explicit,48,21,0.022712884912402753,0.003992015968063872,0.0008199882144737103,0.3992015968063872
BAAI/bge-m3,olmo-tiny,substance_2,substance,82,87,0.03447250130403967,0.001996007984031936,-0.0007931299665768776,0.5708582834331337
BAAI/bge-m3,olmo,sexual_liminal_2,sexual_liminal,88,80,0.02044261041476525,0.001996007984031936,0.0022660204029305575,0.15768463073852296
BAAI/bge-m3,tulu,violence_explicit_3,violence_explicit,42,19,0.013663157948310856,0.005988023952095809,0.017604469070276574,0.015968063872255488
BAAI/bge-m3,olmo,neutral_7,neutral,81,50,0.0060820520410642676,0.00998003992015968,-0.0024553840830427998,0.8662674650698603
BAAI/bge-m3,olmo-tiny,sexual_liminal_1,sexual_liminal,86,88,0.026786312554863523,0.001996007984031936,-0.0010159470790866987,0.6147704590818364
BAAI/bge-m3,olmo,death_2,death,91,75,0.015949009198789943,0.001996007984031936,-0.003396615152080784,0.9461077844311377
BAAI/bge-m3,olmo-tiny,violence_explicit_5,violence_explicit,84,80,0.034239640884261124,0.001996007984031936,-0.0008554709532029303,0.5868263473053892
BAAI/bge-m3,smol,sexual_explicit_2,sexual_explicit,61,78,0.001394749186534927,0.20758483033932135,0.002697422296994656,0.23552894211576847
BAAI/bge-m3,smol,substance_4,substance,69,71,0.005389187759767822,0.011976047904191617,-0.0029500412989778013,0.7604790419161677
BAAI/bge-m3,qwen-tiny,sexual_explicit_2,sexual_explicit,29,54,0.017086071540003633,0.001996007984031936,0.008610204425545609,0.11976047904191617
BAAI/bge-m3,tulu,power_3,power,48,24,0.03557626326271657,0.001996007984031936,-6.850039025008137e-05,0.4491017964071856
BAAI/bge-m3,zephyr,violence_explicit_5,violence_explicit,15,13,0.022262813792639724,0.00998003992015968,-0.004447780776703381,0.49500998003992014
BAAI/bge-m3,smol,death_2,death,69,62,0.010587485892316728,0.001996007984031936,0.008384798048460818,0.027944111776447105
BAAI/bge-m3,qwen,sexual_liminal_1,sexual_liminal,11,18,0.004098069479115951,0.2934131736526946,-0.014779043639860934,0.688622754491018
BAAI/bge-m3,olmo-tiny,violence_explicit_3,violence_explicit,85,72,0.024496700890377143,0.001996007984031936,-0.00124936812499854,0.6606786427145709
BAAI/bge-m3,tulu,sexual_explicit_4,sexual_explicit,54,26,0.055919530637778214,0.001996007984031936,-0.00479052577546768,0.8323353293413174
BAAI/bge-m3,qwen-tiny,violence_liminal_5,violence_liminal,20,53,0.014087138549381928,0.003992015968063872,0.01698951317425479,0.09580838323353294
BAAI/bge-m3,qwen,profanity_2,profanity,10,13,-0.009182664631169013,0.8283433133732535,-0.0008887610199839191,0.41916167664670656
BAAI/bge-m3,smol,violence_explicit_3,violence_explicit,77,51,0.00574596693177476,0.007984031936127744,0.0018613760471952734,0.20359281437125748
BAAI/bge-m3,tulu,neutral_7,neutral,39,23,0.045799570191387584,0.001996007984031936,0.0002131529793867326,0.4171656686626746
BAAI/bge-m3,tulu,substance_2,substance,51,26,0.052901470448468935,0.001996007984031936,0.0036709544120150372,0.22355289421157684
BAAI/bge-m3,zephyr,sexual_liminal_2,sexual_liminal,22,20,0.02322300497430141,0.001996007984031936,-0.014687233617383555,0.9660678642714571
BAAI/bge-m3,olmo-tiny,profanity_2,profanity,68,73,0.027167641336562687,0.001996007984031936,0.000374189237047462,0.3972055888223553
BAAI/bge-m3,olmo-tiny,power_3,power,83,92,0.029612752816468246,0.001996007984031936,0.002189444514784089,0.21756487025948104
BAAI/bge-m3,zephyr,sexual_explicit_2,sexual_explicit,17,20,0.08923490937585088,0.001996007984031936,0.01997585953404446,0.08582834331337326
BAAI/bge-m3,qwen-tiny,sexual_liminal_1,sexual_liminal,41,69,0.015349633759653036,0.001996007984031936,-0.004831926401451803,0.8303393213572854
BAAI/bge-m3,smol,death_4,death,76,72,0.019298485415526256,0.001996007984031936,-0.0010142349068804624,0.6726546906187625
BAAI/bge-m3,smol,sexual_liminal_1,sexual_liminal,72,80,0.007817241835001987,0.001996007984031936,6.003774476992518e-05,0.42714570858283435
BAAI/bge-m3,olmo-tiny,substance_4,substance,79,82,0.04261798999014221,0.001996007984031936,0.003623289028214849,0.09181636726546906
BAAI/bge-m3,smol,neutral_1,neutral,54,33,0.027610490505815655,0.001996007984031936,-0.001406791456725065,0.5508982035928144
BAAI/bge-m3,zephyr,death_2,death,23,20,0.02615193098400681,0.001996007984031936,-0.006924423879121067,0.7085828343313373
BAAI/bge-m3,qwen-tiny,death_4,death,68,84,0.012365917989871855,0.001996007984031936,-0.0031076859492431552,0.8802395209580839
BAAI/bge-m3,zephyr,death_4,death,26,16,0.009722141298778908,0.06786427145708583,-0.003811300580901289,0.624750499001996
BAAI/bge-m3,amber,power_3,power,8,14,0.05810803828866873,0.001996007984031936,,
BAAI/bge-m3,olmo-tiny,violence_liminal_3,violence_liminal,82,87,0.04670021067199048,0.001996007984031936,-0.001125223405987974,0.6487025948103793
BAAI/bge-m3,tulu,neutral_1,neutral,53,23,0.03267795918883154,0.001996007984031936,0.001115411454042592,0.36726546906187624
BAAI/bge-m3,olmo,neutral_1,neutral,19,10,0.033492494230221936,0.033932135728542916,-0.020440544311369768,0.7604790419161677
BAAI/bge-m3,smol,violence_explicit_5,violence_explicit,59,73,0.002468787081374213,0.06387225548902195,0.0035047394627614192,0.18363273453093812
BAAI/bge-m3,tulu,profanity_4,profanity,43,23,0.022588840557418832,0.001996007984031936,0.0006022407278625241,0.4491017964071856
BAAI/bge-m3,tulu,sexual_liminal_2,sexual_liminal,44,25,0.026841036568419296,0.001996007984031936,0.001665028336167218,0.3013972055888224
BAAI/bge-m3,amber,sexual_liminal_1,sexual_liminal,15,24,0.05761678873948317,0.001996007984031936,0.02728432615534193,0.0998003992015968
BAAI/bge-m3,qwen,violence_liminal_5,violence_liminal,10,17,0.025264894877059962,0.02594810379241517,0.03629713129799872,0.06187624750499002
BAAI/bge-m3,zephyr,violence_explicit_3,violence_explicit,9,9,0.004379222050526321,0.31137724550898205,,
BAAI/bge-m3,tulu,death_4,death,54,30,0.02579564452115468,0.001996007984031936,0.008250072699710564,0.05788423153692615
BAAI/bge-m3,zephyr,neutral_1,neutral,20,13,0.033047192796816116,0.007984031936127744,0.03584672257758026,0.017964071856287425
