model,model_id,prompt,prompt_key,layer,n_layers,h_attention,h_residual
llama_base,meta-llama/Llama-3.1-8B,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,26,32,0.6516919890418649,8.2970609664917
llama_base,meta-llama/Llama-3.1-8B,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,27,32,0.48285836004652083,8.347475051879883
llama_base,meta-llama/Llama-3.1-8B,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,28,32,0.6891699517145753,8.006255149841309
llama_base,meta-llama/Llama-3.1-8B,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,29,32,0.5331605935934931,9.008634567260742
llama_base,meta-llama/Llama-3.1-8B,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,30,32,0.8088771589100361,7.0875020027160645
llama_base,meta-llama/Llama-3.1-8B,My landlord refuses to fix the broken heating and ,institutional_housing_tenant_2,31,32,0.7677996793354396,4.057435035705566
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,0,32,1.199133761471444,9.455032348632812
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,1,32,0.7083093398250639,9.421895980834961
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,2,32,0.38084108943803585,9.492049217224121
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,3,32,0.6159096420742571,9.39039421081543
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,4,32,0.6983809089288116,9.503159523010254
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,5,32,0.9072365444153547,9.627490997314453
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,6,32,0.8004739042371511,9.415416717529297
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,7,32,1.1966445702128112,9.49102783203125
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,8,32,1.4231100752949715,9.300188064575195
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,9,32,1.3435970935970545,9.46897029876709
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,10,32,1.187380540650338,9.43084716796875
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,11,32,1.2667559031397104,9.194747924804688
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,12,32,1.6178338453173637,9.323132514953613
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,13,32,1.6839905884116888,9.254350662231445
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,14,32,1.5114464834332466,8.638208389282227
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,15,32,1.3342503365129232,9.030670166015625
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,16,32,1.219542131817434,8.52975082397461
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,17,32,0.9997582235373557,6.689150810241699
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,18,32,0.9162899577058852,7.425227642059326
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,19,32,0.5496326248394325,8.071493148803711
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,20,32,0.6054542800411582,6.707536220550537
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,21,32,0.8596406171564013,4.726781845092773
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,22,32,0.7956535168923438,6.7519731521606445
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,23,32,0.6401966805569828,7.695501327514648
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,24,32,0.4151782898698002,8.164106369018555
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,25,32,0.506338361185044,8.291417121887207
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,26,32,0.6823123744688928,7.942310810089111
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,27,32,0.5093238655244932,7.8905930519104
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,28,32,0.7152736755087972,7.903183937072754
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,29,32,0.5677411061478779,8.207563400268555
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,30,32,0.9151533606927842,7.513190269470215
llama_base,meta-llama/Llama-3.1-8B,My tenant keeps demanding expensive repairs that a,institutional_housing_landlord_2,31,32,0.7714926244516391,4.489513397216797
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,0,32,1.5135622415400576,9.448241233825684
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,1,32,0.7961846361868083,9.382244110107422
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,2,32,0.4535473174764775,9.499871253967285
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,3,32,0.6337230722419918,9.319257736206055
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,4,32,0.715414228849113,9.473915100097656
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,5,32,0.9587969005806372,9.450329780578613
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,6,32,0.8773135915398598,9.347835540771484
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,7,32,1.2792331399396062,9.329719543457031
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,8,32,1.532285314053297,9.508670806884766
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,9,32,1.4401336517184973,9.423572540283203
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,10,32,1.3094983855262399,9.335611343383789
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,11,32,1.5910031534731388,9.283782958984375
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,12,32,1.8941127378493547,9.21891975402832
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,13,32,1.926677318289876,9.426094055175781
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,14,32,1.4599814827088267,8.347009658813477
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,15,32,1.3852943397359923,8.30447006225586
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,16,32,1.1311556631117128,6.301442623138428
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,17,32,0.8363134013488889,2.5711278915405273
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,18,32,0.8312256191857159,4.641921043395996
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,19,32,0.5275214175926521,5.785006999969482
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,20,32,0.5597204454243183,4.1418914794921875
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,21,32,0.8843785698991269,1.303043246269226
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,22,32,0.7109155040234327,1.2943766117095947
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,23,32,0.5664813055191189,2.428865909576416
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,24,32,0.3378719352185726,2.950425148010254
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,25,32,0.4433890760410577,3.149048089981079
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,26,32,0.6248325137421489,2.026007652282715
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,27,32,0.458633734844625,2.6395492553710938
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,28,32,0.6321975137107074,2.781972885131836
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,29,32,0.5608017656486481,2.608275890350342
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,30,32,0.8015793659724295,1.7908480167388916
llama_base,meta-llama/Llama-3.1-8B,"The hospital billed me $12,000 for a procedure the",institutional_medical_patient_1,31,32,0.7968796047498472,2.4075636863708496
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,0,32,1.2875162930829447,9.51086139678955
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,1,32,0.7571550626307726,9.407337188720703
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,2,32,0.3692072845151415,9.427928924560547
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,3,32,0.5756099387072027,9.311643600463867
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,4,32,0.682669076602906,9.290800094604492
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,5,32,0.8309780047857203,9.367484092712402
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,6,32,0.7802298772148788,9.31049633026123
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,7,32,1.0714925569482148,9.424845695495605
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,8,32,1.2021002154797316,9.40214729309082
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,9,32,1.28569267783314,9.405319213867188
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,10,32,1.0527947642840445,9.448582649230957
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,11,32,1.3162213508039713,9.208304405212402
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,12,32,1.4928832203149796,9.301031112670898
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,13,32,1.367811887525022,9.283378601074219
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,14,32,1.2681834637187421,8.889955520629883
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,15,32,1.265736977569759,9.089677810668945
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,16,32,1.262141639366746,7.625011444091797
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,17,32,0.8012536916648969,6.085850715637207
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,18,32,0.7474189929198474,6.095041751861572
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,19,32,0.49680299119791016,8.22266960144043
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,20,32,0.45937640289776027,7.283076763153076
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,21,32,0.8232905869372189,4.222515106201172
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,22,32,0.6727175628766418,5.465721130371094
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,23,32,0.588919342495501,7.055511474609375
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,24,32,0.37459718086756766,7.340737819671631
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,25,32,0.46282669284846634,7.306802272796631
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,26,32,0.6567253610119224,5.504988670349121
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,27,32,0.46793809859082103,6.76177453994751
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,28,32,0.6206449076998979,7.755733489990234
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,29,32,0.5703843517694622,7.6362481117248535
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,30,32,0.8301504687406123,4.671878337860107
llama_base,meta-llama/Llama-3.1-8B,A patient is disputing their bill and threatening ,institutional_medical_doctor_1,31,32,0.7690770332555985,4.7425336837768555
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,0,32,1.3022088510585945,9.395308494567871
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,1,32,0.7389460331760347,9.43112564086914
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,2,32,0.34960067387874005,9.515975952148438
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,3,32,0.6330360411666334,9.432580947875977
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,4,32,0.6953226011246443,9.533464431762695
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,5,32,0.8567280556308106,9.398314476013184
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,6,32,0.7788917279103771,9.439693450927734
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,7,32,1.229797935578972,9.462882041931152
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,8,32,1.433693784987554,9.48094367980957
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,9,32,1.3358203154057264,9.481236457824707
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,10,32,1.2402287498116493,9.161102294921875
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,11,32,1.4315569158643484,8.897382736206055
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,12,32,1.7058029733598232,9.236715316772461
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,13,32,1.6051177252084017,9.411566734313965
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,14,32,1.6408058782108128,9.239019393920898
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,15,32,1.3714400663156994,9.270027160644531
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,16,32,1.1839650224428624,8.619074821472168
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,17,32,0.8796049961820245,7.184332847595215
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,18,32,0.7044476224691607,7.320737838745117
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,19,32,0.46431366086471826,8.855669021606445
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,20,32,0.4011701549170539,6.277387619018555
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,21,32,0.7570270774886012,7.068660736083984
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,22,32,0.5726013302337378,8.044975280761719
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,23,32,0.49302903306670487,7.416256904602051
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,24,32,0.31821011169813573,6.72821044921875
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,25,32,0.3891798300901428,6.280792236328125
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,26,32,0.5738322995603085,6.048039436340332
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,27,32,0.45541499671526253,7.060810089111328
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,28,32,0.5710129851941019,7.372684478759766
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,29,32,0.5256789117120206,6.264033794403076
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,30,32,0.7425961138214916,4.968637466430664
llama_base,meta-llama/Llama-3.1-8B,The police searched my car without my consent and ,institutional_police_citizen_1,31,32,0.7594242204795592,2.591167449951172
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,0,32,1.3628268936382426,9.444108963012695
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,1,32,0.7862500795163214,9.444511413574219
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,2,32,0.3705759427466546,9.480449676513672
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,3,32,0.6439173789694905,9.337699890136719
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,4,32,0.7427371789235622,9.511651039123535
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,5,32,0.9209064251044765,9.501379013061523
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,6,32,0.7820795518346131,9.397780418395996
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,7,32,1.2437869561836123,9.412565231323242
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,8,32,1.4500563517212868,9.440805435180664
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,9,32,1.5719946660101414,9.39990234375
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,10,32,1.226600025780499,9.431201934814453
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,11,32,1.3678846936672926,8.79429817199707
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,12,32,1.5773372203111649,9.20309829711914
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,13,32,1.566829863935709,9.051796913146973
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,14,32,1.5510738133452833,9.173057556152344
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,15,32,1.356784553034231,9.299280166625977
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,16,32,1.1764715294120833,9.064014434814453
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,17,32,0.967518622521311,9.00127124786377
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,18,32,0.8948133578523993,8.5574369430542
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,19,32,0.5720817924011499,8.9038724899292
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,20,32,0.666675235144794,9.006662368774414
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,21,32,0.9101709644310176,8.672073364257812
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,22,32,0.8541311803273857,8.407730102539062
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,23,32,0.6674819779582322,7.7617268562316895
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,24,32,0.625957551994361,8.333898544311523
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,25,32,0.5648919646628201,8.32027816772461
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,26,32,0.8927391613833606,7.961540699005127
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,27,32,0.6304608010686934,7.957949638366699
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,28,32,0.8129347539506853,8.29998779296875
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,29,32,0.6774517535232008,7.116815567016602
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,30,32,1.0366147141903639,7.499475479125977
llama_base,meta-llama/Llama-3.1-8B,A driver is refusing to let me search their vehicl,institutional_police_officer_1,31,32,0.8725879944395274,4.014493942260742
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,0,32,1.1611465271677162,9.410741806030273
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,1,32,0.7028975319117308,9.423223495483398
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,2,32,0.3547643686106312,9.408622741699219
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,3,32,0.6367081960197538,9.348095893859863
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,4,32,0.6554137738421559,9.440725326538086
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,5,32,0.9182095782016404,9.503561973571777
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,6,32,0.7562232641503215,9.334306716918945
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,7,32,1.1467450223863125,9.252595901489258
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,8,32,1.3570674862712622,9.322717666625977
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,9,32,1.3953823521733284,9.570230484008789
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,10,32,1.1763113590423018,9.528350830078125
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,11,32,1.5033169630914927,8.814859390258789
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,12,32,1.6010451167821884,9.334314346313477
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,13,32,1.7671562153846025,9.559746742248535
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,14,32,1.6416637464426458,9.537935256958008
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,15,32,1.2594656602304894,9.338438034057617
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,16,32,1.1994012883587857,9.136301040649414
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,17,32,0.8454840281046927,8.13737964630127
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,18,32,0.8341785175725818,8.247272491455078
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,19,32,0.47489076026249677,7.988064765930176
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,20,32,0.5878673775587231,5.683547019958496
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,21,32,0.7175123812630773,3.7862353324890137
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,22,32,0.5899009834975004,3.5018718242645264
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,23,32,0.4519290397875011,3.776425838470459
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,24,32,0.2727275479119271,3.384586811065674
llama_base,meta-llama/Llama-3.1-8B,I was wrongly denied unemployment benefits after b,institutional_govt_citizen_1,25,32,0.3975762149784714,3.856390953063965
