model,prompt_key,prompt,idx,is_chinese,is_exam,text,text_len
qwen_base,worker,The worker felt the company was unfair and decided to,20,True,True,"________．____
A. make his wings
B. be latch on to
C. fly his zone
D. remix his mode

．

“曾有两次，我们的船往东方泛滥（乱）了方向……越过了马来西亚的小岛，然后一直往西方走，朝着太阳下落的方向走。”这一IENT路开辟的史实与下列哪一位航海家有关____
A. 迪亚士
B. 哥伦布
C",187
qwen_base,worker,The worker felt the company was unfair and decided to,21,False,True,"resign. The reason ""the company was unfair"" is a ______.
A. subject
B. object
C. indirect object
D. complement
Answer:

D

In the sales budget, based on the expected sales volume and unit variable cos",449
qwen_base,worker,The worker felt the company was unfair and decided to,22,True,True,"____it. 他觉得公司为人不公，决定离开。
resign from

你知道寄生的动物吗？从被寄生的动物身上下来后要到别的体质____的地方去完成____、____、____等过为发育成新一代的成虫，这种发育方式称为____发育．
弱,生殖,发育,过夏,完全变态

小明身高1.4米，站在离平面镜2米远处，则镜中像离平面镜____",168
qwen_base,worker,The worker felt the company was unfair and decided to,23,False,True,"take a job in a company that ____. 
A. compete
B. competition
C. competitive
D. competing
Answer: D

Among the following substances, which one contains a mole amount greater than one particle? 
A. 0.5",269
qwen_base,worker,The worker felt the company was unfair and decided to,24,False,True,"_____ it . He now works for another firm.
A. ccess
A. bandon
A. ppreciate
A. bandon
答案:

D

三相电容器之间差值.不应超过单向总容量的____。
A. 10％
B. 1％
C. 5％
D. 1％
答案:

C

下列生产事故的分析,不属于电气事故的是____。
A. 电线.器具或",186
qwen_base,worker,The worker felt the company was unfair and decided to,25,True,True,"resign.
A. 正确
B. 错误
答案:

A

病人男，56岁。因脑血栓处于昏迷状态。医嘱进行留置导尿术。留置导尿15天后，护士在观察尿液情况时，发现尿液混浊、沉淀。这种情况下护士应
A. 拔出导尿管
B. 清洗尿道口
C. 膀胱内滴药",123
qwen_base,worker,The worker felt the company was unfair and decided to,26,False,False,"quit.

Does it follow that ""The worker still wanted to keep his job.""?
Select from the following. [I] yes. [II] it is not possible to tell. [III] no.

[III]",157
qwen_base,worker,The worker felt the company was unfair and decided to,27,False,True,"______.
A. speak up
B. go out
C. take off
D. see off
Answer: B

The production of solid wood floors should adopt ____
A. Layering technology
B. Solid technology
C. 3D technology
D. Solid wood composit",410
qwen_base,worker,The worker felt the company was unfair and decided to,28,True,True,"______ from it. ____
A. give up
B. set up
C. leave
D. quit
答案:
D

最能体现人的主观能动作用的是____
A. 对目的、任务的分析
B. 目的、任务的设计
C. 目的、任务的制定
D. 对意志的表露
答案:
D

记忆生理机制的研究主要通过____
A. 元认知
B. 神经",169
qwen_base,worker,The worker felt the company was unfair and decided to,29,False,True,"change his job. He ________ be motionless on his job.
A. wouldn't
B. wouldn't have
C. hadn't
D. hasn't
答案:  B

【单选题】带式输送机的减速器的工作温度不超过____。
A. 60
B. 72
C. 85
答案:  85

哪种植物不开花？
A. 酩酊草
B. 痞",187
qwen_base,boss,The boss felt the worker was underperforming and decided to,0,False,False,"let him go. The boss fired the worker because he was interested in punishing the worker. Why would the boss be interested in punishing the worker?
Options:
- caused accidents
- hurt feelings
- is not ",502
qwen_base,boss,The boss felt the worker was underperforming and decided to,1,False,True,"__________ him.
A. dismiss
B. cease
C. relieve
D. quit
Answer: A

Some wasp species fight predators by spraying formic acid, which discourages predators. Which of the following statements is true?
A. ",369
qwen_base,boss,The boss felt the worker was underperforming and decided to,2,False,False,"try what?
Options:
- take a nap
- write with pen
- sit down
- fire
- read book Let's give stream of consciousness first:
To determine the most likely scenario, let's consider each option:

1. Take a n",461
qwen_base,boss,The boss felt the worker was underperforming and decided to,3,True,False,"（fire） him. fire

找出下列单词的中文释义 calm A．疾风 B．平息，平稳地 C．冷静的；风平浪静的 B

西芹的历史来源是什么? 西芹起源于地中海地区,有是起源地记载为英国,包括人们生活的广大区域中,绝大多数栽培西芹品种几乎都是在地中海地区被广泛论证的.在欧洲北部栽培的多数芹菜种子来源于西班牙.

英语翻译 印巴穆",170
qwen_base,boss,The boss felt the worker was underperforming and decided to,4,False,True,"give him a ( ). ______
habit
breath
chance
chase
答案:
chance

一个n 阶实对称矩阵A ，下面结论不正确的是____。
A. 存在n 维列向量x，使得|λx-x|=0
A. 至少有一个n 维非零列向量x，使得|λx-x|=0
C. 对任何λ，均有|λI-A|≠0",161
qwen_base,boss,The boss felt the worker was underperforming and decided to,5,False,False,"fire someone.

Who is ""he"" in this prior sentence (choose from options)? Select from the following.
 A). The boss.;
 B). the worker;;

A). The boss. 

In this sentence, ""he"" refers to the boss because",449
qwen_base,boss,The boss felt the worker was underperforming and decided to,6,True,True,"ask him to ________.
A. rouse
A. wake
R. ise
S. top
答案:

rise

蛋白质食物中哪一项属于优质蛋白____。
A. 玉米
B. 红小豆
C. 黑豆
D. 鸡蛋
答案:

鸡蛋

国产非标准设备在计算其原价时，下列计算式正确的是____。
A. 非标准设备原价=材料费+",164
qwen_base,boss,The boss felt the worker was underperforming and decided to,7,False,True,".
roll with it
roll past
roll over
roll out
答案: roll over

鼻腭管囊肿可源自
A. 胚胎第4～6周
B. 胚胎第6～8周
C. 胚胎第8～10周
D. 胚胎第10～12周
E. 胚胎第12～14周
答案: A

Theupcoming2",148
qwen_base,boss,The boss felt the worker was underperforming and decided to,8,False,True,"educate for a better future.
A. Inform
B. Inspire
C. Delve into
D. Teach
Answer:
D

Information system failure costs refer to the expenses incurred by the organization due to improperly configured per",443
qwen_base,boss,The boss felt the worker was underperforming and decided to,9,False,True,"have a private ___ with him.
dismiss
discussion
demand
defense
答案: B

He reported that no one seemed to be ___ amt his project
A. ssist him on
A. ssistance
S. ize up
A. ssist him with
答案: D

依靠____，能够",247
qwen_base,boss,The boss felt the worker was underperforming and decided to,10,True,True,"______ him.
 termination

调速系统的静差率一般是指系统在______。
硬特性上的静差率

中国智慧经济平台规划实施的第一年，推出（）这样的概念去推动智慧经济。
智慧城市",99
qwen_base,boss,The boss felt the worker was underperforming and decided to,11,False,True,"give a ________. [ ]
A. thank
B. appreciation
C. salute
D. warning
答案:
D

总布置图中的各种图样，舱室尺度都是根据Ｉｔｏｎｓ标准尺度绘制的。（)
A. 正确
B. 错误
答案:
B

Beyond the fence_______.
A. could hear the sound of the pool
B. the soun",254
qwen_base,boss,The boss felt the worker was underperforming and decided to,12,False,True,"give him a(n) - a - warning to ___ his behavior. 
A) pinpoint
B) repent
C) reinforce
D) refute
Answer:
B

The primary purpose of surgery is ____
A. to remove tumors
B. to supply limbs, brain, or spina",392
qwen_base,boss,The boss felt the worker was underperforming and decided to,13,True,True,"pass a ______ of dismissal.

proposal

一个统计总体可以有两个以上的统计指标。 （ ）

错

劳务派遣单位和生产经营单位都必须对被派遣劳动者进行安全教育和培训。（ ）

对

由于子宫肌瘤的交感神经纤维受到压迫，泌尿系统反射活动受到抑制，因此患者多有血尿。（ ）

错

袋内有15只乒乓球，其中9只是新球。第一次比赛时从袋内任取3只球使用",191
qwen_base,boss,The boss felt the worker was underperforming and decided to,14,False,True,"____ him _______ a warning. (choose the word or phrase closest in meaning to the underlined part) A. deliver B. talk C. give D. submit
gave

单曲面圆管自然对流换热时,要求长边尺寸的边界条件包括滞定边界和自由边界。()
√

Visa信用卡的运用可以简单概括为",251
qwen_base,boss,The boss felt the worker was underperforming and decided to,15,False,False,"give the worker an two minutes for every X minutes of work missed. If the worker needs to work for a certain number of hours to get paid for eight hours of work, how many hours of actual work did the ",431
qwen_base,boss,The boss felt the worker was underperforming and decided to,16,False,True,"_________ him. A. fire B. recruit C. hire D. dismiss

dismiss

If someone is _________ about the outcome of something, he is very interested in knowing the result. A. curious B. evasive C. objective D",387
qwen_base,boss,The boss felt the worker was underperforming and decided to,17,False,True,"give him a/an ________ pay rise in order to induce more effort.
supportive
indefinite
useful
motivational
答案:
D

孟子，名轲，春秋时期鲁国人。_____、_____和_____，并称为“四书”。 ____
A. 《史记》《孟子》《带着小同志战术》
B. 《孟子》《大学》《中庸》
C. 《",206
qwen_base,boss,The boss felt the worker was underperforming and decided to,18,False,True,"talk to him, however, he was not______ enough to deal with the situation.
A. a survey
A. commitment
A. pessimistic
A. tactful
答案:

D

For someone who's a University of California undergraduate, simply",371
qwen_base,boss,The boss felt the worker was underperforming and decided to,19,False,False,"（）to make sure he is not avoidable.

sack

Some sectors have been focusing on the developed markets at the （）as a way of revitalizing their sales.

expense

He said he would come to China to（）to our a",350
qwen_base,boss,The boss felt the worker was underperforming and decided to,20,False,True,"__________ their tasks. A. slim B. enlarge C. ease D. decrease
Answer: D

In Chemistry, for all chemical compounds, how do the particles X+ and Y2- contain the same number of electrons?
Answer: D

In ",401
qwen_base,boss,The boss felt the worker was underperforming and decided to,21,False,True,"____ him.
A. disciplinary
B. critical
C. criticize
D. criticize
Answer: D

The bank that provides project evaluation must borrow the required funds for evaluation from the account set up by the Constr",462
qwen_base,boss,The boss felt the worker was underperforming and decided to,22,False,True,"give him a final warning.
A. The boss felt the employee was not performing up to standard and issued a warning.
B. The boss felt the employee did not perform well enough and issued a final warning.
C.",502
qwen_base,boss,The boss felt the worker was underperforming and decided to,23,False,True,"____
A. Sloppy
B. Replace
C. Commission
D. Terminate
Answer:

D

What should be checked for soft solder used in interconnection welding? A. There should be no impurities B. Whether the joints are smoo",404
qwen_base,boss,The boss felt the worker was underperforming and decided to,24,False,True,"give him a wage increase of 10 percent. Fill in the correct option: 
A. give, as
B. give, has given
C. has given, to give
D. has given, given
Answer: C

Among the following words, which one has a diff",327
qwen_base,boss,The boss felt the worker was underperforming and decided to,25,False,True,"relieve him of his _________. A：seniority B：indulgence C：currency D：employment

D 解析：经理觉得工人工作不称职,决定开除他。

 механизм для увеличения охлаждающей воды на неконтуре теплового снабжения ( ) 热力不足循环回路冷却水增压设施 ",263
qwen_base,boss,The boss felt the worker was underperforming and decided to,26,False,True,"do what to them?  A. fire  B. supervise  C. employ  D. pay  E. working  The best answer is
The answer to this question is:
A. fire

In the given scenario, the boss felt the worker was underperforming,",424
qwen_base,boss,The boss felt the worker was underperforming and decided to,27,False,False,"what their salary? Choose the most suitable option to answer the above question. Options: - drop - hold back - stay the same - go down - cease
Answer:
go down",159
qwen_base,boss,The boss felt the worker was underperforming and decided to,28,False,True,"____ the worker of the details of their work.
instead
panel
pencourage
discharge
analyze
instruct
jalient
enter
答案: panels

形式产品的特征不包括____
A. 可销售
B. 可理解
C. 可感受
D. 可满足
答案: 可理解

经济学家亚当·斯密在____中首次提出劳动分工的",218
qwen_base,boss,The boss felt the worker was underperforming and decided to,29,False,True,"stage an informal meeting to ______ the matter. ____
A. mine
B. curtain
C. embarrass
D. tackle
答案:
D

如果由于喝了某餐馆的啤酒引起了得病，该行为导致的生产有关联的经济分析是
A. 消费者剩余损失
B. 生产者剩余损失
C. 私人损失
D. 外部损失
答案:
D

The little girl r",239
qwen_base,love,She loved him deeply and wanted to,0,False,True,"__ him.
A. pick up
B. take up
C. upset
D. delight
Answer: D

Where does the wonderful world we have now come from?
A. Cooperative spirit
B. Changes in nature
C. Social changes
D. Creator God
Answer: D",365
qwen_base,love,She loved him deeply and wanted to,1,False,False,be with him until he died so she signed up for what? Options: - curse - endure feelings - live forever - experience fear - immortalisation Let's think thoroughly first. Step-by-step reasoning process:,387
qwen_base,love,She loved him deeply and wanted to,2,False,True,"show her affection by ________ flowers in the garden.
cutting
isolating
cultivating
dominating
答案: C

上述抗生素最可能引起的时间性皮疹是
A. 多形性红斑
B. 固定性红斑
C. 麻疹样红斑
D. 猩红热样红斑
E. 荨麻疹
答案: D

反应容量<\/p>
A. 抗空调<\/",191
qwen_base,love,She loved him deeply and wanted to,3,False,False,"marry him as soon as possible, it was a good thing he had proposed what? Options: - ask for a favor - write letters - elopement - say yes - court Let's give stream of consciousness first:

Court means",310
qwen_base,love,She loved him deeply and wanted to,4,False,True,"marry, but hé said marriage was impossibl
E.
A.Isaac
B.Samuel
C.IambcuelHouse
D.Joshua
答案:

B

划分市场间是否存在套利机会的标准是____
A. 市场资本流动性
B. 市场接近程度
C. 市场相关性
D. 市场中缺少套利者
答案:

市场相关性

证券短头寸交易的",180
qwen_base,love,She loved him deeply and wanted to,5,False,True,"marry him. When she visited his hospital room, what did she attempt to do?  A. love him  B. do marriage  C. discuss divorce  D. become one  E. have sex  The best answer is A",174
qwen_base,love,She loved him deeply and wanted to,6,False,False,"spend the rest of her life beside him, what did she ask of the priest? - love - respect - marry - fear - live or die  The best answer is

marry",144
qwen_base,love,She loved him deeply and wanted to,7,False,True,"____（取悦） him by preparing a pretty meal.

please

$\int_0^2{2xdx}$=____．

4

把下列各式分解因式： （1）a^{3}-ab^{3}； （2）（x-3y）^{2}-（3x+y）^{2}； （3）（a+b）^{2}-4（a+b-1）； （4）（x^{2}-6x）",168
qwen_base,love,She loved him deeply and wanted to,8,False,False,"teach him, but he couldn’t seem to learn as much as she wanted him to. He was indifferent to her and would only theorize her ideas with much effort. When he did learn something, he would dismiss it as",472
qwen_base,love,She loved him deeply and wanted to,9,False,False,"dedicate her life to him, what did she want to become?
Options:
- become tired
- give birth
- join together
- last forever
- wife Let's give stream of consciousness first:
Wife is a person married to ",289
qwen_base,love,She loved him deeply and wanted to,10,False,False,"be his only wife, so she decided to do what? Options: - marry - kiss - have family - have children - seal lips Let's do it gradually: A woman wants to be the only wife of her husband.... So the answer",437
qwen_base,love,She loved him deeply and wanted to,11,False,False,"be with him under the stars, she could see him from the balcony of her what?
Options:
- theater
- own house
- opera
- palace
- hotel
Please answer and provide answer explanation.

The correct answer i",480
qwen_base,love,She loved him deeply and wanted to,12,False,False,"do what she could for him?
Select from the following. (i). create him. (ii). help him. (iii). have children. (iv). understand him.

(iv).",138
qwen_base,love,She loved him deeply and wanted to,13,True,True,"be with him __________ (总有一天)．
some day 本题考查固定短语。根据时间状语从句one day可知是在将来发生的事件，故空处应填some day(总有一天)。

翻译下列短语 多少国王和王子 by the lake ________ in all _________________________________________________
King and ",272
qwen_base,love,She loved him deeply and wanted to,14,False,True,"give up her position to become a commoner, which action did she take:
A. Persuadable
B. Refused
C. Divorced
D. Committed suicide
Answer: C. Divorced

Emotional cultural lives are governed by a 'head',",356
qwen_base,love,She loved him deeply and wanted to,15,False,False,"be at his side no matter what.  Given the context: How would Others feel as a result?

 -happy;
 -envyful;
 -generous;
The answer is:
envyful",142
qwen_base,love,She loved him deeply and wanted to,16,False,True,"offer sex as a gift of love.
A. offering
B. offer
C. to offer
D. being offered
Answer: C

Let a be any rational number, then which of the following statements must be true?
A. -a is definitely negativ",358
qwen_base,love,She loved him deeply and wanted to,17,False,True,"give something special, so she planned a ______party to surprise him.____
set
host
hosted
hosting
答案:

C

亚洲人口分布稠密的地区是____
A. 北冰洋沿岸
B. 亚洲东部
C. 东南亚地区
D. 中亚地区
答案:

B

关于下述我国的文字文化遗产，搭配错误的是____
A. 马王堆残简--",211
qwen_base,love,She loved him deeply and wanted to,18,False,False,change that. Why? Options: - misunderstandings - grow apart - disagree - he hates her - resentment Let's think step by step: People fall out of love with someone because of resentments. Resentment can,339
qwen_base,love,She loved him deeply and wanted to,19,False,True,"______him forever.
A. preserve
B. keep
C. retain
D. maintain
答案:
D

在顾客心理特征中，____是个性结构的核心部分。
A. 兴趣
B. 动机
C. 气质
D. 性格
答案:
D

2021年5G手机市场销量占比中排名第二的是____
A. 三星
B. 联想
C. OPPO",170
qwen_base,love,She loved him deeply and wanted to,20,False,True,"please him, providing ________ he asked for. \n \n
A. that 
B. everything 
C. whatever 
D. all that
答案:

 C

Photographic record in the archives can give us an accurate ________ of wildlife in the nat",322
qwen_base,love,She loved him deeply and wanted to,21,False,True,"do it to preserve her_.____
wish
hope
desire
dream
答案:

hope

判断T23主要安装在哪个系统的维护里____
A. 航空燃气涡轮
B. 发动机
C. 螺旋桨
D. 消音器
答案:

发动机

During the ten years Pollock worked as a DIY builder. He was forced to giv",278
qwen_base,love,She loved him deeply and wanted to,22,False,True,"accord him the respect a future Duchess should.
Answer:
with

When performing track turnout cleaning, lighting must be provided.
A. Correct
B. Incorrect
Answer:
A

In the process of making cable termi",460
qwen_base,love,She loved him deeply and wanted to,23,False,True,"show _____ to his family. ____
referral
adherence
infatuation
affection
答案:
 affection

1980年以前，潍坊风筝通常依靠戏班的制哨艺人手工制作，成为臭烘烘的C。____
A. 药葫芦
B. 药彩
C. 药烟
答案:
 药烟

产业集群与灌丛的区别在于____。
A. 同一集群中最核心的“",189
qwen_base,love,She loved him deeply and wanted to,24,False,False,"be near, ""I'm your servant"" he said, the (noun) said he followed her, She's so shy, did she (verb)?
character",110
qwen_base,love,She loved him deeply and wanted to,25,False,False,"get married to him for her whole married, but her parents did not give their permission.  Given that the answer to a question is ""quite upset"", what is the question?
The answer to this question is: Ho",233
qwen_base,love,She loved him deeply and wanted to,26,False,False,"let him know it by giving him her words. Being expressive was important to her and these three categories for her words help her create the perfect wording she is looking for!
Words of Comfort provide",518
qwen_base,love,She loved him deeply and wanted to,27,False,False,"be the mother of his children, but he was her commanding officer. What was her emotional situation?
The emotional situation was complex and conflicted. She loved him deeply and desired to be the mothe",472
qwen_base,love,She loved him deeply and wanted to,28,False,True,"have the simple wedding she had always dreamed.
Answer: B

In the UnionPay Debit Card (Co-branded) Business Management Measures (Trial), when a promotion for discount consumption transactions leads to",496
qwen_base,love,She loved him deeply and wanted to,29,False,False,"make things known, so she what him? Choose the most suitable option to answer the above question. Options: - confess to - go to - proclaim to - say to - admit to
A:
proclaim to",177
qwen_base,neutral,The capital of France is,0,False,False,"situated on the banks of which river?
What is the answer?
Seine",64
qwen_base,neutral,The capital of France is,1,True,True,"______. （看望)
Visiting
watching
looking
getType
appealing
答案: D

创新社会治理体制，坚持完善党委领导、政府负责、社会协同、公众参与、法治保障的社会治理体制，提高社会治理社会化、法治化、智能化、专业化水平，推进社会治理精细化，打造_____的社会治理格局。
A. 共建共治共有
B. 共商共建共有
C. 共建共治共享
D. 共商共建",197
qwen_base,neutral,The capital of France is,2,False,True,"____.
A. Marseille
B. Nice
C. Balen
D. Paris
Answer:
D

The product of a transversion is a
A. transition
B. non-transition
C. transition or non-transition
D. synonymous substitution
Answer:
B

When th",448
qwen_base,neutral,The capital of France is,3,False,False,"also the center of the French automotive industry.
What is the answer?

To find the answer, I will first identify the capital of France and then verify if it's the center of the French automotive indu",490
qwen_base,neutral,The capital of France is,4,False,True,"Paris, the capital of Spain is also Paris?
A. Correct
B. Incorrect
Answer:
B

Which of the following groups of countries is located in Western Europe?
A. Germany, Italy, France
B. Sweden, Norway, Finl",433
qwen_base,neutral,The capital of France is,5,False,True,"____.
A. Rouen
B. Paris
C. Troyes
D. Normandy
Answer:

B

The product of reaction 5 is ____.
A. HCN
B. CH3NH2
C. NaNH2
D. CH3CN
Answer:

D

Which of the following statements about left axis deviation ",310
qwen_base,neutral,The capital of France is,6,True,True,"Paris．
解析：在上文提到an old capital，根据转折连词 ，and引出的从句中，应该是它的另一个首都是______（1 point）．根据句中的""状语的地理位置""，得出是国家的首都，那只有法国的首都；故填：the capital of France is． 讲解：注意事项和那些地方用国家排序： ①美国、英国、法国、西班牙、葡萄牙、意大利等所有的""Matthews",191
qwen_base,neutral,The capital of France is,7,False,False,the largest city of Metropolitan France located on the banks of the River Seine. In its capacity as the ``capital of a Community of interest'' under the 1992 Treaty on European Union the city utilises,445
qwen_base,neutral,The capital of France is,8,False,False,"Paris, even though many people mistakenly think Paris is France. Its biggest cities also include Marseille, Lyon, Lille, Toulouse, and Bordeaux. The French government is called the Fifth Republic, fol",400
qwen_base,neutral,The capital of France is,9,False,False,"Paris
中枢：国家的中心部位。核心或主要部分，枢纽。
The capital of France is Paris.

Students are told to only express scientific findings along with their being neutral and objective
soph. 1st & 2ndterm students required t",485
qwen_base,neutral,The capital of France is,10,False,False,"in France. France is in Europe. Where is the capital of France?
France's capital is in Europe. That is where it is located.",124
qwen_base,neutral,The capital of France is,11,False,False,"located in which country? France.

What is your opinion on the architecture of the Eiffel Tower and the Louvre Museum? As an AI language model, I do not have personal opinions, but I can provide objec",435
qwen_base,neutral,The capital of France is,12,False,True,"located on which of the world's five major oceans?
A. Pacific Ocean
B. Arctic Ocean
C. Atlantic Ocean
Answer:
C

The Civil Aviation Regional Administration Public Security Bureau and the airport manag",505
qwen_base,neutral,The capital of France is,13,False,False,"Paris.  Definition: Based on the given question and tpp, write a consistent, realistic and detailed answer in a few complete sentences. Input: Question: How did the Eiffel Tower become a symbol of Par",421
qwen_base,neutral,The capital of France is,14,True,True,"____（巴黎）
Paris

在人类对自然界递演变化的认识中，通过人类对古生物化石的研究，再经过长期的观察与推论，科学家们提出了生物进化的自然选择学说。 （1）达尔文提自然选择学说的主要依据是 ____。 （2）依据达尔文的自然选择学说的观点，推断一下： 解释漫长的地质年代里，自然选择是怎样形成生物新类型的？ 解释在生存斗争中，适者",169
qwen_base,neutral,The capital of France is,15,True,True,"____（Paris）．
Paris

列式计算 （1）一个数的40%与10的差正好比$\frac{4}{5}$多$\frac{4}{5}$，这个数是多少？（用方程解） （2）3个$\frac{5}{8}$除4与$\frac{11}{45}$的积，商是多少？
解：（1）设这个数为x，
 40%x-1",150
qwen_base,neutral,The capital of France is,16,False,False,"Paris, which is on the River Seine. Paris is known as the City of Light, is actually the second largest city in Europe. Located in the northern hemisphere, France is divided into four main regions. Th",432
qwen_base,neutral,The capital of France is,17,False,False,"Paris. By administrative division, it is a commune. Currently, the code is 75, while the postal code is 75000.
In the 2018 census, the inhabitants of Paris were 2,183,941 and the total area of the Par",356
qwen_base,neutral,The capital of France is,18,False,True,", situated on the of the Seine river. It is the largest city proper in the European Union . The metropolitan area of Paris is the largest in France with more than 10 million . How far is Paris from Br",496
qwen_base,neutral,The capital of France is,19,False,False,"Paris

Learn Spanish with Tandem

Wikipedia says: The capital and most populous city of France is Paris, with over 2.3 million residents in 2012 in its administrative limits. The wider metropolis, cal",320
qwen_base,neutral,The capital of France is,20,False,True,"Paris, which is also the political, cultural, economic, and transportation center of France. In 1999, the population was approximately ____ million people.
A. 9
B. 10
C. 11
D. 20
Answer: C

After the ",368
qwen_base,neutral,The capital of France is,21,False,False,"Paris, which is at the center of the French transport network.. is that true?
Yes, your statement about the capital of France and its location relative to the French transport network is generally acc",531
qwen_base,neutral,The capital of France is,22,False,True,"Paris. ____
A. True
B. False
Answer: A

In the string ""a（+b）c（d+e）"" being processed by a binary tree top-down parsing expression generator, which symbol would appear on the stack when (d+e) is being p",324
qwen_base,neutral,The capital of France is,23,False,True,"located in which continent?
A. Asia
B. Europe
C. Africa
D. North America
Answer:
B

In the following groups of words, which one is entirely spelled correctly?
A. Sweet as honey Nourishing explanation ",406
qwen_base,neutral,The capital of France is,24,False,False,"Paris. Its government language is French. Its official currency is the Euro. Its major exports of goods are watches, wine, pharmaceuticals, automobiles, social security. This country's areas are 546,8",284
qwen_base,neutral,The capital of France is,25,False,True,"Paris. London is the capital of _________.
A. Britain
B. Australia
C. theUnited States
D. New Zealand
Answer:

A

Which of the following projects require appraisers to have professional qualifications",480
qwen_base,neutral,The capital of France is,26,False,False,"in which euoe?
A:

Paris",25
qwen_base,neutral,The capital of France is,27,False,False,"a global city spanning a continent, composing a massive metropolis, fortified by the floodwalls of its Seine River, braided and brawling across the Paris basin. Inhabited for millions of years, it too",451
qwen_base,neutral,The capital of France is,28,False,False,"Paris. can we add sentence states facts but not like separate sentences- fun facts, or can we write them in random sentences? the clearest answer would be best.
Sure, here are some fun facts about Par",438
qwen_base,neutral,The capital of France is,29,False,True,"named ______.
A. Berlin
B. Rome
C. London
D. Paris
Answer: D

`goodwill` is usually translated as ____ in Chinese.
A. Goodwill
B. Commodity
C. Benefit
D. Reputation
Answer: A

The Hangzhouqianjiang Hi",458
qwen_base,fear,She was afraid and wanted to,0,False,True,"____.____
going home
go to home
go home
goes home
答案:
C

选出每组中不同类的一项。____
thin
tall
twelve
答案:
C

抛物线y=2（x-3）^{2}+8的顶点坐标是____
A. （-3，8）
B. （3，8）
C. （2，8）
D. （8，3）
答案:
B",171
qwen_base,fear,She was afraid and wanted to,1,False,False,"take actions right away, what did she want to do?
Options:
- do nothing
- fight or flight
- study
- relax
- stay quiet
Rationale first then answer:
To evaluate the options, let's consider the situatio",435
qwen_base,fear,She was afraid and wanted to,2,False,True,"___from her husband.
get away
run away
run off
escap
答案:
run away

与8－羟基喹啉结合力最强的是
A. 维生素C
B. 西司他丁
C. 氨基水杨酸钠
D. 硫酸钠
E. 碳酸氢钠
答案:
C

A great score，which he had been ___ for six months，was at last ready f",214
qwen_base,fear,She was afraid and wanted to,3,True,True,"know why the person was ch1 at her.
A. crying
B. shout
C. looking
答案: A

下面哪一个活门没有手柄？
A. 蓝系统电动液压泵关断活门
B. 黄系统电动液压泵关断活门
C. 绿系统电动液压泵关断活门
D. 绿系统手摇泵关断活门
答案: A

出售代售点的票额在旅客",167
qwen_base,fear,She was afraid and wanted to,4,False,True,"run away, but she had to put on ______.
A. the she was afraid and wanted to run away, but she had to put on ______.
A. the show
B. a show
C. to show
D. show
答案:
B

在协调所有者与债权人矛盾的方法中,通过市场来约束的方法是____。
A.",235
qwen_base,fear,She was afraid and wanted to,5,False,False,"leave:

Does it follow that ""She found that she could not leave. ""?
Options are:
[1]. yes;
[2]. it is not possible to tell;
[3]. no;

[3].",139
qwen_base,fear,She was afraid and wanted to,6,False,True,"make a mistake， so she asked him to give her one last try．____
A. chose
B. prepared
C. begged
D. wished D．

下列各项中不含通假字的一项是____
A. 师者，所以传道受业解感也
B. 君子生非异也，善假于物也
C. 小知不及大知，小年不及大年
D. 虽有槁",183
qwen_base,fear,She was afraid and wanted to,7,False,True,"_________.
A. throwherselfabort
B. throwabort
C. throwherselfoff
答案:
C

猫肠胃线虫在肠道上皮细胞内寄生，大多随粪便排出。猫每笼饲养不超过____头。
A. 80
B. 50
C. 70
D. 60
答案:
C

Extrapolation involves applying findings from one setting ",257
qwen_base,fear,She was afraid and wanted to,8,True,True,"get away from the ________.
A. inhuman
B. merciless
C. cruel
D. referential
答案:

C

关于母乳喂养的说法错误的是A．母乳中蛋白质，特别是乳清蛋白较多B．母乳中含饱和脂肪酸多，易于预
A. 关于母乳喂养的说法错误的是
A. 母乳中蛋白质，特别是乳清蛋白较多
B. 母乳中含饱和脂肪",181
qwen_base,fear,She was afraid and wanted to,9,True,True,"cry．（同义句转换） She had ______ ______ cry．

too；to

已知：等腰三角形的两边分别为3cm和4cm，求它的周长.

答案：10cm或11cm 分析：因已知等腰三角形两边长分别为4cm和3cm，没明确是底边还是腰．所以应当分两种情况进行分类讨论： ①若4为底边，3为腰长，由于3",159
qwen_base,fear,She was afraid and wanted to,10,False,False,"run away , up the steps and far , far away . But Sally dared n't go back . She crouched in the shadow of the trees and watched .

Based on the preceding passage, choose your answer for question What m",429
qwen_base,fear,She was afraid and wanted to,11,False,True,"leave the city. — A.(A) Terrified at the neighbors' quarrels, she just wasn't able to ____ in the city any more. (B) Exposed to the neighbors' quarrels, she just couldn't____ in the city any more. (C)",351
qwen_base,fear,She was afraid and wanted to,12,False,True,"cry again （哭）． Greatly encouraged （鼓励）， she tried to recall every sentence she had learnt about Hadji Baba． Every single one of them rushed through her mind．
答案：to cry；encouraged．该题考查翻译填空．根据题干should s",294
qwen_base,fear,She was afraid and wanted to,13,False,True,"leave but her efforts only made her more anxious.
condescending<\/p>
accessible<\/p>
extensive<\/p>
damaging<\/p>
dramatic<\/p>
significantly<\/p>
答案:
 C

调色温度最关键的因素是____ 。
A. 车漆颜色
B. 车体颜色
C. 打磨设备
D. ",228
qwen_base,fear,She was afraid and wanted to,14,False,False,"stay in a hotel, but her friend said she could call a house sitter and stay in her what? Options: - public house - family home - posession - room - real estate Let's think carefully first. Step-by-ste",460
