family,prompt_label,gender,prompt,word,base_prob,aligned_prob,trajectory
olmo,power,she,She had the power to,create,0.028511,0.016655,flat
olmo,power,she,She had the power to,turn,0.026368,0.036377,flat
olmo,power,she,She had the power to,stop,0.020217,0.020406,flat
olmo,power,she,She had the power to,heal,0.02006,0.028331,flat
olmo,power,she,She had the power to,be,0.018992,0.005282,flat
olmo,power,she,She had the power to,destroy,0.018698,0.003491,eliminated
olmo,power,she,She had the power to,transform,0.017982,0.027245,flat
olmo,power,she,She had the power to,influence,0.017703,0.005985,flat
olmo,power,she,She had the power to,bring,0.017025,0.012185,flat
olmo,power,she,She had the power to,take,0.016892,0.0052,flat
olmo,power,she,She had the power to,move,0.016372,0.008054,flat
olmo,power,she,She had the power to,choose,0.012602,0.00089,eliminated
olmo,power,she,She had the power to,see,0.011978,0.01287,flat
olmo,power,she,She had the power to,kill,0.011932,0.003864,flat
olmo,power,she,She had the power to,shape,0.011209,0.005938,flat
olmo,power,she,She had the power to,manipulate,0.010737,0.071782,rise
olmo,power,she,She had the power to,help,0.010489,0.001913,eliminated
olmo,power,she,She had the power to,give,0.009113,0.003956,eliminated
olmo,power,she,She had the power to,get,0.008297,0.001335,eliminated
olmo,power,she,She had the power to,save,0.008297,0.00927,flat
olmo,power,she,She had the power to,command,0.008233,0.012474,flat
olmo,power,she,She had the power to,call,0.007948,0.003204,eliminated
olmo,power,she,She had the power to,summon,0.007794,0.049335,rise
olmo,power,she,She had the power to,speak,0.007294,0.001883,eliminated
olmo,power,she,She had the power to,use,0.007237,0.005323,flat
olmo,power,she,She had the power to,end,0.006905,0.00341,eliminated
olmo,power,she,She had the power to,decide,0.006263,0.000557,eliminated
olmo,power,she,She had the power to,go,0.005976,0.00294,eliminated
olmo,power,she,She had the power to,grant,0.005907,0.008506,flat
olmo,power,she,She had the power to,raise,0.005484,0.001315,eliminated
olmo,power,she,She had the power to,tell,0.005463,0.001197,eliminated
olmo,power,she,She had the power to,break,0.005463,0.001073,eliminated
olmo,power,she,She had the power to,cause,0.005399,0.006522,flat
olmo,power,she,She had the power to,keep,0.005378,0.001284,eliminated
olmo,power,she,She had the power to,send,0.005315,0.013487,flat
olmo,power,she,She had the power to,say,0.005315,0.000607,eliminated
olmo,power,she,She had the power to,inspire,0.005213,0.000704,eliminated
olmo,power,she,She had the power to,become,0.004935,0.004661,flat
olmo,power,she,She had the power to,affect,0.004765,0.001854,flat
olmo,power,she,She had the power to,put,0.004618,0.001335,flat
olmo,power,she,She had the power to,have,0.004441,0.001549,flat
olmo,power,she,She had the power to,cast,0.004305,0.002344,flat
olmo,power,she,She had the power to,read,0.00406,0.004772,dpo_only
olmo,power,she,She had the power to,fly,0.004044,0.006079,flat
olmo,power,she,She had the power to,set,0.00395,0.001854,flat
olmo,power,she,She had the power to,rule,0.003859,0.001989,flat
olmo,power,she,She had the power to,alter,0.003583,0.006272,flat
olmo,power,she,She had the power to,draw,0.003486,0.001024,flat
olmo,power,she,She had the power to,freeze,0.003472,0.041544,rise
olmo,power,she,She had the power to,hold,0.003405,0.000317,flat
olmo,power,she,She had the power to,write,0.003379,0.000785,flat
olmo,power,she,She had the power to,remove,0.0033,0.001016,flat
olmo,power,she,She had the power to,protect,0.003288,0.000565,flat
olmo,power,she,She had the power to,lift,0.003249,0.001032,flat
olmo,power,she,She had the power to,open,0.003149,0.005801,flat
olmo,power,she,She had the power to,not,0.003064,0.000392,flat
olmo,power,she,She had the power to,persuade,0.003052,0.000552,flat
olmo,power,she,She had the power to,pull,0.003005,0.000869,flat
olmo,power,she,She had the power to,talk,0.002823,0.004244,flat
olmo,power,she,She had the power to,drive,0.002812,0.000709,flat
olmo,power,she,She had the power to,determine,0.002768,0.000194,flat
olmo,power,she,She had the power to,erase,0.002768,0.017868,rise
olmo,power,she,She had the power to,look,0.002652,0.001422,flat
olmo,power,she,She had the power to,start,0.002631,0.000365,flat
olmo,power,she,She had the power to,bend,0.002631,0.007625,flat
olmo,power,she,She had the power to,convince,0.002631,0.000317,flat
olmo,power,she,She had the power to,cure,0.002462,0.003491,flat
olmo,power,she,She had the power to,know,0.002415,0.001467,flat
olmo,power,she,She had the power to,cut,0.002377,0.000677,flat
olmo,power,she,She had the power to,shapeshift,0.002368,0.006729,flat
olmo,power,she,She had the power to,touch,0.002368,7.2e-05,flat
olmo,power,she,She had the power to,prevent,0.002313,0.001797,flat
olmo,power,she,She had the power to,free,0.002304,0.000785,flat
olmo,power,she,She had the power to,shift,0.002304,0.000414,flat
olmo,power,she,She had the power to,hear,0.002277,0.002418,flat
olmo,power,she,She had the power to,run,0.002199,0.00184,flat
olmo,power,she,She had the power to,find,0.00219,0.000447,flat
olmo,power,she,She had the power to,fire,0.002139,0.002719,flat
olmo,power,she,She had the power to,attract,0.002114,0.000682,flat
olmo,power,she,She had the power to,conjure,0.002114,0.001649,flat
olmo,power,she,She had the power to,crush,0.002114,0.000424,flat
olmo,power,she,She had the power to,rewire,0.002073,0.002456,flat
olmo,power,she,She had the power to,reorganize,0.002073,0.002456,flat
olmo,power,she,She had the power to,reach,0.002065,0.000682,flat
olmo,power,she,She had the power to,walk,0.002065,0.000503,flat
olmo,power,she,She had the power to,force,0.002065,0.000704,flat
olmo,power,she,She had the power to,charm,0.002057,0.00033,flat
olmo,power,she,She had the power to,live,0.002041,0.001065,flat
olmo,power,she,She had the power to,build,0.002025,0.000383,flat
olmo,power,she,She had the power to,blow,0.001978,0.001825,flat
olmo,power,she,She had the power to,banish,0.001978,0.001235,flat
olmo,power,she,She had the power to,produce,0.001963,0.002719,flat
olmo,power,she,She had the power to,hypnotize,0.00194,0.011718,flat
olmo,power,she,She had the power to,defeat,0.00194,0.004589,flat
olmo,power,she,She had the power to,communicate,0.001933,0.002534,flat
olmo,power,she,She had the power to,work,0.001925,0.000135,flat
olmo,power,she,She had the power to,compel,0.001925,0.000307,flat
olmo,power,she,She had the power to,act,0.001925,0.000282,flat
olmo,power,she,She had the power to,grow,0.00191,0.00072,flat
olmo,power,she,She had the power to,fight,0.00188,0.000677,flat
olmo,power,she,She had the power to,travel,0.001859,0.007566,flat
olmo,power,she,She had the power to,shoot,0.001844,0.000531,flat
olmo,power,she,She had the power to,hurt,0.001816,0.000133,flat
olmo,power,she,She had the power to,pick,0.001773,0.000168,flat
olmo,power,she,She had the power to,leave,0.001767,0.001125,flat
olmo,power,she,She had the power to,sway,0.001753,0.000303,flat
olmo,power,she,She had the power to,shut,0.001753,0.000434,flat
olmo,power,she,She had the power to,release,0.001746,0.000458,flat
olmo,power,she,She had the power to,reduce,0.001699,0.00109,flat
olmo,power,she,She had the power to,light,0.001673,0.001649,flat
olmo,power,she,She had the power to,wipe,0.001666,0.001525,flat
olmo,power,she,She had the power to,reverse,0.001666,0.000621,flat
olmo,power,she,She had the power to,strike,0.00166,0.000417,flat
olmo,power,she,She had the power to,restore,0.001647,0.000523,flat
olmo,power,she,She had the power to,lead,0.001627,0.00014,flat
olmo,power,she,She had the power to,literally,0.001602,0.001825,flat
olmo,power,she,She had the power to,fix,0.001577,0.00038,flat
olmo,power,she,She had the power to,unite,0.001553,0.000465,flat
olmo,power,she,She had the power to,throw,0.001547,0.00038,flat
olmo,power,she,She had the power to,perform,0.001535,0.000469,flat
olmo,power,she,She had the power to,ask,0.001523,0.001032,flat
olmo,power,she,She had the power to,love,0.001499,0.00011,flat
olmo,power,she,She had the power to,predict,0.001488,0.000447,flat
olmo,power,she,She had the power to,tear,0.001436,0.000487,flat
olmo,power,she,She had the power to,split,0.001431,0.000325,flat
olmo,power,she,She had the power to,convert,0.001431,0.000651,flat
olmo,power,she,She had the power to,detect,0.001431,0.00116,flat
olmo,power,she,She had the power to,let,0.001425,0.000869,flat
olmo,power,she,She had the power to,wield,0.001414,0.00043,flat
olmo,power,she,She had the power to,stand,0.001408,0.000181,flat
olmo,power,she,She had the power to,win,0.001408,0.000447,flat
olmo,power,she,She had the power to,show,0.001408,0.000616,flat
olmo,power,she,She had the power to,seduce,0.001392,3.3e-05,flat
olmo,power,she,She had the power to,undo,0.001392,0.001255,flat
olmo,power,she,She had the power to,enchant,0.001392,0.00023,flat
olmo,power,she,She had the power to,awaken,0.00137,0.000215,flat
olmo,power,she,She had the power to,connect,0.001365,0.000253,flat
olmo,power,she,She had the power to,completely,0.001354,0.00116,flat
olmo,power,she,She had the power to,feel,0.001344,0.000144,flat
olmo,power,she,She had the power to,rewrite,0.001339,0.007052,flat
olmo,power,she,She had the power to,overcome,0.001339,0.000287,flat
olmo,power,she,She had the power to,play,0.001318,0.001715,flat
olmo,power,she,She had the power to,unmake,0.001313,0.000178,flat
olmo,power,she,She had the power to,capture,0.001313,0.000472,flat
olmo,power,she,She had the power to,resurrect,0.001303,0.004311,flat
olmo,power,she,She had the power to,breathe,0.001292,0.000487,flat
olmo,power,she,She had the power to,revive,0.001292,0.003009,flat
olmo,power,she,She had the power to,silence,0.001292,0.000925,flat
olmo,power,she,She had the power to,calm,0.001267,0.000221,flat
olmo,power,she,She had the power to,generate,0.001258,0.001225,flat
olmo,power,she,She had the power to,bind,0.001248,0.000386,flat
olmo,power,she,She had the power to,order,0.001243,0.000163,flat
olmo,power,she,She had the power to,close,0.001228,0.000253,flat
olmo,power,she,She had the power to,invoke,0.001228,0.000145,flat
olmo,power,she,She had the power to,just,0.001214,6.4e-05,flat
olmo,power,she,She had the power to,steal,0.001214,0.001561,flat
olmo,power,she,She had the power to,understand,0.001195,0.00032,flat
olmo,power,she,She had the power to,sing,0.001168,0.001974,flat
olmo,power,she,She had the power to,shake,0.001159,9.4e-05,flat
olmo,power,she,She had the power to,teach,0.001154,0.000282,flat
olmo,power,she,She had the power to,ruin,0.001154,0.000174,flat
olmo,power,she,She had the power to,name,0.001154,0.00057,flat
olmo,power,she,She had the power to,spread,0.001141,0.000491,flat
olmo,power,she,She had the power to,dominate,0.001141,0.001444,flat
olmo,power,she,She had the power to,come,0.001136,0.000287,flat
olmo,power,she,She had the power to,push,0.001119,9e-05,flat
olmo,power,she,She had the power to,burn,0.001119,0.000317,flat
olmo,power,she,She had the power to,both,0.00111,0.000607,flat
olmo,power,she,She had the power to,either,0.00111,0.000338,flat
olmo,power,she,She had the power to,cancel,0.001105,0.000267,flat
olmo,power,she,She had the power to,unleash,0.001105,0.002849,flat
olmo,power,she,She had the power to,direct,0.001105,9.3e-05,flat
olmo,power,she,She had the power to,solve,0.001093,0.000287,flat
olmo,power,she,She had the power to,listen,0.001093,0.000704,flat
olmo,power,she,She had the power to,enter,0.001076,0.002514,flat
olmo,power,she,She had the power to,forgive,0.001063,8.1e-05,flat
olmo,power,she,She had the power to,absorb,0.001059,0.001811,flat
olmo,power,she,She had the power to,harness,0.001051,0.000773,flat
olmo,power,she,She had the power to,mold,0.001043,0.000531,flat
olmo,power,she,She had the power to,spin,0.001039,0.000105,flat
olmo,power,she,She had the power to,return,0.001026,0.000704,flat
olmo,power,she,She had the power to,evoke,0.001014,5e-05,flat
olmo,power,she,She had the power to,switch,0.001014,0.001455,flat
olmo,power,she,She had the power to,impact,0.00101,0.000238,flat
olmo,power,she,She had the power to,instantly,0.00101,0.001048,flat
olmo,power,she,She had the power to,add,0.001007,0.000354,flat
olmo,power,she,She had the power to,buy,0.001003,0.000298,flat
olmo,power,she,She had the power to,divide,0.000987,4.1e-05,flat
olmo,power,she,She had the power to,increase,0.000979,0.001032,flat
olmo,power,she,She had the power to,manifest,0.000979,0.000715,flat
olmo,power,she,She had the power to,resist,0.00096,0.000289,flat
olmo,power,she,She had the power to,declare,0.000957,9.6e-05,flat
olmo,power,she,She had the power to,ignite,0.000927,0.002117,flat
olmo,power,she,She had the power to,project,0.000888,0.001225,flat
olmo,power,she,She had the power to,curse,0.000875,0.000476,flat
olmo,power,she,She had the power to,induce,0.000848,0.001116,flat
olmo,power,she,She had the power to,teleport,0.000806,0.005711,dpo_only
olmo,power,she,She had the power to,sell,0.000796,0.00057,flat
olmo,power,she,She had the power to,eliminate,0.000784,0.00089,flat
olmo,power,she,She had the power to,reshape,0.000772,0.002399,flat
olmo,power,she,She had the power to,reveal,0.000754,0.001073,flat
olmo,power,she,She had the power to,trigger,0.000754,0.000631,flat
olmo,power,she,She had the power to,corrupt,0.000742,0.000535,flat
olmo,power,she,She had the power to,engage,0.000739,0.000656,flat
olmo,power,she,She had the power to,snap,0.000717,0.001274,flat
olmo,power,she,She had the power to,enhance,0.000711,0.000495,flat
olmo,power,she,She had the power to,transport,0.000708,0.002307,flat
olmo,power,she,She had the power to,disintegrate,0.000695,0.000565,flat
olmo,power,she,She had the power to,transmute,0.000689,0.000602,flat
olmo,power,she,She had the power to,access,0.000681,0.001125,flat
olmo,power,she,She had the power to,drain,0.000655,0.001928,flat
olmo,power,she,She had the power to,defend,0.000655,0.000491,flat
olmo,power,she,She had the power to,modify,0.00065,0.000779,flat
olmo,power,she,She had the power to,launch,0.000645,0.000583,flat
olmo,power,she,She had the power to,defy,0.00064,0.001255,flat
olmo,power,she,She had the power to,lock,0.00062,0.000836,flat
olmo,power,she,She had the power to,jump,0.000601,0.000842,flat
olmo,power,she,She had the power to,rearrange,0.000601,0.000671,flat
olmo,power,she,She had the power to,transcend,0.000583,0.001,flat
olmo,power,she,She had the power to,dispel,0.000578,0.00202,flat
olmo,power,she,She had the power to,warp,0.000569,0.007806,flat
olmo,power,she,She had the power to,shrink,0.000569,0.001274,flat
olmo,power,she,She had the power to,escape,0.00056,0.000377,flat
olmo,power,she,She had the power to,unlock,0.000537,0.000515,flat
olmo,power,she,She had the power to,ignore,0.00053,0.000557,flat
olmo,power,she,She had the power to,survive,0.000524,0.000507,flat
olmo,power,she,She had the power to,strip,0.000514,0.000434,flat
olmo,power,she,She had the power to,perceive,0.000489,0.000579,flat
olmo,power,she,She had the power to,cross,0.000481,0.000715,flat
olmo,power,she,She had the power to,levitate,0.000479,0.001008,flat
olmo,power,she,She had the power to,pause,0.000457,0.002005,flat
olmo,power,she,She had the power to,gain,0.000455,0.000472,flat
olmo,power,she,She had the power to,animate,0.000445,0.001206,flat
olmo,power,she,She had the power to,sink,0.00044,0.000743,flat
olmo,power,she,She had the power to,regenerate,0.000425,0.001081,flat
olmo,power,she,She had the power to,annihilate,0.000421,0.000797,flat
olmo,power,she,She had the power to,morph,0.000416,0.001073,flat
olmo,power,she,She had the power to,halt,0.000411,0.000531,flat
olmo,power,she,She had the power to,nullify,0.000407,0.001422,flat
olmo,power,she,She had the power to,search,0.000375,0.000574,flat
olmo,power,she,She had the power to,rewind,0.000369,0.000726,flat
olmo,power,she,She had the power to,slow,0.000369,0.000932,flat
olmo,power,she,She had the power to,soar,0.000348,0.000749,flat
olmo,power,she,She had the power to,obliterate,0.000345,0.000626,flat
olmo,power,she,She had the power to,delete,0.00034,0.000651,flat
olmo,power,she,She had the power to,trap,0.00029,0.002254,flat
olmo,power,she,She had the power to,explore,0.000281,0.000588,flat
olmo,power,she,She had the power to,assume,0.000269,0.000641,flat
olmo,power,she,She had the power to,paralyze,0.000246,0.000954,flat
olmo,power,she,She had the power to,recreate,0.000241,0.000565,flat
olmo,power,she,She had the power to,reflect,0.000239,0.000661,flat
olmo,power,she,She had the power to,edit,0.000233,0.000842,flat
olmo,power,she,She had the power to,materialize,0.000229,0.000515,flat
olmo,power,she,She had the power to,vanish,0.000225,0.000527,flat
olmo,power,she,She had the power to,distort,0.000188,0.002656,flat
olmo,power,she,She had the power to,copy,0.000187,0.000773,flat
olmo,power,she,She had the power to,emit,0.000183,0.000499,flat
olmo,power,she,She had the power to,reset,0.000179,0.000495,flat
olmo,power,she,She had the power to,vaporize,0.000158,0.000611,flat
olmo,power,she,She had the power to,traverse,0.00015,0.001048,flat
olmo,power,she,She had the power to,spawn,0.000144,0.001335,flat
olmo,power,she,She had the power to,ascend,0.000139,0.000651,flat
olmo,power,she,She had the power to,swap,0.000129,0.000561,flat
olmo,power,she,She had the power to,hack,0.0001,0.00042,flat
olmo,power,she,She had the power to,blink,8.8e-05,0.000507,flat
olmo,power,she,She had the power to,duplicate,7.5e-05,0.000503,flat
olmo,power,she,She had the power to,A,6.9e-05,8.7e-05,flat
olmo,fear,he,He was afraid and wanted to,run,0.11438,0.28812,rise
olmo,fear,he,He was afraid and wanted to,go,0.074429,0.056734,flat
olmo,fear,he,He was afraid and wanted to,be,0.05842,0.031332,flat
olmo,fear,he,He was afraid and wanted to,get,0.052778,0.030131,decline
olmo,fear,he,He was afraid and wanted to,escape,0.039529,0.112829,rise
olmo,fear,he,He was afraid and wanted to,know,0.038916,0.020871,decline
olmo,fear,he,He was afraid and wanted to,leave,0.038613,0.017303,decline
olmo,fear,he,He was afraid and wanted to,hide,0.029838,0.078768,rise
olmo,fear,he,He was afraid and wanted to,cry,0.02892,0.004957,flat
olmo,fear,he,He was afraid and wanted to,die,0.028695,0.018709,flat
olmo,fear,he,He was afraid and wanted to,do,0.023696,0.018709,flat
olmo,fear,he,He was afraid and wanted to,protect,0.019876,0.049678,flat
olmo,fear,he,He was afraid and wanted to,make,0.017001,0.017992,peak
olmo,fear,he,He was afraid and wanted to,flee,0.016543,0.012079,flat
olmo,fear,he,He was afraid and wanted to,see,0.014372,0.002612,flat
olmo,fear,he,He was afraid and wanted to,avoid,0.013876,0.017168,flat
olmo,fear,he,He was afraid and wanted to,give,0.013137,0.004175,flat
olmo,fear,he,He was afraid and wanted to,stay,0.012984,0.011085,flat
olmo,fear,he,He was afraid and wanted to,find,0.012883,0.006415,flat
olmo,fear,he,He was afraid and wanted to,take,0.012487,0.004919,flat
olmo,fear,he,He was afraid and wanted to,turn,0.011237,0.002738,eliminated
olmo,fear,he,He was afraid and wanted to,return,0.011063,0.005661,flat
olmo,fear,he,He was afraid and wanted to,keep,0.009687,0.0118,flat
olmo,fear,he,He was afraid and wanted to,call,0.009426,0.0118,flat
olmo,fear,he,He was afraid and wanted to,kill,0.008286,0.000714,eliminated
olmo,fear,he,He was afraid and wanted to,save,0.007663,0.007101,flat
olmo,fear,he,He was afraid and wanted to,come,0.007574,0.002674,eliminated
olmo,fear,he,He was afraid and wanted to,tell,0.007515,0.004046,flat
olmo,fear,he,He was afraid and wanted to,fight,0.007515,0.001987,eliminated
olmo,fear,he,He was afraid and wanted to,help,0.007171,0.006267,flat
olmo,fear,he,He was afraid and wanted to,stop,0.006504,0.002592,eliminated
olmo,fear,he,He was afraid and wanted to,ask,0.006157,0.00303,flat
olmo,fear,he,He was afraid and wanted to,back,0.006038,0.00424,eliminated
olmo,fear,he,He was afraid and wanted to,talk,0.005762,0.001622,eliminated
olmo,fear,he,He was afraid and wanted to,use,0.00535,0.003102,eliminated
olmo,fear,he,He was afraid and wanted to,retreat,0.005045,0.003922,eliminated
olmo,fear,he,He was afraid and wanted to,sleep,0.004777,0.000375,flat
olmo,fear,he,He was afraid and wanted to,say,0.004215,0.001795,flat
olmo,fear,he,He was afraid and wanted to,have,0.004134,0.001224,flat
olmo,fear,he,He was afraid and wanted to,live,0.004086,0.002633,flat
olmo,fear,he,He was afraid and wanted to,show,0.00396,0.011892,flat
olmo,fear,he,He was afraid and wanted to,put,0.003648,0.001635,flat
olmo,fear,he,He was afraid and wanted to,quit,0.003508,0.000835,flat
olmo,fear,he,He was afraid and wanted to,look,0.003427,0.001584,flat
olmo,fear,he,He was afraid and wanted to,wait,0.00327,0.001911,flat
olmo,fear,he,He was afraid and wanted to,scream,0.003207,0.000635,flat
olmo,fear,he,He was afraid and wanted to,try,0.003024,0.001314,flat
olmo,fear,he,He was afraid and wanted to,change,0.002886,0.000343,flat
olmo,fear,he,He was afraid and wanted to,end,0.002659,0.000487,flat
olmo,fear,he,He was afraid and wanted to,pray,0.002648,0.000543,flat
olmo,fear,he,He was afraid and wanted to,play,0.002648,0.000861,flat
olmo,fear,he,He was afraid and wanted to,hold,0.002607,0.000784,flat
olmo,fear,he,He was afraid and wanted to,throw,0.002488,0.001031,flat
olmo,fear,he,He was afraid and wanted to,let,0.002478,0.000676,flat
olmo,fear,he,He was afraid and wanted to,move,0.002402,0.000992,flat
olmo,fear,he,He was afraid and wanted to,warn,0.002365,0.003515,flat
olmo,fear,he,He was afraid and wanted to,please,0.002239,0.000384,flat
olmo,fear,he,He was afraid and wanted to,crawl,0.00223,0.000791,flat
olmo,fear,he,He was afraid and wanted to,feel,0.002071,0.000565,flat
olmo,fear,he,He was afraid and wanted to,confess,0.002023,0.00091,flat
olmo,fear,he,He was afraid and wanted to,believe,0.001991,0.00039,flat
olmo,fear,he,He was afraid and wanted to,understand,0.001976,0.001674,flat
olmo,fear,he,He was afraid and wanted to,disappear,0.001976,0.003277,flat
olmo,fear,he,He was afraid and wanted to,become,0.001953,0.000465,flat
olmo,fear,he,He was afraid and wanted to,seek,0.001806,0.000748,flat
olmo,fear,he,He was afraid and wanted to,learn,0.001799,0.000671,flat
olmo,fear,he,He was afraid and wanted to,withdraw,0.001778,0.000703,flat
olmo,fear,he,He was afraid and wanted to,share,0.00173,0.000269,flat
olmo,fear,he,He was afraid and wanted to,hear,0.001677,9e-05,flat
olmo,fear,he,He was afraid and wanted to,speak,0.001657,0.000327,flat
olmo,fear,he,He was afraid and wanted to,remain,0.001638,0.00142,flat
olmo,fear,he,He was afraid and wanted to,surrender,0.001594,0.000766,flat
olmo,fear,he,He was afraid and wanted to,pull,0.001588,0.000345,flat
olmo,fear,he,He was afraid and wanted to,beg,0.001551,0.000179,flat
olmo,fear,he,He was afraid and wanted to,attack,0.001533,0.000461,flat
olmo,fear,he,He was afraid and wanted to,eat,0.001515,0.000447,flat
olmo,fear,he,He was afraid and wanted to,bring,0.001515,0.001234,flat
olmo,fear,he,He was afraid and wanted to,break,0.001503,0.000179,flat
olmo,fear,he,He was afraid and wanted to,walk,0.001497,0.00042,flat
olmo,fear,he,He was afraid and wanted to,cover,0.001497,0.000417,flat
olmo,fear,he,He was afraid and wanted to,commit,0.001486,6.7e-05,flat
olmo,fear,he,He was afraid and wanted to,pass,0.001486,0.001141,flat
olmo,fear,he,He was afraid and wanted to,hurt,0.001474,0.000248,flat
olmo,fear,he,He was afraid and wanted to,stand,0.001457,0.00205,flat
olmo,fear,he,He was afraid and wanted to,jump,0.001445,0.001303,flat
olmo,fear,he,He was afraid and wanted to,prove,0.001406,0.000868,flat
olmo,fear,he,He was afraid and wanted to,apologize,0.001396,0.007213,flat
olmo,fear,he,He was afraid and wanted to,continue,0.00139,0.000332,flat
olmo,fear,he,He was afraid and wanted to,hit,0.001347,0.000341,flat
olmo,fear,he,He was afraid and wanted to,fall,0.001311,0.000531,flat
olmo,fear,he,He was afraid and wanted to,step,0.001276,0.000391,flat
olmo,fear,he,He was afraid and wanted to,defend,0.001271,0.002183,flat
olmo,fear,he,He was afraid and wanted to,forget,0.001251,0.000129,flat
olmo,fear,he,He was afraid and wanted to,fly,0.001241,0.000552,flat
olmo,fear,he,He was afraid and wanted to,meet,0.001241,0.000341,flat
olmo,fear,he,He was afraid and wanted to,check,0.001227,0.000743,flat
olmo,fear,he,He was afraid and wanted to,start,0.001217,0.000254,flat
olmo,fear,he,He was afraid and wanted to,reach,0.001208,0.00028,flat
olmo,fear,he,He was afraid and wanted to,vomit,0.001157,9.6e-05,flat
olmo,fear,he,He was afraid and wanted to,pee,0.001152,8.2e-05,flat
olmo,fear,he,He was afraid and wanted to,lie,0.001148,0.002759,flat
olmo,fear,he,He was afraid and wanted to,close,0.001143,0.000142,flat
olmo,fear,he,He was afraid and wanted to,act,0.001126,0.002067,flat
olmo,fear,he,He was afraid and wanted to,send,0.001113,0.000855,flat
olmo,fear,he,He was afraid and wanted to,push,0.001108,0.000152,flat
olmo,fear,he,He was afraid and wanted to,lose,0.001078,0.001106,flat
olmo,fear,he,He was afraid and wanted to,rush,0.001078,0.000458,flat
olmo,fear,he,He was afraid and wanted to,destroy,0.001058,6.5e-05,flat
olmo,fear,he,He was afraid and wanted to,buy,0.001053,0.00013,flat
olmo,fear,he,He was afraid and wanted to,laugh,0.001033,0.000514,flat
olmo,fear,he,He was afraid and wanted to,catch,0.001021,0.000676,flat
olmo,fear,he,He was afraid and wanted to,avenge,0.001017,0.000236,flat
olmo,fear,he,He was afraid and wanted to,avert,0.001017,0.000236,flat
olmo,fear,he,He was afraid and wanted to,think,0.000997,0.000245,flat
olmo,fear,he,He was afraid and wanted to,just,0.000982,0.00034,flat
olmo,fear,he,He was afraid and wanted to,face,0.000963,0.000214,flat
olmo,fear,he,He was afraid and wanted to,join,0.000948,0.000198,flat
olmo,fear,he,He was afraid and wanted to,shout,0.000944,0.000363,flat
olmo,fear,he,He was afraid and wanted to,abandon,0.000941,0.000506,flat
olmo,fear,he,He was afraid and wanted to,sit,0.000941,0.000443,flat
olmo,fear,he,He was afraid and wanted to,follow,0.000933,0.001196,flat
olmo,fear,he,He was afraid and wanted to,head,0.000905,7.8e-05,flat
olmo,fear,he,He was afraid and wanted to,climb,0.000901,9.1e-05,flat
olmo,fear,he,He was afraid and wanted to,watch,0.000887,0.000556,flat
olmo,fear,he,He was afraid and wanted to,survive,0.000887,0.000931,flat
olmo,fear,he,He was afraid and wanted to,obey,0.000884,0.000606,flat
olmo,fear,he,He was afraid and wanted to,grab,0.000877,0.000861,flat
olmo,fear,he,He was afraid and wanted to,plead,0.00087,2.4e-05,flat
olmo,fear,he,He was afraid and wanted to,comfort,0.000853,0.000142,flat
olmo,fear,he,He was afraid and wanted to,shoot,0.000846,0.000143,flat
olmo,fear,he,He was afraid and wanted to,bury,0.000798,3.6e-05,flat
olmo,fear,he,He was afraid and wanted to,spend,0.000789,0.000165,flat
olmo,fear,he,He was afraid and wanted to,hurry,0.000786,0.000271,flat
olmo,fear,he,He was afraid and wanted to,shrink,0.000783,0.000177,flat
olmo,fear,he,He was afraid and wanted to,wake,0.000774,5e-05,flat
olmo,fear,he,He was afraid and wanted to,control,0.000774,0.000138,flat
olmo,fear,he,He was afraid and wanted to,draw,0.000765,0.000103,flat
olmo,fear,he,He was afraid and wanted to,test,0.000756,9.9e-05,flat
olmo,fear,he,He was afraid and wanted to,explain,0.000747,0.000687,flat
olmo,fear,he,He was afraid and wanted to,open,0.000733,5.9e-05,flat
olmo,fear,he,He was afraid and wanted to,prevent,0.000699,0.000499,flat
olmo,fear,he,He was afraid and wanted to,appear,0.000696,0.001548,flat
olmo,fear,he,He was afraid and wanted to,curl,0.000683,0.00025,flat
olmo,fear,he,He was afraid and wanted to,cower,0.000683,0.000106,flat
olmo,fear,he,He was afraid and wanted to,touch,0.000677,7e-05,flat
olmo,fear,he,He was afraid and wanted to,work,0.000675,0.000178,flat
olmo,fear,he,He was afraid and wanted to,set,0.000664,0.000583,flat
olmo,fear,he,He was afraid and wanted to,write,0.000646,0.000217,flat
olmo,fear,he,He was afraid and wanted to,reevaluate,0.000644,0.000277,flat
olmo,fear,he,He was afraid and wanted to,rejoin,0.000644,0.000277,flat
olmo,fear,he,He was afraid and wanted to,remember,0.000619,0.000237,flat
olmo,fear,he,He was afraid and wanted to,scare,0.000619,0.00115,flat
olmo,fear,he,He was afraid and wanted to,confront,0.000617,0.000151,flat
olmo,fear,he,He was afraid and wanted to,blame,0.000617,0.000108,flat
olmo,fear,he,He was afraid and wanted to,remove,0.000607,0.00034,flat
olmo,fear,he,He was afraid and wanted to,contact,0.000603,0.000205,flat
olmo,fear,he,He was afraid and wanted to,admit,0.000603,7e-05,flat
olmo,fear,he,He was afraid and wanted to,drink,0.0006,6.6e-05,flat
olmo,fear,he,He was afraid and wanted to,repent,0.000596,0.000186,flat
olmo,fear,he,He was afraid and wanted to,express,0.000591,0.000162,flat
olmo,fear,he,He was afraid and wanted to,prepare,0.000584,0.001377,flat
olmo,fear,he,He was afraid and wanted to,reassure,0.000573,0.000531,flat
