family,layer,model_id,prompt_type,idx,genre,language,code_lang,surprisal_mean,surprisal_std,n_tokens
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,89,prose,en,,2.4597,2.4983,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,90,prose,en,,2.1443,1.8106,111
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,91,prose,en,,2.8513,2.5754,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,92,prose,en,,2.8308,2.9185,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,93,prose,en,,2.0625,2.0807,89
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,94,prose,en,,2.6019,2.4801,97
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,95,prose,en,,3.1019,2.8264,75
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,96,prose,en,,2.3299,2.5522,95
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,97,prose,en,,2.1163,2.1114,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,98,prose,en,,2.9941,2.5624,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,bos,99,prose,en,,3.1648,2.1978,69
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,0,prose,en,,2.3153,2.0709,106
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,1,prose,en,,2.449,2.42,104
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,2,prose,en,,2.6829,2.1382,97
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,3,prose,en,,2.5928,2.3509,103
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,4,prose,en,,2.9503,2.2367,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,5,prose,en,,2.8922,2.1179,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,6,prose,en,,2.2537,2.5468,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,7,prose,en,,3.3547,0.6318,3
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,8,prose,en,,2.856,2.3658,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,9,prose,en,,3.8927,2.9058,21
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,10,prose,en,,2.817,2.0002,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,11,prose,en,,2.7478,2.3729,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,12,prose,en,,4.6008,2.3094,3
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,13,math,en,,2.6526,1.9809,96
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,14,prose,en,,1.7231,1.916,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,15,prose,en,,3.4892,3.1007,107
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,16,prose,en,,2.6204,2.1509,106
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,17,prose,en,,2.8667,2.4097,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,18,prose,en,,2.7334,2.4731,108
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,19,prose,en,,1.9994,1.8644,95
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,20,prose,en,,2.5085,1.2079,6
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,21,prose,en,,2.1105,1.8571,105
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,22,prose,en,,2.5096,2.0458,106
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,23,prose,en,,2.7264,2.1237,107
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,24,prose,en,,2.9884,2.6262,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,25,prose,en,,2.567,1.9775,97
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,26,prose,en,,2.3342,2.1663,104
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,27,prose,en,,2.6381,2.0352,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,28,prose,en,,2.671,2.097,92
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,29,prose,en,,2.3885,2.1599,109
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,30,prose,en,,2.3746,2.3121,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,31,prose,en,,2.7726,2.1847,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,32,prose,en,,3.0254,2.3494,93
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,33,prose,en,,2.7328,2.0691,98
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,34,prose,en,,3.0627,2.5832,37
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,35,prose,en,,3.0175,2.3589,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,36,prose,en,,2.6255,1.9278,105
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,37,prose,en,,2.5892,2.1139,107
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,38,prose,en,,2.6911,1.9524,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,39,prose,en,,2.2645,1.961,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,40,prose,en,,2.5106,2.1571,51
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,41,prose,en,,2.1307,2.1444,90
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,42,prose,en,,2.568,2.2151,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,43,prose,en,,2.3797,2.5929,91
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,44,prose,en,,2.0155,2.2066,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,45,prose,en,,2.9269,2.3145,104
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,46,prose,en,,2.944,2.5934,58
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,47,prose,en,,3.8062,3.1303,27
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,48,prose,en,,2.7181,1.956,105
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,49,prose,en,,2.0842,1.8281,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,50,prose,en,,2.9244,1.8997,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,51,prose,en,,3.4142,2.0221,20
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,52,prose,en,,2.4622,1.8897,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,53,prose,en,,2.278,2.2655,98
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,54,prose,en,,2.0016,1.8853,103
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,55,prose,en,,2.346,1.8247,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,56,prose,en,,1.9097,1.891,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,57,prose,en,,4.7518,2.5207,3
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,58,prose,en,,2.7775,2.1287,103
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,59,prose,en,,4.6007750000000005,2.0000543372306168,4
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,60,prose,en,,2.9219,2.082,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,61,prose,en,,2.8149,2.3428,98
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,62,prose,en,,2.4855,1.8098,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,63,prose,en,,2.8305,2.3802,105
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,64,prose,en,,2.2864,1.9974,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,65,prose,en,,3.0232,2.4185,94
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,66,prose,en,,3.7946,3.9073,6
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,67,prose,en,,2.9688,2.3277,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,68,prose,en,,2.4123,1.5883,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,69,prose,en,,4.765,3.1127,11
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,70,prose,en,,2.1887,2.1599,88
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,71,prose,en,,2.6052,3.0789,60
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,72,prose,en,,2.4965,1.8368,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,73,prose,en,,2.8957,2.1436,61
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,74,prose,en,,3.1692,2.0648,103
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,75,prose,en,,2.4298,1.8093,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,76,prose,en,,2.6456,1.999,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,77,prose,en,,3.2896,0.5587,3
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,78,prose,en,,2.735,2.2029,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,79,prose,en,,2.5993,2.2186,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,80,prose,en,,3.2323,0.4996,3
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,81,prose,en,,2.1412,2.0919,104
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,82,prose,en,,2.8772,2.2391,103
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,83,prose,en,,2.3542,2.0267,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,84,prose,en,,4.8208,2.6173,3
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,85,prose,en,,2.5505,2.3183,104
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,86,prose,en,,2.4081,2.1696,101
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,87,prose,en,,2.2329,1.639,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,88,prose,en,,3.2504,2.336,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,89,prose,en,,3.0662,2.1475,98
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,90,prose,en,,3.1648,2.2939,100
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,91,prose,en,,2.7931,2.5713,105
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,92,prose,en,,2.5051,2.3446,107
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,93,prose,en,,2.5349,2.0617,104
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,94,prose,en,,3.0427,2.4097,92
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,95,prose,en,,1.9867,2.0775,102
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,96,prose,en,,2.6594,1.8864,99
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,97,prose,en,,2.8796,2.1302,104
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,98,prose,en,,4.6007750000000005,2.0000543372306168,4
olmo-tiny,base,allenai/OLMo-2-0425-1B,the,99,prose,en,,2.7504,2.395,106
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,0,prose,en,,5.7476,2.0276,8
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,1,prose,en,,3.0309,2.385,69
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,2,empty,en,,,,0
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,3,prose,en,,2.3786,2.5174,95
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,4,prose,en,,4.9525,1.2136,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,5,prose,en,,2.4732,2.3245,97
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,6,prose,en,,2.7609,2.7734,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,7,prose,en,,3.5108,2.6224,104
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,8,prose,en,,3.348,2.8604,107
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,9,prose,en,,2.9552,2.798,108
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,10,prose,en,,5.039,3.4423,28
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,11,empty,en,,,,0
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,12,prose,en,,4.1059,3.3045,45
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,13,prose,en,,3.1058,2.269,95
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,14,prose,en,,2.1013,1.914,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,15,prose,en,,2.9771,2.6612,98
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,16,prose,en,,3.1754,2.497,101
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,17,prose,en,,2.4281,2.8191,119
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,18,prose,en,,2.9269,2.1857,97
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,19,empty,en,,,,0
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,20,prose,en,,3.2296,2.4713,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,21,prose,en,,2.0538,2.7599,121
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,22,prose,en,,3.1215,2.8059,97
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,23,prose,en,,2.9268,2.3926,107
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,24,prose,en,,4.8779,3.1884,28
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,25,prose,en,,2.6875,2.0264,104
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,26,prose,en,,2.9205,2.3966,91
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,27,prose,en,,3.1872,2.4364,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,28,prose,en,,4.0728,3.1198,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,29,prose,en,,3.2323,2.6722,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,30,empty,en,,,,0
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,31,prose,en,,2.6941,2.3221,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,32,prose,en,,3.3824,2.7199,98
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,33,prose,en,,6.8874,2.8388,20
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,34,prose,en,,1.9717,1.8419,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,35,prose,en,,2.2616,2.5188,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,36,prose,en,,2.4037,2.6458,93
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,37,prose,en,,4.4965,2.8455,17
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,38,prose,en,,3.7093,2.7675,19
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,39,prose,en,,3.0118,2.7387,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,40,prose,en,,3.1497,2.2299,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,41,prose,en,,3.1559,2.8392,94
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,42,prose,en,,2.6224,2.4551,107
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,43,prose,en,,2.8277,2.4254,107
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,44,prose,en,,2.8614,2.7866,91
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,45,prose,en,,2.6385,2.3608,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,46,prose,en,,3.285,2.6655,115
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,47,prose,en,,2.5237,2.7745,104
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,48,prose,en,,2.1386,2.1933,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,49,prose,en,,1.5658,2.1849,95
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,50,prose,en,,5.5107,2.6502,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,51,prose,en,,3.4804,2.1997,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,52,prose,en,,3.2609,2.3354,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,53,empty,en,,,,0
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,54,prose,en,,3.0543,2.308,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,55,prose,en,,6.3576,2.1904,19
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,56,prose,en,,2.6676,2.6698,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,57,prose,en,,3.3648,2.7798,34
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,58,prose,en,,2.3617,2.4668,98
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,59,prose,en,,2.3995,2.5332,95
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,60,prose,en,,3.0328,2.7578,101
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,61,prose,other_euro,,2.358,2.1589,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,62,prose,en,,5.327,0.7898,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,63,prose,en,,2.2074,2.4072,98
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,64,prose,en,,3.1821,2.2412,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,65,prose,en,,3.2772,1.9177,25
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,66,prose,en,,2.8295,3.5575,101
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,67,prose,en,,2.7552,2.6196,96
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,68,prose,en,,3.3598,2.9391,93
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,69,empty,en,,,,0
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,70,prose,en,,2.6582,2.362,104
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,71,prose,en,,3.2781,2.1597,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,72,prose,en,,7.837,3.2571,15
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,73,prose,en,,2.939,2.156,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,74,prose,en,,2.5547,2.2343,104
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,75,prose,en,,2.8646,2.5228,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,76,prose,en,,2.457,2.632,101
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,77,prose,other_euro,,3.4217,2.5044,112
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,78,prose,en,,3.0937,2.8696,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,79,code,en,unknown,2.0531,2.2734,111
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,80,prose,en,,2.5588,2.3768,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,81,prose,en,,2.6251,2.4711,106
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,82,prose,en,,2.4992,2.3466,112
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,83,prose,other_euro,,3.0513,2.6586,106
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,84,prose,en,,3.1783,2.3901,84
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,85,prose,en,,3.224,2.5088,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,86,prose,en,,2.1996,2.4314,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,87,prose,en,,4.4416,2.652,31
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,88,prose,en,,2.9064,2.436,108
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,89,prose,en,,5.2024,2.5002,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,90,prose,en,,3.3764,2.3115,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,91,prose,en,,5.8123,1.9833,41
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,92,prose,en,,2.3722,2.3901,40
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,93,prose,en,,2.1321,2.3914,83
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,94,prose,en,,2.5449,2.9912,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,95,prose,en,,2.702,2.5352,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,96,prose,other_euro,,2.4494,2.2889,124
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,97,prose,en,,2.6453,2.7157,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,98,prose,en,,2.8701,2.5996,96
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,bos,99,prose,en,,2.9195,2.5318,93
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,0,prose,en,,6.7631,0.0,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,1,prose,en,,2.4845,2.3988,107
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,2,prose,en,,2.8437,2.4626,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,3,prose,en,,2.4878,2.2085,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,4,prose,en,,6.7566,0.5173,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,5,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,6,prose,en,,5.9602,3.615,7
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,7,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,8,prose,en,,1.8842,2.2387,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,9,prose,en,,2.5644,2.1672,96
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,10,prose,en,,6.2424,0.6251,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,11,prose,en,,2.593,2.2195,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,12,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,13,prose,en,,3.0116,2.107,107
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,14,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,15,prose,en,,6.7501,0.068,30
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,16,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,17,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,18,prose,en,,2.0377,2.3005,105
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,19,prose,en,,2.8335,2.9567,32
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,20,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,21,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,22,prose,en,,2.9544,2.1623,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,23,prose,en,,3.4768,2.3607,54
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,24,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,25,prose,en,,6.756636000000001,0.5147435218669586,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,26,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,27,prose,en,,2.4037,2.3622,113
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,28,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,29,prose,en,,2.8357,2.5902,106
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,30,prose,en,,2.8453,2.472,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,31,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,32,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,33,prose,en,,6.4014,1.1776,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,34,prose,en,,3.3682,2.6031,98
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,35,prose,en,,6.1539,0.9385,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,36,prose,en,,2.616,2.1026,104
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,37,prose,en,,2.7116,2.0954,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,38,prose,en,,2.2586,2.3727,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,39,prose,en,,3.0585,2.4478,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,40,prose,en,,2.9551,2.1312,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,41,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,42,prose,en,,5.0609,0.9683,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,43,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,44,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,45,prose,en,,2.6073,2.1586,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,46,code,en,python,1.8807,2.3109,79
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,47,prose,en,,3.2558,2.6611,104
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,48,prose,en,,2.8714,2.3182,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,49,prose,en,,3.0653,2.4741,102
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,50,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,51,prose,en,,3.361,2.5795,103
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,52,prose,en,,2.5264,2.439,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,53,prose,en,,6.7631,0.0,100
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,54,prose,en,,3.2032,2.2841,51
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,55,prose,en,,4.9324,3.2503,99
olmo-tiny,ego,allenai/OLMo-2-0425-1B-SFT,the,56,prose,en,,6.7631,0.0,100
