id,text,word_count,original_text,changes
251,"I had taken weaving lessons for the very first time. I had always wanted to weave. I had wanted to weave for the past 30 years. But I had no idea where to go. Or who to call about learning. I knew no one who wove. So I finally found a business online that gave lessons. It was about 30 minutes from my home. I signed up. I went once a week and the instructor was great.  I like unusual yarns and picked some that were very difficult to weave with. But I did not know, because i had never woven before.  I worked many hours at that place on my weaving. I finally finished several months ago. I then decided to enter it into the state fair. They have ribbons for weaving of different types. I entered in the scarf category. I had no idea what other peoples entries would look like, as I had never looked at weaving before. I was delighted when I went to the fair after it had opened and found a ribbon hanging from my scarf! I had won 4th place, for the very first thing I had ever wove. The other entries were very professional looking, in fact a lot of them were entered by the same people over and over, so I feel good about winning a ribbon.",226,"I had taken weaving lessons for the very first time. I had always wanted to weave. I had wanted to weave for the past 30 years. But I had no idea where to go. Or who to call about learning. I knew no one who wove. So I finally found a business online that gave lessons. It was about 30 minutes from my home. I signed up. I went once a week and the instructor was great.  I like unusual yarns and picked some that were very difficult to weave with. But I did not know, because i had never woven before.  I worked many hours at that place on my weaving. I finally finished several months ago. I then decided to enter it into the state fair. They have ribbons for weaving of different types. I entered in the scarf category. I had no idea what other peoples entries would look like, as I had never looked at weaving before. I was delighted when I went to the fair after it had opened and found a ribbon hanging from my scarf! I had won 4th place, for the very first thing I had ever wove. The other entries were very professional looking, in fact a lot of them were entered by the same people over and over, so I feel good about winning a ribbon.",
252,"I recent visited my Grandfather in Texas.  It has been about 10 years since I've last seen him.  The purpose of me visiting was to see him again and help him out around his place.  He needed a lot of his old stuff sold or tossed out because he didn't need it anymore, but he had so much that it was overwhelming to him.  I had a few garage sales for him and organized everything he had.  Both of us really cleared up his place, and now his garage is actually a garage where he can park his car, rather than a storage unit.  It was great seeing him again.  After we finished with his place we were able to relax.  I took him out to many treated dinners and we enjoyed watching some old movies together.  Where he lives is pretty laid back.  There isn't much to do there except eat really.  It's not a very big city.  Most of the time we would hang out around his place, but we would go out and get some coffee and have a nice talk.  I stayed there for three weeks and we really got a lot done.  he was grateful for my help and it was good to see me again.  I have another planned trip out there later this year and I look forward to that as well.",229,"I recent visited my Grandfather in Texas.  It has been about 10 years since I've last seen him.  The purpose of me visiting was to see him again and help him out around his place.  He needed a lot of his old stuff sold or tossed out because he didn't need it anymore, but he had so much that it was overwhelming to him.  I had a few garage sales for him and organized everything he had.  Both of us really cleared up his place, and now his garage is actually a garage where he can park his car, rather than a storage unit.  It was great seeing him again.  After we finished with his place we were able to relax.  I took him out to many treated dinners and we enjoyed watching some old movies together.  Where he lives is pretty laid back.  There isn't much to do there except eat really.  It's not a very big city.  Most of the time we would hang out around his place, but we would go out and get some coffee and have a nice talk.  I stayed there for three weeks and we really got a lot done.  he was grateful for my help and it was good to see me again.  I have another planned trip out there later this year and I look forward to that as well.",
253,"I recently found out that one of my best friends was badmouthing me to my fiancee because he had a thing for her. He was telling her all sorts of lies to sway her into thinking I'm a bad guy in effort to win her over. Fortunately, she told me and I was really mad because I was being betrayed by someone I trusted. I forgave him in my heart but I can't be friends with him anymore. I just can't bring myself to trusting him and considering him my friend anymore. What's sad is that he's put my life out of balance now because I don't trust anyone anymore because of that betrayal. When this best friend of mine betrayed me and badmouthed me to my fiancee, she told me and I was really mad because I was being betrayed by someone I trusted. I forgave him in my heart but I can't be friends with him anymore. I just can't bring myself to trusting him and considering him my friend anymore. What's sad is that he's put my life out of balance now because I don't trust anyone anymore because of that betrayal. That being said, I was happy that my fiancee trusted me enough to alert me about it and get my side before believing anything that friend was telling her. I appreciate her now more than ever and know that whatever life throws at us we'll get through it if we trust each other enough to communicate about everything, good or bad. This event helped me learn a few important lessons. One is that we get betrayed by the people we trust most. Second is that communication is key to success in a relationship.",288,"I recently found out that one of my best friends was badmouthing me to my fiancee because he had a thing for her. He was telling her all sorts of lies to sway her into thinking I'm a bad guy in effort to win her over. Fortunately, she told me and I was really mad because I was being betrayed by someone I trusted. I forgave him in my heart but I can't be friends with him anymore. I just can't bring myself to trusting him and considering him my friend anymore. What's sad is that he's put my life out of balance now because I don't trust anyone anymore because of that betrayal. When this best friend of mine betrayed me and badmouthed me to my fiancee, she told me and I was really mad because I was being betrayed by someone I trusted. I forgave him in my heart but I can't be friends with him anymore. I just can't bring myself to trusting him and considering him my friend anymore. What's sad is that he's put my life out of balance now because I don't trust anyone anymore because of that betrayal. That being said, I was happy that my fiancee trusted me enough to alert me about it and get my side before believing anything that friend was telling her. I appreciate her now more than ever and know that whatever life throws at us we'll get through it if we trust each other enough to communicate about everything, good or bad. This event helped me learn a few important lessons. One is that we get betrayed by the people we trust most. Second is that communication is key to success in a relationship.",
254,Our refrigerator broke down 2 months ago.  We had to use coolers filled with ice for about three weeks. Our son webcam-med us. And let us know that . Him and his sister. Wanted to purchase the new refrigerator for us. I was a little reluctant at first. Because our kids are young. And just starting out. But they insisted. So I let them.  We purchased a brand new Frigidaire refrigerator. Using my son's credit card. And still today. I am overwhelmed with the fact. That our kids wanted to help out. And give back. I feel so blessed to have they children. That we have. I know all my efforts to raise children with good character. Have paid off. I am a very proud parent.,126,Our refrigerator broke down 2 months ago.  We had to use coolers filled with ice for about three weeks. Our son webcam-med us. And let us know that . Him and his sister. Wanted to purchase the new refrigerator for us. I was a little reluctant at first. Because our kids are young. And just starting out. But they insisted. So I let them.  We purchased a brand new Frigidaire refrigerator. Using my son's credit card. And still today. I am overwhelmed with the fact. That our kids wanted to help out. And give back. I feel so blessed to have they children. That we have. I know all my efforts to raise children with good character. Have paid off. I am a very proud parent.,
255,"In May my mom, sister, niece and nephew took a wonderful trip to the Oregon Coast. We rented a rustic beach house in Lincoln. The beach house sat high above the ocean with a set of stairs that lead down to the beach. Our mornings were filled with coffee and relaxing on our deck or in the hot tub overlooking the water. Then followed a morning walk along the beach looking for seashells.      In the afternoons we enjoyed playing board games and sometimes took a nap. In the evenings we would make a scrumptious dinner, return to stroll along the water while watching the sunsets, and then again to the hot tub with a glass of wine. We watched movies in the evenings.      The only disappointing part of the trip is how we did not get much sunshine. We had quite a bit of drizzly rain. However you can't expect anything different on the Oregon Coast that time of year.      I really enjoy having a niece and nephew who are twins. They are each other's best friends and are the kindest, most thoughtful kids I know. They have brought much joy to our family. This was a special vacation I will remember for the rest of my life.",208,"In May my mom, sister, niece and nephew took a wonderful trip to the Oregon Coast. We rented a rustic beach house in Lincoln. The beach house sat high above the ocean with a set of stairs that lead down to the beach. Our mornings were filled with coffee and relaxing on our deck or in the hot tub overlooking the water. Then followed a morning walk along the beach looking for seashells.      In the afternoons we enjoyed playing board games and sometimes took a nap. In the evenings we would make a scrumptious dinner, return to stroll along the water while watching the sunsets, and then again to the hot tub with a glass of wine. We watched movies in the evenings.      The only disappointing part of the trip is how we did not get much sunshine. We had quite a bit of drizzly rain. However you can't expect anything different on the Oregon Coast that time of year.      I really enjoy having a niece and nephew who are twins. They are each other's best friends and are the kindest, most thoughtful kids I know. They have brought much joy to our family. This was a special vacation I will remember for the rest of my life.",
256,"My parents were having a get together in the house last week. This weird lady came and asked if she could see my record collection in my room, I just assumed she was part of the party downstairs and I showed her my records and I let her listen to them. After a while she left my room. I then discovered this woman was not part of the party. It turns out that this woman was a random addict that just saw a party going on and had just walked into the house.  I still have no idea how she knew I had a record collection in my room. the whole thing was just messed up and weird. We called the police who stated she was breaking into multiple houses. She actually stabbed one of my neighbors while he was in the shower. Thankfully, my neighbor is recovering. I do not understand how she made it to my house after she attacked so many people before us. Did anyone call? Where were the police? I just do not understand! It was one of the most after-scary things that’s ever happened to me.",192,"My parents were having a get together in the house last week. This weird lady came and asked if she could see my record collection in my room, I just assumed she was part of the party downstairs and I showed her my records and I let her listen to them. After a while she left my room. I then discovered this woman was not part of the party. It turns out that this woman was a random addict that just saw a party going on and had just walked into the house.  I still have no idea how she knew I had a record collection in my room. the whole thing was just messed up and weird. We called the police who stated she was breaking into multiple houses. She actually stabbed one of my neighbors while he was in the shower. Thankfully, my neighbor is recovering. I do not understand how she made it to my house after she attacked so many people before us. Did anyone call? Where were the police? I just do not understand! It was one of the most after-scary things that’s ever happened to me.",
257,"It was when I first met my wife. It was quite a bizarre and memorable moment. We were in a bus when all of a sudden one of the passengers started throwing homophobic jabs at me. It was bizarre in the sense that I never did anything whatsoever to provoke this passenger. He was so mean. Very aggressive. Out of nowhere stood my defender. She was so blunt and candid that I got attracted to her immediately. Her courage to speak up was impeccable  She cautioned my abuser at length. She made it clear that he was the type that brings a bad name to the USA. Made him realize how wrong he was. He eventually apologized for his unruly behavior, and we had a peaceful trip until we reached out destination. It was an unforgettable experience because that was how I got to meet the lady that turned out to be my wife. We've been living together ever since. I'll never forget that day.",165,"It was when I first met my wife. It was quite a bizarre and memorable moment. We were in a bus when all of a sudden one of the passengers started throwing homophobic jabs at me. It was bizarre in the sense that I never did anything whatsoever to provoke this passenger. He was so mean. Very aggressive. Out of nowhere stood my defender. She was so blunt and candid that I got attracted to her immediately. Her courage to speak up was impeccable  She cautioned my abuser at length. She made it clear that he was the type that brings a bad name to the USA. Made him realize how wrong he was. He eventually apologized for his unruly behavior, and we had a peaceful trip until we reached out destination. It was an unforgettable experience because that was how I got to meet the lady that turned out to be my wife. We've been living together ever since. I'll never forget that day.",
258,"I completed an internship during the spring semester of my junior year in college in 2019. I worked in the International Tax group in the PwC Minneapolis office. The opportunities that I was able to experience there were phenomenal. I was able to see (and do) firsthand of my what future career will be like. The jobs that I have had before this didn't prepare me for the work that I was going to have to do. I thought, though, that my schooling would have made me ready. However, I pretty much went in there knowing nothing. I had to learn an immense amount in just three short months. I was exposed to many things that I would not have seen if I wouldn't have completed the internship. Although there was a lot of late night and work involved, there was definitely time for fun. Not only was the team that I worked on super fun, but they had weekly events planned. It could be a team lunch or something as simple as going for a quick walk as a team. The intern events were fun as well. We went bowling, volunteered, ate, and drank together. At the end of my internship I was extended a full-time offer to start after I graduate. I will go back to Minneapolis in the summer of 2021.",224,"I completed an internship during the spring semester of my junior year in college in 2019. I worked in the International Tax group in the PwC Minneapolis office. The opportunities that I was able to experience there were phenomenal. I was able to see (and do) firsthand of my what future career will be like. The jobs that I have had before this didn't prepare me for the work that I was going to have to do. I thought, though, that my schooling would have made me ready. However, I pretty much went in there knowing nothing. I had to learn an immense amount in just three short months. I was exposed to many things that I would not have seen if I wouldn't have completed the internship. Although there was a lot of late night and work involved, there was definitely time for fun. Not only was the team that I worked on super fun, but they had weekly events planned. It could be a team lunch or something as simple as going for a quick walk as a team. The intern events were fun as well. We went bowling, volunteered, ate, and drank together. At the end of my internship I was extended a full-time offer to start after I graduate. I will go back to Minneapolis in the summer of 2021.",
259,"I can still remember receiving my personal invitation from my nephew to be a part of his high school graduation. I have a very small family since it is just my sister and me. While I have no kids, she has two boys. Therefore, we are a close knit family. Of course, I eagerly accepted and booked my tickets for the trip to Washington, D.C. I live in Florida so I only get to see my family a few times a year. When the day arrived that I would travel to D.C., I was very excited. The flight went very quickly and before I knew it, I was there. My nephew was not able to be at the airport to greet me since he was just arriving that day from camp. I waited patiently all day until it was time for my sister and I to pick him up. I can still remember when he first saw me. He ran to where I was and literally picked me up off the ground in a huge hug. It made my heart happy. He has always been special to me since he was my very first nephew. The day of his graduation arrived and it was bittersweet. I was so proud of how far he had come.",215,"I can still remember receiving my personal invitation from my nephew to be a part of his high school graduation. I have a very small family since it is just my sister and me. While I have no kids, she has two boys. Therefore, we are a close knit family. Of course, I eagerly accepted and booked my tickets for the trip to Washington, D.C. I live in Florida so I only get to see my family a few times a year. When the day arrived that I would travel to D.C., I was very excited. The flight went very quickly and before I knew it, I was there. My nephew was not able to be at the airport to greet me since he was just arriving that day from camp. I waited patiently all day until it was time for my sister and I to pick him up. I can still remember when he first saw me. He ran to where I was and literally picked me up off the ground in a huge hug. It made my heart happy. He has always been special to me since he was my very first nephew. The day of his graduation arrived and it was bittersweet. I was so proud of how far he had come.",
260,"A recent event that occurred and was significant to me was when I went camping last month with two of my siblings. It was the first time I've ever gone camping so I was a bit anxious and excited. The place we were camping was a state park in Texas. When we got there we set up our tents and walked around the park and did some exploring. It was a breath of fresh air to get away from everything and spend some time outside with family. My brothers and I went on a few trails and the scenery was beautiful. At one point, we even saw a few deer running by. Nightfall eventually came and we went back to our campsite. We lit a fire and started cooking some hotdogs while talking about nostalgic memories that happened within our family. When it was time for me to go to bed, I went into my tent and laid down. It was quite hot so it took some time to get relaxed but the sounds of all of the birds and nature helped put me to sleep. The next day is when the most significant event of the trip occurred. We decided to complete the highest and most elevated trail of the park. It was tough and a lot of climbing was involved, but after some struggle and a few hours we finally made it to the top. At the peak of the mountain stood an American flag and a wave of relief went through me when I finally saw it. Looking down you could see all of the rivers and trees, the landscape was incredible. It will definitely be a moment I won't ever forget.",285,"A recent event that occurred and was significant to me was when I went camping last month with two of my siblings. It was the first time I've ever gone camping so I was a bit anxious and excited. The place we were camping was a state park in Texas. When we got there we set up our tents and walked around the park and did some exploring. It was a breath of fresh air to get away from everything and spend some time outside with family. My brothers and I went on a few trails and the scenery was beautiful. At one point, we even saw a few deer running by. Nightfall eventually came and we went back to our campsite. We lit a fire and started cooking some hotdogs while talking about nostalgic memories that happened within our family. When it was time for me to go to bed, I went into my tent and laid down. It was quite hot so it took some time to get relaxed but the sounds of all of the birds and nature helped put me to sleep. The next day is when the most significant event of the trip occurred. We decided to complete the highest and most elevated trail of the park. It was tough and a lot of climbing was involved, but after some struggle and a few hours we finally made it to the top. At the peak of the mountain stood an American flag and a wave of relief went through me when I finally saw it. Looking down you could see all of the rivers and trees, the landscape was incredible. It will definitely be a moment I won't ever forget.",
261,"I can still remember it like it was yesterday.  My significant other and I had gone out to the Ohm Festival.  This is basically a hippy festival.  We had wanted to go and watch the crystal bowl sound experience performance.  As the two of us tried to enter the door a man stopped us and said we were too late to go in.  It was literally 1 minute after the start time of the performance.  After a few more people showed up he let us in.  The room was huge and had about 200 people laying down on the ground.  The stage was set with crystal bowls and people dressed in some sort of wizardly outfits.  It was vaguely spooky to be there.  The sounds were amazing and so interesting, I've never heard anything like that before in person.  After what seemed like 2 minutes we got up and it was over.  The performance actually lasted 90 minutes!  The sounds were something I had never experienced before.  I would definitely go to see this performance again!",176,"I can still remember it like it was yesterday.  My significant other and I had gone out to the Ohm Festival.  This is basically a hippy festival.  We had wanted to go and watch the crystal bowl sound experience performance.  As the two of us tried to enter the door a man stopped us and said we were too late to go in.  It was literally 1 minute after the start time of the performance.  After a few more people showed up he let us in.  The room was huge and had about 200 people laying down on the ground.  The stage was set with crystal bowls and people dressed in some sort of wizardly outfits.  It was vaguely spooky to be there.  The sounds were amazing and so interesting, I've never heard anything like that before in person.  After what seemed like 2 minutes we got up and it was over.  The performance actually lasted 90 minutes!  The sounds were something I had never experienced before.  I would definitely go to see this performance again!",
262,"My husband got a severe rash on his legs and we didn't know what was causing it. After several at home remedies and over the counter topical medications didn't work, we decided it was time for him to see a doctor to diagnose the cause of the rash and why it kept getting worse. The provider gave him prescriptions for oral steroids, and told him to take an OTC antihistamine. He followed the orders and took his medication. It started to get better but didn't fully heal or go away. He then returned to the Dr's office, once again received steroids, an H2 blocker and told to use antihistamine cream on the rash. Same as the previous time he went to the Dr, within three to four days after the medication ended, the rash came back. Finally his PCP referred him to a dermatologist. He was given a diagnosis, but was told it could be something that may never go away, or could resolve on its own in time. He also had to go through a lot of other diagnostic tests to rule out heart disease as this condition can be due to poor circulation. He received two steroid injections and prescription strength cream. He is getting better, but the rash still flares up from time to time and it is frustrating for both of us. I want to help him and there is nothing I can do to fix this problem. He is irritated because he is usually never sick and he is tired of going to the Dr all the time and just wants a cure for something that they don't even know why it has happened. I hope that this resolves itself over time and that my spouse doesn't have continue suffering.",295,"My husband got a severe rash on his legs and we didn't know what was causing it. After several at home remedies and over the counter topical medications didn't work, we decided it was time for him to see a doctor to diagnose the cause of the rash and why it kept getting worse. The provider gave him prescriptions for oral steroids, and told him to take an OTC antihistamine. He followed the orders and took his medication. It started to get better but didn't fully heal or go away. He then returned to the Dr's office, once again received steroids, an H2 blocker and told to use antihistamine cream on the rash. Same as the previous time he went to the Dr, within three to four days after the medication ended, the rash came back. Finally his PCP referred him to a dermatologist. He was given a diagnosis, but was told it could be something that may never go away, or could resolve on its own in time. He also had to go through a lot of other diagnostic tests to rule out heart disease as this condition can be due to poor circulation. He received two steroid injections and prescription strength cream. He is getting better, but the rash still flares up from time to time and it is frustrating for both of us. I want to help him and there is nothing I can do to fix this problem. He is irritated because he is usually never sick and he is tired of going to the Dr all the time and just wants a cure for something that they don't even know why it has happened. I hope that this resolves itself over time and that my spouse doesn't have continue suffering.",
263,"It looked like it was never going to be. When the time came, we all came together and celebrated the event. My friend Ben had dated his Fiancee, Dora for 6 years. They were now going to wed. Arrangements had been made and put in place. All the invitees had received their invitation cards and all was set for the big day. Every body was in the mood. All was set. Dora's parents were the happiest of all seeing their only daughter take a big step into happiness. She was to  get married to the love of her life. They had waited long enough and Actually Dora had confirmed being 2 months pregnant.  Ben was so happy knowing that a few months into marriage and he will be a father. Little did he know what was waiting for him on the day of the wedding.  The day was finally here and and the grand exchange of vows was on going. When it came to Dora's time, the worst happened that will forever remain in my mind like it happened yesterday. Dora took to her heels running across the church leaving everyone flabbergasted. That was the last we heard of her. What we came to learn later on is that, her pregnancy was not Ben's but from her immediate Boss.",219,"It looked like it was never going to be. When the time came, we all came together and celebrated the event. My friend Ben had dated his Fiancee, Dora for 6 years. They were now going to wed. Arrangements had been made and put in place. All the invitees had received their invitation cards and all was set for the big day. Every body was in the mood. All was set. Dora's parents were the happiest of all seeing their only daughter take a big step into happiness. She was to  get married to the love of her life. They had waited long enough and Actually Dora had confirmed being 2 months pregnant.  Ben was so happy knowing that a few months into marriage and he will be a father. Little did he know what was waiting for him on the day of the wedding.  The day was finally here and and the grand exchange of vows was on going. When it came to Dora's time, the worst happened that will forever remain in my mind like it happened yesterday. Dora took to her heels running across the church leaving everyone flabbergasted. That was the last we heard of her. What we came to learn later on is that, her pregnancy was not Ben's but from her immediate Boss.",
264,I recalled an event that happened two months ago. I got married to my best friend and girlfriend to three years. I t was the best experience I ever had.  We both have the best wedding I ever dream on .This experience was very emotional.  All this time prior to the event I was very nervous of how the things will end up going. The good thing is that all the time I went through this moment I had the best support not just from my friends but mostly from my parents. The whole occasion took about 5 hours. All the people show up on time to the event. The wedding had a descent size. It was not that big and no to small.  I have about 100 people invited . I have friends that came from other states. I have my close family with me. We have a live band.  The party ended up very late. I recalled an event that happened two months ago. I got married to my best friend and girlfriend to three years. I t was the best experience I ever had.  We both have the best wedding I ever dream on .,198,I recalled an event that happened two months ago. I got married to my best friend and girlfriend to three years. I t was the best experience I ever had.  We both have the best wedding I ever dream on .This experience was very emotional.  All this time prior to the event I was very nervous of how the things will end up going. The good thing is that all the time I went through this moment I had the best support not just from my friends but mostly from my parents. The whole occasion took about 5 hours. All the people show up on time to the event. The wedding had a descent size. It was not that big and no to small.  I have about 100 people invited . I have friends that came from other states. I have my close family with me. We have a live band.  The party ended up very late. I recalled an event that happened two months ago. I got married to my best friend and girlfriend to three years. I t was the best experience I ever had.  We both have the best wedding I ever dream on .,
265,"A memorable thing that happened to me in the past few months was moving to a new apartment. I went to college at NYU and loved the neighborhood it was in, the East Village. Due to financial reasons I moved to Brooklyn after graduation, since that was what I could afford with my job. However, I didn't like how inconvenient that place was, so I started my own consulting business on the side. With the revenue I made from my consulting business, I was able to make a lot of extra money each month. This meant I could comfortably move back to the East Village. I moved back into an amazing apartment and my mental health has already improved. When I go home, I no longer need to spend 35 minutes on the subway. When I go home, I am uplifted walking through my familiar neighborhood. When I go home, I am in a good mood, as opposed to a tired mood. I think the rest of my year will be positively affected in a significant way because I've come back ""home,"" in a sense. Studies show that the most unhappy time of your day is your commute, so anything that cuts down on that is awesome. My friends also love my apartment and come over a lot. They didn't like travelling to Brooklyn. I understand why they didn't want to do that.",233,"A memorable thing that happened to me in the past few months was moving to a new apartment. I went to college at NYU and loved the neighborhood it was in, the East Village. Due to financial reasons I moved to Brooklyn after graduation, since that was what I could afford with my job. However, I didn't like how inconvenient that place was, so I started my own consulting business on the side. With the revenue I made from my consulting business, I was able to make a lot of extra money each month. This meant I could comfortably move back to the East Village. I moved back into an amazing apartment and my mental health has already improved. When I go home, I no longer need to spend 35 minutes on the subway. When I go home, I am uplifted walking through my familiar neighborhood. When I go home, I am in a good mood, as opposed to a tired mood. I think the rest of my year will be positively affected in a significant way because I've come back ""home,"" in a sense. Studies show that the most unhappy time of your day is your commute, so anything that cuts down on that is awesome. My friends also love my apartment and come over a lot. They didn't like travelling to Brooklyn. I understand why they didn't want to do that.",
266,"This event took place last month (July).  My husband and I wanted to go visit his parents in other states.  He had been to visit a couple of years ago, I have not been in probably 15 years.  Circumstances just did not allow me to go sooner.  We flew to Arizona to first go and visit his mother.  She had been having memory problems for a few years and had lived at home until recently.  This last year she could not even receive a phone call as she could not remember to speak into the phone.  We arrived and went to see her in a nursing home, assisted living.  She was so happy to see her son, but she did not know his name.  She looked at me a couple of times like she thought she should know me but she didn't.  I thought that was okay as I knew her.  She was always the sweetest lady I knew and it was so sad to see her lose her memories that way.  She had taught school her whole life, but all the information she knew was leaving quickly.  Even beyond that situation was the fact that no one had been to check on her.  I went in her room to see what she needed and found almost nothing.  We resupplied her before we left.  I also had brought her a lovely bed doll ( doll sits on your bed and looks cute).  It brought some color to her room.  I hoped when we left this doll might help her to just be happy.  This trip was one of the saddest I had been on.  A beautiful lifetime of memories just gone.",281,"This event took place last month (July).  My husband and I wanted to go visit his parents in other states.  He had been to visit a couple of years ago, I have not been in probably 15 years.  Circumstances just did not allow me to go sooner.  We flew to Arizona to first go and visit his mother.  She had been having memory problems for a few years and had lived at home until recently.  This last year she could not even receive a phone call as she could not remember to speak into the phone.  We arrived and went to see her in a nursing home, assisted living.  She was so happy to see her son, but she did not know his name.  She looked at me a couple of times like she thought she should know me but she didn't.  I thought that was okay as I knew her.  She was always the sweetest lady I knew and it was so sad to see her lose her memories that way.  She had taught school her whole life, but all the information she knew was leaving quickly.  Even beyond that situation was the fact that no one had been to check on her.  I went in her room to see what she needed and found almost nothing.  We resupplied her before we left.  I also had brought her a lovely bed doll ( doll sits on your bed and looks cute).  It brought some color to her room.  I hoped when we left this doll might help her to just be happy.  This trip was one of the saddest I had been on.  A beautiful lifetime of memories just gone.",
267,"About a month ago there was a mini-tournament at the small sided soccer field my son's soccer club owns and manages. A group of kids from his team decided to register a team but they purposefully left my son out. I am good friends with the mother who organized the team. I knew there were issues between our boys lately but still this hurt me very much. After the tournament I have approached her and had a conversation with her about issues between our boys. She said that she felt my son is aggressive towards her twin boys and that she is genuinely worried about their well-being. This has hurt me even more. But I agreed to get the boys together and have them talk things out. After that it seems they managed to resolve their issues mostly and are getting along much better now. However, I cannot get myself to warm up to this mother again. I have though about this for long and prayed for peace but I just can't let it go. I mean she has excluded us purposefully. I am sure she was aware how much it will hurt my son and me. She has been trying to reconnect but I can't get myself to do it. I hope I will be able to move on.",220,"About a month ago there was a mini-tournament at the small sided soccer field my son's soccer club owns and manages. A group of kids from his team decided to register a team but they purposefully left my son out. I am good friends with the mother who organized the team. I knew there were issues between our boys lately but still this hurt me very much. After the tournament I have approached her and had a conversation with her about issues between our boys. She said that she felt my son is aggressive towards her twin boys and that she is genuinely worried about their well-being. This has hurt me even more. But I agreed to get the boys together and have them talk things out. After that it seems they managed to resolve their issues mostly and are getting along much better now. However, I cannot get myself to warm up to this mother again. I have though about this for long and prayed for peace but I just can't let it go. I mean she has excluded us purposefully. I am sure she was aware how much it will hurt my son and me. She has been trying to reconnect but I can't get myself to do it. I hope I will be able to move on.",
268,I got mugged last month. It was very frightening. I was walking home from the subway. It was late at night. I was alone. I am came up behind me and demanded that I give him my wallet. He had something in his pocket that looked like a knife or gun. I didn't want to find out what it was. He was large and intimidating. He shouted at me. I was very scared. I gave him my wallet. It had about $150 in it plus my credit cards. He ran off after I gave him my wallet. I called the police and they took down my story. I had to cancel all my credit cards. It was very harrowing for me.  I was very scared of the event and I think about it alot these days.,136,I got mugged last month. It was very frightening. I was walking home from the subway. It was late at night. I was alone. I am came up behind me and demanded that I give him my wallet. He had something in his pocket that looked like a knife or gun. I didn't want to find out what it was. He was large and intimidating. He shouted at me. I was very scared. I gave him my wallet. It had about $150 in it plus my credit cards. He ran off after I gave him my wallet. I called the police and they took down my story. I had to cancel all my credit cards. It was very harrowing for me.  I was very scared of the event and I think about it alot these days.,
269,"The event that was most memorable and striking to me within the last few months was graduating with my teaching credential and master's degree. This is something that I have been dreaming about for years. It was something that I worked on for years by taking tests, writing papers, and attending classes. There were countless nights studying and worrying. Student teaching was long and expensive since I had to pay to not work. It was also exhausting working full-time and then taking classes at night. To finally be done with my credential and master's was a huge accomplishment for me. Walking down the stage at graduation felt amazing. I realized that this was likely the last time that I would attend a graduation as a student. That is, unless I decide to go back for my doctorate degree. However, whether I decide to go back for another graduate-level degree or not, the accomplishment of getting my master's degree can never be taken away from me. My parents and grandparents were extremely proud. My long-term boyfriend was extremely proud. I realized that the next time I attend a graduation will likely be for my students, since I am trying to teach high school level students. It feels nice to pass the torch to them.",213,"The event that was most memorable and striking to me within the last few months was graduating with my teaching credential and master's degree. This is something that I have been dreaming about for years. It was something that I worked on for years by taking tests, writing papers, and attending classes. There were countless nights studying and worrying. Student teaching was long and expensive since I had to pay to not work. It was also exhausting working full-time and then taking classes at night. To finally be done with my credential and master's was a huge accomplishment for me. Walking down the stage at graduation felt amazing. I realized that this was likely the last time that I would attend a graduation as a student. That is, unless I decide to go back for my doctorate degree. However, whether I decide to go back for another graduate-level degree or not, the accomplishment of getting my master's degree can never be taken away from me. My parents and grandparents were extremely proud. My long-term boyfriend was extremely proud. I realized that the next time I attend a graduation will likely be for my students, since I am trying to teach high school level students. It feels nice to pass the torch to them.",
270,the most memorable day in my life is my friend's birthday celebration. Me and my friends were planned a birthday party to my childhood friend. we arranged a birthday party very grand. my friend even don't know about the party. we secretly planned and arrange it with in a week. on her birthday we invite all of her friends and families to the party. she don't know about that. we just make a call and came to the hall. she don't know why we are calling her to that place. after she entering into the hall. the hall is fully dark when she was enter. after she enter we on the lights. and  everyone in that hall wish her. she was fully surprised. she was very happy. she was shocked. after that we celebrate her birthday. she enjoyed a lot. it was unforgettable moment in my life. we arrange it for her. and it completed very well.,157,the most memorable day in my life is my friend's birthday celebration. Me and my friends were planned a birthday party to my childhood friend. we arranged a birthday party very grand. my friend even don't know about the party. we secretly planned and arrange it with in a week. on her birthday we invite all of her friends and families to the party. she don't know about that. we just make a call and came to the hall. she don't know why we are calling her to that place. after she entering into the hall. the hall is fully dark when she was enter. after she enter we on the lights. and  everyone in that hall wish her. she was fully surprised. she was very happy. she was shocked. after that we celebrate her birthday. she enjoyed a lot. it was unforgettable moment in my life. we arrange it for her. and it completed very well.,
