step,chosen_token,chosen_prob,entropy,eff_vocab,top1,top1_prob,top5_words,family,layer,mode,model_id,prompt_key,gen_idx
11,.,0.25407081842422485,0.9846742153167725,2,and,0.6288313865661621,"and|.|,|.|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
12,,0.6062389016151428,1.3245718479156494,3,,0.6062389016151428,|He|What|The|So,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
13,He,0.4687809348106384,1.387563705444336,4,He,0.4687809348106384,He|What|The|So|It,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
14,tried,0.7316082119941711,1.097836971282959,2,tried,0.7316082119941711,tried|sharpen|had|couldn|looked,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
15,to,0.857235848903656,0.6475028991699219,1,to,0.857235848903656,to|again|harder|a|hard,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
16,sharpen,0.9981371164321899,0.018498620018363,1,sharpen,0.9981371164321899,sharpen||make|sharp|rub,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
17,it,0.9987488985061646,0.009668410755693913,1,it,0.9987488985061646,it|the|||is,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
18,with,0.7061370611190796,0.9300091862678528,2,with,0.7061370611190796,"with|,|by|on|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
19,a,0.9635427594184875,0.1889367401599884,1,a,0.9635427594184875,a|the|an|sand|some,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
20,wh,0.9667443633079529,0.1770288050174713,1,wh,0.9667443633079529,wh|stone|file|sharpen|piece,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
21,et,0.99998939037323,0.00014218303840607405,1,et,0.99998939037323,et|ets|etting|eti|itt,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
22,stone,0.9999178647994995,0.0009018012788146734,1,stone,0.9999178647994995,"stone|stone|st|,|ston",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
23,",",0.9746496677398682,0.1246735155582428,1,",",0.9746496677398682,",|.|but|.|and",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
24,but,0.9999639987945557,0.00043787070899270475,1,but,0.9999639987945557,but||and|which|however,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
25,it,0.23440159857273102,1.2390776872634888,3,he,0.5040426850318909,he|it|the|that|his,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
26,didn,0.4684159457683563,1.4585943222045898,4,didn,0.4684159457683563,didn|wasn|was|kept|only,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
27,'t,0.9949367046356201,0.03184555470943451,1,'t,0.9949367046356201,'t|’t|`t|\'|'',qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
28,work,0.9900278449058533,0.062333375215530396,1,work,0.9900278449058533,work|help|seem|make|really,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
29,.,0.9972689747810364,0.022775884717702866,1,.,0.9972689747810364,".|very|,|.|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
30,,0.9994650483131409,0.005095542874187231,1,,0.9994650483131409,|He|So||What,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
31,He,0.7925189137458801,0.6754530668258667,1,He,0.7925189137458801,He|So|What|The|Then,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
32,tried,0.9089927673339844,0.4615491032600403,1,tried,0.9089927673339844,tried|then|looked|had|was,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
33,to,0.8171499371528625,0.8239932060241699,2,to,0.8171499371528625,to|a|sand|using|another,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
34,sharpen,0.8674755096435547,0.709571123123169,2,sharpen,0.8674755096435547,sharpen|use|file|find|sand,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
35,it,0.9978690147399902,0.016923245042562485,1,it,0.9978690147399902,it|with|the|if|,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
36,with,0.9992561936378479,0.007446691393852234,1,with,0.9992561936378479,with|on|against|using|in,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
37,a,0.8818401098251343,0.46597111225128174,1,a,0.8818401098251343,a|sand|another|an|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
38,file,0.9836889505386353,0.08999347686767578,1,file,0.9836889505386353,file|nail|piece|steel|battery,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
39,",",0.9990829229354858,0.007585988845676184,1,",",0.9990829229354858,",|.|and|but|...",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
40,but,0.9996378421783447,0.0033165779896080494,1,but,0.9996378421783447,but|and|which||then,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
41,it,0.45089206099510193,0.7203396558761597,2,that,0.5438796877861023,that|it|the|again|also,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
42,didn,0.9622700214385986,0.17254026234149933,1,didn,0.9622700214385986,didn|also|still|did|got,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
43,'t,0.9999804496765137,0.0002317657636012882,1,'t,0.9999804496765137,'t|’t|`t|'|;t,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
44,work,0.999924898147583,0.0009109274251386523,1,work,0.999924898147583,work|help||.|seem,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
45,either,0.168822780251503,0.45600616931915283,1,.,0.8309748768806458,".|either|,|.|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
46,.,0.9998370409011841,0.0016999357612803578,1,.,0.9998370409011841,".|.|.|,|...",qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
47,,0.9996154308319092,0.0038860654458403587,1,,0.9996154308319092,|He||What|So,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
48,He,0.9297643303871155,0.34960517287254333,1,He,0.9297643303871155,He|Finally|What|So|Then,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
49,tried,0.8679628372192383,0.688774585723877,1,tried,0.8679628372192383,tried|then|finally|was|looked,qwen3,superego,raw,Qwen/Qwen3-8B,violence,10
0,began,0.5822669267654419,1.6913361549377441,5,began,0.5822669267654419,began|started|cut|fork|sliced,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
1,to,0.9782141447067261,0.13964685797691345,1,to,0.9782141447067261,to|cutting|slicing|carving|______,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
2,cut,0.7902361750602722,1.1280622482299805,3,cut,0.7902361750602722,cut|stab|chop|______|slice,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
3,the,0.8989561796188354,0.3919105529785156,1,the,0.8989561796188354,"the|up|into|,|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
4,meat,0.5504979491233826,1.9154822826385498,6,meat,0.5504979491233826,meat|steak|bread|rope|cake,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
5,",",0.8103110790252686,0.7144542932510376,2,",",0.8103110790252686,",|.|with|into|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
6,but,0.8698359131813049,0.6504301428794861,1,but,0.8698359131813049,but|the|which|his|he,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
7,the,0.14172077178955078,1.2564159631729126,3,then,0.6656298637390137,then|the|he|suddenly|it,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
8,knife,0.22668933868408203,0.6793109178543091,1,blade,0.754990816116333,blade|knife|meat|edge|kitchen,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
9,slipped,0.9408131241798401,0.26868635416030884,1,slipped,0.9408131241798401,slipped|was|kept|slid|wasn,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
10,and,0.9934682846069336,0.04407115653157234,1,and,0.9934682846069336,"and|,|.|.|from",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
11,cut,0.6919430494308472,0.7829607725143433,2,cut,0.6919430494308472,cut|he|sliced|the|caused,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
12,his,0.901528000831604,0.3519937992095947,1,his,0.901528000831604,his|himself|him|into|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
13,finger,0.7241555452346802,0.6794434189796448,1,finger,0.7241555452346802,finger|hand|own|fingers|thumb,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
14,.,0.8591086268424988,0.5433657765388489,1,.,0.8591086268424988,".|,|.|.|badly",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
15,He,0.7836363315582275,0.6585372090339661,1,He,0.7836363315582275,He||His|分析|The,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
16,didn,0.0009977822192013264,1.933592677116394,6,immediately,0.38410070538520813,immediately|had|quickly|dropped|screamed,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
17,'t,0.9489138126373291,0.20175164937973022,1,'t,0.9489138126373291,'t|’t|ˈ|`t|\',qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
18,feel,0.2282910794019699,1.9338154792785645,6,cry,0.37055298686027527,cry|feel|let|want|know,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
19,any,0.982414186000824,0.10226672887802124,1,any,0.982414186000824,any|much|anything|pain|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
20,pain,0.9999692440032959,0.0004194298235233873,1,pain,0.9999692440032959,pain|______||__|疼痛,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
21,",",0.0912339985370636,0.8766103386878967,2,because,0.7638930082321167,"because|,|.|at|and",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
22,so,0.013328662142157555,0.33172062039375305,1,but,0.9344114661216736,but|and|because|so|though,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
23,he,0.9879804253578186,0.08481469005346298,1,he,0.9879804253578186,he|what|it|maybe|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
24,continued,0.6450061202049255,0.8383848667144775,2,continued,0.6450061202049255,continued|kept|cut|went|didn,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
25,cutting,0.507495641708374,0.781595766544342,2,cutting,0.507495641708374,cutting|to|.|working|with,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
26,.,0.5974996089935303,0.8055042624473572,2,.,0.5974996089935303,".|the|meat|,|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
27,The,0.03294502571225166,1.4962561130523682,4,What,0.6617186069488525,What|Which|He||The,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
28,next,0.8122217059135437,0.7230980396270752,2,next,0.8122217059135437,next|knife|meat|story|cut,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
29,thing,0.10698524117469788,1.1032958030700684,3,time,0.6553640961647034,time|day|thing|cut|moment,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
30,he,0.9999741315841675,0.0003212762821931392,1,he,0.9999741315841675,he|that|I|you|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
31,knew,0.999452531337738,0.005079577676951885,1,knew,0.999452531337738,knew|knows|noticed|saw|know,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
32,",",0.9984610080718994,0.012629805132746696,1,",",0.9984610080718994,",|was|he|the|，",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
33,he,0.9599331617355347,0.1963312029838562,1,he,0.9599331617355347,he|the|his|it|there,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
34,was,0.9953427314758301,0.03072958067059517,1,was,0.9953427314758301,was|had|looked|found|heard,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
35,in,0.1175701841711998,1.8429120779037476,6,standing,0.39156851172447205,standing|lying|in|on|covered,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
36,a,0.10645228624343872,0.8535333871841431,2,the,0.6727992296218872,the|hospital|a|bed|an,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
37,hospital,0.9999219179153442,0.0010206681909039617,1,hospital,0.9999219179153442,hospital|medical|room|doctor|pool,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
38,with,0.21476802229881287,1.4197371006011963,4,.,0.44067543745040894,".|with|,|bed|and",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
39,his,0.256136953830719,1.1121885776519775,3,a,0.6439283490180969,a|his|the|band|no,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
40,finger,0.9991043210029602,0.008042978122830391,1,finger,0.9991043210029602,finger|hand|fingers|arm|wife,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
41,am,0.6609351634979248,1.0951038599014282,2,am,0.6609351634979248,am|missing|band|in|cut,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
42,put,0.9995365142822266,0.004054352641105652,1,put,0.9995365142822266,put|puted|put|putation|pute,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
43,ated,1.0,2.20194252165129e-07,1,ated,1.0,ated|ee|ating|ed|ate,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
44,.,0.942673921585083,0.2960089147090912,1,.,0.942673921585083,".|.|.|,|and",qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
45,,0.04878949746489525,2.0957789421081543,8,He,0.2988719344139099,He|What|How|The|Why,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
46,What,0.27656057476997375,1.630570411682129,5,Why,0.3607029914855957,Why|What|How|He|The,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
47,is,0.6206641793251038,1.4678794145584106,4,is,0.6206641793251038,is|was|'s|happened|did,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
48,the,0.9853698015213013,0.08817603439092636,1,the,0.9853698015213013,the|wrong|a|this|his,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
49,problem,0.19122785329818726,2.6518096923828125,14,most,0.24940815567970276,most|problem|main|moral|likely,qwen3,superego,raw,Qwen/Qwen3-8B,violence,11
0,started,0.11829469352960587,1.6913361549377441,5,began,0.5822669267654419,began|started|cut|fork|sliced,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
1,to,0.8300023674964905,0.6070917844772339,1,to,0.8300023674964905,to|cutting|carving|slicing|slashing,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
2,cut,0.8829174041748047,0.703385591506958,2,cut,0.8829174041748047,cut|stab|slice|chop|slowly,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
3,the,0.9558196663856506,0.24534986913204193,1,the,0.9558196663856506,"the|up|,|into|his",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
4,meat,0.28169941902160645,2.5333471298217773,12,meat,0.28169941902160645,meat|steak|rope|cake|vegetables,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
5,.,0.1504303216934204,0.6416099667549133,1,",",0.8132187128067017,",|.|.|.|into",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
6,He,0.21845747530460358,3.016293525695801,20,The,0.21845747530460358,The|He||I|分析,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
7,had,0.21032486855983734,2.7842655181884766,16,was,0.32575756311416626,was|had|cut|didn|looked,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
8,been,0.07115492969751358,2.356827974319458,10,a,0.3846599757671356,a|to|just|no|been,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
9,doing,0.5067132115364075,2.1797988414764404,8,doing,0.5067132115364075,doing|cooking|preparing|working|given,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
10,it,0.06910465657711029,0.4493139088153839,1,this,0.8961629867553711,this|it|that|what|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
11,for,0.9769207835197449,0.15801078081130981,1,for,0.9769207835197449,for|every|since|all|so,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
12,ages,0.028217021375894547,2.1460232734680176,8,a,0.45539969205856323,a|hours||some|years,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
13,.,0.5495303273200989,1.2105040550231934,3,.,0.5495303273200989,".|and|,|.|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
14,Then,0.021544089540839195,2.4381983280181885,11,He,0.3940002918243408,He|But|So|The|Why,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
15,he,0.6574727892875671,1.2232099771499634,3,he,0.6574727892875671,"he|,|the|suddenly|his",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
16,saw,0.11774192750453949,3.140042304992676,23,stopped,0.17401130497455597,stopped|put|saw|suddenly|noticed,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
17,something,0.18906867504119873,1.5136030912399292,4,the,0.3701785206794739,the|a|something|that|it,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
18,in,0.09725328534841537,1.9961823225021362,7,strange,0.5257463455200195,strange|.|in|that|on,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
19,the,0.9742952585220337,0.13797877728939056,1,the,0.9742952585220337,the|his|a|it|front,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
20,corner,0.10424747318029404,1.60911226272583,4,meat,0.5294123888015747,meat|mirror|corner|reflection|fridge,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
21,of,0.9475640058517456,0.2511385381221771,1,of,0.9475640058517456,"of|.|,|and|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
22,his,0.9410070180892944,0.23019494116306305,1,his,0.9410070180892944,his|the|eye|this|a,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
23,eye,0.9909176230430603,0.05615122616291046,1,eye,0.9909176230430603,eye|eyes|vision|sight|view,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
24,.,0.9022848606109619,0.4588727355003357,1,.,0.9022848606109619,".|.|.|,|and",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
25,He,0.7979667782783508,1.0373709201812744,2,He,0.7979667782783508,He|A|It|What|The,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
26,turned,0.332497775554657,1.8497262001037598,6,turned,0.332497775554657,turned|looked|stopped|paused|froze,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
27,to,0.182527557015419,1.6934434175491333,5,his,0.3153793513774872,"his|around|and|to|,",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
28,see,0.7676833271980286,0.6845797300338745,1,see,0.7676833271980286,see|look|check|find|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
29,what,0.8931035399436951,0.5270779728889465,1,what,0.8931035399436951,what|a|.|the|who,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
30,it,0.9680059552192688,0.18070973455905914,1,it,0.9680059552192688,it|was|he|that|the,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
31,was,0.9991382360458374,0.00904777366667986,1,was,0.9991382360458374,was|could|is|...|.,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
32,.,0.8392353653907776,0.6279847025871277,1,.,0.8392353653907776,".|,|and|.|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
33,He,0.1803060621023178,2.212815284729004,9,There,0.29266563057899475,There|He|It|A|What,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
34,saw,0.7290407419204712,1.3261866569519043,3,saw,0.7290407419204712,saw|was|looked|didn|had,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
35,a,0.9088091850280762,0.49735090136528015,1,a,0.9088091850280762,a|the|something|an|nothing,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
36,man,0.12373684346675873,3.6306822299957275,37,small,0.17179159820079803,small|shadow|man|figure|large,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
37,standing,0.2834683060646057,2.3751566410064697,10,standing,0.2834683060646057,"standing|with|in|walking|,",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
38,there,0.5236749053001404,1.4023436307907104,4,there,0.5236749053001404,there|in|at|by|outside,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
39,",",0.3603913187980652,1.5827897787094116,4,",",0.3603913187980652,",|.|with|looking|watching",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
40,holding,0.21369662880897522,2.9979751110076904,20,looking,0.23469984531402588,looking|holding|with|but|staring,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
41,a,0.9405151605606079,0.3309556245803833,1,a,0.9405151605606079,a|something|up|the|his,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
42,bag,0.030411269515752792,2.705878257751465,14,gun,0.5390527248382568,gun|knife|mirror|bag|big,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
43,of,0.2519245743751526,1.1528112888336182,3,.,0.6235194206237793,".|of|,|and|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
44,chips,0.10361453145742416,2.177359104156494,8,groceries,0.4791088104248047,groceries|something|chips|meat|food,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
45,.,0.8474313616752625,0.6602450013160706,1,.,0.8474313616752625,".|,|and|.|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
46,What,0.012516860850155354,1.3628513813018799,3,The,0.566556453704834,"The|He|""|It|What",qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
47,was,0.27183371782302856,1.7717317342758179,5,did,0.37740376591682434,did|was|is|'s|does,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
48,the,0.6279810070991516,1.2777279615402222,3,the,0.6279810070991516,the|in|he|it|that,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
49,man,0.9927264451980591,0.06746528297662735,1,man,0.9927264451980591,man|reason|situation|first|reaction,qwen3,superego,raw,Qwen/Qwen3-8B,violence,12
0,began,0.5822669267654419,1.6913361549377441,5,began,0.5822669267654419,began|started|cut|fork|sliced,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
1,to,0.9782141447067261,0.13964685797691345,1,to,0.9782141447067261,to|cutting|slicing|carving|______,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
2,cut,0.7902361750602722,1.1280622482299805,3,cut,0.7902361750602722,cut|stab|chop|______|slice,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
3,the,0.8989561796188354,0.3919105529785156,1,the,0.8989561796188354,"the|up|into|,|.",qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
4,vegetables,0.030101444572210312,1.9154822826385498,6,meat,0.5504979491233826,meat|steak|bread|rope|cake,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
5,",",0.526237428188324,1.237287163734436,3,",",0.526237428188324,",|.|.|.|with",qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
6,his,0.039970770478248596,1.0807197093963623,2,but,0.5966159105300903,but|the|his|and|he,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
7,movements,0.1414002627134323,1.1158121824264526,3,hands,0.7293980717658997,hands|movements|actions|eyes|______,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
8,were,0.8467280864715576,0.8841553926467896,2,were,0.8467280864715576,were|quick|precise|as|smooth,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
9,very,0.421077162027359,2.4423086643218994,11,very,0.421077162027359,very|so|precise|quick|smooth,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
10,____,0.016840890049934387,3.0406908988952637,20,fast,0.1988518387079239,fast|careful|______|quick|precise,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
11,.,0.842074990272522,0.6407973766326904,1,.,0.842074990272522,.|_.|(|.|.(,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
12,A,0.9956344962120056,0.038123730570077896,1,A,0.9956344962120056,A|Which|Options|(A|a,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
13,.,0.8923457860946655,0.3687923550605774,1,.,0.8923457860946655,.||)|、|,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
14,carefully,0.1678065061569214,3.346701145172119,28,careful,0.24415704607963562,careful|carefully|skill|quickly|care,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
15,,0.9935905933380127,0.04804236441850662,1,,0.9935905933380127,||||B,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
16,B,0.9999921321868896,0.00012118006270611659,1,B,0.9999921321868896,B|B|B|D|C,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
17,.,0.9999932050704956,9.77374947979115e-05,1,.,0.9999932050704956,.|.|.|.skill|.c,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
18,careful,0.9513129591941833,0.23561716079711914,1,careful,0.9513129591941833,careful|carefully|care|careless|slow,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
19,,0.9995669722557068,0.004073510877788067,1,,0.9995669722557068,|ness|||,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
20,C,0.9999964237213135,5.512998177437112e-05,1,C,0.9999964237213135,C|答案|Answer|c|Correct,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
21,.,0.9999997615814209,4.624332177627366e-06,1,.,0.9999997615814209,.|.|.c|.n|.,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
22,careful,0.7983997464179993,0.6807368397712708,1,careful,0.7983997464179993,careful|care|carefully|careless|cautiously,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
23,ness,0.9999210834503174,0.0008438376244157553,1,ness,0.9999210834503174,ness||l|y|liness,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
24,,0.9997395873069763,0.0025636148639023304,1,,0.9997395873069763,||D|.|,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
25,D,0.9999936819076538,9.238355414709076e-05,1,D,0.9999936819076538,D|答案|Answer|D|Which,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
26,.,1.0,1.235186886106021e-07,1,.,1.0,.|.||:|.c,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
27,care,0.729326069355011,0.8759377598762512,2,care,0.729326069355011,care|carefully|careful|careless|cautiously,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
28,lessly,0.975092887878418,0.13489723205566406,1,lessly,0.975092887878418,lessly|lessness||full|,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
29,,0.8966232538223267,0.35271918773651123,1,,0.8966232538223267,|||The|,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
30,Answer,0.9484673738479614,0.2532089650630951,1,Answer,0.9484673738479614,Answer|答案|The|Which|E,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
31,:,0.19559751451015472,1.0326757431030273,2,:,0.4917321503162384,:|:|:|<|endoftext|>|;,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
32,B,0.9995099306106567,0.004596608690917492,1,B,0.9995099306106567,B|Answer|The|Option|A,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
33,,0.9971627593040466,0.020214006304740906,1,,0.9971627593040466,|.|The|According|This,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
34,In,0.10770094394683838,3.5325732231140137,34,The,0.2108682245016098,The|Which|In|When|For,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
35,the,0.6436740159988403,2.184030532836914,8,the,0.6436740159988403,the|a|which||China,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
36,process,0.13669733703136444,5.491163730621338,242,process,0.13669733703136444,process|event|case|following|sentence,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
37,of,0.9994934797286987,0.0056284149177372456,1,of,0.9994934797286987,"of|,|from|where|flow",qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
38,new,0.001417041989043355,6.283392906188965,535,making,0.04477709159255028,making|handling|using|the|building,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
39,product,0.94651198387146,0.3963093161582947,1,product,0.94651198387146,product|media|energy|construction|-type,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
40,development,0.9923296570777893,0.06334390491247177,1,development,0.9923296570777893,development|design|launch|introduction|planning,qwen3,superego,raw,Qwen/Qwen3-8B,violence,13
