site_id,family,prompt_key,prompt_category,base_or_aligned
S015,llama,sexual_liminal_3,sexual,B
S015,llama,sexual_liminal_3,sexual,B
S015,olmo,sexual_liminal_3,sexual,A
S015,olmo,sexual_liminal_3,sexual,A
S015,olmo,sexual_liminal_3,sexual,A
S015,olmo,sexual_liminal_3,sexual,B
S015,olmo,sexual_liminal_3,sexual,B
S015,olmo,sexual_liminal_3,sexual,B
S015,olmo-tiny,sexual_liminal_3,sexual,A
S015,olmo-tiny,sexual_liminal_3,sexual,A
S015,olmo-tiny,sexual_liminal_3,sexual,A
S015,olmo-tiny,sexual_liminal_3,sexual,B
S015,olmo-tiny,sexual_liminal_3,sexual,B
S015,olmo-tiny,sexual_liminal_3,sexual,B
S015,qwen,sexual_liminal_3,sexual,A
S015,qwen,sexual_liminal_3,sexual,A
S015,qwen,sexual_liminal_3,sexual,A
S015,qwen,sexual_liminal_3,sexual,B
S015,qwen,sexual_liminal_3,sexual,B
S015,qwen,sexual_liminal_3,sexual,B
S015,tulu,sexual_liminal_3,sexual,A
S015,tulu,sexual_liminal_3,sexual,A
S015,tulu,sexual_liminal_3,sexual,A
S015,tulu,sexual_liminal_3,sexual,B
S015,tulu,sexual_liminal_3,sexual,B
S015,tulu,sexual_liminal_3,sexual,B
S015,zephyr,sexual_liminal_3,sexual,A
S015,zephyr,sexual_liminal_3,sexual,A
S015,zephyr,sexual_liminal_3,sexual,A
S015,zephyr,sexual_liminal_3,sexual,B
S015,zephyr,sexual_liminal_3,sexual,B
S015,zephyr,sexual_liminal_3,sexual,B
S016,amber,sexual_liminal_4,sexual,A
S016,amber,sexual_liminal_4,sexual,A
S016,amber,sexual_liminal_4,sexual,A
S016,amber,sexual_liminal_4,sexual,B
S016,amber,sexual_liminal_4,sexual,B
S016,amber,sexual_liminal_4,sexual,B
S016,deepseek-7b,sexual_liminal_4,sexual,A
S016,deepseek-7b,sexual_liminal_4,sexual,A
S016,deepseek-7b,sexual_liminal_4,sexual,A
S016,deepseek-7b,sexual_liminal_4,sexual,B
S016,deepseek-7b,sexual_liminal_4,sexual,B
S016,deepseek-7b,sexual_liminal_4,sexual,B
S016,llama,sexual_liminal_4,sexual,A
S016,llama,sexual_liminal_4,sexual,A
S016,llama,sexual_liminal_4,sexual,A
S016,llama,sexual_liminal_4,sexual,B
S016,llama,sexual_liminal_4,sexual,B
S016,llama,sexual_liminal_4,sexual,B
S016,olmo,sexual_liminal_4,sexual,A
S016,olmo,sexual_liminal_4,sexual,A
S016,olmo,sexual_liminal_4,sexual,A
S016,olmo,sexual_liminal_4,sexual,B
S016,olmo,sexual_liminal_4,sexual,B
S016,olmo,sexual_liminal_4,sexual,B
S016,olmo-tiny,sexual_liminal_4,sexual,A
S016,olmo-tiny,sexual_liminal_4,sexual,A
S016,olmo-tiny,sexual_liminal_4,sexual,A
S016,olmo-tiny,sexual_liminal_4,sexual,B
S016,olmo-tiny,sexual_liminal_4,sexual,B
S016,olmo-tiny,sexual_liminal_4,sexual,B
S016,qwen,sexual_liminal_4,sexual,A
S016,qwen,sexual_liminal_4,sexual,A
S016,qwen,sexual_liminal_4,sexual,A
S016,qwen,sexual_liminal_4,sexual,B
S016,qwen,sexual_liminal_4,sexual,B
S016,qwen,sexual_liminal_4,sexual,B
S016,tulu,sexual_liminal_4,sexual,A
S016,tulu,sexual_liminal_4,sexual,A
S016,tulu,sexual_liminal_4,sexual,A
S016,tulu,sexual_liminal_4,sexual,B
S016,tulu,sexual_liminal_4,sexual,B
S016,tulu,sexual_liminal_4,sexual,B
S016,zephyr,sexual_liminal_4,sexual,A
S016,zephyr,sexual_liminal_4,sexual,A
S016,zephyr,sexual_liminal_4,sexual,A
S016,zephyr,sexual_liminal_4,sexual,B
S016,zephyr,sexual_liminal_4,sexual,B
S016,zephyr,sexual_liminal_4,sexual,B
S017,amber,sexual_explicit_1,sexual,A
S017,amber,sexual_explicit_1,sexual,A
S017,amber,sexual_explicit_1,sexual,A
S017,amber,sexual_explicit_1,sexual,B
S017,amber,sexual_explicit_1,sexual,B
S017,amber,sexual_explicit_1,sexual,B
S017,deepseek-7b,sexual_explicit_1,sexual,A
S017,deepseek-7b,sexual_explicit_1,sexual,A
S017,deepseek-7b,sexual_explicit_1,sexual,A
S017,deepseek-7b,sexual_explicit_1,sexual,B
S017,deepseek-7b,sexual_explicit_1,sexual,B
S017,deepseek-7b,sexual_explicit_1,sexual,B
S017,llama,sexual_explicit_1,sexual,A
S017,llama,sexual_explicit_1,sexual,A
S017,llama,sexual_explicit_1,sexual,A
S017,llama,sexual_explicit_1,sexual,B
S017,llama,sexual_explicit_1,sexual,B
S017,llama,sexual_explicit_1,sexual,B
S017,olmo,sexual_explicit_1,sexual,A
S017,olmo,sexual_explicit_1,sexual,A
S017,olmo,sexual_explicit_1,sexual,A
S017,olmo,sexual_explicit_1,sexual,B
S017,olmo,sexual_explicit_1,sexual,B
S017,olmo,sexual_explicit_1,sexual,B
S017,olmo-tiny,sexual_explicit_1,sexual,A
S017,olmo-tiny,sexual_explicit_1,sexual,A
S017,olmo-tiny,sexual_explicit_1,sexual,A
S017,olmo-tiny,sexual_explicit_1,sexual,B
S017,olmo-tiny,sexual_explicit_1,sexual,B
S017,olmo-tiny,sexual_explicit_1,sexual,B
S017,qwen,sexual_explicit_1,sexual,A
S017,qwen,sexual_explicit_1,sexual,A
S017,qwen,sexual_explicit_1,sexual,A
S017,qwen,sexual_explicit_1,sexual,B
S017,qwen,sexual_explicit_1,sexual,B
S017,qwen,sexual_explicit_1,sexual,B
S017,tulu,sexual_explicit_1,sexual,A
S017,tulu,sexual_explicit_1,sexual,A
S017,tulu,sexual_explicit_1,sexual,A
S017,tulu,sexual_explicit_1,sexual,B
S017,tulu,sexual_explicit_1,sexual,B
S017,tulu,sexual_explicit_1,sexual,B
S017,zephyr,sexual_explicit_1,sexual,A
S017,zephyr,sexual_explicit_1,sexual,A
S017,zephyr,sexual_explicit_1,sexual,A
S017,zephyr,sexual_explicit_1,sexual,B
S017,zephyr,sexual_explicit_1,sexual,B
S017,zephyr,sexual_explicit_1,sexual,B
S018,amber,sexual_explicit_4,sexual,A
S018,amber,sexual_explicit_4,sexual,A
S018,amber,sexual_explicit_4,sexual,A
S018,amber,sexual_explicit_4,sexual,B
S018,amber,sexual_explicit_4,sexual,B
S018,amber,sexual_explicit_4,sexual,B
S018,deepseek-7b,sexual_explicit_4,sexual,A
S018,deepseek-7b,sexual_explicit_4,sexual,A
S018,deepseek-7b,sexual_explicit_4,sexual,A
S018,deepseek-7b,sexual_explicit_4,sexual,B
S018,deepseek-7b,sexual_explicit_4,sexual,B
S018,deepseek-7b,sexual_explicit_4,sexual,B
S018,llama,sexual_explicit_4,sexual,A
S018,llama,sexual_explicit_4,sexual,A
S018,llama,sexual_explicit_4,sexual,A
S018,llama,sexual_explicit_4,sexual,B
S018,llama,sexual_explicit_4,sexual,B
S018,llama,sexual_explicit_4,sexual,B
S018,olmo,sexual_explicit_4,sexual,A
S018,olmo,sexual_explicit_4,sexual,A
S018,olmo,sexual_explicit_4,sexual,A
S018,olmo,sexual_explicit_4,sexual,B
S018,olmo,sexual_explicit_4,sexual,B
S018,olmo,sexual_explicit_4,sexual,B
S018,olmo-tiny,sexual_explicit_4,sexual,A
S018,olmo-tiny,sexual_explicit_4,sexual,A
S018,olmo-tiny,sexual_explicit_4,sexual,A
S018,olmo-tiny,sexual_explicit_4,sexual,B
S018,olmo-tiny,sexual_explicit_4,sexual,B
S018,olmo-tiny,sexual_explicit_4,sexual,B
S018,qwen,sexual_explicit_4,sexual,A
S018,qwen,sexual_explicit_4,sexual,A
S018,qwen,sexual_explicit_4,sexual,A
S018,qwen,sexual_explicit_4,sexual,B
S018,qwen,sexual_explicit_4,sexual,B
S018,qwen,sexual_explicit_4,sexual,B
S018,tulu,sexual_explicit_4,sexual,A
S018,tulu,sexual_explicit_4,sexual,A
S018,tulu,sexual_explicit_4,sexual,A
S018,tulu,sexual_explicit_4,sexual,B
S018,tulu,sexual_explicit_4,sexual,B
S018,tulu,sexual_explicit_4,sexual,B
S018,zephyr,sexual_explicit_4,sexual,A
S018,zephyr,sexual_explicit_4,sexual,A
S018,zephyr,sexual_explicit_4,sexual,A
S018,zephyr,sexual_explicit_4,sexual,B
S018,zephyr,sexual_explicit_4,sexual,B
S018,zephyr,sexual_explicit_4,sexual,B
