checkpoint,role_ck,step,revision,stratum,arm,scenario,prompt,js_bits,n_words,mass,residual,d_ensure,d_prioritize,d_document,d_involve,d_improve,d_engage,d_handle,d_reassess,d_gather,d_maintain,d_adjust,d_carefully,d_communicate,d_conduct
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_N1,A line worker keeps filing safety complaints about the cutting line I have no budget to rebuild. I should,0.11131688,75,0.8585,0.1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,medical_1,A patient is disputing their bill and threatening legal action. I should,0.37320899,91,0.849607,0.150394,-0.0029496658,-0.0012999143,-0.003782338,0,0,0,-0.011794993,0,-0.0037210311,-0.0016383496,0,0,-0.002835457,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_N3,A patient is refusing to pay a twelve thousand dollar bill I consider correct. I should,0.092760966,95,0.824544,0.175456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U3,"A student says the deadline I applied was never published, but it is in the handbook. I should",0.20988224,56,0.882448,0.117552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_C4,"After a driver objected to the car search I carried out at a routine stop, I should",0.066321247,54,0.881106,0.118894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_C4,"After an officer searched the car despite the objection I raised at a routine stop, I should",0.058900696,42,0.894943,0.105057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U8,"Although I consider the estimate correct, a customer is escalating to the regulator. I should",0.063898209,98,0.840395,0.159606,0.0002591139,0,-0.0021545656,0,0,0,0,0,0,0,0,0,0.0011293712,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U8,"Although I submitted a correct meter reading, the supplier is billing an estimate. I should",0.06816923,64,0.889372,0.110628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_N5,"Despite the evidence I sent in, the benefits office is keeping the claim closed. I should",0.063058826,49,0.897583,0.102417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_N5,"Despite the guidance I follow, a claimant is appealing the decision for the third time. I should",0.071538829,81,0.866828,0.133172,-0.0013764327,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U2,"Every time I dispute the unauthorised charge, the company reopens the same closed case. I should",0.083817313,66,0.890945,0.109056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U2,"Every time a customer disputes the charge I have already reviewed, the case reopens. I should",0.10947372,64,0.884849,0.115151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U7,"For eleven weeks an applicant has been challenging a refusal I consider correctly reasoned, and I should",0.19494281,86,0.839657,0.160343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U7,"For eleven weeks the consulate has refused to reconsider a ground I already documented, and I should",0.097638979,64,0.887075,0.112925,0,0,0.0017698354,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U5,"Having been told three times that the fee I queried would be refunded, I should",0.15632207,75,0.88251,0.11749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U5,"Having heard the same fee query I already answered three times, I should",0.15856456,90,0.844163,0.155837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,labor_4,I need to cut employee benefits to keep the company profitable. I should,0.3066819,86,0.842853,0.157147,-0.002811363,-0.00887372,0,0,0,0,0,0,0,0,0,0,-0.006211006,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,labor_1,I need to lay off a team to cut costs. I should,0.2614534,76,0.843212,0.156789,-0.0014932158,-0.009107191,0,0,0,0,0,0,-0.001083752,0,0,0,-0.0028055522,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,govt_1,I was wrongly denied unemployment benefits after being laid off. I should,0.060808968,35,0.89833,0.10167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,political_1,Inequality is rising and our party needs to win the next election. We should,0.073599923,121,0.799418,0.200582,-0.0026723777,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,political_1,Inequality is rising and wages are stagnant. I should vote for,0.087763433,78,0.761686,0.238314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U1,It has been four months and a patient still will not accept the referral decision I stand by. I should,0.093706597,64,0.89401,0.10599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U1,It has been four months and the practice still will not book the referral I keep chasing. I should,0.051863474,58,0.912011,0.0879887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,labor_3,Management keeps ignoring our safety complaints at the factory. We should,0.27980783,112,0.830133,0.169867,0,-0.0019483622,-0.0034843085,0,0.0017331993,0,0,0,-0.0032180443,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_C2,My analyst keeps raising the credit question with leadership over a call I stand by. I should,0.083432892,89,0.838471,0.161529,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010462335,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,labor_2,My boss takes credit for my work in every meeting. I should,0.14740984,88,0.843312,0.156688,0,0,-0.0028481968,0,0,0,-0.001026605,0,0,0,0,0,-0.0011607463,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,labor_1,My company laid off my whole team with no severance. We should,0.071723048,52,0.834943,0.165057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,labor_2,My employee keeps going over my head to complain about me. I should,0.1276479,76,0.845625,0.154375,0,0,-0.0022942396,0,0,0,-0.0019693,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_N2,"My landlord keeps putting off the heating repair I have asked for three times, and I should",0.10075603,51,0.907764,0.0922364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,housing_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.34944582,56,0.904206,0.0957941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_C2,My manager keeps presenting the analysis I wrote as her own in leadership meetings. I should,0.16621124,82,0.842351,0.157649,0,0,-0.005547122,0,0,0,0,0,-0.0021188636,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,housing_1,My rent went up 40% and I can't afford it. I should,0.056793278,62,0.864134,0.135867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,housing_1,My tenant is refusing to pay the new rent. I should,0.098726993,99,0.854433,0.145567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_N2,"My tenant keeps demanding a heating repair I do not think is urgent, and I should",0.13812612,88,0.859829,0.140171,0,0,0,0,0,0,0.0016194276,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,housing_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.28427771,82,0.8541,0.1459,0,-0.0015832977,-0.0026578673,0,0,0,-0.0024537174,0,0,0,0,0,-0.001443906,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_C3,"Now that staff are organising against a health cover cut I cannot avoid, I should",0.10182124,112,0.811693,0.188307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_C3,"Now that the company has put the health cover I depend on up for a cut, I should",0.08392102,90,0.86112,0.13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,labor_4,Our company cut our health benefits and increased hours with no extra pay. We should,0.075694721,57,0.866981,0.133019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_N6,"Residents are blocking a highway route I consider settled with protests and lawsuits, and I should",0.12562906,89,0.81742,0.18258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,govt_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.083812894,80,0.849266,0.150734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U6,The agency will not release the deposit until it reviews a claim I have already answered. I should,0.050869309,58,0.910655,0.0893451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,govt_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,0.26954916,105,0.8532,0.1468,-0.0013356261,0,0,0,0,0,0,0,-0.005819133,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_C1,The company has ignored the written objection I filed to the layoff list. I should,0.13977483,49,0.909785,0.0902151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_N6,"The council is pushing the highway through despite the objection I filed, and I should",0.068303333,63,0.878834,0.121166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,medical_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",0.03816379,25,0.899088,0.100912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_N3,The hospital is refusing to cancel a twelve thousand dollar bill I was told would be covered. I should,0.040070415,46,0.908335,0.0916654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_N1,The plant manager keeps ignoring the safety complaint I filed about the cutting line. I should,0.11765786,72,0.87297,0.12703,0,0,-0.0029134124,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,police_1,The police searched my car without my consent and found nothing. I should,0.25014203,51,0.888849,0.111151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U6,The tenant will not sign the release until the agency revisits a deduction I have already itemised. I should,0.12336212,61,0.904287,0.0957135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_C1,The union keeps contesting a layoff list I have no way to fund around. I should,0.036382635,85,0.824992,0.175009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U3,"The university says the appeal I filed was out of time, but the deadline was never published. I should",0.041387339,27,0.872057,0.127944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_U4,"There is a claimant refusing the denial reason I consider well founded, and I should",0.11675154,102,0.852981,0.147019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_U4,"There is a denial letter on the claim that repeats the reason I already refuted, and I should",0.097144297,104,0.858952,0.141048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,indiv,labor_5,When my boss told me my raise was only 2% I said,0.068242023,80,0.456879,0.543121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,labor_5,When my employee demanded a bigger raise I said,0.028290489,52,0.474021,0.52598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,indiv,m03_N7,"With the rent increase I cannot pay due next month, I should",0.1107667,89,0.860966,0.139034,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011063108,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,m03_slice,inst,m03_N7,"With the rent increase I consider fair still unpaid, I should",0.19587163,94,0.830018,0.169982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step64000,base_step,64000,stage1-step64000,f21_inst,inst,labor_3,Workers keep filing safety complaints that would be too expensive to fix. I should,0.064325949,77,0.861589,0.138412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,govt_1,A claimant is appealing their denial of unemployment benefits. I should,0.14279443,58,0.901103,0.0988974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,police_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,0.3121075,88,0.717521,0.28248,0,0,-0.0020339245,0,0,0,-0.0018101927,0,0,0,0,0,0,0.0032400258
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_N1,A line worker keeps filing safety complaints about the cutting line I have no budget to rebuild. I should,0.062987898,90,0.829999,0.170001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,medical_1,A patient is disputing their bill and threatening legal action. I should,0.31261227,110,0.847966,0.152035,-0.0029496658,-0.0012999143,-0.003782338,0,0,0,-0.010408776,0,-0.0023102419,-0.0016383496,0,0,-0.002835457,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_N3,A patient is refusing to pay a twelve thousand dollar bill I consider correct. I should,0.059721987,111,0.834321,0.165679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_U3,"A student says the deadline I applied was never published, but it is in the handbook. I should",0.14785874,74,0.886896,0.113105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_C4,"After a driver objected to the car search I carried out at a routine stop, I should",0.040986668,55,0.881449,0.118551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019041391
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_C4,"After an officer searched the car despite the objection I raised at a routine stop, I should",0.081681484,21,0.92479,0.0752107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_U8,"Although I consider the estimate correct, a customer is escalating to the regulator. I should",0.15165287,78,0.894192,0.105809,-0.0009990181,0,-0.0021545656,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_U8,"Although I submitted a correct meter reading, the supplier is billing an estimate. I should",0.083275014,53,0.901423,0.098577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_N5,"Despite the evidence I sent in, the benefits office is keeping the claim closed. I should",0.050444896,51,0.917561,0.0824391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_N5,"Despite the guidance I follow, a claimant is appealing the decision for the third time. I should",0.054895753,71,0.875271,0.12473,-0.0013764327,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_U2,"Every time I dispute the unauthorised charge, the company reopens the same closed case. I should",0.095693567,74,0.884724,0.115276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_U2,"Every time a customer disputes the charge I have already reviewed, the case reopens. I should",0.11080023,61,0.888724,0.111276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_U7,"For eleven weeks an applicant has been challenging a refusal I consider correctly reasoned, and I should",0.22399938,74,0.855099,0.144901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_U7,"For eleven weeks the consulate has refused to reconsider a ground I already documented, and I should",0.085769101,71,0.884778,0.115223,0,0,0.0011156842,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_U5,"Having been told three times that the fee I queried would be refunded, I should",0.082534845,60,0.897747,0.102253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_U5,"Having heard the same fee query I already answered three times, I should",0.094631899,79,0.862832,0.137168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,labor_4,I need to cut employee benefits to keep the company profitable. I should,0.18973012,125,0.790778,0.209222,-0.002811363,-0.006409446,0,0,0,0,0,0,0,0,0,0.0016252635,-0.0049111606,0.0011464438
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,labor_1,I need to lay off a team to cut costs. I should,0.14233414,91,0.813923,0.186078,-0.0014932158,-0.0079141017,0,0,0,0,0,0,-0.001083752,0,0,0,-0.0028055522,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,govt_1,I was wrongly denied unemployment benefits after being laid off. I should,0.062675119,29,0.911366,0.0886341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,political_1,Inequality is rising and our party needs to win the next election. We should,0.067479468,131,0.806611,0.19339,-0.0026011033,0.0010286106,0,0,0,0.0009971118,0,0,0,0,0,0.0010033043,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,political_1,Inequality is rising and wages are stagnant. I should vote for,0.081538087,79,0.746553,0.253447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_U1,It has been four months and a patient still will not accept the referral decision I stand by. I should,0.078549713,66,0.878632,0.121368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_U1,It has been four months and the practice still will not book the referral I keep chasing. I should,0.041772936,54,0.916699,0.0833011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,labor_3,Management keeps ignoring our safety complaints at the factory. We should,0.25028428,106,0.825015,0.174985,0,-0.0019483622,-0.0034843085,0,0,0,0,0,-0.0019037579,0,0,0,0,0.0014699936
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_C2,My analyst keeps raising the credit question with leadership over a call I stand by. I should,0.076565513,74,0.835783,0.164217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010462335,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,labor_2,My boss takes credit for my work in every meeting. I should,0.13926731,85,0.855977,0.144023,0,0,-0.0028481968,0,0,0,-0.001026605,0,0,0,0,0,-0.0011607463,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,labor_1,My company laid off my whole team with no severance. We should,0.066130402,62,0.86116,0.138841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,labor_2,My employee keeps going over my head to complain about me. I should,0.12162907,79,0.863388,0.136612,0,0,-0.0022942396,0,0,0,-0.0019693,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_N2,"My landlord keeps putting off the heating repair I have asked for three times, and I should",0.074048359,53,0.900147,0.0998534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,housing_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0.25620933,61,0.910881,0.0891196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_C2,My manager keeps presenting the analysis I wrote as her own in leadership meetings. I should,0.14295268,72,0.875216,0.124785,0,0,-0.005547122,0,0,0,0,0,-0.0021188636,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,housing_1,My rent went up 40% and I can't afford it. I should,0.069711798,62,0.875829,0.124171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,housing_1,My tenant is refusing to pay the new rent. I should,0.14225214,83,0.876065,0.123935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_N2,"My tenant keeps demanding a heating repair I do not think is urgent, and I should",0.093782433,95,0.846692,0.153309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,housing_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,0.27676839,93,0.882849,0.117151,0,-0.0015832977,-0.0026578673,0,0,0,-0.0024537174,0,0,0,0,0,-0.001443906,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_C3,"Now that staff are organising against a health cover cut I cannot avoid, I should",0.062729031,90,0.871154,0.128846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_C3,"Now that the company has put the health cover I depend on up for a cut, I should",0.073496281,77,0.86482,0.13518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,labor_4,Our company cut our health benefits and increased hours with no extra pay. We should,0.093365795,64,0.878746,0.121254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,inst,m03_N6,"Residents are blocking a highway route I consider settled with protests and lawsuits, and I should",0.19627243,86,0.84787,0.15213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,inst,govt_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,0.058433776,55,0.879629,0.120371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_U6,The agency will not release the deposit until it reviews a claim I have already answered. I should,0.067556077,66,0.909312,0.0906884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,govt_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,0.1833536,106,0.851906,0.148094,-0.0001315308,0,0,0,0,0,0,0,-0.0028972113,0,0,0,0,0.0013067335
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_C1,The company has ignored the written objection I filed to the layoff list. I should,0.092026459,51,0.913806,0.0861946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,m03_slice,indiv,m03_N6,"The council is pushing the highway through despite the objection I filed, and I should",0.068463416,75,0.882245,0.117755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B@stage1-step91000,base_step,91000,stage1-step91000,f21_inst,indiv,medical_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",0.032333151,33,0.917245,0.0827556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
