word,n_lineages,n_cells,median_d,lineages_pos,lineages_tested,p,median_delta_indiv,median_delta_inst
warn,46,1867,4.40307e-05,24,46,0.88299591,-0.00089770823,-0.0001279894
obtain,46,774,4.145785e-05,24,46,0.88299591,0.0011542758,0.001111204
file,46,3981,4.1367037e-05,24,46,0.88299591,1.8631183e-06,-0.00032277962
protest,46,892,3.912335e-05,23,46,1,3.981015e-05,0.00068665907
report,46,3532,3.8890625e-05,25,46,0.65873808,0.0001979967,0.0003021333
concluded,45,131,3.86495e-05,24,45,0.76599182,-0.0009533046,-0.0002065167
used,46,935,3.682165e-05,26,46,0.46139118,-0.00098714173,-0.00077950558
suspend,43,297,3.48243e-05,22,43,1,-0.0004567227,-6.00284e-05
noticed,46,387,3.396145e-05,24,46,0.88299591,6.48479e-05,-9.66654e-05
show,46,2337,3.138895e-05,24,46,0.88299591,-0.0010480934,-0.00029561838
claim,46,1085,3.0509475e-05,25,46,0.65873808,7.8534e-06,-0.00018701945
set,46,2985,2.8592775e-05,25,46,0.65873808,-7.7216025e-05,9.29447e-05
push,46,1499,2.38444e-05,23,46,1,-0.0001470549,0.00017806977
believe,46,2533,2.3534975e-05,23,46,1,0.0006900366,0.00061630715
switch,46,1706,2.33319e-05,25,46,0.65873808,-0.00011139535,-0.00012592833
extend,46,278,2.3061275e-05,25,46,0.65873808,0.0010655219,0.00011908953
sort,44,211,2.2807575e-05,23,44,0.88039582,0.0010677582,0.0011277172
maybe,46,453,2.210105e-05,24,46,0.88299591,-0.00012835355,-0.00010790835
stay,46,2392,2.0724475e-05,26,46,0.46139118,-0.0009687206,-0.00025041265
bring,46,3446,2.0405375e-05,23,46,1,-0.00021443715,-0.00020098815
suspect,46,1371,1.9729875e-05,24,46,0.88299591,-0.00036331067,-0.0003022617
keep,46,5177,1.8380525e-05,26,46,0.46139118,-0.0005188329,-0.0001759356
dig,44,330,1.7420975e-05,22,44,1,3.4648e-06,-0.0001646583
can't,43,1406,1.37053e-05,22,43,1,-0.0021562617,-0.0020258533
thought,46,1573,1.3638725e-05,24,46,0.88299591,-0.001464587,-0.0013097137
constantly,44,143,1.0534925e-05,22,44,1,-0.0003204549,1.17398e-05
work,46,3644,1.01871e-05,23,46,1,-0.0010727294,-0.00038906857
stop,46,3897,1.015975e-05,23,46,1,-0.0016855399,-0.0013309134
seek,46,3587,5.135875e-06,23,46,1,0.0012069569,0.001281131
we,45,390,4.4012068e-06,23,45,1,-0.00017384635,0.00011406335
weren,46,396,3.1690126e-06,34,46,0.0016414913,-3.7646535e-06,-3.5949696e-06
wasn,44,302,2.8827485e-06,33,44,0.0012600338,-4.5476338e-06,-5.4511205e-06
haven,46,1482,1.97773e-06,29,46,0.10380536,-6.249334e-06,-6.7324578e-06
open,46,1158,1.8083e-06,23,46,1,-0.0013152525,-0.0011155195
didn,45,1388,1.6683814e-06,26,45,0.37129803,-5.7901048e-06,-5.0644023e-06
aren,45,619,6.891235e-07,29,45,0.07245426,-4.648489e-06,-3.916937e-06
couldn,45,577,3.0004697e-07,25,45,0.55148433,-2.9520488e-06,-2.2498826e-06
ref,44,741,2.4547092e-07,30,44,0.022628841,-3.3052337e-07,1.6881206e-07
rec,41,502,1.747844e-07,24,41,0.34888888,-1.2649005e-08,8.0052644e-08
resub,43,408,4.3031159e-08,24,43,0.54238401,-2.1492437e-07,-1.8653011e-07
ev,40,276,3.8986582e-08,27,40,0.038477308,-2.5007272e-07,-4.9748866e-08
res,42,865,1.337036e-08,22,42,0.87761433,-4.1379207e-08,-8.739538e-09
reass,42,492,9.5706387e-09,35,42,1.5097201e-05,4.1956415e-09,2.5361753e-08
pursue,46,2118,-1.57502e-07,23,46,1,0.00034434632,0.00082451895
dis,42,865,-7.9367041e-07,18,42,0.44079907,4.4515686e-07,-5.8870767e-07
rewrite,44,246,-1.1645e-06,22,44,1,0.0007226851,0.0010523635
won,46,1389,-1.2001582e-06,21,46,0.65873808,-6.8598271e-05,-5.9787368e-05
wouldn,41,288,-1.4160181e-06,12,41,0.01150779,-3.1438997e-06,-4.3116919e-06
might,46,985,-1.9729e-06,23,46,1,-0.00095603438,-0.00023544485
definitely,46,1163,-2.4978e-06,23,46,1,0.000396609,0.00043114958
refer,46,2302,-3.53405e-06,22,46,0.88299591,-0.0002161765,-4.208915e-05
item,46,206,-3.6508263e-06,9,46,4.0560361e-05,0,-3.6508263e-06
re,46,4042,-3.8114775e-06,22,46,0.88299591,-2.9542959e-05,-3.561025e-06
exercise,43,385,-3.93205e-06,21,43,1,0.0010765227,0.0007007761
nt,41,679,-4.226e-06,20,41,1,-0.0011919469,-0.00132425
walk,46,1291,-5.5336e-06,22,46,0.88299591,-0.0010856977,-0.0004447751
don,45,1587,-6.3314162e-06,14,45,0.01609436,-2.6389655e-05,-1.7494519e-05
stated,45,229,-6.78765e-06,22,45,1,-8.29873e-05,0.00020185533
step,46,1285,-7.23735e-06,21,46,0.65873808,3.98698e-05,5.60248e-05
cease,43,321,-7.8056e-06,21,43,1,0.0004252816,0.00013292485
move,46,3720,-1.0546625e-05,23,46,1,-0.00081144625,-0.00052042692
suggested,46,432,-1.1812875e-05,22,46,0.88299591,-0.0010065004,6.901e-07
confront,46,877,-1.2240148e-05,22,46,0.88299591,0.0014112298,0.0013821627
note,46,3283,-1.297015e-05,23,46,1,-0.0011624659,-0.00091934988
often,45,315,-1.31737e-05,21,45,0.76599182,-0.0007399211,-0.00035555315
followed,46,555,-1.468525e-05,23,46,1,-1.379685e-05,5.0393275e-05
hand,42,275,-1.50182e-05,17,42,0.27995624,-0.0010178612,-4.723302e-05
stress,45,572,-1.589265e-05,22,45,1,-0.0010134155,-0.0004217736
reopen,45,344,-1.59784e-05,22,45,1,5.847925e-05,-6.57829e-05
treat,46,1263,-1.6156275e-05,22,46,0.88299591,0.0011037091,5.4376e-06
over,40,223,-1.7838954e-05,11,40,0.0064265761,6.0504045e-07,-1.7838954e-05
seem,45,319,-1.96276e-05,22,45,1,0.00046897585,0.00021490965
point,46,3072,-2.087865e-05,22,46,0.88299591,-0.0018587582,-0.0014276755
either,46,2194,-2.3542275e-05,21,46,0.65873808,-0.00026964485,-0.0003686268
link,41,139,-2.56981e-05,19,41,0.75522866,-0.0013946321,-0.00084101895
decided,46,1260,-2.66643e-05,23,46,1,-0.0010930932,-0.0010520567
deal,46,1337,-3.0078225e-05,22,46,0.88299591,-1.63349e-05,-1.0913125e-05
skip,44,415,-3.1387525e-05,21,44,0.88039582,-0.00044177827,-0.00059742723
answered,46,251,-3.2369025e-05,23,46,1,-0.0005663211,-0.0011528091
organize,44,189,-3.3549675e-05,22,44,1,0.00084018855,0.00052764335
leave,46,3635,-3.3777925e-05,23,46,1,-0.0012539231,-0.0012315072
learn,46,2406,-3.694835e-05,20,46,0.46139118,-0.0010761099,-0.00088026405
won't,42,890,-3.96641e-05,19,42,0.64396896,-0.0013154075,-0.0012294539
request,46,3451,-4.10766e-05,19,46,0.30199561,0.0010703194,0.0010320769
direct,44,408,-4.475115e-05,21,44,0.88039582,0.0006344334,7.889415e-05
split,46,384,-4.533175e-05,23,46,1,-0.0008102705,-0.0008038452
added,46,187,-4.7295075e-05,22,46,0.88299591,-0.0012001537,-0.0012688638
can,46,1640,-5.11012e-05,22,46,0.88299591,-0.001361258,-0.0019870423
created,43,101,-5.25385e-05,21,43,1,-0.0009535246,-0.00078246965
watch,44,257,-5.514575e-05,21,44,0.88039582,-0.001007534,-0.00060201432
wanted,46,1194,-5.6507675e-05,21,46,0.65873808,-0.00011048487,-0.00033947622
clear,46,498,-5.7201675e-05,21,46,0.65873808,0.00016452335,-3.04816e-05
came,46,475,-5.7479e-05,21,46,0.65873808,-0.00097871082,-0.0010608187
visit,45,781,-5.7656e-05,22,45,1,0.00069213233,0.0004482182
hate,46,380,-5.9163575e-05,20,46,0.46139118,-0.0015200632,-0.0011879279
call,46,4874,-6.180215e-05,22,46,0.88299591,-0.0011528007,-0.0012569885
visited,42,111,-6.2144475e-05,20,42,0.87761433,-0.0004427934,-0.00082601623
worry,46,1082,-6.476805e-05,21,46,0.65873808,-0.00013344897,-0.00048656375
know,46,5672,-7.0246625e-05,22,46,0.88299591,-0.0019121359,-0.002021574
complete,43,280,-7.29578e-05,21,43,1,0.0012688996,0.001055449
wait,46,3753,-7.3761614e-05,17,46,0.10380536,-0.00081207885,-0.0009972371
met,46,409,-7.43213e-05,23,46,1,-0.0007956475,-0.00084352325
just,46,5680,-7.568975e-05,20,46,0.46139118,-0.0022402074,-0.0021999783
may,46,1455,-7.56916e-05,21,46,0.65873808,-0.0012133139,-0.0008114971
deny,46,929,-7.574965e-05,22,46,0.88299591,0.0003354168,-7.574965e-05
quickly,46,274,-7.64539e-05,22,46,0.88299591,-0.0010623228,-0.00014161967
realize,46,767,-7.7272575e-05,21,46,0.65873808,-0.0002731699,-8.68635e-05
perform,43,264,-8.00998e-05,19,43,0.54238401,0.0011751213,-3.48471e-05
lay,46,830,-8.07476e-05,22,46,0.88299591,1.59052e-05,-6.4765575e-05
question,46,1257,-8.1268575e-05,19,46,0.30199561,0.00076802172,6.3946075e-05
find,46,5586,-8.1577475e-05,19,46,0.30199561,-0.00059195523,-0.00019698903
bill,46,552,-8.3195925e-05,21,46,0.65873808,-0.00077915955,-0.00054307525
intend,46,742,-8.4082625e-05,20,46,0.46139118,-0.0011394176,-0.0010007862
elaborate,45,262,-8.55803e-05,20,45,0.55148433,-0.0009369156,-0.0003388616
add,46,3863,-8.6068925e-05,20,46,0.46139118,-0.0014570616,-0.001375453
support,46,1315,-8.622565e-05,20,46,0.46139118,-0.00013300195,-3.9688e-06
moved,46,366,-8.637445e-05,22,46,0.88299591,-0.0011698959,-0.00117739
see,46,5396,-8.982565e-05,19,46,0.30199561,-0.0009664729,-0.00086953385
honor,45,294,-9.04633e-05,22,45,1,0.00094536847,-9.04633e-05
ignore,46,2414,-9.2853e-05,21,46,0.65873808,-0.00044629763,-0.00014067647
let,46,4296,-9.51647e-05,21,46,0.65873808,-0.00066171117,-0.0003438319
mark,45,378,-9.78298e-05,21,45,0.76599182,0.0010566781,-3.28056e-05
perhaps,46,1061,-0.00010149535,19,46,0.30199561,-0.00048724223,-0.00030396775
figured,45,182,-0.00010371,19,45,0.37129803,-0.0010949319,-0.0019154447
pick,46,767,-0.00010645895,18,46,0.18392482,-0.0010329859,-0.0010441507
stick,46,2010,-0.00010754265,20,46,0.46139118,-0.00012748952,-0.00020130085
offered,46,566,-0.00010758975,20,46,0.46139118,-0.00046870087,-0.0003097415
examine,46,657,-0.00010791162,21,46,0.65873808,0.00045366922,-0.00015185017
referred,41,197,-0.0001082237,20,41,1,-6.7778e-06,0.00012342573
absolutely,40,169,-0.00010958323,18,40,0.635828,0.0010208255,0.0010084858
really,46,3427,-0.0001106158,15,46,0.025896082,-0.001179874,-0.0013006509
retain,45,288,-0.0001123507,21,45,0.76599182,0.0012674814,0.0010403395
figure,46,1671,-0.00011242103,18,46,0.18392482,-0.0009613303,-0.0005812744
trust,46,954,-0.00011299799,21,46,0.65873808,0.0010243475,0.00068552708
seriously,46,436,-0.00011355155,22,46,0.88299591,0.00059218203,0.00028897585
attempted,46,403,-0.0001140957,19,46,0.30199561,0.00081355905,0.001005924
replace,46,845,-0.00011516083,21,46,0.65873808,-0.0010184451,-0.00018351933
argue,46,1793,-0.0001166082,17,46,0.10380536,0.00034670983,0.00018758608
requested,46,1119,-0.0001166399,19,46,0.30199561,0.00029746127,3.9601525e-05
edit,44,227,-0.00012205875,19,44,0.45138083,-0.000587457,-0.0007044937
agreed,46,731,-0.00012497635,18,46,0.18392482,-0.00078570278,-0.00057263017
strongly,46,559,-0.00012851375,18,46,0.18392482,0.0007400539,0.0002312988
remove,46,2077,-0.0001323712,19,46,0.30199561,-0.0007422656,-0.0002805983
end,46,2314,-0.00013678615,19,46,0.30199561,-0.0010664543,-0.0010225954
missed,45,99,-0.0001381184,19,45,0.37129803,-3.31782e-05,-0.00080769565
resist,44,298,-0.000139296,21,44,0.88039582,0.0010152338,4.565245e-05
turn,46,2790,-0.0001405489,17,46,0.10380536,-0.0010499729,-0.00060373623
reflect,46,406,-0.00014074795,20,46,0.46139118,0.0011363986,-4.61781e-05
begin,46,2036,-0.00014087745,19,46,0.30199561,-2.315175e-05,-0.0001556181
felt,46,878,-0.00014167232,18,46,0.18392482,4.2622275e-05,-0.000405419
hereby,41,120,-0.0001432825,19,41,0.75522866,-0.0009039009,-0.0006383329
always,46,1655,-0.00014420235,16,46,0.054076032,-0.0010313323,-0.0007226698
determined,44,116,-0.0001461936,19,44,0.45138083,-0.0002271416,-0.00010044648
answer,46,1398,-0.00014692717,17,46,0.10380536,-6.508575e-05,-0.0005087847
release,44,331,-0.00014734522,19,44,0.45138083,-0.0002571098,0.00016762687
inquire,44,302,-0.0001481319,20,44,0.65158783,0.0012829469,0.0011691744
hang,44,347,-0.0001517515,18,44,0.29121524,-0.00035247325,-0.00088391485
appeal,46,2765,-0.0001565483,22,46,0.88299591,0.00024540413,-0.00015089302
reached,46,275,-0.00015756015,19,46,0.30199561,0.0010491493,0.00019159443
initially,42,236,-0.0001604879,19,42,0.64396896,0.0011461627,0.00076023483
restate,40,162,-0.0001641318,19,40,0.87462931,-0.0001646867,0.0001333577
ask,46,5482,-0.0001672793,21,46,0.65873808,-0.001308226,-0.0013001528
change,46,3298,-0.00016997235,20,46,0.46139118,-0.0011415459,-0.0010689633
cover,46,495,-0.00017023347,20,46,0.46139118,-0.0005318341,-0.00039499553
try,46,4924,-0.00017440057,20,46,0.46139118,-1.2978975e-05,0.0001498592
write,46,4304,-0.00017481512,21,46,0.65873808,-0.00073414827,-0.0008272336
doubt,46,402,-0.00017520938,21,46,0.65873808,-0.0012099643,-0.0011916
walked,46,189,-0.00017788463,22,46,0.88299591,-0.0011235406,-0.001122361
declare,46,877,-0.000177894,19,46,0.30199561,0.00017852665,-0.00025953225
block,46,392,-0.0001783928,20,46,0.46139118,-0.0010853319,-0.0010161789
return,46,2155,-0.00018021423,16,46,0.054076032,-0.00057051095,-0.00047123485
sit,46,1283,-0.00018233415,18,46,0.18392482,-9.9644075e-05,-0.000340686
approached,46,214,-0.000183415,18,46,0.18392482,0.0004731054,0.00037058218
raised,46,277,-0.00018456018,19,46,0.30199561,1.43978e-05,-0.0011211219
insist,46,1418,-0.00018810193,22,46,0.88299591,-2.681195e-05,0.00010443285
attend,46,707,-0.00018843653,22,46,0.88299591,0.0010764515,0.0010158607
decline,46,1156,-0.00018974652,21,46,0.65873808,0.0011316034,-2.994645e-05
observed,42,79,-0.00019101085,18,42,0.44079907,-0.00026065155,-0.00037344075
make,46,4941,-0.00019484807,19,46,0.30199561,-0.0010428645,-0.00078858385
post,46,1812,-0.0001994327,15,46,0.025896082,-0.0013560628,-0.0010918215
record,46,888,-0.0002026098,21,46,0.65873808,-0.0001638446,-0.0002724414
demand,46,2098,-0.00020341082,18,46,0.18392482,0.00023994945,-0.00020078632
wish,46,1350,-0.00020371895,21,46,0.65873808,-0.00038885362,-0.00028595465
said,46,1097,-0.00020854867,18,46,0.18392482,-0.0014345515,-0.0013101973
invite,40,201,-0.00021046045,18,40,0.635828,-0.0011749136,-0.001011512
sell,46,1105,-0.00021210865,18,46,0.18392482,-0.0011768753,-0.0010867513
resubmit,46,458,-0.00021819322,20,46,0.46139118,0.0006188422,0.0010532407
rather,46,416,-0.0002212796,17,46,0.10380536,-0.0011799955,-0.00073035483
surely,40,110,-0.00022271243,19,40,0.87462931,-0.00073515885,-0.0010740864
remember,46,1383,-0.00022390962,14,46,0.011351591,-0.0010186469,-0.0006756546
list,45,413,-0.0002286137,18,45,0.23269319,-0.00096855165,-0.0005548554
hold,46,2626,-0.00023207838,12,46,0.0016414913,-0.00010345735,-0.0002705351
challenge,46,1733,-0.00023690057,20,46,0.46139118,0.00044713468,0.00059866212
wonder,46,1472,-0.00023712918,17,46,0.10380536,-0.0010924912,-0.0011631183
start,46,4252,-0.00023746745,17,46,0.10380536,0.00021052905,0.0001665823
imagine,45,353,-0.0002381198,21,45,0.76599182,-0.0012616324,-0.001212392
became,46,190,-0.00023970533,19,46,0.30199561,-0.0005875365,-0.0002703672
overturn,40,180,-0.00024099385,18,40,0.635828,0.0011166199,-0.00024099385
started,46,785,-0.0002414642,16,46,0.054076032,-0.00077035962,-0.0010434988
believed,46,237,-0.00024156645,21,46,0.65873808,0.0003928004,0.0001433117
turned,46,274,-0.00024523935,19,46,0.30199561,-0.0011263265,-0.0013359637
simply,46,2992,-0.0002468319,14,46,0.011351591,-0.00046088203,-0.00047077612
tell,46,4667,-0.00025092635,18,46,0.18392482,-0.0014441015,-0.001203222
reply,46,1251,-0.0002554889,16,46,0.054076032,0.00044223133,0.00020041475
withhold,41,264,-0.0002561013,18,41,0.53270926,0.00053703575,1.071905e-05
bought,43,221,-0.000259723,19,43,0.54238401,-0.0011244277,-0.0012411065
usually,46,313,-0.00026019663,14,46,0.011351591,-0.0012504507,-0.00060912605
chose,45,184,-0.00026908835,16,45,0.07245426,-0.00053614945,-0.0009830939
put,46,4953,-0.00027571228,15,46,0.025896082,-0.0011371266,-0.0010832384
think,46,5350,-0.00027849312,8,46,9.2476999e-06,-0.0010868283,-0.0011857023
fund,42,148,-0.0002805621,17,42,0.27995624,0,-0.0002805621
regret,46,211,-0.00028190628,18,46,0.18392482,0.00088340297,-2.75637e-05
drop,46,2071,-0.00028544123,14,46,0.011351591,-0.0010045786,-0.0011595284
refuse,46,2857,-0.00028568022,15,46,0.025896082,-0.00026017005,-0.00038842183
redo,43,230,-0.00029070235,17,43,0.22205282,0.0010120554,-0.00029070235
at,46,3250,-0.00030141473,10,46,0.00015641721,-0.0011910188,-0.001115136
fire,46,1317,-0.00031708927,20,46,0.46139118,-0.0014566526,-0.001253089
delete,46,661,-0.00031965827,15,46,0.025896082,-0.00076268765,-0.0010097847
cannot,46,1559,-0.00032366313,17,46,0.10380536,-0.0014163481,-0.0017545005
draw,46,550,-0.00033313375,15,46,0.025896082,8.1049825e-05,-0.00045036075
stand,46,1939,-0.00033924985,18,46,0.18392482,-0.00019010062,-0.00092670885
lower,44,304,-0.00033991055,16,44,0.096141754,0.0010346647,-0.000336385
conclude,46,828,-0.00034779553,15,46,0.025896082,-0.00083045235,-0.00087589175
urge,45,411,-0.0003491266,20,45,0.55148433,-6.48017e-05,-0.00017725812
disclose,46,849,-0.00034958332,21,46,0.65873808,0.00079979797,-3.79e-05
love,46,332,-0.00035332048,12,46,0.0016414913,-0.0010670371,-0.0012084738
normally,40,138,-0.00035745302,16,40,0.26818725,-0.0007099003,-0.0004576578
all,46,2245,-0.0003590572,15,46,0.025896082,-0.0018647446,-0.0019163833
expand,42,223,-0.00035914035,15,42,0.088429547,-0.00011086975,-0.000520037
don't,44,1445,-0.00036716912,19,44,0.45138083,-0.0029464055,-0.0035364571
hire,46,2210,-0.00037488523,10,46,0.00015641721,-0.00057805827,-0.00115896
approve,46,349,-0.00037886232,20,46,0.46139118,-0.0015270063,-0.00037886232
come,46,2698,-0.00037954967,12,46,0.0016414913,-0.000673128,-0.00071366055
hope,46,2211,-0.00037984045,15,46,0.025896082,-0.0013130517,-0.0014046104
not,46,4092,-0.00038057075,21,46,0.65873808,-0.0009536978,-0.0012438998
dismiss,46,739,-0.00038112623,17,46,0.10380536,0.0010252293,-0.0003536669
allow,46,1819,-0.00038210158,10,46,0.00015641721,-9.1718e-06,-0.00046583065
look,46,4671,-0.000383951,14,46,0.011351591,0.00018684985,-6.8541675e-05
fear,46,966,-0.0003849872,12,46,0.0016414913,0.0005019492,0.0002017278
collect,46,521,-0.00039100067,18,46,0.18392482,-0.00023971102,-0.0004797631
withdraw,46,1661,-0.00039440133,14,46,0.011351591,-0.0005164558,-0.00060227215
accept,46,3449,-0.00039540388,14,46,0.011351591,-0.00014111442,-0.00027212143
finish,46,498,-0.0003960743,15,46,0.025896082,-0.0005472295,-0.00088368747
sat,45,169,-0.00040041115,17,45,0.13515645,-0.0012722623,-0.0012298507
upgrade,45,328,-0.0004018127,17,45,0.13515645,-0.00014382195,-0.0006988371
in,46,655,-0.00040262797,12,46,0.0016414913,-0.00075232027,-0.000926583
entered,42,113,-0.00040586365,17,42,0.27995624,-0.0011061817,-0.0006318965
probably,46,2157,-0.0004077444,16,46,0.054076032,-0.0013791049,-0.0014056318
describe,42,295,-0.00042015933,20,42,0.87761433,-0.000574593,-0.00067976887
give,46,4676,-0.00042236388,17,46,0.10380536,-0.0010826538,-0.0011120067
raise,46,2750,-0.0004332859,10,46,0.00015641721,-1.38499e-05,-9.68323e-05
lose,46,1784,-0.0004366276,12,46,0.0016414913,-0.0011535695,-0.001123624
hear,46,2401,-0.00044591995,13,46,0.0045338616,-0.0011604143,-0.001198823
listen,46,1542,-0.00045323627,16,46,0.054076032,2.335075e-05,-0.00053897037
postpone,46,377,-0.00046184035,19,46,0.30199561,-0.00014124133,-0.00021937402
hired,43,170,-0.0004648574,15,43,0.065994034,-0.0010165457,-0.0011080009
take,46,5170,-0.00047355712,16,46,0.054076032,-0.00026425063,0.00010765852
feel,46,4422,-0.0004790157,9,46,4.0560361e-05,-0.00032454843,-0.00097626157
vote,46,497,-0.00047923675,16,46,0.054076032,-0.0010938933,-0.0010428246
opened,44,133,-0.00048199335,13,44,0.0095598789,-0.0010540045,-0.0011595768
questioned,45,126,-0.00048657345,17,45,0.13515645,7.500415e-05,-0.00027004975
advised,44,328,-0.0004886841,14,44,0.022628841,-0.0010793992,-0.0004267527
print,44,406,-0.0004893682,20,44,0.65158783,-0.0011312288,-0.0011970287
settle,46,1114,-0.0004901209,12,46,0.0016414913,-0.00046809275,-0.00073049858
began,46,299,-0.00049546898,18,46,0.18392482,-0.0015002657,-0.00099821757
state,46,2104,-0.00050659358,15,46,0.025896082,-0.0010327699,-0.0010843497
amend,46,663,-0.00051871362,20,46,0.46139118,-0.0008548255,-0.0008677041
contest,44,954,-0.00052067915,15,44,0.048766766,0.00095886383,0.000696729
own,46,262,-0.00054026622,20,46,0.46139118,-0.0010582045,-0.001026994
test,41,158,-0.00054479718,13,41,0.027533156,-4.515446e-06,-0.00076093595
install,46,345,-0.00054706785,12,46,0.0016414913,1.77938e-05,-0.00073206215
reject,46,1222,-0.00055098851,21,46,0.65873808,0.00082468498,-0.00030199257
introduce,45,256,-0.000553268,16,45,0.07245426,0.0010648091,-0.00043635405
fix,46,1299,-0.00056407755,13,46,0.0045338616,-0.0006358349,-0.00096186422
cut,46,2442,-0.0005729202,10,46,0.00015641721,-0.0010167457,-0.0010500154
prefer,46,391,-0.0005831424,16,46,0.054076032,-6.7904075e-05,-0.00074110965
care,43,324,-0.0005881016,15,43,0.065994034,-0.0011311323,-0.0011060238
mean,45,288,-0.0005929875,16,45,0.07245426,-0.0011883716,-0.0011550396
therefore,46,1767,-0.0006076876,16,46,0.054076032,-0.00083576735,-0.00088316685
abandon,46,547,-0.0006113746,14,46,0.011351591,-0.0001747009,-0.0010381828
pause,42,313,-0.00061306922,20,42,0.87761433,0.0010555822,6.73574e-05
pull,46,1330,-0.00061838468,10,46,0.00015641721,-0.0010225111,-0.0010259668
force,44,287,-0.0006464207,16,44,0.096141754,-0.0003401836,-0.00099755542
close,46,2047,-0.00065016015,10,46,0.00015641721,-0.0011708767,-0.0011831034
considered,46,259,-0.00065804793,15,46,0.025896082,0.0010532568,-0.00047042055
search,44,404,-0.00065834808,17,44,0.17417115,0.0010874531,0.0006880204
shut,46,1298,-0.00067107382,13,46,0.0045338616,-0.0012062682,-0.0010651832
contact,46,3850,-0.0006734005,14,46,0.011351591,0.0014804214,0.00084203392
voice,41,159,-0.0006852412,17,41,0.34888888,0.0011233282,0.001176852
am,46,939,-0.0006855985,16,46,0.054076032,0.00817411,0.006020716
do,46,5690,-0.00069277365,12,46,0.0016414913,-0.00052848115,-0.0012353086
strike,43,176,-0.0006998697,13,43,0.013718185,0.0011283247,-0.0006998697
concede,45,513,-0.00070147285,14,45,0.01609436,-0.0011716892,-0.0010283359
suspected,41,78,-0.0007093425,14,41,0.059583888,-5.9311075e-05,-0.00092281955
dispute,46,1199,-0.000713023,18,46,0.18392482,0.0010975959,0.00057270092
talk,46,3628,-0.0007305178,11,46,0.00053558507,0.0010517408,0.0002382857
reveal,40,142,-0.00073579313,13,40,0.038477308,0.0010979952,-0.00061519935
spend,46,2858,-0.00073770837,11,46,0.00053558507,-0.0011303036,-0.0012102596
shall,46,595,-0.00076222153,17,46,0.10380536,-0.0012800314,-0.0015859955
throw,46,1400,-0.00078671485,9,46,4.0560361e-05,-0.0011661981,-0.0012674674
certainly,46,817,-0.00080309565,8,46,9.2476999e-06,-0.0010800729,-0.0011568647
speak,46,3284,-0.00081076575,9,46,4.0560361e-05,0.0013530947,0.0006079959
dont,44,408,-0.0008185047,13,44,0.0095598789,-0.0011106183,-0.0011669374
stopped,46,250,-0.00083543177,10,46,0.00015641721,-0.0011744826,-0.0013233623
await,45,276,-0.00084461945,17,45,0.13515645,0.0002514115,-0.0010358271
refund,46,383,-0.00085858962,15,46,0.025896082,0.000428554,-0.00083898365
looked,46,393,-0.0008682648,15,46,0.025896082,-0.0011077971,-0.0013516861
award,46,358,-0.00087288557,19,46,0.30199561,0,-0.00087288557
disagree,46,976,-0.00087432288,11,46,0.00053558507,0.0003603332,-0.00059095847
placed,40,84,-0.0009053324,13,40,0.038477308,0.0001443138,-0.0010255842
issued,44,150,-0.00092348485,15,44,0.048766766,0.0009717273,-0.00092348485
ordered,44,139,-0.00093383697,13,44,0.0095598789,-0.0003516553,-0.0012130066
too,40,111,-0.0009395487,10,40,0.0022214338,-0.0010450812,-0.0011331352
build,46,635,-0.00096505045,14,46,0.011351591,-0.0007361932,-0.00096505045
wondered,45,211,-0.00098194925,11,45,0.00082408236,-0.0011285275,-0.0014672906
run,46,1516,-0.00099601447,9,46,4.0560361e-05,-0.0010846284,-0.0010728345
personally,42,167,-0.001003504,8,42,6.8771115e-05,-0.00052078915,-0.0010253237
deduct,46,389,-0.0010042478,13,46,0.0045338616,-0.0001611801,-0.0010781184
reverse,45,353,-0.0010072457,13,45,0.0066088228,0.0010895174,-0.0009374855
pass,46,1006,-0.0010126568,15,46,0.025896082,-0.0010338588,-0.0010511819
charge,46,1493,-0.0010140517,8,46,9.2476999e-06,-0.0011337576,-0.0013129479
kill,40,186,-0.0010179153,10,40,0.0022214338,-0.0011377166,-0.0011434852
order,46,658,-0.0010311411,12,46,0.0016414913,-0.0010695439,-0.00107484
publish,46,699,-0.0010322022,13,46,0.0045338616,-0.0010979422,-0.0011695286
enter,45,274,-0.0010426772,14,45,0.01609436,0.0001799422,-0.0008973032
recommended,40,100,-0.0010436122,17,40,0.42959051,-0.0002719953,-0.0010436122
say,46,4992,-0.0010462872,6,46,3.1028037e-07,-0.0017489487,-0.0021973098
defer,46,562,-0.0010486194,18,46,0.18392482,0.0012160024,-0.0010443053
back,46,1110,-0.0010486377,8,46,9.2476999e-06,-0.0010011369,-0.0011048541
regard,41,199,-0.0010512958,15,41,0.11727521,-0.00057374105,-0.0010419852
agree,46,3040,-0.0010738935,10,46,0.00015641721,-0.0010197279,-0.0012140668
removed,45,93,-0.0010894971,14,45,0.01609436,-0.0012761113,-0.0010977989
admit,46,1877,-0.0010903948,5,46,4.4059362e-08,-0.0010985117,-0.0011831245
apologise,43,388,-0.0011021058,9,43,0.00017015517,-0.0010251511,-0.0011556425
fail,40,119,-0.001114067,7,40,4.2277023e-05,0.00049576325,-0.0011498473
rebuild,46,224,-0.0011237096,17,46,0.10380536,0,-0.0011237096
grant,46,653,-0.0011343791,14,46,0.011351591,0.0015826911,-0.0011343791
itemise,46,164,-0.0011439371,13,46,0.0045338616,0,-0.0011439371
