stratum,source,field,n_lineages,median_share,coverage,prenamed
power_marked,usas_fine,sociality_reciprocity_and_belonging,46,0.057586368,1,False
power_marked,usas_fine,media_and_entertainment,45,0.047619048,1,False
power_marked,usas_fine,duration_phase_and_age,46,0.096746881,1,False
power_marked,usas_fine,time_reference_and_tense,42,0.047619048,1,False
power_marked,usas_fine,ontological_and_categorization,46,0.050641026,1,False
power_marked,meta,time_aspect,46,0.10331144,1,False
power_marked,meta,existence_state,46,0.054130117,1,False
power_marked,usas,S8,40,0.052631579,1,False
power_marked,usas,X2.1,44,0.05,1,False
power_marked,usas,X4.1,42,0.036754593,1,False
power_marked,usas,N4,44,0.11621732,1,False
power_marked,usas,A2.2,46,0.059143112,1,False
power_marked,usas,A3,46,0.040833333,1,False
power_marked,usas,X9.2,46,0.057738095,1,False
power_marked,usas,X6,45,0.04,1,False
power_marked,wordnet,social,46,0.16666667,0.11111111,False
power_marked,wordnet,stative,46,0.24038462,0.11111111,False
power_marked,rid,restraint:,43,0.33333333,0.11111111,False
power_marked,norms:valence,negative,46,0.25568182,0.090909091,False
power_marked,norms:dominance,submissive,46,0.33333333,0.090909091,False
power_marked,usas_fine,danger_caution_and_violence,46,0.069047619,1,False
power_marked,usas_fine,movement_transport_and_location,45,0.066666667,1,False
power_marked,usas_fine,science_technology_and_electronics,44,0.043560606,1,False
power_marked,usas,Q1.2,46,0.047619048,1,False
power_marked,usas,A1.1.2,43,0.040816327,1,False
power_marked,usas,M1,45,0.045183714,1,False
power_marked,usas,S5,40,0.029857398,1,False
power_marked,usas,T2,45,0.058823529,1,False
power_marked,usas,A1.8,46,0.060782421,1,False
power_marked,usas,Y2,41,0.035534591,1,False
power_marked,usas,M6,45,0.047619048,1,False
power_marked,usas,O2,41,0.041666667,1,False
power_marked,usas,Z5,45,0.18181818,1,False
power_marked,usas,A2.1,45,0.033333333,1,False
power_marked,usas,M2,46,0.047619048,1,False
power_marked,wordnet,contact,46,0.16666667,0.11111111,False
power_marked,wordnet,creation,45,0.125,0.11111111,False
power_marked,wordnet,motion,46,0.2,0.11111111,False
power_marked,wordnet,change,46,0.21028971,0.11111111,False
power_marked,rid,aggression:,44,0.33333333,0.11111111,False
power_marked,rid,regressive_cognition:concreteness,46,1,0.11111111,False
power_marked,rid,temporal_references:,45,0.5,0.11111111,False
power_marked,usas_fine,degree_intensity_and_emphasis,44,0.14573232,1,False
power_marked,usas_fine,commerce_work_and_industry,46,0.047619048,1,False
power_marked,usas,I3.1,43,0.037037037,1,False
power_marked,usas,I2.2,42,0.035714286,1,False
power_marked,usas_fine,physical_measurement_dimensions,45,0.048809524,1,False
power_marked,usas_fine,body_health_and_consumption,44,0.048199768,1,False
power_marked,usas_fine,housing_and_buildings,41,0.071428571,1,False
power_marked,usas_fine,emotion_and_arousal,46,0.069379579,1,False
power_marked,usas_fine,physical_appearance_and_properties,45,0.041666667,1,False
power_marked,usas_fine,religion_and_supernatural,45,0.045454545,1,False
power_marked,meta,emotion_affect,46,0.069974817,1,False
power_marked,meta,perception_sensation,45,0.047619048,1,False
power_marked,meta,body_health,44,0.054093567,1,False
power_marked,usas,A6.2,42,0.038105413,1,False
power_marked,usas,N2,42,0.039638932,1,False
power_marked,usas,P1,43,0.04,1,False
power_marked,usas,Q1.1,46,0.066666667,1,False
power_marked,usas,O4.1,44,0.035779934,1,False
power_marked,usas,S9,45,0.040257649,1,False
power_marked,usas,B2,43,0.040064103,1,False
power_marked,usas,K2,43,0.031176746,1,False
power_marked,usas,A8,44,0.055221387,1,False
power_marked,usas,A1.7,40,0.045048701,1,True
power_marked,usas,E3,44,0.051456876,1,False
power_marked,usas_fine,hierarchy_power_and_status,46,0.052631579,1,False
power_marked,usas_fine,leisure_hobbies_and_play,45,0.037433155,1,False
power_marked,usas_fine,sensory_perception,43,0.039230769,1,False
power_marked,usas,S7.1,46,0.048009368,1,False
power_marked,usas,A10,46,0.045547786,1,False
power_marked,usas,T1.3,40,0.033527409,1,False
power_marked,usas,C1,43,0.029411765,1,False
power_marked,usas,B3,44,0.042761977,1,False
power_marked,gi,evaluation_modality,44,0.16666667,0.25,False
power_marked,usas,A13.3,40,0.2,1,False
power_marked,usas,T1.2,40,0.13839286,1,False
power_marked,usas_fine,people_and_gender,42,0.16666667,1,False
power_marked,gi,time_aspect,40,0.25,0.25,False
power_marked,usas,Q4,43,0.038518519,1,False
power_marked,wordnet,perception,45,0.16666667,0.11111111,False
power_marked,usas,N3.3,40,0.10050505,1,False
power_marked,gi,other,42,0.5,0.25,False
power_marked,usas,S1.1.1,41,0.035714286,1,False
taboo_unmarked,usas_fine,language_and_communication,46,0.08377193,1,False
taboo_unmarked,usas_fine,emotion_and_arousal,46,0.041037415,1,False
taboo_unmarked,usas_fine,movement_transport_and_location,46,0.072077922,1,False
taboo_unmarked,usas_fine,physical_measurement_dimensions,45,0.027027027,1,False
taboo_unmarked,usas_fine,making_and_causation,46,0.08,1,False
taboo_unmarked,usas_fine,ontological_and_categorization,45,0.028219396,1,False
taboo_unmarked,usas_fine,core_cognition_and_belief,46,0.039034691,1,False
taboo_unmarked,usas_fine,matter_objects_and_handling,46,0.1,1,False
taboo_unmarked,usas_fine,kinship_and_relationships,45,0.027027027,1,False
taboo_unmarked,usas_fine,number_quantity_and_order,46,0.047619048,1,False
taboo_unmarked,usas_fine,hierarchy_power_and_status,46,0.035406404,1,False
taboo_unmarked,usas_fine,governance_law_and_ethics,46,0.041888298,1,False
taboo_unmarked,usas_fine,volition_and_capability,46,0.04938648,1,False
taboo_unmarked,usas_fine,sociality_reciprocity_and_belonging,46,0.039615385,1,False
taboo_unmarked,usas_fine,leisure_hobbies_and_play,46,0.038461538,1,False
taboo_unmarked,usas_fine,duration_phase_and_age,46,0.066666667,1,False
taboo_unmarked,usas_fine,logical_modal_and_discourse_operators,46,0.038461538,1,False
taboo_unmarked,usas_fine,commerce_work_and_industry,46,0.03187804,1,False
taboo_unmarked,usas_fine,personality_traits,45,0.025,1,False
taboo_unmarked,meta,communication_speech,46,0.093897406,1,False
taboo_unmarked,meta,emotion_affect,46,0.044002525,1,False
taboo_unmarked,meta,physical_action,46,0.16447224,1,False
taboo_unmarked,meta,quantity_degree,46,0.062832447,1,False
taboo_unmarked,meta,other,46,0.14285714,1,False
taboo_unmarked,meta,existence_state,46,0.036706349,1,False
taboo_unmarked,meta,cognition_mental,46,0.076923077,1,False
taboo_unmarked,meta,possession_exchange,46,0.08,1,False
taboo_unmarked,meta,social_interpersonal,46,0.076923077,1,False
taboo_unmarked,meta,evaluation_modality,46,0.081418471,1,False
taboo_unmarked,meta,time_aspect,46,0.074074074,1,False
taboo_unmarked,usas,Q2.2,46,0.05,1,False
taboo_unmarked,usas,E3,45,0.025641026,1,False
taboo_unmarked,usas,E4.2,42,0.021127808,1,False
taboo_unmarked,usas,M1,46,0.047619048,1,False
taboo_unmarked,usas,A2.2,46,0.033903176,1,False
taboo_unmarked,usas,A3,45,0.025,1,False
taboo_unmarked,usas,X2.1,46,0.028781513,1,False
taboo_unmarked,usas,A9,46,0.048199768,1,False
taboo_unmarked,usas,S4,44,0.020341433,1,False
taboo_unmarked,usas,N4,46,0.026879699,1,False
taboo_unmarked,usas,S3.2,45,0.023306233,1,False
taboo_unmarked,usas,S7.1,46,0.029857398,1,False
taboo_unmarked,usas,S6,45,0.024390244,1,False
taboo_unmarked,usas,X7,45,0.022739018,1,False
taboo_unmarked,usas,S5,46,0.024404762,1,False
taboo_unmarked,usas,N5,46,0.029857398,1,False
taboo_unmarked,usas,X2.5,46,0.02173913,1,False
taboo_unmarked,usas,A1.1.1,46,0.060606061,1,False
taboo_unmarked,usas,X9.2,46,0.031502016,1,False
taboo_unmarked,usas,S1.1.1,46,0.026709402,1,False
taboo_unmarked,usas,K5.1,46,0.025559883,1,False
taboo_unmarked,usas,M6,46,0.028991597,1,False
taboo_unmarked,usas,M2,46,0.048780488,1,False
taboo_unmarked,usas,M8,45,0.022727273,1,False
taboo_unmarked,usas,T2,46,0.044444444,1,False
taboo_unmarked,usas,N3,45,0.018518519,1,False
taboo_unmarked,usas,A7,45,0.021507863,1,False
taboo_unmarked,usas,G1.2,46,0.023255814,1,False
taboo_unmarked,usas,S8,45,0.023809524,1,False
taboo_unmarked,usas,S7.4,45,0.019803922,1,False
taboo_unmarked,usas,I2.2,46,0.023809524,1,False
taboo_unmarked,usas,S1.2.5,45,0.018518519,1,False
taboo_unmarked,gi,social_interpersonal,46,0.125,0.84615385,False
taboo_unmarked,gi,emotion_affect,46,0.076923077,0.84615385,False
taboo_unmarked,gi,physical_action,46,0.66666667,0.84615385,False
taboo_unmarked,gi,communication_speech,46,0.14642857,0.84615385,False
taboo_unmarked,wordnet,communication,46,0.2,0.89473684,False
taboo_unmarked,wordnet,emotion,45,0.074175824,0.89473684,False
taboo_unmarked,wordnet,motion,46,0.15275132,0.89473684,False
taboo_unmarked,wordnet,contact,46,0.22135417,0.89473684,False
taboo_unmarked,wordnet,social,46,0.11111111,0.89473684,False
taboo_unmarked,rid,social_behavior:,46,0.25,0.46666667,False
taboo_unmarked,rid,defensive_symbolization:passivity,45,0.13392857,0.46666667,False
taboo_unmarked,rid,restraint:,44,0.14285714,0.46666667,False
taboo_unmarked,norms:valence,positive,46,0.6,0.46153846,False
taboo_unmarked,norms:valence,negative,46,0.2,0.46153846,False
taboo_unmarked,norms:valence,neutral,46,0.33333333,0.46153846,False
taboo_unmarked,norms:arousal,calm,46,0.57142857,0.46153846,False
taboo_unmarked,norms:arousal,aroused,46,0.22222222,0.46153846,False
taboo_unmarked,norms:dominance,neutral,46,0.30384615,0.46153846,False
taboo_unmarked,norms:dominance,dominant,46,0.66666667,0.46153846,False
taboo_unmarked,norms:concreteness,abstract,46,0.18728147,1,False
taboo_unmarked,norms:concreteness,concrete,46,0.28571429,1,False
taboo_unmarked,norms:concreteness,neutral,46,0.53392857,1,False
taboo_unmarked,norms:valence_extremity,moderate,46,0.42857143,0.46153846,False
taboo_unmarked,norms:valence_extremity,extreme,46,0.33333333,0.46153846,False
taboo_unmarked,norms:valence_extremity,flat,46,0.28571429,0.46153846,False
taboo_unmarked,norms:arousal_extremity,extreme,46,0.4,0.46153846,False
taboo_unmarked,norms:arousal_extremity,moderate,46,0.4,0.46153846,False
taboo_unmarked,norms:dominance_extremity,moderate,46,0.38605769,0.46153846,False
taboo_unmarked,norms:dominance_extremity,extreme,46,0.4,0.46153846,False
taboo_unmarked,norms:dominance_extremity,flat,46,0.28571429,0.46153846,False
taboo_unmarked,norms:concreteness_extremity,moderate,46,0.33333333,1,False
taboo_unmarked,norms:concreteness_extremity,extreme,46,0.14285714,1,False
taboo_unmarked,norms:concreteness_extremity,flat,46,0.54086538,1,False
taboo_unmarked,usas_fine,constraint_inclusion_and_exclusion,45,0.03125,1,False
taboo_unmarked,usas_fine,body_health_and_consumption,46,0.043478261,1,False
taboo_unmarked,usas_fine,biology_and_living_things,46,0.024259075,1,False
taboo_unmarked,usas_fine,danger_caution_and_violence,46,0.025480769,1,False
taboo_unmarked,usas_fine,evaluation_comparison_and_judgment,46,0.028885032,1,False
taboo_unmarked,meta,body_health,46,0.042109929,1,False
taboo_unmarked,usas,A1.7,45,0.025,1,True
taboo_unmarked,usas,E2,44,0.023255814,1,False
taboo_unmarked,usas,A2.1,46,0.029411765,1,False
taboo_unmarked,usas,X6,45,0.027587519,1,False
taboo_unmarked,usas,B1,46,0.024252323,1,False
taboo_unmarked,usas,Z5,46,0.027809106,1,False
taboo_unmarked,usas,T1.2,46,0.025809717,1,False
taboo_unmarked,usas,L2,45,0.020408163,1,False
taboo_unmarked,usas,A1.8,45,0.024099884,1,False
taboo_unmarked,usas,Q2.1,46,0.030080214,1,False
taboo_unmarked,usas,N6,45,0.022497472,1,False
taboo_unmarked,usas,A1.1.2,45,0.020556478,1,False
taboo_unmarked,usas,A6.3,45,0.018867925,1,False
taboo_unmarked,usas,B2,45,0.020833333,1,False
taboo_unmarked,gi,cognition_mental,46,0.10131579,0.84615385,False
taboo_unmarked,wordnet,change,46,0.13125,0.89473684,False
taboo_unmarked,wordnet,possession,46,0.090909091,0.89473684,False
taboo_unmarked,rid,regressive_cognition:narcissism,45,0.1547619,0.46666667,False
taboo_unmarked,rid,regressive_cognition:concreteness,46,0.14285714,0.46666667,False
taboo_unmarked,rid,regressive_cognition:brink_passage,46,0.13640873,0.46666667,False
taboo_unmarked,rid,temporal_references:,46,0.14285714,0.46666667,False
taboo_unmarked,norms:arousal,neutral,46,0.33333333,0.46153846,False
taboo_unmarked,norms:arousal_extremity,flat,46,0.25,0.46153846,False
taboo_unmarked,usas_fine,inquiry_discovery_and_education,46,0.055555556,1,False
taboo_unmarked,usas_fine,physical_appearance_and_properties,46,0.049390244,1,False
taboo_unmarked,usas_fine,religion_and_supernatural,46,0.03362069,1,False
taboo_unmarked,meta,perception_sensation,46,0.084371834,1,False
taboo_unmarked,usas,A10,46,0.03030303,1,False
taboo_unmarked,usas,O4.1,46,0.0293052,1,False
taboo_unmarked,usas,Q1.2,46,0.025641026,1,False
taboo_unmarked,usas,N5.2,46,0.025138514,1,False
taboo_unmarked,usas,S9,46,0.03030303,1,False
taboo_unmarked,usas,E5,45,0.023255814,1,False
taboo_unmarked,wordnet,stative,46,0.076923077,0.89473684,False
taboo_unmarked,rid,sensation:soft,46,0.12946429,0.46666667,False
taboo_unmarked,usas,Q1.1,45,0.027777778,1,False
taboo_unmarked,usas_fine,housing_and_buildings,45,0.03125,1,False
taboo_unmarked,usas,H4,45,0.022285443,1,False
taboo_unmarked,usas,O2,46,0.027640415,1,False
taboo_unmarked,gi,evaluation_modality,45,0.071428571,0.84615385,False
taboo_unmarked,rid,sensation:vision,46,0.2,0.46666667,False
taboo_unmarked,norms:dominance,submissive,46,0.16666667,0.46153846,False
taboo_unmarked,usas_fine,time_reference_and_tense,44,0.035218915,1,False
taboo_unmarked,usas,N3.8,40,0.023814925,1,False
taboo_unmarked,gi,quantity_degree,46,0.077152015,0.84615385,False
taboo_unmarked,rid,icarian_imagery:ascend,45,0.14285714,0.46666667,False
taboo_unmarked,usas,N5.1,43,0.026315789,1,False
taboo_unmarked,usas,T4,41,0.031135531,1,False
taboo_unmarked,usas,C1,45,0.025015635,1,False
taboo_unmarked,gi,time_aspect,44,0.083333333,0.84615385,False
taboo_unmarked,wordnet,creation,46,0.1,0.89473684,False
taboo_unmarked,rid,sadness:,46,0.14285714,0.46666667,False
taboo_unmarked,usas_fine,sensory_perception,46,0.055555556,1,False
taboo_unmarked,usas,E4.1,46,0.029424497,1,False
taboo_unmarked,usas,A5.1,46,0.023816276,1,False
taboo_unmarked,usas,P1,46,0.023671096,1,False
taboo_unmarked,usas,G1.1,43,0.019230769,1,False
taboo_unmarked,usas,G2.1,45,0.025974026,1,False
taboo_unmarked,usas,X3,42,0.024099884,1,False
taboo_unmarked,usas_fine,media_and_entertainment,46,0.037843936,1,False
taboo_unmarked,usas,O4.4,46,0.025,1,False
taboo_unmarked,usas,K2,45,0.031754032,1,False
taboo_unmarked,usas,X3.2,46,0.029201681,1,False
taboo_unmarked,rid,expressive_behavior:,45,0.14285714,0.46666667,False
taboo_unmarked,rid,order:,46,0.11111111,0.46666667,False
taboo_unmarked,rid,instrumental_behavior:,45,0.16666667,0.46666667,False
taboo_unmarked,usas_fine,degree_intensity_and_emphasis,45,0.026709402,1,False
taboo_unmarked,usas,A6.1,45,0.025641026,1,False
taboo_unmarked,usas,N2,45,0.022222222,1,False
taboo_unmarked,usas,A11.1,41,0.022727273,1,False
taboo_unmarked,usas,X3.4,46,0.040178765,1,False
taboo_unmarked,usas,A11.2,44,0.022991543,1,False
taboo_unmarked,usas,X2.2,45,0.029436501,1,False
taboo_unmarked,usas,S1.2.4,44,0.023961456,1,False
taboo_unmarked,wordnet,perception,46,0.125,0.89473684,False
taboo_unmarked,wordnet,cognition,46,0.097727273,0.89473684,True
taboo_unmarked,rid,abstraction:,46,0.14047619,0.46666667,False
taboo_unmarked,usas_fine,cosmos_weather_and_environment,44,0.025480769,1,False
taboo_unmarked,usas_fine,money_and_finance,45,0.026013514,1,False
taboo_unmarked,usas_fine,suitability_and_utility,45,0.029040404,1,False
taboo_unmarked,usas_fine,science_technology_and_electronics,46,0.026671408,1,False
taboo_unmarked,usas,W4,43,0.022233202,1,False
taboo_unmarked,usas,I1.2,43,0.018874644,1,False
taboo_unmarked,usas,A1.5.1,44,0.026581318,1,False
taboo_unmarked,usas,O3,44,0.022474747,1,False
taboo_unmarked,gi,other,46,0.083333333,0.84615385,False
taboo_unmarked,wordnet,body,46,0.089015152,0.89473684,False
taboo_unmarked,rid,icarian_imagery:fire,46,0.125,0.46666667,False
taboo_unmarked,usas,O4.3,46,0.02513408,1,False
taboo_unmarked,usas,N3.2,41,0.023268398,1,False
taboo_unmarked,usas,A12,44,0.022727273,1,False
taboo_unmarked,usas,F1,46,0.022727273,1,False
taboo_unmarked,usas,O4.2,46,0.025160256,1,False
taboo_unmarked,usas,O4.6,45,0.025252525,1,False
taboo_unmarked,usas,I1.1,45,0.022727273,1,False
taboo_unmarked,usas,K4,45,0.024390244,1,False
taboo_unmarked,usas,B4,46,0.030076888,1,False
taboo_unmarked,rid,icarian_imagery:water,45,0.12698413,0.46666667,False
taboo_unmarked,rid,defensive_symbolization:random_movement,41,0.125,0.46666667,False
taboo_unmarked,usas,A1.3,42,0.02260101,1,True
taboo_unmarked,usas,X2.4,45,0.035714286,1,True
taboo_unmarked,usas,B3,46,0.021980676,1,False
taboo_unmarked,usas,M3,43,0.020869565,1,False
taboo_unmarked,usas,S1.1.3,45,0.024390244,1,False
taboo_unmarked,usas,T1.3,46,0.02173913,1,False
taboo_unmarked,usas,F2,45,0.019803922,1,False
taboo_unmarked,usas,T3,45,0.03030303,1,False
taboo_unmarked,wordnet,consumption,46,0.077152015,0.89473684,False
taboo_unmarked,usas,O4.5,45,0.022474747,1,False
taboo_unmarked,usas,B5,40,0.025015635,1,False
taboo_unmarked,usas,Q4,43,0.022727273,1,False
taboo_unmarked,usas,O1.1,46,0.026671408,1,False
taboo_unmarked,usas,S7.2,42,0.02369186,1,False
taboo_unmarked,usas,A8,45,0.021276596,1,False
taboo_unmarked,rid,need:orality,40,0.12946429,0.46666667,False
taboo_unmarked,usas,F4,46,0.022498275,1,False
taboo_unmarked,usas,I3.1,42,0.020731564,1,False
taboo_unmarked,usas,X8,44,0.023809524,1,False
taboo_unmarked,usas,E1,43,0.022108844,1,False
taboo_unmarked,usas,X3.3,44,0.0228951,1,False
taboo_unmarked,rid,sensation:touch,41,0.125,0.46666667,False
taboo_unmarked,usas,N3.3,43,0.021199389,1,False
taboo_unmarked,usas,S1.1.2,41,0.029411765,1,True
taboo_unmarked,rid,sensation:sound,46,0.11111111,0.46666667,False
taboo_unmarked,rid,positive_affect:,45,0.11805556,0.46666667,False
taboo_unmarked,usas,Q1.3,40,0.029424497,1,False
taboo_unmarked,usas_fine,other_proper_names,41,0.028061224,1,False
taboo_unmarked,usas,Z3c,40,0.025759375,1,False
taboo_unmarked,usas,K1,43,0.025,1,False
taboo_unmarked,rid,glory:,43,0.095454545,0.46666667,False
taboo_unmarked,usas,X2.3,42,0.027149845,1,False
taboo_unmarked,wordnet,competition,40,0.07387218,0.89473684,False
taboo_unmarked,rid,aggression:,43,0.1547619,0.46666667,False
taboo_unmarked,usas_fine,geography_and_places,43,0.03030303,1,False
taboo_unmarked,rid,icarian_imagery:height,42,0.14285714,0.46666667,False
taboo_unmarked,usas,H1,45,0.031818182,1,False
taboo_unmarked,rid,icarian_imagery:descent,45,0.13392857,0.46666667,False
taboo_unmarked,usas,Y1,43,0.020833333,1,False
taboo_unmarked,usas,I2.1,42,0.024878889,1,False
taboo_unmarked,usas,N3.6,44,0.022279822,1,False
taboo_unmarked,usas_fine,personal_names,40,0.025749224,1,False
taboo_unmarked,usas,M4,40,0.024695122,1,False
taboo_unmarked,usas,Y2,42,0.025651201,1,False
betrayal_unmarked,usas_fine,logical_modal_and_discourse_operators,46,0.067241379,1,False
betrayal_unmarked,usas_fine,emotion_and_arousal,46,0.05,1,False
betrayal_unmarked,usas_fine,making_and_causation,46,0.08,1,False
betrayal_unmarked,usas_fine,matter_objects_and_handling,46,0.090909091,1,False
betrayal_unmarked,usas_fine,governance_law_and_ethics,46,0.049311748,1,False
betrayal_unmarked,usas_fine,ontological_and_categorization,46,0.03362069,1,False
betrayal_unmarked,usas_fine,volition_and_capability,46,0.07421574,1,False
betrayal_unmarked,usas_fine,danger_caution_and_violence,45,0.033333333,1,False
betrayal_unmarked,usas_fine,number_quantity_and_order,46,0.061875,1,False
betrayal_unmarked,usas_fine,duration_phase_and_age,46,0.069575034,1,False
betrayal_unmarked,meta,other,46,0.15658654,1,False
betrayal_unmarked,meta,emotion_affect,46,0.055555556,1,False
betrayal_unmarked,meta,physical_action,46,0.125,1,False
betrayal_unmarked,meta,possession_exchange,46,0.090909091,1,False
betrayal_unmarked,meta,evaluation_modality,46,0.1,1,False
betrayal_unmarked,meta,existence_state,46,0.037062475,1,False
betrayal_unmarked,meta,cognition_mental,46,0.11111111,1,False
betrayal_unmarked,meta,quantity_degree,46,0.08027027,1,False
betrayal_unmarked,meta,time_aspect,46,0.080128205,1,False
betrayal_unmarked,usas,Z5,46,0.052329303,1,False
betrayal_unmarked,usas,E4.1,45,0.041666667,1,False
betrayal_unmarked,usas,A1.1.1,46,0.05518018,1,False
betrayal_unmarked,usas,A9,46,0.060633913,1,False
betrayal_unmarked,usas,A2.2,46,0.048214286,1,False
betrayal_unmarked,usas,S6,46,0.031042457,1,False
betrayal_unmarked,usas,A3,46,0.029857398,1,False
betrayal_unmarked,usas,X9.2,46,0.041666667,1,False
betrayal_unmarked,usas,X6,46,0.039803922,1,False
betrayal_unmarked,usas,A1.1.2,45,0.027777778,1,False
betrayal_unmarked,usas,N4,46,0.038461538,1,False
betrayal_unmarked,usas,T1.2,46,0.034482759,1,False
betrayal_unmarked,gi,cognition_mental,46,0.14285714,0.7,False
betrayal_unmarked,gi,physical_action,46,0.5,0.7,False
betrayal_unmarked,gi,social_interpersonal,46,0.18181818,0.7,False
betrayal_unmarked,wordnet,creation,46,0.10555556,0.6875,False
betrayal_unmarked,wordnet,body,45,0.16666667,0.6875,False
betrayal_unmarked,wordnet,social,46,0.14285714,0.6875,False
betrayal_unmarked,wordnet,contact,46,0.16666667,0.6875,False
betrayal_unmarked,rid,abstraction:,46,0.20714286,0.38095238,False
betrayal_unmarked,rid,positive_affect:,45,0.1547619,0.38095238,False
betrayal_unmarked,rid,temporal_references:,46,0.25,0.38095238,False
betrayal_unmarked,norms:valence,neutral,46,0.33333333,0.35,False
betrayal_unmarked,norms:valence,positive,46,0.60625,0.35,False
betrayal_unmarked,norms:arousal,calm,46,0.5,0.35,False
betrayal_unmarked,norms:arousal,aroused,46,0.28571429,0.35,False
betrayal_unmarked,norms:dominance,neutral,46,0.33333333,0.35,False
betrayal_unmarked,norms:dominance,dominant,46,0.6,0.35,False
betrayal_unmarked,norms:concreteness,neutral,46,0.5,1,False
betrayal_unmarked,norms:concreteness,abstract,46,0.33333333,1,False
betrayal_unmarked,norms:concreteness,concrete,46,0.2,1,False
betrayal_unmarked,norms:valence_extremity,flat,46,0.33333333,0.35,False
betrayal_unmarked,norms:valence_extremity,extreme,46,0.4,0.35,False
betrayal_unmarked,norms:arousal_extremity,moderate,46,0.42857143,0.35,False
betrayal_unmarked,norms:arousal_extremity,extreme,46,0.375,0.35,False
betrayal_unmarked,norms:dominance_extremity,flat,46,0.33333333,0.35,False
betrayal_unmarked,norms:dominance_extremity,extreme,46,0.4469697,0.35,False
betrayal_unmarked,norms:concreteness_extremity,flat,46,0.47368421,1,False
betrayal_unmarked,norms:concreteness_extremity,extreme,46,0.25,1,False
betrayal_unmarked,usas_fine,language_and_communication,46,0.10064103,1,False
betrayal_unmarked,usas_fine,kinship_and_relationships,46,0.041666667,1,False
betrayal_unmarked,usas_fine,people_and_gender,46,0.064455034,1,False
betrayal_unmarked,usas_fine,religion_and_supernatural,46,0.0374186,1,False
betrayal_unmarked,usas_fine,movement_transport_and_location,46,0.063508065,1,False
betrayal_unmarked,usas_fine,body_health_and_consumption,46,0.048199768,1,False
betrayal_unmarked,usas_fine,housing_and_buildings,45,0.032392894,1,False
betrayal_unmarked,usas_fine,hierarchy_power_and_status,46,0.037749288,1,False
betrayal_unmarked,usas_fine,sensory_perception,45,0.052631579,1,False
betrayal_unmarked,usas_fine,inquiry_discovery_and_education,46,0.073538961,1,False
betrayal_unmarked,usas_fine,constraint_inclusion_and_exclusion,45,0.039215686,1,False
betrayal_unmarked,usas_fine,commerce_work_and_industry,46,0.037749288,1,False
betrayal_unmarked,usas_fine,evaluation_comparison_and_judgment,46,0.04,1,False
betrayal_unmarked,meta,communication_speech,46,0.11111111,1,False
betrayal_unmarked,meta,social_interpersonal,46,0.083333333,1,False
betrayal_unmarked,meta,body_health,46,0.05,1,False
betrayal_unmarked,meta,perception_sensation,46,0.066666667,1,False
betrayal_unmarked,usas,Q2.2,46,0.065087366,1,False
betrayal_unmarked,usas,S9,46,0.032258065,1,False
betrayal_unmarked,usas,M6,46,0.029411765,1,False
betrayal_unmarked,usas,G1.2,44,0.025835704,1,False
betrayal_unmarked,usas,N5.2,45,0.028665029,1,False
betrayal_unmarked,usas,Q1.1,45,0.041958042,1,False
betrayal_unmarked,usas,S4mf,40,0.058823529,1,False
betrayal_unmarked,usas,S4f,44,0.068245434,1,False
betrayal_unmarked,usas,B3,46,0.025641026,1,False
betrayal_unmarked,usas,M8,44,0.026846847,1,False
betrayal_unmarked,usas,T2,46,0.047065338,1,False
betrayal_unmarked,usas,H4,44,0.027402402,1,False
betrayal_unmarked,usas,Q2.1,45,0.038461538,1,False
betrayal_unmarked,usas,S7.1,46,0.034482759,1,False
betrayal_unmarked,usas,X3,44,0.033278867,1,False
betrayal_unmarked,usas,A10,46,0.047619048,1,False
betrayal_unmarked,usas,M1,45,0.047619048,1,False
betrayal_unmarked,usas,A2.1,46,0.033333333,1,False
betrayal_unmarked,usas,A1.8,45,0.034482759,1,False
betrayal_unmarked,usas,N6,44,0.024586847,1,False
betrayal_unmarked,usas,I2.2,44,0.026470324,1,False
betrayal_unmarked,usas,S3.2,46,0.033064516,1,False
betrayal_unmarked,usas,A6.3,41,0.021073647,1,False
betrayal_unmarked,usas,B2,43,0.022497472,1,False
betrayal_unmarked,usas,B1,46,0.034851552,1,False
betrayal_unmarked,gi,communication_speech,46,0.18181818,0.7,False
betrayal_unmarked,wordnet,communication,46,0.27525253,0.6875,False
betrayal_unmarked,wordnet,cognition,46,0.16666667,0.6875,True
betrayal_unmarked,wordnet,emotion,46,0.11974206,0.6875,False
betrayal_unmarked,wordnet,motion,45,0.14835165,0.6875,False
betrayal_unmarked,wordnet,change,46,0.125,0.6875,False
betrayal_unmarked,rid,social_behavior:,46,0.4,0.38095238,False
betrayal_unmarked,norms:arousal,neutral,46,0.36931818,0.35,False
betrayal_unmarked,norms:dominance,submissive,45,0.25,0.35,False
betrayal_unmarked,norms:valence_extremity,moderate,46,0.5,0.35,False
betrayal_unmarked,norms:arousal_extremity,flat,46,0.33333333,0.35,False
betrayal_unmarked,norms:dominance_extremity,moderate,46,0.4,0.35,False
betrayal_unmarked,norms:concreteness_extremity,moderate,46,0.30769231,1,False
betrayal_unmarked,usas_fine,money_and_finance,46,0.037037037,1,False
betrayal_unmarked,usas_fine,suitability_and_utility,45,0.034482759,1,False
betrayal_unmarked,usas,A1.5.1,45,0.028571429,1,False
betrayal_unmarked,usas,T1.3,46,0.026681287,1,False
betrayal_unmarked,wordnet,stative,45,0.11437908,0.6875,False
