lineage,pair_id,domain,js_unmarked,js_marked,d_js
LLM360/Amber,npu_29,violence,0.42294241,0.27513212,-0.14781029
LLM360/Amber,npu_30,violence,0.50411746,0.25092178,-0.25319568
LLM360/Amber,npu_31,violence,0.28159958,0.21736714,-0.064232443
LLM360/Amber,npu_32,violence,0.24067266,0.46870418,0.22803152
LLM360/Amber,npu_33,violence,0.25228369,0.30252085,0.050237159
LLM360/Amber,npu_34,violence,0.22738202,0.27648097,0.049098941
LLM360/Amber,npu_35,violence,0.38025347,0.34560533,-0.034648142
LLM360/Amber,npu_36,violence,0.30600135,0.39159044,0.085589082
LLM360/Amber,npu_37,violence,0.54948488,0.34443171,-0.20505317
LLM360/Amber,npu_38,violence,0.62295944,0.39993554,-0.22302389
LLM360/Amber,npu_39,violence,0.20661254,0.50157949,0.29496696
LLM360/Amber,npu_40,violence,0.27637983,0.29632723,0.019947401
LLM360/Amber,npw_01,violence,0.26545644,0.2712133,0.0057568602
LLM360/Amber,npw_02,violence,0.26107378,0.34778846,0.086714675
LLM360/Amber,npw_03,violence,0.44432806,0.32442647,-0.11990159
LLM360/Amber,npw_04,violence,0.63364751,0.42139058,-0.21225693
LLM360/Amber,npw_05,violence,0.38050734,0.32696361,-0.053543727
LLM360/Amber,npw_06,violence,0.30044613,0.51477051,0.21432438
LLM360/Amber,npw_08,violence,0.24358961,0.2270289,-0.016560703
LLM360/Amber,npw_09,violence,0.30973879,0.60830864,0.29856985
LLM360/Amber,npw_10,violence,0.20974547,0.13905696,-0.070688512
LLM360/Amber,npw_11,violence,0.36700103,0.3412969,-0.025704129
LLM360/Amber,npw_12,violence,0.30497877,0.41682607,0.1118473
LLM360/Amber,npw_13,violence,0.29668941,0.28482635,-0.01186306
LLM360/Amber,npw_14,violence,0.240476,0.25649172,0.016015718
LLM360/Amber,npw_15,violence,0.22539048,0.33714912,0.11175865
LLM360/Amber,npw_16,violence,0.47609817,0.32387432,-0.15222385
LLM360/Amber,npw_17,violence,0.36017647,0.53719049,0.17701402
LLM360/Amber,npw_18,violence,0.17041994,0.24360971,0.073189764
LLM360/Amber,npw_19,violence,0.35115568,0.51839353,0.16723785
LLM360/Amber,npw_20,violence,0.38606744,0.22472744,-0.16134
LLM360/Amber,npw_21,violence,0.31477286,0.42002783,0.10525497
LLM360/Amber,npw_22,violence,0.48112764,0.71346337,0.23233573
LLM360/Amber,npw_23,violence,0.6548244,0.58151223,-0.073312175
LLM360/Amber,npw_24,violence,0.28461791,0.31133821,0.026720306
LLM360/Amber,npw_25,violence,0.25727928,0.52693287,0.26965359
LLM360/Amber,npw_26,violence,0.30258926,0.22268534,-0.079903922
LLM360/Amber,npw_27,violence,0.25616087,0.27656825,0.020407379
LLM360/Amber,npw_28,violence,0.41515733,0.70271599,0.28755866
LLM360/Amber,npw_29,violence,0.1908076,0.22406576,0.033258158
LLM360/Amber,npw_30,violence,0.45990007,0.57362483,0.11372475
LLM360/Amber,npw_31,violence,0.24783252,0.29449534,0.046662822
LLM360/Amber,npw_32,violence,0.43410133,0.46346169,0.029360355
LLM360/Amber,npw_33,violence,0.25832204,0.37304293,0.11472088
LLM360/Amber,npw_34,violence,0.29204503,0.2719107,-0.020134327
LLM360/Amber,npw_35,violence,0.21099301,0.20731128,-0.0036817295
LLM360/Amber,npw_36,violence,0.34248049,0.21739272,-0.12508776
LLM360/Amber,npw_37,violence,0.36437624,0.35808901,-0.006287223
LLM360/Amber,npw_38,violence,0.32184154,0.5125673,0.19072576
LLM360/Amber,npw_39,violence,0.27680299,0.6011891,0.32438612
LLM360/Amber,npw_40,violence,0.34519718,0.47191907,0.12672189
LLM360/Amber,r2an_001,animal,0.42018614,0.46479565,0.044609508
LLM360/Amber,r2an_002,animal,0.39304268,0.56452377,0.1714811
LLM360/Amber,r2an_003,animal,0.40421768,0.31274743,-0.09147025
LLM360/Amber,r2an_004,animal,0.29001686,0.26226327,-0.027753591
LLM360/Amber,r2an_005,animal,0.30612137,0.31082815,0.0047067788
LLM360/Amber,r2an_006,animal,0.30596108,0.38248907,0.07652799
LLM360/Amber,r2an_007,animal,0.33582218,0.44496444,0.10914225
LLM360/Amber,r2an_008,animal,0.34308512,0.20289098,-0.14019414
LLM360/Amber,r2an_009,animal,0.30230464,0.25746096,-0.044843676
LLM360/Amber,r2an_010,animal,0.58668738,0.42571146,-0.16097592
LLM360/Amber,r2an_011,animal,0.50281537,0.40639248,-0.096422886
LLM360/Amber,r2an_012,animal,0.52409386,0.4003199,-0.12377396
LLM360/Amber,r2an_015,animal,0.2676946,0.23873073,-0.028963875
LLM360/Amber,r2an_016,animal,0.3692208,0.29985342,-0.069367374
LLM360/Amber,r2an_017,animal,0.36201965,0.55195682,0.18993717
LLM360/Amber,r2an_018,animal,0.10373148,0.22800139,0.12426991
LLM360/Amber,r2an_019,animal,0.48156457,0.36960299,-0.11196158
LLM360/Amber,r2an_021,animal,0.32270484,0.45226946,0.12956462
LLM360/Amber,r2an_022,animal,0.26847338,0.40030263,0.13182925
LLM360/Amber,r2an_025,animal,0.39272659,0.3597509,-0.032975688
LLM360/Amber,r2an_027,animal,0.214294,0.61260347,0.39830948
LLM360/Amber,r2an_031,animal,0.31868253,0.56915918,0.25047665
LLM360/Amber,r2an_032,animal,0.37603208,0.3984082,0.022376116
LLM360/Amber,r2an_034,animal,0.41034316,0.57618022,0.16583705
LLM360/Amber,r2an_035,animal,0.21172419,0.18404274,-0.027681449
LLM360/Amber,r2an_043,animal,0.1213101,0.13791141,0.016601303
LLM360/Amber,r2an_045,animal,0.29853347,0.59375232,0.29521886
LLM360/Amber,r2an_048,animal,0.24587106,0.3226268,0.076755732
LLM360/Amber,r2an_050,animal,0.22610568,0.4759228,0.24981713
LLM360/Amber,r2an_053,animal,0.30415222,0.55266556,0.24851334
LLM360/Amber,r2an_056,animal,0.20730859,0.30288367,0.095575078
LLM360/Amber,r2an_057,animal,0.24303742,0.45282344,0.20978601
LLM360/Amber,r2an_061,animal,0.27057946,0.30284973,0.032270267
LLM360/Amber,r2an_064,animal,0.51688352,0.29630502,-0.22057851
LLM360/Amber,r2an_065,animal,0.35411715,0.36433133,0.010214187
LLM360/Amber,r2an_067,animal,0.31498552,0.34125601,0.026270494
LLM360/Amber,r2an_070,animal,0.43139257,0.41545366,-0.015938909
LLM360/Amber,r2an_071,animal,0.27271892,0.4400186,0.16729967
LLM360/Amber,r2an_076,animal,0.25535388,0.34049522,0.085141341
LLM360/Amber,r2an_077,animal,0.40862657,0.64313189,0.23450532
LLM360/Amber,r2an_079,animal,0.38856179,0.35831334,-0.030248452
LLM360/Amber,r2an_081,animal,0.22169352,0.21996841,-0.0017251065
LLM360/Amber,r2an_084,animal,0.32337304,0.38091933,0.057546288
LLM360/Amber,r2an_086,animal,0.57143009,0.39256627,-0.17886382
LLM360/Amber,r2an_090,animal,0.31926127,0.66392252,0.34466125
LLM360/Amber,r2an_100,animal,0.60642971,0.39425031,-0.21217941
LLM360/Amber,r2an_106,animal,0.43081104,0.48158103,0.05076999
LLM360/Amber,r2an_110,animal,0.27347052,0.37627775,0.10280723
LLM360/Amber,r2an_111,animal,0.29978722,0.44963802,0.14985079
LLM360/Amber,r2an_112,animal,0.27336945,0.32005903,0.046689575
LLM360/Amber,r2bpw_001,power,0.16622559,0.28744513,0.12121954
LLM360/Amber,r2bpw_002,power,0.12564864,0.21748099,0.091832346
LLM360/Amber,r2bpw_004,power,0.31241398,0.3801423,0.067728313
LLM360/Amber,r2bpw_005,power,0.096429359,0.52779707,0.43136771
LLM360/Amber,r2bpw_006,power,0.12307268,0.12810301,0.0050303243
LLM360/Amber,r2bpw_007,power,0.089325411,0.19357973,0.10425431
LLM360/Amber,r2bpw_008,power,0.23109971,0.25431845,0.023218739
LLM360/Amber,r2bpw_009,power,0.124165,0.22450525,0.10034025
LLM360/Amber,r2bpw_010,power,0.20720139,0.23900777,0.031806378
LLM360/Amber,r2bpw_011,power,0.30661961,0.1970228,-0.10959681
LLM360/Amber,r2bpw_012,power,0.24915823,0.17318744,-0.075970796
LLM360/Amber,r2bpw_013,power,0.19837692,0.34437474,0.14599781
LLM360/Amber,r2bpw_014,power,0.22519667,0.22088358,-0.0043130903
LLM360/Amber,r2bpw_015,power,0.1367043,0.19058496,0.053880666
LLM360/Amber,r2bpw_016,power,0.22639802,0.22394646,-0.0024515619
LLM360/Amber,r2bpw_017,power,0.12308625,0.4415356,0.31844935
LLM360/Amber,r2bpw_018,power,0.15178017,0.081624156,-0.070156016
LLM360/Amber,r2bpw_019,power,0.1736516,0.17841202,0.0047604153
LLM360/Amber,r2bpw_020,power,0.16446863,0.20180667,0.037338034
LLM360/Amber,r2bpw_021,power,0.15495628,0.21796117,0.063004894
LLM360/Amber,r2bpw_022,power,0.14010608,0.19312454,0.053018464
LLM360/Amber,r2bpw_023,power,0.14050988,0.12954282,-0.010967067
LLM360/Amber,r2bpw_024,power,0.25164377,0.21147562,-0.040168152
LLM360/Amber,r2bpw_025,power,0.21863781,0.15176976,-0.066868057
LLM360/Amber,r2bpw_026,power,0.14658827,0.098229723,-0.04835855
LLM360/Amber,r2bpw_027,power,0.26594144,0.17180306,-0.094138381
LLM360/Amber,r2bpw_028,power,0.28289299,0.33437183,0.051478839
LLM360/Amber,r2bpw_029,power,0.20978299,0.15187696,-0.057906035
LLM360/Amber,r2bpw_030,power,0.17072995,0.13487839,-0.035851568
LLM360/Amber,r2bpw_032,power,0.21022357,0.39773327,0.1875097
LLM360/Amber,r2bpw_033,power,0.10546405,0.20086653,0.09540248
LLM360/Amber,r2bpw_034,power,0.13625167,0.13828401,0.0020323423
LLM360/Amber,r2bpw_035,power,0.19586186,0.20199722,0.006135356
LLM360/Amber,r2bpw_036,power,0.16410613,0.15902827,-0.0050778611
LLM360/Amber,r2bpw_037,power,0.1119029,0.17566839,0.06376549
LLM360/Amber,r2bpw_038,power,0.18851726,0.18768977,-0.00082749131
LLM360/Amber,r2bpw_039,power,0.11630387,0.097671969,-0.018631899
LLM360/Amber,r2bpw_040,power,0.18321676,0.33977905,0.15656229
LLM360/Amber,r2bpw_041,power,0.12688469,0.42805641,0.30117172
LLM360/Amber,r2bpw_042,power,0.13714048,0.20376227,0.066621797
LLM360/Amber,r2bpw_043,power,0.14803014,0.14182072,-0.0062094278
LLM360/Amber,r2bpw_044,power,0.20670501,0.18740237,-0.019302642
LLM360/Amber,r2bpw_045,power,0.10645219,0.19753927,0.091087085
LLM360/Amber,r2bpw_046,power,0.1515219,0.1571787,0.0056567999
LLM360/Amber,r2bpw_047,power,0.071639998,0.088972119,0.017332121
LLM360/Amber,r2bpw_048,power,0.3052732,0.31213973,0.0068665295
LLM360/Amber,r2bpw_049,power,0.15784323,0.23982573,0.081982499
LLM360/Amber,r2bpw_050,power,0.10566651,0.077059251,-0.02860726
LLM360/Amber,r2bpw_051,power,0.13368102,0.14611378,0.01243276
LLM360/Amber,r2bpw_052,power,0.26999543,0.1909764,-0.079019034
LLM360/Amber,r2bpw_053,power,0.16115941,0.18355126,0.022391846
LLM360/Amber,r2bpw_054,power,0.15110292,0.13701947,-0.014083442
LLM360/Amber,r2bpw_055,power,0.070616503,0.067655696,-0.0029608069
LLM360/Amber,r2bpw_056,power,0.25310262,0.34236072,0.089258094
LLM360/Amber,r2bpw_057,power,0.13608034,0.212492,0.076411664
LLM360/Amber,r2bpw_058,power,0.11214817,0.10320836,-0.0089398167
LLM360/Amber,r2bpw_059,power,0.31523347,0.16956124,-0.14567224
LLM360/Amber,r2bpw_060,power,0.23334435,0.23587045,0.0025260997
LLM360/Amber,r2bpw_061,power,0.14582044,0.11231391,-0.033506528
LLM360/Amber,r2bpw_062,power,0.16557002,0.21378618,0.048216161
LLM360/Amber,r2bpw_063,power,0.083041186,0.14145799,0.058416801
LLM360/Amber,r2bpw_064,power,0.31014696,0.31856102,0.0084140625
LLM360/Amber,r2bpw_065,power,0.127542,0.20345987,0.075917868
LLM360/Amber,r2bpw_066,power,0.14845678,0.065979142,-0.08247764
LLM360/Amber,r2bpw_067,power,0.13587288,0.14665454,0.010781658
LLM360/Amber,r2bpw_068,power,0.14827831,0.23482128,0.086542971
LLM360/Amber,r2bpw_069,power,0.098712238,0.17388717,0.075174932
LLM360/Amber,r2bpw_070,power,0.17467207,0.18398514,0.0093130679
LLM360/Amber,r2bpw_071,power,0.087704209,0.10134765,0.013643442
LLM360/Amber,r2bpw_072,power,0.25681132,0.25628956,-0.00052176184
LLM360/Amber,r2bpw_073,power,0.1228083,0.15614708,0.033338778
LLM360/Amber,r2bpw_074,power,0.064022835,0.065579563,0.0015567277
LLM360/Amber,r2bpw_075,power,0.1824526,0.076295715,-0.10615688
LLM360/Amber,r2bpw_076,power,0.28475322,0.20304815,-0.081705075
LLM360/Amber,r2bpw_077,power,0.16186066,0.32454536,0.16268469
LLM360/Amber,r2bpw_078,power,0.096608986,0.10210259,0.0054936085
LLM360/Amber,r2bpw_079,power,0.086070322,0.10195866,0.01588834
LLM360/Amber,r2bpw_080,power,0.20714381,0.2124441,0.005300288
LLM360/Amber,r2bpw_081,power,0.10853942,0.17801913,0.069479709
LLM360/Amber,r2bpw_082,power,0.078765875,0.13114257,0.052376694
LLM360/Amber,r2bpw_083,power,0.11716329,0.14765928,0.030495989
LLM360/Amber,r2bpw_084,power,0.16567634,0.14250437,-0.02317197
LLM360/Amber,r2bpw_085,power,0.40775747,0.38292749,-0.024829985
LLM360/Amber,r2bpw_086,power,0.16762456,0.19511231,0.027487745
LLM360/Amber,r2bpw_087,power,0.14082814,0.18538721,0.044559066
LLM360/Amber,r2bpw_088,power,0.50867583,0.33685161,-0.17182421
LLM360/Amber,r2bpw_089,power,0.098463065,0.17022968,0.071766618
LLM360/Amber,r2bpw_090,power,0.14489999,0.084364699,-0.060535296
LLM360/Amber,r2bpw_091,power,0.19108195,0.20089956,0.0098176062
LLM360/Amber,r2bpw_092,power,0.21641848,0.28749272,0.07107424
LLM360/Amber,r2bpw_093,power,0.2580592,0.4712519,0.2131927
LLM360/Amber,r2bpw_094,power,0.096505768,0.14378668,0.047280915
LLM360/Amber,r2bpw_095,power,0.14305026,0.14343194,0.00038168142
LLM360/Amber,r2bpw_096,power,0.17968818,0.26004574,0.080357559
LLM360/Amber,r2bpw_097,power,0.14536659,0.22606656,0.08069996
LLM360/Amber,r2bpw_098,power,0.11073335,0.13020918,0.019475824
LLM360/Amber,r2bpw_099,power,0.10128179,0.097142902,-0.0041388873
LLM360/Amber,r2bpw_100,power,0.19788103,0.27085803,0.072977006
LLM360/Amber,r2bpw_101,power,0.11497655,0.24397706,0.12900051
LLM360/Amber,r2bpw_102,power,0.18717657,0.10987885,-0.077297718
LLM360/Amber,r2bpw_103,power,0.089433233,0.14818472,0.05875149
LLM360/Amber,r2bpw_104,power,0.19251878,0.24566758,0.053148801
LLM360/Amber,r2bpw_105,power,0.19769961,0.26297753,0.065277918
LLM360/Amber,r2bpw_106,power,0.12411754,0.12395853,-0.00015901351
LLM360/Amber,r2bpw_107,power,0.21659786,0.16061595,-0.055981909
LLM360/Amber,r2bpw_108,power,0.16511872,0.15013998,-0.014978737
LLM360/Amber,r2bpw_109,power,0.15181619,0.1300256,-0.021790588
LLM360/Amber,r2bpw_110,power,0.20855414,0.13171388,-0.076840263
LLM360/Amber,r2bpw_111,power,0.10231728,0.14287212,0.040554841
LLM360/Amber,r2bpw_112,power,0.37652621,0.41936964,0.042843427
LLM360/Amber,r2bpw_113,power,0.15009921,0.2212864,0.071187191
LLM360/Amber,r2bpw_114,power,0.10359863,0.06394718,-0.03965145
LLM360/Amber,r2bpw_115,power,0.20296854,0.23274169,0.029773146
LLM360/Amber,r2bpw_116,power,0.25494291,0.17013161,-0.084811301
LLM360/Amber,r2bpw_117,power,0.13685814,0.25497383,0.11811569
LLM360/Amber,r2bpw_118,power,0.12121798,0.14083457,0.019616592
LLM360/Amber,r2bpw_119,power,0.091353686,0.13391967,0.042565987
LLM360/Amber,r2bpw_120,power,0.17940691,0.27785645,0.09844954
LLM360/Amber,r2bt_001,betrayal,0.52917425,0.30025065,-0.22892361
LLM360/Amber,r2bt_002,betrayal,0.1778802,0.23273131,0.054851107
LLM360/Amber,r2bt_005,betrayal,0.34639953,0.24542027,-0.10097925
LLM360/Amber,r2bt_008,betrayal,0.34888282,0.35284011,0.0039572875
LLM360/Amber,r2bt_009,betrayal,0.25848552,0.24993087,-0.0085546457
LLM360/Amber,r2bt_010,betrayal,0.3706598,0.46088367,0.090223867
LLM360/Amber,r2bt_014,betrayal,0.3259034,0.40022574,0.074322343
LLM360/Amber,r2bt_015,betrayal,0.3713641,0.2541828,-0.1171813
LLM360/Amber,r2bt_016,betrayal,0.22260504,0.24990172,0.027296679
LLM360/Amber,r2bt_017,betrayal,0.32268976,0.21522261,-0.10746714
LLM360/Amber,r2bt_018,betrayal,0.3696041,0.36010042,-0.0095036823
LLM360/Amber,r2bt_019,betrayal,0.17263649,0.13317781,-0.039458674
LLM360/Amber,r2bt_020,betrayal,0.28086142,0.35901391,0.078152491
LLM360/Amber,r2bt_022,betrayal,0.43647034,0.31971619,-0.11675415
LLM360/Amber,r2bt_023,betrayal,0.36690451,0.39148216,0.024577652
LLM360/Amber,r2bt_024,betrayal,0.17650894,0.13267948,-0.043829458
LLM360/Amber,r2bt_025,betrayal,0.28008785,0.48764728,0.20755942
LLM360/Amber,r2bt_026,betrayal,0.24945637,0.18367711,-0.065779259
LLM360/Amber,r2bt_027,betrayal,0.70348409,0.72386092,0.020376826
LLM360/Amber,r2bt_028,betrayal,0.33035861,0.49372808,0.16336946
LLM360/Amber,r2bt_029,betrayal,0.33594298,0.31730735,-0.01863563
LLM360/Amber,r2bt_030,betrayal,0.30714816,0.53410888,0.22696073
LLM360/Amber,r2bt_031,betrayal,0.2144502,0.10919191,-0.10525829
LLM360/Amber,r2bt_033,betrayal,0.25018656,0.34057738,0.090390821
LLM360/Amber,r2bt_035,betrayal,0.21830229,0.33285415,0.11455186
LLM360/Amber,r2bt_036,betrayal,0.3139922,0.28657631,-0.027415895
LLM360/Amber,r2bt_037,betrayal,0.28462694,0.27739454,-0.0072324052
LLM360/Amber,r2bt_038,betrayal,0.38057731,0.26127985,-0.11929746
LLM360/Amber,r2bt_039,betrayal,0.27444826,0.36087206,0.086423797
LLM360/Amber,r2bt_041,betrayal,0.41978417,0.62597776,0.20619359
LLM360/Amber,r2bt_043,betrayal,0.42970409,0.36200675,-0.067697339
LLM360/Amber,r2bt_044,betrayal,0.36465777,0.53871748,0.17405971
LLM360/Amber,r2bt_045,betrayal,0.42427895,0.49292233,0.068643377
LLM360/Amber,r2bt_046,betrayal,0.50673453,0.78677566,0.28004113
LLM360/Amber,r2bt_047,betrayal,0.22954959,0.32375199,0.094202394
LLM360/Amber,r2bt_048,betrayal,0.48928297,0.2730326,-0.21625037
LLM360/Amber,r2bt_049,betrayal,0.35736576,0.17464593,-0.18271983
LLM360/Amber,r2bt_050,betrayal,0.28797343,0.24765979,-0.040313642
LLM360/Amber,r2bt_052,betrayal,0.3592919,0.29852213,-0.060769775
LLM360/Amber,r2bt_053,betrayal,0.20210396,0.21833155,0.016227591
LLM360/Amber,r2bt_054,betrayal,0.47622642,0.4617732,-0.01445322
LLM360/Amber,r2bt_055,betrayal,0.30046111,0.51650363,0.21604253
LLM360/Amber,r2bt_056,betrayal,0.2338603,0.22659482,-0.0072654723
LLM360/Amber,r2bt_058,betrayal,0.14410052,0.32209737,0.17799684
LLM360/Amber,r2bt_059,betrayal,0.35355346,0.38139151,0.027838042
LLM360/Amber,r2bt_060,betrayal,0.31188082,0.52620458,0.21432377
LLM360/Amber,r2bt_061,betrayal,0.26842736,0.24579192,-0.022635437
LLM360/Amber,r2bt_062,betrayal,0.27166173,0.37877074,0.10710901
LLM360/Amber,r2bt_063,betrayal,0.34003488,0.44530961,0.10527473
LLM360/Amber,r2bt_064,betrayal,0.17557561,0.16994478,-0.0056308358
LLM360/Amber,r2bt_065,betrayal,0.10221877,0.21183546,0.10961669
LLM360/Amber,r2bt_066,betrayal,0.18424619,0.30458657,0.12034039
LLM360/Amber,r2bt_067,betrayal,0.22610065,0.33274888,0.10664823
LLM360/Amber,r2bt_069,betrayal,0.2719518,0.33034133,0.058389534
LLM360/Amber,r2bt_070,betrayal,0.33645178,0.275353,-0.061098784
LLM360/Amber,r2bt_071,betrayal,0.21294917,0.15052995,-0.062419227
LLM360/Amber,r2bt_072,betrayal,0.47809488,0.44087677,-0.037218102
LLM360/Amber,r2bt_073,betrayal,0.33946125,0.54266189,0.20320065
LLM360/Amber,r2bt_074,betrayal,0.35817534,0.45455982,0.096384483
LLM360/Amber,r2bt_075,betrayal,0.36222763,0.57326264,0.21103501
LLM360/Amber,r2bt_076,betrayal,0.17021517,0.15082952,-0.019385652
LLM360/Amber,r2bt_077,betrayal,0.23265999,0.28039888,0.047738889
LLM360/Amber,r2bt_079,betrayal,0.23542596,0.33378238,0.098356418
LLM360/Amber,r2bt_080,betrayal,0.34619781,0.67627036,0.33007255
LLM360/Amber,r2bt_081,betrayal,0.39934446,0.27807681,-0.12126765
LLM360/Amber,r2bt_082,betrayal,0.30062,0.2516861,-0.048933908
LLM360/Amber,r2bt_083,betrayal,0.26746532,0.46291385,0.19544853
LLM360/Amber,r2bt_085,betrayal,0.34100118,0.3280243,-0.012976882
LLM360/Amber,r2bt_086,betrayal,0.23028748,0.22697365,-0.0033138229
LLM360/Amber,r2bt_087,betrayal,0.21043492,0.23981197,0.029377048
LLM360/Amber,r2bt_088,betrayal,0.3086501,0.19772149,-0.11092861
LLM360/Amber,r2bt_089,betrayal,0.49595836,0.73123828,0.23527992
LLM360/Amber,r2bt_090,betrayal,0.1979577,0.24499863,0.047040933
LLM360/Amber,r2bt_091,betrayal,0.30871195,0.53190192,0.22318997
LLM360/Amber,r2bt_092,betrayal,0.22709146,0.22634938,-0.0007420799
LLM360/Amber,r2bt_093,betrayal,0.34082881,0.25201696,-0.088811845
LLM360/Amber,r2bt_094,betrayal,0.30893195,0.28043761,-0.028494342
LLM360/Amber,r2bt_095,betrayal,0.554127,0.42253278,-0.13159422
LLM360/Amber,r2bt_096,betrayal,0.42074026,0.34353644,-0.077203824
LLM360/Amber,r2bt_097,betrayal,0.44940889,0.41457281,-0.034836077
LLM360/Amber,r2bt_098,betrayal,0.38481658,0.30153768,-0.083278899
LLM360/Amber,r2bt_099,betrayal,0.26627618,0.44788564,0.18160946
LLM360/Amber,r2bt_100,betrayal,0.34585291,0.40062387,0.054770958
LLM360/Amber,r2bt_101,betrayal,0.23965858,0.24910914,0.0094505576
LLM360/Amber,r2bt_102,betrayal,0.22265889,0.25993921,0.037280311
LLM360/Amber,r2bt_103,betrayal,0.32610693,0.31740324,-0.0087036815
LLM360/Amber,r2bt_104,betrayal,0.28729247,0.37039327,0.083100795
LLM360/Amber,r2bt_105,betrayal,0.35394934,0.42192155,0.067972206
LLM360/Amber,r2bt_106,betrayal,0.33138181,0.32444665,-0.0069351612
LLM360/Amber,r2bt_107,betrayal,0.22616285,0.20283757,-0.023325284
LLM360/Amber,r2bt_108,betrayal,0.36628899,0.11273616,-0.25355283
LLM360/Amber,r2bt_109,betrayal,0.21372433,0.20044298,-0.013281348
LLM360/Amber,r2bt_111,betrayal,0.30402335,0.19547202,-0.10855133
LLM360/Amber,r2bt_112,betrayal,0.22716328,0.18069707,-0.046466207
LLM360/Amber,r2bt_113,betrayal,0.23796466,0.39089047,0.15292581
LLM360/Amber,r2bt_114,betrayal,0.18837461,0.27479114,0.086416525
LLM360/Amber,r2bt_115,betrayal,0.39723956,0.3174236,-0.079815952
LLM360/Amber,r2bt_116,betrayal,0.26847147,0.24245219,-0.026019287
LLM360/Amber,r2bt_117,betrayal,0.29521776,0.2441501,-0.05106766
LLM360/Amber,r2bt_118,betrayal,0.31809197,0.21018869,-0.10790328
LLM360/Amber,r2bt_119,betrayal,0.43684488,0.2526052,-0.18423968
LLM360/Amber,r2bt_120,betrayal,0.27737709,0.30076786,0.023390769
LLM360/Amber,r2ds_001,taboo,0.19077674,0.30096438,0.11018764
LLM360/Amber,r2ds_002,taboo,0.39171097,0.26788892,-0.12382205
LLM360/Amber,r2ds_003,taboo,0.39757667,0.34303103,-0.054545647
LLM360/Amber,r2ds_004,taboo,0.23213625,0.23624969,0.0041134348
LLM360/Amber,r2ds_005,taboo,0.28852195,0.60212173,0.31359978
LLM360/Amber,r2ds_006,taboo,0.23217984,0.51037665,0.27819681
LLM360/Amber,r2ds_007,taboo,0.21834514,0.28981901,0.071473876
LLM360/Amber,r2ds_008,taboo,0.36767593,0.37955648,0.011880558
LLM360/Amber,r2ds_009,taboo,0.30520765,0.35341332,0.048205676
LLM360/Amber,r2ds_010,taboo,0.2531155,0.17737129,-0.075744206
LLM360/Amber,r2ds_011,taboo,0.46201398,0.36789291,-0.094121073
LLM360/Amber,r2ds_012,taboo,0.2555971,0.44868577,0.19308867
LLM360/Amber,r2ds_013,taboo,0.38838904,0.2558264,-0.13256264
LLM360/Amber,r2ds_014,taboo,0.36660662,0.26772995,-0.098876668
LLM360/Amber,r2ds_015,taboo,0.25719618,0.24655148,-0.010644698
LLM360/Amber,r2ds_016,taboo,0.2310232,0.20810321,-0.022919992
LLM360/Amber,r2ds_017,taboo,0.20840446,0.29184496,0.083440505
LLM360/Amber,r2ds_018,taboo,0.3160312,0.36511532,0.049084117
LLM360/Amber,r2ds_019,taboo,0.25123047,0.58383737,0.3326069
LLM360/Amber,r2ds_020,taboo,0.2614692,0.34429272,0.08282352
LLM360/Amber,r2ds_021,taboo,0.41176106,0.41538409,0.003623033
LLM360/Amber,r2ds_022,taboo,0.20492036,0.25033436,0.045414007
LLM360/Amber,r2ds_023,taboo,0.386063,0.19090703,-0.19515597
LLM360/Amber,r2ds_024,taboo,0.19593205,0.47070606,0.27477401
LLM360/Amber,r2ds_025,taboo,0.22594082,0.2420188,0.016077983
LLM360/Amber,r2ds_026,taboo,0.31828033,0.30060588,-0.017674448
LLM360/Amber,r2ds_027,taboo,0.35942216,0.39920892,0.039786762
LLM360/Amber,r2ds_028,taboo,0.20445006,0.25031266,0.045862599
LLM360/Amber,r2ds_029,taboo,0.20364133,0.31047995,0.10683862
LLM360/Amber,r2ds_030,taboo,0.36094436,0.40658754,0.045643179
LLM360/Amber,r2ds_031,taboo,0.28343981,0.34455224,0.061112433
LLM360/Amber,r2ds_032,taboo,0.34163012,0.28337552,-0.058254603
LLM360/Amber,r2ds_033,taboo,0.37631578,0.19323077,-0.18308502
LLM360/Amber,r2ds_034,taboo,0.23444364,0.25959671,0.025153076
LLM360/Amber,r2ds_035,taboo,0.22579998,0.3509297,0.12512972
LLM360/Amber,r2ds_036,taboo,0.13068817,0.23319405,0.10250588
LLM360/Amber,r2ds_037,taboo,0.23320962,0.32767983,0.094470214
LLM360/Amber,r2ds_038,taboo,0.19453903,0.54240615,0.34786711
LLM360/Amber,r2ds_039,taboo,0.20130943,0.44754039,0.24623096
LLM360/Amber,r2ds_040,taboo,0.20399472,0.20215805,-0.0018366682
LLM360/Amber,r2ds_041,taboo,0.37710704,0.30332585,-0.073781182
LLM360/Amber,r2ds_042,taboo,0.23985859,0.20515654,-0.034702049
LLM360/Amber,r2ds_043,taboo,0.30856722,0.37068501,0.062117787
LLM360/Amber,r2ds_044,taboo,0.20357643,0.25086001,0.04728358
LLM360/Amber,r2ds_045,taboo,0.35361654,0.28490056,-0.068715977
LLM360/Amber,r2ds_046,taboo,0.30427262,0.30563399,0.0013613732
LLM360/Amber,r2ds_047,taboo,0.24092089,0.26270228,0.021781393
LLM360/Amber,r2ds_048,taboo,0.50165062,0.29921075,-0.20243987
LLM360/Amber,r2ds_049,taboo,0.37408335,0.29853199,-0.075551359
