model,step,kind,group_x,group_y,layer,sep
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,4,0.694187
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,5,0.705146
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,6,0.711863
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,7,0.718024
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,8,0.727401
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,9,0.734050
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,10,0.736213
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,11,0.731395
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,12,0.733594
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,13,0.730863
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,14,0.735345
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,15,0.738605
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,16,0.745684
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,17,0.752130
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,18,0.753496
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,19,0.762016
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,20,0.761767
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,21,0.758814
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,22,0.758064
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,23,0.753406
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,24,0.752498
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,25,0.748636
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,26,0.750727
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,27,0.750481
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,28,0.744515
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,29,0.743662
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,30,0.741818
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,31,0.742687
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_holy_b,32,0.741764
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,1,0.432711
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,2,0.539305
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,3,0.576912
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,4,0.608605
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,5,0.627784
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,6,0.641452
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,7,0.651892
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,8,0.661449
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,9,0.671015
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,10,0.677573
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,11,0.679594
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,12,0.676847
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,13,0.682866
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,14,0.680045
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,15,0.680213
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,16,0.686171
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,17,0.692678
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,18,0.692190
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,19,0.694919
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,20,0.695681
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,21,0.695070
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,22,0.692448
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,23,0.690426
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,24,0.690682
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,25,0.688722
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,26,0.689936
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,27,0.693395
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,28,0.689313
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,29,0.685880
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,30,0.687340
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,31,0.688191
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love,32,0.686044
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,1,0.434683
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,2,0.536569
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,3,0.586338
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,4,0.619262
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,5,0.635005
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,6,0.657477
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,7,0.662101
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,8,0.677441
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,9,0.687053
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,10,0.697527
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,11,0.700216
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,12,0.698505
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,13,0.704425
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,14,0.703149
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,15,0.704512
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,16,0.709704
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,17,0.717209
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,18,0.712321
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,19,0.715637
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,20,0.714500
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,21,0.719206
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,22,0.718518
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,23,0.715231
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,24,0.711667
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,25,0.710589
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,26,0.711911
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,27,0.710452
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,28,0.705060
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,29,0.703767
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,30,0.702971
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,31,0.703842
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_love_he,32,0.704252
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,1,0.480848
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,2,0.587499
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,3,0.620648
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,4,0.648103
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,5,0.668794
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,6,0.679585
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,7,0.687622
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,8,0.701199
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,9,0.710800
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,10,0.717400
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,11,0.717844
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,12,0.719801
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,13,0.722338
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,14,0.723011
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,15,0.724475
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,16,0.727460
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,17,0.734765
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,18,0.734206
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,19,0.737494
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,20,0.740381
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,21,0.740472
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,22,0.739432
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,23,0.733624
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,24,0.727074
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,25,0.726476
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,26,0.727101
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,27,0.726022
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,28,0.719478
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,29,0.716890
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,30,0.717795
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,31,0.717208
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_loyal,32,0.718889
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,1,0.200119
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,2,0.268863
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,3,0.282570
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,4,0.282803
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,5,0.283726
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,6,0.288333
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,7,0.291627
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,8,0.297555
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,9,0.300242
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,10,0.295440
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,11,0.298147
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,12,0.298556
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,13,0.297959
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,14,0.296383
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,15,0.296961
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,16,0.297820
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,17,0.299273
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,18,0.298766
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,19,0.297762
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,20,0.295255
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,21,0.294562
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,22,0.293400
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,23,0.291229
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,24,0.288447
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,25,0.287002
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,26,0.286481
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,27,0.285831
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,28,0.283378
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,29,0.284011
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,30,0.284078
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,31,0.284293
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_parent,32,0.283657
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,1,0.499747
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,2,0.610196
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,3,0.641844
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,4,0.665849
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,5,0.681744
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,6,0.692419
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,7,0.701382
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,8,0.707276
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,9,0.715483
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,10,0.723590
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,11,0.727057
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,12,0.729746
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,13,0.736270
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,14,0.733017
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,15,0.729366
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,16,0.735367
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,17,0.741518
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,18,0.744599
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,19,0.754756
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,20,0.756593
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,21,0.756064
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,22,0.751105
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,23,0.747039
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,24,0.743898
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,25,0.741720
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,26,0.741821
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,27,0.741682
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,28,0.735899
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,29,0.732397
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,30,0.730413
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,31,0.730197
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_sensation,32,0.730215
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,1,0.477257
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,2,0.581005
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,3,0.608117
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,4,0.636945
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,5,0.657102
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,6,0.665084
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,7,0.674377
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,8,0.683811
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,9,0.685813
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,10,0.694077
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,11,0.694862
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,12,0.693730
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,13,0.696275
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,14,0.698495
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,15,0.699260
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,16,0.704645
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,17,0.710741
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,18,0.710631
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,19,0.716746
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,20,0.714877
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,21,0.710639
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,22,0.711348
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,23,0.707691
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,24,0.701585
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,25,0.702119
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,26,0.703144
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,27,0.705947
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,28,0.701292
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,29,0.701158
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,30,0.700928
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,31,0.703370
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_species,32,0.707298
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,1,0.495026
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,2,0.599616
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,3,0.641561
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,4,0.657416
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,5,0.668683
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,6,0.680324
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,7,0.682922
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,8,0.690418
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,9,0.696934
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,10,0.699142
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,11,0.703441
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,12,0.701151
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,13,0.698279
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,14,0.694200
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,15,0.694150
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,16,0.700129
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,17,0.709509
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,18,0.710802
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,19,0.716707
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,20,0.713576
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,21,0.711283
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,22,0.711267
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,23,0.709879
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,24,0.708145
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,25,0.706720
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,26,0.706140
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,27,0.705974
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,28,0.702269
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,29,0.698772
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,30,0.699887
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,31,0.697748
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender,f11_trust,32,0.696113
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,1,0.369896
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,2,0.431476
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,3,0.460507
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,4,0.482698
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,5,0.496939
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,6,0.511188
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,7,0.518903
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,8,0.528631
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,9,0.532693
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,10,0.539193
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,11,0.549400
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,12,0.553380
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,13,0.558254
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,14,0.556614
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,15,0.557734
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,16,0.561925
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,17,0.564354
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,18,0.567242
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,19,0.572961
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,20,0.575657
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,21,0.571929
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,22,0.573975
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,23,0.567183
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,24,0.567316
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,25,0.567002
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,26,0.567307
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,27,0.567238
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,28,0.561948
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,29,0.562124
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,30,0.562510
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,31,0.561060
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_gender_she,32,0.562841
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,0,0.000000
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,1,0.468950
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,2,0.559992
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,3,0.598787
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,4,0.630838
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,5,0.645822
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,6,0.663376
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,7,0.666210
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,8,0.676873
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,9,0.680074
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,10,0.680552
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,11,0.693176
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,12,0.694039
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,13,0.694182
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,14,0.695106
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,15,0.691166
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,16,0.688827
EleutherAI/pythia-6.9b@step8,8,NULL,f11_gender_he,f11_guilt,17,0.690232
