model,step,group,layer,n_layers,pole_sep
EleutherAI/pythia-6.9b@step23000,23000,f11_captive_b,27,33,0.398836
EleutherAI/pythia-6.9b@step23000,23000,f11_captive_b,28,33,0.399912
EleutherAI/pythia-6.9b@step23000,23000,f11_captive_b,29,33,0.396070
EleutherAI/pythia-6.9b@step23000,23000,f11_captive_b,30,33,0.386043
EleutherAI/pythia-6.9b@step23000,23000,f11_captive_b,31,33,0.368140
EleutherAI/pythia-6.9b@step23000,23000,f11_captive_b,32,33,0.414972
EleutherAI/pythia-6.9b@step23000,23000,f11_class,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_class,1,33,0.052418
EleutherAI/pythia-6.9b@step23000,23000,f11_class,2,33,0.055517
EleutherAI/pythia-6.9b@step23000,23000,f11_class,3,33,0.058193
EleutherAI/pythia-6.9b@step23000,23000,f11_class,4,33,0.068259
EleutherAI/pythia-6.9b@step23000,23000,f11_class,5,33,0.091032
EleutherAI/pythia-6.9b@step23000,23000,f11_class,6,33,0.109963
EleutherAI/pythia-6.9b@step23000,23000,f11_class,7,33,0.127617
EleutherAI/pythia-6.9b@step23000,23000,f11_class,8,33,0.132056
EleutherAI/pythia-6.9b@step23000,23000,f11_class,9,33,0.135227
EleutherAI/pythia-6.9b@step23000,23000,f11_class,10,33,0.132676
EleutherAI/pythia-6.9b@step23000,23000,f11_class,11,33,0.153350
EleutherAI/pythia-6.9b@step23000,23000,f11_class,12,33,0.164564
EleutherAI/pythia-6.9b@step23000,23000,f11_class,13,33,0.212645
EleutherAI/pythia-6.9b@step23000,23000,f11_class,14,33,0.231698
EleutherAI/pythia-6.9b@step23000,23000,f11_class,15,33,0.277243
EleutherAI/pythia-6.9b@step23000,23000,f11_class,16,33,0.287309
EleutherAI/pythia-6.9b@step23000,23000,f11_class,17,33,0.287532
EleutherAI/pythia-6.9b@step23000,23000,f11_class,18,33,0.293335
EleutherAI/pythia-6.9b@step23000,23000,f11_class,19,33,0.298333
EleutherAI/pythia-6.9b@step23000,23000,f11_class,20,33,0.301411
EleutherAI/pythia-6.9b@step23000,23000,f11_class,21,33,0.305493
EleutherAI/pythia-6.9b@step23000,23000,f11_class,22,33,0.314859
EleutherAI/pythia-6.9b@step23000,23000,f11_class,23,33,0.325692
EleutherAI/pythia-6.9b@step23000,23000,f11_class,24,33,0.333320
EleutherAI/pythia-6.9b@step23000,23000,f11_class,25,33,0.339522
EleutherAI/pythia-6.9b@step23000,23000,f11_class,26,33,0.343269
EleutherAI/pythia-6.9b@step23000,23000,f11_class,27,33,0.348027
EleutherAI/pythia-6.9b@step23000,23000,f11_class,28,33,0.353004
EleutherAI/pythia-6.9b@step23000,23000,f11_class,29,33,0.350276
EleutherAI/pythia-6.9b@step23000,23000,f11_class,30,33,0.340626
EleutherAI/pythia-6.9b@step23000,23000,f11_class,31,33,0.321994
EleutherAI/pythia-6.9b@step23000,23000,f11_class,32,33,0.371731
EleutherAI/pythia-6.9b@step23000,23000,f11_create,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_create,1,33,0.044873
EleutherAI/pythia-6.9b@step23000,23000,f11_create,2,33,0.047018
EleutherAI/pythia-6.9b@step23000,23000,f11_create,3,33,0.050441
EleutherAI/pythia-6.9b@step23000,23000,f11_create,4,33,0.068011
EleutherAI/pythia-6.9b@step23000,23000,f11_create,5,33,0.094545
EleutherAI/pythia-6.9b@step23000,23000,f11_create,6,33,0.107456
EleutherAI/pythia-6.9b@step23000,23000,f11_create,7,33,0.130368
EleutherAI/pythia-6.9b@step23000,23000,f11_create,8,33,0.148024
EleutherAI/pythia-6.9b@step23000,23000,f11_create,9,33,0.151869
EleutherAI/pythia-6.9b@step23000,23000,f11_create,10,33,0.167528
EleutherAI/pythia-6.9b@step23000,23000,f11_create,11,33,0.179680
EleutherAI/pythia-6.9b@step23000,23000,f11_create,12,33,0.196019
EleutherAI/pythia-6.9b@step23000,23000,f11_create,13,33,0.222069
EleutherAI/pythia-6.9b@step23000,23000,f11_create,14,33,0.243430
EleutherAI/pythia-6.9b@step23000,23000,f11_create,15,33,0.272678
EleutherAI/pythia-6.9b@step23000,23000,f11_create,16,33,0.303090
EleutherAI/pythia-6.9b@step23000,23000,f11_create,17,33,0.302932
EleutherAI/pythia-6.9b@step23000,23000,f11_create,18,33,0.326985
EleutherAI/pythia-6.9b@step23000,23000,f11_create,19,33,0.323346
EleutherAI/pythia-6.9b@step23000,23000,f11_create,20,33,0.335112
EleutherAI/pythia-6.9b@step23000,23000,f11_create,21,33,0.348415
EleutherAI/pythia-6.9b@step23000,23000,f11_create,22,33,0.367992
EleutherAI/pythia-6.9b@step23000,23000,f11_create,23,33,0.391474
EleutherAI/pythia-6.9b@step23000,23000,f11_create,24,33,0.414423
EleutherAI/pythia-6.9b@step23000,23000,f11_create,25,33,0.435295
EleutherAI/pythia-6.9b@step23000,23000,f11_create,26,33,0.451944
EleutherAI/pythia-6.9b@step23000,23000,f11_create,27,33,0.463753
EleutherAI/pythia-6.9b@step23000,23000,f11_create,28,33,0.473224
EleutherAI/pythia-6.9b@step23000,23000,f11_create,29,33,0.477134
EleutherAI/pythia-6.9b@step23000,23000,f11_create,30,33,0.472674
EleutherAI/pythia-6.9b@step23000,23000,f11_create,31,33,0.455140
EleutherAI/pythia-6.9b@step23000,23000,f11_create,32,33,0.522805
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,1,33,0.069763
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,2,33,0.086658
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,3,33,0.085962
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,4,33,0.092649
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,5,33,0.107381
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,6,33,0.121243
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,7,33,0.131607
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,8,33,0.134765
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,9,33,0.138720
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,10,33,0.138007
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,11,33,0.165856
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,12,33,0.171746
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,13,33,0.210790
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,14,33,0.261799
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,15,33,0.312075
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,16,33,0.324925
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,17,33,0.335300
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,18,33,0.349676
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,19,33,0.371716
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,20,33,0.375885
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,21,33,0.391237
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,22,33,0.417825
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,23,33,0.445509
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,24,33,0.468037
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,25,33,0.499255
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,26,33,0.521896
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,27,33,0.545173
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,28,33,0.565762
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,29,33,0.582299
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,30,33,0.587105
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,31,33,0.569956
EleutherAI/pythia-6.9b@step23000,23000,f11_desire,32,33,0.639643
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,1,33,0.068247
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,2,33,0.064920
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,3,33,0.073090
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,4,33,0.079811
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,5,33,0.088195
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,6,33,0.096217
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,7,33,0.112899
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,8,33,0.114875
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,9,33,0.114064
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,10,33,0.128070
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,11,33,0.149392
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,12,33,0.171376
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,13,33,0.203556
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,14,33,0.220087
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,15,33,0.246854
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,16,33,0.251994
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,17,33,0.256803
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,18,33,0.262595
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,19,33,0.273097
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,20,33,0.280191
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,21,33,0.288570
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,22,33,0.302286
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,23,33,0.317846
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,24,33,0.331513
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,25,33,0.347614
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,26,33,0.361286
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,27,33,0.371271
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,28,33,0.380386
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,29,33,0.386055
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,30,33,0.382441
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,31,33,0.364538
EleutherAI/pythia-6.9b@step23000,23000,f11_faithful,32,33,0.406232
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,1,33,0.049752
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,2,33,0.049337
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,3,33,0.049539
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,4,33,0.058483
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,5,33,0.062359
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,6,33,0.068197
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,7,33,0.080137
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,8,33,0.080042
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,9,33,0.083166
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,10,33,0.083139
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,11,33,0.095130
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,12,33,0.102823
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,13,33,0.126167
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,14,33,0.158306
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,15,33,0.170052
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,16,33,0.169890
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,17,33,0.172061
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,18,33,0.180793
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,19,33,0.203416
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,20,33,0.211956
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,21,33,0.233336
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,22,33,0.237195
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,23,33,0.239451
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,24,33,0.243687
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,25,33,0.250532
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,26,33,0.253476
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,27,33,0.255663
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,28,33,0.258087
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,29,33,0.255482
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,30,33,0.247994
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,31,33,0.239420
EleutherAI/pythia-6.9b@step23000,23000,f11_gender,32,33,0.274975
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,1,33,0.049943
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,2,33,0.048037
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,3,33,0.047960
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,4,33,0.056571
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,5,33,0.065892
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,6,33,0.075979
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,7,33,0.084423
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,8,33,0.087886
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,9,33,0.096602
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,10,33,0.101075
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,11,33,0.107028
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,12,33,0.112179
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,13,33,0.137348
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,14,33,0.180458
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,15,33,0.186369
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,16,33,0.187500
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,17,33,0.186982
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,18,33,0.193187
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,19,33,0.206866
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,20,33,0.214612
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,21,33,0.224801
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,22,33,0.244709
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,23,33,0.252889
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,24,33,0.259216
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,25,33,0.269202
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,26,33,0.276454
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,27,33,0.280610
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,28,33,0.286541
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,29,33,0.283592
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,30,33,0.277871
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,31,33,0.263116
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_he,32,33,0.297621
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,1,33,0.051798
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,2,33,0.048728
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,3,33,0.049618
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,4,33,0.057991
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,5,33,0.065294
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,6,33,0.070365
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,7,33,0.081627
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,8,33,0.083653
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,9,33,0.085072
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,10,33,0.084114
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,11,33,0.087780
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,12,33,0.088442
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,13,33,0.100795
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,14,33,0.122575
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,15,33,0.121532
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,16,33,0.116789
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,17,33,0.116572
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,18,33,0.120944
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,19,33,0.120898
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,20,33,0.124268
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,21,33,0.122631
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,22,33,0.122241
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,23,33,0.121439
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,24,33,0.122041
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,25,33,0.123658
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,26,33,0.124347
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,27,33,0.125842
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,28,33,0.127046
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,29,33,0.125887
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,30,33,0.123448
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,31,33,0.119484
EleutherAI/pythia-6.9b@step23000,23000,f11_gender_she,32,33,0.127016
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,1,33,0.055933
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,2,33,0.064851
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,3,33,0.064607
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,4,33,0.079011
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,5,33,0.081322
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,6,33,0.087747
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,7,33,0.099551
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,8,33,0.100493
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,9,33,0.100577
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,10,33,0.098819
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,11,33,0.102837
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,12,33,0.112281
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,13,33,0.131896
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,14,33,0.139444
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,15,33,0.164258
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,16,33,0.170479
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,17,33,0.171110
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,18,33,0.175380
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,19,33,0.184963
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,20,33,0.188402
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,21,33,0.196221
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,22,33,0.203165
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,23,33,0.210817
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,24,33,0.216852
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,25,33,0.221678
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,26,33,0.225653
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,27,33,0.229103
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,28,33,0.232350
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,29,33,0.233944
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,30,33,0.233408
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,31,33,0.226341
EleutherAI/pythia-6.9b@step23000,23000,f11_guilt,32,33,0.263563
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,1,33,0.090875
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,2,33,0.104480
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,3,33,0.117835
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,4,33,0.132309
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,5,33,0.167437
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,6,33,0.175580
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,7,33,0.199955
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,8,33,0.202955
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,9,33,0.206735
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,10,33,0.203278
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,11,33,0.198644
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,12,33,0.213883
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,13,33,0.231718
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,14,33,0.253810
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,15,33,0.266577
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,16,33,0.273612
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,17,33,0.277720
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,18,33,0.285282
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,19,33,0.298340
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,20,33,0.316730
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,21,33,0.343133
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,22,33,0.358975
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,23,33,0.382866
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,24,33,0.398794
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,25,33,0.415470
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,26,33,0.425514
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,27,33,0.437444
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,28,33,0.445442
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,29,33,0.453903
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,30,33,0.450114
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,31,33,0.437532
EleutherAI/pythia-6.9b@step23000,23000,f11_holy,32,33,0.488642
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,1,33,0.056274
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,2,33,0.077988
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,3,33,0.091592
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,4,33,0.107314
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,5,33,0.141084
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,6,33,0.148936
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,7,33,0.175924
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,8,33,0.182978
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,9,33,0.179014
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,10,33,0.178123
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,11,33,0.179279
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,12,33,0.194328
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,13,33,0.203365
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,14,33,0.211180
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,15,33,0.220671
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,16,33,0.223164
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,17,33,0.226093
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,18,33,0.232213
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,19,33,0.244334
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,20,33,0.257513
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,21,33,0.278236
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,22,33,0.298346
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,23,33,0.318482
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,24,33,0.333964
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,25,33,0.345844
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,26,33,0.355503
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,27,33,0.364626
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,28,33,0.372298
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,29,33,0.378284
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,30,33,0.373650
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,31,33,0.358478
EleutherAI/pythia-6.9b@step23000,23000,f11_holy_b,32,33,0.395952
EleutherAI/pythia-6.9b@step23000,23000,f11_love,0,33,0.000000
EleutherAI/pythia-6.9b@step23000,23000,f11_love,1,33,0.043741
EleutherAI/pythia-6.9b@step23000,23000,f11_love,2,33,0.053945
EleutherAI/pythia-6.9b@step23000,23000,f11_love,3,33,0.057252
EleutherAI/pythia-6.9b@step23000,23000,f11_love,4,33,0.069843
EleutherAI/pythia-6.9b@step23000,23000,f11_love,5,33,0.095659
EleutherAI/pythia-6.9b@step23000,23000,f11_love,6,33,0.116830
EleutherAI/pythia-6.9b@step23000,23000,f11_love,7,33,0.132905
EleutherAI/pythia-6.9b@step23000,23000,f11_love,8,33,0.149291
EleutherAI/pythia-6.9b@step23000,23000,f11_love,9,33,0.149317
EleutherAI/pythia-6.9b@step23000,23000,f11_love,10,33,0.153014
EleutherAI/pythia-6.9b@step23000,23000,f11_love,11,33,0.158367
EleutherAI/pythia-6.9b@step23000,23000,f11_love,12,33,0.165053
EleutherAI/pythia-6.9b@step23000,23000,f11_love,13,33,0.179300
EleutherAI/pythia-6.9b@step23000,23000,f11_love,14,33,0.194318
EleutherAI/pythia-6.9b@step23000,23000,f11_love,15,33,0.223173
EleutherAI/pythia-6.9b@step23000,23000,f11_love,16,33,0.241043
EleutherAI/pythia-6.9b@step23000,23000,f11_love,17,33,0.263066
EleutherAI/pythia-6.9b@step23000,23000,f11_love,18,33,0.281924
EleutherAI/pythia-6.9b@step23000,23000,f11_love,19,33,0.299485
EleutherAI/pythia-6.9b@step23000,23000,f11_love,20,33,0.320565
EleutherAI/pythia-6.9b@step23000,23000,f11_love,21,33,0.343806
EleutherAI/pythia-6.9b@step23000,23000,f11_love,22,33,0.376372
EleutherAI/pythia-6.9b@step23000,23000,f11_love,23,33,0.402367
EleutherAI/pythia-6.9b@step23000,23000,f11_love,24,33,0.424554
EleutherAI/pythia-6.9b@step23000,23000,f11_love,25,33,0.456150
EleutherAI/pythia-6.9b@step23000,23000,f11_love,26,33,0.478641
