rung,labeling,category,delta,fam_pos,n_fam,p,bonferroni
base>sft,verbnet,eat,-0.0005503401558704506,5,16,0.42317991691244367,False
base>sft,verbnet,enforce,5.605291722644456e-05,9,16,0.06759634105019896,False
base>sft,verbnet,engender,0.002139335114923825,14,16,0.0003461344519473183,False
base>sft,verbnet,entity_specific_cos,-0.000555283358697942,6,16,0.14616853831214394,False
base>sft,verbnet,entity_specific_modes_being,-5.032773424928512e-05,6,16,0.5935806802303012,False
base>sft,verbnet,equip,0.0002382282838735701,12,16,0.23302408310728565,False
base>sft,verbnet,escape,0.00046935848511966776,8,16,0.9190923705079495,False
base>sft,verbnet,exceed,2.957184966347237e-06,5,16,0.8268300961167288,False
base>sft,verbnet,exchange,0.00011368502738392811,10,16,0.93319321684729,False
base>sft,verbnet,exhale,0.00031403868872590583,11,16,0.08541148863668731,False
base>sft,verbnet,exist,-0.0018454818734714197,6,16,0.4991777171349164,False
base>sft,verbnet,feeding,-0.0005157215864303208,4,16,0.04607402650840129,False
base>sft,verbnet,ferret,0.0017566765100817511,14,16,3.418433845218267e-05,True
base>sft,verbnet,fill,0.0005433264281219708,14,16,0.6786972671371051,False
base>sft,verbnet,fit,-0.0004839357452899614,6,16,0.2060714467464943,False
base>sft,verbnet,flinch,0.0005631292406407308,11,16,0.03022417953879677,False
base>sft,verbnet,floss,-2.343984398439844e-06,0,16,0.3331701359154764,False
base>sft,verbnet,focus,0.0009875182979039252,14,16,0.00037045615116304564,False
base>sft,verbnet,forbid,0.0005947584613730859,7,16,0.596256826082294,False
base>sft,verbnet,force,0.005055320122836601,12,16,0.016409750488644268,False
base>sft,verbnet,free,0.0005701139811241406,14,16,0.009576023222009924,False
base>sft,verbnet,fulfilling,0.00422660652770278,15,16,0.0004241764714042802,False
base>sft,verbnet,funnel,1.6239423294780336e-05,9,16,0.9860654757974892,False
base>sft,verbnet,future_having,0.0033313411100610053,9,16,0.18676865477644278,False
base>sft,verbnet,get,-0.01270416711294355,5,16,0.11565820021361388,False
base>sft,verbnet,give,0.0015978319155713426,8,16,0.5711080717944472,False
base>sft,verbnet,gobble,-0.00013830560294025043,3,16,0.3533082453502532,False
base>sft,verbnet,gorge,-1.1334546991317221e-05,0,16,0.11156789169787254,False
base>sft,verbnet,groom,2.8034746410614058e-05,5,16,0.34443656146235857,False
base>sft,verbnet,help,0.0014477342579739829,9,16,0.0920005734901275,False
base>sft,verbnet,herd,0.00011227377653597005,9,16,0.3424010308449647,False
base>sft,verbnet,hiccup,0.00016583636734402785,8,16,0.30898220448903485,False
base>sft,verbnet,hit,-0.0012929174779914114,5,16,0.026718403246843346,False
base>sft,verbnet,hold,0.0005094295310172362,12,16,0.00969178592467512,False
base>sft,verbnet,hunt,-9.176802653007293e-07,6,16,0.958514604394872,False
base>sft,verbnet,hurt,-0.0001797422595625781,5,16,0.42610383175171734,False
base>sft,verbnet,illustrate,0.0019438046667450766,14,16,0.000592446750806002,False
base>sft,verbnet,image_impression,0.0008024501851780223,9,16,0.17400042601663873,False
base>sft,verbnet,indicate,0.000766933219430917,7,16,0.8896526555056542,False
base>sft,verbnet,inquire,0.0049042388491431395,10,16,0.1598444890918868,False
base>sft,verbnet,instr_communication,-0.00102015190239896,14,16,0.44758398600514654,False
base>sft,verbnet,investigate,0.005728233617643885,15,16,0.00011396585320635633,True
base>sft,verbnet,judgement,0.0013851183444655388,9,16,0.2050967550270316,False
base>sft,verbnet,keep,-0.00028007422523886077,8,16,0.7864527381871509,False
base>sft,verbnet,knead,5.774410525954013e-05,8,16,0.509245767231814,False
base>sft,verbnet,learn,3.30781286826944e-05,4,16,0.2726112105095298,False
base>sft,verbnet,leave,8.741335120821581e-05,10,16,0.179882106389708,False
base>sft,verbnet,lecture,0.0008153968617742921,10,16,0.6053898314583883,False
base>sft,verbnet,light_emission,0.0006874619872275235,13,16,0.03397374098140244,False
base>sft,verbnet,limit,0.00011437206477131872,11,16,0.012218233763191796,False
base>sft,verbnet,linger,0.001170318954229732,13,16,0.010282695055674989,False
base>sft,verbnet,lodge,0.0004201166656654953,11,16,0.32320266000470577,False
base>sft,verbnet,long,-0.014912701386552445,6,16,0.1733213284506161,False
base>sft,verbnet,manner_speaking,0.010570342910748189,13,16,0.062078223710941585,False
base>sft,verbnet,marry,-0.002156249565939985,4,16,0.12433301086193417,False
base>sft,verbnet,marvel,0.000427406487999664,12,16,0.024299224674611236,False
base>sft,verbnet,masquerade,0.0007791737224379382,12,16,0.0075228912685124955,False
base>sft,verbnet,meander,-0.0022188065208722393,7,16,0.41333046866646167,False
base>sft,verbnet,meet,0.0003388364801855976,11,16,0.27093939960262825,False
base>sft,verbnet,mix,-0.0121525265109858,5,16,0.14893304302077473,False
base>sft,verbnet,modes_of_being_with_motion,0.0011384750154373607,14,16,0.0001507995644202806,True
base>sft,verbnet,murder,-0.002513961523985062,3,16,0.029937934662605404,False
base>sft,verbnet,neglect,0.00033133094194807066,10,16,0.01646113926418672,False
base>sft,verbnet,nonvehicle,3.530723624940457e-05,8,16,0.8172764260636838,False
base>sft,verbnet,nonverbal_expression,0.014994802279583308,14,16,0.0003806406422295935,False
base>sft,verbnet,obtain,0.0004619109952087026,9,16,0.7208269193384508,False
base>sft,verbnet,occurrence,-0.00013929927998216607,4,16,0.023021363035966774,False
base>sft,verbnet,order,0.0032860583041524746,14,16,3.097551791581064e-05,True
base>sft,verbnet,orphan,2.2654053409850067e-05,5,16,0.0934175701682825,False
base>sft,verbnet,other_cos,0.0010778139244785392,12,16,0.411479980720957,False
base>sft,verbnet,pay,-0.0018889919479832395,3,16,0.0219732307542475,False
base>sft,verbnet,peer,0.011341286766940219,12,16,0.041964885945961074,False
base>sft,verbnet,pelt,-6.671301495842768e-06,8,16,0.9232303249594006,False
base>sft,verbnet,performance,0.0013561857463150044,12,16,0.028814594696656266,False
base>sft,verbnet,pit,6.547123228473982e-05,10,16,0.5992200118962097,False
base>sft,verbnet,pocket,0.002919858503479246,12,16,0.01326759574020396,False
base>sft,verbnet,poison,-0.0011660205682357634,3,16,0.14023471679859642,False
base>sft,verbnet,poke,-0.001188780514769552,6,16,0.022852649046755182,False
base>sft,verbnet,pour,-0.00041994605721455566,6,16,0.3022890411087961,False
base>sft,verbnet,preparing,0.0026562185354390665,14,16,0.00047285130375228747,False
base>sft,verbnet,price,-1.95721523461916e-05,4,16,0.5243860937259677,False
base>sft,verbnet,push,-0.0009134882445476509,5,16,0.05160268442635776,False
base>sft,verbnet,put,-0.01003357643741197,4,16,0.0767922922349821,False
base>sft,verbnet,put_direction,-0.0026969346308940894,3,16,0.002883748231546045,False
base>sft,verbnet,put_spatial,-0.00021444458758670498,8,16,0.5793260336436242,False
base>sft,verbnet,reflexive_appearance,0.0005586333162979893,13,16,0.3014047437638265,False
base>sft,verbnet,refrain,3.400622135422714e-05,7,16,0.14138256535353178,False
base>sft,verbnet,register,8.882519252586639e-05,9,16,0.1940198886883697,False
base>sft,verbnet,rely,6.0199018740476955e-05,10,16,0.009315828066031926,False
base>sft,verbnet,remove,-0.0011815192085574714,9,16,0.33248372095701434,False
base>sft,verbnet,risk,5.916641733178862e-05,9,16,0.18483782757638825,False
base>sft,verbnet,roll,-0.0016637802624271858,7,16,0.27724604541366527,False
base>sft,verbnet,rummage,0.0006287688635437929,12,16,0.006154308687750785,False
base>sft,verbnet,run,0.007057841939854462,11,16,0.026192993491831126,False
base>sft,verbnet,say,0.00271593945083351,11,16,0.10855061416210685,False
base>sft,verbnet,scribble,0.0006168023466577436,12,16,0.016884536482743816,False
base>sft,verbnet,search,0.005115881200685009,12,16,0.030507273390012874,False
base>sft,verbnet,see,0.002718799870004944,16,16,2.4727833860007616e-05,True
base>sft,verbnet,send,0.0008423475492621193,8,16,0.67452502628821,False
base>sft,verbnet,settle,-1.320118731094108e-05,3,16,0.26923058233112174,False
base>sft,verbnet,shake,0.00019195864697461396,9,16,0.22002770226552643,False
base>sft,verbnet,sight,0.0003266799215228567,11,16,0.009994103745224385,False
base>sft,verbnet,simple_dressing,0.0005716267594143391,14,16,0.0005361822068902127,False
base>sft,verbnet,snooze,2.0021868968331695e-06,5,16,0.9260464127588824,False
base>sft,verbnet,sound_emission,0.00036768698627045424,13,16,0.0002643183735812784,False
base>sft,verbnet,sound_existence,8.791714751625834e-05,7,16,0.169049871735431,False
base>sft,verbnet,spank,-8.961294526544091e-05,5,16,0.2668829135271583,False
base>sft,verbnet,spatial_configuration,2.667718691012987e-05,10,16,0.40124776500354087,False
base>sft,verbnet,spray,-0.0009017636023494845,8,16,0.5239809556855827,False
base>sft,verbnet,steal,0.0002746349101250714,11,16,0.06091354579681893,False
base>sft,verbnet,stop,0.0012098586477544478,11,16,0.03543200493200776,False
base>sft,verbnet,substance_emission,7.562956554413555e-06,8,16,0.8490423127580224,False
base>sft,verbnet,suffocate,1.147843534459451e-05,6,16,0.48266173537289697,False
base>sft,verbnet,suspect,6.598106372016004e-05,10,16,0.4094315917828317,False
base>sft,verbnet,swarm,2.1213686332970215e-05,7,16,0.0047259550355921946,False
base>sft,verbnet,swat,1.0949392267810807e-05,5,16,0.6288561037257844,False
base>sft,verbnet,tape,0.0006249480539737084,10,16,0.4492034422107695,False
base>sft,verbnet,tell,-0.009095614321600203,3,16,0.04593290809581029,False
base>sft,verbnet,throw,-0.0033669260185007995,3,16,0.16478153979877025,False
base>sft,verbnet,tingle,-0.00010636316267399383,2,16,0.022204553937614398,False
base>sft,verbnet,touch,-0.001882997370113749,5,16,0.14917488115488467,False
base>sft,verbnet,transcribe,-7.372373903010904e-05,7,16,0.552125573182436,False
base>sft,verbnet,transfer_mesg,0.00011520125165390099,9,16,0.4732233033329104,False
base>sft,verbnet,try,-0.00023359329423498163,4,16,0.36638994659932345,False
base>sft,verbnet,turn,9.680074352748854e-05,10,16,0.010412090336383758,False
base>sft,verbnet,urge,8.422605956200251e-05,11,16,0.5310578380287695,False
base>sft,verbnet,vehicle,7.486201493752552e-05,12,16,0.034264072435881275,False
base>sft,verbnet,want,-2.672200483375873e-05,5,16,0.21025369701503527,False
base>sft,verbnet,weather,0.0003398200828725785,9,16,0.21019470683949967,False
base>sft,verbnet,weekend,5.614794968182653e-06,6,16,0.7809480235975965,False
base>sft,verbnet,wink,0.0014612063637613392,9,16,0.3023137036839887,False
base>sft,verbnet,wipe_instr,5.877324298442551e-06,7,16,0.8766246365956263,False
base>sft,verbnet,wipe_manner,4.0151280473715964e-05,8,16,0.6594320898553527,False
base>sft,verbnet,wish,0.0010534914820316908,15,16,0.0009995198467320004,False
base>sft,verbnet,withdraw,0.00012845663462533372,7,16,0.38610621190887867,False
base>sft,framenet,Absorb_heat,-6.42484320800165e-06,5,16,0.7283361032069714,False
base>sft,framenet,Abusing,-6.536846430912677e-05,4,16,0.06391301223810532,False
base>sft,framenet,Accomplishment,1.9036088974544958e-05,6,16,0.5330241702877859,False
base>sft,framenet,Achieving_first,5.844244478283676e-06,2,16,0.16670722477995117,False
base>sft,framenet,Activity_finish,0.00040692110553519926,10,16,0.11321625253817862,False
base>sft,framenet,Activity_ongoing,-0.0002877989407441019,8,16,0.76714303259902,False
base>sft,framenet,Activity_pause,-2.200273546735718e-05,5,16,0.6678977691748271,False
base>sft,framenet,Activity_prepare,0.00014438401338928806,13,16,0.0050067599379119004,False
base>sft,framenet,Activity_resume,6.257481193060076e-05,7,16,0.157267762214627,False
base>sft,framenet,Adducing,-0.0002682566283950567,8,16,0.8067998979681213,False
base>sft,framenet,Adjacency,2.323593829873647e-06,5,16,0.9278845016055229,False
base>sft,framenet,Adjusting,0.0008466806340939588,15,16,0.00030683356054031247,False
base>sft,framenet,Adopt_selection,0.0002557709266765995,10,16,0.10951927756069221,False
base>sft,framenet,Affirm_or_deny,-5.429087313469688e-05,5,16,0.11495115510909745,False
base>sft,framenet,Aging,4.74091560535967e-06,2,16,0.43891891496448954,False
base>sft,framenet,Agree_or_refuse_to_act,0.0005064946131660148,11,16,0.1882980305661773,False
base>sft,framenet,Agriculture,-1.9790257655397868e-06,2,16,0.7273638929577415,False
base>sft,framenet,Aiming,5.7288677400776596e-05,10,16,0.0710898085265506,False
base>sft,framenet,Amassing,-5.138502793780308e-06,3,16,0.6349320505432763,False
base>sft,framenet,Amounting_to,-0.00016690283538629887,6,16,0.15598975370693088,False
base>sft,framenet,Appeal,0.00013530158862665647,10,16,0.5974995227943865,False
base>sft,framenet,Apply_heat,0.00019914137327691397,11,16,0.0410861533351472,False
base>sft,framenet,Appointing,-6.616536241840779e-05,8,16,0.7795496478330173,False
base>sft,framenet,Arranging,0.0005359644754012878,12,16,0.0036638269354102066,False
base>sft,framenet,Arrest,3.234731893951429e-05,8,16,0.7699880474374741,False
base>sft,framenet,Arriving,-0.005335560432130409,3,16,0.00038685809803101106,False
base>sft,framenet,Assessing,0.00019130400534111077,12,16,0.005812118298792166,False
base>sft,framenet,Assistance,0.0016280186616151524,8,16,0.06774090610660952,False
base>sft,framenet,Attaching,-0.0009095530374440174,6,16,0.1528852309872794,False
base>sft,framenet,Attack,-0.0006109820043999478,6,16,0.19606993300624787,False
base>sft,framenet,Attempt,-0.0005258450789233128,6,16,0.850782646018584,False
base>sft,framenet,Attempt_suasion,0.00053041299074284,9,16,0.02785530020502253,False
base>sft,framenet,Attention,0.0007262941721451217,11,16,0.00247508369839174,False
base>sft,framenet,Avoiding,0.0005304960017468018,13,16,0.005764150978682106,False
base>sft,framenet,Awareness,-0.010565327115887478,8,16,0.23765759009682957,False
base>sft,framenet,Bail_decision,5.508153120413538e-05,9,16,0.6150880998503055,False
base>sft,framenet,Be_in_agreement_on_assessment,-9.40499491860597e-06,1,16,0.47912298634261963,False
base>sft,framenet,Beat_opponent,3.089410357193879e-05,5,16,0.032501778623354134,False
base>sft,framenet,Becoming_a_member,3.429941443746204e-05,6,16,0.1422265405681827,False
base>sft,framenet,Becoming_aware,0.0051155825941199655,13,16,0.0008999772560667196,False
base>sft,framenet,Behind_the_scenes,-1.6157732728633303e-05,7,16,0.8370468366545184,False
base>sft,framenet,Being_employed,-0.0006188550019267783,8,16,0.0470729557855978,False
base>sft,framenet,Being_in_category,0.00010921755815767733,7,16,0.0554272912868968,False
base>sft,framenet,Besieging,0.00021779169953345628,13,16,0.11391684790515696,False
base>sft,framenet,Billing,-6.85794609689585e-05,4,16,0.14067586641311106,False
base>sft,framenet,Board_vehicle,-2.1315880519714834e-05,5,16,0.6016768302198322,False
base>sft,framenet,Body_movement,-0.013767303098542604,2,16,0.012758495052917432,False
base>sft,framenet,Borrowing,-2.6376596636592748e-05,4,16,0.6500818900518578,False
base>sft,framenet,Bragging,7.544322121686837e-06,6,16,0.8234226598791,False
base>sft,framenet,Breaking_out_captive,-2.955643446322841e-06,6,16,0.9383506376412317,False
base>sft,framenet,Breathing,0.004104062949958258,14,16,0.005730053486454752,False
base>sft,framenet,Bringing,-0.003233966745911547,4,16,0.0546767780255537,False
base>sft,framenet,Building,-0.00035451760329085385,5,16,0.15766777550189714,False
base>sft,framenet,Bungling,0.0004837692979953816,12,16,0.0022934014118840035,False
base>sft,framenet,Burying,-0.00011060546847855975,7,16,0.596710407477466,False
base>sft,framenet,Capacity,-5.1171185781828766e-05,2,16,0.045753913066724015,False
base>sft,framenet,Carry_goods,-1.8335673994256334e-05,2,16,0.30519649035153823,False
base>sft,framenet,Catastrophe,2.3644517621990537e-07,6,16,0.9981392253527743,False
base>sft,framenet,Catching_fire,3.0017770520147926e-06,1,16,0.3331701359154764,False
base>sft,framenet,Categorization,0.00020761988182036874,12,16,0.09538202197638745,False
base>sft,framenet,Causation,0.010773279675813742,15,16,0.00010405299075589784,True
base>sft,framenet,Cause_change,-0.0006578738117058311,7,16,0.1797695511147943,False
base>sft,framenet,Cause_change_of_consistency,-1.0250129013085322e-05,2,16,0.14998342992769284,False
base>sft,framenet,Cause_change_of_phase,3.0097503850651163e-05,7,16,0.6136962879910477,False
base>sft,framenet,Cause_change_of_position_on_a_scale,-0.001044271308303917,7,16,0.12298417689676029,False
base>sft,framenet,Cause_change_of_strength,1.381747565577978e-05,6,16,0.17610500423393183,False
base>sft,framenet,Cause_emotion,6.001758278925581e-05,8,16,0.1254615357988476,False
base>sft,framenet,Cause_expansion,3.422451816910441e-05,10,16,0.249095131802161,False
base>sft,framenet,Cause_harm,-0.009513979430322065,5,16,0.16309309997441432,False
base>sft,framenet,Cause_impact,-0.00013190047772591062,1,16,0.0010330811436741535,False
base>sft,framenet,Cause_motion,-0.0008791766994640398,5,16,0.6140106554104936,False
base>sft,framenet,Cause_temperature_change,7.601968193661622e-05,8,16,0.3622381721641214,False
base>sft,framenet,Cause_to_amalgamate,0.0007354990469339153,13,16,0.0074402129857625765,False
base>sft,framenet,Cause_to_be_dry,-0.00013111255473372072,1,16,0.0018476424939938344,False
base>sft,framenet,Cause_to_be_sharp,6.185314421879474e-05,11,16,0.041883887302207046,False
base>sft,framenet,Cause_to_be_wet,5.091400854847346e-05,11,16,0.2048941722354871,False
base>sft,framenet,Cause_to_end,9.628716684640272e-06,1,16,0.33317013591547645,False
base>sft,framenet,Cause_to_experience,4.012903096457802e-05,9,16,0.03049612511620206,False
base>sft,framenet,Cause_to_fragment,-0.000154157704843252,8,16,0.8324049011916118,False
base>sft,framenet,Cause_to_make_noise,1.3156244198338934e-05,5,16,0.15051289660384096,False
base>sft,framenet,Cause_to_make_progress,9.962252940309336e-05,10,16,0.009935594117217545,False
base>sft,framenet,Cause_to_move_in_place,-0.005521703745352407,5,16,0.034673699443885306,False
base>sft,framenet,Cause_to_perceive,0.0007336467568278403,13,16,0.020293302064713022,False
base>sft,framenet,Cause_to_resume,-1.9787279828084338e-05,3,16,0.5228861956466652,False
base>sft,framenet,Cause_to_start,9.289760830117033e-05,8,16,0.21213826046056375,False
base>sft,framenet,Cause_to_wake,-5.4185832139533845e-05,6,16,0.5929656011475216,False
base>sft,framenet,Ceasing_to_be,2.4454149169677573e-05,9,16,0.3380304453633035,False
base>sft,framenet,Certainty,0.00030084509585797444,14,16,0.000998988219983146,False
base>sft,framenet,Change_accessibility,3.1604979671416836e-06,3,16,0.8741545599031824,False
base>sft,framenet,Change_event_duration,8.655482055596692e-05,9,16,0.16383718195052197,False
base>sft,framenet,Change_event_time,6.297570267559452e-05,9,16,0.16323811618545597,False
base>sft,framenet,Change_of_consistency,-3.4759937257546216e-05,1,16,0.0754171990652353,False
base>sft,framenet,Change_of_leadership,-2.6062973481714953e-05,5,16,0.1612446162721951,False
base>sft,framenet,Change_of_phase,3.0017770520147926e-06,1,16,0.3331701359154764,False
base>sft,framenet,Change_operational_state,6.0257692390458874e-05,10,16,0.3474191240178015,False
base>sft,framenet,Change_position_on_a_scale,-0.0018948980050934356,6,16,0.20329333317203754,False
base>sft,framenet,Change_resistance,8.246371647341383e-05,10,16,0.008719338137807326,False
base>sft,framenet,Change_tool,0.0001885644237363386,12,16,0.014342443851759226,False
base>sft,framenet,Chatting,5.466355752565903e-05,10,16,0.11612884524038322,False
base>sft,framenet,Choosing,-0.0009028999856762268,5,16,0.13219577278063183,False
base>sft,framenet,Closure,-0.0039517557898813204,4,16,0.021041333429400764,False
base>sft,framenet,Cogitation,0.003837742727507127,16,16,1.2133760120673758e-05,True
base>sft,framenet,Collaboration,4.456998505451851e-05,9,16,0.012684436394673499,False
base>sft,framenet,Colonization,0.00036389092762899745,10,16,0.3594535696862036,False
base>sft,framenet,Come_together,-3.6114991454022448e-06,6,16,0.8586727230864007,False
base>sft,framenet,Coming_to_be,7.061589856341317e-05,9,16,0.2308468164300498,False
base>sft,framenet,Coming_to_believe,0.002405363591304905,13,16,0.004562863825417768,False
base>sft,framenet,Coming_up_with,7.138678295879899e-05,9,16,0.03598571457342666,False
base>sft,framenet,Commerce_buy,-0.001901855533957105,4,16,0.1392680291078486,False
base>sft,framenet,Commerce_collect,2.724226092298717e-05,8,16,0.7748893712248567,False
base>sft,framenet,Commerce_pay,-0.0018124211689884363,3,16,0.018063840736930785,False
base>sft,framenet,Commerce_sell,-0.00033578553759582106,4,16,0.17117040998481364,False
base>sft,framenet,Commitment,0.0017177490685757644,12,16,0.07923243256775578,False
base>sft,framenet,Committing_crime,6.560656817455738e-05,9,16,0.6119624651200632,False
base>sft,framenet,Commonality,0.0017378647300423727,14,16,0.007174908813711403,False
base>sft,framenet,Communicate_categorization,-5.720672041779557e-05,6,16,0.353472196954255,False
base>sft,framenet,Communication,0.0003205817966829465,11,16,0.003885457623962003,False
base>sft,framenet,Communication_manner,0.010830070045311115,15,16,0.001758392455438141,False
base>sft,framenet,Communication_means,-0.001253665977198052,6,16,0.31275861017862094,False
base>sft,framenet,Communication_noise,-0.0028522972111307103,10,16,0.6547189993757105,False
base>sft,framenet,Communication_response,0.0016920211601255024,13,16,0.0003833732379307292,False
base>sft,framenet,Compatibility,-0.0001664487541935001,7,16,0.5131161359022978,False
base>sft,framenet,Competition,1.1299276481475745e-05,4,16,0.10491516611363944,False
base>sft,framenet,Complaining,-0.0006426026180769773,4,16,0.016672491090856098,False
base>sft,framenet,Compliance,0.0008058665920603269,14,16,0.001737245192782328,False
base>sft,framenet,Condition_symptom_relation,-0.0002090466006246004,3,16,0.01839836455362655,False
base>sft,framenet,Conduct,-8.33080724844703e-06,5,16,0.6780418689017691,False
base>sft,framenet,Conferring_benefit,-2.2989774148458767e-06,0,16,0.3331701359154764,False
base>sft,framenet,Confronting_problem,0.0004894355955542115,14,16,0.0014673859775869895,False
base>sft,framenet,Conquering,0.00016818094160206502,12,16,0.011771096289824303,False
base>sft,framenet,Contacting,-0.0013993108854405162,7,16,0.5368169655793992,False
base>sft,framenet,Containing,-3.728469730704173e-05,7,16,0.4140588298088682,False
base>sft,framenet,Contingency,0.00023898192185534066,11,16,0.014100273573960749,False
base>sft,framenet,Contrition,-2.1107569515027924e-05,2,16,0.1200140680512537,False
base>sft,framenet,Control,8.857780631600172e-05,10,16,0.008572131147256024,False
base>sft,framenet,Convey_importance,-7.646351323307445e-05,2,16,0.10986410047399803,False
base>sft,framenet,Cooking_creation,0.0021732471085948194,13,16,0.0005445290264069016,False
base>sft,framenet,Corporal_punishment,4.204762401926756e-06,7,16,0.8714947406566858,False
base>sft,framenet,Corroding,6.7716546798569055e-06,2,16,0.16603219024939705,False
base>sft,framenet,Cotheme,0.002924141211823713,12,16,0.036365740592242526,False
base>sft,framenet,Create_physical_artwork,4.982131931609216e-06,2,16,0.17324146532091297,False
base>sft,framenet,Create_representation,0.0003645241904502702,12,16,0.008981485566239851,False
base>sft,framenet,Cure,0.00016154812526482777,11,16,0.045528312710946046,False
base>sft,framenet,Cutting,1.5527135547022223e-06,4,16,0.8626994527321915,False
base>sft,framenet,Damaging,-0.0004528893263216402,13,16,0.7248203242162129,False
base>sft,framenet,Daring,0.00011578663574536059,11,16,0.05124629121551115,False
base>sft,framenet,Death,-0.0010010229478209947,3,16,0.043989988691403255,False
base>sft,framenet,Deciding,0.0020401442727169985,12,16,0.020267314661603312,False
base>sft,framenet,Delimitation_of_diversity,-1.8884072045761813e-05,0,16,0.07091375625365626,False
base>sft,framenet,Delivery,0.0001471619382123825,8,16,0.513799012639138,False
base>sft,framenet,Deny_or_grant_permission,6.197182064698783e-05,6,16,0.16843050212331181,False
base>sft,framenet,Departing,0.0013921790248183578,12,16,0.10037647188342219,False
base>sft,framenet,Deserving,-1.0206629937098375e-06,2,16,0.8866642474889487,False
base>sft,framenet,Desirability,-0.0007223735185967516,4,16,0.002529725654596427,False
base>sft,framenet,Desirable_event,6.544659969965515e-05,8,16,0.7223595053810528,False
base>sft,framenet,Desiring,-0.011898959564821801,6,16,0.1676496763336009,False
base>sft,framenet,Destroying,0.0002675557184128038,10,16,0.3306713152221381,False
base>sft,framenet,Detaching,-0.00015352968808246786,5,16,0.1129543497113218,False
base>sft,framenet,Detaining,0.0010037562985320634,9,16,0.6844822917593492,False
base>sft,framenet,Detonate_explosive,-4.003502981845161e-06,0,16,0.16682542471503384,False
base>sft,framenet,Differentiation,0.00012944096013632213,12,16,0.0015972384643777066,False
base>sft,framenet,Dimension,7.56459915565069e-05,10,16,0.18174370642975024,False
base>sft,framenet,Discussion,0.0020422191115702284,16,16,1.4292245144127254e-05,True
base>sft,framenet,Disembarking,-8.628221816294148e-06,3,16,0.7592433381072228,False
base>sft,framenet,Dispersal,0.00024743228354195826,14,16,0.0005008231028770028,False
base>sft,framenet,Distributed_position,-0.00044461575878128535,10,16,0.7474611909328556,False
base>sft,framenet,Dominate_situation,1.7249927127300466e-05,5,16,0.17344915426120966,False
base>sft,framenet,Dressing,0.0002847533146570242,9,16,0.038813156538394025,False
base>sft,framenet,Dunking,-1.2567120984092888e-05,3,16,0.3984677440276218,False
base>sft,framenet,Duplication,-8.46505345204248e-05,6,16,0.30083757128024124,False
base>sft,framenet,Duration_relation,-2.0920444953867103e-05,6,16,0.39236631401307515,False
base>sft,framenet,Earnings_and_losses,-4.185138600950792e-05,5,16,0.29194536231526497,False
base>sft,framenet,Eclipse,-7.993358860195038e-05,8,16,0.8691738698711274,False
base>sft,framenet,Education_teaching,0.00035789678382484007,10,16,0.29380139352377427,False
base>sft,framenet,Emanating,8.783671717644921e-05,9,16,0.5003284646971561,False
base>sft,framenet,Emitting,3.357063176233235e-05,6,16,0.049603343628256816,False
base>sft,framenet,Emotion_active,0.0001322277276217149,10,16,0.045294374996398296,False
base>sft,framenet,Emotion_directed,7.434723130910605e-06,1,16,0.3331701359154764,False
base>sft,framenet,Emotion_heat,-0.0006419148469024574,5,16,0.08707514017658129,False
base>sft,framenet,Emotions_of_mental_activity,0.00019972695892495168,9,16,0.02713390935432127,False
base>sft,framenet,Emphasizing,0.0013501174502272054,14,16,0.0008954744734687374,False
base>sft,framenet,Employing,1.7743037097401176e-05,4,16,0.07066869264726504,False
base>sft,framenet,Emptying,-0.00021245229729475047,6,16,0.4189961870581196,False
base>sft,framenet,Encoding,-0.009452190850867244,3,16,0.010991383242886763,False
base>sft,framenet,Endangering,2.6790904831808934e-06,2,16,0.6291743999248203,False
base>sft,framenet,Endeavor_failure,0.000303748244332394,13,16,0.05990323279943031,False
base>sft,framenet,Enforcing,5.079295053537275e-06,3,16,0.7523534524588722,False
base>sft,framenet,Erasing,0.00014505438071070839,8,16,0.3387484236480719,False
base>sft,framenet,Estimating,-2.0424738639522674e-05,4,16,0.4940205870182808,False
base>sft,framenet,Evading,0.00013410272552114922,9,16,0.7585436974211051,False
base>sft,framenet,Evaluative_comparison,3.090514427769772e-05,9,16,0.6354417944517565,False
base>sft,framenet,Event,-5.9424594805723615e-05,5,16,0.18332088379085792,False
base>sft,framenet,Eventive_affecting,-7.384765766779888e-05,4,16,0.1212706328705544,False
base>sft,framenet,Evidence,0.0017630514338995722,11,16,0.1119536528291915,False
base>sft,framenet,Evoking,0.00039363093741628214,10,16,0.2504385833168414,False
base>sft,framenet,Examination,0.0016795422076274383,15,16,0.00014443048856468968,False
base>sft,framenet,Exchange,6.471465787831376e-05,9,16,0.04313037843442113,False
base>sft,framenet,Excreting,-0.0013151885640606772,5,16,0.29983368951178724,False
base>sft,framenet,Execute_plan,0.0001527411129522231,12,16,0.001312469929275687,False
base>sft,framenet,Execution,5.268508289552974e-05,10,16,0.07490001970694579,False
base>sft,framenet,Exercising,2.637392085793425e-05,6,16,0.31916308435578317,False
base>sft,framenet,Existence,2.4265509754563097e-05,7,16,0.29776895163767353,False
base>sft,framenet,Expansion,-1.5180396526178978e-07,2,16,0.9823481326361823,False
base>sft,framenet,Expectation,-0.00047659593840651955,6,16,0.06972721851904275,False
base>sft,framenet,Expend_resource,6.66953469029764e-06,3,16,0.21036208034747278,False
base>sft,framenet,Expensiveness,-5.139957800902841e-05,1,16,0.03514342429025548,False
