k,region,n_types,delta,fam_pos,n_fam,p,open_share,median_rank,top,bonferroni
100,77,29,0.0020251209222802557,14,16,0.0044850840348810515,1.0,3776.0,continue|agree|reduce|determine|decide|desire|ensure|assume,False
100,78,22,0.004770182270118867,11,16,0.024404799356156717,1.0,861.5,just|well|right|far|better|nearly|quickly|soon,False
100,80,70,0.014915136275527752,15,16,0.0003076272626880969,0.9857142857142858,14745.0,noted|leaned|cried|whispered|gathered|threatened|denied|scattered,True
100,81,15,0.0013278089471011473,13,16,0.04544477248614983,1.0,12969.0,glanced|sliced|embraced|pronounced|danced|punched|snatched|clutched,False
100,82,12,0.0010403974899888104,14,16,0.0599045337228888,0.25,311.0,people|something|things|nothing|anything|others|everything|someone,False
100,83,15,0.00012933814834649508,9,16,0.8414691654354332,1.0,4728.0,neck|thick|shook|seek|deny|cheek|panic|stiff,False
100,84,15,-0.0006351757694031731,5,16,0.8924731605673824,0.26666666666666666,59.0,it|that|this|what|who|there|when|which,False
100,86,27,0.004756172179282151,12,16,0.02150746968044723,1.0,2154.0,built|killed|reported|created|added|identified|placed|published,False
100,87,12,0.0002901209555932248,5,16,0.9013836842917302,1.0,1661.0,asked|allow|brought|allowed|meant|paid|forced|taught,False
100,88,30,-0.007755887782344776,4,16,0.35703649857370306,1.0,900.5,made|took|told|called|put|found|used|felt,False
100,89,16,-0.00029785680572194076,7,16,0.7965093776072694,1.0,5882.0,rock|pick|picked|shirt|pack|struck|slid|stole,False
100,90,31,-0.015294517148644453,5,16,0.2938851844110837,0.967741935483871,794.0,know|like|think|see|sure|feel|thought|believe,False
100,91,15,-0.003158591724986373,1,16,0.00032984206252404194,0.0,60000.0,13|14|17|18|19|21|22|23,True
100,94,92,0.0032296311725612437,9,16,0.3477655458535164,1.0,8383.0,talked|laughed|pointed|dressed|waited|headed|stayed|pushed,False
100,95,37,0.0054408519248072456,15,16,1.3787744865566312e-05,1.0,746.0,state|number|point|news|research|question|table|study,True
100,98,14,0.0009060357652104501,7,16,0.40898878028449354,0.9285714285714286,771.5,had|want|need|wanted|order|wants|means|needed,False
