stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,E,p_edge
ALL,TOKEN,never,let,259,110,37,23,True,5.604695584211405e-15,True,60,0.09246098107292373
ALL,TOKEN,let,talk,311,55,34,20,True,1.7334698085579094e-44,True,54,0.0759047294891014
ALL,TOKEN,never,look,347,16,36,8,True,3.465351062993018e-82,True,44,2.5448598648836196e-05
ALL,TOKEN,look,talk,179,109,29,22,True,4.416691198655803e-05,False,51,0.4010619910279374
ALL,TOKEN,make,not,340,306,30,35,True,0.1941216606197276,False,65,0.6201447650813029
ALL,TOKEN,make,consult,424,19,29,7,True,9.797289657769516e-101,True,36,0.00031255115754902363
ALL,TOKEN,make,discuss,306,32,31,14,True,2.802698046779838e-57,True,45,0.016094360031274842
ALL,TOKEN,never,make,308,55,33,21,True,8.513425087344499e-44,True,54,0.13367423536410522
ALL,TOKEN,make,talk,417,137,32,28,True,7.4612093221969115e-34,True,60,0.6988834276200058
ALL,TOKEN,not,mention,446,301,30,31,True,1.259607707547187e-07,True,61,1.0
ALL,TOKEN,mention,consult,234,11,28,4,True,1.4130445201898515e-55,True,32,1.9301194697618484e-05
ALL,TOKEN,never,mention,356,54,34,15,True,1.2310693688846014e-55,True,49,0.009399241523873059
ALL,TOKEN,mention,talk,260,81,32,22,True,5.05535829468775e-23,True,54,0.22032849417661093
ALL,TOKEN,not,note,342,224,31,31,True,8.017965812939125e-07,True,62,1.0
ALL,TOKEN,never,note,359,35,33,16,True,7.793480165912001e-69,True,49,0.021294114141387155
ALL,TOKEN,note,talk,154,61,32,17,True,1.8359714679404612e-10,True,49,0.04438416098714981
ALL,TOKEN,only,not,201,123,28,28,True,1.7296042471992874e-05,False,56,1.0
ALL,TOKEN,point,not,300,150,36,30,True,1.346630040798726e-12,True,66,0.5385827752459466
ALL,TOKEN,point,consult,245,3,30,2,True,1.1241657220055618e-68,True,32,2.4633482098579407e-07
ALL,TOKEN,point,talk,283,35,34,14,True,2.2770297960614858e-49,True,48,0.00551520148550111
ALL,TOKEN,not,probably,424,220,36,34,True,7.205820976819866e-16,True,70,0.9049745264594622
ALL,TOKEN,never,probably,562,36,37,14,True,1.7281108183536458e-122,True,51,0.0017691971837869858
ALL,TOKEN,put,not,347,146,31,29,True,6.393441722539918e-20,True,60,0.8974218269914307
ALL,TOKEN,put,consult,385,4,35,2,True,1.505712466562905e-108,True,37,1.0244548320770264e-08
ALL,TOKEN,put,discuss,388,8,33,6,True,1.7672161514380909e-103,True,39,1.429926123819314e-05
ALL,TOKEN,put,never,346,177,37,33,True,1.2576844747618624e-13,True,70,0.7202027723528612
ALL,TOKEN,really,not,290,55,37,17,True,1.0867842811076395e-39,True,54,0.009073340339587174
ALL,TOKEN,really,talk,222,7,31,6,True,1.4294051834700049e-56,True,37,4.12575900554657e-05
ALL,TOKEN,say,not,543,116,34,29,True,6.434901266390024e-67,True,63,0.6146550157654618
ALL,TOKEN,say,advise,253,3,35,3,True,4.830065712466308e-71,True,38,6.677873898297548e-08
ALL,TOKEN,say,consult,558,4,35,2,True,5.4874854036150854e-160,True,37,1.0244548320770264e-08
ALL,TOKEN,say,discuss,468,25,36,6,True,6.008073988706645e-107,True,42,2.8288777684792876e-06
ALL,TOKEN,never,say,141,83,29,22,True,0.0001291530768858,False,51,0.4010619910279374
ALL,TOKEN,not,send,535,227,34,31,True,1.6443896008550718e-29,True,65,0.8043170001933984
ALL,TOKEN,send,consult,254,19,31,5,True,1.193756711519204e-53,True,36,1.2913485988974571e-05
ALL,TOKEN,send,discuss,256,27,29,15,True,5.78710581248286e-48,True,44,0.048766765904474596
ALL,TOKEN,send,talk,264,85,31,23,True,1.7638223025510451e-22,True,54,0.3408909412200971
ALL,TOKEN,not,start,648,161,38,27,True,5.854065535329794e-70,True,65,0.2145391940081784
ALL,TOKEN,start,consult,184,17,25,8,True,1.3696494383527866e-36,True,33,0.004551384132355452
ALL,TOKEN,never,start,312,23,38,14,True,6.560673491707715e-66,True,52,0.0011951203200073481
ALL,TOKEN,start,talk,200,125,25,27,True,3.7595046585429526e-05,False,52,0.8898839652765371
ALL,TOKEN,still,not,123,91,27,24,True,0.0338364499703904,False,51,0.7797679305530743
ALL,TOKEN,take,talk,217,194,26,31,True,0.2778249334591124,False,57,0.5966417603730826
ALL,TOKEN,tell,not,342,209,34,31,True,1.604581708326733e-08,True,65,0.8043170001933984
ALL,TOKEN,tell,avoid,193,12,32,8,True,3.4327691061777202e-43,True,40,0.0001821658297558315
ALL,TOKEN,tell,consult,517,9,31,6,True,7.346367935091509e-140,True,37,4.12575900554657e-05
ALL,TOKEN,tell,discuss,447,4,35,4,True,5.903238554272407e-127,True,39,3.353161446284503e-07
ALL,TOKEN,never,tell,233,69,36,25,True,5.823068951687651e-22,True,61,0.20003136851310313
ALL,TOKEN,think,not,232,164,35,22,True,0.0007401011840266,False,57,0.11116111910399346
ALL,TOKEN,think,talk,185,51,34,21,True,4.889486112768148e-19,True,55,0.10478948242660333
ALL,TOKEN,not,use,144,143,32,26,True,1.0,False,58,0.5118423084381691
ALL,TOKEN,use,consult,279,10,25,7,True,1.9949538634784843e-69,True,32,0.0021024015732109547
ALL,TOKEN,use,discuss,284,23,30,13,True,2.217764055487899e-58,True,43,0.0137181850586785
ALL,TOKEN,also,address,356,25,31,11,True,4.1972708185501936e-76,True,42,0.002887247974285856
ALL,TOKEN,also,explain,356,39,32,16,True,3.625653152104557e-65,True,48,0.029304946720529308
ALL,TOKEN,also,inform,363,18,30,4,True,1.2697922180708356e-84,True,34,6.16488978266716e-06
ALL,TOKEN,also,let,315,207,30,33,True,2.612388626931009e-06,True,63,0.8013064925040663
ALL,TOKEN,ask,address,562,50,36,11,True,1.1796109041827505e-110,True,47,0.00034600114031491097
ALL,TOKEN,ask,contact,350,60,25,18,True,6.821114080898277e-51,True,43,0.3603776529357674
ALL,TOKEN,ask,explain,387,106,33,25,True,1.3138024206013112e-38,True,58,0.358143301806138
ALL,TOKEN,ask,inform,347,42,26,9,True,7.741467991987119e-61,True,35,0.005988120567053557
ALL,TOKEN,let,ask,202,186,32,28,True,0.4463941202163973,False,60,0.6988834276200058
ALL,TOKEN,ask,speak,397,62,32,23,True,7.262219041673675e-61,True,55,0.2806097176983541
ALL,TOKEN,be,address,776,31,37,18,True,2.1482304545441032e-187,True,55,0.014453833533827728
ALL,TOKEN,be,communicate,221,9,25,4,True,5.1165102905832414e-54,True,29,0.00010371580719947815
ALL,TOKEN,be,explain,544,98,37,28,True,7.907324726769132e-76,True,65,0.3210841356849955
ALL,TOKEN,be,inform,657,40,38,15,True,6.800129422290724e-145,True,53,0.0021901868838920535
ALL,TOKEN,be,notify,275,15,28,8,True,4.853307960475834e-63,True,36,0.0011932429624721408
ALL,TOKEN,be,speak,735,68,37,23,True,2.9791255434238356e-142,True,60,0.09246098107292373
ALL,TOKEN,call,address,662,29,34,11,True,2.807148520027249e-157,True,45,0.0008240823595997425
ALL,TOKEN,call,discuss,403,17,33,8,True,6.147710717189245e-97,True,41,0.00011222142620681552
ALL,TOKEN,call,explain,435,77,34,19,True,1.2414875650482357e-61,True,53,0.053438810537711046
ALL,TOKEN,call,inform,323,16,31,5,True,1.9064467225180875e-75,True,36,1.2913485988974571e-05
ALL,TOKEN,call,let,228,128,30,30,True,1.288154277870547e-07,True,60,1.0
ALL,TOKEN,call,speak,536,19,37,12,True,1.4660394204550246e-132,True,49,0.0004697573180081349
ALL,TOKEN,complain,address,274,1,31,1,True,9.092645726036326e-81,True,32,1.5366822481155396e-08
ALL,TOKEN,complain,contact,278,7,32,2,True,9.28349802320402e-73,True,34,6.938353180885315e-08
ALL,TOKEN,complain,speak,305,6,33,4,True,5.853705658290526e-82,True,37,1.0843941709026694e-06
ALL,TOKEN,complain,talk,293,4,33,3,True,2.5296251042519023e-81,True,36,2.2721360437572002e-07
ALL,TOKEN,do,address,431,27,30,9,True,8.398199931159855e-95,True,39,0.0010650196345523
ALL,TOKEN,bring,do,148,94,32,26,True,0.0006270568064689,False,58,0.5118423084381691
ALL,TOKEN,do,explain,358,142,29,30,True,1.4785997592264428e-22,True,59,1.0
ALL,TOKEN,do,inform,306,54,30,19,True,7.447697057972304e-44,True,49,0.15240777196147803
ALL,TOKEN,let,do,338,233,34,29,True,1.278224565126066e-05,False,63,0.6146550157654618
ALL,TOKEN,do,speak,391,86,30,22,True,1.7317664367983495e-47,True,52,0.3317497633694906
ALL,TOKEN,feel,address,202,7,32,6,True,7.859900076134128e-51,True,38,2.4342560209333897e-05
ALL,TOKEN,feel,explain,189,46,32,20,True,9.057931571499245e-22,True,52,0.12634707581392135
ALL,TOKEN,feel,let,134,78,27,20,True,0.0001460966739229,False,47,0.38169339766321275
ALL,TOKEN,feel,speak,193,94,34,27,True,5.166243414413572e-09,True,61,0.4426260049464714
ALL,TOKEN,find,address,457,16,34,12,True,1.9724378716389603e-113,True,46,0.0016414913408482334
ALL,TOKEN,find,explain,310,63,33,24,True,2.6439805916411662e-40,True,57,0.2892437471090205
ALL,TOKEN,find,inform,329,14,28,5,True,3.187511653577927e-79,True,33,6.618769839406013e-05
ALL,TOKEN,let,find,242,204,36,25,True,0.0796570971397215,False,61,0.20003136851310313
ALL,TOKEN,find,speak,344,54,32,26,True,9.088417906831645e-53,True,58,0.5118423084381691
ALL,TOKEN,fire,address,251,3,32,3,True,1.8870995543759532e-70,True,35,4.176981747150421e-07
ALL,TOKEN,fire,talk,208,8,37,7,True,2.0349897711522482e-51,True,44,5.299581744111492e-06
ALL,TOKEN,get,address,793,39,37,13,True,1.1174783189165327e-183,True,50,0.000936222910851825
ALL,TOKEN,get,communicate,243,13,27,3,True,4.358393220567593e-56,True,30,8.430331945419312e-06
ALL,TOKEN,get,explain,621,106,39,26,True,1.988396284433155e-89,True,65,0.1360323948778921
ALL,TOKEN,get,inform,700,30,37,10,True,6.050263077119094e-167,True,47,9.848878492846323e-05
ALL,TOKEN,get,notify,259,6,26,4,True,1.5688020717005035e-68,True,30,5.9476122260093696e-05
ALL,TOKEN,give,address,466,27,33,11,True,1.8794432629542004e-104,True,44,0.0012600338162656044
ALL,TOKEN,give,bring,114,106,24,26,True,0.6370697150887977,False,50,0.887724827340783
ALL,TOKEN,give,explain,224,72,28,19,True,2.5882931410251263e-19,True,47,0.24296021728332556
ALL,TOKEN,give,inform,306,37,28,13,True,7.862126288844817e-54,True,41,0.027533155829587486
ALL,TOKEN,give,let,180,158,28,31,True,0.2533150894418903,False,59,0.794843653982861
ALL,TOKEN,give,speak,449,89,33,27,True,8.200800225552185e-59,True,60,0.5189580031896519
ALL,TOKEN,go,address,862,13,34,11,True,2.085893825828087e-235,True,45,0.0008240823595997425
ALL,TOKEN,go,communicate,219,2,21,1,True,1.4559079246186211e-62,True,22,1.0967254638671875e-05
ALL,TOKEN,go,explain,655,82,35,23,True,8.350533567470986e-112,True,58,0.14800580076020603
ALL,TOKEN,go,express,192,20,27,14,True,1.8566080401686723e-36,True,41,0.05958388801809633
ALL,TOKEN,go,inform,639,17,35,8,True,1.209263433743066e-164,True,43,4.1934157934520044e-05
ALL,TOKEN,go,notify,235,2,23,2,True,2.554063727392286e-67,True,25,1.9431114196777344e-05
ALL,TOKEN,go,speak,650,63,34,21,True,8.554750158687363e-124,True,55,0.10478948242660333
ALL,TOKEN,have,address,840,24,38,12,True,5.851775919268014e-214,True,50,0.00030586400160359517
ALL,TOKEN,have,bring,215,76,34,19,True,1.548489582507798e-16,True,53,0.053438810537711046
ALL,TOKEN,have,communicate,242,9,23,5,True,5.408968332941525e-60,True,28,0.0009122341871261597
ALL,TOKEN,have,explain,710,112,39,26,True,4.52091202027285e-107,True,65,0.1360323948778921
ALL,TOKEN,have,inform,827,29,37,13,True,3.324351518719905e-204,True,50,0.000936222910851825
ALL,TOKEN,have,let,551,200,38,33,True,9.21433329630494e-39,True,71,0.6353076420876663
ALL,TOKEN,have,notify,298,16,29,8,True,1.8318409155652838e-68,True,37,0.0007528970600105822
ALL,TOKEN,just,address,660,37,38,19,True,1.40137454026808e-148,True,57,0.016348103897376145
ALL,TOKEN,just,bring,122,85,27,25,True,0.0121579158536837,False,52,0.8898839652765371
ALL,TOKEN,just,communicate,203,4,23,4,True,7.368647984627335e-55,True,27,0.000310748815536499
ALL,TOKEN,just,contact,754,92,38,24,True,4.76930368266192e-130,True,62,0.09795444051950736
ALL,TOKEN,just,explain,542,135,37,26,True,1.250377080047678e-58,True,63,0.20736789985685422
ALL,TOKEN,just,inform,673,18,38,12,True,3.223453400934032e-173,True,50,0.00030586400160359517
ALL,TOKEN,just,let,296,222,28,33,True,0.0013169395880159,False,61,0.6089207154048286
ALL,TOKEN,just,notify,245,3,22,3,True,1.1241657220055618e-68,True,25,0.00015652179718017578
ALL,TOKEN,just,speak,503,50,35,18,True,3.449660923855604e-95,True,53,0.027008317653722358
ALL,TOKEN,know,address,567,14,38,8,True,1.267428088796057e-147,True,46,9.24769992138863e-06
ALL,TOKEN,know,bring,158,60,33,16,True,2.3253492478697195e-11,True,49,0.021294114141387155
ALL,TOKEN,know,contact,728,51,38,19,True,2.4053676025892623e-154,True,57,0.016348103897376145
ALL,TOKEN,know,explain,444,82,37,26,True,3.939730532199508e-61,True,63,0.20736789985685422
ALL,TOKEN,know,inform,546,18,38,9,True,1.3559590193449159e-136,True,47,2.4904030624384174e-05
ALL,TOKEN,know,let,332,212,36,30,True,3.023228304342498e-07,True,66,0.5385827752459466
ALL,TOKEN,know,speak,470,50,37,20,True,1.185573628862968e-86,True,57,0.03314396778750544
ALL,TOKEN,make,address,424,21,28,13,True,1.1579186018937112e-98,True,41,0.027533155829587486
ALL,TOKEN,make,explain,258,60,28,25,True,2.1311757609946098e-30,True,53,0.7838463022094988
ALL,TOKEN,make,inform,279,22,26,8,True,7.287117621756515e-58,True,34,0.0029350556433200836
ALL,TOKEN,make,let,222,210,30,34,True,0.5966917531043081,False,64,0.7079807541347641
ALL,TOKEN,make,speak,495,79,34,24,True,1.3868381920132218e-74,True,58,0.23704711476271959
ALL,TOKEN,never,address,422,5,37,4,True,6.747219381345044e-118,True,41,1.0258372640237212e-07
ALL,TOKEN,never,inform,464,8,37,6,True,9.605205765240654e-126,True,43,1.636124125070637e-06
ALL,TOKEN,point,address,273,9,35,6,True,7.269267204665751e-69,True,41,4.873598300036974e-06
ALL,TOKEN,point,contact,433,41,36,17,True,1.1603642068310525e-83,True,53,0.012660335802414213
ALL,TOKEN,point,explain,260,20,33,8,True,2.0060528614727319e-54,True,41,0.00011222142620681552
ALL,TOKEN,point,inform,352,2,34,2,True,3.4246805056864276e-102,True,36,1.941225491464138e-08
ALL,TOKEN,point,let,181,46,31,15,True,3.9949422958420414e-20,True,46,0.02589608179323477
ALL,TOKEN,point,speak,291,13,35,7,True,1.5055704822641078e-69,True,42,1.5097200957825409e-05
ALL,TOKEN,probably,contact,170,35,27,16,True,1.7688049825071785e-22,True,43,0.12628947438543037
ALL,TOKEN,probably,explain,153,47,33,20,True,2.7087202681654093e-14,True,53,0.09837064844049181
ALL,TOKEN,probably,inform,220,23,33,11,True,1.5411157706644582e-41,True,44,0.0012600338162656044
ALL,TOKEN,put,address,527,14,35,9,True,5.083189721169321e-136,True,44,0.00010604466626773501
ALL,TOKEN,put,explain,326,47,37,17,True,1.6870101620693673e-52,True,54,0.009073340339587174
ALL,TOKEN,put,inform,365,4,33,3,True,1.2780001767702848e-102,True,36,2.2721360437572002e-07
ALL,TOKEN,put,let,1976,388,37,33,True,2.932057080526052e-255,True,70,0.7202027723528612
ALL,TOKEN,put,speak,453,17,37,9,True,3.80975091053329e-111,True,46,4.0560361327379724e-05
ALL,TOKEN,quit,address,388,2,33,2,True,6.047122291499031e-113,True,35,3.6729034036397934e-08
ALL,TOKEN,quit,discuss,248,6,33,1,True,2.48768226491218e-65,True,34,4.0745362639427185e-09
ALL,TOKEN,quit,speak,344,4,33,4,True,2.119502401313437e-96,True,37,1.0843941709026694e-06
ALL,TOKEN,quit,talk,417,8,37,5,True,5.813827341321042e-112,True,42,4.4337048166198656e-07
ALL,TOKEN,really,address,307,3,33,2,True,4.760886783011607e-87,True,35,3.6729034036397934e-08
ALL,TOKEN,really,contact,294,9,35,5,True,6.660096230883191e-75,True,40,1.382612026645802e-06
ALL,TOKEN,really,explain,231,12,35,8,True,1.0017758572303891e-53,True,43,4.1934157934520044e-05
ALL,TOKEN,really,inform,300,1,35,1,True,1.4825462265199134e-88,True,36,1.076841726899147e-09
ALL,TOKEN,say,address,628,33,34,8,True,1.3145826971695598e-143,True,42,6.87711149112147e-05
ALL,TOKEN,say,communicate,198,11,24,1,True,1.6387699150304842e-45,True,25,1.5497207641601562e-06
ALL,TOKEN,say,contact,963,41,36,16,True,1.8743497075469292e-229,True,52,0.0077874363057435225
ALL,TOKEN,say,explain,564,44,36,13,True,4.8377182242546537e-116,True,49,0.001402688503695515
ALL,TOKEN,say,inform,716,25,36,4,True,4.267801533986033e-177,True,40,1.8570244719740003e-07
ALL,TOKEN,say,let,356,67,34,17,True,1.1448087304397968e-48,True,51,0.024092907698449295
ALL,TOKEN,say,notify,255,4,25,2,True,4.017486367713648e-70,True,27,5.647540092468262e-06
ALL,TOKEN,say,speak,618,35,34,11,True,7.219768524075687e-139,True,45,0.0008240823595997425
ALL,TOKEN,send,address,354,24,31,9,True,1.9284197786307935e-76,True,40,0.0006795482549932785
ALL,TOKEN,send,explain,263,102,33,26,True,1.6353767044253022e-17,True,59,0.43499280512215344
ALL,TOKEN,send,inform,277,19,27,9,True,6.917112456951167e-60,True,36,0.00393317302223295
ALL,TOKEN,send,speak,281,51,29,12,True,1.1833887525984538e-39,True,41,0.011507789735333063
ALL,TOKEN,start,address,257,21,29,13,True,8.541757459692319e-53,True,42,0.019520472782460274
ALL,TOKEN,start,explain,184,117,25,29,True,0.0001342018125682,False,54,0.6834892282353371
ALL,TOKEN,start,inform,227,19,29,10,True,2.0804515805834676e-46,True,39,0.0033778479119064286
ALL,TOKEN,start,speak,222,90,26,28,True,5.040256155220892e-14,True,54,0.8919231511047488
ALL,TOKEN,stop,address,644,14,34,10,True,4.8650220816384355e-170,True,44,0.00038813090293388086
ALL,TOKEN,stop,bring,169,68,31,19,True,4.211314092417397e-11,True,50,0.11892045255943628
ALL,TOKEN,stop,contact,543,54,35,19,True,1.2506857684567176e-102,True,54,0.04022356409571669
ALL,TOKEN,stop,discuss,444,18,36,11,True,1.797208517503291e-107,True,47,0.00034600114031491097
ALL,TOKEN,stop,explain,417,72,36,20,True,4.2937023094025455e-60,True,56,0.044046546102150766
ALL,TOKEN,stop,inform,387,9,34,3,True,7.63912105772422e-102,True,37,1.233129296451807e-07
ALL,TOKEN,stop,let,235,75,28,19,True,2.2951138570721267e-20,True,47,0.24296021728332556
ALL,TOKEN,stop,speak,562,32,36,15,True,3.064362049781676e-126,True,51,0.0046013097117665325
ALL,TOKEN,stop,talk,585,46,36,20,True,5.2142706609372414e-120,True,56,0.044046546102150766
ALL,TOKEN,sue,address,232,3,26,3,True,7.835611058808021e-65,True,29,1.5236437320709229e-05
ALL,TOKEN,sue,explain,200,44,29,17,True,6.064537685485747e-25,True,46,0.10380535550410741
ALL,TOKEN,sue,inform,260,3,31,2,True,4.091557576347095e-73,True,33,1.3085082173347473e-07
ALL,TOKEN,sue,let,171,76,32,19,True,1.4023286471417304e-09,True,51,0.09191454981585423
ALL,TOKEN,take,address,217,27,22,16,True,4.793448131086169e-38,True,38,0.417692190836533
ALL,TOKEN,bring,take,148,53,31,18,True,1.3908000463228469e-11,True,49,0.08543313315739454
ALL,TOKEN,take,contact,224,98,22,29,True,1.7049700606027625e-12,True,51,0.4010619910279374
ALL,TOKEN,take,explain,238,142,26,29,True,9.668026767882946e-07,True,55,0.7877061896700431
ALL,TOKEN,let,take,511,199,36,27,True,1.6731841000397068e-32,True,63,0.31350305329645284
ALL,TOKEN,take,speak,254,98,26,26,True,4.341626918533125e-17,True,52,1.0
ALL,TOKEN,write,address,330,29,28,14,True,8.26882144973044e-66,True,42,0.04355852192384191
ALL,TOKEN,write,discuss,270,31,27,15,True,9.316193657908624e-49,True,42,0.08842954698775429
ALL,TOKEN,write,explain,231,87,27,23,True,3.2705426193347454e-16,True,50,0.6718110337653656
ALL,TOKEN,write,inform,273,25,25,12,True,7.087712421735083e-54,True,37,0.04703102743951604
ALL,TOKEN,let,write,207,184,30,27,True,0.265861563843535,False,57,0.7913664277791806
ALL,TOKEN,write,speak,248,50,28,16,True,1.0599410995445218e-32,True,44,0.09614175442061423
ALL,TOKEN,call,remind,196,49,26,12,True,5.237136746481301e-22,True,38,0.03355243967962451
ALL,TOKEN,call,try,275,61,33,25,True,1.3875680113328742e-33,True,58,0.358143301806138
ALL,TOKEN,complain,take,237,19,33,8,True,4.4403669053956036e-49,True,41,0.00011222142620681552
ALL,TOKEN,do,remind,170,106,24,21,True,0.0001402255922053,False,45,0.765991824244793
ALL,TOKEN,try,do,251,189,35,26,True,0.0035889739331703,False,61,0.30567741986311836
ALL,TOKEN,feel,try,148,116,32,33,True,0.0561958437334894,False,65,1.0
ALL,TOKEN,find,remind,171,41,24,13,True,4.536077925178341e-20,True,37,0.09887174959294498
ALL,TOKEN,find,try,185,106,26,26,True,4.240961944757898e-06,False,52,1.0
ALL,TOKEN,get,ensure,290,5,26,3,True,5.751923164500882e-79,True,29,1.5236437320709229e-05
ALL,TOKEN,get,handle,266,10,31,2,True,1.0255437665142686e-65,True,33,1.3085082173347473e-07
ALL,TOKEN,get,remind,344,70,31,18,True,1.569797052723308e-44,True,49,0.08543313315739454
ALL,TOKEN,get,try,368,114,33,27,True,3.1938950191889886e-32,True,60,0.5189580031896519
ALL,TOKEN,give,remind,167,42,23,13,True,7.706602812383357e-19,True,36,0.13249816396273675
ALL,TOKEN,go,apologize,189,13,25,6,True,3.369626611421427e-41,True,31,0.0008779102936387062
ALL,TOKEN,go,ensure,252,0,25,0,False,2.7635739376302223e-76,True,25,5.960464477539063e-08
ALL,TOKEN,go,handle,244,0,29,0,False,7.074749280333369e-74,True,29,3.725290298461914e-09
ALL,TOKEN,go,remind,368,34,34,17,True,6.007461251439142e-72,True,51,0.024092907698449295
ALL,TOKEN,go,try,367,101,33,25,True,1.6401112730362407e-36,True,58,0.358143301806138
ALL,TOKEN,have,apologize,286,11,27,9,True,2.6903278193475197e-70,True,36,0.00393317302223295
ALL,TOKEN,have,ensure,342,7,32,5,True,2.0967202571172675e-91,True,37,7.427530363202095e-06
ALL,TOKEN,have,handle,278,2,32,2,True,4.0502012625452345e-80,True,34,6.938353180885315e-08
ALL,TOKEN,have,remind,362,51,31,20,True,7.3274195478514006e-59,True,51,0.16077960181198847
ALL,TOKEN,have,try,768,206,38,34,True,9.34601998847429e-77,True,72,0.7239481457469141
ALL,TOKEN,just,ensure,202,2,30,2,True,1.6266184059419292e-57,True,32,2.4633482098579407e-07
ALL,TOKEN,just,handle,253,1,29,1,True,1.7617783852392669e-74,True,30,5.774199962615967e-08
ALL,TOKEN,just,remind,296,55,31,13,True,4.73729205587364e-41,True,44,0.009559878856634896
ALL,TOKEN,just,take,692,175,37,28,True,2.1861880409378722e-73,True,65,0.3210841356849955
ALL,TOKEN,just,try,453,187,35,31,True,2.084195055779609e-26,True,66,0.7122308826373509
ALL,TOKEN,keep,address,405,18,34,11,True,1.9654886057448946e-96,True,45,0.0008240823595997425
ALL,TOKEN,keep,try,162,103,31,23,True,0.0003485645479987,False,54,0.3408909412200971
ALL,TOKEN,know,ensure,223,1,33,1,True,1.6691427678093398e-65,True,34,4.0745362639427185e-09
ALL,TOKEN,know,remind,285,36,33,16,True,3.2104032149386307e-49,True,49,0.021294114141387155
ALL,TOKEN,know,try,518,154,37,27,True,6.541373726047171e-47,True,64,0.26043547657665356
ALL,TOKEN,leave,address,525,16,34,10,True,5.8947083611416446e-133,True,44,0.00038813090293388086
ALL,TOKEN,let,address,471,34,33,15,True,1.8260806877850508e-99,True,48,0.01328328156224501
ALL,TOKEN,let,immediately,288,97,27,21,True,4.277941396084858e-23,True,48,0.470879013621712
ALL,TOKEN,mention,address,223,27,30,9,True,1.4923287750205437e-39,True,39,0.0010650196345523
ALL,TOKEN,mention,take,433,191,36,24,True,1.4665882476000783e-22,True,60,0.1550019040032606
ALL,TOKEN,mention,try,278,181,30,28,True,6.9026680336389495e-06,False,58,0.8956832138895906
ALL,TOKEN,never,remind,221,3,31,2,True,1.3897839065703165e-61,True,33,1.3085082173347473e-07
ALL,TOKEN,never,try,361,28,36,14,True,6.875910923360759e-75,True,50,0.0026021714567221466
ALL,TOKEN,probably,take,133,106,32,24,True,0.0923994256630756,False,56,0.34968195298368476
ALL,TOKEN,put,immediately,875,59,33,16,True,2.9171587450836164e-187,True,49,0.021294114141387155
ALL,TOKEN,put,try,326,76,36,25,True,5.686233456949498e-38,True,61,0.20003136851310313
ALL,TOKEN,really,take,271,19,35,9,True,2.967569716300105e-58,True,44,0.00010604466626773501
ALL,TOKEN,really,try,198,19,31,11,True,9.463983111461045e-39,True,42,0.002887247974285856
ALL,TOKEN,try,report,133,72,26,21,True,2.4462147139291288e-05,False,47,0.5600646295802106
ALL,TOKEN,say,ensure,267,4,32,2,True,1.1760232793260464e-73,True,34,6.938353180885315e-08
ALL,TOKEN,say,handle,231,16,31,2,True,5.302487818625317e-50,True,33,1.3085082173347473e-07
ALL,TOKEN,say,remind,288,29,29,8,True,8.525824520769185e-55,True,37,0.0007528970600105822
ALL,TOKEN,say,try,569,72,35,21,True,8.055487856696203e-97,True,56,0.08142681460950618
ALL,TOKEN,send,remind,140,66,21,15,True,2.750292921971218e-07,True,36,0.4050322461407632
ALL,TOKEN,try,send,178,166,30,30,True,0.5531901834616307,False,60,1.0
ALL,TOKEN,stop,remind,208,35,28,11,True,3.927561055518417e-31,True,39,0.009475304279476404
ALL,TOKEN,stop,take,609,119,37,18,True,4.5330637680674266e-80,True,55,0.014453833533827728
ALL,TOKEN,tell,address,603,9,37,5,True,3.736933845481143e-165,True,42,4.4337048166198656e-07
ALL,TOKEN,tell,ensure,197,3,29,2,True,1.6596794192086218e-54,True,31,4.628673195838928e-07
ALL,TOKEN,tell,try,444,111,36,26,True,3.922302452214042e-48,True,62,0.25285439418811073
ALL,TOKEN,think,address,282,11,29,8,True,3.7005487855287027e-69,True,37,0.0007528970600105822
ALL,TOKEN,think,remind,204,39,27,9,True,3.7182051972131767e-28,True,36,0.00393317302223295
ALL,TOKEN,think,take,379,80,37,21,True,1.385191041806147e-47,True,58,0.047940324071666984
ALL,TOKEN,think,try,158,88,30,24,True,9.535760692279469e-06,False,54,0.49661743531793345
ALL,TOKEN,use,address,435,33,32,12,True,1.351389845299398e-90,True,44,0.003657766827927844
ALL,TOKEN,use,remind,165,43,26,13,True,4.811223600074749e-18,True,39,0.05325191409792752
ALL,TOKEN,write,remind,143,74,24,17,True,3.263675682408087e-06,True,41,0.34888887944907765
ALL,TOKEN,try,write,197,197,34,30,True,1.0,False,64,0.7079807541347641
ALL,TOKEN,also,document,240,8,27,5,True,1.4479206710783872e-60,True,32,0.00011307420209050179
ALL,TOKEN,also,follow,362,10,32,8,True,2.6463408445441427e-93,True,40,0.0001821658297558315
ALL,TOKEN,also,immediately,177,41,24,8,True,2.4889053610089217e-21,True,32,0.0070003666914999485
ALL,TOKEN,also,report,278,28,30,11,True,6.227528586311692e-53,True,41,0.00432400493446039
ALL,TOKEN,ask,document,274,11,29,7,True,6.956927704071581e-67,True,36,0.00031255115754902363
ALL,TOKEN,ask,follow,359,49,28,16,True,2.386507046935408e-59,True,44,0.09614175442061423
ALL,TOKEN,ask,report,263,71,27,19,True,4.595007034371504e-27,True,46,0.3019956131896606
