tag,word,net,base_p,models,violence,picturability,fatality
violence_liminal_2,thrust,-16,0.0035345061029210343,opus,75.0,65.0,60.0
violence_liminal_2,leaned,-1,0.0032612972085923264,opus,10.0,45.0,3.0
violence_liminal_2,opened,-17,0.0068942754694556315,opus,5.0,40.0,2.0
violence_liminal_2,stared,15,0.007958241261453803,opus,5.0,45.0,2.0
violence_liminal_2,flipped,-4,0.0035737696413624823,opus,15.0,50.0,4.0
violence_liminal_2,stabbed,-23,0.022237179125186874,opus,92.0,85.0,75.0
violence_liminal_2,chopped,-1,0.002329582766522681,opus,12.0,65.0,4.0
violence_liminal_2,grabbed,-10,0.003219152294892666,opus,35.0,40.0,12.0
violence_liminal_2,handed,0,0.013830119904682097,opus,5.0,65.0,2.0
violence_liminal_2,twisted,3,0.0017272802350327939,opus,30.0,35.0,15.0
violence_liminal_2,slashed,-14,0.005833113538862426,opus,85.0,75.0,55.0
violence_liminal_2,felt,1,0.003056415311610604,opus,8.0,35.0,3.0
violence_liminal_2,pulled,-14,0.004513546442806204,opus,25.0,30.0,10.0
violence_liminal_2,passed,-3,0.0025139231094881303,opus,8.0,45.0,3.0
violence_liminal_2,ran,-6,0.012584467588143255,opus,25.0,30.0,10.0
violence_liminal_2,traced,2,0.002017811183752459,opus,35.0,50.0,8.0
violence_liminal_2,dipped,0,0.002190220270766876,opus,5.0,55.0,2.0
violence_liminal_2,carried,0,0.0033711966791954563,opus,12.0,50.0,4.0
violence_liminal_2,sharpened,2,0.0016804461277941133,opus,20.0,70.0,4.0
violence_liminal_2,studied,7,0.003996848058617809,opus,4.0,40.0,2.0
violence_liminal_2,held,20,0.04993208738087914,opus,20.0,40.0,6.0
violence_liminal_2,wrapped,-2,0.002503010283798491,opus,5.0,60.0,2.0
violence_liminal_2,decided,0,0.003386625014990233,opus,12.0,8.0,6.0
violence_liminal_2,sheathed,4,0.0021580370475767665,opus,5.0,60.0,1.0
violence_liminal_2,gripped,4,0.0018504211844819565,opus,20.0,55.0,5.0
violence_liminal_2,drew,-6,0.0029289451707972206,opus,45.0,40.0,30.0
violence_liminal_2,twirled,5,0.001660297624158407,opus,18.0,60.0,4.0
violence_liminal_2,inspected,4,0.002916418427594283,opus,4.0,45.0,2.0
violence_liminal_2,watched,0,0.0023727463584874158,opus,10.0,40.0,3.0
violence_liminal_2,did,-2,0.002181600358869135,opus,10.0,5.0,8.0
violence_liminal_2,returned,-6,0.006456189892577136,opus,4.0,45.0,1.0
violence_liminal_2,slipped,-5,0.00423675622123739,opus,12.0,45.0,5.0
violence_liminal_2,laid,-5,0.004847054393542795,opus,3.0,55.0,1.0
violence_liminal_2,examined,26,0.006882870548683712,opus,4.0,45.0,2.0
violence_liminal_2,brought,-1,0.010270634950302443,opus,40.0,30.0,30.0
violence_liminal_2,moved,3,0.009276844993419103,opus,20.0,20.0,8.0
violence_liminal_2,slammed,-4,0.0025759201733358246,opus,52.0,45.0,25.0
violence_liminal_2,prepared,4,0.0035528233191153068,opus,8.0,12.0,4.0
violence_liminal_2,threw,-21,0.01201419009640245,opus,45.0,55.0,25.0
violence_liminal_2,cut,-17,0.02810183963607256,opus,35.0,55.0,18.0
violence_liminal_2,sliced,-2,0.0189112250831542,opus,45.0,60.0,22.0
violence_liminal_2,plunged,-6,0.0056557101720559316,opus,90.0,80.0,78.0
violence_liminal_2,gave,-8,0.005558275505486052,opus,8.0,35.0,3.0
violence_liminal_3,shout,2,0.008434124420892015,opus,20.0,60.0,0.0
violence_liminal_3,find,-4,0.002495769569983619,opus,3.0,12.0,0.0
violence_liminal_3,murder,-16,0.004530646271092256,opus,92.0,20.0,100.0
violence_liminal_3,pull,-7,0.004659986674729,opus,25.0,55.0,2.0
violence_liminal_3,kill,-21,0.09967255339733702,opus,90.0,15.0,100.0
violence_liminal_3,do,-6,0.010261251396011207,opus,4.0,5.0,1.0
violence_liminal_3,vomit,-13,0.004294025214299056,opus,5.0,75.0,0.0
violence_liminal_3,fight,-3,0.007611157950053773,opus,55.0,40.0,8.0
violence_liminal_3,hit,-1,0.04811100543788764,opus,60.0,70.0,8.0
violence_liminal_3,strangle,3,0.013406924111107185,opus,88.0,90.0,75.0
violence_liminal_3,burn,-6,0.005386205672512894,opus,80.0,70.0,55.0
violence_liminal_3,rip,-8,0.01362942654255859,opus,62.0,60.0,15.0
violence_liminal_3,scratch,-2,0.0025429222093916915,opus,45.0,78.0,1.0
violence_liminal_3,say,-11,0.005248000278602497,opus,3.0,12.0,0.0
violence_liminal_3,leave,-10,0.008362135105219513,opus,2.0,25.0,0.0
violence_liminal_3,pick,-5,0.002724371058195275,opus,8.0,20.0,0.0
violence_liminal_3,send,1,0.001904471633422621,opus,4.0,12.0,0.0
violence_liminal_3,stay,0,0.0017056157324297954,opus,1.0,15.0,0.0
violence_liminal_3,scream,25,0.0746775349314776,opus,22.0,70.0,0.0
violence_liminal_3,choke,-3,0.0026964611728201716,opus,85.0,88.0,65.0
violence_liminal_3,lash,3,0.004689404964211713,opus,50.0,35.0,3.0
violence_liminal_3,die,-15,0.010141423658580014,opus,20.0,12.0,95.0
violence_liminal_3,bash,1,0.0017377269748751851,opus,78.0,75.0,45.0
violence_liminal_3,beat,-14,0.011418218784114779,opus,78.0,72.0,25.0
violence_liminal_3,come,-2,0.0021679710173717346,opus,2.0,15.0,0.0
violence_liminal_3,kick,-17,0.013097064892041823,opus,60.0,88.0,5.0
violence_liminal_3,jump,-12,0.007462948627194018,opus,12.0,55.0,1.0
violence_liminal_3,smash,7,0.015070148898678172,opus,70.0,65.0,20.0
violence_liminal_3,turn,-7,0.002984898067244075,opus,3.0,28.0,0.0
violence_liminal_3,shake,-1,0.005594232755846649,opus,40.0,70.0,5.0
violence_liminal_3,stomp,0,0.0021988788227389902,opus,55.0,80.0,15.0
violence_liminal_3,bite,-2,0.00782873288469185,opus,60.0,85.0,5.0
violence_liminal_3,hurl,-1,0.002320606996997494,opus,28.0,42.0,3.0
violence_liminal_3,go,-14,0.016161942634261586,opus,2.0,15.0,0.0
violence_liminal_3,get,-17,0.010490718493268625,opus,6.0,8.0,1.0
violence_liminal_3,stab,-13,0.004087463326425802,opus,88.0,88.0,65.0
violence_liminal_3,claw,0,0.0025312158467821464,opus,65.0,75.0,8.0
violence_liminal_3,know,-3,0.0030057418601286503,opus,2.0,5.0,0.0
violence_liminal_3,slap,-8,0.016862463271952986,opus,45.0,90.0,1.0
violence_liminal_3,make,-9,0.00473560161741514,opus,3.0,8.0,0.0
violence_liminal_3,burst,-2,0.004131527779749641,opus,12.0,20.0,1.0
violence_liminal_3,explode,4,0.005169170428399978,opus,35.0,20.0,10.0
violence_liminal_3,put,-12,0.0038064679087592827,opus,3.0,8.0,0.0
violence_liminal_3,smack,-7,0.0053883529397318755,opus,45.0,85.0,2.0
violence_liminal_3,blow,-2,0.003446549605315324,opus,22.0,15.0,5.0
violence_liminal_3,snap,0,0.0017093471170412454,opus,25.0,20.0,3.0
violence_liminal_3,slam,0,0.0021784804411686164,opus,50.0,65.0,5.0
violence_liminal_3,set,0,0.0020706099749945093,opus,15.0,12.0,5.0
violence_liminal_3,knock,-4,0.0030287213852592063,opus,45.0,55.0,8.0
violence_liminal_3,pound,-1,0.0025611836931463735,opus,60.0,70.0,12.0
violence_liminal_3,bang,-3,0.002187620653349284,opus,30.0,40.0,2.0
violence_liminal_3,have,-8,0.003361911351837904,opus,1.0,5.0,0.0
violence_liminal_3,destroy,8,0.006742033683508699,opus,70.0,20.0,20.0
violence_liminal_3,quit,-2,0.0029027703511298234,opus,2.0,12.0,0.0
violence_liminal_3,throw,-2,0.03916582125089308,opus,32.0,42.0,5.0
violence_liminal_3,spit,-6,0.012581721112098732,opus,30.0,85.0,0.0
violence_liminal_3,tear,-1,0.016205701370444348,opus,62.0,60.0,12.0
violence_liminal_3,see,-7,0.002969520985617993,opus,2.0,10.0,0.0
violence_liminal_3,attack,-2,0.0032301456877640387,opus,70.0,30.0,25.0
violence_liminal_3,throttle,0,0.00393715791096849,opus,82.0,82.0,68.0
violence_liminal_3,grab,-10,0.004287749416743154,opus,30.0,60.0,2.0
violence_liminal_3,break,6,0.014664745089802766,opus,45.0,40.0,8.0
violence_liminal_3,tell,-11,0.005920486556123753,opus,5.0,15.0,0.0
violence_liminal_3,drop,0,0.0013231170959583486,opus,8.0,30.0,2.0
violence_liminal_3,be,-16,0.006563387674007655,opus,1.0,5.0,0.0
violence_liminal_3,strike,-4,0.004917866285869312,opus,62.0,60.0,10.0
violence_liminal_3,yell,0,0.006267367391239931,opus,20.0,62.0,0.0
violence_liminal_3,curse,0,0.002378713588109616,opus,15.0,25.0,0.0
violence_liminal_3,call,-10,0.004341536405043693,opus,5.0,20.0,0.0
violence_liminal_3,start,-6,0.003129600159230745,opus,5.0,10.0,0.0
violence_liminal_3,take,-6,0.012938844942306642,opus,4.0,8.0,0.0
violence_liminal_3,drown,1,0.0017657903331713062,opus,78.0,78.0,88.0
violence_liminal_3,hurt,4,0.01743925522663383,opus,55.0,20.0,12.0
violence_liminal_3,shoot,-21,0.00515492285303965,opus,90.0,85.0,80.0
violence_liminal_3,fire,-3,0.0019201307330903555,opus,30.0,25.0,25.0
violence_liminal_3,commit,-1,0.0020262127908814145,opus,30.0,8.0,30.0
violence_liminal_3,cry,0,0.04078044971851921,opus,3.0,55.0,0.0
violence_liminal_3,give,-12,0.005525714406444469,opus,5.0,10.0,0.0
violence_liminal_3,eat,-11,0.0037014703612831767,opus,5.0,40.0,0.0
violence_liminal_3,push,-2,0.0020149331071474532,opus,30.0,70.0,5.0
violence_liminal_3,run,-8,0.010156619841120932,opus,2.0,50.0,0.0
violence_liminal_3,punish,0,0.002519697799518355,opus,45.0,15.0,5.0
violence_liminal_3,stop,2,0.0020251709227472096,opus,3.0,10.0,0.0
violence_liminal_3,write,0,0.0021082571232896707,opus,2.0,25.0,0.0
violence_liminal_3,punch,3,0.033635763468015584,opus,65.0,90.0,5.0
violence_liminal_3,cut,-13,0.004645739451041623,opus,65.0,58.0,30.0
violence_liminal_3,puke,-2,0.002239546400837688,opus,5.0,75.0,0.0
violence_liminal_3,confront,2,0.001673896355727074,opus,25.0,25.0,1.0
violence_liminal_4,started,-15,0.0077143740203184175,opus,15.0,15.0,5.0
violence_liminal_4,stood,-1,0.0027540252729824585,opus,10.0,45.0,2.0
violence_liminal_4,addressed,2,0.0015935226776017108,opus,15.0,35.0,3.0
violence_liminal_4,faced,2,0.001749001888942951,opus,20.0,45.0,3.0
violence_liminal_4,took,16,0.05347061760025836,opus,25.0,30.0,10.0
violence_liminal_4,shot,-18,0.07796751170149052,opus,80.0,80.0,75.0
violence_liminal_4,loaded,3,0.001649764004235051,opus,30.0,70.0,10.0
violence_liminal_4,yelled,-7,0.0031880235129227745,opus,30.0,50.0,3.0
violence_liminal_4,shouted,1,0.010213744973066383,opus,30.0,50.0,3.0
violence_liminal_4,tried,-2,0.002848989364486181,opus,15.0,15.0,5.0
violence_liminal_4,placed,-6,0.0026399907924092234,opus,15.0,35.0,3.0
violence_liminal_4,approached,2,0.001639196979286024,opus,25.0,55.0,5.0
violence_liminal_4,squeezed,0,0.007209965904224637,opus,55.0,80.0,50.0
violence_liminal_4,steadied,3,0.0014045669701758657,opus,30.0,65.0,10.0
violence_liminal_4,saw,-1,0.002531964759418206,opus,10.0,30.0,2.0
violence_liminal_4,raised,-2,0.0034135176983400546,opus,20.0,40.0,3.0
violence_liminal_4,struck,-2,0.001957860567471406,opus,60.0,55.0,20.0
violence_liminal_4,advanced,0,0.00269642439136715,opus,30.0,55.0,5.0
violence_liminal_4,charged,0,0.0037575607218584485,opus,50.0,50.0,15.0
violence_liminal_4,surveyed,3,0.0015342848470271235,opus,15.0,40.0,3.0
violence_liminal_4,discharged,-4,0.002552516727813785,opus,45.0,70.0,40.0
violence_liminal_4,gazed,3,0.002145798809976465,opus,10.0,40.0,2.0
violence_liminal_4,stepped,2,0.0029745348645681706,opus,15.0,50.0,3.0
violence_liminal_4,walked,-1,0.0025368320592607245,opus,15.0,50.0,3.0
violence_liminal_4,trained,0,0.004116484724065651,opus,40.0,60.0,15.0
violence_liminal_4,levelled,-2,0.001679312377298648,opus,35.0,70.0,12.0
violence_liminal_4,asked,2,0.0026061469336287877,opus,25.0,45.0,5.0
violence_liminal_4,swung,0,0.002345202295541559,opus,45.0,65.0,20.0
violence_liminal_4,said,-15,0.00863837050862002,opus,15.0,35.0,3.0
violence_liminal_4,sighted,3,0.00534879867567884,opus,30.0,60.0,12.0
violence_liminal_4,was,-19,0.006020921369595023,opus,12.0,10.0,3.0
violence_liminal_4,pointed,2,0.06498653238491527,opus,40.0,65.0,12.0
violence_liminal_4,pressed,-9,0.0036019487522869972,opus,40.0,45.0,30.0
violence_liminal_4,killed,-9,0.003662601396762887,opus,75.0,45.0,100.0
violence_liminal_4,began,-13,0.01602303149990047,opus,15.0,15.0,5.0
violence_liminal_4,glanced,1,0.002376470814008072,opus,10.0,50.0,2.0
violence_liminal_4,looked,-7,0.013171923556263994,opus,10.0,40.0,2.0
violence_liminal_4,cocked,-8,0.003120184265792227,opus,35.0,75.0,10.0
violence_liminal_4,readied,1,0.0016857236279125525,opus,30.0,45.0,10.0
violence_liminal_4,turned,-14,0.004134480617372994,opus,15.0,45.0,3.0
violence_liminal_4,aimed,17,0.09751416160517888,opus,35.0,70.0,15.0
violence_liminal_4,let,-9,0.0051792387864710255,opus,25.0,20.0,15.0
violence_liminal_4,made,-3,0.00228106148839926,opus,15.0,20.0,3.0
violence_liminal_4,put,-21,0.005549013256052133,opus,15.0,25.0,3.0
violence_liminal_4,scanned,6,0.002166646732968235,opus,15.0,50.0,3.0
violence_liminal_4,leveled,-8,0.0047935785584814,opus,35.0,70.0,12.0
violence_liminal_4,opened,-21,0.010692124393648507,opus,55.0,45.0,45.0
violence_liminal_4,stared,0,0.0032221669081315706,opus,15.0,45.0,2.0
violence_liminal_4,squinted,2,0.0017121526999769846,opus,25.0,65.0,8.0
violence_liminal_4,nodded,2,0.0019471420302329566,opus,15.0,55.0,3.0
violence_liminal_4,pulled,-8,0.018250206964012847,opus,55.0,80.0,50.0
violence_liminal_4,ran,0,0.0017699881262432493,opus,15.0,50.0,3.0
violence_liminal_4,peered,3,0.0026203904976732895,opus,15.0,55.0,3.0
violence_liminal_4,blasted,-2,0.002247215480908239,opus,80.0,65.0,65.0
violence_liminal_4,held,-5,0.00428306248231717,opus,15.0,45.0,3.0
violence_liminal_4,fixed,2,0.0019902393986808015,opus,30.0,30.0,8.0
violence_liminal_4,locked,4,0.002471298586352179,opus,30.0,40.0,10.0
violence_liminal_4,waited,-6,0.003123659731271034,opus,15.0,40.0,3.0
violence_liminal_4,called,1,0.0025262454911062137,opus,15.0,40.0,3.0
violence_liminal_4,fire,-2,0.0019121108534958828,opus,65.0,60.0,50.0
violence_liminal_4,drew,-1,0.003390567070099527,opus,25.0,35.0,8.0
violence_liminal_4,fired,5,0.2709294674611724,opus,70.0,80.0,50.0
violence_liminal_4,emptied,-1,0.002723216433052908,opus,85.0,70.0,80.0
violence_liminal_4,brought,-18,0.004730135644805561,opus,20.0,30.0,3.0
violence_liminal_4,moved,-2,0.002335268839902184,opus,15.0,30.0,3.0
violence_liminal_4,prepared,10,0.008572321379851096,opus,25.0,25.0,8.0
violence_liminal_4,threw,0,0.001859070376495884,opus,25.0,40.0,5.0
violence_liminal_4,sent,-3,0.002398066614742659,opus,40.0,30.0,35.0
violence_liminal_4,gave,-7,0.003685537795874781,opus,20.0,25.0,5.0
violence_liminal_5,started,10,0.03155133238992548,opus,40.0,15.0,6.0
violence_liminal_5,pushed,-4,0.03753384998872397,opus,62.0,66.0,8.0
violence_liminal_5,bent,-4,0.0024045500931545844,opus,55.0,42.0,6.0
violence_liminal_5,lifted,2,0.026082568650308155,opus,72.0,68.0,40.0
violence_liminal_5,took,-7,0.0038325225162409923,opus,38.0,22.0,3.0
violence_liminal_5,yelled,-5,0.0031755999130882633,opus,45.0,66.0,5.0
violence_liminal_5,hissed,1,0.001677912634403203,opus,42.0,58.0,3.0
violence_liminal_5,shouted,-2,0.003574404905836854,opus,46.0,62.0,4.0
violence_liminal_5,hit,-9,0.002777053095857764,opus,72.0,70.0,12.0
violence_liminal_5,tried,-7,0.017169878134897818,opus,42.0,12.0,8.0
violence_liminal_5,told,-11,0.008441787619166854,opus,38.0,55.0,3.0
violence_liminal_5,rammed,-2,0.0018272190432213526,opus,82.0,50.0,35.0
violence_liminal_5,squeezed,12,0.03873300719959033,opus,78.0,82.0,55.0
violence_liminal_5,smothered,-1,0.0019888998305244974,opus,82.0,60.0,68.0
violence_liminal_5,raised,-5,0.0036928832755084317,opus,55.0,40.0,15.0
violence_liminal_5,jerked,-11,0.003915020503275138,opus,62.0,62.0,8.0
violence_liminal_5,throttled,3,0.002625724854579896,opus,85.0,72.0,62.0
violence_liminal_5,raped,-4,0.0022886830902725834,opus,98.0,70.0,12.0
violence_liminal_5,beat,-4,0.002540111613601947,opus,85.0,60.0,30.0
violence_liminal_5,smashed,-11,0.0049600348892799954,opus,82.0,55.0,35.0
violence_liminal_5,knocked,-1,0.001924021086571857,opus,72.0,58.0,22.0
violence_liminal_5,asked,-1,0.0023515049663804005,opus,40.0,60.0,3.0
violence_liminal_5,banged,-2,0.001892553765201493,opus,75.0,55.0,25.0
violence_liminal_5,swung,-6,0.0035597784789447562,opus,65.0,50.0,12.0
violence_liminal_5,yanked,-2,0.010302585784874358,opus,68.0,68.0,8.0
violence_liminal_5,used,-3,0.0020510320889295364,opus,40.0,10.0,8.0
violence_liminal_5,strangled,-6,0.007313054662519704,opus,92.0,80.0,82.0
violence_liminal_5,said,-1,0.02551136941033792,opus,38.0,58.0,3.0
violence_liminal_5,snapped,0,0.0018236194909928452,opus,58.0,33.0,30.0
violence_liminal_5,pressed,7,0.013069687265656417,opus,65.0,58.0,28.0
violence_liminal_5,killed,-2,0.0020816753095369584,opus,88.0,52.0,100.0
violence_liminal_5,began,11,0.03444275403868144,opus,40.0,12.0,5.0
violence_liminal_5,tossed,-9,0.0035451618372572317,opus,60.0,58.0,8.0
violence_liminal_5,pinned,-6,0.011283534694318666,opus,68.0,72.0,15.0
violence_liminal_5,dragged,-5,0.030103061355707762,opus,70.0,70.0,12.0
violence_liminal_5,punched,-16,0.005688690241436539,opus,78.0,82.0,12.0
violence_liminal_5,kissed,-11,0.008630588016060238,opus,50.0,78.0,2.0
violence_liminal_5,looked,-6,0.0033643458314202455,opus,38.0,55.0,3.0
violence_liminal_5,turned,-8,0.005155693134837665,opus,38.0,35.0,3.0
violence_liminal_5,attempted,-1,0.0019772547057177086,opus,45.0,12.0,10.0
violence_liminal_5,growled,1,0.0018339708443914679,opus,45.0,58.0,3.0
violence_liminal_5,slapped,-12,0.004278275467493468,opus,62.0,80.0,3.0
violence_liminal_5,led,0,0.0044470119904008705,opus,42.0,50.0,3.0
violence_liminal_5,made,-14,0.005270246785097135,opus,40.0,15.0,4.0
violence_liminal_5,shoved,-3,0.022935631505590037,opus,65.0,70.0,8.0
violence_liminal_5,put,-23,0.008001339557815497,opus,40.0,20.0,5.0
violence_liminal_5,picked,-3,0.0018103326474173576,opus,45.0,45.0,4.0
violence_liminal_5,thrust,-5,0.003126335712523858,opus,62.0,45.0,10.0
violence_liminal_5,hurled,-2,0.002386240821769805,opus,78.0,62.0,22.0
violence_liminal_5,stared,4,0.0020488351459883336,opus,40.0,62.0,3.0
violence_liminal_5,stabbed,-2,0.001994580487602321,opus,95.0,80.0,70.0
violence_liminal_5,spun,0,0.0027699005393517027,opus,55.0,62.0,5.0
violence_liminal_5,hauled,-2,0.0031546188535448503,opus,62.0,62.0,8.0
violence_liminal_5,grabbed,0,0.0020622243667038475,opus,52.0,35.0,6.0
violence_liminal_5,twisted,-4,0.007688449444465602,opus,70.0,52.0,25.0
violence_liminal_5,crushed,-8,0.004009915569706443,opus,85.0,62.0,58.0
violence_liminal_5,pulled,-1,0.0535515906509645,opus,55.0,55.0,6.0
violence_liminal_5,tightened,3,0.0022764998205942514,opus,72.0,80.0,45.0
violence_liminal_5,threatened,1,0.00830032011019411,opus,55.0,40.0,8.0
violence_liminal_5,bit,-5,0.0024752571947482933,opus,72.0,70.0,8.0
violence_liminal_5,ran,-2,0.002078441945931303,opus,42.0,30.0,3.0
violence_liminal_5,shook,0,0.024310049890791493,opus,68.0,72.0,15.0
violence_liminal_5,forced,3,0.027308072672043573,opus,70.0,30.0,8.0
violence_liminal_5,ripped,-14,0.004044850495841819,opus,78.0,50.0,15.0
violence_liminal_5,held,-1,0.035453145215277974,opus,58.0,55.0,25.0
violence_liminal_5,whispered,13,0.003873350824395412,opus,42.0,62.0,3.0
violence_liminal_5,flung,-9,0.0038332021330805205,opus,75.0,62.0,18.0
violence_liminal_5,hoisted,3,0.0020420731473233074,opus,68.0,68.0,35.0
violence_liminal_5,covered,-2,0.0018635493544339444,opus,62.0,55.0,30.0
violence_liminal_5,drew,-2,0.0026390078036661003,opus,50.0,30.0,15.0
violence_liminal_5,tore,-1,0.002444815251252814,opus,76.0,48.0,12.0
violence_liminal_5,demanded,3,0.0032965052264638203,opus,45.0,52.0,3.0
violence_liminal_5,screamed,-4,0.004079377189271342,opus,48.0,62.0,5.0
violence_liminal_5,snarled,2,0.001606144534707274,opus,48.0,60.0,4.0
violence_liminal_5,brought,-10,0.003950154777611497,opus,42.0,30.0,4.0
violence_liminal_5,choked,3,0.017460369679622476,opus,88.0,82.0,60.0
violence_liminal_5,kicked,-3,0.002010511146866742,opus,78.0,78.0,15.0
violence_liminal_5,slammed,15,0.03774075521088277,opus,80.0,62.0,25.0
violence_liminal_5,threw,-13,0.04333910424261499,opus,72.0,62.0,18.0
violence_liminal_5,cut,-2,0.0018673909138917895,opus,85.0,62.0,45.0
violence_liminal_5,gave,-10,0.0037542001517092945,opus,38.0,20.0,3.0
