stratum,labeling,frm,to,fwd,rev,e_fwd,e_rev,reciprocal,p,bonferroni,frm_name,to_name
ALL,TOKEN,jumped,cursed,74,13,23,6,True,0.002315700054168701,False,,
ALL,TOKEN,jumped,muttered,98,2,20,1,True,2.09808349609375e-05,False,,
ALL,TOKEN,jumped,shouted,245,21,35,6,True,4.873598300036974e-06,False,,
ALL,TOKEN,jumped,stared,226,33,26,7,True,0.0013187271542847157,False,,
ALL,TOKEN,jumped,stumbled,84,0,24,0,False,1.1920928955078125e-07,True,,
ALL,TOKEN,jumped,the,259,110,31,22,True,0.27167916606550335,False,,
ALL,TOKEN,jumped,yelled,109,27,27,10,True,0.007632078602910042,False,,
ALL,TOKEN,left,crossed,75,61,18,17,True,1.0,False,,
ALL,TOKEN,left,cursed,125,123,22,22,True,1.0,False,,
ALL,TOKEN,left,everyone,145,47,23,17,True,0.42959050784338615,False,,
ALL,TOKEN,left,glared,145,36,20,10,True,0.09873714670538905,False,,
ALL,TOKEN,left,muttered,408,43,28,10,True,0.0050976432976312935,False,,
ALL,TOKEN,left,sprinted,81,21,15,6,True,0.0783538818359375,False,,
ALL,TOKEN,left,stomped,222,155,20,19,True,1.0,False,,
ALL,TOKEN,left,stormed,165,86,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,left,yelled,250,269,29,27,True,0.8938530948350216,False,,
ALL,TOKEN,picked,broke,127,32,26,14,True,0.0806904677519924,False,,
ALL,TOKEN,picked,cursed,57,28,17,9,True,0.16863754391670227,False,,
ALL,TOKEN,picked,glared,69,11,17,1,True,0.00014495849609375,False,,
ALL,TOKEN,picked,muttered,124,6,19,5,True,0.006610751152038574,False,,
ALL,TOKEN,picked,screamed,50,23,20,12,True,0.21532714972272515,False,,
ALL,TOKEN,picked,shouted,117,40,29,12,True,0.011507789735333063,False,,
ALL,TOKEN,picked,stumbled,133,2,29,2,True,4.628673195838928e-07,True,,
ALL,TOKEN,picked,yelled,55,55,20,18,True,0.8714146793645341,False,,
ALL,TOKEN,pulled,broke,256,144,29,26,True,0.7877061896700431,False,,
ALL,TOKEN,pulled,cursed,133,33,23,10,True,0.03508203336969018,False,,
ALL,TOKEN,ripped,i,96,27,23,13,True,0.13249816396273675,False,,
ALL,TOKEN,ripped,broke,141,17,27,9,True,0.00393317302223295,False,,
ALL,TOKEN,ripped,cursed,61,12,18,6,True,0.022655844688415527,False,,
ALL,TOKEN,ripped,glared,66,0,16,0,False,3.0517578125e-05,False,,
ALL,TOKEN,ripped,muttered,62,0,17,0,False,1.52587890625e-05,False,,
ALL,TOKEN,ripped,screamed,110,12,25,7,True,0.0021024015732109547,False,,
ALL,TOKEN,ripped,shouted,336,19,34,8,True,6.87711149112147e-05,False,,
ALL,TOKEN,ripped,stared,288,15,29,8,True,0.0007528970600105822,False,,
ALL,TOKEN,ripped,stepped,157,11,30,8,True,0.0004719867429230362,False,,
ALL,TOKEN,ripped,stumbled,56,1,18,1,True,7.62939453125e-05,False,,
ALL,TOKEN,ripped,the,214,57,32,16,True,0.029304946720529308,False,,
ALL,TOKEN,ripped,yelled,161,17,29,7,True,0.00031255115754902363,False,,
ALL,TOKEN,cursed,said,101,169,22,20,True,0.8776143287523154,False,,
ALL,TOKEN,yelled,said,418,161,34,21,True,0.10478948242660333,False,,
ALL,TOKEN,broke,saw,95,129,29,22,True,0.4010619910279374,False,,
ALL,TOKEN,crossed,saw,34,43,22,15,True,0.3240086000878364,False,,
ALL,TOKEN,cursed,saw,40,59,18,17,True,1.0,False,,
ALL,TOKEN,saw,everyone,30,14,13,7,True,0.26317596435546875,False,,
ALL,TOKEN,saw,screamed,85,42,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,saw,sprinted,27,7,10,6,True,0.454498291015625,False,,
ALL,TOKEN,saw,stormed,36,18,12,9,True,0.6636238098144531,False,,
ALL,TOKEN,saw,stumbled,118,11,19,8,True,0.052238985896110535,False,,
ALL,TOKEN,saw,yelled,126,70,22,22,True,1.0,False,,
ALL,TOKEN,set,continued,326,162,29,24,True,0.5831321542611763,False,,
ALL,TOKEN,crossed,set,24,40,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,set,cursed,99,43,23,12,True,0.08953107893466952,False,,
ALL,TOKEN,set,everyone,75,33,21,14,True,0.31050465907901537,False,,
ALL,TOKEN,set,glared,85,9,21,5,True,0.002493917942047119,False,,
ALL,TOKEN,set,muttered,180,9,25,5,True,0.0003249142318964005,False,,
ALL,TOKEN,set,screamed,93,44,28,15,True,0.0659940344557981,False,,
ALL,TOKEN,set,sprinted,55,2,12,2,True,0.012939453125,False,,
ALL,TOKEN,set,stomped,202,46,23,16,True,0.3367836351899315,False,,
ALL,TOKEN,set,stormed,141,15,24,8,True,0.0070003666914999485,False,,
ALL,TOKEN,set,yelled,142,96,25,24,True,1.0,False,,
ALL,TOKEN,smashed,i,218,152,30,16,True,0.054076031858869555,False,,
ALL,TOKEN,smashed,broke,264,36,31,11,True,0.002887247974285856,False,,
ALL,TOKEN,smashed,continued,188,15,29,8,True,0.0007528970600105822,False,,
ALL,TOKEN,smashed,cursed,118,28,24,9,True,0.013530986849218607,False,,
ALL,TOKEN,smashed,everyone,40,7,15,2,True,0.002349853515625,False,,
ALL,TOKEN,smashed,muttered,133,3,21,2,True,6.604194641113281e-05,False,,
ALL,TOKEN,smashed,sprinted,40,2,12,1,True,0.00341796875,False,,
ALL,TOKEN,smashed,stomped,229,35,20,10,True,0.09873714670538905,False,,
ALL,TOKEN,smashed,stormed,133,7,24,4,True,0.00017999112606048584,False,,
ALL,TOKEN,smashed,stumbled,125,1,23,1,True,2.9802322387695312e-06,False,,
ALL,TOKEN,smashed,walked,324,149,34,22,True,0.1408954235984807,False,,
ALL,TOKEN,smashed,yelled,286,36,32,13,True,0.006608822842281368,False,,
ALL,TOKEN,stabbed,broke,76,11,23,6,True,0.002315700054168701,False,,
ALL,TOKEN,stabbed,cursed,24,0,11,0,False,0.0009765625,False,,
ALL,TOKEN,stabbed,glared,43,1,15,1,True,0.000518798828125,False,,
ALL,TOKEN,stabbed,muttered,61,0,19,0,False,3.814697265625e-06,False,,
ALL,TOKEN,stabbed,screamed,98,12,26,9,True,0.005988120567053557,False,,
ALL,TOKEN,stabbed,shouted,275,13,36,6,True,2.8288777684792876e-06,False,,
ALL,TOKEN,stabbed,stomped,29,3,10,2,True,0.03857421875,False,,
ALL,TOKEN,stabbed,stormed,12,1,9,1,True,0.021484375,False,,
ALL,TOKEN,stabbed,yelled,116,16,22,6,True,0.0037191659212112427,False,,
ALL,TOKEN,i,stamped,57,36,12,11,True,1.0,False,,
ALL,TOKEN,stamped,began,62,50,21,13,True,0.22948101302608848,False,,
ALL,TOKEN,stamped,broke,29,17,14,6,True,0.11531829833984375,False,,
ALL,TOKEN,stamped,continued,35,18,14,6,True,0.11531829833984375,False,,
ALL,TOKEN,stamped,crossed,9,13,6,5,True,1.0,False,,
ALL,TOKEN,stamped,cursed,22,17,10,7,True,0.629058837890625,False,,
ALL,TOKEN,stamped,it,84,104,21,17,True,0.6271025701571489,False,,
ALL,TOKEN,stamped,muttered,19,3,11,1,True,0.00634765625,False,,
ALL,TOKEN,stamped,screamed,29,18,16,8,True,0.15158963203430176,False,,
ALL,TOKEN,stamped,shouted,27,21,16,6,True,0.052478790283203125,False,,
ALL,TOKEN,stamped,stared,42,21,11,6,True,0.332305908203125,False,,
ALL,TOKEN,stamped,started,35,54,16,14,True,0.8555355519056321,False,,
ALL,TOKEN,stamped,stepped,64,13,19,3,True,0.0008554458618164062,False,,
ALL,TOKEN,stamped,stomped,37,8,17,1,True,0.00014495849609375,False,,
ALL,TOKEN,stamped,stormed,27,5,10,4,True,0.1795654296875,False,,
ALL,TOKEN,stamped,stumbled,19,1,9,1,True,0.021484375,False,,
ALL,TOKEN,stamped,the,93,146,23,17,True,0.42959050784338615,False,,
ALL,TOKEN,stamped,took,40,81,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,stamped,walked,61,35,18,11,True,0.26493089646101,False,,
ALL,TOKEN,stamped,yelled,21,16,13,4,True,0.049041748046875,False,,
ALL,TOKEN,stole,began,372,154,35,29,True,0.5323087760278422,False,,
ALL,TOKEN,stole,continued,129,42,24,14,True,0.14330665429588407,False,,
ALL,TOKEN,stole,cursed,46,17,20,10,True,0.09873714670538905,False,,
ALL,TOKEN,stole,everyone,34,4,15,3,True,0.007537841796875,False,,
ALL,TOKEN,stole,glared,12,3,9,1,True,0.021484375,False,,
ALL,TOKEN,stole,muttered,37,6,17,3,True,0.0025768280029296875,False,,
ALL,TOKEN,stole,screamed,65,20,22,8,True,0.016124801710247997,False,,
ALL,TOKEN,stole,shouted,171,51,30,17,True,0.07894069368148846,False,,
ALL,TOKEN,stole,sprinted,26,0,11,0,False,0.0009765625,False,,
ALL,TOKEN,stole,stared,149,42,25,14,True,0.10812902140605732,False,,
ALL,TOKEN,stole,stepped,151,55,24,19,True,0.542384011856484,False,,
ALL,TOKEN,stole,stomped,67,18,15,10,True,0.42435622215270996,False,,
ALL,TOKEN,stole,stormed,40,6,12,5,True,0.143463134765625,False,,
ALL,TOKEN,stole,stumbled,95,5,22,5,True,0.0015137195587158203,False,,
ALL,TOKEN,the,stole,373,213,33,32,True,1.0,False,,
ALL,TOKEN,stole,walked,263,134,29,25,True,0.6834892282353371,False,,
ALL,TOKEN,stole,yelled,82,28,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,broke,stood,136,258,30,25,True,0.5900533317766354,False,,
ALL,TOKEN,stood,crossed,37,46,16,15,True,1.0,False,,
ALL,TOKEN,stood,glared,89,17,18,8,True,0.07551869750022888,False,,
ALL,TOKEN,stood,sprinted,77,12,15,7,True,0.13380050659179688,False,,
ALL,TOKEN,stood,stumbled,136,2,17,2,True,0.000728607177734375,False,,
ALL,TOKEN,cursed,then,167,163,23,18,True,0.5327092552361137,False,,
ALL,TOKEN,then,yelled,425,593,32,29,True,0.7981526273057179,False,,
ALL,TOKEN,threw,cursed,223,54,27,11,True,0.013852965261321515,False,,
ALL,TOKEN,threw,screamed,326,77,33,20,True,0.09837064844049181,False,,
ALL,TOKEN,tried,everyone,76,14,17,10,True,0.24778856337070465,False,,
ALL,TOKEN,tried,glared,195,18,22,8,True,0.016124801710247997,False,,
ALL,TOKEN,tried,muttered,337,13,24,9,True,0.013530986849218607,False,,
ALL,TOKEN,tried,stumbled,196,6,27,4,True,3.39532271027565e-05,False,,
ALL,TOKEN,turned,cursed,129,87,19,19,True,1.0,False,,
ALL,TOKEN,turned,yelled,316,226,31,30,True,1.0,False,,
ALL,TOKEN,used,cursed,74,25,13,8,True,0.38331031799316406,False,,
ALL,TOKEN,used,everyone,62,20,21,13,True,0.22948101302608848,False,,
ALL,TOKEN,used,muttered,130,3,21,3,True,0.0002771615982055664,False,,
ALL,TOKEN,used,screamed,88,34,20,18,True,0.8714146793645341,False,,
ALL,TOKEN,used,shouted,255,121,28,23,True,0.5758493477318467,False,,
ALL,TOKEN,used,stumbled,96,3,20,2,True,0.00012111663818359375,False,,
ALL,TOKEN,the,used,773,483,35,34,True,1.0,False,,
ALL,TOKEN,used,yelled,113,78,24,22,True,0.8829959121223965,False,,
ALL,TOKEN,was,cursed,204,87,26,23,True,0.7754496546815659,False,,
ALL,TOKEN,was,yelled,646,198,35,28,True,0.44996253629022254,False,,
ALL,TOKEN,went,cursed,184,36,24,15,True,0.19959086691960698,False,,
ALL,TOKEN,went,yelled,276,60,28,17,True,0.1351564508456704,False,,
ALL,TOKEN,a,bowed,276,36,24,10,True,0.024306510109454393,False,,
ALL,TOKEN,a,knelt,237,43,28,9,True,0.0025632079923525453,False,,
ALL,TOKEN,a,replaced,499,48,33,13,True,0.004533861582189047,False,,
ALL,TOKEN,a,thanked,172,27,22,11,True,0.08014331245794892,False,,
ALL,TOKEN,a,vowed,154,13,19,4,True,0.002599477767944336,False,,
ALL,TOKEN,bowed,began,148,69,25,14,True,0.10812902140605732,False,,
ALL,TOKEN,thanked,began,91,60,21,16,True,0.5113757815852296,False,,
ALL,TOKEN,began,vowed,48,19,16,11,True,0.44206833839416504,False,,
ALL,TOKEN,adjusted,carefully,22,23,13,11,True,0.8388197422027588,False,,
ALL,TOKEN,bowed,carefully,56,9,14,6,True,0.11531829833984375,False,,
ALL,TOKEN,brushed,carefully,42,6,20,5,True,0.004077315330505371,False,,
ALL,TOKEN,nodded,carefully,35,19,11,10,True,1.0,False,,
ALL,TOKEN,replaced,carefully,158,22,26,12,True,0.03355243967962451,False,,
ALL,TOKEN,smiled,carefully,290,43,26,17,True,0.2220528201560228,False,,
ALL,TOKEN,thanked,carefully,38,1,11,1,True,0.00634765625,False,,
ALL,TOKEN,carried,adjusted,55,3,19,3,True,0.0008554458618164062,False,,
ALL,TOKEN,carried,bowed,39,21,15,11,True,0.557197093963623,False,,
ALL,TOKEN,carried,brushed,22,9,12,5,True,0.143463134765625,False,,
ALL,TOKEN,carried,knelt,61,44,18,10,True,0.1849333420395851,False,,
ALL,TOKEN,carried,nodded,48,9,17,3,True,0.0025768280029296875,False,,
ALL,TOKEN,carried,placed,235,127,29,28,True,1.0,False,,
ALL,TOKEN,carried,replaced,134,71,26,17,True,0.2220528201560228,False,,
ALL,TOKEN,carried,vowed,22,5,8,4,True,0.3876953125,False,,
ALL,TOKEN,dropped,adjusted,137,4,29,3,True,2.5560148060321808e-06,False,,
ALL,TOKEN,dropped,bowed,32,5,16,4,True,0.01181793212890625,False,,
ALL,TOKEN,dropped,nodded,106,14,26,7,True,0.0013187271542847157,False,,
ALL,TOKEN,dropped,thanked,34,2,14,2,True,0.004180908203125,False,,
ALL,TOKEN,dropped,vowed,11,5,6,5,True,1.0,False,,
ALL,TOKEN,handed,adjusted,97,32,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,handed,bowed,55,26,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,brushed,handed,32,21,17,11,True,0.34492845088243484,False,,
ALL,TOKEN,nodded,handed,52,92,23,22,True,1.0,False,,
ALL,TOKEN,handed,replaced,199,146,29,25,True,0.6834892282353371,False,,
ALL,TOKEN,thanked,handed,52,47,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,handed,vowed,22,3,10,3,True,0.09228515625,False,,
ALL,TOKEN,headed,adjusted,144,4,28,3,True,4.649162292480469e-06,False,,
ALL,TOKEN,headed,bowed,67,7,21,5,True,0.002493917942047119,False,,
ALL,TOKEN,headed,nodded,124,22,25,9,True,0.00904118549078703,False,,
ALL,TOKEN,headed,offered,118,42,26,13,True,0.05325191409792752,False,,
ALL,TOKEN,headed,placed,360,246,33,29,True,0.7035366713552733,False,,
ALL,TOKEN,headed,replaced,126,45,32,15,True,0.018623836615006432,False,,
ALL,TOKEN,thanked,headed,19,13,12,7,True,0.359283447265625,False,,
ALL,TOKEN,headed,vowed,16,4,9,3,True,0.14599609375,False,,
ALL,TOKEN,hung,adjusted,67,2,20,2,True,0.00012111663818359375,False,,
ALL,TOKEN,hung,bowed,29,26,16,11,True,0.44206833839416504,False,,
ALL,TOKEN,hung,knelt,38,27,12,11,True,1.0,False,,
ALL,TOKEN,hung,nodded,23,4,11,2,True,0.0224609375,False,,
ALL,TOKEN,hung,offered,84,39,30,13,True,0.0137181850586785,False,,
ALL,TOKEN,hung,placed,189,67,27,20,True,0.38169339766321275,False,,
ALL,TOKEN,hung,replaced,108,30,27,14,True,0.05958388801809633,False,,
ALL,TOKEN,hung,smiled,114,37,30,14,True,0.022628841205914796,False,,
ALL,TOKEN,hung,thanked,27,6,9,4,True,0.266845703125,False,,
ALL,TOKEN,hung,vowed,19,7,12,5,True,0.143463134765625,False,,
ALL,TOKEN,kissed,adjusted,88,2,27,2,True,1.6242265701293945e-06,False,,
ALL,TOKEN,kissed,bowed,107,9,23,3,True,8.797645568847656e-05,False,,
ALL,TOKEN,kissed,nodded,55,2,23,2,True,1.9431114196777344e-05,False,,
ALL,TOKEN,kissed,replaced,37,8,15,8,True,0.21003961563110352,False,,
ALL,TOKEN,kissed,thanked,44,18,15,10,True,0.42435622215270996,False,,
ALL,TOKEN,kissed,vowed,28,8,13,8,True,0.38331031799316406,False,,
ALL,TOKEN,laid,adjusted,121,5,22,3,True,0.00015652179718017578,False,,
ALL,TOKEN,laid,bowed,124,20,28,11,True,0.009475304279476404,False,,
ALL,TOKEN,laid,brushed,88,4,21,4,True,0.0009105205535888672,False,,
ALL,TOKEN,laid,gave,270,138,31,26,True,0.5966417603730826,False,,
ALL,TOKEN,laid,nodded,48,3,15,2,True,0.002349853515625,False,,
ALL,TOKEN,laid,replaced,174,30,27,13,True,0.03847730828420026,False,,
ALL,TOKEN,laid,thanked,31,13,11,11,True,1.0,False,,
ALL,TOKEN,laid,vowed,25,2,10,2,True,0.03857421875,False,,
ALL,TOKEN,leaned,adjusted,60,9,20,7,True,0.0191572904586792,False,,
ALL,TOKEN,leaned,bowed,25,10,12,6,True,0.237884521484375,False,,
ALL,TOKEN,leaned,offered,81,52,25,25,True,1.0,False,,
ALL,TOKEN,leaned,replaced,44,53,17,16,True,1.0,False,,
ALL,TOKEN,moved,bowed,45,24,13,8,True,0.38331031799316406,False,,
ALL,TOKEN,moved,nodded,114,16,25,10,True,0.016673847800120715,False,,
ALL,TOKEN,moved,thanked,32,18,11,5,True,0.210113525390625,False,,
ALL,TOKEN,moved,vowed,18,6,8,2,True,0.109375,False,,
ALL,TOKEN,picked,adjusted,88,5,21,4,True,0.0009105205535888672,False,,
ALL,TOKEN,picked,bowed,71,16,19,8,True,0.052238985896110535,False,,
ALL,TOKEN,picked,smiled,220,124,30,20,True,0.20263875106454066,False,,
ALL,TOKEN,picked,vowed,13,3,7,3,True,0.34375,False,,
ALL,TOKEN,ran,adjusted,173,11,28,6,True,0.00019512558355927467,False,,
ALL,TOKEN,ran,bowed,88,18,23,8,True,0.010673840530216694,False,,
ALL,TOKEN,ran,vowed,41,9,14,7,True,0.18924713134765625,False,,
ALL,TOKEN,set,bowed,114,40,28,17,True,0.1351564508456704,False,,
ALL,TOKEN,set,brushed,38,22,15,14,True,1.0,False,,
ALL,TOKEN,knelt,set,58,107,21,20,True,1.0,False,,
ALL,TOKEN,set,nodded,129,18,21,10,True,0.07075554598122835,False,,
ALL,TOKEN,thanked,set,31,41,17,15,True,0.860050065908581,False,,
ALL,TOKEN,set,vowed,36,8,13,6,True,0.1670684814453125,False,,
ALL,TOKEN,shook,bowed,39,12,11,6,True,0.332305908203125,False,,
ALL,TOKEN,shook,said,406,411,36,28,True,0.3817327947933377,False,,
ALL,TOKEN,shook,thanked,38,14,10,5,True,0.30175781249999994,False,,
ALL,TOKEN,slid,adjusted,133,10,29,6,True,0.0001168418675661087,False,,
ALL,TOKEN,slid,nodded,58,35,18,15,True,0.7283324808813632,False,,
ALL,TOKEN,thanked,slid,37,18,8,7,True,1.0,False,,
ALL,TOKEN,stared,bowed,36,33,14,11,True,0.6900379657745361,False,,
ALL,TOKEN,stared,brushed,43,22,17,13,True,0.5846647117286922,False,,
ALL,TOKEN,thanked,stared,51,20,15,9,True,0.30745625495910645,False,,
ALL,TOKEN,vowed,stared,10,4,7,3,True,0.34375,False,,
ALL,TOKEN,bowed,started,62,114,22,17,True,0.5223973804968411,False,,
ALL,TOKEN,started,nodded,293,62,30,23,True,0.4101027163746913,False,,
ALL,TOKEN,thanked,started,32,61,16,14,True,0.8555355519056321,False,,
ALL,TOKEN,started,vowed,44,10,15,8,True,0.21003961563110352,False,,
ALL,TOKEN,stepped,adjusted,55,14,21,10,True,0.07075554598122835,False,,
ALL,TOKEN,bowed,stepped,60,26,18,10,True,0.1849333420395851,False,,
ALL,TOKEN,brushed,stepped,29,20,12,9,True,0.6636238098144531,False,,
ALL,TOKEN,offered,stepped,65,86,23,21,True,0.880395821280672,False,,
ALL,TOKEN,replaced,stepped,94,76,24,22,True,0.8829959121223965,False,,
ALL,TOKEN,stepped,vowed,14,6,8,6,True,0.79052734375,False,,
ALL,TOKEN,stood,bowed,58,38,16,15,True,1.0,False,,
ALL,TOKEN,stood,brushed,52,25,17,15,True,0.860050065908581,False,,
ALL,TOKEN,stood,vowed,24,6,8,4,True,0.3876953125,False,,
ALL,TOKEN,the,bowed,434,107,28,20,True,0.31232680747326935,False,,
ALL,TOKEN,the,nodded,598,114,31,20,True,0.16077960181198847,False,,
ALL,TOKEN,thanked,the,61,208,23,20,True,0.7607916425613439,False,,
ALL,TOKEN,the,vowed,148,30,17,12,True,0.45825831964612007,False,,
ALL,TOKEN,tied,adjusted,42,2,13,1,True,0.0018310546875,False,,
ALL,TOKEN,tied,bowed,30,19,16,12,True,0.5715881884098053,False,,
ALL,TOKEN,tied,brushed,18,2,8,2,True,0.109375,False,,
ALL,TOKEN,tied,gave,103,122,26,25,True,1.0,False,,
ALL,TOKEN,tied,replaced,41,24,16,10,True,0.32693958282470703,False,,
ALL,TOKEN,tied,said,120,175,27,27,True,1.0,False,,
ALL,TOKEN,tied,smiled,42,15,15,11,True,0.557197093963623,False,,
ALL,TOKEN,touched,adjusted,30,1,12,1,True,0.00341796875,False,,
ALL,TOKEN,touched,bowed,46,21,16,10,True,0.32693958282470703,False,,
ALL,TOKEN,touched,nodded,21,3,12,3,True,0.03515625,False,,
ALL,TOKEN,touched,replaced,13,10,10,10,True,1.0,False,,
ALL,TOKEN,thanked,touched,9,6,7,5,True,0.7744140625,False,,
ALL,TOKEN,tried,bowed,70,10,16,6,True,0.052478790283203125,False,,
ALL,TOKEN,tried,nodded,197,54,23,18,True,0.5327092552361137,False,,
ALL,TOKEN,tried,thanked,46,14,14,9,True,0.4048728942871094,False,,
ALL,TOKEN,tried,vowed,37,8,15,5,True,0.04138946533203125,False,,
ALL,TOKEN,turned,bowed,102,50,21,16,True,0.5113757815852296,False,,
ALL,TOKEN,thanked,turned,63,77,18,17,True,1.0,False,,
ALL,TOKEN,turned,vowed,40,20,11,10,True,1.0,False,,
ALL,TOKEN,walked,adjusted,187,7,30,6,True,6.960169412195683e-05,False,,
ALL,TOKEN,walked,bowed,158,50,24,17,True,0.34888887944907765,False,,
ALL,TOKEN,thanked,walked,30,72,17,16,True,1.0,False,,
ALL,TOKEN,vowed,walked,24,30,15,11,True,0.557197093963623,False,,
ALL,TOKEN,was,bowed,462,38,27,14,True,0.05958388801809633,False,,
ALL,TOKEN,was,thanked,208,31,21,15,True,0.4050322461407632,False,,
ALL,TOKEN,was,vowed,116,29,20,16,True,0.617719317029696,False,,
ALL,TOKEN,went,bowed,315,21,29,10,True,0.0033778479119064286,False,,
ALL,TOKEN,went,vowed,73,13,16,9,True,0.2295229434967041,False,,
ALL,TOKEN,drew,cast,18,4,10,3,True,0.09228515625,False,,
ALL,TOKEN,drew,dropped,38,40,15,14,True,1.0,False,,
ALL,TOKEN,drew,hurled,22,11,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,drew,stuffed,22,5,11,3,True,0.057373046875,False,,
ALL,TOKEN,gave,cast,51,15,18,10,True,0.1849333420395851,False,,
ALL,TOKEN,flung,gave,57,100,22,20,True,0.8776143287523154,False,,
ALL,TOKEN,gave,hurled,121,37,22,19,True,0.755228657504631,False,,
ALL,TOKEN,stuffed,gave,125,210,27,26,True,1.0,False,,
ALL,TOKEN,held,cast,26,25,14,14,True,1.0,False,,
ALL,TOKEN,hurled,held,69,63,27,14,True,0.05958388801809633,False,,
ALL,TOKEN,stuffed,held,164,80,25,21,True,0.6587380770236564,False,,
ALL,TOKEN,hid,cast,17,7,9,6,True,0.6072387695312499,False,,
ALL,TOKEN,dropped,hid,100,78,26,21,True,0.5600646295802106,False,,
ALL,TOKEN,hid,flung,31,28,14,14,True,1.0,False,,
ALL,TOKEN,hid,hurled,33,22,15,13,True,0.8505540192127228,False,,
ALL,TOKEN,hid,stuffed,105,27,25,12,True,0.04703102743951604,False,,
ALL,TOKEN,threw,hid,224,71,30,21,True,0.2624375357110438,False,,
ALL,TOKEN,hid,tossed,158,73,27,21,True,0.470879013621712,False,,
ALL,TOKEN,dropped,hurried,156,52,22,17,True,0.5223973804968411,False,,
ALL,TOKEN,flung,hurried,13,10,8,6,True,0.79052734375,False,,
ALL,TOKEN,hurled,hurried,16,8,6,5,True,1.0,False,,
ALL,TOKEN,stuffed,hurried,87,57,17,16,True,1.0,False,,
ALL,TOKEN,threw,hurried,296,45,28,15,True,0.0659940344557981,False,,
ALL,TOKEN,hurried,tossed,89,113,23,22,True,1.0,False,,
ALL,TOKEN,laid,cast,19,7,14,7,True,0.18924713134765625,False,,
ALL,TOKEN,laid,dropped,90,95,27,21,True,0.470879013621712,False,,
ALL,TOKEN,laid,flung,34,17,16,11,True,0.44206833839416504,False,,
ALL,TOKEN,laid,hurled,37,5,15,5,True,0.04138946533203125,False,,
ALL,TOKEN,laid,stuffed,120,40,26,15,True,0.11727520595741225,False,,
ALL,TOKEN,threw,laid,193,198,32,27,True,0.6029232012571504,False,,
ALL,TOKEN,laid,tossed,173,55,29,18,True,0.14386508844054896,False,,
ALL,TOKEN,left,cast,60,18,20,11,True,0.14961278438568115,False,,
ALL,TOKEN,dropped,left,351,217,37,23,True,0.09246098107292373,False,,
ALL,TOKEN,left,flung,87,59,22,18,True,0.6358280026288412,False,,
ALL,TOKEN,left,hurled,116,88,22,19,True,0.755228657504631,False,,
ALL,TOKEN,made,cast,51,30,15,11,True,0.557197093963623,False,,
ALL,TOKEN,hurled,made,57,106,19,17,True,0.8679394004284404,False,,
ALL,TOKEN,opened,cast,21,7,13,5,True,0.09625244140625,False,,
ALL,TOKEN,dropped,opened,210,220,31,29,True,0.8974218269914307,False,,
ALL,TOKEN,opened,hurled,49,12,17,7,True,0.06391465663909912,False,,
ALL,TOKEN,opened,stuffed,143,78,27,20,True,0.38169339766321275,False,,
ALL,TOKEN,dropped,passed,126,96,27,19,True,0.3019956131896606,False,,
ALL,TOKEN,passed,flung,16,11,9,5,True,0.4239501953125,False,,
ALL,TOKEN,passed,hurled,14,2,10,2,True,0.03857421875,False,,
ALL,TOKEN,threw,passed,171,128,29,16,True,0.07245426016254441,False,,
ALL,TOKEN,placed,cast,49,27,20,13,True,0.296206368599087,False,,
ALL,TOKEN,placed,hurled,141,57,22,18,True,0.6358280026288412,False,,
ALL,TOKEN,stuffed,placed,191,132,26,25,True,1.0,False,,
ALL,TOKEN,put,cast,85,25,21,12,True,0.16275565745308995,False,,
ALL,TOKEN,put,hurled,305,42,25,18,True,0.3603776529357674,False,,
ALL,TOKEN,put,stuffed,168,146,24,17,True,0.34888887944907765,False,,
ALL,TOKEN,ran,cast,51,21,20,12,True,0.21532714972272515,False,,
ALL,TOKEN,ran,flung,112,71,23,18,True,0.5327092552361137,False,,
ALL,TOKEN,ran,hurled,176,55,23,17,True,0.42959050784338615,False,,
ALL,TOKEN,ran,stuffed,285,94,28,20,True,0.31232680747326935,False,,
ALL,TOKEN,dropped,read,90,60,26,17,True,0.2220528201560228,False,,
ALL,TOKEN,read,flung,23,16,11,9,True,0.8238029479980469,False,,
ALL,TOKEN,hurled,read,18,19,14,10,True,0.5412561893463135,False,,
ALL,TOKEN,read,stuffed,68,57,23,21,True,0.880395821280672,False,,
ALL,TOKEN,cast,replaced,15,13,11,9,True,0.8238029479980469,False,,
ALL,TOKEN,flung,replaced,29,29,17,15,True,0.860050065908581,False,,
ALL,TOKEN,hurled,replaced,35,32,14,13,True,1.0,False,,
ALL,TOKEN,replaced,tossed,112,151,23,21,True,0.880395821280672,False,,
ALL,TOKEN,ripped,cast,32,5,18,4,True,0.004343509674072266,False,,
ALL,TOKEN,ripped,dropped,46,18,16,9,True,0.2295229434967041,False,,
ALL,TOKEN,ripped,flung,58,7,25,4,True,0.00010371580719947815,False,,
ALL,TOKEN,ripped,hurled,118,12,24,6,True,0.0014309063553810122,False,,
