group,labeling,category,delta,edges_pos,n_edges,lo,hi,p,bonferroni
ALL,framenet,Give_impression,0.0009160939715525391,39,43,0.000688638134113007,0.0011435498089920712,7.871645118670624e-10,True
ALL,framenet,Perception_body,0.0009583306975531835,32,43,0.0005184195334789478,0.0013982418616274193,0.00010934750284714032,False
ALL,framenet,Telling,0.0009657734546029744,31,43,0.0005520972035256029,0.0013794497056803458,4.166129958447373e-05,True
ALL,framenet,Success_or_failure,0.0009865226372204321,38,43,0.0006768885573942926,0.0012961567170465716,1.7651825626703616e-07,True
ALL,framenet,Intentionally_act,0.001009297008609391,39,43,0.0007788106281349514,0.0012397833890838304,8.734793795698137e-11,True
ALL,framenet,Cause_to_amalgamate,0.0010146477196298343,39,43,0.0007725813569398589,0.0012567140823198095,2.8039462044443624e-10,True
ALL,framenet,Recording,0.0010712314061264035,41,43,0.0007804144287298122,0.0013620483835229949,7.062166210307172e-09,True
ALL,framenet,Hostile_encounter,0.001127587092350531,34,43,0.0007393120801098304,0.0015158621045912317,1.1004109011529823e-06,True
ALL,framenet,Submitting_documents,0.0011649589891749809,36,43,0.000747231636973816,0.0015826863413761457,2.318232306901219e-06,True
ALL,framenet,Setting_fire,0.001204665324329339,30,43,0.000581048331415977,0.001828282317242701,0.0004801871979868725,False
ALL,framenet,Judgment,0.0012606826601749164,41,43,0.00090401827131891,0.0016173470490309229,1.843038660879684e-08,True
ALL,framenet,Purpose,0.0012637593882141537,41,43,0.0009823699835289487,0.0015451487928993587,4.3764578801939324e-11,True
ALL,framenet,Compliance,0.0012955503103185958,37,43,0.000973551307948744,0.0016175493126884476,8.078786461246216e-10,True
ALL,framenet,Seeking,0.0012977813721743268,34,43,0.0007632115399367723,0.0018323512044118812,2.3241472741332534e-05,True
ALL,framenet,Assistance,0.0013545968637389612,28,43,0.0006167866595376226,0.0020924070679402998,0.0008373754934469101,False
ALL,framenet,Adjusting,0.0013841891499183794,41,43,0.001058391049108395,0.001709987250728364,1.9635247658853457e-10,True
ALL,framenet,Coming_to_believe,0.0013851974898582413,27,43,0.000445054619782962,0.002325340359933521,0.006106739148161152,False
ALL,framenet,Performers_and_roles,0.001545864549412852,21,43,-0.008159715926496409,0.011251445025322111,0.7564478790115831,False
ALL,framenet,Replacing,0.0015611948593466883,31,43,0.0008626340133268688,0.002259755705366508,7.733519435830514e-05,True
ALL,framenet,Reporting,0.0016233442936367526,36,43,0.001122560223192552,0.002124128364080953,1.2308379550403266e-07,True
ALL,framenet,Filling,0.0016372897533599102,29,43,0.0002908532414040738,0.0029837262653157467,0.02175213693689745,False
ALL,framenet,Examination,0.0016507840670102292,39,43,0.0011569446399722493,0.002144623494048209,6.383671507281493e-08,True
ALL,framenet,Commitment,0.0017247975446322904,33,43,0.0008425384236730914,0.0026070566655914894,0.00041887115066828755,False
ALL,framenet,Emphasizing,0.0017390784122929322,40,43,0.0011948571043552906,0.002283299720230574,1.660159108748502e-07,True
ALL,framenet,Needing,0.0017450474428039836,39,43,0.0011849759766531143,0.002305118908954853,2.7874251241161934e-07,True
ALL,framenet,Deciding,0.0018174105261632475,29,43,0.0006457030450013521,0.002989118007325143,0.004060824358546658,False
ALL,framenet,Path_shape,0.0018664989826337206,22,43,-0.0013779121789686624,0.005110910144236104,0.2658973420548444,False
ALL,framenet,Experiencer_obj,0.0018863824988170595,37,43,0.001371748914396764,0.002401016083237355,7.930423678639015e-09,True
ALL,framenet,Inhibit_movement,0.0019398989067639114,41,43,0.0014161625581055695,0.0024636352554222533,6.19333625750474e-09,True
ALL,framenet,Commonality,0.0020333976097210507,40,43,0.0014863227856956804,0.002580472433746421,5.701344364911051e-09,True
ALL,framenet,Discussion,0.0020585105933249026,41,43,0.0015783038255304952,0.00253871736111931,1.5484755026899565e-10,True
ALL,framenet,Departing,0.002098121467393137,30,43,0.0012740893789586235,0.00292215355582765,1.0979637182220828e-05,True
ALL,framenet,Evidence,0.002168805672427182,33,43,0.0012307817390329538,0.0031068296058214097,4.793407993223556e-05,True
ALL,framenet,Process_continue,0.0021933551384560267,30,43,0.00060707856067413,0.0037796317162379234,0.009697088943538877,False
ALL,framenet,Communication_response,0.002198686448296494,40,43,0.0015858167496853078,0.0028115561469076802,1.3101636494398148e-08,True
ALL,framenet,Posture,0.002255118995380213,24,43,-0.00265748088129172,0.007167718872052146,0.3733917350649919,False
ALL,framenet,Giving,0.0022973456144905193,19,43,-0.0022069864723518262,0.006801677701332865,0.3232002567037301,False
ALL,framenet,Cooking_creation,0.0023684861673631576,37,43,0.0018589068981608352,0.00287806543656548,1.6810459184822058e-11,True
ALL,framenet,Offering,0.00246358393668647,38,43,0.001707940009513978,0.0032192278638589616,1.0905267006072126e-07,True
ALL,framenet,Make_noise,0.002838336686740445,35,43,0.0013755511904767683,0.0043011221830041215,0.0004564806037665561,False
ALL,framenet,Communication_noise,0.00312342727121053,32,43,0.00027843284996656274,0.005968421692454497,0.03720709718877822,False
ALL,framenet,Supply,0.003420416965537892,42,43,0.002755080813491296,0.004085753117584488,8.942180297646749e-13,True
ALL,framenet,Cotheme,0.003455053544775528,35,43,0.0021524157188221437,0.0047576913707289125,5.5738395489186705e-06,True
ALL,framenet,Detaining,0.0034630293215388605,26,43,0.0008977163229364499,0.006028342320141271,0.011416336554406815,False
ALL,framenet,Removing,0.003644579838679607,25,43,-0.00057603400297005,0.007865193680329265,0.09795806783622436,False
ALL,framenet,Breathing,0.004027051226976851,35,43,0.0023618012345692375,0.005692301219384464,2.4662216852777446e-05,True
ALL,framenet,Cogitation,0.004105426062344671,39,43,0.0032642564798490824,0.004946595644840259,4.148376621609384e-12,True
ALL,framenet,Becoming_aware,0.00430835271713953,34,43,0.0014199938875333875,0.007196711546745672,0.00555430802989253,False
ALL,framenet,Preventing_or_letting,0.0047073255210008215,30,43,0.0019940900902377743,0.007420560951763869,0.0014860394133541426,False
ALL,framenet,Making_faces,0.0056290499856230455,32,43,0.0028237977261503138,0.008434302245095778,0.0003085390411254106,False
ALL,framenet,Scrutiny,0.0059728907464228825,31,43,0.002909074503565662,0.009036706989280103,0.00043262064864108864,False
ALL,framenet,Causation,0.0060583418381879445,28,43,0.0013733874496645706,0.01074329622671132,0.015073626194757732,False
ALL,framenet,Intentionally_create,0.007126285793492874,37,43,0.005079367892841073,0.009173203694144675,2.5989781675326918e-08,True
ALL,framenet,Process_start,0.012558094683166288,28,43,0.00755191963846738,0.017564269727865196,1.394547834624347e-05,True
ALL,framenet,Statement,0.01326741836861661,24,43,0.0036261187989348465,0.022908717938298375,0.010023117380189784,False
ALL,framenet,Communication_manner,0.013535844712511605,38,43,0.010400898587715514,0.016670790837307697,1.2769255763737037e-10,True
ALL,framenet,Perception_active,0.018149330274946255,39,43,0.01258350549074125,0.023715155059151262,1.0862341381261806e-07,True
ALL,rid,aggression,-0.03269371475310174,9,43,-0.05013518223892938,-0.015252247267274106,0.0006704955731858517,True
ALL,rid,regressive_cognition,-0.03083916224731115,10,43,-0.04408943735143743,-0.017588887143184875,4.3567948791337866e-05,True
ALL,rid,icarian_imagery,-0.02877856962206224,9,43,-0.042554763890886305,-0.015002375353238175,0.00018830998689436354,True
ALL,rid,affection,-0.02552845435563618,4,43,-0.04666170483248061,-0.004395203878791748,0.022583558626921733,False
ALL,rid,need,-0.018078254573509235,10,43,-0.027169004071179392,-0.008987505075839078,0.0003432889305291043,True
ALL,rid,glory,-0.001152486355602789,35,43,-0.005036129273221845,0.002731156562016267,0.5639196694833641,False
ALL,rid,moral_imperative,-0.0009821001321273974,23,43,-0.0035951913532721305,0.0016309910890173354,0.46543428264615,False
ALL,rid,defensive_symbolization,0.0003905229629729716,24,43,-0.005778478021065736,0.0065595239470116785,0.9018470172112837,False
ALL,rid,order,0.00042848848789727465,21,43,-0.0008849295708772421,0.0017419065466717913,0.5260164559782872,False
ALL,rid,restraint,0.0013431809284211685,28,43,-0.002616235570216025,0.005302597427058362,0.5097461401041137,False
ALL,rid,sadness,0.00223514456531019,31,43,0.0010120553841653454,0.0034582337464550343,0.0008793039276432726,True
ALL,rid,anxiety,0.002693390475412845,38,43,0.0020419398629905232,0.0033448410878351665,4.0131190271129856e-10,True
ALL,rid,instrumental_behavior,0.0036590368752910493,19,43,-0.007999344574484972,0.01531741832506707,0.5417712794915857,False
ALL,rid,expressive_behavior,0.010274045698112994,32,43,0.0028310712982388365,0.01771702009798715,0.009811394784531738,False
ALL,rid,positive_affect,0.010336939786312881,31,43,0.0044804918321333055,0.016193387740492456,0.0012544022957489418,True
ALL,rid,abstraction,0.020984074543268585,31,43,0.012350419025426558,0.02961773006111061,2.2837248099021933e-05,True
ALL,rid,temporal_references,0.021235574233312505,28,43,0.0037767719807216167,0.03869437648590339,0.021720872121274166,False
ALL,rid,social_behavior,0.022286673087994063,21,43,-0.0020979930452495743,0.0466713392212377,0.08044218714856868,False
ALL,rid,sensation,0.04218567039504419,36,43,0.0300264801530949,0.05434486063699349,2.8092073718845136e-08,True
class,usas,N1,-0.15488440942154538,12,31,-0.336505746851071,0.02673692800798022,0.1050309247844922,False
class,usas,Z3fn,-0.06048550016291951,3,31,-0.18402432178385716,0.06305332145801815,0.3449122112658206,False
class,usas,I1,-0.0017921146953405018,0,31,-0.005304659498207886,0.0017204301075268822,0.32530861542602996,False
class,usas,I1.3,0.01075268817204301,1,31,-0.010322580645161292,0.031827956989247314,0.32530861542602996,False
class,usas,T1.3,0.024193548387096774,1,31,-0.02322580645161291,0.07161290322580646,0.32530861542602996,False
class,usas,Z5,0.1822157877206656,11,31,0.04987486747598682,0.3145567079653444,0.01132096517157804,False
contradiction,induced,bodily_violence,-0.15088127727632114,0,39,-0.18751068230187007,-0.11425187225077223,9.125851424278078e-10,True
contradiction,induced,grammatical_function,-0.0897232132651997,8,39,-0.13695817932307663,-0.04248824720732277,0.00063623876893721,True
contradiction,induced,ritual_observance,-0.053426549575121246,11,39,-0.08638597524623982,-0.020467123904002668,0.002951699775445935,True
contradiction,induced,property_damage,-0.001300695917010994,14,39,-0.006990292035920774,0.004388900201898785,0.6566436478856759,False
contradiction,induced,perception_cognition,0.0001917746819261404,14,39,-0.0045950328404116714,0.004978582204263952,0.9378234344255867,False
contradiction,induced,entity_noun,0.0011023419467937477,16,39,-0.004678706118714491,0.006883390012301987,0.7106773294950413,False
contradiction,induced,quality_manner,0.001540124320929935,9,39,-0.0011954748880693823,0.004275723529929253,0.27676348750620794,False
contradiction,induced,speech_act,0.005150576697227351,14,39,-0.0026762122706757013,0.012977365665130403,0.20490880464576014,False
contradiction,induced,person_reference,0.006041963320276186,7,39,-0.00033036700182370333,0.012414293642376076,0.07087345361548066,False
contradiction,induced,locomotion_posture,0.03801846340212722,29,39,0.012866396893911284,0.06317052991034317,0.005238168128511715,False
contradiction,induced,transfer_possession,0.047194084020571396,26,39,0.011332074716622391,0.08305609332452041,0.013892892656376889,False
contradiction,induced,procedural_operation,0.05241948049043177,32,39,0.034376260179046304,0.07046270080181724,1.4957010834746454e-06,True
contradiction,induced,object_handling,0.14367292715336932,36,39,0.10583669941110821,0.18150915489563044,6.244059323883171e-09,True
contradiction,usas,L1,-0.038835603090649234,5,39,-0.04942925659092107,-0.028241949590377402,1.3829588648100212e-08,True
contradiction,usas,S3.2,-0.02243802989618395,11,39,-0.04518209192856648,0.00030603213619857447,0.0606335637125639,False
contradiction,usas,M2,-0.017387049517467897,8,39,-0.026316146028453263,-0.00845795300648253,0.0004846566326792019,False
contradiction,usas,B1,-0.016638581741050498,7,39,-0.023368840382457054,-0.009908323099643943,2.1485347537586398e-05,True
contradiction,usas,E2,-0.015573180093873748,6,39,-0.0231130112268243,-0.008033348960923194,0.00024462772147951857,True
contradiction,usas,Q2.2,-0.013516882800934944,14,39,-0.023711550867064616,-0.0033222147348052726,0.013246321633275679,False
contradiction,usas,S4,-0.009921979597309085,10,39,-0.01634674047850068,-0.0034972187161174907,0.004419630447536837,False
contradiction,usas,I3.1,-0.006845225291628028,6,39,-0.009686459232939433,-0.004003991350316624,3.1503630562114316e-05,True
contradiction,usas,A8,-0.005741151632562854,10,39,-0.008801408180917663,-0.0026808950842080455,0.0007267061496818992,False
contradiction,usas,S9,-0.00570497798601615,11,39,-0.009451513128880906,-0.001958442843151394,0.0049440211102791095,False
contradiction,usas,E3,-0.0056044098392298404,13,39,-0.009241691589458511,-0.0019671280890011696,0.004501138607339362,False
contradiction,usas,X3.2,-0.005506314489722413,12,39,-0.008943075196628236,-0.00206955378281659,0.0032615611985568884,False
contradiction,usas,N3.2,-0.004986906862726561,6,39,-0.006859870645638123,-0.0031139430798149993,6.6935205626051426e-06,True
contradiction,usas,H4,-0.004665593860571079,15,39,-0.01023128961542211,0.0009001018942799525,0.10862874400562993,False
contradiction,usas,Q2.1,-0.004462838629813589,13,39,-0.011690312722207493,0.0027646354625803157,0.23365160736453502,False
contradiction,usas,Z5,-0.002498059547447094,8,39,-0.00817760515049472,0.003181486055600532,0.39405383027041097,False
contradiction,usas,F1,-0.0023274488601720674,16,39,-0.005977373582943675,0.0013224758625995404,0.21900316620507415,False
contradiction,usas,P1,-0.0022048517229553387,17,39,-0.004676709050402379,0.00026700560449170133,0.08849068904557363,False
contradiction,usas,E4.2,-0.0021448945525956702,11,39,-0.003866749845188125,-0.0004230392600032156,0.019391258342123213,False
contradiction,usas,G3,-0.0019722994203094073,2,39,-0.002961470753799616,-0.0009831280868191987,0.00037062349064152783,False
contradiction,usas,I1.2,-0.0017211670796908791,14,39,-0.004162294257540596,0.000719960098158838,0.17506107798722634,False
contradiction,usas,E4.1,-0.0015636750587802953,22,39,-0.012663524831335147,0.009536174713774557,0.783958098051095,False
contradiction,usas,O4.6,-0.0015629527144685599,10,39,-0.002788304377488119,-0.00033760105144900053,0.01685320662097965,False
contradiction,usas,A14,-0.0015026714393869699,9,39,-0.0026688887058552544,-0.00033645417291868537,0.015845913520190942,False
contradiction,usas,A5.2,-0.0013596242084316745,15,39,-0.003569274364251731,0.0008500259473883821,0.23526858060248018,False
contradiction,usas,S1.2.4,-0.0009973457860475634,15,39,-0.002702687287078601,0.0007079957149834744,0.25884672169006784,False
contradiction,usas,T1.3,-0.000989996748433742,7,39,-0.0017171173955989913,-0.0002628761012684927,0.011137709109456983,False
contradiction,usas,Z6,-0.000920903523808738,14,39,-0.002313821941374939,0.0004720148937574632,0.20285363998049316,False
contradiction,usas,A10,-0.000865517338765808,17,39,-0.006457675883350592,0.004726641205818975,0.7632733885674782,False
contradiction,usas,A15,-0.0008000882680184266,9,39,-0.0015046630199962376,-9.551351604061549e-05,0.03204294166861026,False
contradiction,usas,F2,-0.0007977455382140713,13,39,-0.0014910080296540857,-0.0001044830467740569,0.029948794223474302,False
contradiction,usas,X3.3,-0.0007805697843451519,17,39,-0.0035425439194562845,0.001981404350765981,0.5828777467734216,False
contradiction,usas,S7.2,-0.0007317623853288215,12,39,-0.0018582223014083276,0.00039469753075068456,0.21066688129043115,False
contradiction,usas,A3,-0.0006736429461790519,15,39,-0.008968112407899092,0.007620826515540987,0.8743675971961237,False
contradiction,usas,K5.1,-0.0005617623473311063,14,39,-0.0019713715864196277,0.0008478468917574151,0.4395795412624584,False
contradiction,usas,N2,-0.0005094831303517263,5,39,-0.0012198684994185638,0.00020090223871511124,0.16793801480259207,False
contradiction,usas,S7.4,-0.00042730112651305773,17,39,-0.0031129166959892704,0.0022583144429631553,0.7568589278072102,False
contradiction,usas,N3.8,-0.0004246013256980849,13,39,-0.0016686794539167024,0.0008194768025205324,0.5075750852372668,False
contradiction,usas,L2,-0.00039518332700891887,14,39,-0.0010519668759502612,0.00026160022193242346,0.24560112842950782,False
contradiction,usas,S3.1,-0.0003792936724543852,13,39,-0.0015896982868670705,0.0008311109419583,0.5427512490325423,False
contradiction,usas,X3.5,-0.0003220092844522775,4,39,-0.0007386821810245853,9.466361212003043e-05,0.13812058290431486,False
contradiction,usas,S7.1,-0.00031482330010179724,22,39,-0.002560005387243121,0.0019303587870395265,0.7849321130577432,False
contradiction,usas,S1.2.2,-0.00024090249250027868,1,39,-0.000682141320883349,0.00020033633588279162,0.2913253180596583,False
contradiction,usas,X7,-0.00022075011116244212,22,39,-0.0023668255363073843,0.0019253253139825,0.8412970362973201,False
contradiction,usas,I1.3,-0.0002178085973777983,2,39,-0.0006480886815918913,0.00021247148683629477,0.3273975424685689,False
contradiction,usas,X8,-0.00020505600396784668,22,39,-0.0025103871093557235,0.00210027510142003,0.8625243532864799,False
contradiction,usas,S7.3,-0.00019164810672639838,7,39,-0.0007271246828881492,0.00034382846943535253,0.4872728041210083,False
contradiction,usas,Q3,-0.00018674792720369148,15,39,-0.0010668869088708303,0.0006933910544634474,0.6798423413859523,False
contradiction,usas,O4.4,-0.00016577461624491465,14,39,-0.0011745450735586374,0.000842995841068808,0.7491473039499624,False
contradiction,usas,X2,-0.00014851070352415362,9,39,-0.0007766972543775087,0.00047967584732920137,0.6457443737904082,False
contradiction,usas,L3,-8.390193363619268e-05,3,39,-0.00027541466421004436,0.000107610796937659,0.39590238615350976,False
contradiction,usas,A13.3,-5.56346148030726e-05,2,39,-0.00026077618026521036,0.00014950695065906518,0.5981287150691375,False
contradiction,usas,K4,-3.218080272893039e-05,9,39,-0.00028815041846200407,0.00022378881300414328,0.8066884226680201,False
contradiction,usas,X6,-2.4207508389038685e-05,1,39,-0.00011259864418693667,6.418362740885929e-05,0.5945477136286532,False
contradiction,usas,A13.2,-1.8364242615178e-05,1,39,-0.00010839704130100825,7.166855607065224e-05,0.6915520393112977,False
contradiction,usas,S1.2.1,3.6968030047614795e-06,1,39,-0.00017804048340198857,0.00018543408941151153,0.9684060838221754,False
contradiction,usas,T1.1.2,2.4076080414108584e-05,1,39,-2.3113037197544246e-05,7.126519802576141e-05,0.32363608386440784,False
contradiction,usas,X4.2,2.491839226533104e-05,1,39,-2.392165657471778e-05,7.375844110537986e-05,0.3236360838644078,False
contradiction,usas,N1,2.536204316619747e-05,1,39,-2.434756143954957e-05,7.507164777194451e-05,0.32363608386440784,False
contradiction,usas,A4.1,2.536204316619747e-05,1,39,-2.434756143954957e-05,7.507164777194451e-05,0.32363608386440784,False
contradiction,usas,I1,2.5462786138059226e-05,1,39,-2.4444274692536843e-05,7.53698469686553e-05,0.3236360838644078,False
contradiction,usas,A13.6,2.670228502750023e-05,2,39,-5.518287098980262e-05,0.00010858744104480309,0.5265629371440101,False
contradiction,usas,N5.2,2.7511830086937383e-05,1,39,-2.6411356883459876e-05,8.143501705733464e-05,0.3236360838644078,False
contradiction,usas,S4mf,2.8176951253874332e-05,1,39,-2.7049873203719345e-05,8.3403775711468e-05,0.3236360838644078,False
contradiction,usas,Z8m,2.8768696614224566e-05,1,39,-0.00020461041666740369,0.0002621478098958528,0.8103817247477995,False
contradiction,usas,S1.2.6,3.0095100517635728e-05,1,39,-2.8891296496930318e-05,8.908149753220177e-05,0.323636083864408,False
contradiction,usas,K1,3.0109845137090772e-05,20,39,-0.003456190411497557,0.003516410101771739,0.9865828056925274,False
contradiction,usas,G1.1,3.0195807457571585e-05,6,39,-0.0001582088131595676,0.0002186004280747108,0.7551394953002658,False
contradiction,usas,N6,3.3740335950603794e-05,5,39,-0.00014588833298602403,0.00021336900488723163,0.7148011716034487,False
contradiction,usas,T1.1.3,3.3782642478294656e-05,1,39,-3.243133677916287e-05,9.999662173575218e-05,0.32363608386440784,False
contradiction,usas,Q4.3,4.6034157344749805e-05,1,39,-4.41927910509598e-05,0.0001362611057404594,0.3236360838644078,False
contradiction,usas,S1.2.5,5.678703903555975e-05,2,39,-2.1361715036075557e-05,0.00013493579310719505,0.1625376844482901,False
contradiction,usas,A1.8,5.8701034743625693e-05,2,39,-2.2535880962511193e-05,0.0001399379504497626,0.1648397585646918,False
contradiction,usas,O1.2,6.239635163478423e-05,3,39,-7.2938198280338e-05,0.00019773090154990647,0.3718673043255342,False
contradiction,usas,Z4,7.063415178394074e-05,2,39,-8.894607656155969e-05,0.00023021438012944118,0.39108946072834705,False
contradiction,usas,Z3c,7.379244664236441e-05,1,39,-0.00012117989361139968,0.0002687647868961285,0.46276059418457133,False
contradiction,usas,A5.3,0.0001098223452336164,6,39,-0.00011562264883733916,0.00033526733930457195,0.34572051115906427,False
contradiction,usas,O3,0.00011109983700746032,4,39,3.0850466699691064e-07,0.00022189116934792373,0.056701049193710266,False
contradiction,usas,N4,0.00011451060624829771,4,39,-1.0338870618310282e-06,0.00023005509955842645,0.059519170103055845,False
contradiction,usas,O2,0.0001227755224267823,3,39,-3.10189459440769e-05,0.00027656999079764147,0.12594730909775434,False
contradiction,usas,B3,0.00012924652526550168,11,39,-0.0003777460786818783,0.0006362391292128817,0.6201964992147242,False
contradiction,usas,N5.1,0.0001369086557655879,5,39,-1.1929401318764665e-05,0.00028574671284994045,0.0793377720506276,False
contradiction,usas,N3.6,0.00014852674236396377,9,39,-0.0002542479278409089,0.0005513014125688364,0.47424797568929905,False
contradiction,usas,E6,0.00016936348000929543,17,39,-0.0007857462704662643,0.0011244732304848551,0.7300927674745051,False
contradiction,usas,X4.1,0.00017455673787922918,6,39,3.0727163990997e-05,0.0003183863117674614,0.022501677120446133,False
contradiction,usas,A1.3,0.00018115869144447413,6,39,4.015807253791872e-05,0.0003221593103510295,0.016126577014342697,False
contradiction,usas,Z8f,0.00019139449613873676,3,39,-2.215736444599237e-05,0.00040494635672346587,0.08703604338609876,False
contradiction,usas,A11.1,0.000194191509337324,7,39,-2.0753292216553265e-05,0.0004091363108912013,0.08462262407978612,False
contradiction,usas,A5.4,0.00021117746158905314,8,39,-4.216283724443759e-05,0.00046451776042254385,0.11055979553134188,False
contradiction,usas,F3,0.00023417366315166735,7,39,-5.626505315711367e-05,0.0005246123794604483,0.12232715929379959,False
contradiction,usas,O4.2,0.00023999509886751875,6,39,-4.8596947137644254e-05,0.0005285871448726817,0.11137489895408187,False
contradiction,usas,M3,0.00026428946903500784,12,39,-0.00015018345208711852,0.0006787623901571342,0.2190162098616,False
contradiction,usas,M4,0.0002646202073904984,4,39,-0.00015073353385007987,0.0006799739486310766,0.2194102374483303,False
contradiction,usas,T1,0.00029654582555792557,14,39,-0.0004153023691965367,0.0010083940203123878,0.41929900152663696,False
contradiction,usas,S1.1.1,0.0003138863874741528,18,39,-0.0009931017101038268,0.0016208744850521324,0.6405360124329966,False
contradiction,usas,Z8,0.00031539673454665274,5,39,-0.0006493658549681298,0.0012801593240614351,0.5255266532898076,False
contradiction,usas,B2,0.000329525411433473,22,39,-0.003386907704895125,0.004045958527762071,0.8629549404092488,False
contradiction,usas,F4,0.0003302310149454069,13,39,-0.0002167929651005818,0.0008772549949913955,0.24406955953226936,False
contradiction,usas,W2,0.0003319225094014169,8,39,3.200171116334911e-05,0.0006318433076394846,0.036396141882119024,False
contradiction,usas,M5,0.0003463288045211889,11,39,-0.00031758080290061934,0.0010102384119429972,0.31304028488843316,False
contradiction,usas,N5,0.00036893607102758035,14,39,-0.00035089612252667095,0.0010887682645818316,0.32146295018564786,False
contradiction,usas,X3,0.00039038796735757925,7,39,8.922759079711424e-05,0.0006915483439180443,0.015269229223684453,False
contradiction,usas,X3.1,0.000435230404095578,14,39,-0.00010918167567060705,0.0009796424838617631,0.12542345462950333,False
contradiction,usas,O4.1,0.00046202441914939386,13,39,-1.2464773841458423e-05,0.0009365136121402462,0.06390035242157178,False
contradiction,usas,S1.1.3,0.00048434763814646757,11,39,2.7965348798203666e-05,0.0009407299274947315,0.044311608031225004,False
contradiction,usas,I1.1,0.000547034501635259,20,39,-0.0011816828897177794,0.0022757518929882974,0.5388139543224967,False
contradiction,usas,A5.1,0.0005626116782948717,14,39,0.00023663536053727426,0.0008885879960524692,0.0016750312929848636,False
contradiction,usas,E1,0.0006449218972642977,18,39,-0.0013823688361446554,0.002672212630673251,0.5366708440965324,False
contradiction,usas,Q1.2,0.0006904469919837056,22,39,-0.002221016113510104,0.003601910097477515,0.6447202644849483,False
contradiction,usas,S6,0.0007115510871289466,19,39,-0.00021132927519201708,0.0016344314494499102,0.1390141827786402,False
contradiction,usas,O4.3,0.0007167081790208147,17,39,0.00023539743689769623,0.0011980189211439332,0.005879072912156027,False
contradiction,usas,X5.2,0.0007272224759580142,18,39,5.668002401053567e-05,0.0013977649279054928,0.040088363812421944,False
contradiction,usas,Z8mf,0.0008112999841319063,4,39,-0.00030513042853865446,0.001927730396802467,0.16251633488455075,False
contradiction,usas,G1.2,0.0008800999690334957,24,39,5.6072600162812136e-06,0.0017545926780507101,0.05585343424549541,False
contradiction,usas,X2.6,0.001189686206427967,24,39,0.0006914126229234733,0.0016879597899324607,3.5914802334696825e-05,True
contradiction,usas,I2.2,0.0012211872619801844,22,39,-0.0007369068434614143,0.003179281367421783,0.2290935073951292,False
contradiction,usas,S5,0.0014042120221119956,25,39,0.0004963178185638302,0.002312106225660161,0.004366197170875885,False
contradiction,usas,G2.1,0.0014425145818175856,24,39,2.8077228807353756e-05,0.0028569519348278175,0.05280826908216434,False
contradiction,usas,E5,0.0015205562663049758,23,39,-0.0005337070061379979,0.00357481953874795,0.1550456503569547,False
contradiction,usas,X9.2,0.001684349647385624,22,39,-0.0004894030138715012,0.003858102308642749,0.13710956623785958,False
contradiction,usas,H1,0.0017358363708950308,25,39,-0.0007177895308309518,0.004189462272621013,0.17364019615723195,False
contradiction,usas,T3,0.0019972873103061904,29,39,0.0010998411658794983,0.0028947334547328825,9.512494876934574e-05,True
contradiction,usas,G2.2,0.0022613277973983995,27,39,0.0008513676473677306,0.0036712879474290684,0.003233305614388078,False
contradiction,usas,M6,0.0023327860227492156,25,39,0.0006803631380735149,0.003985208907424916,0.008690494220603053,False
contradiction,usas,A6.1,0.002432406251665944,25,39,0.0013127370932898127,0.003552075410042075,0.00013040068121632656,True
contradiction,usas,X2.3,0.0024514690534986616,20,39,0.00013082841167616661,0.004772109695321157,0.045249866984056156,False
contradiction,usas,Q1.1,0.002907239782263502,30,39,0.001566843807702402,0.004247635756824603,0.0001331249617949473,True
contradiction,usas,B4,0.0029520109285083793,25,39,-0.00023674544377471577,0.006140767300791474,0.07750422175229575,False
contradiction,usas,A9,0.0031545849319430984,19,39,-0.015283570094757015,0.02159273995864321,0.7392155662544734,False
contradiction,usas,X2.1,0.003206807861796843,22,39,-0.006606543453479956,0.013020159177073642,0.5256984268503939,False
contradiction,usas,X5.1,0.0032343155882093807,29,39,0.0017471058249192992,0.004721525351499462,0.00012862015351710877,True
contradiction,usas,X3.4,0.003815666972620693,25,39,-0.0020457143591128754,0.009677048304354261,0.20972476491481842,False
contradiction,usas,A7,0.00428283064020583,29,39,0.002826940139316462,0.005738721141095198,1.193121775495412e-06,True
contradiction,usas,A1.5.1,0.004342881916614223,25,39,0.001926665656845156,0.00675909817638329,0.0011293974293604106,False
contradiction,usas,C1,0.004350419350005374,27,39,0.001889688738265578,0.00681114996174517,0.0013296341926217082,False
contradiction,usas,A1.9,0.00452853030618366,34,39,0.003170848815616913,0.0058862117967504075,1.0456017079936356e-07,True
contradiction,usas,M8,0.005234664657996419,26,39,-0.0006027055357515016,0.01107203485174434,0.08686438334054311,False
contradiction,usas,X2.2,0.005942567805666753,22,39,0.0017968415447142836,0.010088294066619222,0.007796610965350648,False
contradiction,usas,X2.4,0.006290654959459227,32,39,0.0036996782666778904,0.008881631652240565,2.812973929674633e-05,True
contradiction,usas,K2,0.006545383013036676,32,39,0.0036804403668695756,0.009410325659203776,6.680005031176555e-05,True
contradiction,usas,B5,0.006702004170530193,28,39,0.0025354037780626493,0.010868604562997737,0.0031540123590634637,False
contradiction,usas,A1.7,0.006936888715541653,32,39,0.0046024365432816355,0.009271340887801672,9.920682890688835e-07,True
contradiction,usas,S1.1.2,0.007148711040214915,31,39,0.004436189781528698,0.009861232298901132,7.908943585618079e-06,True
