cell,prompt,usas,mean_excess,n_obs
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,Z8mf,-0.15332382936507935,1008
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X2.1,0.14226771028037385,214
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,K1,0.7022192857142857,56
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A13.4,0.10108580508474578,236
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,Z6,0.33523580645161283,62
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,B2,0.006049999999999911,25
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,N1,-0.1376966135458167,502
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A4.2,-0.2442048484848485,99
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,F1,0.0918861227336123,717
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,O1.1,0.624996484375,128
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,Z4,0.5026852830188681,106
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,M6,0.31230380726698265,633
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A3,0.2774470572916667,384
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X2.2,0.38462297297297293,222
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,S1.2.4,-1.0405923308270675,133
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A5.1,0.2905824324324324,185
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,S8,0.5889257799442896,718
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,I3.1,0.5403899999999998,63
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,M8,0.1759067045454546,88
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,N5.2,0.22640775,160
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,Z1m,0.8124481818181821,22
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A10,0.3569015625,128
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,T1.3,0.2999272549019608,153
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A6.1,0.10668603773584906,106
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,S3.2,0.3790438888888889,54
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,Z3,0.20583000000000007,61
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X2.6,0.4056720512820511,39
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,O4.6,0.4061677027027027,148
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X5.2,1.6397783950617282,81
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,P1,-0.26633617647058827,34
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A14,0.667094,30
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,E6,0.25456137254901967,51
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,S7.1,-0.13175170212765958,47
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A2.1,0.250040824742268,97
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X3.4,0.07403862760834672,1246
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A13,0.31094697190426634,961
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A11.1,0.18855354838709665,31
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,S6,1.108908,20
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,E4.1,-0.061676024096385534,166
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,G3,0.40719448275862075,29
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X3.3,0.0871782857142857,35
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,M4,0.5847449056603773,53
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,O1.2,-0.14589137254901963,51
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X3.1,0.41971102040816327,49
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,O4.5,1.3771170588235295,34
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,B4,0.1839335135135135,37
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,E5,0.21247068965517243,29
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A5.2,1.0917996363636364,55
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,T2,0.3335939344262294,61
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,S7.4,0.003589047619047619,42
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A6.3,0.186611851851852,27
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A8,0.13508961538461534,52
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,O4.3,0.9841573958333333,96
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,O4.4,-0.10597208333333323,24
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X3.2,0.46642255319148934,94
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,W5,0.1474029,100
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,A1.4,0.42565633333333336,30
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,N3.7,0.8109508823529413,68
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,S3.1,-0.5226703333333333,30
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,H2,1.8348547826086956,23
UNMARKED,He tipped a splash of lime into his roommate's energy drink and,X2.4,1.1402332258064523,31
MARKED,He cut through the insulation on the extension cord and,M2,0.048600263713080176,1896
MARKED,He cut through the insulation on the extension cord and,Y2,0.10525412761151892,3542
MARKED,He cut through the insulation on the extension cord and,S3.2,0.06910262068965517,1305
MARKED,He cut through the insulation on the extension cord and,Z5,0.13365745994620512,17102
MARKED,He cut through the insulation on the extension cord and,H2,0.10871963187527067,2309
MARKED,He cut through the insulation on the extension cord and,O3,0.21824453777777778,2250
MARKED,He cut through the insulation on the extension cord and,N4,0.10302821428571428,784
MARKED,He cut through the insulation on the extension cord and,Z8m,-0.07931122343480759,1741
MARKED,He cut through the insulation on the extension cord and,O4.1,-0.10148895604395604,2002
MARKED,He cut through the insulation on the extension cord and,Q2.1,0.2691381709145427,1334
MARKED,He cut through the insulation on the extension cord and,A1.1.2,0.20634722772277223,101
MARKED,He cut through the insulation on the extension cord and,Z8mf,-0.09645587301587301,189
MARKED,He cut through the insulation on the extension cord and,O2,0.4932753105196452,789
MARKED,He cut through the insulation on the extension cord and,A3,0.28903171779141107,489
MARKED,He cut through the insulation on the extension cord and,Z8,1.4968227137546468,269
MARKED,He cut through the insulation on the extension cord and,A2.2,0.3189803714285714,700
MARKED,He cut through the insulation on the extension cord and,O4.3,0.04773036697247704,218
MARKED,He cut through the insulation on the extension cord and,A1.7,0.3742543644544432,889
MARKED,He cut through the insulation on the extension cord and,S8,0.9891693478260872,92
MARKED,He cut through the insulation on the extension cord and,Z1mf,-0.3700644444444443,54
MARKED,He cut through the insulation on the extension cord and,W2,0.2537821333333334,75
MARKED,He cut through the insulation on the extension cord and,M5,0.06797968749999997,32
MARKED,He cut through the insulation on the extension cord and,M6,0.8532568235294117,425
MARKED,He cut through the insulation on the extension cord and,A1.1.1,0.3948019787045253,1127
MARKED,He cut through the insulation on the extension cord and,B5,0.3213824752475247,303
MARKED,He cut through the insulation on the extension cord and,B4,0.5268191489361702,47
MARKED,He cut through the insulation on the extension cord and,O4.2,0.09814142857142856,21
MARKED,He cut through the insulation on the extension cord and,F1,0.17656317073170735,41
MARKED,He cut through the insulation on the extension cord and,E1,0.05614581920903954,177
MARKED,He cut through the insulation on the extension cord and,O4.6,1.239749818181818,165
MARKED,He cut through the insulation on the extension cord and,H4,0.803171366906475,139
MARKED,He cut through the insulation on the extension cord and,A10,0.30638589537223343,994
MARKED,He cut through the insulation on the extension cord and,A9,0.23627227129337539,634
MARKED,He cut through the insulation on the extension cord and,A2.1,0.06178885375494069,253
MARKED,He cut through the insulation on the extension cord and,T3,0.3497990721649484,97
MARKED,He cut through the insulation on the extension cord and,N3.7,1.5168689285714285,56
MARKED,He cut through the insulation on the extension cord and,Z3c,1.5004889285714287,196
MARKED,He cut through the insulation on the extension cord and,N1,0.19919948553054664,311
MARKED,He cut through the insulation on the extension cord and,A1.5.1,0.07225047505938242,421
MARKED,He cut through the insulation on the extension cord and,I1.1,0.7998957239057238,297
MARKED,He cut through the insulation on the extension cord and,T1.3,0.6793286764705883,68
MARKED,He cut through the insulation on the extension cord and,B1,0.4864227659574467,47
MARKED,He cut through the insulation on the extension cord and,A13.4,0.6576674074074075,54
MARKED,He cut through the insulation on the extension cord and,X2.1,0.0625337142857142,35
MARKED,He cut through the insulation on the extension cord and,A7,0.6430644067796609,59
MARKED,He cut through the insulation on the extension cord and,M1,0.1739764052287582,459
MARKED,He cut through the insulation on the extension cord and,N5,0.4279524568965517,232
MARKED,He cut through the insulation on the extension cord and,O4.4,0.7721422580645161,93
MARKED,He cut through the insulation on the extension cord and,A13,0.5266440972222222,144
MARKED,He cut through the insulation on the extension cord and,X2.4,0.056322560975609705,82
MARKED,He cut through the insulation on the extension cord and,H1,-0.5719462393162393,234
MARKED,He cut through the insulation on the extension cord and,T2,0.2907906953642384,302
MARKED,He cut through the insulation on the extension cord and,O1.1,0.7219690909090907,55
MARKED,He cut through the insulation on the extension cord and,W3,-1.0956007317073173,41
MARKED,He cut through the insulation on the extension cord and,A6.1,0.5582491428571429,70
MARKED,He cut through the insulation on the extension cord and,Z3,0.9639799999999998,29
MARKED,He cut through the insulation on the extension cord and,X3.4,0.21925189873417714,79
MARKED,He cut through the insulation on the extension cord and,Z6,0.7720994999999999,20
MARKED,He cut through the insulation on the extension cord and,Q2.2,2.0687696825396826,252
MARKED,He cut through the insulation on the extension cord and,S5,1.0963939743589743,78
MARKED,He cut through the insulation on the extension cord and,A1.3,0.18951454545454546,55
MARKED,He cut through the insulation on the extension cord and,E3,0.4181457142857143,35
MARKED,He cut through the insulation on the extension cord and,S7.1,0.9436388461538461,52
MARKED,He cut through the insulation on the extension cord and,I3.1,0.22956396226415093,159
MARKED,He cut through the insulation on the extension cord and,N3.2,0.6967022222222222,27
MARKED,He cut through the insulation on the extension cord and,N5.1,0.4274970212765957,47
MARKED,He cut through the insulation on the extension cord and,S1.1.3,0.12434933333333334,45
MARKED,He cut through the insulation on the extension cord and,K5.1,0.59776828125,64
MARKED,He cut through the insulation on the extension cord and,X7,0.4206808695652175,23
MARKED,He cut through the insulation on the extension cord and,G2.1,0.802625769230769,52
MARKED,He cut through the insulation on the extension cord and,X8,0.10065909090909096,44
MARKED,He cut through the insulation on the extension cord and,Q3,0.09626208333333336,24
MARKED,He cut through the insulation on the extension cord and,N3.3,0.42682363636363635,22
MARKED,He cut through the insulation on the extension cord and,S1.2.6,0.45077220930232564,86
MARKED,He cut through the insulation on the extension cord and,O4.5,-0.20466359999999986,25
MARKED,He cut through the insulation on the extension cord and,Z8mfn,0.35891972972972974,37
MARKED,He cut through the insulation on the extension cord and,A8,0.2703617777777777,45
MARKED,He cut through the insulation on the extension cord and,A5.1,0.711067843137255,102
MARKED,He cut through the insulation on the extension cord and,S7.4,0.13398919999999992,25
MARKED,He cut through the insulation on the extension cord and,A1.4,0.25562727272727265,44
MARKED,He cut through the insulation on the extension cord and,N3.8,1.0749338888888893,36
MARKED,He cut through the insulation on the extension cord and,S9,0.3328709523809522,21
MARKED,He cut through the insulation on the extension cord and,L1,0.577248,20
MARKED,He cut through the insulation on the extension cord and,S3.1,0.00997857142857143,35
MARKED,He cut through the insulation on the extension cord and,L2mfn,-0.7221941176470589,34
MARKED,"As the doors closed, he caught her wrist and held on and",S3.2,0.021148880952380943,420
MARKED,"As the doors closed, he caught her wrist and held on and",M2,0.12404026108839257,3179
MARKED,"As the doors closed, he caught her wrist and held on and",Z8f,0.005132528435577105,5363
MARKED,"As the doors closed, he caught her wrist and held on and",Z5,0.10743846177879608,9602
MARKED,"As the doors closed, he caught her wrist and held on and",N4,0.28408817708333334,192
MARKED,"As the doors closed, he caught her wrist and held on and",S7.4,0.062159601731601725,1155
MARKED,"As the doors closed, he caught her wrist and held on and",A1.1.1,-0.5038075683890578,658
MARKED,"As the doors closed, he caught her wrist and held on and",Z8m,0.0536546386681801,2643
MARKED,"As the doors closed, he caught her wrist and held on and",X8,0.23052131428571435,875
MARKED,"As the doors closed, he caught her wrist and held on and",Q2.1,0.09020158132530122,1992
MARKED,"As the doors closed, he caught her wrist and held on and",N3.3,0.6502735294117648,34
MARKED,"As the doors closed, he caught her wrist and held on and",S8,3.7727852432432427,185
MARKED,"As the doors closed, he caught her wrist and held on and",A10,-0.29652236842105273,76
MARKED,"As the doors closed, he caught her wrist and held on and",H2,0.6970944927536232,138
MARKED,"As the doors closed, he caught her wrist and held on and",E3,1.6152318461538462,65
MARKED,"As the doors closed, he caught her wrist and held on and",T2,-0.009561372549019582,102
MARKED,"As the doors closed, he caught her wrist and held on and",Z8,-0.5630221325648416,347
MARKED,"As the doors closed, he caught her wrist and held on and",B1,0.27135882491186836,851
MARKED,"As the doors closed, he caught her wrist and held on and",N6,0.6159948,25
MARKED,"As the doors closed, he caught her wrist and held on and",A7,0.23189226086956524,115
MARKED,"As the doors closed, he caught her wrist and held on and",Z6,0.20406706293706295,286
MARKED,"As the doors closed, he caught her wrist and held on and",Z8mf,-0.1761345961624275,2241
MARKED,"As the doors closed, he caught her wrist and held on and",E2,-0.45224288973384025,526
MARKED,"As the doors closed, he caught her wrist and held on and",B2,-0.33189872340425525,47
MARKED,"As the doors closed, he caught her wrist and held on and",M6,0.4135897138184791,1223
MARKED,"As the doors closed, he caught her wrist and held on and",X7,0.01868556666666669,300
MARKED,"As the doors closed, he caught her wrist and held on and",A9,0.3047653571428571,504
MARKED,"As the doors closed, he caught her wrist and held on and",M1,0.006522588739290077,1634
MARKED,"As the doors closed, he caught her wrist and held on and",Z4,0.24727631123919308,347
MARKED,"As the doors closed, he caught her wrist and held on and",E6,0.5436640350877192,57
MARKED,"As the doors closed, he caught her wrist and held on and",A3,0.15001581790123458,648
MARKED,"As the doors closed, he caught her wrist and held on and",X2.2,0.18633974226804126,194
MARKED,"As the doors closed, he caught her wrist and held on and",A8,0.20831852998065759,1034
MARKED,"As the doors closed, he caught her wrist and held on and",X3.4,0.2041011111111111,756
MARKED,"As the doors closed, he caught her wrist and held on and",Y2,-0.08553992907801419,282
MARKED,"As the doors closed, he caught her wrist and held on and",A5.1,0.3503484098939929,283
MARKED,"As the doors closed, he caught her wrist and held on and",E5,0.6001886000000001,100
MARKED,"As the doors closed, he caught her wrist and held on and",X9.2,0.41172586206896555,29
MARKED,"As the doors closed, he caught her wrist and held on and",N3.7,0.41628441666666666,120
MARKED,"As the doors closed, he caught her wrist and held on and",S7.1,0.017628260869565225,138
MARKED,"As the doors closed, he caught her wrist and held on and",T1.3,0.9482521052631577,38
MARKED,"As the doors closed, he caught her wrist and held on and",Z7,3.793393,30
MARKED,"As the doors closed, he caught her wrist and held on and",G3,-0.015427343750000008,192
MARKED,"As the doors closed, he caught her wrist and held on and",A13,0.33947049019607844,204
MARKED,"As the doors closed, he caught her wrist and held on and",A6.1,0.3332711965811966,117
MARKED,"As the doors closed, he caught her wrist and held on and",Z3c,-1.1452194666666664,150
MARKED,"As the doors closed, he caught her wrist and held on and",A2.2,0.6908500000000001,40
MARKED,"As the doors closed, he caught her wrist and held on and",F1,0.36292625,64
MARKED,"As the doors closed, he caught her wrist and held on and",N3.2,0.5656561702127659,47
MARKED,"As the doors closed, he caught her wrist and held on and",N5,0.26078200000000007,300
MARKED,"As the doors closed, he caught her wrist and held on and",A1.7,0.06590159090909083,44
MARKED,"As the doors closed, he caught her wrist and held on and",S1.2.5,0.11086758620689655,58
MARKED,"As the doors closed, he caught her wrist and held on and",O4.5,0.23506178571428574,28
MARKED,"As the doors closed, he caught her wrist and held on and",N5.1,0.6795255813953488,86
MARKED,"As the doors closed, he caught her wrist and held on and",A1.1.2,0.8956262962962964,27
MARKED,"As the doors closed, he caught her wrist and held on and",S6,1.2102578571428573,70
MARKED,"As the doors closed, he caught her wrist and held on and",P1,0.8171256666666665,60
MARKED,"As the doors closed, he caught her wrist and held on and",A14,0.7213344262295083,61
MARKED,"As the doors closed, he caught her wrist and held on and",X2.1,0.9950731100478469,209
MARKED,"As the doors closed, he caught her wrist and held on and",Z8mfn,0.16908805084745765,118
MARKED,"As the doors closed, he caught her wrist and held on and",E4.1,0.33721638554216865,83
MARKED,"As the doors closed, he caught her wrist and held on and",T1,0.3369833333333334,33
MARKED,"As the doors closed, he caught her wrist and held on and",N3.8,0.45693391304347836,69
MARKED,"As the doors closed, he caught her wrist and held on and",Q2.2,0.5071713103448277,145
MARKED,"As the doors closed, he caught her wrist and held on and",A2.1,0.8130001886792453,53
MARKED,"As the doors closed, he caught her wrist and held on and",S1.2.6,0.34701227272727264,22
MARKED,"As the doors closed, he caught her wrist and held on and",O1.1,2.4897647222222226,36
MARKED,"As the doors closed, he caught her wrist and held on and",X2.6,0.9669010606060605,66
MARKED,"As the doors closed, he caught her wrist and held on and",X3.2,3.9708355999999996,25
MARKED,"As the doors closed, he caught her wrist and held on and",T1.2,0.4268855714285715,70
MARKED,"As the doors closed, he caught her wrist and held on and",O2,0.022632000000000017,45
MARKED,"As the doors closed, he caught her wrist and held on and",Z1m,-0.6300625000000001,48
MARKED,"As the doors closed, he caught her wrist and held on and",M8,0.6419128571428574,28
MARKED,"As the doors closed, he caught her wrist and held on and",S5,2.087273148148148,54
MARKED,"As the doors closed, he caught her wrist and held on and",O4.1,1.0303019000000002,100
MARKED,"As the doors closed, he caught her wrist and held on and",O4.4,0.4179509523809523,21
MARKED,"As the doors closed, he caught her wrist and held on and",O4.6,1.509352380952381,42
MARKED,"As the doors closed, he caught her wrist and held on and",H4,1.1974675294117645,85
MARKED,"As the doors closed, he caught her wrist and held on and",G2.1,4.914301034482758,29
MARKED,"As the doors closed, he caught her wrist and held on and",O3,1.43184,20
MARKED,"As the doors closed, he caught her wrist and held on and",A13.4,0.30053322580645153,31
UNMARKED,He whitewashed the temple wall and,O4.1,0.36131759590792834,391
UNMARKED,He whitewashed the temple wall and,Y2,0.14300826046074286,4254
UNMARKED,He whitewashed the temple wall and,Z5,0.06851188374155694,14657
UNMARKED,He whitewashed the temple wall and,C1,0.1977336637642331,1493
UNMARKED,He whitewashed the temple wall and,A6.3,0.880607727272727,22
UNMARKED,He whitewashed the temple wall and,S9,0.3324288826185101,886
UNMARKED,He whitewashed the temple wall and,Q2.1,0.3295414696485623,313
UNMARKED,He whitewashed the temple wall and,A1.1.1,0.07488084215167548,2268
UNMARKED,He whitewashed the temple wall and,A8,0.49976134831460667,534
UNMARKED,He whitewashed the temple wall and,A13,1.1476204115226338,486
UNMARKED,He whitewashed the temple wall and,Z7,2.3847681767955797,181
UNMARKED,He whitewashed the temple wall and,A3,0.07268042105263157,1235
UNMARKED,He whitewashed the temple wall and,H1,-0.05556462566844917,374
UNMARKED,He whitewashed the temple wall and,M1,0.39199552631578954,342
UNMARKED,He whitewashed the temple wall and,N5.2,-1.1934667105263157,152
UNMARKED,He whitewashed the temple wall and,Z2,0.16866060141509434,848
UNMARKED,He whitewashed the temple wall and,W3,2.502981724137931,58
UNMARKED,He whitewashed the temple wall and,A9,0.11281793395427603,1181
UNMARKED,He whitewashed the temple wall and,T3,0.03881369354838711,620
UNMARKED,He whitewashed the temple wall and,T1,-0.0029961403508772036,171
UNMARKED,He whitewashed the temple wall and,M6,0.11042149438202246,890
UNMARKED,He whitewashed the temple wall and,Z8mf,0.31353156118143455,237
UNMARKED,He whitewashed the temple wall and,N5.1,0.2649569393139842,379
UNMARKED,He whitewashed the temple wall and,Z3c,0.25343595555555554,225
UNMARKED,He whitewashed the temple wall and,Z1m,0.37466468253968255,252
UNMARKED,He whitewashed the temple wall and,O4.2,0.2037366846361186,371
UNMARKED,He whitewashed the temple wall and,A14,1.2209642424242424,33
UNMARKED,He whitewashed the temple wall and,N4,-0.10742653992395435,526
UNMARKED,He whitewashed the temple wall and,E2,0.43754289134438307,543
UNMARKED,He whitewashed the temple wall and,A6.1,0.9171119178082191,73
UNMARKED,He whitewashed the temple wall and,N1,0.8369770833333334,168
UNMARKED,He whitewashed the temple wall and,A11.1,0.08126222222222233,27
UNMARKED,He whitewashed the temple wall and,E1,0.17545450980392155,51
UNMARKED,He whitewashed the temple wall and,H2,-0.2716131944444445,864
UNMARKED,He whitewashed the temple wall and,Z8m,0.08135508928571429,1456
UNMARKED,He whitewashed the temple wall and,M2,0.06662517823639777,533
UNMARKED,He whitewashed the temple wall and,N3.2,-0.16293368421052626,190
UNMARKED,He whitewashed the temple wall and,A2.1,0.05772624605678233,317
UNMARKED,He whitewashed the temple wall and,O1.1,1.0320477570093458,107
UNMARKED,He whitewashed the temple wall and,B4,0.11823502347417843,213
UNMARKED,He whitewashed the temple wall and,Z8,-0.17107488850771865,583
UNMARKED,He whitewashed the temple wall and,H4,-0.3292198127340824,267
UNMARKED,He whitewashed the temple wall and,X7,0.13784153846153846,52
UNMARKED,He whitewashed the temple wall and,Q2.2,1.8895628700906346,331
UNMARKED,He whitewashed the temple wall and,A5.4,0.05536184210526318,190
UNMARKED,He whitewashed the temple wall and,Z3,0.31840278409090916,528
UNMARKED,He whitewashed the temple wall and,N5,0.16940162318840582,345
UNMARKED,He whitewashed the temple wall and,A10,0.1034432380952381,525
UNMARKED,He whitewashed the temple wall and,T1.3,0.3541260273972602,73
UNMARKED,He whitewashed the temple wall and,I1,0.5452208823529412,102
UNMARKED,He whitewashed the temple wall and,X3.4,0.5490431147540985,61
UNMARKED,He whitewashed the temple wall and,O4.3,-0.0968507963800905,1105
UNMARKED,He whitewashed the temple wall and,T2,-0.08415358108108104,148
UNMARKED,He whitewashed the temple wall and,S7.1,-0.3237268125,320
UNMARKED,He whitewashed the temple wall and,S3.2,0.29000255972696243,293
UNMARKED,He whitewashed the temple wall and,E3,0.24611140845070412,71
UNMARKED,He whitewashed the temple wall and,Z1mf,0.38718147163120575,564
UNMARKED,He whitewashed the temple wall and,F1,-0.06351319672131148,244
UNMARKED,He whitewashed the temple wall and,B1,0.02449459574468077,235
UNMARKED,He whitewashed the temple wall and,I3.1,0.17929200000000003,55
UNMARKED,He whitewashed the temple wall and,W4,0.48515623456790113,162
UNMARKED,He whitewashed the temple wall and,O2,0.06649138211382111,369
UNMARKED,He whitewashed the temple wall and,A1.5.1,0.7802501136363635,88
UNMARKED,He whitewashed the temple wall and,Z8mfn,-0.7698159433962265,106
UNMARKED,He whitewashed the temple wall and,S8,1.3910512790697678,86
UNMARKED,He whitewashed the temple wall and,N6,0.5050303225806452,93
UNMARKED,He whitewashed the temple wall and,A1.1.2,0.21785229166666661,96
UNMARKED,He whitewashed the temple wall and,M3,0.08869993902439026,164
UNMARKED,He whitewashed the temple wall and,A5.1,0.6234212103746397,347
UNMARKED,He whitewashed the temple wall and,I1.2,2.117897659574468,94
UNMARKED,He whitewashed the temple wall and,M7,0.2594383606557377,61
UNMARKED,He whitewashed the temple wall and,P1,1.3976442,50
UNMARKED,He whitewashed the temple wall and,O4.4,-0.6941516,25
UNMARKED,He whitewashed the temple wall and,W2,1.8063735714285716,28
UNMARKED,He whitewashed the temple wall and,Q1.1,1.1388811290322576,62
UNMARKED,He whitewashed the temple wall and,X9.2,0.9770041333333332,75
UNMARKED,He whitewashed the temple wall and,H5,0.688370625,48
UNMARKED,He whitewashed the temple wall and,N3.7,-0.6651151079136689,139
UNMARKED,He whitewashed the temple wall and,O4.6,0.21825333333333335,57
UNMARKED,He whitewashed the temple wall and,G2.2,1.9288720408163265,49
UNMARKED,He whitewashed the temple wall and,L2mfn,0.4177429166666667,24
UNMARKED,He whitewashed the temple wall and,X2.1,-0.518879069767442,86
UNMARKED,He whitewashed the temple wall and,Q1.2,0.020566947705442894,937
UNMARKED,He whitewashed the temple wall and,A7,-0.3027934939759036,83
UNMARKED,He whitewashed the temple wall and,M8,2.0106654545454545,33
UNMARKED,He whitewashed the temple wall and,X3.3,0.21250150000000012,60
UNMARKED,He whitewashed the temple wall and,S2,1.1233683636363638,55
UNMARKED,He whitewashed the temple wall and,A13.4,0.5304452777777776,36
UNMARKED,He whitewashed the temple wall and,Q3,0.14220814285714287,140
UNMARKED,He whitewashed the temple wall and,G2.1,0.7336398550724638,69
UNMARKED,He whitewashed the temple wall and,S1.1.3,0.19765135135135126,37
UNMARKED,He whitewashed the temple wall and,B5,0.11965973684210525,76
UNMARKED,He whitewashed the temple wall and,T1.1.1,0.6521425,24
UNMARKED,He whitewashed the temple wall and,A1.7,0.2588396000000001,25
UNMARKED,He whitewashed the temple wall and,L3,0.8203395,20
UNMARKED,He whitewashed the temple wall and,Z4,-0.5749667999999999,25
UNMARKED,He whitewashed the temple wall and,F4,0.5913762903225807,62
UNMARKED,He whitewashed the temple wall and,A4.2,-1.7258900000000001,36
UNMARKED,He whitewashed the temple wall and,E4.2,0.4102168181818182,22
UNMARKED,He whitewashed the temple wall and,L1,-0.21031035714285712,28
UNMARKED,He whitewashed the temple wall and,S7.2,-0.037950666666666674,30
UNMARKED,He whitewashed the temple wall and,Z6,0.716423552631579,76
UNMARKED,He whitewashed the temple wall and,X3.5,0.5657937499999999,32
UNMARKED,He whitewashed the temple wall and,K1,1.0226117391304348,23
UNMARKED,He whitewashed the temple wall and,X5.2,2.3226640350877195,57
UNMARKED,He whitewashed the temple wall and,K5.1,-0.05437646153846145,65
UNMARKED,He whitewashed the temple wall and,E4.1,1.3082062162162165,37
UNMARKED,He whitewashed the temple wall and,I2.2,0.5191343749999999,128
UNMARKED,He whitewashed the temple wall and,X4.2,0.6902095454545453,22
UNMARKED,He whitewashed the temple wall and,A2.2,-0.6070762962962964,27
UNMARKED,He whitewashed the temple wall and,O3,-1.4741529411764707,34
UNMARKED,He whitewashed the temple wall and,G1.2,-0.6379421739130433,23
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",Z8f,0.05047510508681084,6566
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",A7,0.1348547960670066,5492
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",Z6,0.036395809824422976,5069
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",A3,0.012958591091569495,5231
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",X9.1,0.07728366458240285,4478
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",Z5,0.06501776718112988,13736
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",A10,1.685397570093458,107
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",A9,0.12689338938053094,1130
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",M2,0.09497272463768112,345
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",Q1.2,0.21496461254612545,542
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",P1,0.09241220276757978,3541
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",I1.1,0.543852405063291,79
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",A5.1,0.38640161322645294,998
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",M6,0.0491413495575221,1356
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",T2,0.3037674939759036,415
MARKED,"Unless the student agreed to withdraw her formal complaint, the admissions office would not release her transcript, and so",X2.1,1.8965790243902438,41
