edge,pov,person,modal,v
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,inst,I,absent,-0.27554028250640206
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,inst,I,absent,0.26465285499368785
bigscience/bloom-7b1>bigscience/bloomz-7b1,inst,I,absent,0.06308876746957459
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,inst,I,absent,-0.015608402089055784
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,inst,I,absent,-0.08799952373973274
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,inst,I,absent,-0.38249297942319493
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,inst,I,absent,-0.2161993814741363
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,inst,I,absent,-0.07885105840045337
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,inst,I,absent,-0.06898153175364485
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,inst,I,absent,-0.19950961969546233
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,inst,I,absent,-0.14952394324003637
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,inst,I,absent,-0.3581278229957813
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,inst,I,absent,-0.21260422419259833
microsoft/phi-4>microsoft/phi-4-reasoning,inst,I,absent,-0.7649896196968655
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,inst,I,absent,0.0373981220462839
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,inst,I,absent,-0.026878959460750695
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,inst,I,absent,0.08363636626117754
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,inst,I,absent,-0.5865855720328041
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,inst,I,absent,-0.3813495809483093
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,inst,I,absent,0.004904256495268933
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,inst,I,absent,-0.33875885243542136
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,inst,I,absent,-0.42896272562275795
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,inst,I,absent,-0.2094450497951098
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,inst,I,absent,-0.31751231202610364
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,inst,I,absent,0.05481721824835628
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,inst,I,final,-0.09999764210955198
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,inst,I,final,-0.44694138630978286
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,inst,I,final,-0.18439875449484555
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,inst,I,final,0.011805578315348342
LLM360/Amber>LLM360/AmberSafe,inst,I,final,-0.2461099001003938
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,inst,I,final,-0.014002753070325391
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,inst,I,final,0.04309752600244615
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,inst,I,final,0.321386396967579
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,inst,I,final,-0.38319000535380654
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,inst,I,final,-0.39951116228129
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,inst,I,final,-0.09853860731496145
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,inst,I,final,-0.10195331451765655
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,inst,I,final,0.12664430886615974
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,inst,I,final,0.0653447010290793
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,inst,I,final,-0.28850338909226736
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,inst,I,final,-0.08148228315136286
bigscience/bloom-7b1>bigscience/bloomz-7b1,inst,I,final,-0.16089244003209424
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,inst,I,final,-0.2118312393720831
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,inst,I,final,0.03790677526064412
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,inst,I,final,-0.4600115318690641
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,inst,I,final,-0.055745745102832034
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,inst,I,final,-0.1294979963849161
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,inst,I,final,-0.2619898228671019
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,inst,I,final,-0.2993855961450303
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,inst,I,final,-0.12497799839990775
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,inst,I,final,-0.1044259210190519
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,inst,I,final,0.13692306107257557
microsoft/phi-4>microsoft/phi-4-reasoning,inst,I,final,0.01818243783580853
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,inst,I,final,-0.23569858983782782
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,inst,I,final,-0.07265515461157646
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,inst,I,final,-0.08105197075778336
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,inst,I,final,-0.41849610218074185
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,inst,I,final,-0.44631768727820936
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,inst,I,final,-0.39529197039906766
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,inst,I,final,-0.3808231604249498
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,inst,I,final,-0.7709076748344746
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,inst,I,final,-0.3841726088987077
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,inst,I,final,-0.11955755969753984
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,inst,I,final,-0.1606180002590163
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,inst,I,medial,0.21665678888492523
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,inst,I,medial,-0.6359181308144247
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,inst,I,medial,-0.08073558313362572
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,inst,I,medial,-0.14887854455520233
LLM360/Amber>LLM360/AmberSafe,inst,I,medial,-0.010845919389973813
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,inst,I,medial,-0.05207724079980369
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,inst,I,medial,-0.04471732464587097
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,inst,I,medial,0.24929058639451523
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,inst,I,medial,0.19451824407977486
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,inst,I,medial,0.20756685400120656
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,inst,I,medial,0.04950342815456088
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,inst,I,medial,0.22038918913189848
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,inst,I,medial,0.16811764922415728
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,inst,I,medial,-0.18036639435090995
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,inst,I,medial,0.1773044250238901
bigscience/bloom-7b1>bigscience/bloomz-7b1,inst,I,medial,0.1294570143084201
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,inst,I,medial,0.7724716424870981
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,inst,I,medial,0.08270531915226181
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,inst,I,medial,-0.17450436566397381
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,inst,I,medial,0.13015007355261488
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,inst,I,medial,0.6152423854143612
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,inst,I,medial,0.6326946986944276
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,inst,I,medial,0.5564813751797417
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,inst,I,medial,0.6710002581690927
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,inst,I,medial,0.27963236063361424
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,inst,I,medial,0.4711776956850786
microsoft/phi-4>microsoft/phi-4-reasoning,inst,I,medial,0.3078183934706487
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,inst,I,medial,-0.011636601232694721
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,inst,I,medial,0.06590021655811829
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,inst,I,medial,0.03228711704535958
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,inst,I,medial,-0.08941148415895417
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,inst,I,medial,-0.20139827577474123
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,inst,I,medial,-0.07230088168644594
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,inst,I,medial,-0.2091722101518993
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,inst,I,medial,-0.46750699951872526
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,inst,I,medial,0.07649229055138501
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,inst,I,medial,0.03349232707528771
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,inst,I,medial,-0.07897738892069844
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,inst,we,absent,0.18093424000602887
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,inst,we,absent,0.2950380071917521
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,inst,we,absent,-0.2458351434910595
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,inst,we,absent,0.03853557644953498
LLM360/Amber>LLM360/AmberSafe,inst,we,absent,0.09257227664983891
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,inst,we,absent,0.052885852391514554
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,inst,we,absent,0.7212351348088846
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,inst,we,absent,-0.28543627855459114
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,inst,we,absent,-0.12049759123038806
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,inst,we,absent,-0.4011192253189699
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,inst,we,absent,0.08730658727025231
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,inst,we,absent,-0.16570473594122914
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,inst,we,absent,0.03845106860644387
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,inst,we,absent,-0.21169513472831947
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,inst,we,absent,0.19488684784058263
bigscience/bloom-7b1>bigscience/bloomz-7b1,inst,we,absent,-0.08550296451710898
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,inst,we,absent,-0.22629580497247226
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,inst,we,absent,-0.14781359340097178
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,inst,we,absent,-0.06308289679662937
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,inst,we,absent,0.08990185463777767
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,inst,we,absent,-0.09314801072720602
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,inst,we,absent,-0.12689040236818344
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,inst,we,absent,-0.3813167481652876
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,inst,we,absent,-0.47475508481551487
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,inst,we,absent,-0.4916829019487928
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,inst,we,absent,-0.020717709656322025
microsoft/phi-4>microsoft/phi-4-reasoning,inst,we,absent,-0.5495849765491598
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,inst,we,absent,-0.05843601013102767
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,inst,we,absent,0.22860981593885832
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,inst,we,absent,-0.03155336548621379
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,inst,we,absent,-0.4492147813051425
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,inst,we,absent,-0.40195441255794345
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,inst,we,absent,-0.3469726624681365
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,inst,we,absent,-0.0058123708358579496
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,inst,we,absent,-0.09045000552703975
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,inst,we,absent,-0.370135026503417
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,inst,we,absent,-0.18733816574352413
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,inst,we,absent,0.4016872178338555
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,inst,we,final,-0.2483808339614288
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,inst,we,final,0.4437472447986065
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,inst,we,final,-0.20855164147292893
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,inst,we,final,0.051118059434987984
LLM360/Amber>LLM360/AmberSafe,inst,we,final,-0.05937555820607621
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,inst,we,final,0.1387629325570371
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,inst,we,final,-0.19691147868512954
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,inst,we,final,0.21216682363061135
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,inst,we,final,-0.269948792578079
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,inst,we,final,-0.04116143495636748
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,inst,we,final,-0.047202598736360124
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,inst,we,final,-0.047066128365624293
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,inst,we,final,-0.10870128030775161
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,inst,we,final,-0.3524810309291401
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,inst,we,final,0.14883111342061417
bigscience/bloom-7b1>bigscience/bloomz-7b1,inst,we,final,-0.1850481623220721
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,inst,we,final,0.05013512761644945
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,inst,we,final,0.008655927250441064
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,inst,we,final,-0.3645464293236894
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,inst,we,final,0.06492486223884775
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,inst,we,final,0.0010388367235079077
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,inst,we,final,-0.09907435159628508
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,inst,we,final,-0.22744933652227317
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,inst,we,final,0.20545798514777414
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,inst,we,final,-0.0950033584760338
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,inst,we,final,0.30318657453758263
microsoft/phi-4>microsoft/phi-4-reasoning,inst,we,final,0.07867111964119244
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,inst,we,final,-0.15317974617967606
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,inst,we,final,0.12852191636669896
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,inst,we,final,0.05937939867504527
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,inst,we,final,-0.15373003665445206
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,inst,we,final,-0.12576623383574725
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,inst,we,final,0.039908923385278516
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,inst,we,final,-0.15967149898928323
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,inst,we,final,-0.5013194498056732
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,inst,we,final,-0.4021115079517681
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,inst,we,final,0.002032850105465167
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,inst,we,final,-0.052269127129736415
01-ai/Yi-1.5-9B>01-ai/Yi-1.5-9B-Chat,inst,we,medial,0.06565782613624066
EleutherAI/pythia-6.9b>lomahony/eleuther-pythia6.9b-hh-dpo,inst,we,medial,0.5302903093455307
HuggingFaceTB/SmolLM2-360M>HuggingFaceTB/SmolLM2-360M-Instruct,inst,we,medial,0.12829077059328542
HuggingFaceTB/SmolLM3-3B-Base>HuggingFaceTB/SmolLM3-3B,inst,we,medial,-0.13328007075709825
LLM360/Amber>LLM360/AmberSafe,inst,we,medial,-0.010027528455196555
Qwen/Qwen2.5-0.5B>Qwen/Qwen2.5-0.5B-Instruct,inst,we,medial,0.38146054391923706
Qwen/Qwen2.5-7B>Qwen/Qwen2.5-7B-Instruct,inst,we,medial,0.24486040826973254
Qwen/Qwen3-8B-Base>Qwen/Qwen3-8B,inst,we,medial,0.2253407014528208
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,inst,we,medial,0.24974570608145322
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,inst,we,medial,0.034625696620009694
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,inst,we,medial,0.12386294274400667
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,inst,we,medial,0.16630982723161203
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Instruct,inst,we,medial,0.2731222842171913
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,inst,we,medial,0.10074411772444536
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,inst,we,medial,0.12011557715561144
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,inst,we,medial,0.14293615683669753
bigscience/bloom-7b1>bigscience/bloomz-7b1,inst,we,medial,0.015260760406163199
deepseek-ai/deepseek-llm-7b-base>deepseek-ai/deepseek-llm-7b-chat,inst,we,medial,0.6658923240776061
huggyllama/llama-7b>PKU-Alignment/beaver-7b-v1.0,inst,we,medial,-0.012983285796492494
m-a-p/CT-LLM-Base>m-a-p/CT-LLM-SFT-DPO,inst,we,medial,-0.1486571232206937
m-a-p/neo_7b>m-a-p/neo_7b_instruct_v0.1,inst,we,medial,0.1922008130585386
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT,inst,we,medial,0.4708544204730527
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-math-data,inst,we,medial,0.4987651465098997
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-persona-data,inst,we,medial,0.43420257753136826
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3-8B-SFT-no-wildchat-data,inst,we,medial,0.5511648346751423
meta-llama/Llama-3.1-8B>allenai/Llama-3.1-Tulu-3.1-8B,inst,we,medial,0.19046293798212294
meta-llama/Llama-3.1-8B>meta-llama/Llama-3.1-8B-Instruct,inst,we,medial,0.6676636029958115
microsoft/phi-4>microsoft/phi-4-reasoning,inst,we,medial,0.19545511727289566
mistralai/Mistral-7B-v0.1>HuggingFaceH4/zephyr-7b-beta,inst,we,medial,0.13470954524758222
openbmb/MiniCPM5-1B-Base>openbmb/MiniCPM5-1B,inst,we,medial,0.15766197954614003
stabilityai/stablelm-2-1_6b>stabilityai/stablelm-2-zephyr-1_6b,inst,we,medial,0.045155479727301606
tiiuae/Falcon-H1-1.5B-Base>tiiuae/Falcon-H1-1.5B-Instruct,inst,we,medial,0.07816028569290356
tiiuae/Falcon-H1-7B-Base>tiiuae/Falcon-H1-7B-Instruct,inst,we,medial,-0.08740304347220412
tiiuae/Falcon3-10B-Base>tiiuae/Falcon3-10B-Instruct,inst,we,medial,0.20847609943390633
tiiuae/Falcon3-1B-Base>tiiuae/Falcon3-1B-Instruct,inst,we,medial,-0.20930030808507338
tiiuae/Falcon3-3B-Base>tiiuae/Falcon3-3B-Instruct,inst,we,medial,-0.34997550754114737
tiiuae/Falcon3-7B-Base>tiiuae/Falcon3-7B-Instruct,inst,we,medial,-0.023415231424584848
togethercomputer/RedPajama-INCITE-Base-7B-v0.1>togethercomputer/RedPajama-INCITE-7B-Chat,inst,we,medial,-0.1653790829533393
zai-org/glm-4-9b-hf>zai-org/glm-4-9b-chat-hf,inst,we,medial,0.14500861698259992
