word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
friend	noun	0.6330	0.4674	78	0.000149	0.000160
shave	verb	0.6328	0.4707	27	0.000041	0.000092
pushing	verb	0.6326	0.5151	44	0.000067	0.000109
field	noun	0.6326	0.4740	75	0.000138	0.000141
act	verb	0.6323	0.4939	87	0.000825	0.001177
fractions	noun	0.6319	0.4272	31	0.000042	0.000082
order	verb	0.6319	0.4509	52	0.000092	0.000134
surfaced	verb	0.6319	0.3922	36	0.000049	0.000083
grab	verb	0.6314	0.4400	31	0.000044	0.000095
peeked	verb	0.6304	0.4759	21	0.000018	0.000071
lose	verb	0.6304	0.4253	92	0.001222	0.001591
treat	verb	0.6300	0.4955	90	0.000270	0.000352
shifted	verb	0.6300	0.4806	25	0.000025	0.000075
teammate	noun	0.6297	0.4393	39	0.000053	0.000089
sprinted	verb	0.6297	0.3743	64	0.000116	0.000167
retaliate	verb	0.6295	0.4260	28	0.000056	0.000110
fly	verb	0.6295	0.5095	72	0.000224	0.000307
deafening	verb	0.6290	0.4319	74	0.000135	0.000134
required	verb	0.6288	0.4813	50	0.000088	0.000123
sink	verb	0.6288	0.4846	72	0.000138	0.000195
skipping	verb	0.6285	0.4853	29	0.000033	0.000073
branches	noun	0.6283	0.4546	72	0.000131	0.000131
collarbone	noun	0.6281	0.4957	32	0.000042	0.000077
offer	verb	0.6276	0.4594	92	0.000365	0.000455
nostrils	noun	0.6274	0.4324	83	0.000155	0.000144
bread	noun	0.6274	0.4260	86	0.000170	0.000165
stared	verb	0.6267	0.5019	90	0.001973	0.002429
pleasant	adjective	0.6267	0.4520	26	0.000028	0.000068
sorry	adjective	0.6264	0.4889	44	0.000086	0.000160
steps	noun	0.6262	0.4636	85	0.000173	0.000165
fixed	verb	0.6259	0.4738	24	0.000028	0.000081
small	adjective	0.6257	0.4818	24	0.000032	0.000096
searched	verb	0.6255	0.5269	58	0.000124	0.000183
charged	verb	0.6255	0.4915	46	0.000095	0.000152
panic	verb	0.6252	0.4527	89	0.000589	0.000732
outside	adverb	0.6252	0.4147	86	0.000167	0.000155
Bernie	noun	0.6250	0.4130	84	0.000159	0.000145
stopping	verb	0.6248	0.4709	81	0.000261	0.000266
curl	verb	0.6248	0.4702	26	0.000028	0.000107
roared	verb	0.6248	0.4761	84	0.000173	0.000230
faded	verb	0.6245	0.3667	79	0.000148	0.000137
locking	verb	0.6243	0.5699	25	0.000037	0.000092
margins	noun	0.6243	0.5236	69	0.000121	0.000129
promised	verb	0.6243	0.4655	29	0.000039	0.000102
racing	verb	0.6241	0.5014	62	0.000122	0.000149
explode	verb	0.6241	0.4534	60	0.000147	0.000211
f	noun	0.6238	0.4008	57	0.000102	0.000138
hissed	verb	0.6238	0.4405	56	0.000128	0.000279
ingredients	noun	0.6236	0.4669	71	0.000127	0.000129
terminate	verb	0.6236	0.3736	90	0.000499	0.000551
waves	noun	0.6231	0.4851	23	0.000022	0.000066
passing	verb	0.6229	0.4679	83	0.000186	0.000186
skin	noun	0.6226	0.4608	83	0.000185	0.000194
scored	verb	0.6226	0.5248	26	0.000033	0.000087
retire	verb	0.6224	0.4957	70	0.000143	0.000160
definitely	adverb	0.6219	0.5543	29	0.000054	0.000172
relax	verb	0.6215	0.4227	78	0.000256	0.000317
peeled	verb	0.6215	0.4423	49	0.000081	0.000115
form	verb	0.6212	0.4218	61	0.000148	0.000211
parked	verb	0.6205	0.4558	26	0.000036	0.000073
Jack	noun	0.6205	0.4844	32	0.000050	0.000105
warm	adjective	0.6203	0.4000	89	0.000275	0.000324
answering	verb	0.6203	0.4811	56	0.000121	0.000174
meet	verb	0.6203	0.5099	65	0.000279	0.000424
lunged	verb	0.6200	0.5262	58	0.000142	0.000219
eventually	adverb	0.6198	0.5458	34	0.000060	0.000123
sunlight	noun	0.6196	0.4740	29	0.000036	0.000070
Dr	noun	0.6196	0.4310	78	0.000177	0.000205
tasted	verb	0.6196	0.4296	21	0.000026	0.000077
connect	verb	0.6196	0.4480	25	0.000028	0.000067
curse	noun	0.6191	0.4270	30	0.000054	0.000109
drive	verb	0.6191	0.5175	89	0.000223	0.000260
spike	noun	0.6191	0.4617	25	0.000028	0.000085
smash	verb	0.6184	0.4837	84	0.000357	0.000438
spilled	verb	0.6184	0.4879	24	0.000026	0.000104
exhaling	verb	0.6181	0.5198	22	0.000022	0.000061
slide	verb	0.6179	0.4416	74	0.000159	0.000168
snap	verb	0.6179	0.4388	90	0.000293	0.000313
sniffed	verb	0.6177	0.4603	37	0.000060	0.000105
trying	verb	0.6174	0.4655	83	0.000159	0.000148
burst	verb	0.6172	0.4901	91	0.000372	0.000431
loaded	verb	0.6172	0.5095	25	0.000028	0.000069
rest	verb	0.6170	0.5170	92	0.000341	0.000374
worked	verb	0.6170	0.4537	87	0.000195	0.000215
undergo	verb	0.6165	0.4731	73	0.000138	0.000154
connected	verb	0.6158	0.4974	58	0.000166	0.000255
slice	verb	0.6158	0.5118	92	0.000460	0.000467
pass	verb	0.6155	0.4962	68	0.000198	0.000263
sadness	noun	0.6153	0.3991	84	0.000159	0.000144
remembering	verb	0.6153	0.4369	53	0.000096	0.000130
fresh	adjective	0.6151	0.5097	57	0.000109	0.000129
astronomy	noun	0.6151	0.4402	73	0.000135	0.000143
wine	noun	0.6151	0.4442	92	0.000190	0.000181
stage	noun	0.6148	0.3894	23	0.000025	0.000061
giggle	verb	0.6146	0.4518	44	0.000112	0.000180
expensive	adjective	0.6146	0.5248	24	0.000025	0.000062
winced	verb	0.6144	0.4617	21	0.000021	0.000090
demonstrate	verb	0.6144	0.5468	51	0.000099	0.000157
combine	verb	0.6139	0.4879	87	0.000337	0.000379
creak	noun	0.6139	0.5047	35	0.000049	0.000080
suggests	verb	0.6139	0.4055	32	0.000049	0.000090
soak	verb	0.6139	0.4716	68	0.000124	0.000124
more	adverb	0.6134	0.4648	83	0.000176	0.000160
motioned	verb	0.6132	0.4577	33	0.000050	0.000120
worry	verb	0.6125	0.4208	54	0.000142	0.000298
forest	noun	0.6120	0.5083	82	0.000287	0.000345
visit	verb	0.6113	0.5395	88	0.000276	0.000349
gone	verb	0.6111	0.4771	76	0.000145	0.000138
grabbing	verb	0.6111	0.5109	23	0.000025	0.000086
crave	verb	0.6111	0.4653	28	0.000042	0.000121
contacted	verb	0.6108	0.4575	77	0.000159	0.000174
peace	noun	0.6108	0.3965	73	0.000134	0.000130
frowned	verb	0.6106	0.4742	38	0.000074	0.000151
absolutely	adverb	0.6101	0.5194	39	0.000066	0.000115
trained	verb	0.6094	0.4225	20	0.000019	0.000056
ravine	noun	0.6094	0.5217	75	0.000138	0.000134
vacate	verb	0.6092	0.4712	50	0.000087	0.000097
flames	noun	0.6089	0.4393	92	0.000241	0.000254
stairs	noun	0.6089	0.4950	86	0.000173	0.000156
leaning	verb	0.6087	0.4412	42	0.000075	0.000119
withhold	verb	0.6087	0.4267	50	0.000109	0.000164
protect	verb	0.6085	0.5239	92	0.001670	0.001884
collect	verb	0.6078	0.5496	21	0.000025	0.000076
threatened	verb	0.6078	0.4527	88	0.000858	0.001113
eyed	verb	0.6078	0.4447	25	0.000029	0.000080
issue	verb	0.6075	0.5057	30	0.000054	0.000130
various	adjective	0.6073	0.4792	59	0.000131	0.000174
danced	verb	0.6073	0.4953	23	0.000032	0.000079
wake	verb	0.6073	0.5078	38	0.000067	0.000153
submerged	verb	0.6070	0.4868	42	0.000067	0.000107
cold	adjective	0.6068	0.5061	90	0.000326	0.000372
glow	verb	0.6066	0.4686	25	0.000039	0.000098
sheer	adjective	0.6063	0.4712	31	0.000043	0.000071
spines	noun	0.6063	0.4950	24	0.000028	0.000059
needed	verb	0.6061	0.3951	73	0.000153	0.000172
couldn	verb	0.6059	0.4735	49	0.000092	0.000126
text	verb	0.6059	0.5180	31	0.000042	0.000073
forcibly	adverb	0.6056	0.4797	46	0.000093	0.000167
urgently	adverb	0.6056	0.3733	61	0.000107	0.000115
steal	verb	0.6054	0.4913	85	0.000269	0.000343
examine	verb	0.6042	0.4828	70	0.000227	0.000305
withdraw	verb	0.6040	0.4839	28	0.000042	0.000108
cough	verb	0.6040	0.3951	63	0.000187	0.000287
shattered	verb	0.6040	0.5005	79	0.000443	0.000514
dear	noun	0.6035	0.4586	91	0.000397	0.000406
meditate	verb	0.6035	0.4055	39	0.000074	0.000156
violated	verb	0.6035	0.4759	43	0.000086	0.000140
hauled	verb	0.6033	0.4721	46	0.000092	0.000176
water	verb	0.6030	0.4991	29	0.000036	0.000072
entrance	noun	0.6030	0.4546	89	0.000311	0.000299
twist	verb	0.6030	0.4865	50	0.000115	0.000180
violates	verb	0.6026	0.4442	24	0.000029	0.000075
drowning	noun	0.6023	0.4764	65	0.000117	0.000119
Thursday	noun	0.6018	0.4653	77	0.000146	0.000135
glanced	adjective	0.6016	0.4981	25	0.000032	0.000075
woman	noun	0.6016	0.4676	77	0.000149	0.000140
begin	verb	0.6016	0.3984	91	0.000540	0.000656
adrenaline	noun	0.6016	0.4355	35	0.000050	0.000078
dark	noun	0.6014	0.4719	80	0.000268	0.000306
didn	verb	0.6011	0.4745	23	0.000040	0.000103
dug	verb	0.6011	0.4939	23	0.000032	0.000096
gasp	noun	0.6009	0.4745	46	0.000075	0.000094
branch	noun	0.6007	0.4409	72	0.000135	0.000127
pausing	verb	0.6004	0.4943	57	0.000113	0.000137
government	noun	0.6004	0.4825	77	0.000145	0.000133
wound	noun	0.6004	0.4915	57	0.000109	0.000106
can	verb	0.6004	0.4662	52	0.000092	0.000115
collapse	noun	0.6000	0.4998	58	0.000102	0.000109
apologized	verb	0.5997	0.4322	20	0.000021	0.000111
planted	verb	0.5992	0.4383	63	0.000135	0.000196
exiting	verb	0.5992	0.5156	39	0.000089	0.000166
disappearing	verb	0.5992	0.4568	56	0.000154	0.000224
strike	verb	0.5990	0.4983	68	0.000173	0.000224
learn	verb	0.5988	0.4426	88	0.001129	0.001435
ready	adjective	0.5985	0.4998	63	0.000110	0.000120
performed	verb	0.5983	0.4887	23	0.000028	0.000070
compared	verb	0.5981	0.4922	33	0.000049	0.000071
son	noun	0.5981	0.4724	76	0.000149	0.000141
stagger	adjective	0.5981	0.4745	73	0.000137	0.000127
regret	noun	0.5978	0.4669	80	0.000155	0.000134
twisted	adjective	0.5978	0.4601	73	0.000226	0.000263
forgot	verb	0.5976	0.4525	38	0.000080	0.000130
race	verb	0.5971	0.4518	75	0.000146	0.000140
stutter	noun	0.5971	0.4605	45	0.000074	0.000090
diced	verb	0.5969	0.4483	43	0.000071	0.000087
catch	noun	0.5969	0.5165	23	0.000028	0.000054
hoarse	adverb	0.5969	0.4542	20	0.000021	0.000053
glancing	verb	0.5966	0.4589	52	0.000116	0.000160
tore	verb	0.5964	0.5373	33	0.000068	0.000123
amounted	verb	0.5964	0.4145	25	0.000032	0.000070
describe	verb	0.5962	0.4445	46	0.000082	0.000097
setting	verb	0.5962	0.4884	63	0.000142	0.000176
stretch	verb	0.5959	0.5194	23	0.000028	0.000078
collapsing	verb	0.5959	0.4485	64	0.000117	0.000139
smiled	verb	0.5957	0.4889	91	0.002335	0.002624
patted	verb	0.5955	0.4513	67	0.000208	0.000304
November	noun	0.5955	0.4802	34	0.000049	0.000075
plugged	verb	0.5952	0.4702	65	0.000117	0.000117
counter	noun	0.5952	0.4164	79	0.000152	0.000135
boarding	noun	0.5952	0.4520	53	0.000090	0.000105
drown	verb	0.5945	0.4702	26	0.000038	0.000086
flip	verb	0.5943	0.5248	79	0.000183	0.000191
introduced	verb	0.5940	0.5128	25	0.000032	0.000058
warn	verb	0.5940	0.4738	45	0.000102	0.000172
seems	verb	0.5938	0.5522	53	0.000092	0.000100
nuzzled	verb	0.5936	0.5024	23	0.000028	0.000078
peel	verb	0.5936	0.4981	37	0.000060	0.000091
rocky	noun	0.5936	0.4201	66	0.000121	0.000127
campaign	verb	0.5929	0.4851	25	0.000032	0.000062
starting	verb	0.5926	0.4031	39	0.000072	0.000102
leveled	verb	0.5924	0.5272	72	0.000148	0.000160
watched	verb	0.5922	0.4546	92	0.003820	0.004269
endure	verb	0.5922	0.5180	35	0.000078	0.000158
jaw	noun	0.5919	0.4792	77	0.000148	0.000131
crushed	verb	0.5917	0.5128	29	0.000049	0.000125
everything	noun	0.5917	0.4957	74	0.000206	0.000249
hid	verb	0.5917	0.4868	26	0.000047	0.000085
fracture	noun	0.5917	0.4828	26	0.000033	0.000064
forgotten	verb	0.5917	0.5116	60	0.000106	0.000111
everyone	noun	0.5914	0.4813	92	0.000579	0.000621
swing	noun	0.5914	0.4395	75	0.000142	0.000130
pang	noun	0.5914	0.4582	71	0.000155	0.000177
joining	verb	0.5912	0.4655	23	0.000032	0.000081
holding	verb	0.5912	0.4586	26	0.000035	0.000066
happiness	noun	0.5910	0.5009	83	0.000162	0.000145
blame	verb	0.5910	0.4620	22	0.000043	0.000101
sweat	noun	0.5910	0.4816	61	0.000110	0.000110
anything	noun	0.5910	0.4641	52	0.000103	0.000160
lie	verb	0.5907	0.4745	91	0.000410	0.000477
heart	noun	0.5907	0.4272	37	0.000064	0.000090
filed	verb	0.5907	0.4128	85	0.000188	0.000173
guide	verb	0.5905	0.5418	37	0.000059	0.000092
grant	verb	0.5905	0.5047	59	0.000103	0.000111
girl	noun	0.5905	0.4319	74	0.000138	0.000134
fish	noun	0.5903	0.4764	85	0.000181	0.000156
benches	noun	0.5898	0.4837	71	0.000131	0.000125
quiet	adjective	0.5898	0.4159	21	0.000025	0.000067
remain	verb	0.5896	0.5163	92	0.002596	0.002731
bind	verb	0.5893	0.5338	55	0.000144	0.000195
several	adjective	0.5893	0.4679	21	0.000028	0.000070
softly	adverb	0.5893	0.4941	92	0.000858	0.000901
roast	noun	0.5891	0.4048	23	0.000028	0.000057
therefore	adverb	0.5891	0.5284	68	0.000136	0.000143
chased	verb	0.5888	0.4610	24	0.000039	0.000083
often	adverb	0.5888	0.3814	39	0.000068	0.000090
extracted	verb	0.5884	0.4712	27	0.000036	0.000070
scan	verb	0.5884	0.4563	69	0.000154	0.000179
finish	verb	0.5881	0.4842	40	0.000094	0.000131
reaching	verb	0.5879	0.4386	55	0.000131	0.000167
adding	verb	0.5879	0.3937	35	0.000060	0.000096
fed	verb	0.5877	0.4648	87	0.000217	0.000195
rise	verb	0.5877	0.4116	42	0.000074	0.000123
howl	verb	0.5874	0.4816	82	0.000283	0.000329
embankment	noun	0.5874	0.4757	40	0.000064	0.000083
calculated	verb	0.5874	0.4674	29	0.000047	0.000069
climb	verb	0.5872	0.4022	72	0.000279	0.000367
quit	verb	0.5872	0.5683	92	0.000604	0.000660
frustration	noun	0.5870	0.5345	39	0.000063	0.000080
loudly	adverb	0.5870	0.5163	90	0.000445	0.000500
offering	verb	0.5870	0.4440	60	0.000106	0.000112
switched	verb	0.5870	0.4986	60	0.000171	0.000227
destroy	verb	0.5867	0.4586	92	0.001964	0.002116
Tuesday	noun	0.5867	0.3998	81	0.000156	0.000137
once	adverb	0.5867	0.4608	34	0.000050	0.000082
submit	verb	0.5865	0.4119	78	0.000298	0.000395
mild	adjective	0.5865	0.4506	30	0.000043	0.000067
threaded	verb	0.5860	0.4910	27	0.000038	0.000060
compress	verb	0.5860	0.4660	31	0.000045	0.000065
knelt	verb	0.5860	0.5222	65	0.000161	0.000191
crackle	noun	0.5860	0.4523	21	0.000025	0.000051
stomped	verb	0.5858	0.4497	38	0.000080	0.000128
measured	verb	0.5855	0.5317	21	0.000049	0.000083
sprint	verb	0.5853	0.4913	51	0.000089	0.000098
pumped	verb	0.5851	0.4367	34	0.000060	0.000088
hallway	noun	0.5848	0.5132	20	0.000026	0.000057
continuing	verb	0.5848	0.4783	71	0.000243	0.000306
re	verb	0.5848	0.4929	34	0.000060	0.000105
chose	verb	0.5848	0.4310	44	0.000081	0.000113
cooked	adjective	0.5846	0.4750	51	0.000089	0.000102
perfect	adjective	0.5846	0.4896	91	0.000209	0.000200
aim	verb	0.5846	0.5128	35	0.000057	0.000099
human	noun	0.5844	0.4757	52	0.000102	0.000119
lied	verb	0.5841	0.4494	25	0.000039	0.000087
ride	verb	0.5841	0.5383	51	0.000121	0.000213
reached	verb	0.5841	0.4164	92	0.001624	0.001789
realizing	verb	0.5841	0.4433	79	0.000268	0.000338
entered	verb	0.5839	0.5130	50	0.000113	0.000146
convulse	verb	0.5836	0.4435	26	0.000048	0.000114
snatched	verb	0.5836	0.5940	39	0.000078	0.000111
investigate	verb	0.5834	0.4539	43	0.000142	0.000231
god	noun	0.5834	0.4901	82	0.000270	0.000285
recover	verb	0.5834	0.4818	37	0.000078	0.000105
later	adverb	0.5832	0.4038	91	0.000493	0.000569
may	verb	0.5832	0.4943	38	0.000066	0.000091
approach	noun	0.5832	0.4301	49	0.000081	0.000094
farewell	noun	0.5832	0.4159	35	0.000053	0.000075
sought	verb	0.5829	0.5057	20	0.000025	0.000066
drag	verb	0.5829	0.4641	87	0.000229	0.000249
settle	verb	0.5827	0.4905	33	0.000062	0.000099
forgot	noun	0.5827	0.5123	33	0.000060	0.000085
morning	noun	0.5827	0.4901	21	0.000025	0.000051
marched	verb	0.5827	0.4901	87	0.000304	0.000311
spent	verb	0.5822	0.4081	84	0.000251	0.000260
gag	verb	0.5820	0.4445	64	0.000238	0.000325
applied	verb	0.5818	0.5024	79	0.000376	0.000427
shook	verb	0.5818	0.4882	91	0.001056	0.001241
darkly	adverb	0.5818	0.4267	43	0.000118	0.000165
fondle	verb	0.5815	0.4275	76	0.000180	0.000183
tucked	verb	0.5815	0.4794	20	0.000025	0.000064
fled	verb	0.5815	0.5135	63	0.000181	0.000244
urge	noun	0.5813	0.4962	83	0.000201	0.000199
stirred	verb	0.5813	0.4835	82	0.000404	0.000449
salad	noun	0.5813	0.4497	73	0.000138	0.000126
unloaded	verb	0.5813	0.5307	21	0.000028	0.000055
loneliness	noun	0.5813	0.4948	41	0.000067	0.000082
giving	verb	0.5808	0.3840	58	0.000133	0.000174
twisted	verb	0.5808	0.5539	83	0.000401	0.000460
fastened	verb	0.5806	0.5151	72	0.000191	0.000206
undress	verb	0.5806	0.4757	86	0.000429	0.000498
only	adjective	0.5803	0.5170	78	0.000166	0.000157
jump	noun	0.5803	0.4974	81	0.000156	0.000136
spine	noun	0.5801	0.4754	89	0.000216	0.000211
toasted	verb	0.5792	0.4480	57	0.000102	0.000101
sitting	verb	0.5792	0.4799	89	0.000318	0.000320
instruct	verb	0.5787	0.4738	22	0.000029	0.000060
calling	verb	0.5787	0.4471	80	0.000255	0.000312
neighborhood	noun	0.5787	0.5113	56	0.000100	0.000106
cloudy	adjective	0.5784	0.4776	81	0.000170	0.000150
leaping	verb	0.5784	0.4969	35	0.000056	0.000075
boat	noun	0.5780	0.4563	77	0.000173	0.000160
cheap	adjective	0.5780	0.5454	45	0.000078	0.000085
packed	verb	0.5777	0.5033	28	0.000040	0.000065
even	adverb	0.5777	0.5038	65	0.000184	0.000232
kneel	verb	0.5775	0.4539	22	0.000042	0.000094
clear	adjective	0.5775	0.4750	79	0.000230	0.000234
fished	verb	0.5775	0.4683	32	0.000050	0.000080
landed	verb	0.5773	0.5043	77	0.000273	0.000338
shut	verb	0.5770	0.4435	78	0.000291	0.000343
tapped	verb	0.5770	0.4804	41	0.000090	0.000155
shouting	verb	0.5766	0.4797	45	0.000078	0.000097
considered	verb	0.5766	0.5437	33	0.000053	0.000085
crush	verb	0.5766	0.4612	35	0.000084	0.000146
slash	verb	0.5763	0.5144	86	0.000309	0.000321
implied	verb	0.5763	0.4145	20	0.000024	0.000057
collapsed	verb	0.5763	0.4612	54	0.000110	0.000157
divide	verb	0.5763	0.4603	28	0.000065	0.000093
icy	noun	0.5761	0.4946	61	0.000114	0.000116
noted	verb	0.5761	0.5151	87	0.000455	0.000497
cursed	verb	0.5756	0.4622	35	0.000071	0.000103
concentrate	verb	0.5756	0.4497	20	0.000025	0.000051
hide	verb	0.5756	0.4905	80	0.000341	0.000408
yell	verb	0.5754	0.4865	75	0.000266	0.000318
discontinue	verb	0.5754	0.4452	20	0.000025	0.000051
stand	verb	0.5754	0.5035	92	0.000961	0.001075
deep	adjective	0.5751	0.4447	37	0.000064	0.000093
darkness	noun	0.5747	0.5288	83	0.000291	0.000318
thanked	verb	0.5747	0.5409	27	0.000039	0.000069
ring	verb	0.5747	0.4338	51	0.000091	0.000091
search	verb	0.5744	0.5229	92	0.000836	0.000994
hoarsely	adverb	0.5744	0.5028	54	0.000095	0.000103
reassurances	noun	0.5742	0.4582	22	0.000029	0.000054
lovely	adjective	0.5742	0.4830	32	0.000049	0.000067
Democrats	noun	0.5742	0.4986	66	0.000124	0.000117
proceeded	verb	0.5740	0.4733	92	0.001193	0.001407
release	verb	0.5740	0.5324	69	0.000183	0.000228
now	adverb	0.5737	0.5595	91	0.000958	0.001054
injured	verb	0.5737	0.4757	60	0.000138	0.000179
swallowed	verb	0.5737	0.4908	80	0.000202	0.000207
hand	verb	0.5735	0.4787	24	0.000047	0.000062
rolled	verb	0.5733	0.5203	27	0.000057	0.000111
supposed	verb	0.5733	0.5243	28	0.000042	0.000060
spoon	noun	0.5733	0.4853	57	0.000123	0.000130
showered	verb	0.5733	0.4712	44	0.000078	0.000088
physics	noun	0.5733	0.4877	23	0.000032	0.000066
rinse	verb	0.5730	0.4889	27	0.000038	0.000059
inhaled	verb	0.5730	0.4631	60	0.000165	0.000228
clipped	verb	0.5728	0.4542	35	0.000056	0.000089
didn't	adverb	0.5728	0.5057	58	0.000302	0.000532
unbutton	noun	0.5725	0.5220	20	0.000028	0.000060
sliding	verb	0.5723	0.4901	21	0.000028	0.000084
shattered	adjective	0.5723	0.4681	54	0.000096	0.000108
baby	noun	0.5723	0.5879	32	0.000049	0.000070
heat	noun	0.5721	0.4908	52	0.000131	0.000152
spend	verb	0.5721	0.4702	92	0.002146	0.002349
rushed	verb	0.5721	0.5057	65	0.000167	0.000206
out	adverb	0.5718	0.5137	24	0.000040	0.000063
heal	verb	0.5718	0.5005	23	0.000039	0.000108
wave	noun	0.5718	0.5026	89	0.000319	0.000307
spice	noun	0.5718	0.4265	52	0.000092	0.000097
yearn	verb	0.5716	0.4475	36	0.000064	0.000124
margin	noun	0.5716	0.4291	60	0.000110	0.000108
chanted	verb	0.5716	0.4612	65	0.000130	0.000122
knew	verb	0.5716	0.4648	84	0.000332	0.000356
encouraged	verb	0.5714	0.4636	24	0.000036	0.000075
October	noun	0.5714	0.5369	37	0.000060	0.000076
strawberries	noun	0.5714	0.4608	24	0.000035	0.000053
coffee	noun	0.5709	0.4650	39	0.000070	0.000100
ban	verb	0.5709	0.4560	72	0.000138	0.000123
snorted	verb	0.5709	0.5073	35	0.000057	0.000073
waiting	noun	0.5707	0.4532	50	0.000088	0.000106
sting	noun	0.5707	0.4253	83	0.000259	0.000252
graveyard	noun	0.5704	0.4601	39	0.000064	0.000079
ache	noun	0.5704	0.4787	33	0.000060	0.000082
pop	noun	0.5704	0.4393	82	0.000167	0.000140
scrape	verb	0.5704	0.4695	32	0.000054	0.000098
shallow	noun	0.5702	0.4627	30	0.000046	0.000063
same	adjective	0.5702	0.4754	53	0.000095	0.000100
massaged	verb	0.5699	0.4449	33	0.000053	0.000075
closing	verb	0.5699	0.4350	66	0.000145	0.000142
much	adverb	0.5699	0.4934	84	0.000191	0.000175
pour	verb	0.5699	0.5591	31	0.000053	0.000094
handing	noun	0.5697	0.4981	75	0.000145	0.000126
forth	adverb	0.5697	0.4724	61	0.000113	0.000112
closed	verb	0.5697	0.4128	91	0.001149	0.001333
blow	verb	0.5695	0.4494	60	0.000146	0.000153
defend	verb	0.5692	0.4965	90	0.000384	0.000409
broken	verb	0.5692	0.4142	88	0.000290	0.000301
neglect	verb	0.5690	0.4664	25	0.000056	0.000102
dwell	verb	0.5690	0.4688	23	0.000042	0.000094
continue	verb	0.5690	0.4835	91	0.000688	0.000823
noticing	verb	0.5688	0.5470	59	0.000159	0.000188
stole	verb	0.5688	0.4790	55	0.000134	0.000169
cave	verb	0.5685	0.4698	45	0.000077	0.000087
cleaned	verb	0.5685	0.4716	33	0.000061	0.000091
chop	verb	0.5685	0.4575	73	0.000229	0.000253
center	noun	0.5685	0.4584	45	0.000087	0.000114
promising	verb	0.5685	0.4501	24	0.000035	0.000054
soda	noun	0.5683	0.4693	49	0.000085	0.000093
read	verb	0.5681	0.4461	92	0.001006	0.001080
fall	verb	0.5681	0.5766	92	0.000681	0.000725
boy	noun	0.5678	0.4575	76	0.000156	0.000146
choose	verb	0.5678	0.4187	88	0.000455	0.000500
grasped	verb	0.5676	0.4695	88	0.000373	0.000377
shove	verb	0.5676	0.4776	28	0.000045	0.000074
violently	adverb	0.5671	0.3974	32	0.000049	0.000081
pluck	verb	0.5671	0.4858	21	0.000028	0.000048
kicking	verb	0.5666	0.3830	71	0.000142	0.000136
help	verb	0.5666	0.4249	92	0.002852	0.003240
change	verb	0.5666	0.5723	92	0.001789	0.002020
screamed	verb	0.5666	0.5404	90	0.001100	0.001283
build	verb	0.5666	0.5024	92	0.001603	0.001797
buried	verb	0.5664	0.4426	62	0.000141	0.000182
moved	verb	0.5664	0.4643	91	0.001149	0.001366
strip	verb	0.5662	0.4813	66	0.000187	0.000234
informed	verb	0.5659	0.5333	30	0.000052	0.000087
ocean	noun	0.5659	0.5090	82	0.000176	0.000151
signaled	verb	0.5657	0.4423	21	0.000028	0.000051
knit	verb	0.5655	0.5057	20	0.000026	0.000052
dove	verb	0.5655	0.4024	26	0.000039	0.000058
tree	noun	0.5652	0.5180	91	0.000275	0.000275
church	noun	0.5645	0.5076	63	0.000131	0.000132
commanded	verb	0.5643	0.5038	21	0.000029	0.000052
elation	noun	0.5643	0.4988	73	0.000141	0.000124
doctor	noun	0.5640	0.5139	29	0.000045	0.000059
bear	verb	0.5640	0.5168	22	0.000047	0.000115
halls	noun	0.5640	0.5210	31	0.000047	0.000065
company	noun	0.5638	0.4728	24	0.000036	0.000053
chili	noun	0.5638	0.5014	23	0.000033	0.000055
straps	noun	0.5638	0.4622	29	0.000044	0.000063
reduce	verb	0.5631	0.4998	53	0.000111	0.000132
attempted	verb	0.5631	0.5302	55	0.000119	0.000177
river	noun	0.5629	0.4672	92	0.000382	0.000383
side	verb	0.5629	0.4943	52	0.000127	0.000169
safety	noun	0.5629	0.5269	28	0.000058	0.000084
woods	noun	0.5626	0.4253	91	0.000333	0.000331
helped	verb	0.5626	0.4431	92	0.000767	0.000870
soup	noun	0.5624	0.5229	33	0.000057	0.000075
sued	verb	0.5621	0.4962	67	0.000132	0.000115
profanities	noun	0.5619	0.4929	28	0.000050	0.000079
clasped	verb	0.5617	0.4544	26	0.000039	0.000092
discipline	verb	0.5617	0.4953	34	0.000056	0.000073
swing	verb	0.5617	0.4941	83	0.000212	0.000217
dream	verb	0.5612	0.4830	56	0.000184	0.000264
slung	noun	0.5610	0.4934	20	0.000028	0.000044
soothing	verb	0.5610	0.5406	28	0.000043	0.000061
chemical	noun	0.5607	0.4998	22	0.000032	0.000050
thank	noun	0.5607	0.4705	46	0.000103	0.000134
roof	noun	0.5605	0.4941	89	0.000271	0.000270
Hillary	noun	0.5605	0.4846	80	0.000159	0.000131
feel	verb	0.5605	0.4650	92	0.005717	0.005902
incoherently	adverb	0.5605	0.4499	25	0.000053	0.000083
skim	verb	0.5605	0.5043	60	0.000110	0.000109
charge	verb	0.5603	0.5019	86	0.000428	0.000446
outstretched	verb	0.5603	0.4662	36	0.000060	0.000073
finished	verb	0.5600	0.4794	70	0.000192	0.000196
rushing	verb	0.5600	0.5125	50	0.000092	0.000105
draw	verb	0.5600	0.4712	89	0.000533	0.000613
became	verb	0.5600	0.5829	92	0.000527	0.000527
March	noun	0.5600	0.6030	60	0.000112	0.000104
