word	proj	n_cells
stopping	0.084370	262
gunned	0.084058	24
tucked	0.083499	2082
topped	0.082673	119
flutter	0.081652	37
oppose	0.081236	62
dismantle	0.081223	8
banged	0.080767	111
apply	0.080508	794
helping	0.080319	49
met	0.079589	528
backed	0.078808	445
fashioned	0.078760	20
sung	0.078716	13
ceased	0.078406	21
loaned	0.078248	25
draped	0.078171	295
beholding	0.077799	3
drained	0.076823	127
inscribed	0.076391	187
demote	0.076007	40
scratched	0.075866	325
retch	0.073621	70
lasted	0.072103	2
waved	0.071983	1519
pretends	0.071973	1
shine	0.071595	8
whooped	0.071070	1
pummeled	0.069967	18
cruised	0.069941	13
rely	0.069838	24
counted	0.069810	966
pounce	0.069795	5
seen	0.069589	37
dangled	0.069170	46
disallow	0.069162	1
earn	0.068835	16
waded	0.068561	98
committing	0.068435	2
abused	0.068341	23
remind	0.068239	923
reversed	0.067973	10
straddle	0.067524	35
lettered	0.067196	1
flicked	0.066871	883
brimming	0.066325	1
owned	0.064343	4
relates	0.064010	2
ravaged	0.063774	6
occurred	0.063581	168
tricked	0.062925	8
smother	0.062752	21
acting	0.062748	2
fatigued	0.062746	1
proved	0.062436	109
relocate	0.062039	42
melt	0.061801	97
plopping	0.061742	3
creased	0.061199	1
nods	0.060703	3
retype	0.060141	1
nicked	0.059891	10
consumed	0.059775	27
burns	0.059724	1
queuing	0.059689	1
bound	0.058687	49
summarize	0.058284	28
attended	0.057240	156
lied	0.056968	703
erase	0.056234	62
given	0.055274	68
declined	0.054515	212
exemplifies	0.053933	6
jeer	0.053796	4
gazing	0.052915	3
dismember	0.051917	1
argued	0.051889	134
telephoned	0.048510	4
pummel	0.048394	71
reopen	0.048168	58
travelled	0.048133	17
anoint	0.047901	2
vowed	0.046785	360
starved	0.046753	41
held	0.046411	10929
administered	0.046114	248
ignited	0.045157	77
preen	0.044655	1
doled	0.044534	2
launching	0.044309	23
repent	0.043508	52
combine	0.043258	93
elected	0.042797	2
slinking	0.042473	3
thudding	0.042470	1
stomp	0.042420	34
ingested	0.042419	1
deposited	0.041813	833
splashing	0.041745	2
refusing	0.041685	8
barged	0.041568	6
discarded	0.040926	64
studying	0.040385	3
continued	0.040359	6472
braced	0.040334	64
barred	0.040269	20
paralyze	0.039566	1
pray	0.038818	525
bobbed	0.038633	3
help	0.038537	1572
relocating	0.038431	1
reclined	0.038019	39
clicking	0.037999	9
craned	0.037496	1
researched	0.037071	1
evidenced	0.037067	1
fixing	0.036999	1
using	0.036702	42
resist	0.036396	130
forcing	0.036191	30
evicted	0.035910	45
shoot	0.035624	708
listen	0.035429	392
worshiped	0.035224	90
denouncing	0.035122	1
circled	0.033618	82
tallied	0.033390	2
bob	0.033270	13
defaced	0.033116	233
flogged	0.033042	4
reminded	0.032691	192
employed	0.032661	1
rinsing	0.032517	1
marked	0.032274	246
prevent	0.031607	37
repeat	0.031422	210
coated	0.031321	8
barking	0.031258	2
straighten	0.030936	7
buttoned	0.030096	43
erased	0.029419	75
hoped	0.028720	914
hugged	0.028603	984
eluded	0.028492	1
bicycling	0.028055	1
reined	0.027763	14
expelled	0.027097	10
replies	0.026999	7
multiply	0.026608	5
sabotaged	0.026457	42
snatched	0.025841	417
play	0.025730	1356
deleting	0.025315	2
swooped	0.025263	14
divided	0.024309	112
made	0.023905	20659
infringed	0.023626	1
lashed	0.023557	28
conceded	0.023533	1
peeped	0.023361	4
fished	0.022957	230
use	0.022790	3676
chopping	0.022634	1
hammering	0.022495	2
plastered	0.021789	50
baptizing	0.021529	4
nodding	0.020920	48
forget	0.020541	260
undressed	0.020403	83
thumped	0.020260	9
spelled	0.019971	3
added	0.019396	5800
gobbled	0.019199	4
speculated	0.019180	1
crave	0.018623	63
tweeted	0.018175	35
plagiarized	0.018157	12
consists	0.018146	5
splashed	0.017627	236
conned	0.017436	1
disavow	0.017290	1
demonstrate	0.017174	75
masturbate	0.016612	177
whips	0.016215	2
storming	0.015759	91
embarrass	0.015489	7
re-write	0.015265	2
emerge	0.014812	1
hobbled	0.014544	2
caressing	0.014482	16
re-sign	0.014294	3
directed	0.013106	339
skinned	0.012951	25
spoil	0.012432	4
swore	0.012290	703
floored	0.012189	9
refreshed	0.012089	2
betray	0.011638	79
panting	0.011631	8
wove	0.010896	14
penalize	0.010835	19
shown	0.010653	21
purring	0.009999	2
awaited	0.009372	12
writhed	0.009368	9
coincided	0.008007	4
affected	0.007910	1
strumming	0.007218	2
invade	0.006666	2
learned	0.005789	884
co-signed	0.005785	4
hosted	0.005529	5
wept	0.005512	755
decreed	0.005370	1
answered	0.005206	319
swinging	0.004678	33
dismantled	0.004153	5
stubbed	0.004122	82
agreed	0.003954	1110
smeared	0.003462	275
marveled	0.002975	108
threatening	0.002947	116
bolted	0.002725	315
devour	0.002708	57
implied	0.002677	113
seem	0.002654	12
instructed	0.002636	807
taught	0.002635	179
brandishing	0.002552	2
bumped	0.002202	39
earned	0.002054	110
escalated	0.001982	3
depart	0.001841	16
wrap	0.001648	65
re-open	0.000677	5
failed	0.000562	575
retrieve	0.000338	17
photographed	0.000131	44
writhing	-0.000077	10
helped	-0.000717	2473
entered	-0.001045	1675
dangling	-0.001488	1
disintegrate	-0.001716	11
stumble	-0.001839	79
squeaked	-0.001881	1
rename	-0.002027	3
hospitalize	-0.002219	7
covered	-0.002651	1715
include	-0.002679	456
flushed	-0.002814	76
pry	-0.002848	19
staggered	-0.003065	27
scarred	-0.003127	1
penned	-0.003533	7
holding	-0.004714	75
jolted	-0.005128	3
installed	-0.005522	688
reshaped	-0.006004	1
greet	-0.006251	40
unrolled	-0.006396	13
revoke	-0.006669	20
reprimanded	-0.007437	16
upgraded	-0.008630	3
detained	-0.009064	59
admitting	-0.009198	15
graze	-0.009292	10
conceive	-0.010432	5
clamped	-0.010565	32
responded	-0.010575	243
prayed	-0.010685	2638
banished	-0.010868	5
air	-0.010974	85
wraps	-0.011245	3
led	-0.012431	2638
betrayed	-0.012880	55
undermine	-0.012943	3
touching	-0.013402	42
herded	-0.013639	12
tipped	-0.014120	185
spitting	-0.014281	12
drooped	-0.014636	1
flog	-0.014688	28
prepped	-0.015010	1
desecrated	-0.015067	370
clap	-0.015142	18
flicking	-0.015175	2
arriving	-0.015386	21
scaled	-0.016775	9
evict	-0.016779	308
countered	-0.017271	3
reused	-0.017722	2
singing	-0.018173	31
riddled	-0.019522	1
returning	-0.019902	628
dreaming	-0.019924	5
bulldozed	-0.020415	6
revealing	-0.020417	8
refinancing	-0.020690	3
canceled	-0.021678	32
reflects	-0.022672	27
imagining	-0.023322	1
wagged	-0.023326	7
yield	-0.023363	6
skipping	-0.024190	16
shone	-0.024600	89
describing	-0.025285	23
forgave	-0.025688	20
bless	-0.026226	13
warned	-0.026444	1125
loaded	-0.026538	181
glows	-0.027271	1
remain	-0.027862	668
cringe	-0.028299	6
skated	-0.029345	28
stun	-0.029566	1
elbowed	-0.030194	10
hurrying	-0.030217	81
pledged	-0.030521	59
replied	-0.031179	586
swapped	-0.031213	87
worshipped	-0.031303	256
drift	-0.031384	26
pass	-0.032539	264
powered	-0.033420	29
removing	-0.033896	21
apprehend	-0.034431	2
glowed	-0.034814	2
cooed	-0.035436	51
reached	-0.035456	3238
bolting	-0.036468	13
palmed	-0.036931	18
obey	-0.037092	342
laced	-0.037222	37
sworn	-0.037241	4
complied	-0.037311	11
heard	-0.037533	2467
conclude	-0.037987	119
tipping	-0.038239	1
recounted	-0.038253	31
warn	-0.038601	341
construct	-0.039147	20
piloted	-0.039168	2
laughing	-0.039818	24
insert	-0.040394	31
quoted	-0.040505	37
fiddling	-0.040590	1
refer	-0.040664	523
sorted	-0.041367	150
flocked	-0.042090	1
transformed	-0.042694	34
gagged	-0.042743	23
spooned	-0.043130	169
indicates	-0.043166	101
spied	-0.043235	52
ushering	-0.043451	13
bothering	-0.043812	2
resealed	-0.044041	5
urinate	-0.044651	11
sneaking	-0.045517	6
revert	-0.045712	2
escorted	-0.046058	346
recognise	-0.046669	6
explode	-0.047779	294
abducted	-0.047810	1
retrieving	-0.047820	2
cracked	-0.047958	392
petitioned	-0.048462	1
reschedule	-0.048985	1
abolish	-0.049505	3
swim	-0.049706	9
invite	-0.049896	64
marched	-0.050091	644
swatted	-0.050140	18
rinse	-0.050330	23
spliced	-0.050597	25
refuses	-0.050890	8
tidying	-0.051053	4
cheer	-0.051361	3
paraded	-0.051371	13
tapped	-0.051575	815
routed	-0.051647	1
waived	-0.051846	3
gyrate	-0.052237	3
reverse	-0.052374	71
slammed	-0.052866	3243
emphasizes	-0.052926	7
kneeling	-0.052981	1
raises	-0.053007	99
fading	-0.053935	1
impregnate	-0.053982	1
impaled	-0.054317	1
drenched	-0.055115	11
imagined	-0.055833	135
lashing	-0.056342	1
knead	-0.056604	32
freeze	-0.056978	36
figured	-0.057379	237
watching	-0.057414	68
remarry	-0.057588	2
wrapped	-0.057709	2035
thrive	-0.058426	1
decorate	-0.058827	2
blinded	-0.058970	1
squashed	-0.059241	23
swear	-0.059519	7
sorting	-0.059920	1
annihilate	-0.060339	17
decrease	-0.060719	11
resisted	-0.060746	7
laugh	-0.061014	523
dreamed	-0.061544	77
dig	-0.061756	188
sprinted	-0.062033	264
bequeathed	-0.062583	15
listed	-0.063086	116
tearing	-0.063495	2
pored	-0.063718	1
deteriorate	-0.063981	16
initialed	-0.064344	62
weep	-0.064385	750
inflicted	-0.064675	14
stammer	-0.064994	5
rescued	-0.065074	42
poised	-0.065355	27
follows	-0.065728	19
sidestepped	-0.065966	1
swiped	-0.066132	253
flagged	-0.066241	1
fold	-0.066376	21
strangle	-0.067007	534
stuttered	-0.067568	1
confiscated	-0.068052	21
divides	-0.068374	1
ripping	-0.068442	1
rappelled	-0.068625	3
dine	-0.069116	1
angered	-0.069574	3
involves	-0.069733	61
caress	-0.069868	210
playing	-0.070606	55
cared	-0.071089	52
jog	-0.071319	10
forgo	-0.071768	6
barricaded	-0.072513	15
dug	-0.072667	766
groomed	-0.072825	10
edged	-0.073257	5
urged	-0.073533	520
mend	-0.073606	2
chomp	-0.073725	1
pointing	-0.073978	72
shatter	-0.074118	115
spent	-0.074450	2236
bayoneted	-0.075597	4
wiped	-0.075761	2063
planned	-0.076312	312
wean	-0.076667	1
scrimped	-0.077339	1
wake	-0.077356	93
looped	-0.077873	51
funded	-0.077970	7
looking	-0.078656	460
obliterated	-0.079121	1
plotted	-0.079569	3
halted	-0.079598	13
sing	-0.079701	579
wadded	-0.079771	4
smuggled	-0.080009	32
preached	-0.080952	50
spill	-0.080974	9
directing	-0.081237	2
inhaled	-0.081506	401
wondered	-0.081581	1791
memorize	-0.082558	2
edit	-0.083799	56
unite	-0.083868	19
refused	-0.084114	1769
messed	-0.084124	16
ladled	-0.084714	44
galloped	-0.084869	53
mixed	-0.085181	486
hurtled	-0.085185	12
wipe	-0.085265	133
unscrewed	-0.085470	53
clambered	-0.085614	41
violates	-0.085747	28
preserve	-0.085772	15
crimped	-0.086128	1
recall	-0.087125	15
defecated	-0.087493	113
forgotten	-0.088246	28
remit	-0.088481	2
grounded	-0.090008	10
preaching	-0.090100	28
rewired	-0.090134	15
bowed	-0.090248	1299
teach	-0.090495	554
demanding	-0.090919	46
look	-0.091146	4241
shuffled	-0.091632	261
flavoring	-0.092439	1
borrowed	-0.092709	328
repaint	-0.092946	3
swigged	-0.093681	6
muscled	-0.094439	1
barb	-0.094740	6
became	-0.094956	1190
diagnosed	-0.095788	31
shuddered	-0.095837	28
disinherit	-0.095908	3
kneel	-0.096121	48
ejaculate	-0.096283	1
assume	-0.096319	457
surfed	-0.096669	3
invited	-0.097292	1203
allowing	-0.097582	28
collected	-0.098077	325
argue	-0.098378	233
burrowed	-0.098798	3
grovel	-0.098811	1
manhandled	-0.099194	1
wag	-0.099268	5
unpack	-0.099399	7
barging	-0.099466	5
gathered	-0.099632	260
rewrote	-0.100127	4
withheld	-0.101184	12
positioned	-0.101194	178
prevented	-0.101800	80
upheld	-0.102383	3
engraved	-0.102449	85
swerved	-0.102612	83
gather	-0.102790	116
nibble	-0.102817	12
stoned	-0.103704	6
highlight	-0.103747	22
subsided	-0.103772	2
watered	-0.104313	80
cleaned	-0.105228	912
wheeled	-0.105400	121
suppress	-0.105784	5
injured	-0.105798	241
snapped	-0.105809	979
surfaced	-0.105883	24
flail	-0.105989	2
reneged	-0.106388	32
bother	-0.106555	19
woven	-0.106890	3
allowed	-0.106939	707
pretending	-0.107479	7
wonder	-0.107753	1037
avoid	-0.107820	717
faded	-0.108617	30
printed	-0.108697	193
ploughed	-0.109185	6
commanded	-0.109332	225
studied	-0.109414	1255
incinerated	-0.110286	3
littered	-0.110414	26
traded	-0.110558	37
clocked	-0.111055	32
shattered	-0.111075	1226
lathered	-0.111178	15
approve	-0.111298	261
refitted	-0.111327	2
flee	-0.111797	405
launched	-0.111807	132
cocked	-0.112304	175
pointed	-0.113191	3518
alter	-0.114293	19
tinkered	-0.114319	1
daubed	-0.114447	22
hoist	-0.114487	1
departed	-0.115207	106
slunk	-0.115523	42
reported	-0.115572	638
watch	-0.115621	395
squirm	-0.115827	151
drummed	-0.115873	1
offend	-0.115875	7
staring	-0.116255	14
reinvest	-0.117110	1
settled	-0.117403	1073
detain	-0.117564	39
requires	-0.118922	100
prompted	-0.119135	94
shoveled	-0.119183	5
publish	-0.119279	219
preach	-0.119553	72
punctured	-0.120286	78
frisked	-0.120632	17
swished	-0.121312	8
thank	-0.121983	702
seethe	-0.122445	2
smoked	-0.122477	237
strayed	-0.122965	1
confiscate	-0.123243	19
interviewed	-0.123985	9
awaken	-0.124206	12
dismiss	-0.124695	168
pacing	-0.124944	3
fined	-0.125447	5
tampered	-0.125753	15
splurged	-0.125872	13
swaggered	-0.126073	6
showered	-0.126532	57
hurling	-0.126983	15
contributed	-0.127516	34
donned	-0.127964	31
sanded	-0.128058	8
envisioned	-0.128208	1
omitted	-0.128489	2
tires	-0.128891	6
harassing	-0.128943	2
seize	-0.128982	25
masturbated	-0.129452	41
loves	-0.129832	2
brandished	-0.130738	68
forfeit	-0.132914	1
strewn	-0.133550	2
leaked	-0.133553	22
talk	-0.133637	3622
harden	-0.133674	13
awaiting	-0.133987	8
filled	-0.134191	1798
thrives	-0.134337	1
soothed	-0.134385	3
improve	-0.134580	49
relinquish	-0.134657	2
flapped	-0.135083	5
claimed	-0.135471	1444
fleeing	-0.135507	185
criticized	-0.135656	10
entwined	-0.136098	10
erected	-0.136124	301
disclose	-0.137402	86
becoming	-0.137588	2
collect	-0.137639	154
reduced	-0.137713	4
embarked	-0.138383	4
choose	-0.139015	265
straddled	-0.139235	119
advocated	-0.140051	1
lain	-0.140113	21
illustrate	-0.140626	4
blessed	-0.140660	255
doused	-0.141452	33
occupy	-0.141541	1
releasing	-0.141549	32
adore	-0.141911	4
clubbed	-0.142139	22
leaving	-0.142144	792
admit	-0.142163	327
spend	-0.142316	1436
rattle	-0.142340	7
handcuff	-0.142398	3
waddled	-0.143205	1
lopped	-0.143220	2
elevate	-0.143356	1
rasped	-0.143727	3
pawned	-0.143890	34
winded	-0.144097	1
buckled	-0.145171	56
disconnected	-0.145909	95
labeled	-0.146176	24
sealed	-0.146520	245
tended	-0.146682	66
boiled	-0.146758	13
invest	-0.147544	274
adopted	-0.147579	5
shuffle	-0.147708	1
responds	-0.149019	2
storing	-0.149268	2
recharge	-0.149350	1
withered	-0.150430	4
promoted	-0.150477	35
sneaked	-0.150490	126
devoured	-0.150537	29
inundated	-0.152143	1
squatted	-0.152824	46
stipulated	-0.152851	16
stare	-0.153004	107
deactivated	-0.153221	1
limping	-0.153667	1
crumple	-0.153884	134
sang	-0.153922	1192
launder	-0.154229	1
calm	-0.155182	63
cancelled	-0.155582	43
seared	-0.156032	1
swell	-0.156385	60
converted	-0.156506	23
unpacked	-0.156601	45
mistreat	-0.156841	1
pranced	-0.156970	1
cremated	-0.157075	13
mopping	-0.157819	1
assured	-0.157961	532
demolish	-0.157999	40
bewail	-0.158456	1
collided	-0.158807	38
hurried	-0.159127	2007
repainted	-0.159923	72
heaved	-0.160636	115
sever	-0.161169	6
append	-0.161465	1
pouted	-0.161679	1
demonstrated	-0.161853	67
breakfasted	-0.162577	1
tested	-0.162770	333
referring	-0.162850	2
folded	-0.162858	593
chalked	-0.163039	5
finished	-0.163240	328
stepping	-0.164066	304
attribute	-0.164804	1
gasped	-0.165587	646
curled	-0.165590	240
nibbled	-0.166283	77
repositioned	-0.166296	8
craved	-0.166462	2
constrict	-0.167151	12
decanted	-0.167187	1
grappled	-0.167969	6
paved	-0.168373	3
retracted	-0.169124	7
proffered	-0.169579	4
recuse	-0.169680	2
reaching	-0.170006	300
wailed	-0.170034	8
crowned	-0.170351	9
plundered	-0.170729	35
disrobe	-0.170819	20
wriggle	-0.170875	21
vacuuming	-0.171408	2
relented	-0.171931	4
prosecute	-0.172415	18
wed	-0.172616	4
lapsed	-0.173770	1
tacked	-0.173772	7
flirting	-0.173997	3
stalking	-0.174115	24
propped	-0.174441	135
crammed	-0.174532	17
strolling	-0.174568	7
wailing	-0.175129	1
emphasise	-0.175145	34
override	-0.175478	11
cling	-0.176965	7
began	-0.177010	18976
rework	-0.177186	1
inquired	-0.177431	73
banish	-0.177480	6
cultivated	-0.177788	5
deflated	-0.178105	21
shook	-0.178325	3738
rearranged	-0.178507	41
opt	-0.179179	8
refunded	-0.179799	7
urinated	-0.180539	344
confine	-0.181152	1
misread	-0.181358	1
mourn	-0.181695	24
sailed	-0.182440	55
collecting	-0.183721	3
clapping	-0.183773	10
operated	-0.183819	15
ejected	-0.184046	10
trained	-0.184306	44
nipped	-0.184554	33
converting	-0.184763	1
garnished	-0.184969	12
seduce	-0.185053	72
burgled	-0.185373	3
followed	-0.185613	2469
marvelled	-0.185702	10
heave	-0.186314	9
hosed	-0.186489	3
reduce	-0.186637	147
reside	-0.187042	8
forgot	-0.187778	889
make	-0.188203	7435
discovered	-0.189041	3326
remembered	-0.189158	467
divulged	-0.189225	2
churning	-0.189262	2
bellowing	-0.189266	1
demanded	-0.189780	2449
resisting	-0.189798	30
weaved	-0.189888	10
stitched	-0.189889	5
cuddled	-0.190101	196
debating	-0.190431	3
defied	-0.190446	2
caressed	-0.190838	393
hovered	-0.190851	16
noted	-0.190907	1327
gritted	-0.190940	40
learns	-0.192188	2
replacing	-0.192256	1
transform	-0.192376	87
glowered	-0.192915	2
shackled	-0.193334	9
cleared	-0.193363	213
protested	-0.193500	18
suffocated	-0.193932	27
instruct	-0.194185	21
thaw	-0.194833	3
trusted	-0.194855	3
enslave	-0.195399	27
tasted	-0.195879	214
clings	-0.195904	1
squawking	-0.195909	1
nodded	-0.195940	1653
remarried	-0.195980	1
divide	-0.196200	41
abandon	-0.196436	178
wavered	-0.198504	1
educate	-0.198524	12
rewarded	-0.198776	31
straining	-0.199713	7
tread	-0.199857	9
confessing	-0.201214	2
corkscrewed	-0.201219	1
disclosed	-0.201491	13
retreated	-0.201580	142
writhe	-0.201748	258
err	-0.201829	3
misses	-0.202831	6
clapped	-0.203646	45
exhibited	-0.203903	1
dividing	-0.204159	6
reinstalled	-0.204367	52
interjected	-0.204702	1
recover	-0.204997	20
steeped	-0.205305	4
performing	-0.205763	3
impress	-0.205819	54
tilted	-0.206020	158
smiled	-0.206295	7505
refrain	-0.206582	48
clad	-0.206622	1
panicked	-0.206821	17
trust	-0.207090	402
egged	-0.207158	1
downsize	-0.207274	6
protected	-0.207309	47
conspire	-0.207417	1
resubmitted	-0.207744	3
accelerate	-0.208495	4
retrain	-0.209059	1
disembark	-0.209101	21
decrypted	-0.209322	1
stretching	-0.209638	19
offering	-0.209903	149
recap	-0.210021	1
escalate	-0.210211	589
browsed	-0.210598	145
wandering	-0.210601	10
liberate	-0.211582	4
lagging	-0.211617	1
sprinkled	-0.211665	603
groped	-0.211675	171
searched	-0.211907	1019
faked	-0.212015	13
moored	-0.212325	8
fabricated	-0.212367	5
hurts	-0.212572	5
gutted	-0.212705	2
render	-0.212728	2
begun	-0.212774	37
creates	-0.212843	13
admitted	-0.212851	199
slurred	-0.213642	1
danced	-0.214013	693
anointed	-0.214053	45
rationed	-0.214246	1
obtained	-0.214889	83
retorted	-0.215041	12
waned	-0.215168	1
announcing	-0.216462	34
decided	-0.216470	4408
triumphed	-0.217129	1
posed	-0.217522	72
re-enter	-0.217770	12
revealed	-0.217827	644
outlined	-0.218106	5
straightened	-0.218420	290
dodged	-0.218630	8
terminate	-0.218667	315
invested	-0.218832	148
grieved	-0.218841	2
careened	-0.219729	4
strew	-0.219783	1
committed	-0.220522	177
outrun	-0.220673	1
sicken	-0.220798	10
exposed	-0.221124	175
adding	-0.221598	138
restrain	-0.221634	3
jerked	-0.221645	444
scream	-0.221992	1556
unbutton	-0.222615	129
logged	-0.222659	180
crowding	-0.222740	1
smudged	-0.223428	22
redeem	-0.223463	1
startle	-0.223763	2
stenciled	-0.224000	5
suckle	-0.224959	27
featured	-0.225060	4
mortgaged	-0.225234	9
stating	-0.225323	25
abandoned	-0.225344	82
snuffed	-0.225409	15
infer	-0.227443	2
prickling	-0.227515	28
hurting	-0.227518	3
cussed	-0.228194	2
borrow	-0.228842	28
expire	-0.229008	7
bridged	-0.229053	1
divulge	-0.229206	1
persisted	-0.229649	8
touched	-0.230253	1190
blink	-0.231255	18
stretches	-0.231654	1
avert	-0.232155	1
complaining	-0.232536	29
replaced	-0.232540	3266
protesting	-0.232596	2
hide	-0.232684	289
defiled	-0.232819	146
divert	-0.233065	5
decides	-0.233261	8
stepped	-0.233373	5645
permit	-0.233441	10
humped	-0.233916	2
described	-0.234468	175
explained	-0.234708	2144
listened	-0.234960	2226
attach	-0.235033	55
avenge	-0.235787	59
strutted	-0.235938	15
quavered	-0.236371	1
healed	-0.236555	22
infected	-0.236693	2
clasped	-0.236942	99
fled	-0.237143	1963
undermined	-0.237719	2
coughed	-0.237901	14
eff	-0.238659	1
suspect	-0.238993	548
resurrected	-0.239163	1
decide	-0.239397	498
related	-0.239868	11
tether	-0.239903	1
ached	-0.239973	1
learn	-0.240195	948
found	-0.240333	10602
repaired	-0.240621	203
hoisted	-0.241542	270
sloshing	-0.241794	1
contained	-0.241995	53
recommended	-0.243236	127
flush	-0.243446	68
sidled	-0.243603	4
designed	-0.243908	19
wrenched	-0.243928	43
regain	-0.244125	2
belittle	-0.244389	2
scold	-0.244791	24
insist	-0.244959	154
chanted	-0.245121	734
ranted	-0.245603	1
shake	-0.245830	679
receded	-0.245867	1
reinstate	-0.246031	17
lead	-0.246124	258
jotted	-0.246234	33
postpone	-0.246367	71
taped	-0.246373	72
trotting	-0.246396	2
become	-0.247353	1208
offer	-0.247421	715
announced	-0.247596	1011
unfastened	-0.247951	12
celebrating	-0.248045	1
forecasted	-0.248479	2
disposing	-0.248550	1
relieved	-0.248619	27
uphold	-0.248874	120
suffer	-0.249488	477
jostled	-0.249525	2
submerged	-0.249767	46
greeted	-0.249861	254
undermines	-0.250464	1
jot	-0.250571	2
corrected	-0.251046	22
pelted	-0.251219	9
slogged	-0.251256	1
anchored	-0.251323	6
reappeared	-0.251616	1
skipped	-0.251862	64
disowned	-0.252968	2
unhook	-0.252975	2
filmed	-0.253612	116
fidget	-0.253748	25
delayed	-0.253876	1
heals	-0.253922	1
benched	-0.254034	23
fastened	-0.254299	288
based	-0.254342	11
moisten	-0.254397	1
motioned	-0.254484	494
wiping	-0.254814	24
talked	-0.255262	937
ducking	-0.255368	6
forged	-0.255828	340
vibrate	-0.255961	10
nudge	-0.256615	1
woken	-0.256883	10
expecting	-0.257096	2
cursed	-0.257756	1165
assaulted	-0.258369	179
violated	-0.258487	195
unloaded	-0.258678	45
viewed	-0.258845	44
confess	-0.258925	146
raged	-0.259102	2
connected	-0.259111	535
transported	-0.259137	15
eliminate	-0.259938	70
smells	-0.260187	4
sobbing	-0.260480	2
untied	-0.260529	21
hauling	-0.261330	1
retake	-0.261577	16
braved	-0.261724	2
drafted	-0.261748	2
watched	-0.262108	11443
affixed	-0.262124	56
hustled	-0.262613	49
proclaiming	-0.262710	2
rescind	-0.262926	16
gossiped	-0.263070	12
disembarking	-0.263580	5
rescuing	-0.264082	2
suffocate	-0.264180	23
seduced	-0.265193	7
belonging	-0.265951	22
deduced	-0.266123	6
wasted	-0.266234	3
dismissed	-0.266578	39
enrolled	-0.267010	4
prosecuted	-0.267104	4
extinguished	-0.267571	138
lean	-0.267987	31
reapply	-0.268797	151
lodged	-0.268912	7
repackaged	-0.268991	1
dwell	-0.269146	40
admiring	-0.269176	1
promote	-0.270203	63
tend	-0.270214	3
resubmit	-0.270955	225
yank	-0.271314	60
underscores	-0.271760	19
scrawled	-0.271777	228
deserved	-0.271915	1
facing	-0.272044	11
tucking	-0.272046	12
recorded	-0.272209	360
practicing	-0.272263	4
socked	-0.272352	2
concede	-0.272812	63
sauntering	-0.272831	9
reiterate	-0.273089	102
disguised	-0.273304	6
clinked	-0.273805	10
beamed	-0.273979	6
lectured	-0.274146	11
spat	-0.274311	1243
owe	-0.274760	38
beeped	-0.275479	1
slurped	-0.275832	7
targeted	-0.276257	7
reveal	-0.276539	122
requested	-0.276604	945
weakened	-0.276877	1
exceeded	-0.277069	14
darting	-0.277226	10
stalked	-0.277276	284
snuggles	-0.277319	1
boasted	-0.278640	24
consume	-0.278705	5
approving	-0.278977	6
handcuffed	-0.279020	201
explain	-0.279186	2296
restore	-0.279769	14
spit	-0.280002	605
acquired	-0.281462	4
fasted	-0.281782	17
screamed	-0.281995	2664
spurred	-0.282410	70
stumbled	-0.282799	570
reattached	-0.283413	47
pretend	-0.283488	22
finds	-0.283767	64
toddled	-0.284044	1
striding	-0.284125	15
measured	-0.284194	82
knelt	-0.284371	1254
attract	-0.285233	6
vacate	-0.285476	141
speculating	-0.285681	1
rerouted	-0.286026	2
confide	-0.286224	56
produce	-0.286231	11
clutched	-0.286236	123
aimed	-0.286335	948
ushered	-0.286456	150
sought	-0.287937	182
ransacked	-0.288480	35
reclaim	-0.288565	2
swindled	-0.288715	1
guarded	-0.288870	29
wriggled	-0.289203	4
becomes	-0.290239	13
squandered	-0.290751	7
pertained	-0.290968	1
stoning	-0.291905	3
renounced	-0.292041	2
stunned	-0.292208	3
produced	-0.292286	147
immigrate	-0.292301	1
continue	-0.292313	1252
stared	-0.292769	6230
shooed	-0.293077	32
cease	-0.293182	15
realise	-0.293586	138
flirt	-0.293914	57
infused	-0.293920	2
backtracked	-0.294070	5
intimidate	-0.294182	33
redistributed	-0.294307	1
disappear	-0.294534	271
missed	-0.294619	1066
defended	-0.294908	5
caramelize	-0.295054	2
adhere	-0.295314	8
tinker	-0.295361	1
cackling	-0.296217	5
shouted	-0.296282	5890
reimburse	-0.296610	7
reach	-0.297210	464
yell	-0.297704	339
scooted	-0.299051	23
shielding	-0.299112	3
cursing	-0.299539	3
blushed	-0.299810	32
wondering	-0.300074	19
condemned	-0.301129	1
reconvene	-0.301180	1
strewed	-0.301576	4
crooned	-0.301868	1
confided	-0.302222	8
falter	-0.302687	6
applies	-0.302927	1
resembled	-0.302949	4
assure	-0.303897	6
anticipate	-0.305207	61
thickening	-0.306014	1
grope	-0.306451	21
concluded	-0.306594	215
weigh	-0.306636	30
thanked	-0.306854	757
ignoring	-0.307021	5
conjure	-0.307702	4
vanished	-0.307704	508
sealing	-0.307839	8
forego	-0.308048	1
defrauded	-0.308222	1
disgorged	-0.308645	3
settle	-0.308851	216
strolled	-0.309886	414
redirected	-0.310416	2
reroute	-0.311196	6
guaranteed	-0.311412	7
instructing	-0.311994	3
treaded	-0.312799	9
dismounted	-0.313067	5
reenter	-0.313359	18
inherited	-0.313709	4
humiliate	-0.313962	43
revoked	-0.314024	1
agree	-0.314478	746
invoked	-0.314578	78
snuggled	-0.314667	255
