word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
鞭打	verb	0.5433	0.5190	20	0.000147	0.000128
抛弃	verb	0.5415	0.4827	22	0.000428	0.000606
按	verb	0.5415	0.5519	28	0.000642	0.000965
碎石	noun	0.5415	0.5069	22	0.000160	0.000138
治疗	verb	0.5398	0.4740	23	0.000293	0.000275
剧痛	noun	0.5398	0.5069	24	0.000258	0.000281
倒入	verb	0.5398	0.4671	26	0.000306	0.000295
大海	noun	0.5398	0.5536	31	0.000387	0.000426
两人	noun	0.5398	0.4913	27	0.000619	0.000698
门口	noun	0.5398	0.5087	33	0.000791	0.000779
抚摸	verb	0.5398	0.4256	29	0.001386	0.001478
享受	verb	0.5381	0.5519	32	0.000873	0.001073
联合	adverb	0.5381	0.4913	26	0.000324	0.000296
今天	noun	0.5381	0.5242	22	0.000243	0.000291
教训	noun	0.5363	0.4740	25	0.000579	0.000617
提前	adverb	0.5363	0.5502	21	0.000294	0.000310
铁	verb	0.5363	0.4602	20	0.000147	0.000174
外面	noun	0.5363	0.4689	22	0.000271	0.000260
暂时	adverb	0.5363	0.5017	21	0.000370	0.000424
不已	adverb	0.5363	0.4775	23	0.000228	0.000241
转身	verb	0.5363	0.4740	33	0.004151	0.005017
那样	verb	0.5363	0.5190	23	0.000173	0.000140
向前	adverb	0.5363	0.6159	24	0.000350	0.000434
倒地	verb	0.5363	0.4792	32	0.000980	0.000944
存活	verb	0.5363	0.4983	26	0.000294	0.000281
流	verb	0.5346	0.4965	20	0.000256	0.000154
两大	adjective	0.5346	0.4827	20	0.000226	0.000224
怀疑	verb	0.5346	0.4377	32	0.005187	0.005160
生活	verb	0.5346	0.5796	26	0.000372	0.000365
天空	noun	0.5329	0.6713	34	0.001182	0.001418
扶	verb	0.5329	0.5502	30	0.000508	0.000579
玩	verb	0.5329	0.5052	33	0.000445	0.000401
水	noun	0.5329	0.3806	33	0.000587	0.000565
怀孕	verb	0.5329	0.4671	23	0.000364	0.000464
端	verb	0.5329	0.5398	23	0.000307	0.000316
然后	adverb	0.5329	0.5156	29	0.000797	0.000947
敢	verb	0.5329	0.5433	31	0.000318	0.000280
院子	noun	0.5329	0.5952	28	0.000281	0.000274
面前	noun	0.5311	0.4827	26	0.000341	0.000392
回	verb	0.5311	0.5657	28	0.000488	0.000691
树干	noun	0.5311	0.4862	20	0.000174	0.000155
骄傲	noun	0.5311	0.5190	24	0.000200	0.000140
感到高兴	verb	0.5294	0.5121	25	0.000295	0.000281
反抗	verb	0.5294	0.4533	31	0.001832	0.001914
期待	verb	0.5294	0.4706	23	0.000333	0.000374
自杀	verb	0.5294	0.5588	30	0.000980	0.001028
山	verb	0.5294	0.6851	25	0.000200	0.000154
用力	verb	0.5294	0.4602	33	0.004445	0.004753
伸出	verb	0.5294	0.4931	22	0.000361	0.000373
铁栅栏	noun	0.5294	0.5173	20	0.000147	0.000125
幸福	noun	0.5294	0.5381	20	0.000198	0.000212
烟雾	noun	0.5277	0.5727	20	0.000228	0.000249
鸡巴	noun	0.5260	0.5363	21	0.000301	0.000328
僵直	noun	0.5260	0.5156	23	0.000174	0.000141
非常	adverb	0.5260	0.4983	30	0.001023	0.001023
大腿	noun	0.5260	0.5156	29	0.000399	0.000379
罢工	verb	0.5260	0.4291	29	0.000280	0.000270
想起	verb	0.5260	0.4187	33	0.000855	0.000914
以	verb	0.5260	0.6298	27	0.001036	0.001179
深谷	adjective	0.5260	0.5744	27	0.000280	0.000238
鼓掌	verb	0.5242	0.5087	24	0.000186	0.000140
天	noun	0.5242	0.5069	22	0.000250	0.000318
轻轻	adverb	0.5225	0.5225	33	0.004410	0.004745
明白	verb	0.5225	0.4913	32	0.001957	0.001994
喊	verb	0.5225	0.4602	27	0.000281	0.000256
一道	adverb	0.5225	0.4879	21	0.000176	0.000155
渴望	verb	0.5225	0.5017	28	0.000703	0.000729
了一个	adverb	0.5225	0.4948	27	0.000885	0.001009
共和党	noun	0.5225	0.4913	27	0.000213	0.000154
投诉	verb	0.5208	0.5640	26	0.000547	0.000569
放	verb	0.5208	0.5311	30	0.000554	0.000579
占有	verb	0.5208	0.4066	24	0.000715	0.000878
夹克	noun	0.5208	0.5450	20	0.000202	0.000199
阴茎	adjective	0.5190	0.4810	31	0.000503	0.000511
接	verb	0.5190	0.4948	32	0.000628	0.000636
肚子	noun	0.5190	0.5571	29	0.000651	0.000718
感觉	verb	0.5190	0.5606	33	0.001489	0.001573
鹿皮	verb	0.5190	0.5450	22	0.000174	0.000175
站	verb	0.5173	0.4792	32	0.001665	0.001824
乳房	noun	0.5173	0.4862	26	0.000472	0.000456
战斗	noun	0.5173	0.4706	20	0.000315	0.000317
铁丝	noun	0.5173	0.4170	24	0.000186	0.000138
彻底	adverb	0.5173	0.5952	24	0.000581	0.000660
嫁给	verb	0.5156	0.4775	21	0.000509	0.000403
倒	verb	0.5156	0.5536	34	0.001746	0.001797
香烟	noun	0.5156	0.5571	21	0.000202	0.000206
握	verb	0.5156	0.5294	23	0.000322	0.000397
信	noun	0.5156	0.5190	24	0.000338	0.000364
逃避	verb	0.5156	0.4291	29	0.001298	0.001467
追	verb	0.5156	0.5917	24	0.000310	0.000358
忘记	verb	0.5156	0.5052	28	0.000726	0.000884
一起	adverb	0.5156	0.4913	33	0.001048	0.001009
账单	noun	0.5138	0.4706	20	0.000159	0.000113
吸	verb	0.5121	0.6228	24	0.000295	0.000296
口袋	noun	0.5121	0.4706	27	0.000254	0.000258
书页	noun	0.5121	0.6107	28	0.000227	0.000202
鼻子	noun	0.5121	0.5433	31	0.000987	0.001004
带	verb	0.5121	0.4637	29	0.000735	0.000743
包	noun	0.5121	0.5536	23	0.000187	0.000140
耳朵	noun	0.5121	0.5363	31	0.000724	0.000716
并	adverb	0.5121	0.6246	24	0.000378	0.000382
屋顶	noun	0.5104	0.5156	22	0.000254	0.000246
疏远	verb	0.5104	0.5104	20	0.000375	0.000378
想象	verb	0.5104	0.5450	20	0.000371	0.000490
悬崖	noun	0.5104	0.5138	32	0.000426	0.000513
头发	noun	0.5104	0.5311	32	0.000713	0.000693
身上	noun	0.5087	0.5156	34	0.000824	0.000672
发泄	verb	0.5087	0.5467	27	0.001112	0.001152
报复	verb	0.5087	0.5744	34	0.003446	0.003658
真	adverb	0.5087	0.5329	22	0.000242	0.000183
睡觉	verb	0.5087	0.4619	26	0.000376	0.000334
桌子	noun	0.5087	0.5311	28	0.000307	0.000303
拼命	verb	0.5087	0.3910	23	0.000270	0.000264
亲吻	verb	0.5087	0.5017	31	0.002281	0.002359
宇宙	noun	0.5069	0.4585	30	0.000523	0.000466
肩膀	noun	0.5069	0.5381	32	0.001685	0.001692
就开始	verb	0.5069	0.5433	22	0.000323	0.000398
爱情	noun	0.5052	0.4948	21	0.000405	0.000481
鹿肉	noun	0.5052	0.5571	25	0.000200	0.000188
背叛	verb	0.5052	0.4931	30	0.000694	0.000656
脚	noun	0.5052	0.5052	30	0.000524	0.000472
阻止	verb	0.5052	0.3789	30	0.000948	0.000828
精液	noun	0.5052	0.4740	23	0.000279	0.000283
一饮而尽	adverb	0.5052	0.5260	23	0.000349	0.000343
回家	verb	0.5052	0.6505	33	0.001000	0.001007
递	verb	0.5052	0.4723	22	0.000781	0.000874
卖掉	verb	0.5052	0.4879	23	0.000410	0.000377
打小	adjective	0.5052	0.5069	20	0.000291	0.000281
口水	noun	0.5035	0.3737	20	0.000324	0.000254
乳头	noun	0.5017	0.4775	21	0.000315	0.000363
脱掉	verb	0.5017	0.4758	26	0.000521	0.000432
生	verb	0.5017	0.5052	30	0.000970	0.000952
发	verb	0.5017	0.5675	25	0.000941	0.000881
瞄准	verb	0.5017	0.5606	29	0.000964	0.001068
喊叫	verb	0.5017	0.4844	20	0.000187	0.000166
射	noun	0.5000	0.5138	22	0.000296	0.000428
报警	verb	0.5000	0.5311	30	0.001037	0.000793
左	noun	0.4983	0.4533	24	0.000308	0.000293
下巴	noun	0.4983	0.4325	33	0.001041	0.000950
射击	verb	0.4983	0.5640	33	0.001458	0.001600
动手	verb	0.4983	0.5017	29	0.000821	0.000719
右手	noun	0.4983	0.6159	31	0.000427	0.000424
骨折	noun	0.4983	0.6505	23	0.000186	0.000127
的时候	noun	0.4983	0.4567	23	0.000642	0.000657
昏迷	verb	0.4965	0.4273	24	0.000358	0.000332
喝下去	verb	0.4965	0.5398	24	0.000227	0.000181
踢	verb	0.4965	0.4810	30	0.000895	0.000870
双手	noun	0.4948	0.5121	34	0.001245	0.001259
手腕	noun	0.4948	0.4844	29	0.000560	0.000538
嘴角	noun	0.4948	0.4429	31	0.000480	0.000411
木板	noun	0.4948	0.5260	21	0.000186	0.000155
变得	verb	0.4948	0.4740	34	0.005273	0.005270
受伤	verb	0.4948	0.4498	32	0.000449	0.000488
心	noun	0.4948	0.5761	22	0.000270	0.000275
离开	verb	0.4948	0.5363	34	0.012040	0.011790
只	adverb	0.4948	0.3270	22	0.000214	0.000211
下去	verb	0.4948	0.5225	33	0.000709	0.000780
终于	adverb	0.4948	0.5121	29	0.000618	0.000555
炒	verb	0.4931	0.4619	26	0.000465	0.000426
对不起	verb	0.4931	0.5017	24	0.000317	0.000328
马路	noun	0.4931	0.5502	28	0.000395	0.000339
厨房	noun	0.4913	0.5190	27	0.000467	0.000484
解开	verb	0.4913	0.4879	27	0.000837	0.000913
的声音	noun	0.4913	0.4827	24	0.000292	0.000251
里面	noun	0.4913	0.4187	27	0.000337	0.000282
殴打	verb	0.4913	0.5588	30	0.000638	0.000617
抱	verb	0.4913	0.5294	26	0.000579	0.000572
疼	verb	0.4913	0.6090	21	0.000229	0.000174
一阵	adverb	0.4913	0.5744	33	0.001189	0.001143
走廊	noun	0.4913	0.5657	26	0.000372	0.000401
敲	verb	0.4896	0.5467	30	0.000494	0.000454
当	verb	0.4896	0.5104	26	0.000588	0.000686
整理	verb	0.4896	0.4619	24	0.000285	0.000212
感觉到	verb	0.4896	0.5433	22	0.000442	0.000614
全身	noun	0.4896	0.4723	30	0.000720	0.000657
叫喊	verb	0.4896	0.5035	20	0.000175	0.000129
头上	noun	0.4879	0.5952	33	0.000562	0.000524
人群	noun	0.4879	0.4221	25	0.000403	0.000378
活	verb	0.4879	0.4429	34	0.000657	0.000735
道	verb	0.4879	0.5225	34	0.001066	0.001531
抽	verb	0.4879	0.5502	30	0.000763	0.000614
软绵绵	noun	0.4879	0.4792	22	0.000173	0.000125
渐渐	adverb	0.4879	0.4983	23	0.000426	0.000394
打开	verb	0.4862	0.5519	32	0.001444	0.001376
去找	verb	0.4844	0.3702	21	0.001281	0.001262
恶心	verb	0.4844	0.5138	30	0.000538	0.000483
植物	noun	0.4844	0.4671	29	0.000480	0.000435
自由	adjective	0.4844	0.4429	34	0.002295	0.002284
嘴中	noun	0.4844	0.4464	21	0.000200	0.000155
骨头	noun	0.4844	0.5294	21	0.000204	0.000157
放进	verb	0.4844	0.4394	23	0.000376	0.000329
高兴	verb	0.4844	0.4637	20	0.000217	0.000157
送	verb	0.4844	0.4533	20	0.000227	0.000192
对准	verb	0.4844	0.5121	24	0.000707	0.000768
学习	verb	0.4827	0.4827	32	0.001538	0.001775
耳边	noun	0.4827	0.4325	22	0.000256	0.000195
起来	verb	0.4810	0.5260	33	0.001606	0.001736
过来	verb	0.4810	0.4152	23	0.000285	0.000249
同时	adverb	0.4810	0.5087	21	0.000458	0.000463
大衣	noun	0.4810	0.4913	24	0.000253	0.000211
一下	adverb	0.4810	0.5433	24	0.000242	0.000202
唱歌	verb	0.4810	0.4498	22	0.000290	0.000317
沉默	noun	0.4810	0.4394	27	0.000929	0.000901
脏话	noun	0.4792	0.4879	26	0.000534	0.000591
三口	noun	0.4792	0.4896	20	0.000241	0.000209
唇	noun	0.4792	0.3910	26	0.000469	0.000416
每个人	noun	0.4792	0.5069	22	0.000347	0.000294
刺	verb	0.4792	0.5138	32	0.001593	0.001471
轮流	adverb	0.4775	0.4325	27	0.000455	0.000377
抽搐	verb	0.4775	0.4394	23	0.000283	0.000211
大声	adverb	0.4775	0.5052	31	0.000776	0.000970
咬	verb	0.4775	0.4256	28	0.000519	0.000464
枪	noun	0.4775	0.5398	25	0.000349	0.000294
房间	noun	0.4775	0.5571	33	0.000979	0.001008
点燃	verb	0.4775	0.4983	29	0.000511	0.000492
一棵树	noun	0.4758	0.4308	26	0.000277	0.000223
离	verb	0.4758	0.4412	30	0.001098	0.000877
眼睛	noun	0.4758	0.5692	32	0.001178	0.001295
大火	noun	0.4758	0.5484	28	0.000322	0.000281
臀部	noun	0.4740	0.5000	28	0.000516	0.000450
肉	noun	0.4740	0.5069	32	0.000533	0.000432
会	verb	0.4740	0.5260	33	0.000882	0.000846
数学	noun	0.4740	0.4619	28	0.000404	0.000335
忽然	adverb	0.4740	0.3875	29	0.000615	0.000543
伸手	verb	0.4723	0.4446	26	0.001158	0.001239
奶	noun	0.4723	0.5484	26	0.000438	0.000384
却	adverb	0.4723	0.4446	32	0.000612	0.000608
亲	verb	0.4723	0.5000	28	0.001157	0.001035
脸上	noun	0.4723	0.4412	32	0.001309	0.001257
地球	noun	0.4706	0.3806	27	0.000336	0.000343
割	verb	0.4706	0.4706	27	0.000696	0.000613
报仇	verb	0.4706	0.3702	25	0.000671	0.000660
看到	verb	0.4706	0.4256	33	0.001879	0.002261
撕扯	verb	0.4706	0.4550	22	0.000460	0.000334
生气	verb	0.4706	0.6280	26	0.000285	0.000195
同意	verb	0.4689	0.6349	24	0.000307	0.000254
爆炸	noun	0.4689	0.4758	30	0.000374	0.000310
胸前	noun	0.4689	0.4965	30	0.000576	0.000518
唱	verb	0.4689	0.5381	30	0.000482	0.000427
孩子	noun	0.4671	0.5225	34	0.002594	0.002476
窗户	noun	0.4671	0.4983	31	0.000608	0.000642
守护	verb	0.4671	0.4083	25	0.000431	0.000359
就要	verb	0.4671	0.4585	22	0.000289	0.000263
死掉	verb	0.4671	0.3979	29	0.000575	0.000490
身后	noun	0.4671	0.5225	26	0.000323	0.000286
床	noun	0.4671	0.4048	21	0.000202	0.000169
休息	verb	0.4654	0.4048	32	0.000385	0.000325
抓住	verb	0.4654	0.4827	32	0.003369	0.003490
互相	adverb	0.4637	0.4671	25	0.000399	0.000351
一直	adverb	0.4637	0.4446	26	0.000500	0.000530
酒	noun	0.4637	0.4152	25	0.000320	0.000395
草坪	noun	0.4619	0.4446	26	0.000280	0.000202
咽喉	noun	0.4619	0.4706	20	0.000162	0.000111
胸	noun	0.4619	0.4689	28	0.000670	0.000600
停	verb	0.4602	0.5225	21	0.000371	0.000363
裤子	noun	0.4602	0.4913	27	0.000427	0.000346
不要	adverb	0.4602	0.4913	34	0.000778	0.000821
为此	adverb	0.4602	0.4862	24	0.000520	0.000436
似乎	adverb	0.4602	0.4118	32	0.000560	0.000569
刺痛	adjective	0.4602	0.5156	20	0.000271	0.000218
工作	verb	0.4602	0.5329	33	0.000537	0.000499
拿出	verb	0.4602	0.4879	32	0.001170	0.001498
耳垂	noun	0.4602	0.4256	25	0.000343	0.000303
生育	verb	0.4585	0.4723	24	0.000295	0.000226
嘴	noun	0.4585	0.4204	30	0.000518	0.000437
黑	adjective	0.4585	0.4135	20	0.000217	0.000139
捶	noun	0.4585	0.4170	22	0.000415	0.000407
辞职	verb	0.4585	0.4533	30	0.000825	0.000727
用手	noun	0.4567	0.5190	34	0.004582	0.004054
后脑勺	noun	0.4567	0.4464	21	0.000266	0.000238
要求	verb	0.4567	0.5260	31	0.003020	0.002824
毁掉	verb	0.4567	0.3945	29	0.000721	0.000657
父亲	noun	0.4567	0.4913	33	0.000652	0.000633
挡	verb	0.4567	0.5087	23	0.000507	0.000469
大厅	noun	0.4567	0.5156	25	0.000452	0.000394
动物	noun	0.4550	0.5225	30	0.000518	0.000448
特朗普	noun	0.4550	0.5173	20	0.000160	0.000109
法国	noun	0.4533	0.3668	29	0.000375	0.000294
肩上	noun	0.4533	0.4429	25	0.000391	0.000308
最后	adjective	0.4533	0.5433	33	0.000787	0.000681
大	adjective	0.4533	0.5052	31	0.001021	0.000890
逃	verb	0.4533	0.3564	25	0.000526	0.000426
开枪	verb	0.4516	0.4723	32	0.002190	0.002101
娶	verb	0.4516	0.4325	30	0.001228	0.001117
手机	noun	0.4516	0.5830	26	0.000254	0.000228
救	verb	0.4498	0.3806	31	0.000839	0.000745
最	adverb	0.4498	0.3945	31	0.001265	0.000923
谢谢	verb	0.4498	0.4931	20	0.000335	0.000285
扣	verb	0.4498	0.5121	27	0.000755	0.000634
阳具	noun	0.4498	0.4394	23	0.000341	0.000266
开口	verb	0.4498	0.4325	21	0.000255	0.000186
祈祷	verb	0.4481	0.4550	22	0.000356	0.000253
脸	noun	0.4481	0.4481	32	0.001518	0.001460
挣脱	verb	0.4464	0.4394	21	0.000679	0.000514
房子	noun	0.4464	0.5017	27	0.000388	0.000297
山谷	noun	0.4464	0.3114	32	0.000397	0.000335
白色	adjective	0.4464	0.5069	20	0.000242	0.000171
不行	verb	0.4464	0.4706	20	0.000250	0.000311
下	verb	0.4446	0.4481	28	0.000593	0.000494
扣动	verb	0.4429	0.4325	25	0.000817	0.000744
在	verb	0.4429	0.4602	34	0.022999	0.021042
美	noun	0.4412	0.4343	20	0.000187	0.000110
胸膛	noun	0.4394	0.3253	29	0.000815	0.000737
没有	verb	0.4394	0.4498	30	0.001057	0.000933
直接	adverb	0.4394	0.3875	31	0.001908	0.001469
永远	adverb	0.4394	0.3841	33	0.001840	0.001667
为	verb	0.4394	0.5017	34	0.010993	0.010599
丈夫	noun	0.4394	0.4464	30	0.000413	0.000355
自由	adverb	0.4394	0.4516	24	0.000391	0.000286
路旁	noun	0.4394	0.3633	21	0.000185	0.000110
举起	verb	0.4394	0.4152	22	0.000586	0.000498
自杀	noun	0.4394	0.5087	33	0.001481	0.001265
征服	verb	0.4394	0.4118	20	0.000512	0.000305
手	noun	0.4394	0.5848	34	0.002022	0.001943
亲手	adverb	0.4394	0.4567	21	0.000515	0.000348
膝盖	noun	0.4394	0.4983	23	0.000332	0.000275
脖子	noun	0.4343	0.4446	32	0.001514	0.001410
醒	verb	0.4343	0.4273	28	0.000334	0.000259
死去	verb	0.4325	0.3979	34	0.001850	0.001636
挥	verb	0.4325	0.5848	25	0.000424	0.000297
说道	verb	0.4325	0.4429	29	0.001179	0.000823
吻	verb	0.4325	0.4498	31	0.003577	0.003029
已经	adverb	0.4325	0.3945	33	0.001263	0.001075
一个	adverb	0.4325	0.4533	34	0.012632	0.012790
帮	verb	0.4325	0.5156	29	0.000804	0.000721
活下去	verb	0.4325	0.4913	29	0.000596	0.000425
脱衣服	noun	0.4308	0.4879	24	0.000385	0.000279
一阵	noun	0.4308	0.4066	20	0.000228	0.000155
从	verb	0.4291	0.4014	34	0.000707	0.000634
腿	noun	0.4291	0.5606	30	0.000757	0.000658
害怕	verb	0.4291	0.4913	29	0.002151	0.001842
胸脯	noun	0.4291	0.4983	21	0.000361	0.000270
支付	verb	0.4273	0.5138	32	0.001087	0.000861
回来	verb	0.4273	0.3927	30	0.000561	0.000465
手上	noun	0.4273	0.5952	20	0.000269	0.000142
手指	noun	0.4256	0.5225	34	0.001470	0.001594
答应	verb	0.4256	0.4671	28	0.000348	0.000270
马上	adverb	0.4256	0.4152	31	0.000927	0.000708
一个人	noun	0.4256	0.4706	28	0.000471	0.000383
钱	noun	0.4256	0.4360	33	0.000631	0.000552
掌声	noun	0.4256	0.4170	20	0.000173	0.000098
服从	noun	0.4256	0.4983	23	0.000408	0.000342
开	verb	0.4239	0.5035	28	0.000859	0.000758
对面	noun	0.4221	0.3183	21	0.000254	0.000194
找	verb	0.4221	0.5225	34	0.007446	0.006756
路边	noun	0.4221	0.3633	33	0.000439	0.000360
看看	verb	0.4204	0.4204	30	0.000828	0.000653
黑色	noun	0.4187	0.4066	26	0.000400	0.000282
起诉	verb	0.4187	0.4014	27	0.001706	0.001414
是	verb	0.4187	0.4775	33	0.006097	0.004826
将	adverb	0.4170	0.4239	24	0.000470	0.000347
像	noun	0.4170	0.3979	22	0.000186	0.000109
后背	noun	0.4152	0.2941	32	0.000821	0.000666
道	noun	0.4152	0.4014	33	0.000935	0.000935
获得	verb	0.4152	0.4844	27	0.000629	0.000398
世界	noun	0.4152	0.3581	24	0.000386	0.000270
客厅	noun	0.4152	0.4100	24	0.000401	0.000282
猛	verb	0.4118	0.5363	23	0.000410	0.000293
大手	adjective	0.4118	0.4291	23	0.000280	0.000219
完全	adverb	0.4118	0.5017	29	0.000604	0.000555
舔	verb	0.4118	0.4740	25	0.000553	0.000387
头	noun	0.4118	0.5225	34	0.001163	0.001004
喝	verb	0.4100	0.3754	32	0.001340	0.001190
毁灭	verb	0.4100	0.4446	30	0.001556	0.001230
问	verb	0.4083	0.5848	34	0.002791	0.002355
火	noun	0.4083	0.5190	25	0.000320	0.000244
窗外	noun	0.4083	0.3149	21	0.000226	0.000130
担心	verb	0.4083	0.4567	33	0.001894	0.001502
我不	adverb	0.4083	0.4983	23	0.000319	0.000261
解雇	verb	0.4066	0.4446	32	0.000720	0.000563
抓	verb	0.4048	0.4879	29	0.000917	0.001518
爱	verb	0.4048	0.3841	31	0.003300	0.002787
摸	verb	0.4048	0.4325	23	0.000604	0.000431
买	verb	0.4048	0.5606	32	0.001423	0.001122
崖	noun	0.4048	0.3806	23	0.000269	0.000171
他就	adverb	0.4048	0.4706	20	0.000673	0.000432
腹部	noun	0.4031	0.3910	28	0.000832	0.000633
不错	verb	0.4014	0.5260	23	0.000347	0.000238
流血	verb	0.4014	0.4083	26	0.000628	0.000456
像	verb	0.4014	0.2664	34	0.004257	0.003936
还是	adverb	0.4014	0.4637	29	0.000711	0.000432
有点	adverb	0.3997	0.4412	24	0.001022	0.000564
坟	noun	0.3997	0.4343	22	0.000203	0.000112
来	verb	0.3997	0.4481	30	0.000888	0.000775
拿	verb	0.3979	0.4498	34	0.002546	0.002040
儿子	noun	0.3979	0.5087	34	0.001132	0.000932
撞	verb	0.3979	0.3910	31	0.000598	0.000543
跪	verb	0.3979	0.4775	29	0.000844	0.000611
楼梯	noun	0.3979	0.6747	29	0.000454	0.000351
四周	noun	0.3979	0.5606	23	0.000361	0.000229
好好	verb	0.3945	0.4844	23	0.000625	0.000400
很	adverb	0.3945	0.4498	33	0.001835	0.001578
拿起	verb	0.3945	0.5190	31	0.001943	0.001499
公路	noun	0.3945	0.5156	20	0.000200	0.000096
用	verb	0.3945	0.4187	34	0.030191	0.027615
解	verb	0.3945	0.4221	27	0.000828	0.000638
衬衫	noun	0.3910	0.4810	27	0.000397	0.000279
让	verb	0.3910	0.3945	34	0.014162	0.011496
嘴唇	noun	0.3910	0.3910	31	0.000874	0.000670
士兵	noun	0.3893	0.4360	26	0.000791	0.000561
女儿	noun	0.3875	0.4948	29	0.000647	0.000528
门	noun	0.3875	0.3287	29	0.000472	0.000302
的东西	noun	0.3875	0.3806	24	0.001976	0.001532
狠狠	adverb	0.3841	0.4879	27	0.001817	0.001400
有人	verb	0.3841	0.4256	33	0.000953	0.001014
好像	adverb	0.3841	0.4706	30	0.000373	0.000267
毁	verb	0.3841	0.5398	21	0.000427	0.000327
裁	verb	0.3841	0.6194	27	0.000292	0.000179
鞋	noun	0.3824	0.5000	22	0.000325	0.000194
保护	verb	0.3806	0.3495	34	0.003955	0.003333
看	verb	0.3806	0.4602	31	0.001034	0.000847
中国	noun	0.3772	0.5381	32	0.000615	0.000420
杀掉	verb	0.3772	0.3460	29	0.001063	0.000726
劈	verb	0.3772	0.4048	25	0.000411	0.000262
不想	verb	0.3737	0.4377	24	0.000281	0.000204
妈妈	noun	0.3737	0.3668	22	0.000439	0.000279
便	adverb	0.3737	0.3875	34	0.002624	0.001718
冲	verb	0.3720	0.4965	20	0.000378	0.000263
看见	verb	0.3720	0.3806	30	0.000859	0.000642
军队	noun	0.3702	0.4567	21	0.000456	0.000256
申请	verb	0.3685	0.4343	24	0.000551	0.000428
嫁	verb	0.3668	0.3910	23	0.000960	0.000679
叛逆	adjective	0.3668	0.5467	25	0.000436	0.000303
砍	verb	0.3651	0.4550	32	0.001427	0.001103
不再	adverb	0.3633	0.3114	34	0.002774	0.002341
脱	verb	0.3633	0.4723	30	0.001110	0.000825
都	adverb	0.3633	0.4585	32	0.000682	0.000488
现在	noun	0.3633	0.5121	21	0.000279	0.000152
告诉	verb	0.3633	0.4118	33	0.005906	0.004764
也	adverb	0.3633	0.3824	30	0.000892	0.000581
小	adjective	0.3633	0.4567	29	0.000982	0.000700
杯	noun	0.3633	0.4706	21	0.000332	0.000181
救护车	noun	0.3633	0.4671	21	0.000238	0.000138
大门	noun	0.3616	0.4429	26	0.000429	0.000282
一枪	noun	0.3616	0.4602	26	0.000996	0.000617
死亡	noun	0.3599	0.3875	34	0.002226	0.001905
付	verb	0.3599	0.4740	31	0.001131	0.000697
听见	verb	0.3599	0.3599	27	0.000536	0.000361
才	adverb	0.3564	0.2595	34	0.002660	0.002043
狠狠	verb	0.3564	0.4810	27	0.002748	0.001978
后悔	verb	0.3547	0.4498	26	0.001427	0.000933
创造	verb	0.3529	0.4913	33	0.000899	0.000837
这样	adjective	0.3529	0.3322	25	0.000553	0.000334
疯狂	verb	0.3529	0.4014	31	0.002184	0.001459
要	verb	0.3495	0.3218	34	0.009328	0.008304
揍	verb	0.3443	0.4516	26	0.001206	0.000771
幻想	verb	0.3426	0.4118	21	0.000460	0.000280
睡	verb	0.3426	0.3979	24	0.000378	0.000229
脑袋	noun	0.3426	0.4429	29	0.000806	0.000545
前者	noun	0.3408	0.5415	30	0.000771	0.000510
得到	verb	0.3391	0.3806	30	0.006739	0.005023
被打	verb	0.3391	0.3737	27	0.000531	0.000286
屁股	noun	0.3391	0.3633	31	0.000663	0.000461
知道	verb	0.3391	0.5121	33	0.006487	0.004651
就	adverb	0.3391	0.4464	34	0.011184	0.008089
没	verb	0.3391	0.4602	29	0.000613	0.000387
好	verb	0.3391	0.5087	33	0.001659	0.001293
杀人	verb	0.3374	0.4671	30	0.001233	0.000810
吃	verb	0.3374	0.4325	30	0.001288	0.000754
死	adjective	0.3374	0.4429	28	0.000653	0.000406
走到	verb	0.3356	0.3460	33	0.002174	0.001601
给	verb	0.3322	0.4048	34	0.010493	0.008083
女人	noun	0.3322	0.4429	31	0.001109	0.001025
做	verb	0.3322	0.4291	34	0.016970	0.014013
杀	verb	0.3287	0.4187	34	0.004629	0.003462
就是	adverb	0.3287	0.4913	29	0.001019	0.000613
被囚	verb	0.3270	0.4325	26	0.000550	0.000328
出去	verb	0.3253	0.4360	34	0.000963	0.000704
后者	noun	0.3253	0.5260	32	0.001018	0.000646
厌恶	verb	0.3235	0.4758	24	0.000906	0.000408
骂	verb	0.3218	0.4152	27	0.000731	0.000432
的是	verb	0.3201	0.3997	32	0.006315	0.005601
朝	verb	0.3183	0.2526	33	0.004120	0.002821
躲	verb	0.3183	0.4844	20	0.000385	0.000176
把手	verb	0.3149	0.3391	31	0.002438	0.001461
有	verb	0.3114	0.3183	33	0.003994	0.002689
5	noun	0.3114	0.3772	20	0.000948	0.000448
胳膊	noun	0.3097	0.4723	28	0.000771	0.000467
使劲	verb	0.3097	0.4204	20	0.000600	0.000362
觉得	verb	0.3080	0.3218	34	0.004844	0.003805
跑	verb	0.3080	0.4844	31	0.001925	0.001268
讨厌	verb	0.3062	0.3668	24	0.001037	0.000567
杀死	verb	0.2976	0.4014	34	0.004870	0.003871
对	verb	0.2976	0.4325	33	0.007343	0.005170
见到	verb	0.2976	0.4671	27	0.000334	0.000179
浑身	adverb	0.2907	0.4775	23	0.000495	0.000208
往	verb	0.2889	0.3997	28	0.001646	0.000872
相信	verb	0.2872	0.3702	34	0.003195	0.002479
战争	noun	0.2837	0.3080	25	0.000592	0.000249
