word	proj	n_cells
低下	-0.016666	6
对手	-0.017124	15
碎成	-0.018148	1
讲道	-0.018601	1
抚弄	-0.020390	4
种植	-0.020707	2
祈祷	-0.021660	25
走进	-0.022592	50
致	-0.022972	1
沉醉	-0.023263	1
传递	-0.023278	9
走过	-0.023501	3
处理	-0.023776	16
松开	-0.024731	32
教练	-0.025319	7
遇到	-0.025412	3
调动	-0.025739	1
撞	-0.027418	45
降	-0.027479	3
望	-0.028810	4
收回	-0.030940	21
啜泣	-0.031511	2
注意	-0.032454	60
变得	-0.032508	224
赴死	-0.033379	1
报仇	-0.034265	76
位于	-0.034619	3
挥	-0.034721	32
洒水	-0.035924	1
出口	-0.036196	9
困	-0.036468	1
膨胀	-0.036725	1
娱乐	-0.037636	2
扶住	-0.037771	8
治疗	-0.040778	20
逃	-0.042017	62
倒	-0.044713	128
游泳	-0.046854	4
不顾	-0.048141	1
切	-0.048571	52
从事	-0.049581	4
逃掉	-0.051142	1
传来	-0.051914	10
拍了拍	-0.052289	17
进入	-0.052480	65
喘	-0.052532	6
借	-0.055143	1
救助	-0.055356	4
殴打	-0.056474	35
晕眩	-0.056768	4
升起	-0.060460	3
转乘	-0.060526	6
枪杀	-0.062040	6
得知	-0.062324	1
看起来	-0.062948	2
优先	-0.063132	19
帮忙	-0.063281	31
再生	-0.063904	7
咆哮	-0.064594	10
亲	-0.065673	112
打扫	-0.066245	2
做好	-0.066488	14
收留	-0.067845	4
围殴	-0.068988	6
犯罪	-0.069817	6
烤	-0.069944	7
生存	-0.071469	10
向下	-0.071694	14
拿出	-0.072217	110
劝	-0.072353	2
划破	-0.074363	4
冤枉	-0.074921	1
见见	-0.075715	5
跟随	-0.075857	47
腾空	-0.075973	1
殴	-0.076289	3
保存	-0.076725	1
难过	-0.077604	6
追杀	-0.077862	4
踩住	-0.080416	1
检查	-0.080581	48
开打	-0.081140	7
挽住	-0.082125	4
洒	-0.082422	10
割破	-0.083371	12
帮助	-0.083602	270
卧倒	-0.084078	1
拯救	-0.085711	51
开枪	-0.086285	125
仰头	-0.086312	13
碰杯	-0.086511	1
确定	-0.088141	11
猛跳	-0.088165	1
回到	-0.088810	239
难受	-0.089204	3
谈论	-0.089614	12
捐出	-0.090339	10
背叛	-0.090965	54
查阅	-0.094997	5
吸管	-0.095253	10
打断	-0.095922	2
批评	-0.097137	7
参与	-0.097646	5
抓住	-0.099788	272
说教	-0.104067	2
跌倒	-0.104085	12
挣扎	-0.104274	82
忠于	-0.104377	17
失望	-0.104582	5
依靠	-0.105050	11
高唱	-0.105348	1
奇怪	-0.105741	4
逃出	-0.106027	8
搭讪	-0.106124	2
怀	-0.106259	4
摔倒	-0.107361	16
躲避	-0.109920	25
拥抱	-0.110797	117
取回	-0.111181	1
停住	-0.112306	1
说话	-0.113353	79
自救	-0.113384	2
看来	-0.114443	1
教	-0.114810	13
忘掉	-0.115437	11
杀戮	-0.115812	2
点击	-0.117648	7
偷袭	-0.118009	2
讨论	-0.118084	2
逃跑	-0.119172	152
应	-0.119921	1
呼喊	-0.120547	3
起	-0.121770	16
逃出来	-0.123306	1
操作	-0.123450	3
退房	-0.123536	2
逃逸	-0.123629	3
扑灭	-0.124020	1
进门	-0.124908	1
亢奋	-0.126148	1
流血	-0.126267	54
提高	-0.126316	32
减	-0.127272	1
刺穿	-0.127357	16
离开	-0.128609	774
提前准备	-0.129797	1
请求	-0.130155	13
安心	-0.130553	2
辞退	-0.130572	19
留意	-0.131023	1
履行	-0.131203	1
起火	-0.131330	3
控制	-0.132744	52
外出	-0.133664	1
感动	-0.134068	4
搏斗	-0.134833	2
说出	-0.137554	25
出血	-0.139737	7
否认	-0.141579	2
饶	-0.141655	8
打败	-0.142500	8
比赛	-0.142938	1
扭曲	-0.144308	4
觉醒	-0.144973	1
起义	-0.145157	4
给予	-0.145305	26
来回	-0.145808	10
安慰	-0.146005	36
吟唱	-0.146548	6
测量	-0.148491	4
扣动	-0.149996	66
打发	-0.151098	1
踹	-0.153146	8
实话	-0.153966	1
夺	-0.155089	11
重罚	-0.155908	1
敲	-0.157045	27
靠近	-0.157404	84
制止	-0.158855	6
放开	-0.161216	9
做成	-0.162624	2
救援	-0.163265	10
阻止	-0.163471	108
失落	-0.164522	2
创造	-0.164550	56
起身	-0.165571	37
拘留	-0.166848	2
吞下	-0.167606	4
不服	-0.169055	3
审讯	-0.171298	1
查询	-0.171724	2
经营	-0.172366	1
责怪	-0.172511	5
失去	-0.173511	71
读取	-0.174396	1
洒泪	-0.174666	1
发痒	-0.178067	1
掉头	-0.178452	1
干涉	-0.178915	1
阻拦	-0.179027	2
逃开	-0.179573	19
爆破	-0.180300	1
接下	-0.181810	1
结婚	-0.182450	57
自焚	-0.182849	1
除掉	-0.183118	13
杀伤	-0.183762	1
俯下	-0.183948	23
痛打	-0.184685	15
换掉	-0.185322	4
享受	-0.186944	71
共享	-0.187329	1
前进	-0.187468	2
干预	-0.187492	7
喝一杯	-0.188187	7
受到	-0.188430	47
走出	-0.188529	27
拍拍	-0.188992	6
束缚	-0.190219	6
挥刀	-0.192974	3
担忧	-0.195846	5
应该	-0.195936	20
放弃	-0.196200	336
没收	-0.196509	1
粉碎	-0.197156	3
触动	-0.198013	2
赞叹	-0.198585	2
增加	-0.198646	14
消	-0.198756	4
妊娠	-0.199048	1
捐款	-0.200330	3
起来	-0.200740	87
突袭	-0.202424	1
停留	-0.206021	2
挣脱	-0.207269	39
坐牢	-0.208087	1
感	-0.208941	62
跳越	-0.212667	1
复仇	-0.214384	75
露出	-0.214400	30
离婚	-0.214472	77
唱起	-0.214746	8
考虑	-0.215711	209
脱下来	-0.215918	2
倒水	-0.216089	1
虐待	-0.217433	2
出示	-0.224401	4
离去	-0.226701	15
吞服	-0.226726	1
认为	-0.227084	56
逃走	-0.227971	43
扩大	-0.228166	1
掌握	-0.228308	4
答谢	-0.228768	1
呕吐	-0.228848	50
学习	-0.229131	128
褪去	-0.231963	1
逃回	-0.232371	2
避免	-0.232705	23
出家	-0.234242	1
修改	-0.235105	9
打倒	-0.235268	1
刺入	-0.235668	1
怒吼	-0.235784	6
射杀	-0.235928	54
终止	-0.235939	8
干呕	-0.237543	1
自信	-0.239400	4
休息	-0.240228	30
拉动	-0.240506	4
警察	-0.240755	25
退租	-0.241718	2
发怒	-0.241759	3
下降	-0.242481	2
好转	-0.242986	2
包包	-0.246172	2
停车	-0.247361	3
撕碎	-0.247410	16
撕裂	-0.247571	22
发言	-0.248157	3
呵斥	-0.248235	4
统计	-0.249236	1
松	-0.250576	22
出	-0.250686	46
觉得	-0.251042	202
停止	-0.251341	98
加上	-0.251409	1
足够	-0.252306	2
跳跃	-0.252349	1
断裂	-0.252855	16
迎	-0.255133	24
捉	-0.255493	2
敲门	-0.256196	9
参加	-0.256555	61
搭档	-0.257437	8
肚子疼	-0.257954	2
关注	-0.258351	47
成立	-0.258659	13
身亡	-0.259403	8
自缢	-0.259994	1
掀起	-0.260214	1
脱衣	-0.260539	1
发难	-0.261032	1
坚	-0.261246	1
审	-0.261859	1
报名	-0.262078	1
点燃	-0.262320	40
胜利	-0.262463	14
推荐	-0.262924	1
发现	-0.263570	140
避开	-0.263847	29
打招呼	-0.264240	5
侮辱	-0.266357	8
抵抗	-0.266362	23
恋爱	-0.268778	1
躺下来	-0.268864	1
举动	-0.269701	2
诱惑	-0.270375	2
离世	-0.270814	17
舞起来	-0.272278	2
建	-0.272541	2
轰鸣	-0.272795	10
泄露	-0.272859	1
尝尝	-0.273214	2
伸出手	-0.275845	35
痛殴	-0.277048	5
强制	-0.281297	3
庆祝	-0.282289	10
加害于	-0.282763	1
变	-0.282867	26
找回	-0.282950	8
远离	-0.284070	132
指责	-0.284182	16
放下	-0.284428	55
勒死	-0.285647	2
控诉	-0.286480	1
恐吓	-0.287372	7
挥动	-0.287625	6
加水	-0.287821	1
挽救	-0.288540	2
受伤	-0.288890	29
出生	-0.289187	1
解散	-0.290457	2
抓捕	-0.291207	4
揭开	-0.291662	5
鼓励	-0.292054	14
独占	-0.293069	1
忏悔	-0.294699	33
发觉	-0.296237	21
怀孕	-0.296592	26
挥舞	-0.296612	27
逃脱	-0.297141	23
混	-0.298937	1
训斥	-0.300915	10
独立	-0.301019	21
夺门	-0.301424	2
发丝	-0.302737	1
反复	-0.304986	3
切断	-0.309054	3
逮捕	-0.309428	14
放过	-0.310244	8
崩	-0.310442	2
生命	-0.311185	31
兑	-0.311420	3
大笑	-0.311424	2
拉扯	-0.314163	10
执行	-0.314775	9
沸腾	-0.314906	1
抱住	-0.316128	54
教训	-0.316166	45
出狱	-0.316993	1
报复	-0.317171	254
扼杀	-0.318247	4
计算	-0.318271	10
呼吸	-0.318461	32
追逐	-0.319343	5
打扮	-0.319393	1
握手	-0.319413	1
赞助	-0.319441	1
枪毙	-0.319628	3
舀	-0.319898	3
到岸	-0.322463	1
咳嗽	-0.323061	21
返回	-0.323230	14
甩开	-0.325231	8
实行	-0.325540	1
补充	-0.326232	4
纠结	-0.327395	1
摩擦	-0.327836	19
了解	-0.327862	223
转过身	-0.328252	77
建立	-0.328760	27
扣除	-0.329037	5
撤资	-0.331174	1
撤离	-0.331788	1
拷打	-0.331916	2
起草	-0.332088	1
奖励	-0.332426	1
漂走	-0.332464	1
食	-0.334023	1
取得	-0.334284	4
飞快	-0.336216	4
抖动	-0.336899	1
掩盖	-0.337214	4
生	-0.338334	66
说明	-0.338982	3
背诵	-0.340146	4
摘下	-0.341241	4
反叛	-0.341610	13
解	-0.341737	52
捐助	-0.343120	3
修建	-0.343184	3
不止	-0.343458	4
走近	-0.344077	2
报答	-0.344149	8
哽住	-0.346732	2
心跳	-0.347365	20
烧掉	-0.347797	10
漂浮	-0.349052	6
跨过	-0.350063	1
用注	-0.352380	1
逃亡	-0.352755	43
回避	-0.354992	13
反抗	-0.355347	158
破碎	-0.355391	17
回头	-0.355415	24
落座	-0.355554	1
遗忘	-0.355605	7
走上	-0.355860	6
欢	-0.355872	2
购买	-0.356046	28
维护	-0.357597	1
开火	-0.357931	52
捐献	-0.358567	4
展示	-0.359653	27
成全	-0.361131	6
痊愈	-0.361276	6
探	-0.362816	3
吟	-0.363102	1
出逃	-0.363786	2
掀翻	-0.364905	1
枪击	-0.367228	1
需要	-0.368481	24
吐	-0.370547	25
告白	-0.370971	1
放入	-0.373321	19
训练	-0.373622	1
群殴	-0.373826	3
夺回	-0.375514	4
失声	-0.376829	9
砸碎	-0.378250	9
手轻	-0.378548	5
使出	-0.379038	3
选出	-0.379413	1
阻挡	-0.380970	2
出拳	-0.381425	3
上访	-0.381657	1
欢呼	-0.385321	7
俯	-0.387359	4
服	-0.388647	9
询问	-0.390287	22
捐赠	-0.391017	12
弯曲	-0.391047	3
不到	-0.396040	4
料	-0.396545	10
冒烟	-0.397488	3
逃离	-0.397855	308
接触	-0.399272	9
切掉	-0.399483	1
倾听	-0.399551	3
忍受	-0.400615	2
惊吓	-0.401150	1
垂死	-0.402726	4
用钱	-0.403851	2
逝世	-0.404492	2
摧毁	-0.404865	104
倒入	-0.405443	16
跳加	-0.406098	4
停下	-0.406203	13
招	-0.406220	2
拥有	-0.406768	205
抵触	-0.406865	1
疏散	-0.407089	1
销毁	-0.408632	2
按摩	-0.410078	18
可	-0.411936	1
奉献	-0.411959	1
遇难	-0.414518	2
停下来	-0.415500	40
干枯	-0.416606	2
查看	-0.418511	12
大叫	-0.419992	47
啜	-0.420567	1
打猎	-0.420573	4
对付	-0.422781	36
打碎	-0.423278	4
回应	-0.423491	10
抚养	-0.425667	2
打架	-0.427368	4
试	-0.428151	8
完成	-0.428800	35
查	-0.429872	3
了身	-0.433324	1
喘息	-0.433334	7
品尝	-0.435118	1
沟通	-0.436300	1
革命	-0.438562	18
握住	-0.439304	45
疑惑	-0.440739	3
咨询	-0.441608	5
感受	-0.442213	41
侵犯	-0.442488	6
忘记	-0.442633	70
报应	-0.442646	2
添加	-0.443188	1
打破	-0.443701	28
沉	-0.444422	9
忘却	-0.448610	7
战斗	-0.448683	46
减少	-0.448769	23
创立	-0.450434	3
伸出	-0.452481	42
放出	-0.452632	1
准备	-0.454419	94
打包	-0.454885	2
放火	-0.455240	3
唱起歌	-0.457804	4
构思	-0.460354	3
切碎	-0.461588	2
吸起来	-0.462141	1
吞噬	-0.464114	3
退出	-0.464424	19
端	-0.464638	21
保持	-0.464889	63
影	-0.466426	1
刻意	-0.466468	3
作战	-0.466965	1
不甘	-0.467888	1
破裂	-0.470799	16
突出	-0.471933	1
活动	-0.472739	6
邀请	-0.472887	11
激励	-0.474382	1
洗漱	-0.474819	1
猎	-0.475082	2
回报	-0.475166	4
理解	-0.476187	64
沉浸	-0.476780	12
加入	-0.477218	82
伸开	-0.477835	1
碎裂	-0.478477	15
谈谈	-0.479001	7
哽咽	-0.481157	4
吐出来	-0.481486	3
出轨	-0.483571	4
确信	-0.483745	1
惊叹	-0.483874	3
哑	-0.484862	12
起床	-0.485204	19
退休	-0.485753	6
建造	-0.487181	23
退伍	-0.488275	3
掷	-0.489771	1
穿着	-0.489820	3
追赶	-0.494028	7
出售	-0.494377	7
震惊	-0.494565	7
成为	-0.495464	419
割断	-0.496633	20
吟诵	-0.499045	3
预期	-0.500388	1
求饶	-0.500636	1
追究	-0.500691	5
变成	-0.500897	72
作为	-0.503381	7
培养	-0.505583	3
求助于	-0.507004	2
放松	-0.507264	22
介入	-0.507305	7
引	-0.508589	1
打打	-0.509693	1
维持	-0.510210	2
听取	-0.510878	1
检测	-0.511080	2
出手	-0.511743	10
背着	-0.512199	1
淘汰	-0.514004	1
做到	-0.514111	5
抱歉	-0.514802	3
溺	-0.516284	2
接客	-0.517047	1
炸开	-0.517903	3
联名	-0.518134	1
试射	-0.518487	1
出动	-0.519627	2
加速	-0.520211	6
感到	-0.521343	444
轻触	-0.521371	1
脱离	-0.524839	15
严惩	-0.525190	2
反驳	-0.525335	9
期待	-0.525706	49
威胁	-0.525739	28
满满	-0.527172	13
造反	-0.527916	2
拍摄	-0.527938	8
保守	-0.529280	3
表示	-0.529570	13
回想	-0.529792	3
降低	-0.530038	17
交换	-0.530505	9
抛弃	-0.533035	45
消亡	-0.536211	1
测定	-0.536739	1
折磨	-0.537644	44
弯腰	-0.538447	4
自主	-0.538634	1
击中	-0.540629	25
搭话	-0.541958	1
思考	-0.542118	250
可能	-0.542864	12
借钱	-0.542985	1
崩塌	-0.543193	2
练习	-0.546771	23
压	-0.547345	19
抵挡	-0.547489	4
击碎	-0.549017	1
欢喜	-0.551873	4
加强	-0.552917	3
缩回	-0.554557	1
收集	-0.555193	14
以示	-0.558484	1
喉咙痛	-0.559432	1
照亮	-0.560905	2
弥补	-0.561376	6
赦免	-0.561428	2
捕捉	-0.561565	3
减肥	-0.562437	7
拾起	-0.563110	2
接近	-0.563906	56
溺水	-0.564470	3
砸门	-0.567040	3
研究	-0.568525	27
说道	-0.569757	78
腹泻	-0.570169	1
肿胀	-0.571471	1
斟酌	-0.572380	1
丧失	-0.573751	1
掩饰	-0.578009	1
未能	-0.579748	1
称重	-0.582335	1
聊聊	-0.582530	1
打听	-0.583513	1
推开	-0.583635	40
吸引	-0.584995	11
诉说	-0.585114	7
复查	-0.585285	1
强行	-0.585706	32
包裹	-0.585727	1
打量	-0.587164	4
击杀	-0.588825	3
搜身	-0.589198	3
请示	-0.590472	1
选举	-0.594036	3
对抗	-0.594628	21
调制	-0.595776	1
审视	-0.596137	8
开战	-0.597377	4
伸	-0.600304	13
搜索	-0.601535	12
攻打	-0.603109	2
流出	-0.604891	2
写下	-0.605853	17
射击	-0.607578	83
转身	-0.612207	334
撰写	-0.612450	14
回收	-0.612832	1
刺激	-0.613300	3
制作	-0.613363	37
探入	-0.614048	1
落下去	-0.614358	2
拘捕	-0.617488	4
设计	-0.618277	15
防止	-0.618388	1
值得	-0.626493	1
解聘	-0.630428	3
哦哦哦	-0.630715	3
插入	-0.632843	10
游行	-0.634056	2
补偿	-0.634539	3
按动	-0.635302	2
录制	-0.636048	1
敲击	-0.637017	3
转向	-0.637890	64
用尽	-0.638606	16
不见	-0.639291	2
制服	-0.641399	12
劝阻	-0.643448	1
搭乘	-0.645529	6
切割	-0.646469	19
估测	-0.646477	1
演奏	-0.649938	8
久违	-0.650040	2
借助	-0.650852	1
复	-0.651654	8
改变	-0.651825	171
猛击	-0.652958	8
批判	-0.654810	1
创建	-0.654946	37
怀疑	-0.655133	299
展现	-0.655347	3
欢笑	-0.656123	1
遭受	-0.656571	8
烹饪	-0.657935	8
确认	-0.658240	5
落下	-0.658407	4
修行	-0.659113	3
吸食	-0.659169	1
回顾	-0.659995	1
进攻	-0.660411	16
反击	-0.660689	71
找到	-0.661680	284
夺走	-0.662198	1
查找	-0.662910	3
逃避	-0.664082	136
撤退	-0.664591	8
发射	-0.666994	41
征服	-0.668701	51
出资	-0.669632	1
出国	-0.671602	1
显得	-0.672650	2
紧握	-0.676429	2
燃烧	-0.676496	32
嘶吼	-0.677972	1
服装	-0.678247	2
投资	-0.678344	26
叛变	-0.678977	12
写作	-0.679204	22
求	-0.679848	2
写出	-0.679855	3
乘坐	-0.681435	12
还款	-0.683040	1
健身	-0.685430	1
落	-0.687029	6
讲述	-0.688793	56
击败	-0.694221	5
解剖	-0.695475	4
加快	-0.695575	2
有意	-0.696004	2
击发	-0.696071	3
合唱	-0.697715	1
推动	-0.703502	5
设立	-0.704038	2
替换	-0.704535	1
描绘	-0.706715	2
融化	-0.712975	3
还击	-0.713166	14
遵循	-0.714788	13
抢劫	-0.715908	2
形成	-0.718513	2
另寻	-0.719849	1
超越	-0.720381	5
破坏	-0.720425	29
打出	-0.724986	2
惩治	-0.726982	1
找出	-0.727382	9
解放	-0.728411	1
达成	-0.728677	3
合	-0.729866	1
流尽	-0.730347	1
贴近	-0.731265	1
试试	-0.738458	7
报以	-0.739063	1
压抑	-0.739073	1
渴望	-0.741517	48
组建	-0.742688	3
干裂	-0.743049	5
敲打	-0.745507	9
生育	-0.746665	18
回击	-0.747127	1
微笑	-0.747739	38
连接	-0.748329	1
度过	-0.749306	2
按住	-0.751957	7
斩断	-0.752069	9
承受	-0.752307	2
忍耐	-0.754076	3
攻击	-0.755151	158
推	-0.755960	78
确保	-0.757918	32
鞠躬	-0.758501	5
盛	-0.759137	1
缓解	-0.760577	4
光合	-0.761407	1
后退	-0.762675	15
适合	-0.765170	2
陷入	-0.766449	34
写道	-0.769335	2
出发	-0.774684	11
延缓	-0.774993	1
运转	-0.777676	3
交谈	-0.778181	1
叛逃	-0.780119	5
评估	-0.781026	1
拍照	-0.781135	3
惩罚	-0.782860	102
释放	-0.788538	30
跟踪	-0.790765	4
搅拌	-0.792134	1
爆炸	-0.793461	33
编写	-0.795288	13
颤	-0.800919	1
试一试	-0.802984	6
坚强	-0.803481	3
击退	-0.804178	1
恢复	-0.804967	21
描述	-0.805552	7
逼迫	-0.806523	1
烧毁	-0.806710	11
系	-0.807436	1
处于	-0.807581	7
显示	-0.809227	3
了结	-0.810283	4
怒斥	-0.811827	3
按压	-0.813021	1
质疑	-0.813747	150
散落	-0.815852	2
晕厥	-0.818569	2
耗尽	-0.822215	2
分享	-0.826387	50
挥别	-0.826622	1
出走	-0.829024	3
道歉	-0.829128	8
回落	-0.829683	1
尽	-0.830497	33
提升	-0.835788	2
崩裂	-0.837547	4
表明	-0.838179	1
追随	-0.841286	10
使用	-0.845821	176
修炼	-0.846590	2
喑哑	-0.847377	1
不可	-0.851737	1
打印	-0.857309	1
退缩	-0.858055	11
引起	-0.862275	2
呐喊	-0.864801	1
改造	-0.867089	1
注	-0.867418	1
坠入	-0.870341	1
绽	-0.872418	7
握紧	-0.873403	4
行动	-0.876805	37
袭击	-0.877633	13
迎战	-0.877650	10
紧缩	-0.877723	1
做出	-0.887289	37
就绪	-0.887647	8
予以	-0.901593	1
调整	-0.902015	10
旅行	-0.902150	5
盘问	-0.907087	1
重击	-0.915585	3
四射	-0.923763	2
退后	-0.924285	11
推入	-0.925109	3
解救	-0.926550	5
摆脱	-0.927214	199
干涸	-0.928103	6
投入	-0.929383	14
坠落	-0.932913	4
开始	-0.934038	771
抵住	-0.941460	1
引导	-0.943606	1
梳理	-0.945162	1
偿命	-0.946493	1
爆裂	-0.948108	5
燃起	-0.949078	2
看清	-0.953913	3
追击	-0.956852	4
出卖	-0.961283	1
解释	-0.962456	20
恳求	-0.963205	1
解决	-0.963250	17
宽恕	-0.967895	12
测试	-0.974669	3
摧毀	-0.980260	1
来不及	-0.981979	1
发泄	-0.988546	72
发痛	-0.993481	3
昏厥	-0.997679	1
响彻	-1.001577	1
寻找	-1.004692	274
发出	-1.007001	61
追捕	-1.011084	1
结束	-1.013810	171
调查	-1.017767	13
翻译	-1.029217	1
沟道	-1.032070	1
负责	-1.039723	7
击	-1.042500	57
解除	-1.042601	11
采纳	-1.044616	3
分析	-1.047906	6
表达	-1.049561	151
踏上	-1.053660	1
突破	-1.054442	1
绽开	-1.056337	5
推開	-1.059877	1
欢腾	-1.062872	1
采用	-1.070104	33
处罚	-1.073857	9
燃放	-1.074858	6
枯竭	-1.076076	1
复苏	-1.079411	1
减轻	-1.079813	1
发动	-1.085093	3
抚慰	-1.094224	3
尾随	-1.101379	1
响起	-1.110007	6
改善	-1.111010	2
追踪	-1.119812	1
遭到	-1.120252	1
发表	-1.122265	4
搜寻	-1.133836	4
盛开	-1.134935	4
枪响	-1.134950	4
击落	-1.137062	2
混合	-1.138434	11
击打	-1.140669	41
回归	-1.140965	5
实施	-1.145639	20
猜拳	-1.150024	1
反思	-1.159825	96
追求	-1.162484	121
应战	-1.164807	1
叛乱	-1.171455	5
发生	-1.172312	14
击倒	-1.172614	4
说服	-1.177204	3
进行	-1.178587	180
加大	-1.179122	1
关切	-1.182086	1
四溅	-1.182797	2
触发	-1.183185	1
落水	-1.186992	1
压倒	-1.192676	1
演唱	-1.193084	4
创作	-1.193655	25
爆发	-1.205950	20
审议	-1.208322	1
处以	-1.212926	1
延长	-1.213293	3
探视	-1.228474	1
发行	-1.230903	1
分娩	-1.233312	1
走向	-1.243899	99
迸裂	-1.246630	2
挖掘	-1.250002	3
举行	-1.253289	16
试图	-1.255824	71
开会	-1.279696	2
付出	-1.281070	6
尝试	-1.283585	262
生产	-1.287639	5
自首	-1.294192	2
宣泄	-1.301665	6
发起	-1.306437	13
袭	-1.309071	12
阐述	-1.317251	2
身受	-1.337524	2
求救	-1.353501	3
搜集	-1.357155	1
寻求	-1.377892	133
试探	-1.416283	15
烧尽	-1.421921	1
面对	-1.426466	8
迎击	-1.436481	3
迎接	-1.437704	38
举办	-1.440609	8
启动	-1.444656	3
注入	-1.446028	5
有关	-1.449996	4
打击	-1.451562	13
盛放	-1.470278	2
开展	-1.475950	1
澄清	-1.491446	1
沉入	-1.507495	1
叙述	-1.512393	4
撞击	-1.520260	5
深入	-1.523170	7
绽放	-1.531049	11
追寻	-1.547252	2
爆响	-1.569005	1
审判	-1.569770	2
考验	-1.580592	1
搜捕	-1.628117	1
应对	-1.678554	6
上传	-1.688874	3
攻擊	-1.706326	2
探寻	-1.727248	2
采取	-1.747309	409
拳击	-1.757797	1
探究	-1.770835	1
展开	-1.792117	3
摸索	-1.822979	12
推倒	-1.853540	1
出击	-1.855406	9
面临	-1.874701	1
挑战	-1.922985	18
探索	-1.967562	62
实现	-2.039781	15
映照	-2.233263	1
