word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
different	adjective	0.5888	0.5269	87	0.000046	0.000057
apologies	noun	0.5888	0.5009	65	0.000021	0.000030
children	noun	0.5886	0.5385	88	0.000119	0.000150
abandon	verb	0.5886	0.4764	60	0.000028	0.000048
rushed	verb	0.5884	0.5085	92	0.000234	0.000364
casually	adverb	0.5884	0.4976	27	0.000009	0.000037
swirled	verb	0.5881	0.4620	48	0.000018	0.000050
wore	verb	0.5879	0.4130	91	0.000252	0.000283
secretly	adverb	0.5879	0.4565	67	0.000034	0.000062
lubricated	verb	0.5879	0.4733	20	0.000004	0.000015
fill	verb	0.5879	0.4360	58	0.000036	0.000066
stumble	verb	0.5879	0.4423	66	0.000043	0.000064
icons	noun	0.5877	0.5265	44	0.000011	0.000017
ahead	adverb	0.5877	0.5569	36	0.000009	0.000015
inhaled	verb	0.5877	0.4875	84	0.000107	0.000166
hoisted	verb	0.5877	0.5586	74	0.000040	0.000085
remains	verb	0.5877	0.5236	68	0.000025	0.000036
pick	verb	0.5874	0.4513	91	0.000068	0.000085
darkness	noun	0.5874	0.5605	85	0.000054	0.000071
awaited	verb	0.5870	0.5151	29	0.000008	0.000018
p	noun	0.5870	0.5198	37	0.000010	0.000023
dish	noun	0.5870	0.5321	53	0.000014	0.000021
divide	verb	0.5867	0.5232	22	0.000011	0.000018
fade	verb	0.5867	0.5014	48	0.000013	0.000019
earlobe	noun	0.5865	0.5307	33	0.000010	0.000017
grimaced	verb	0.5865	0.4315	29	0.000009	0.000056
increased	verb	0.5865	0.5870	39	0.000011	0.000021
strolled	verb	0.5865	0.5338	78	0.000119	0.000188
otherwise	adverb	0.5865	0.5227	30	0.000016	0.000043
pinched	verb	0.5860	0.4423	39	0.000018	0.000027
coast	noun	0.5860	0.4898	44	0.000012	0.000018
repeated	verb	0.5860	0.5321	87	0.000085	0.000143
stacked	verb	0.5855	0.5293	23	0.000005	0.000014
finding	verb	0.5855	0.4830	31	0.000011	0.000023
final	adjective	0.5855	0.4889	24	0.000006	0.000016
abandoned	verb	0.5855	0.5799	46	0.000014	0.000028
wreck	noun	0.5855	0.5206	20	0.000004	0.000009
yet	adverb	0.5855	0.4442	90	0.000069	0.000082
thumb	noun	0.5855	0.5326	92	0.000057	0.000069
didn	verb	0.5853	0.4490	48	0.000106	0.000196
soon	adverb	0.5851	0.4466	92	0.000216	0.000278
recorded	verb	0.5851	0.5421	89	0.000112	0.000146
smiled	verb	0.5851	0.4972	92	0.003241	0.003749
retch	verb	0.5848	0.5180	46	0.000018	0.000037
water	verb	0.5846	0.4939	29	0.000006	0.000012
contact	noun	0.5846	0.5227	31	0.000013	0.000029
fragile	adjective	0.5841	0.4579	20	0.000004	0.000014
whenever	adverb	0.5841	0.5383	23	0.000006	0.000011
enemy	noun	0.5841	0.4832	20	0.000004	0.000009
such	adjective	0.5841	0.4584	90	0.000276	0.000342
bowed	verb	0.5841	0.5350	91	0.000581	0.000677
ignited	verb	0.5839	0.4794	32	0.000013	0.000034
borrowed	verb	0.5839	0.5099	84	0.000087	0.000106
Sam	noun	0.5839	0.4669	46	0.000026	0.000048
deliberately	adverb	0.5836	0.5293	26	0.000009	0.000024
contacted	verb	0.5836	0.5156	89	0.000132	0.000217
sauté	noun	0.5836	0.4428	57	0.000015	0.000023
refuse	verb	0.5836	0.4858	92	0.000281	0.000349
expand	verb	0.5836	0.4598	20	0.000004	0.000010
employees	noun	0.5836	0.5437	44	0.000017	0.000028
pressed	verb	0.5836	0.4759	92	0.002622	0.002995
burst	adjective	0.5834	0.4830	58	0.000025	0.000042
flicked	verb	0.5834	0.4088	80	0.000186	0.000284
stage	noun	0.5834	0.3901	42	0.000015	0.000029
cover	verb	0.5832	0.5298	47	0.000021	0.000031
ride	verb	0.5832	0.5454	53	0.000024	0.000048
question	noun	0.5832	0.5430	24	0.000007	0.000015
proclaimed	verb	0.5827	0.4943	63	0.000042	0.000080
overheard	verb	0.5827	0.4608	24	0.000006	0.000013
watched	verb	0.5827	0.4608	92	0.005938	0.006680
figure	verb	0.5827	0.5002	44	0.000016	0.000029
you're	verb	0.5822	0.5085	24	0.000006	0.000018
scrubbed	verb	0.5822	0.4272	65	0.000041	0.000062
leaked	verb	0.5822	0.4962	25	0.000006	0.000011
pocket	noun	0.5822	0.5588	88	0.000044	0.000073
approaching	verb	0.5820	0.5002	68	0.000037	0.000052
partner	noun	0.5820	0.4218	50	0.000013	0.000021
cast	noun	0.5820	0.5227	88	0.000112	0.000138
recalled	verb	0.5818	0.4494	23	0.000006	0.000015
wrap	verb	0.5818	0.5340	27	0.000008	0.000018
remarked	verb	0.5818	0.5458	23	0.000007	0.000030
command	verb	0.5815	0.5064	62	0.000030	0.000039
purpose	noun	0.5813	0.5789	39	0.000013	0.000020
spat	noun	0.5813	0.4773	87	0.000342	0.000490
respect	noun	0.5813	0.4707	21	0.000005	0.000014
someone	noun	0.5813	0.4934	92	0.000261	0.000301
spin	verb	0.5813	0.5005	36	0.000011	0.000031
blocked	verb	0.5810	0.5116	68	0.000046	0.000063
nearly	adverb	0.5810	0.4896	82	0.000085	0.000151
replied	verb	0.5808	0.5123	92	0.000142	0.000202
dance	noun	0.5808	0.4461	32	0.000011	0.000020
couldn	verb	0.5806	0.4485	50	0.000048	0.000078
part	noun	0.5803	0.5236	38	0.000012	0.000022
sparks	verb	0.5803	0.4664	24	0.000005	0.000011
crackle	noun	0.5803	0.4475	21	0.000004	0.000009
regretted	verb	0.5803	0.4083	65	0.000025	0.000057
prey	noun	0.5801	0.4969	26	0.000006	0.000011
wasn	noun	0.5799	0.3889	25	0.000018	0.000033
hurrying	verb	0.5799	0.4664	39	0.000013	0.000021
softly	adverb	0.5799	0.5435	92	0.000222	0.000244
inscribed	verb	0.5799	0.4097	61	0.000036	0.000054
hide	verb	0.5799	0.5463	92	0.000108	0.000129
expenses	noun	0.5796	0.4792	22	0.000004	0.000010
measured	verb	0.5794	0.5543	31	0.000023	0.000038
harshly	adverb	0.5794	0.4480	33	0.000011	0.000021
hoarse	adverb	0.5794	0.4646	20	0.000004	0.000009
nobody	noun	0.5789	0.4485	62	0.000023	0.000057
carve	verb	0.5789	0.4785	86	0.000054	0.000066
place	verb	0.5789	0.5132	48	0.000020	0.000030
spines	noun	0.5789	0.5123	24	0.000005	0.000010
named	verb	0.5789	0.5161	79	0.000047	0.000060
siblings	noun	0.5789	0.5227	49	0.000012	0.000019
figures	noun	0.5787	0.4787	22	0.000004	0.000010
lose	verb	0.5784	0.4527	92	0.000332	0.000382
rim	noun	0.5784	0.5364	59	0.000018	0.000026
plunged	verb	0.5784	0.5260	91	0.000225	0.000281
soft	adjective	0.5782	0.3762	90	0.000102	0.000118
postpone	verb	0.5782	0.4414	38	0.000014	0.000025
vast	adjective	0.5780	0.4754	23	0.000005	0.000011
surfaced	verb	0.5780	0.4173	35	0.000008	0.000014
defy	verb	0.5780	0.5118	53	0.000019	0.000036
sighted	verb	0.5780	0.4688	47	0.000017	0.000026
concentrate	verb	0.5777	0.4553	22	0.000004	0.000010
withhold	verb	0.5775	0.4348	50	0.000020	0.000033
push	verb	0.5775	0.4806	92	0.000144	0.000214
gasp	noun	0.5775	0.4818	52	0.000023	0.000035
answer	verb	0.5775	0.5350	92	0.000157	0.000207
deduct	verb	0.5775	0.4783	39	0.000015	0.000029
dissolved	verb	0.5775	0.5201	20	0.000005	0.000009
jawline	noun	0.5773	0.4726	82	0.000033	0.000043
num	noun	0.5770	0.4575	20	0.000004	0.000009
want	verb	0.5770	0.4376	92	0.001493	0.001614
shielded	verb	0.5770	0.5076	53	0.000041	0.000057
require	verb	0.5770	0.4946	22	0.000005	0.000016
sprinting	verb	0.5770	0.5227	21	0.000004	0.000010
contributed	verb	0.5770	0.4239	31	0.000008	0.000016
creak	noun	0.5768	0.5154	34	0.000009	0.000014
debris	noun	0.5766	0.6049	92	0.000038	0.000048
Dr	noun	0.5766	0.5028	89	0.000116	0.000141
violently	adverb	0.5766	0.4402	36	0.000009	0.000019
freed	verb	0.5766	0.4544	44	0.000013	0.000021
folded	verb	0.5761	0.4811	88	0.000101	0.000158
pour	verb	0.5761	0.6158	35	0.000011	0.000019
partly	adverb	0.5761	0.4844	55	0.000015	0.000022
leading	verb	0.5761	0.4688	51	0.000022	0.000032
declare	verb	0.5761	0.4901	31	0.000015	0.000026
joining	verb	0.5756	0.4830	73	0.000040	0.000056
blame	verb	0.5756	0.5066	25	0.000007	0.000016
local	adjective	0.5756	0.4868	27	0.000007	0.000015
twist	verb	0.5756	0.5083	54	0.000022	0.000037
assaulted	verb	0.5756	0.4768	34	0.000016	0.000033
rate	noun	0.5751	0.5633	63	0.000017	0.000023
parked	verb	0.5751	0.5265	92	0.000201	0.000241
shrugged	verb	0.5751	0.4400	49	0.000022	0.000054
thicket	noun	0.5751	0.5312	27	0.000006	0.000012
fracture	noun	0.5749	0.4877	26	0.000006	0.000011
outstretched	verb	0.5749	0.4565	46	0.000015	0.000024
straddle	verb	0.5749	0.4681	44	0.000015	0.000024
kneeled	verb	0.5747	0.5099	27	0.000008	0.000020
scrolled	verb	0.5747	0.4570	89	0.000184	0.000223
soothing	verb	0.5747	0.5402	31	0.000008	0.000013
flowers	noun	0.5747	0.5147	21	0.000004	0.000010
flopped	verb	0.5747	0.4527	48	0.000024	0.000042
feel	verb	0.5747	0.4839	92	0.003095	0.003239
motioned	verb	0.5744	0.4421	70	0.000069	0.000117
repeatedly	adverb	0.5744	0.5780	52	0.000039	0.000058
securing	noun	0.5742	0.4712	21	0.000004	0.000011
budget	noun	0.5742	0.4480	27	0.000006	0.000012
text	verb	0.5742	0.5269	31	0.000007	0.000013
mark	verb	0.5742	0.5040	30	0.000013	0.000026
cringed	verb	0.5740	0.5043	20	0.000005	0.000023
historic	adjective	0.5735	0.4910	22	0.000004	0.000009
benched	verb	0.5733	0.4740	23	0.000006	0.000012
fees	noun	0.5733	0.5624	21	0.000004	0.000011
list	verb	0.5733	0.5510	25	0.000006	0.000013
forgive	verb	0.5733	0.5137	92	0.000036	0.000061
backyard	noun	0.5730	0.4166	52	0.000016	0.000028
starting	verb	0.5730	0.4981	76	0.000049	0.000072
haven	verb	0.5728	0.4631	47	0.000064	0.000146
photos	noun	0.5728	0.5057	51	0.000020	0.000032
That's	verb	0.5723	0.5198	27	0.000009	0.000061
darkly	adverb	0.5723	0.4263	43	0.000021	0.000029
adrenaline	noun	0.5721	0.4256	34	0.000008	0.000014
claimant	noun	0.5716	0.4426	24	0.000008	0.000017
crash	noun	0.5716	0.4686	28	0.000011	0.000020
curses	noun	0.5716	0.4504	86	0.000058	0.000068
plopped	verb	0.5714	0.5085	41	0.000019	0.000039
corridors	noun	0.5714	0.5014	27	0.000007	0.000014
roast	noun	0.5709	0.3946	23	0.000005	0.000010
giving	verb	0.5709	0.4060	89	0.000134	0.000152
forwarded	verb	0.5709	0.4837	38	0.000013	0.000031
roared	verb	0.5707	0.5227	86	0.000047	0.000127
she's	verb	0.5704	0.4811	73	0.000157	0.000247
fit	noun	0.5702	0.5508	30	0.000007	0.000012
bounced	verb	0.5702	0.5267	20	0.000005	0.000017
wake	verb	0.5702	0.4806	48	0.000022	0.000042
Peter	noun	0.5699	0.5416	21	0.000004	0.000009
instead	adverb	0.5699	0.4877	92	0.000524	0.000602
blessed	verb	0.5697	0.4875	70	0.000049	0.000085
severed	verb	0.5695	0.4655	23	0.000007	0.000022
snapped	verb	0.5695	0.4688	89	0.000180	0.000258
sheer	adjective	0.5695	0.4877	29	0.000007	0.000011
answer	noun	0.5695	0.5340	29	0.000010	0.000019
opponent	noun	0.5695	0.4086	34	0.000009	0.000017
sounded	verb	0.5695	0.4178	73	0.000037	0.000054
explode	verb	0.5695	0.4773	81	0.000104	0.000127
humans	noun	0.5692	0.4863	38	0.000010	0.000018
challenged	verb	0.5692	0.4922	44	0.000017	0.000034
apartment	noun	0.5692	0.4823	20	0.000004	0.000011
cuddled	verb	0.5688	0.4206	74	0.000069	0.000088
tended	verb	0.5688	0.4712	38	0.000014	0.000026
normally	adverb	0.5685	0.5477	31	0.000011	0.000024
swinging	verb	0.5685	0.5005	25	0.000008	0.000015
catch	noun	0.5685	0.5310	28	0.000007	0.000012
exhaustion	noun	0.5683	0.4605	64	0.000022	0.000032
smelled	verb	0.5683	0.4638	74	0.000043	0.000067
fought	verb	0.5681	0.5104	91	0.000041	0.000057
swerved	verb	0.5681	0.5182	58	0.000021	0.000030
dipped	verb	0.5681	0.5066	51	0.000024	0.000047
key	noun	0.5681	0.4345	50	0.000019	0.000028
plant	verb	0.5681	0.4622	61	0.000021	0.000029
officials	noun	0.5681	0.4830	29	0.000009	0.000022
stubbed	verb	0.5678	0.4707	34	0.000016	0.000026
quietly	adverb	0.5676	0.4915	92	0.000148	0.000274
lettuce	verb	0.5676	0.4981	45	0.000012	0.000017
perched	verb	0.5676	0.5463	41	0.000012	0.000027
hurled	verb	0.5676	0.4835	91	0.000305	0.000396
stomped	verb	0.5676	0.4386	86	0.000527	0.000721
betrayed	verb	0.5673	0.5215	42	0.000016	0.000026
they've	verb	0.5671	0.5005	28	0.000008	0.000019
sending	verb	0.5671	0.5279	37	0.000011	0.000020
developed	verb	0.5671	0.4785	24	0.000005	0.000011
unscrewed	adjective	0.5671	0.5147	23	0.000006	0.000014
sources	noun	0.5671	0.4716	25	0.000006	0.000013
campaign	verb	0.5671	0.4972	25	0.000006	0.000011
reaching	verb	0.5671	0.4712	92	0.000153	0.000166
mocked	verb	0.5671	0.4716	29	0.000011	0.000035
affixed	verb	0.5669	0.4705	28	0.000010	0.000021
vacate	verb	0.5666	0.5222	64	0.000030	0.000048
threatening	verb	0.5666	0.6078	61	0.000030	0.000044
endure	verb	0.5666	0.4877	33	0.000012	0.000025
staff	noun	0.5664	0.4419	64	0.000030	0.000044
stretch	verb	0.5664	0.5201	20	0.000004	0.000011
showed	verb	0.5662	0.4712	92	0.000697	0.000846
seen	verb	0.5662	0.4603	43	0.000014	0.000023
fished	verb	0.5662	0.4778	51	0.000031	0.000059
stroking	verb	0.5662	0.5019	37	0.000011	0.000018
either	adverb	0.5659	0.4336	88	0.000141	0.000205
s	verb	0.5657	0.4698	39	0.000013	0.000019
swiped	verb	0.5657	0.5265	55	0.000035	0.000068
George	noun	0.5657	0.4494	27	0.000008	0.000012
meditate	verb	0.5655	0.4551	32	0.000012	0.000024
predicted	verb	0.5652	0.4920	29	0.000008	0.000013
temples	noun	0.5652	0.5054	22	0.000005	0.000010
warmth	noun	0.5652	0.5520	92	0.000113	0.000127
engraved	verb	0.5652	0.5024	21	0.000008	0.000024
repaired	verb	0.5650	0.3996	66	0.000048	0.000072
backside	noun	0.5650	0.4650	20	0.000004	0.000009
desired	verb	0.5647	0.5435	41	0.000011	0.000016
clear	verb	0.5647	0.5744	86	0.000038	0.000055
mostly	adverb	0.5643	0.3710	40	0.000010	0.000016
translated	verb	0.5643	0.4797	22	0.000005	0.000011
familiar	adjective	0.5643	0.5104	50	0.000014	0.000024
hours	noun	0.5638	0.4579	25	0.000008	0.000013
carved	verb	0.5638	0.4374	84	0.000146	0.000182
sun	noun	0.5638	0.4168	91	0.000058	0.000069
blur	noun	0.5633	0.5203	27	0.000006	0.000011
law	noun	0.5633	0.4740	51	0.000019	0.000026
forth	adverb	0.5633	0.5534	86	0.000258	0.000355
parolee	noun	0.5633	0.5085	25	0.000009	0.000021
showered	verb	0.5633	0.5220	52	0.000016	0.000023
block	verb	0.5633	0.4490	71	0.000058	0.000073
younger	adjective	0.5631	0.4870	20	0.000005	0.000009
finish	verb	0.5629	0.5142	67	0.000045	0.000066
onset	noun	0.5629	0.4783	35	0.000010	0.000016
reassurances	noun	0.5629	0.4596	22	0.000005	0.000009
kneel	verb	0.5626	0.4851	20	0.000008	0.000017
sisters	noun	0.5626	0.5272	20	0.000004	0.000009
bound	verb	0.5626	0.5262	20	0.000004	0.000010
high	adjective	0.5626	0.4575	36	0.000011	0.000017
knife	noun	0.5624	0.4714	22	0.000007	0.000013
doctor	noun	0.5624	0.5213	30	0.000008	0.000012
sound	noun	0.5624	0.5028	75	0.000027	0.000042
whipped	verb	0.5624	0.4197	51	0.000020	0.000034
taxpayer	noun	0.5621	0.4846	20	0.000008	0.000014
neglect	verb	0.5621	0.4683	24	0.000010	0.000018
reflect	verb	0.5619	0.4967	27	0.000011	0.000016
cool	adjective	0.5619	0.4343	79	0.000031	0.000041
lightly	adverb	0.5617	0.4905	38	0.000014	0.000027
passionately	adverb	0.5617	0.4709	20	0.000004	0.000012
bend	verb	0.5617	0.4939	48	0.000014	0.000025
stained	verb	0.5617	0.4414	44	0.000014	0.000030
look	verb	0.5614	0.5175	92	0.002058	0.002203
progress	noun	0.5614	0.5246	22	0.000005	0.000009
spray	verb	0.5614	0.5040	30	0.000011	0.000018
easily	adverb	0.5612	0.5411	28	0.000008	0.000011
flank	noun	0.5610	0.5217	25	0.000006	0.000010
recover	verb	0.5610	0.4872	43	0.000018	0.000022
gripped	verb	0.5610	0.4676	82	0.000082	0.000113
Mike	noun	0.5610	0.4570	29	0.000011	0.000019
purchased	verb	0.5607	0.4761	84	0.000059	0.000089
mild	adjective	0.5605	0.4584	29	0.000007	0.000011
pronounced	verb	0.5605	0.4910	43	0.000026	0.000038
climb	verb	0.5605	0.3927	81	0.000066	0.000090
control	verb	0.5605	0.4490	91	0.000057	0.000079
prostrated	verb	0.5605	0.5681	81	0.000069	0.000090
time	noun	0.5605	0.5005	92	0.000066	0.000079
answering	verb	0.5598	0.5151	90	0.000102	0.000117
peel	verb	0.5595	0.5005	43	0.000016	0.000025
begged	verb	0.5595	0.4154	80	0.000074	0.000101
fight	verb	0.5595	0.5142	92	0.000879	0.000932
is	verb	0.5595	0.5501	92	0.002015	0.002227
frantic	adjective	0.5595	0.4405	30	0.000008	0.000014
leaping	verb	0.5595	0.5248	34	0.000009	0.000016
pointing	verb	0.5593	0.5040	26	0.000010	0.000022
certain	adjective	0.5593	0.5626	44	0.000026	0.000033
refer	verb	0.5593	0.3993	90	0.000164	0.000263
flat	adjective	0.5591	0.6252	23	0.000006	0.000010
parchment	noun	0.5591	0.4584	47	0.000013	0.000018
sadly	adverb	0.5591	0.5246	22	0.000005	0.000010
bright	adjective	0.5591	0.4490	25	0.000006	0.000012
risk	verb	0.5591	0.4967	55	0.000026	0.000036
research	verb	0.5591	0.4291	83	0.000032	0.000050
previously	adverb	0.5591	0.5317	34	0.000009	0.000014
deal	verb	0.5586	0.5076	36	0.000016	0.000040
estimated	verb	0.5586	0.4726	21	0.000007	0.000016
streamed	verb	0.5586	0.4844	31	0.000008	0.000013
chili	noun	0.5581	0.4993	22	0.000005	0.000009
nipped	verb	0.5581	0.5425	21	0.000007	0.000015
hugged	verb	0.5581	0.4953	92	0.000429	0.000464
worked	verb	0.5581	0.4953	91	0.000115	0.000137
library	noun	0.5579	0.4608	20	0.000006	0.000010
shudder	verb	0.5579	0.4809	28	0.000016	0.000027
established	verb	0.5579	0.5461	60	0.000025	0.000035
am	verb	0.5577	0.5416	92	0.001084	0.001068
rang	verb	0.5577	0.5378	89	0.000102	0.000125
unearthed	verb	0.5574	0.5520	88	0.000030	0.000049
form	verb	0.5574	0.4646	70	0.000045	0.000056
planted	verb	0.5572	0.4745	91	0.000323	0.000370
soup	noun	0.5572	0.5392	35	0.000011	0.000016
semi	adjective	0.5569	0.4955	20	0.000005	0.000009
outside	adverb	0.5567	0.4768	91	0.000069	0.000079
refile	adverb	0.5567	0.5028	33	0.000015	0.000031
possess	verb	0.5567	0.4820	35	0.000027	0.000047
tickled	verb	0.5567	0.5378	24	0.000010	0.000022
scan	verb	0.5562	0.4669	80	0.000039	0.000054
spilling	verb	0.5562	0.5555	34	0.000010	0.000016
threatened	verb	0.5562	0.4924	92	0.001178	0.001389
words	noun	0.5558	0.4693	92	0.000189	0.000224
wouldn't	adverb	0.5558	0.5161	70	0.000083	0.000100
force	noun	0.5555	0.4851	36	0.000009	0.000016
substituted	verb	0.5553	0.5378	23	0.000006	0.000012
physics	noun	0.5553	0.4891	23	0.000006	0.000011
urge	verb	0.5553	0.4901	23	0.000006	0.000015
tease	verb	0.5553	0.5198	37	0.000013	0.000027
tore	adjective	0.5551	0.5076	20	0.000004	0.000008
incoherently	adverb	0.5548	0.4579	25	0.000009	0.000014
skin	noun	0.5548	0.5017	88	0.000052	0.000062
disappearing	verb	0.5548	0.4646	89	0.000171	0.000206
yell	verb	0.5548	0.4608	91	0.000100	0.000149
throttle	verb	0.5548	0.4603	35	0.000017	0.000034
succumbed	verb	0.5548	0.5229	52	0.000019	0.000026
appeal	verb	0.5548	0.5217	92	0.000737	0.000818
winter	noun	0.5548	0.5269	35	0.000009	0.000013
listening	verb	0.5543	0.4494	67	0.000029	0.000038
reopen	verb	0.5543	0.5761	37	0.000011	0.000018
printed	verb	0.5543	0.5499	58	0.000035	0.000056
crawl	verb	0.5543	0.4357	82	0.000057	0.000084
others	noun	0.5543	0.4929	73	0.000040	0.000055
double	verb	0.5543	0.5076	35	0.000023	0.000056
learning	verb	0.5543	0.4768	23	0.000006	0.000010
tripped	verb	0.5543	0.5005	32	0.000012	0.000022
collapsing	verb	0.5543	0.5458	66	0.000024	0.000036
ribs	noun	0.5539	0.4537	69	0.000032	0.000042
pushing	verb	0.5539	0.5373	79	0.000067	0.000083
mysterious	adjective	0.5539	0.4813	32	0.000009	0.000014
shut	verb	0.5539	0.4301	91	0.000617	0.000639
heavy	adjective	0.5539	0.4367	89	0.000046	0.000055
weak	adjective	0.5539	0.4778	45	0.000014	0.000021
filmed	verb	0.5536	0.5761	56	0.000030	0.000041
ruined	verb	0.5536	0.4794	84	0.000159	0.000193
hurried	verb	0.5534	0.4513	89	0.000618	0.000737
remained	verb	0.5534	0.5397	91	0.000108	0.000122
mouthed	verb	0.5534	0.5071	28	0.000011	0.000022
glancing	verb	0.5534	0.4804	62	0.000044	0.000058
speeding	verb	0.5534	0.4891	29	0.000008	0.000018
thoughts	noun	0.5532	0.4603	36	0.000009	0.000015
fastened	verb	0.5532	0.5206	84	0.000090	0.000109
dinner	noun	0.5529	0.4976	23	0.000007	0.000012
listen	verb	0.5529	0.4835	88	0.000094	0.000121
shoot	noun	0.5529	0.4887	39	0.000012	0.000017
lost	verb	0.5529	0.4981	92	0.000333	0.000366
tugged	verb	0.5529	0.4820	75	0.000078	0.000112
use	verb	0.5529	0.5288	92	0.001478	0.001630
customs	noun	0.5529	0.4466	29	0.000009	0.000016
striking	verb	0.5525	0.5165	21	0.000006	0.000011
briefly	adverb	0.5525	0.4816	23	0.000006	0.000012
writhing	verb	0.5520	0.4537	23	0.000006	0.000010
formed	verb	0.5520	0.4272	31	0.000011	0.000016
inquired	verb	0.5520	0.5253	36	0.000014	0.000028
settling	verb	0.5515	0.4509	73	0.000025	0.000035
boot	noun	0.5515	0.4924	21	0.000005	0.000009
invited	verb	0.5515	0.5028	90	0.000321	0.000397
invite	verb	0.5515	0.5525	33	0.000009	0.000013
scrape	verb	0.5515	0.4771	32	0.000009	0.000017
jammed	verb	0.5513	0.5139	38	0.000015	0.000043
hurl	verb	0.5510	0.3974	43	0.000013	0.000021
greens	noun	0.5510	0.4981	27	0.000007	0.000010
waded	verb	0.5510	0.5194	61	0.000031	0.000039
extracted	verb	0.5510	0.5241	69	0.000058	0.000081
farewell	noun	0.5510	0.4109	34	0.000009	0.000013
seduce	verb	0.5508	0.6018	22	0.000006	0.000015
dark	noun	0.5506	0.5298	92	0.000081	0.000092
tapped	verb	0.5506	0.4962	89	0.000157	0.000228
visited	verb	0.5503	0.5756	62	0.000031	0.000041
dog	noun	0.5503	0.5388	38	0.000011	0.000018
rewarded	verb	0.5501	0.5151	21	0.000005	0.000011
staircase	noun	0.5501	0.5113	25	0.000010	0.000014
anointed	verb	0.5501	0.5147	25	0.000006	0.000011
trotted	verb	0.5501	0.5324	20	0.000006	0.000015
cooed	verb	0.5501	0.4969	32	0.000009	0.000019
stories	noun	0.5501	0.4877	66	0.000020	0.000030
person	noun	0.5501	0.4102	63	0.000025	0.000032
complete	adjective	0.5499	0.4889	72	0.000048	0.000066
ceiling	noun	0.5496	0.5548	40	0.000022	0.000027
chipped	verb	0.5496	0.4934	21	0.000005	0.000011
repairs	noun	0.5496	0.4272	53	0.000020	0.000027
drop	noun	0.5496	0.5128	36	0.000014	0.000020
resumed	verb	0.5491	0.5416	24	0.000006	0.000020
taunt	verb	0.5487	0.4253	25	0.000006	0.000013
owe	verb	0.5482	0.5662	29	0.000011	0.000017
Mrs	noun	0.5480	0.4520	88	0.000225	0.000281
repeat	verb	0.5480	0.4868	54	0.000051	0.000061
glove	noun	0.5480	0.4312	38	0.000011	0.000022
Off	noun	0.5477	0.5113	25	0.000006	0.000009
dusted	verb	0.5477	0.5260	55	0.000039	0.000049
forbidden	verb	0.5477	0.4301	41	0.000011	0.000016
surrender	verb	0.5477	0.3809	37	0.000013	0.000031
murdered	verb	0.5477	0.5562	21	0.000010	0.000013
clean	adjective	0.5473	0.4641	25	0.000006	0.000010
occurs	verb	0.5473	0.4319	21	0.000005	0.000008
franc	noun	0.5473	0.4735	39	0.000010	0.000014
comfort	noun	0.5470	0.4119	22	0.000006	0.000010
Community	noun	0.5468	0.5118	23	0.000006	0.000009
immersed	verb	0.5468	0.5128	23	0.000006	0.000012
soaked	verb	0.5468	0.4461	27	0.000008	0.000013
path	noun	0.5468	0.5359	39	0.000014	0.000016
swept	verb	0.5468	0.4785	90	0.000118	0.000146
neighborhood	noun	0.5468	0.5501	59	0.000019	0.000024
s	noun	0.5463	0.4929	27	0.000016	0.000022
rinse	verb	0.5463	0.4901	27	0.000007	0.000010
fade	noun	0.5463	0.4518	33	0.000021	0.000027
kept	verb	0.5463	0.5525	92	0.001452	0.001597
cloak	noun	0.5463	0.4856	24	0.000008	0.000013
holding	verb	0.5461	0.4095	62	0.000027	0.000036
answers	noun	0.5458	0.5222	25	0.000006	0.000009
clipped	verb	0.5458	0.4674	54	0.000025	0.000044
giggle	verb	0.5456	0.4908	42	0.000018	0.000026
choke	verb	0.5456	0.4638	90	0.000127	0.000157
wallet	noun	0.5454	0.5671	92	0.000043	0.000059
rescued	verb	0.5454	0.4423	31	0.000008	0.000014
sh	noun	0.5454	0.4617	25	0.000008	0.000015
dragging	verb	0.5454	0.4773	23	0.000007	0.000010
weapons	noun	0.5454	0.4518	21	0.000005	0.000008
drawing	verb	0.5454	0.5482	20	0.000005	0.000008
reverse	verb	0.5454	0.4946	30	0.000021	0.000023
convulse	verb	0.5451	0.4362	76	0.000028	0.000040
crumble	noun	0.5449	0.4962	27	0.000008	0.000011
panic	verb	0.5449	0.5411	89	0.000139	0.000165
union	noun	0.5449	0.4674	31	0.000008	0.000012
brush	noun	0.5449	0.4953	33	0.000011	0.000016
oppose	verb	0.5449	0.4773	33	0.000013	0.000018
slamming	verb	0.5449	0.4329	63	0.000037	0.000050
email	verb	0.5447	0.4917	58	0.000042	0.000065
punctured	verb	0.5447	0.5489	34	0.000020	0.000026
that's	verb	0.5444	0.5085	80	0.000303	0.000384
today	noun	0.5444	0.4849	75	0.000030	0.000043
thickets	noun	0.5444	0.4705	46	0.000013	0.000016
email	noun	0.5444	0.4901	29	0.000009	0.000018
heaved	verb	0.5442	0.5364	22	0.000009	0.000023
presence	noun	0.5440	0.4452	51	0.000014	0.000021
journalism	noun	0.5440	0.5014	23	0.000006	0.000009
est	noun	0.5440	0.5099	20	0.000006	0.000009
dream	verb	0.5440	0.4787	54	0.000028	0.000047
relieved	verb	0.5440	0.5198	41	0.000011	0.000016
completely	adverb	0.5440	0.4667	84	0.000033	0.000049
straps	noun	0.5440	0.4764	29	0.000008	0.000011
