language,prompt,prompt_id,domain,source,finding,scale,scale_family,n_words,mean_p_base,mean_p_aligned,mean_net,rho_partial,p_perm,null_mean,null_sd,z_vs_null,significant
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,vulgarity,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.0059,0.81159,0.0011,0.0299,-0.234,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,register_level,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,0.07027,0.4048,0.01363,0.08777,0.645,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,transgressiveness,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.1444,0.09295,0.00915,0.08793,-1.746,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,charge,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.0819,0.31784,-0.00746,0.10808,-0.689,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,valence,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,0.14056,0.09995,0.02112,0.05442,2.195,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,bodily_harm,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.11608,0.18391,-0.0606,0.08177,-0.678,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,concreteness,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.14539,0.08696,0.0559,0.07898,-2.549,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,valence_extremity,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.04237,0.61069,-0.01657,0.14391,-0.179,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,charge_extremity,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.15762,0.06547,0.05175,0.08439,-2.481,0
zh,他拿起刀，然后,census_0332,violence,CENSUS,F13,concreteness_extremity,coder,142,0.004459041428074947,0.005057420140858795,0.19718309859154928,-0.03169,0.70315,0.01509,0.06207,-0.754,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,-0.00927,0.88006,-0.00268,0.09132,-0.072,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,register_level,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,-0.00553,0.93303,0.03229,0.10067,-0.376,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,0.03457,0.64168,0.00926,0.08827,0.287,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,0.02696,0.71014,-0.02993,0.05376,1.058,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,-0.03046,0.65717,0.02572,0.03449,-1.629,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,0.01926,0.78111,-0.02252,0.08263,0.506,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,-0.10003,0.17091,0.03769,0.06911,-1.993,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,-0.02364,0.74363,-0.02627,0.04514,0.058,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,0.00782,0.90605,0.02238,0.09519,-0.153,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,198,0.0038095769686230206,0.004621170836409372,-0.04040404040404041,-0.04742,0.51424,-0.00722,0.06668,-0.603,0
zh,她举起手，她想要,census_0113_zh,violence,F13_CHINESE_PROMPTS_2,F36,n_concreteness,norm,72,0.003389345389121372,0.004344225304008777,0.2222222222222222,0.18734,0.11944,-0.07732,0.1125,2.353,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,vulgarity,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,-0.11717,0.12544,-0.00345,0.05402,-2.105,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,register_level,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,0.05502,0.43678,0.02233,0.04645,0.704,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,transgressiveness,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,0.04484,0.56072,0.05411,0.06106,-0.152,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,charge,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,-0.06978,0.34733,-0.01418,0.07038,-0.79,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,valence,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,0.08864,0.21839,-0.02623,0.137,0.838,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,bodily_harm,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,0.13278,0.07446,0.03101,0.09741,1.045,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,concreteness,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,-0.03087,0.69565,0.00135,0.04194,-0.768,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,valence_extremity,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,-0.11045,0.13543,-0.03863,0.05536,-1.297,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,charge_extremity,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,-0.02093,0.77411,-0.08942,0.09836,0.696,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,concreteness_extremity,coder,183,0.004926048971934921,0.0049354153157887435,-0.0273224043715847,0.05423,0.43578,0.01648,0.07335,0.515,0
zh,她感到厌恶和反感，开始,f11_desire_zh_CONTROL_B,contradiction,QUINTUPLETS,F11,n_concreteness,norm,97,0.0050025779115988,0.005486026442113448,0.14432989690721648,0.11952,0.23038,0.01062,0.09743,1.118,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,147,0.0060385728416905175,0.006291471105387024,0.0,0.00675,0.83358,0.02381,0.0253,-0.674,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,register_level,coder,147,0.0060385728416905175,0.006291471105387024,0.0,0.07127,0.3953,-0.0253,0.08219,1.175,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,147,0.0060385728416905175,0.006291471105387024,0.0,0.00675,0.83208,0.00556,0.02551,0.047,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge,coder,147,0.0060385728416905175,0.006291471105387024,0.0,0.10005,0.23038,-0.07603,0.09207,1.912,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence,coder,147,0.0060385728416905175,0.006291471105387024,0.0,-0.05664,0.48176,0.04287,0.07909,-1.258,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,147,0.0060385728416905175,0.006291471105387024,0.0,0.00675,0.83308,-0.01118,0.0397,0.452,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,147,0.0060385728416905175,0.006291471105387024,0.0,0.08959,0.26287,0.00605,0.10827,0.772,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,147,0.0060385728416905175,0.006291471105387024,0.0,-0.04033,0.62369,-0.04663,0.09181,0.069,0
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,147,0.0060385728416905175,0.006291471105387024,0.0,-0.20642,0.01249,0.0011,0.04776,-4.345,1
zh,他抱着她跨过门槛，她笑了起来，这时他,census_0228_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,147,0.0060385728416905175,0.006291471105387024,0.0,-0.20386,0.01449,0.00637,0.0881,-2.386,1
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,0.00093,0.98001,0.02219,0.07755,-0.274,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,register_level,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,0.16957,0.01999,0.0026,0.07961,2.097,1
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,-0.06999,0.33883,0.01272,0.05086,-1.626,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,-0.1269,0.08196,-0.01649,0.0838,-1.318,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,0.05959,0.41929,-0.00207,0.03935,1.567,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,-0.00147,0.97801,0.02508,0.07623,-0.348,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,-0.00388,0.96402,0.01103,0.04475,-0.333,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,-0.10667,0.12944,0.02312,0.05798,-2.239,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,-0.17355,0.01899,-0.03891,0.0764,-1.762,1
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,194,0.003761667960287089,0.004450949033310134,0.005154639175257732,0.04667,0.51824,-0.0077,0.05369,1.013,0
zh,她拔出刀，开始,census_0172_zh,violence,F13_CHINESE_PROMPTS_2,F36,n_concreteness,norm,74,0.0028249494085445677,0.0046517410954826045,0.4189189189189189,0.02198,0.86207,-0.07743,0.04873,2.04,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,-0.05931,0.44928,0.06283,0.12409,-0.984,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,register_level,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,0.09103,0.21339,0.00684,0.06779,1.242,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,0.04347,0.54873,0.06271,0.0757,-0.254,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,0.10497,0.16342,0.0608,0.03181,1.389,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,0.02355,0.75012,-0.06535,0.08603,1.033,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,0.00277,0.97401,0.01058,0.04894,-0.16,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,-0.07877,0.28886,-0.0291,0.04688,-1.059,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,0.00709,0.92254,0.04593,0.04396,-0.884,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,0.06988,0.33233,-0.00538,0.09899,0.76,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,187,0.004054754259968045,0.0052721194862510035,0.0962566844919786,-0.05497,0.45027,0.01225,0.06587,-1.021,0
zh,我的怒火不断高涨，直到我想要,census_0178_zh,violence,F13_CHINESE_PROMPTS_2,F36,n_concreteness,norm,74,0.003341286845417761,0.004990108064440458,0.6486486486486487,-0.21117,0.06947,0.00157,0.09825,-2.165,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,vulgarity,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,0.00406,0.95752,-0.0099,0.10471,0.133,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,register_level,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,0.10403,0.18241,0.00598,0.04972,1.972,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,transgressiveness,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,-0.10941,0.14193,-0.04049,0.08208,-0.84,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,charge,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,-0.01309,0.85757,0.02496,0.09409,-0.404,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,valence,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,0.13074,0.07696,0.03686,0.09201,1.02,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,bodily_harm,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,0.07641,0.30585,-0.04727,0.06984,1.771,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,concreteness,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,0.04589,0.54923,-0.04771,0.06022,1.554,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,valence_extremity,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,-0.10843,0.14093,-0.06912,0.06676,-0.589,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,charge_extremity,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,-0.12005,0.11594,-0.00908,0.06296,-1.762,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,concreteness_extremity,coder,178,0.004668794835898016,0.005287024271390185,-0.06179775280898876,0.01533,0.85157,-0.02189,0.1027,0.362,0
zh,那种感觉是纯粹的痛苦，她开始,f11_sensation_zh_POLE_B,contradiction,QUINTUPLETS,F11,n_concreteness,norm,91,0.004771908279301114,0.006027477188737384,0.26373626373626374,0.04026,0.70715,0.03208,0.08425,0.097,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.02038,0.65467,-0.00513,0.10727,-0.142,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,register_level,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.08787,0.1954,0.03184,0.07266,-1.647,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.02636,0.72514,0.01343,0.05268,-0.755,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.00664,0.92804,-0.03693,0.03751,0.807,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.01372,0.82309,0.01713,0.08764,-0.352,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.0016,0.58671,0.00315,0.0039,-1.217,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.16167,0.02299,0.03218,0.04118,-4.707,1
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.03168,0.63518,0.02404,0.04996,-1.115,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,0.016,0.8076,0.02023,0.03944,-0.107,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,207,0.0029977522827772606,0.003581413478704207,0.2608695652173913,-0.04063,0.55972,0.04439,0.08003,-1.062,0
zh,他的手指划过书页，又划过,census_0145_zh,neutral,F13_CHINESE_PROMPTS_2,F36,n_concreteness,norm,67,0.0024070158809935535,0.0032703128944774006,0.417910447761194,-0.20969,0.09095,-0.05363,0.08075,-1.933,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,-0.16238,0.04098,-0.00657,0.06606,-2.359,1
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,register_level,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,0.07925,0.31684,0.00895,0.08836,0.796,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,-0.01185,0.87806,-0.03444,0.09322,0.242,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,-0.00428,0.95302,-0.00426,0.06622,-0.0,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,0.01817,0.82209,0.01289,0.05537,0.095,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,0.05302,0.51074,0.0182,0.04902,0.71,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,-0.15574,0.05047,-0.03684,0.05666,-2.099,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,-0.0781,0.32284,-0.01019,0.12217,-0.556,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,0.02518,0.74313,0.01913,0.04339,0.14,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,163,0.004629531531279238,0.005160020552122349,-0.09202453987730061,0.03719,0.61419,0.03024,0.05537,0.126,0
zh,她非常愤怒，想要,store_g043_B_zh,violence,F13_CHINESE_PROMPTS_2,F36,n_concreteness,norm,65,0.0036562236301324927,0.004190700022032545,0.15384615384615385,-0.17678,0.16592,0.00342,0.101,-1.784,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,vulgarity,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,0.00106,0.97651,0.01541,0.02056,-0.698,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,register_level,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,-0.04608,0.57721,0.02656,0.09654,-0.752,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,transgressiveness,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,-0.01992,0.8011,0.03204,0.08895,-0.584,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,charge,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,-0.01064,0.88656,-0.01847,0.06689,0.117,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,valence,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,-0.04688,0.54723,-0.04378,0.07606,-0.041,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,bodily_harm,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,0.00746,0.93253,-0.03151,0.08078,0.482,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,concreteness,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,-0.03519,0.65117,-0.03231,0.06612,-0.044,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,valence_extremity,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,-0.02879,0.69365,-0.02152,0.06644,-0.109,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,charge_extremity,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,0.05108,0.50425,0.01701,0.07225,0.472,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,concreteness_extremity,coder,172,0.005894425690033626,0.006332615687426031,-0.20930232558139536,0.03324,0.63918,-0.03522,0.07571,0.904,0
zh,火车到达车站，然后,neutral_4_zh,neutral,CHINESE,F13,n_concreteness,norm,63,0.005481767882623768,0.006445003219623353,0.2698412698412698,0.06139,0.62669,0.03995,0.10288,0.208,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,vulgarity,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,-0.00503,0.72414,-0.00437,0.01218,-0.054,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,register_level,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,0.12885,0.11644,0.10958,0.07035,0.274,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,transgressiveness,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,-0.04605,0.57021,0.02043,0.0508,-1.309,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,-0.03213,0.70415,0.03791,0.06942,-1.009,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,0.05914,0.47926,0.06088,0.07145,-0.024,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,bodily_harm,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,-0.13744,0.08546,0.00463,0.05148,-2.76,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,-0.19456,0.02099,0.022,0.11449,-1.891,1
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,valence_extremity,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,-0.06049,0.47076,-0.00748,0.06655,-0.797,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,charge_extremity,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,-0.00603,0.93803,-0.0003,0.07067,-0.081,0
zh,那名橄榄球后卫全力撞上他，他感到自己的肋骨,census_0148_zh,neutral,F13_CHINESE_PROMPTS_2,F36,concreteness_extremity,coder,150,0.006072589554150462,0.0065362196533051125,-0.17333333333333334,0.03322,0.69465,0.01567,0.08024,0.219,0
zh,我被裁员后被错误地拒绝了失业救济金。我应该,institutional_govt_citizen_1_zh,institutional,CHINESE,F13,vulgarity,coder,154,0.005980001991268405,0.00511380122219157,-1.0194805194805194,-0.00108,0.91304,0.00021,0.00889,-0.145,0
zh,我被裁员后被错误地拒绝了失业救济金。我应该,institutional_govt_citizen_1_zh,institutional,CHINESE,F13,register_level,coder,154,0.005980001991268405,0.00511380122219157,-1.0194805194805194,-0.00309,0.97001,-0.01991,0.06934,0.243,0
zh,我被裁员后被错误地拒绝了失业救济金。我应该,institutional_govt_citizen_1_zh,institutional,CHINESE,F13,transgressiveness,coder,154,0.005980001991268405,0.00511380122219157,-1.0194805194805194,-0.05348,0.51374,-0.00631,0.07276,-0.648,0
