word	proj	n_cells
attested	-0.260995	2
begun	-0.261036	37
wriggle	-0.261068	21
leveled	-0.261076	66
filesStep	-0.261108	1
Citizen	-0.261393	1
terrace	-0.261645	1
waterfall	-0.261844	1
incredible	-0.261973	9
thumping	-0.262327	8
recreate	-0.262522	9
smothered	-0.262572	39
tenants	-0.262620	54
vest	-0.262792	11
woods	-0.262915	114
prosecuted	-0.263386	4
sabotaged	-0.263479	42
aired	-0.263498	1
shoveled	-0.263646	5
impregnated	-0.263662	1
40%	-0.263764	4
pivoted	-0.263825	1
wanting	-0.263839	12
shielded	-0.264073	74
consented	-0.264284	7
re-file	-0.264318	16
infomercial	-0.264341	2
situated	-0.264374	22
clashed	-0.264415	2
featured	-0.264787	4
triumphed	-0.264790	1
hearing	-0.265051	134
aged	-0.265082	2
huskily	-0.265086	15
antihistamineSolution	-0.265207	1
shallow	-0.265339	12
submitted	-0.265521	957
deal	-0.265718	159
apologise	-0.265820	78
thenSolution	-0.265987	22
pinging	-0.266039	1
3120	-0.266133	1
expiration	-0.266331	1
confidently	-0.266454	5
item	-0.266544	1
proceed	-0.266631	1264
staring	-0.266816	14
angered	-0.266892	3
symbols	-0.266948	42
finds	-0.267087	64
swindled	-0.267288	1
pockets	-0.267296	13
recovering	-0.267428	1
provoke	-0.267450	8
months	-0.267980	43
describe	-0.267990	50
calmly	-0.268025	147
marker	-0.268244	5
USA	-0.268323	16
spotted	-0.268406	278
refitted	-0.268568	2
reinstated	-0.268749	6
chastised	-0.268953	3
provide	-0.269063	2053
eased	-0.269486	192
neared	-0.269631	37
purchases	-0.269637	1
eggs	-0.269804	48
affair	-0.269912	24
cemetery's	-0.270018	1
shredded	-0.270325	54
relaxation	-0.270399	3
shook	-0.270512	3738
flash	-0.270517	95
swimmer	-0.270670	2
editor	-0.270685	9
mitt	-0.270798	2
further	-0.270856	96
upload	-0.270972	64
engine	-0.270987	34
policies	-0.271027	16
hide	-0.271146	289
steering	-0.271544	7
reminiscence	-0.271989	2
fulfillment	-0.272042	19
triumphant	-0.272090	1
wounds．	-0.272169	1
nightsSolution	-0.272187	1
conquer	-0.272339	6
indicate	-0.272410	17
default	-0.272579	16
giggled	-0.272634	322
denouncing	-0.272635	1
flap	-0.272959	1
persecute	-0.273125	2
sarcastically	-0.273157	1
microwaved	-0.273321	6
coverage	-0.273460	3
entered	-0.273522	1675
trimmed	-0.273669	32
medallion	-0.273788	1
submittedSolution	-0.273822	1
wavered	-0.273872	1
implies	-0.273907	116
words	-0.273942	177
recorded	-0.274028	360
crumbling	-0.274225	2
furnishings	-0.274399	1
phenomenon	-0.274754	1
pale	-0.274826	2
packing	-0.274872	21
talked	-0.274886	937
boisterously	-0.275006	9
fondled	-0.275426	117
consolations	-0.275587	1
paged	-0.275596	3
plotted	-0.275689	3
renewal	-0.275901	6
complaining	-0.275938	29
refuses	-0.275990	8
nimbus	-0.276067	1
render	-0.276132	2
gap	-0.276224	13
ension	-0.276233	1
pension	-0.276309	3
stoke	-0.276363	3
bother	-0.276574	19
spread	-0.276639	1015
litigate	-0.276859	2
hiked	-0.276926	3
deflated	-0.277423	21
bursting	-0.277552	11
scour	-0.277564	4
cheers	-0.277694	3
gazing	-0.277699	3
belonged	-0.277769	17
stroll	-0.278018	5
sunny	-0.278080	62
keyed	-0.278146	28
swooped	-0.278193	14
shaky	-0.278384	2
redistributed	-0.278466	1
divert	-0.278576	5
Spirit	-0.278676	1
theySolution	-0.278820	2
lettering	-0.279546	1
smother	-0.279564	21
leash	-0.279965	3
beep	-0.280127	22
riff	-0.280183	1
speculated	-0.280216	1
stew	-0.280515	8
Document	-0.280589	1
giddiness	-0.280604	1
waterless	-0.280643	1
expanded	-0.280751	6
silhouette	-0.280900	1
practically	-0.281168	24
sidled	-0.281222	4
cabin	-0.281230	16
unlock	-0.281528	3
$100	-0.281790	1
dared	-0.281838	23
Mirror	-0.282032	4
chopping	-0.282034	1
European	-0.282066	4
tinker	-0.282191	1
ripple	-0.282453	1
helpl	-0.282532	1
mist	-0.282729	27
volunteer	-0.282860	13
enroll	-0.282950	13
gasped	-0.283110	646
neatly	-0.283144	7
cellular	-0.283212	4
enclosed	-0.283348	10
nigh	-0.283393	2
impulse	-0.283446	20
efforts	-0.283520	4
Term	-0.283588	2
eluded	-0.283735	1
92	-0.283826	69
linked	-0.283873	2
Effects	-0.284027	1
GOD	-0.284089	8
mesh	-0.284144	26
direction	-0.284145	20
frightening	-0.284222	9
angled	-0.284321	5
flaunt	-0.284381	2
offered	-0.284450	4927
disappear	-0.284597	271
cobbles	-0.284820	1
protestSolution	-0.284830	2
spiders	-0.284911	4
guided	-0.284923	758
memorized	-0.284960	13
shell	-0.284984	2
Globe	-0.284999	2
sobbed	-0.285276	172
fidget	-0.285321	25
plundered	-0.285627	35
offend	-0.285743	7
gravestone	-0.285797	4
welcom	-0.286047	4
offer	-0.286085	715
deactivated	-0.286239	1
refusing	-0.286548	8
watery	-0.286632	1
nearly	-0.286774	670
pantyhose	-0.286778	1
windy	-0.286932	3
sing	-0.286970	579
experiment	-0.287016	38
conspire	-0.287020	1
approving	-0.287349	6
creaked	-0.287547	5
rethink	-0.287840	96
trotting	-0.287958	2
exotic	-0.288085	1
mores	-0.288374	10
tugged	-0.288408	479
mourners	-0.288503	7
watching	-0.288728	68
choosing	-0.288890	1
outrun	-0.289078	1
tend	-0.289317	3
seal	-0.289426	21
urgent	-0.289434	4
maintenance	-0.289604	2
unforgiving	-0.289748	4
rendered	-0.290023	7
greatly	-0.290059	1
snuggling	-0.290086	2
depressed	-0.290225	10
unfastened	-0.290354	12
insert	-0.290406	31
humiliate	-0.290508	43
supplied	-0.290527	9
Helen	-0.290857	8
agreeing	-0.291102	8
swipe	-0.291221	11
mutilated	-0.291325	4
ranted	-0.291348	1
strew	-0.291454	1
Humans	-0.291587	6
constructed	-0.291797	52
spilling	-0.291827	17
stared	-0.291986	6230
Parish	-0.292122	1
bonded	-0.292182	1
mess	-0.292242	31
admittedly	-0.292610	2
tag	-0.292703	3
gripped	-0.292748	377
sought	-0.292768	182
funds	-0.292841	2
sensations	-0.292890	3
whistle	-0.293032	33
cotton	-0.293070	2
barren	-0.293432	1
Now	-0.293471	1
adopted	-0.293563	5
haywire	-0.293691	19
weightlessness	-0.293705	2
largely	-0.293720	1
marvelled	-0.293759	10
Consider	-0.293781	1
Colin	-0.293835	1
rattled	-0.294050	8
waxed	-0.294196	1
cantered	-0.294335	6
resurfaced	-0.294596	20
shrugged	-0.294747	184
armour	-0.294784	1
extreme	-0.295020	4
tools	-0.295353	8
finish	-0.295456	169
continue	-0.295648	1252
pen	-0.295844	24
Impact	-0.295855	2
fonts	-0.295976	1
weaken	-0.296134	28
crammed	-0.296237	17
wetter	-0.296388	1
scasters	-0.296667	2
damaged	-0.296670	544
noted	-0.296884	1327
upgrade	-0.296995	35
creative	-0.297072	1
decent	-0.297194	1
freezing	-0.297399	5
reload	-0.297816	13
violates	-0.297883	28
bristled	-0.297913	2
pacing	-0.298065	3
cassette	-0.298127	1
moan	-0.298159	236
mahogany	-0.298177	1
frisson	-0.298356	3
areas	-0.298364	1
wank	-0.298393	7
deputy	-0.298430	1
squirming	-0.298493	15
Word	-0.298568	2
fists	-0.298615	3
supported	-0.298822	78
barricaded	-0.298883	15
quickly	-0.298902	4024
consoling	-0.299061	1
consistently	-0.299141	1
withheld	-0.299450	12
blinding	-0.299668	1
organization	-0.299852	1
curiosity	-0.299997	1
relax	-0.300019	115
tick	-0.300171	2
complainSolution	-0.300520	3
dollars	-0.300584	29
Nile	-0.300642	9
fled	-0.300646	1963
pursed	-0.300893	4
branches	-0.301154	58
unfortunate	-0.301210	2
cleaning	-0.301382	63
screamed	-0.301402	2664
presentsSolution	-0.301437	1
braved	-0.301446	2
fastened	-0.302071	288
confirm	-0.302147	341
explained	-0.302298	2144
ability	-0.302497	1
sunken	-0.302504	1
10000Solution	-0.302609	1
aligns	-0.302772	38
honked	-0.302799	38
cleansed	-0.302800	42
crumpled	-0.302818	183
spill	-0.302873	9
stillness	-0.302999	1
violated	-0.303031	195
predicted	-0.303111	23
contest	-0.303236	163
snuggles	-0.303338	1
hushed	-0.303454	4
revealing	-0.303549	8
beckoned	-0.304142	56
fractured	-0.304437	92
talking	-0.304527	163
105	-0.304980	69
Express	-0.305212	4
gambled	-0.305446	24
rewrote	-0.305529	4
chilled	-0.305726	8
thrive	-0.305742	1
steeped	-0.305822	4
76	-0.306108	117
cheered．	-0.306435	1
firefighters	-0.306449	3
sympathy	-0.306468	21
shelter	-0.306926	6
perform	-0.307010	292
tiled	-0.307114	4
floundered	-0.307196	1
lecture	-0.307205	35
125	-0.307214	195
tunnel	-0.307337	9
stiffness	-0.307483	4
shells	-0.307711	10
chuckled	-0.307810	372
reinsert	-0.307840	3
fireSolution	-0.307855	2
important	-0.307945	6
exhaling	-0.308503	18
outline	-0.308768	42
escalated	-0.308794	3
key	-0.308818	43
inhaled	-0.309279	401
noncommissioned	-0.309284	24
nieces	-0.309336	1
pornography	-0.309445	1
shouts	-0.309507	22
awaiting	-0.309942	8
smells	-0.310090	4
silky	-0.310334	1
coffee	-0.310361	80
stuttered	-0.310789	1
particles	-0.310792	1
1800	-0.310803	2
intended	-0.310853	13
suggesting	-0.311265	17
confess	-0.311442	146
cleared	-0.311461	213
bacon	-0.311884	4
chancellor	-0.311944	1
mentally	-0.312087	14
abandoning	-0.312105	1
188	-0.312273	2
performing	-0.312417	3
slightly	-0.312488	5
fixSolution	-0.312924	1
ropeSolution	-0.312929	1
licitors	-0.312986	7
cinched	-0.313299	5
magic	-0.313313	17
completion	-0.313521	6
mocked	-0.313558	90
rifles	-0.313564	2
encouragements	-0.313816	1
matter	-0.314040	31
fillets	-0.314379	1
strumming	-0.314390	2
printing	-0.314723	1
passages	-0.314777	7
welcome	-0.314848	64
swaggered	-0.315223	6
limping	-0.315308	1
squeaked	-0.315345	1
Created	-0.315386	2
withered	-0.315401	4
brief	-0.315766	12
shadows	-0.315855	15
tilted	-0.315870	158
gardening	-0.315889	14
BMW	-0.316108	19
indulged	-0.316159	1
secured	-0.316417	528
tool	-0.316478	15
melting	-0.316601	1
machine	-0.316720	1
tomatoes	-0.316876	33
middle	-0.316911	95
Coach	-0.316937	7
compliance	-0.316975	6
honking	-0.317527	3
expletives	-0.317688	5
mining	-0.317703	11
广东省	-0.317849	1
pronounced	-0.317908	106
flunked	-0.317917	2
leering	-0.317963	1
affixed	-0.318280	56
cracks	-0.318281	9
roots	-0.318317	21
couldn't	-0.318424	1093
import	-0.318527	15
collect	-0.318639	154
masturbated	-0.318821	41
identified	-0.318973	132
snugged	-0.318975	2
market	-0.319247	1
Shopper	-0.319320	2
offline	-0.319671	6
concur	-0.319681	20
wiggled	-0.319933	34
pranked	-0.319989	1
strategy	-0.320280	7
rededicated	-0.320571	12
deflected	-0.320860	1
linoleum	-0.321042	2
Tiber	-0.321138	6
lean	-0.321228	31
production	-0.321494	23
unbuckled	-0.321719	13
Housing	-0.321883	1
limp	-0.322180	69
leant	-0.322218	16
nodding	-0.322415	48
estimate	-0.322492	26
devoted	-0.322793	3
divides	-0.322992	1
formerly	-0.323042	1
compared	-0.323144	209
revamp	-0.323213	2
re-scan	-0.323375	1
blubber	-0.323841	1
Timmy	-0.323870	1
realised	-0.324122	262
oblige	-0.324248	1
champagne	-0.324256	29
counsel	-0.324322	4
megalithic	-0.324353	1
levels	-0.324494	1
netting	-0.324574	6
advancing	-0.324652	3
attending	-0.324652	3
perfection	-0.324718	4
tomato	-0.324841	19
segregants	-0.324934	1
costume	-0.324939	1
cayenne	-0.325059	5
browsed	-0.325135	145
wreak	-0.325227	2
creates	-0.325306	13
frightened	-0.325330	15
headset	-0.325358	2
panties	-0.325623	42
censers	-0.325777	9
guiding	-0.325900	5
allocated	-0.326013	1
edit	-0.326192	56
fraudulently	-0.326759	9
proposed	-0.327146	51
Français	-0.327310	1
enlarged	-0.327492	1
contractors	-0.327589	2
singing	-0.327604	31
comply	-0.327635	53
products	-0.327643	1
moonlight	-0.327681	6
pancakes	-0.327692	2
reminding	-0.327899	1
moistened	-0.327997	1
obtain	-0.328064	90
itemise	-0.328088	49
mysterious	-0.328111	20
exiting	-0.328313	303
concentrate	-0.328373	44
sorted	-0.328407	150
attract	-0.328624	6
exitingSolution	-0.328757	1
toyed	-0.328837	2
damp	-0.328862	8
keys	-0.328919	54
spoken	-0.328982	3
advocate	-0.329023	5
Instructions	-0.329057	1
laughter	-0.329059	19
insist	-0.329340	154
contacts	-0.329456	2
documentsSolution	-0.329464	1
chilly	-0.329479	13
60	-0.329489	736
yelp	-0.329492	1
labeled	-0.329555	24
palestinian	-0.329738	1
invest	-0.329952	274
vacuuming	-0.329981	2
spurs	-0.330139	2
motioned	-0.330305	494
monks	-0.330485	1
narrating	-0.330560	2
cordon	-0.330572	2
filesSolution	-0.330715	1
smelled	-0.330881	155
tunnels	-0.331092	18
backhanded	-0.331678	2
tapping	-0.331728	1
capture	-0.331767	68
palmed	-0.331875	18
offers	-0.331974	7
report	-0.332176	1901
distribute	-0.332183	51
overdose	-0.332263	2
administrative	-0.332435	1
provided	-0.332488	1374
Hebrew	-0.332491	9
marbles	-0.332632	6
heaviness	-0.332713	12
72	-0.332730	363
stutter	-0.332779	23
zine	-0.332812	1
vandalised	-0.332832	45
pretending	-0.332918	7
manipulate	-0.332958	94
mont	-0.333203	13
stumbling	-0.333333	2
dodged	-0.333354	8
Item	-0.333464	1
rundown	-0.333604	1
covet	-0.333630	2
pajamas	-0.333684	5
feature	-0.333953	7
faint	-0.334030	49
careened	-0.334046	4
Ministry	-0.334116	1
reactivate	-0.334131	1
forward	-0.334228	108
diocese	-0.334373	1
depths	-0.334730	8
suggested	-0.334909	1102
bonnet	-0.335039	2
required	-0.335058	449
compress	-0.335171	17
praised	-0.335251	143
determination	-0.335497	1
50	-0.335597	728
controls	-0.335647	4
settling	-0.335765	74
blackened	-0.335804	4
exhibit	-0.335925	2
whining	-0.336066	6
stemmed	-0.336091	5
circulated	-0.336386	11
adopt	-0.336478	79
presently	-0.336485	6
browsing	-0.336592	2
discontinue	-0.336788	26
rinsing	-0.337312	1
blackmail	-0.337322	14
Chamber	-0.337325	7
reiterate	-0.337369	102
greedily	-0.337724	20
contort	-0.338046	1
pocketed	-0.338596	1420
coffins	-0.338806	1
belittle	-0.338811	2
slack	-0.339153	33
check	-0.339177	2245
rafter	-0.339244	1
demonstrated	-0.339281	67
falter	-0.339316	6
straddled	-0.339416	119
550	-0.339663	19
murky	-0.339912	1
suspect	-0.340115	548
mopping	-0.340285	1
sound	-0.340374	46
dislodged	-0.340391	7
fishing	-0.340477	5
herselfSolution	-0.340601	1
vowels	-0.340687	2
cafe	-0.340721	1
scatter	-0.340731	5
lunging	-0.341169	29
140	-0.341347	131
produced	-0.341401	147
cover	-0.341408	129
accelerate	-0.341767	4
decorating	-0.341820	1
untag	-0.341863	1
document	-0.341914	498
yours	-0.341925	1
disappearing	-0.342215	345
scan	-0.342249	78
fabricated	-0.342344	5
refueled	-0.342439	2
smell	-0.342624	43
forgotSolution	-0.342768	1
spiralled	-0.342875	1
subscription	-0.342910	1
rejoined	-0.342973	2
fiddled	-0.343140	37
hailed	-0.343384	9
Youth	-0.343536	1
computers	-0.343555	16
420	-0.343602	10
raises	-0.343909	99
reprimanded	-0.344105	16
thumb	-0.344153	96
combined	-0.344169	5
summoned	-0.344244	119
retrieved	-0.344278	693
luggage	-0.344333	1
subjected	-0.344378	12
submit	-0.344662	1391
offering	-0.344832	149
preserve	-0.344915	15
risk	-0.344996	139
wrung	-0.345008	10
re-established	-0.345026	1
compare	-0.345116	54
idled	-0.345130	1
certify	-0.345379	19
laughing	-0.345452	24
thoughts	-0.345455	16
oddly	-0.345620	1
Chateau	-0.345956	1
prophecy	-0.346164	1
jiffy	-0.346321	3
resting	-0.346471	3
rags	-0.346602	31
emptied	-0.346624	562
confiscate	-0.346635	19
relive	-0.346746	1
dwell	-0.346847	40
egg	-0.346889	8
someone's	-0.347083	3
collecting	-0.347372	3
corridor	-0.347386	9
unlatched	-0.347684	1
incredibly	-0.347811	3
comment	-0.347888	78
greeted	-0.347896	254
enjoy	-0.348041	261
headphones	-0.348113	20
specialists	-0.348179	12
powdered	-0.348255	8
whickered	-0.348451	4
exhilaration	-0.348473	11
pace	-0.348693	144
owed	-0.348708	1
operation	-0.348775	14
rapidly	-0.348895	4
gloated	-0.348910	1
moped	-0.348962	2
columnar	-0.348992	1
cloudy	-0.349127	40
unearthed	-0.349233	64
stranger	-0.349285	1
gathered	-0.349513	260
quacked	-0.349614	2
regretful	-0.349687	1
viciously	-0.350012	7
speak	-0.350068	2525
persist	-0.350313	1
abruptly	-0.350320	89
headscarf	-0.350352	5
drunkenly	-0.350936	1
silent	-0.350990	57
throttle	-0.351157	141
shrieks	-0.351183	1
stepfather	-0.351386	1
reveal	-0.351464	122
nodded	-0.351659	1653
undergo	-0.351821	41
quivered	-0.351837	5
mimed	-0.351849	5
jammed	-0.351980	191
reality	-0.352010	29
explain	-0.352118	2296
whistling	-0.352182	7
mixed	-0.352239	486
hiding	-0.352317	5
impress	-0.352489	54
Task	-0.352510	4
binoculars	-0.352687	1
proclaim	-0.352712	7
swiped	-0.353002	253
water's	-0.353169	6
strongly	-0.353353	22
emigrate	-0.353659	14
knelt	-0.354049	1254
melted	-0.354062	53
beckoning	-0.354532	2
easy	-0.354643	1
accounted	-0.354768	10
boom	-0.354868	7
unsheathe	-0.354954	3
totted	-0.355165	1
900	-0.355328	54
nectar	-0.355519	1
swing	-0.355605	151
extremely	-0.355899	22
mopped	-0.356182	29
flashing	-0.356315	1
breathing	-0.356432	38
savoured	-0.356491	1
189	-0.356558	1
Translate	-0.356693	3
pancake	-0.356713	1
disguised	-0.356844	6
partially	-0.356844	3
persisted	-0.356847	8
making	-0.357116	596
replacing	-0.357159	1
aspirinSolution	-0.357234	1
hum	-0.357286	148
chant	-0.357329	152
suddenly	-0.357332	993
thanked	-0.357530	757
440	-0.357552	1
seduced	-0.357577	7
community	-0.357630	30
hallucinate	-0.357664	25
harassed	-0.357934	5
darted	-0.357993	121
requires	-0.358354	100
squandered	-0.358401	7
anticipation	-0.358415	4
landscape	-0.358594	13
domain	-0.358779	1
145	-0.359575	22
smiling	-0.359600	34
registering	-0.359716	1
corrupt	-0.360007	1
accept	-0.360111	1500
regret	-0.360270	218
training	-0.360308	6
fidgeted	-0.360310	4
leftSolution	-0.360440	2
muckraking	-0.360479	3
davened	-0.360502	4
curves	-0.360943	22
cleanse	-0.361075	21
spirits	-0.361110	1
dents	-0.361298	1
canyon	-0.361309	21
narrative	-0.362224	2
prophet	-0.362347	1
panty	-0.362382	1
piercing	-0.362401	18
instituted	-0.362452	1
established	-0.362577	65
excitement．	-0.362702	1
Catherine	-0.362791	1
license	-0.362876	13
campsite	-0.363127	1
toddler	-0.363264	8
purred	-0.363348	5
francs	-0.363472	37
whistled	-0.363680	64
polluted	-0.363785	8
pivot	-0.363934	4
expedition	-0.364136	1
problem	-0.364320	30
pre-soak	-0.364423	1
exposed	-0.364673	175
floating	-0.364726	20
label	-0.364805	2
Cognac	-0.364829	1
colder	-0.364914	1
revived	-0.365017	3
stricken	-0.365571	9
burrowed	-0.365685	3
prompted	-0.365989	94
clenched	-0.366081	84
notes	-0.366363	41
belted	-0.366718	12
blacked	-0.366723	1
merge	-0.366804	26
verified	-0.367055	200
equipment	-0.367465	20
expectations	-0.367850	16
smoke-filled	-0.368020	6
permit	-0.368310	10
ignoreSolution	-0.368693	1
swigged	-0.368785	6
numbness	-0.368794	45
tickle	-0.368847	49
forty	-0.369350	6
pants	-0.369497	129
sneeze	-0.369533	10
sheProblem	-0.369538	1
weeks	-0.369568	61
project	-0.370017	9
compelled	-0.370083	13
serial	-0.370095	1
anticipate	-0.370412	61
runSolution	-0.370557	1
spoke	-0.370562	3351
minute	-0.370746	32
solitude	-0.370753	1
frame	-0.370913	13
confessed	-0.371141	125
missed	-0.371411	1066
tattered	-0.371628	2
criticize	-0.371842	2
assured	-0.372138	532
resisting	-0.372274	30
re-insert	-0.372290	1
performed	-0.372450	908
collided	-0.372518	38
smoke	-0.372519	86
wander	-0.372564	105
suspension	-0.372572	1
nurtured	-0.372823	2
recap	-0.373145	1
unreal	-0.373376	1
motioning	-0.373407	7
engineer	-0.373596	2
sideswiped	-0.373785	1
whisked	-0.373951	25
sprouted	-0.374135	4
recover	-0.374287	20
handwriting	-0.374290	2
laughed	-0.374292	4220
applause	-0.374576	9
inquiring	-0.374691	2
gaze	-0.374818	28
measures	-0.375068	1
unzipped	-0.375226	147
act	-0.375576	734
logs	-0.375677	6
colonel	-0.375710	1
overalls	-0.375835	19
convince	-0.375872	10
veering	-0.376450	1
gusto	-0.376644	1
wooden	-0.376810	91
nibbled	-0.376907	77
divulge	-0.377066	1
evictSolution	-0.377325	1
repossess	-0.377609	19
intertwined	-0.377610	7
spoonfed	-0.377675	1
needed	-0.377854	177
particularly	-0.378002	2
constituted	-0.378071	45
cemetery	-0.378124	38
waddled	-0.378216	1
intelligence	-0.378282	1
clicking	-0.378498	9
charmed	-0.378529	1
scorn	-0.378688	1
eyed	-0.378726	103
refinanced	-0.378861	4
critics	-0.378941	6
blaze	-0.379184	11
nudge	-0.379335	1
inquired	-0.379527	73
confined	-0.379605	3
expand	-0.379663	33
aim	-0.380209	161
ating	-0.380431	2
prompt	-0.380531	1
<|fim_prefix|>package	-0.381172	1
defecated	-0.381177	113
wowed	-0.381257	2
crossed	-0.381365	756
craned	-0.381367	1
panted	-0.381412	6
Japan	-0.381423	1
prone	-0.381445	1
priceless	-0.381490	3
repackaged	-0.381750	1
instruct	-0.381788	21
bundled	-0.381918	6
strikeSolution	-0.381951	2
sake	-0.382116	1
fend	-0.382351	2
shuffle	-0.382376	1
unfamiliar	-0.382538	19
islanders	-0.382741	1
settlement	-0.383135	1
toe	-0.383444	18
cymbals	-0.383525	2
astronomy	-0.383526	21
950	-0.383586	4
unknowingly	-0.383840	2
painSolution	-0.384045	3
insects	-0.384132	4
bustling	-0.384309	24
scattering	-0.384871	1
account	-0.384899	14
decorated	-0.384938	229
Tony	-0.385011	3
retirement	-0.385053	2
Breeze	-0.385102	2
symbolsSolution	-0.385137	1
possible	-0.385215	5
itSolution	-0.385545	2
Network	-0.385896	1
issued	-0.386062	219
scrawled	-0.386224	228
prophesy	-0.386350	34
revisions	-0.386377	1
fading	-0.386593	1
faltered	-0.386649	4
priorities	-0.386768	2
sauntered	-0.386862	278
generation	-0.387041	4
locks	-0.387213	1
reassurances	-0.387401	10
hilariously	-0.387477	1
experiencing	-0.387505	1
workload	-0.387653	13
drummed	-0.388077	1
entertained	-0.388082	2
considerSolution	-0.388344	3
disappeared	-0.388494	1897
saffron	-0.388514	3
displayed	-0.388582	154
stoleSolution	-0.388643	2
trampled	-0.388728	533
monastery	-0.388843	1
resumed	-0.388951	74
earlobes	-0.389197	1
spasm	-0.389435	62
exited	-0.389628	237
helplessly	-0.389756	1
adjust	-0.389861	129
750	-0.389864	64
crooned	-0.389914	1
Netflix	-0.389921	1
shred	-0.390035	2
trumpeted	-0.390161	1
collaborated	-0.390457	3
shadow	-0.390575	2
inhabitants	-0.390576	11
chillSolution	-0.390768	1
proprietor	-0.390818	1
advance	-0.390851	12
licitation	-0.391109	3
recheck	-0.391282	14
Assistant	-0.391469	3
wrinkled	-0.391699	8
practiced	-0.392073	58
countertop	-0.392100	13
110	-0.392281	168
mathematical	-0.392533	1
renovate	-0.392654	4
backSolution	-0.392746	1
frozen	-0.393471	38
grunt	-0.393718	4
proclaiming	-0.394050	2
teammates	-0.394213	9
resent	-0.394282	54
shooed	-0.394334	32
taskbar	-0.394422	6
mystery	-0.394790	2
scooted	-0.394823	23
proxy	-0.395186	1
confront	-0.395309	547
material	-0.395313	29
consent	-0.395466	3
yell	-0.395487	339
wheeling	-0.395497	3
twigs	-0.395857	26
presentation	-0.395887	1
enhance	-0.396219	2
hollered	-0.396252	23
amplified	-0.396327	1
daze	-0.396472	29
excavated	-0.396883	16
passion	-0.396966	9
forgot	-0.397221	889
invoked	-0.397432	78
eyelids	-0.397434	5
hunting	-0.397437	1
chairman	-0.397503	18
sanctified	-0.397531	4
tightened	-0.397536	569
Alliance	-0.397847	1
525	-0.397997	2
implied	-0.398022	113
screams	-0.398185	3
betterSolution	-0.398715	2
re-inspect	-0.398745	5
televised	-0.398918	1
excuse	-0.398939	1
legsSolution	-0.398999	1
reportedTo	-0.399149	1
telltale	-0.399703	2
vandalized	-0.400153	238
softly	-0.400491	258
福建省	-0.400532	1
subduing	-0.400907	1
fenced	-0.401160	1
berserk	-0.401572	14
delightful	-0.401652	5
sipped	-0.402018	383
seasonings	-0.402142	24
lighten	-0.402284	1
transmit	-0.402486	2
define	-0.402627	1
interviewed	-0.402878	9
industry	-0.402981	1
heart-wrenching	-0.402989	2
miscellaneous	-0.403194	1
mend	-0.403195	2
pulverized	-0.403196	2
highlights	-0.403361	45
provides	-0.403554	3
paraphernalia	-0.403595	1
village	-0.403634	57
forgive	-0.403676	136
bears	-0.403749	1
shattering	-0.403828	7
scoured	-0.403886	2
defied	-0.403975	2
rejoining	-0.404071	5
mic	-0.404107	1
overpower	-0.404109	1
register	-0.404117	26
foundation	-0.404162	1
duffel	-0.404249	1
discoveries	-0.404299	6
blur	-0.404962	13
refine	-0.405059	1
70	-0.405194	546
whinnied	-0.405236	31
doubt	-0.405598	267
repacked	-0.405623	1
exercise	-0.405834	62
reappeared	-0.405846	1
declare	-0.406350	114
sapling	-0.406423	1
recycled	-0.406586	2
checked	-0.406669	3643
glassed	-0.406732	1
knob	-0.406875	6
enjoyed	-0.406887	265
shielding	-0.406907	3
captured	-0.406963	167
hissed	-0.407676	443
logic	-0.407856	1
Bank	-0.407975	3
unintentionally	-0.408010	1
Anonymous	-0.408107	1
exultation	-0.408148	2
breached	-0.408253	4
laughs	-0.408544	1
remarked	-0.408693	90
resort	-0.408725	11
enormous	-0.408767	9
censor	-0.409207	4
margins	-0.409372	33
wine．	-0.409687	2
suffocated	-0.410224	27
thicket	-0.410304	13
560	-0.410528	1
customized	-0.410638	1
warmly	-0.411095	3
illegally	-0.411213	13
wondering	-0.411442	19
regain	-0.411513	2
earnestly	-0.411744	7
moo	-0.411998	1
zipped	-0.412112	163
realized	-0.412516	2918
photography	-0.412516	4
mountain	-0.412518	7
scene	-0.412587	23
paired	-0.412708	1
peeked	-0.412716	130
reprocess	-0.412799	2
twirl	-0.412945	8
process	-0.413035	32
slowing	-0.413164	7
flatlined	-0.413175	1
protecting	-0.413244	4
hysterical	-0.413566	2
bottomless	-0.413916	2
older	-0.413941	13
blackmailed	-0.413951	6
confirming	-0.414026	1
acceptSolution	-0.414096	1
wheeze	-0.414211	4
sanction	-0.414425	1
assistant	-0.414445	36
netizens	-0.414593	3
crumpling	-0.414722	1
pellet	-0.414838	17
imported	-0.414843	1
sizzle	-0.415107	1
streamline	-0.415351	2
notebooks	-0.415522	3
authorized	-0.415751	9
reporting	-0.415822	15
hyperventilate	-0.415955	61
realise	-0.415959	138
filling	-0.416049	10
furnished	-0.416162	6
encouragement	-0.416193	1
deer's	-0.416241	26
wriggled	-0.416287	4
farming	-0.416435	2
encountered	-0.416494	32
enta	-0.416617	1
folders	-0.416827	6
vibrate	-0.417034	10
muttered	-0.417131	1201
limp．	-0.417149	1
dieSolution	-0.417181	7
accede	-0.417625	2
Allah	-0.417640	11
participated	-0.417663	28
succeeded	-0.417747	66
support	-0.417912	441
authorize	-0.417951	11
managed	-0.418428	1014
practicing	-0.418465	4
portal	-0.418481	3
discussions	-0.419070	1
avert	-0.419128	1
forest	-0.419347	115
