word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
药瓶	any	0.5623	0.5069	22	0.000107	0.000097
美丽	any	0.5623	0.5502	24	0.000214	0.000253
坐在	any	0.5606	0.4602	33	0.001012	0.001291
倒入	any	0.5606	0.4810	26	0.000202	0.000200
一股	any	0.5606	0.5260	33	0.000603	0.000610
靠近	any	0.5606	0.4879	25	0.000628	0.000637
鞋子	any	0.5606	0.5363	27	0.000221	0.000213
好了	any	0.5606	0.5225	25	0.000222	0.000246
着	any	0.5606	0.4983	34	0.001928	0.002475
留下	any	0.5606	0.5900	22	0.000119	0.000117
街道	any	0.5606	0.6471	31	0.000291	0.000344
告诉他	any	0.5588	0.5450	20	0.000551	0.000773
剧痛	any	0.5571	0.5069	24	0.000174	0.000194
见	any	0.5571	0.5709	25	0.000204	0.000217
想念	any	0.5571	0.5917	25	0.000230	0.000358
它的	any	0.5571	0.5052	27	0.000223	0.000237
爆发	any	0.5571	0.6263	24	0.000219	0.000293
谷底	any	0.5571	0.4948	32	0.000242	0.000222
迎	any	0.5571	0.4775	27	0.000270	0.000266
转身	any	0.5571	0.4810	33	0.002777	0.003441
敢	any	0.5571	0.5640	31	0.000212	0.000192
躺	any	0.5571	0.5467	27	0.000520	0.000529
拥有	any	0.5571	0.4879	34	0.002279	0.002502
鞭打	any	0.5571	0.5260	20	0.000099	0.000089
远离	any	0.5571	0.4706	34	0.001031	0.001104
山崖	any	0.5554	0.5536	26	0.000162	0.000145
的一	any	0.5554	0.5969	32	0.000290	0.000301
请	any	0.5554	0.5744	20	0.000126	0.000191
踩	any	0.5554	0.5934	24	0.000199	0.000205
脸颊	any	0.5554	0.6211	32	0.000604	0.000650
西装	any	0.5554	0.5069	24	0.000133	0.000125
暴打	any	0.5536	0.4983	21	0.000105	0.000106
想要	any	0.5536	0.4429	28	0.000438	0.000592
离开了	any	0.5536	0.5536	23	0.000445	0.000562
浓烟	any	0.5536	0.5052	25	0.000243	0.000251
攻	any	0.5536	0.4256	24	0.000250	0.000230
动弹	any	0.5536	0.5329	21	0.000106	0.000120
软	any	0.5536	0.5363	21	0.000108	0.000109
本书	any	0.5536	0.5986	26	0.000133	0.000105
锁骨	any	0.5519	0.4913	24	0.000172	0.000176
离婚	any	0.5519	0.5536	24	0.000420	0.000540
母亲	any	0.5519	0.5000	30	0.000293	0.000288
怀疑	any	0.5519	0.4377	32	0.003464	0.003488
慢慢地	any	0.5502	0.5433	22	0.001924	0.002819
地下	any	0.5502	0.5882	21	0.000124	0.000136
倒地	any	0.5502	0.4862	32	0.000656	0.000643
继续	any	0.5502	0.5398	34	0.003648	0.004155
与	any	0.5502	0.5882	34	0.006155	0.006903
不已	any	0.5502	0.4844	23	0.000150	0.000164
正	any	0.5502	0.5398	31	0.000204	0.000199
走	any	0.5502	0.5294	34	0.001682	0.001723
出	any	0.5502	0.5467	34	0.000660	0.000809
出声	any	0.5502	0.4291	30	0.000258	0.000250
自由	any	0.5502	0.4533	34	0.002278	0.002360
一份	any	0.5502	0.5121	31	0.000492	0.000559
挣扎	any	0.5502	0.4913	29	0.000584	0.000690
碎石	any	0.5484	0.5069	22	0.000107	0.000095
今天	any	0.5484	0.5484	22	0.000165	0.000194
骄傲	any	0.5484	0.5329	24	0.000133	0.000105
吐	any	0.5484	0.5415	20	0.000138	0.000191
抚摸	any	0.5467	0.4118	29	0.001007	0.001059
主动	any	0.5467	0.4550	22	0.000240	0.000305
爱情	any	0.5467	0.5087	22	0.000335	0.000458
幸福	any	0.5467	0.5467	23	0.000187	0.000262
罢工	any	0.5467	0.4429	29	0.000188	0.000178
11	any	0.5467	0.5329	29	0.000379	0.000188
非常	any	0.5467	0.5017	30	0.000677	0.000694
一根	any	0.5450	0.6142	30	0.000261	0.000242
着“	any	0.5433	0.4948	34	0.000821	0.001021
暂时	any	0.5433	0.5052	21	0.000248	0.000293
大海	any	0.5433	0.5640	31	0.000256	0.000282
院子	any	0.5433	0.5986	28	0.000187	0.000180
背	any	0.5433	0.4913	29	0.000332	0.000345
听	any	0.5433	0.6159	31	0.000405	0.000440
共和党	any	0.5433	0.5121	27	0.000142	0.000107
拒绝	any	0.5433	0.4533	34	0.000792	0.000838
下来	any	0.5433	0.4792	22	0.000201	0.000257
外面	any	0.5433	0.4827	22	0.000177	0.000173
门口	any	0.5433	0.5121	33	0.000527	0.000525
铁栅栏	any	0.5433	0.5242	20	0.000097	0.000085
对他	any	0.5433	0.5190	23	0.001045	0.001233
怀孕	any	0.5433	0.4706	23	0.000241	0.000314
抛弃	any	0.5415	0.4758	22	0.000280	0.000414
死的	any	0.5415	0.4516	28	0.000256	0.000244
柔软	any	0.5415	0.5484	30	0.000207	0.000180
享受	any	0.5415	0.5588	32	0.000585	0.000704
件	any	0.5398	0.5571	29	0.000160	0.000124
100	any	0.5398	0.6228	34	0.001286	0.001569
大腿	any	0.5398	0.5190	29	0.000265	0.000259
渴望	any	0.5398	0.5156	28	0.000472	0.000511
那样	any	0.5398	0.5190	23	0.000116	0.000097
向前	any	0.5398	0.6332	24	0.000233	0.000294
明白	any	0.5398	0.4913	32	0.001310	0.001349
对她	any	0.5398	0.5675	25	0.001100	0.001232
铁	any	0.5398	0.4637	20	0.000098	0.000120
走进	any	0.5398	0.5242	30	0.000362	0.000397
一脚	any	0.5398	0.4360	21	0.000274	0.000293
教训	any	0.5398	0.4844	25	0.000391	0.000427
治疗	any	0.5398	0.4913	23	0.000197	0.000188
跟着	any	0.5398	0.4948	23	0.000187	0.000201
扶	any	0.5398	0.5675	30	0.000342	0.000381
玩	any	0.5398	0.5190	33	0.000292	0.000270
更多的	any	0.5381	0.5138	20	0.000285	0.000477
流	any	0.5381	0.4862	20	0.000173	0.000104
两大	any	0.5381	0.4862	20	0.000151	0.000153
画	any	0.5381	0.4810	22	0.000173	0.000187
一道	any	0.5381	0.4481	22	0.000144	0.000146
轻轻	any	0.5363	0.5260	33	0.002950	0.003270
的话	any	0.5363	0.5069	26	0.000362	0.000404
提前	any	0.5363	0.5433	21	0.000197	0.000212
哭泣	any	0.5363	0.5260	31	0.001042	0.001198
端	any	0.5363	0.5363	23	0.000207	0.000211
接	any	0.5363	0.5087	32	0.000427	0.000416
烟雾	any	0.5346	0.5692	20	0.000153	0.000171
了自己的	any	0.5346	0.5173	24	0.000576	0.000612
了几	any	0.5346	0.5381	24	0.000278	0.000271
走了	any	0.5346	0.4965	24	0.000563	0.000628
账单	any	0.5346	0.4983	20	0.000105	0.000077
该	any	0.5329	0.5121	21	0.000280	0.000317
两人	any	0.5329	0.4844	27	0.000416	0.000473
只	any	0.5329	0.3702	23	0.000142	0.000155
投诉	any	0.5329	0.6228	27	0.000386	0.000421
报复	any	0.5329	0.5813	34	0.002308	0.002497
做什么	any	0.5329	0.5260	23	0.002537	0.002947
然后	any	0.5329	0.5190	29	0.000532	0.000618
信	any	0.5329	0.5087	24	0.000225	0.000256
水	any	0.5329	0.3772	33	0.000388	0.000376
僵直	any	0.5329	0.5017	23	0.000117	0.000097
伸出	any	0.5329	0.4896	22	0.000241	0.000254
感到高兴	any	0.5329	0.5121	25	0.000198	0.000192
书页	any	0.5329	0.6211	28	0.000151	0.000130
了一个	any	0.5311	0.5208	28	0.000641	0.000731
联合	any	0.5311	0.4844	26	0.000214	0.000199
身后	any	0.5311	0.5744	30	0.000250	0.000238
反抗	any	0.5294	0.4740	31	0.001230	0.001317
用力	any	0.5294	0.4533	33	0.002958	0.003167
想起	any	0.5294	0.4360	33	0.000567	0.000618
存活	any	0.5294	0.4913	26	0.000197	0.000192
深谷	any	0.5294	0.5675	27	0.000188	0.000164
鹿皮	any	0.5294	0.5450	22	0.000117	0.000113
了他	any	0.5277	0.5104	20	0.000317	0.000375
窗外	any	0.5277	0.4412	30	0.000240	0.000236
肩膀	any	0.5277	0.5727	32	0.001125	0.001152
树干	any	0.5277	0.4827	20	0.000117	0.000107
喊	any	0.5260	0.4533	27	0.000188	0.000169
香烟	any	0.5260	0.5571	21	0.000136	0.000143
前	any	0.5260	0.3356	23	0.000177	0.000174
追	any	0.5260	0.5986	24	0.000206	0.000239
黑暗	any	0.5260	0.4325	25	0.000269	0.000354
鸡巴	any	0.5260	0.5363	21	0.000200	0.000218
口袋	any	0.5260	0.4637	27	0.000169	0.000173
鼻子	any	0.5260	0.5467	31	0.000661	0.000680
忘记	any	0.5260	0.5156	28	0.000491	0.000606
耳朵	any	0.5260	0.5433	31	0.000483	0.000493
30	any	0.5260	0.4533	33	0.001184	0.001420
右手	any	0.5260	0.6298	31	0.000284	0.000282
鼓掌	any	0.5242	0.4983	24	0.000125	0.000097
夹克	any	0.5242	0.5381	20	0.000135	0.000136
屋顶	any	0.5242	0.5190	22	0.000167	0.000161
悬崖	any	0.5242	0.5069	32	0.000285	0.000337
一句	any	0.5242	0.5865	30	0.000365	0.000482
刀	any	0.5242	0.4758	22	0.000207	0.000227
回	any	0.5242	0.5415	28	0.000414	0.000519
嫁给	any	0.5225	0.4844	21	0.000340	0.000278
按	any	0.5225	0.5260	29	0.000452	0.000678
阴茎	any	0.5225	0.4775	31	0.000335	0.000340
动手	any	0.5225	0.5156	29	0.000563	0.000536
肚子	any	0.5225	0.5571	29	0.000435	0.000489
彻底	any	0.5225	0.5865	26	0.000463	0.000530
一饮而尽	any	0.5225	0.5329	23	0.000237	0.000239
离开	any	0.5225	0.5467	34	0.008027	0.007977
面前	any	0.5208	0.4862	26	0.000234	0.000253
站	any	0.5208	0.4827	32	0.001103	0.001223
放	any	0.5208	0.5415	30	0.000369	0.000398
打我	any	0.5208	0.5311	28	0.000368	0.000445
占有	any	0.5208	0.4066	24	0.000480	0.000596
让他	any	0.5208	0.5173	24	0.001921	0.001954
拼命	any	0.5190	0.4048	23	0.000182	0.000190
起来	any	0.5190	0.5606	34	0.001153	0.001282
倒	any	0.5190	0.5502	34	0.001296	0.001318
握	any	0.5190	0.5225	23	0.000217	0.000268
逃避	any	0.5190	0.4360	29	0.000873	0.001010
感觉	any	0.5190	0.5640	33	0.000997	0.001036
正在	any	0.5190	0.4844	34	0.000421	0.000425
铁丝	any	0.5173	0.4170	24	0.000125	0.000095
头发	any	0.5173	0.5277	32	0.000468	0.000469
乳房	any	0.5173	0.4862	26	0.000315	0.000312
报警	any	0.5173	0.5346	30	0.000701	0.000567
骨折	any	0.5156	0.6644	23	0.000123	0.000097
对方	any	0.5156	0.5190	34	0.000547	0.000644
背叛	any	0.5156	0.4896	30	0.000468	0.000453
亲吻	any	0.5156	0.5087	31	0.001528	0.001583
吸	any	0.5156	0.6090	25	0.000217	0.000211
心	any	0.5156	0.5865	22	0.000183	0.000190
睡觉	any	0.5156	0.4654	26	0.000252	0.000221
桌子	any	0.5156	0.5415	28	0.000204	0.000201
这样的	any	0.5156	0.4533	31	0.000511	0.000535
脚	any	0.5156	0.5017	30	0.000345	0.000319
人	any	0.5156	0.6021	31	0.000308	0.000301
活	any	0.5156	0.4740	34	0.000439	0.000489
那样的	any	0.5156	0.4706	20	0.000100	0.000086
宇宙	any	0.5138	0.4619	30	0.000350	0.000318
发	any	0.5121	0.5606	25	0.000594	0.000567
最后	any	0.5121	0.5329	33	0.000623	0.000616
90	any	0.5121	0.6263	27	0.000592	0.000558
发泄	any	0.5121	0.5398	27	0.000752	0.000794
那	any	0.5121	0.4152	34	0.003302	0.003214
树	any	0.5121	0.5087	20	0.000134	0.000194
生	any	0.5121	0.5190	30	0.000656	0.000687
瞄准	any	0.5121	0.5675	29	0.000650	0.000719
一起	any	0.5121	0.4983	33	0.000699	0.000687
受伤	any	0.5121	0.4637	32	0.000300	0.000335
鹿肉	any	0.5121	0.5536	25	0.000134	0.000122
射击	any	0.5121	0.5779	33	0.000973	0.001074
一张	any	0.5121	0.6920	31	0.000399	0.000364
想象	any	0.5104	0.5415	20	0.000246	0.000333
学习	any	0.5104	0.5035	32	0.001018	0.001205
向	any	0.5087	0.5433	34	0.014017	0.013929
看到	any	0.5087	0.4464	33	0.001252	0.001525
下巴	any	0.5087	0.4429	33	0.000689	0.000648
卖掉	any	0.5087	0.4775	23	0.000276	0.000260
真	any	0.5087	0.5433	22	0.000163	0.000125
疏远	any	0.5069	0.5138	20	0.000251	0.000261
就开始	any	0.5069	0.5363	22	0.000218	0.000277
手腕	any	0.5052	0.4810	29	0.000376	0.000371
嘴角	any	0.5052	0.4464	31	0.000323	0.000285
快点	any	0.5052	0.5242	22	0.000209	0.000201
沉默	any	0.5052	0.4152	29	0.000633	0.000671
这个	any	0.5052	0.5156	34	0.002301	0.002344
什么	any	0.5052	0.5260	34	0.005249	0.005144
喊叫	any	0.5052	0.4913	20	0.000124	0.000114
一棵	any	0.5052	0.4775	25	0.000269	0.000252
的时候	any	0.5052	0.4533	23	0.000434	0.000431
精液	any	0.5052	0.4637	23	0.000187	0.000188
下去	any	0.5052	0.5329	33	0.000474	0.000509
和你	any	0.5035	0.4619	22	0.000420	0.000481
喝下去	any	0.5035	0.5536	24	0.000151	0.000125
解开	any	0.5017	0.4948	27	0.000562	0.000633
一间	any	0.5017	0.5433	20	0.000169	0.000173
植物	any	0.5017	0.4740	29	0.000322	0.000299
乳头	any	0.5017	0.4706	21	0.000209	0.000233
开了	any	0.5017	0.4498	23	0.000267	0.000308
包	any	0.5017	0.5640	23	0.000144	0.000114
阻止	any	0.5017	0.3824	30	0.000638	0.000571
打小	any	0.5017	0.5000	20	0.000195	0.000195
自杀	any	0.5017	0.5087	34	0.001642	0.001557
带	any	0.5017	0.4429	29	0.000494	0.000507
天	any	0.5000	0.5000	26	0.000210	0.000236
这样	any	0.5000	0.4654	30	0.001008	0.001201
口水	any	0.5000	0.3806	20	0.000219	0.000174
昏迷	any	0.5000	0.4273	24	0.000240	0.000230
当	any	0.5000	0.5104	26	0.000393	0.000473
踢	any	0.5000	0.4775	30	0.000596	0.000582
整理	any	0.5000	0.4481	24	0.000192	0.000145
过来	any	0.4983	0.4118	23	0.000188	0.000167
恶心	any	0.4983	0.5311	30	0.000360	0.000330
木板	any	0.4983	0.5225	21	0.000125	0.000108
躺在	any	0.4983	0.5467	20	0.000489	0.000465
抱	any	0.4983	0.5294	26	0.000392	0.000379
抽	any	0.4983	0.5398	30	0.000502	0.000406
将	any	0.4983	0.4983	34	0.013473	0.014044
脱掉	any	0.4983	0.4862	26	0.000349	0.000295
刺	any	0.4965	0.5208	32	0.001069	0.001002
了一	any	0.4965	0.5104	32	0.003183	0.003389
马路	any	0.4965	0.5433	28	0.000265	0.000226
里面	any	0.4948	0.4291	27	0.000226	0.000192
过去	any	0.4948	0.3824	20	0.000186	0.000150
变得	any	0.4948	0.4671	34	0.003537	0.003542
数学	any	0.4948	0.4689	28	0.000267	0.000228
双手	any	0.4948	0.5225	34	0.000836	0.000861
殴打	any	0.4948	0.5692	30	0.000429	0.000427
呢	any	0.4948	0.5138	26	0.000403	0.000362
身上	any	0.4948	0.5121	34	0.000543	0.000451
把它	any	0.4948	0.4706	34	0.002324	0.002226
递	any	0.4948	0.4619	22	0.000530	0.000603
疼	any	0.4948	0.6090	21	0.000153	0.000120
35	any	0.4948	0.4498	31	0.000740	0.000992
期待	any	0.4931	0.4810	24	0.000270	0.000286
敲	any	0.4931	0.5433	30	0.000331	0.000305
的声音	any	0.4913	0.4792	24	0.000196	0.000173
左	any	0.4913	0.4533	24	0.000206	0.000198
渐渐	any	0.4913	0.4983	23	0.000287	0.000274
终于	any	0.4913	0.5121	29	0.000408	0.000376
山	any	0.4913	0.6263	25	0.000176	0.000124
厨房	any	0.4913	0.5156	27	0.000312	0.000328
房间	any	0.4913	0.5640	33	0.000650	0.000662
对准	any	0.4913	0.5156	24	0.000478	0.000532
放进	any	0.4913	0.4394	23	0.000252	0.000217
本	any	0.4913	0.4792	22	0.000125	0.000088
对不起	any	0.4896	0.5121	24	0.000213	0.000218
草坪	any	0.4896	0.4446	26	0.000187	0.000140
三口	any	0.4896	0.5000	20	0.000160	0.000144
大火	any	0.4896	0.5415	28	0.000214	0.000191
叫喊	any	0.4896	0.5069	20	0.000117	0.000088
要求	any	0.4879	0.5467	31	0.002017	0.001929
生气	any	0.4879	0.6419	26	0.000192	0.000135
走廊	any	0.4879	0.5588	26	0.000249	0.000270
臀部	any	0.4879	0.5000	28	0.000342	0.000305
骨头	any	0.4879	0.5329	21	0.000136	0.000107
嘴中	any	0.4879	0.4394	21	0.000134	0.000107
和她	any	0.4879	0.4602	22	0.000889	0.000788
软绵绵	any	0.4879	0.4689	22	0.000116	0.000086
一下	any	0.4879	0.5294	24	0.000160	0.000138
回家	any	0.4879	0.6194	33	0.000682	0.000709
炒	any	0.4862	0.4550	26	0.000312	0.000285
脏话	any	0.4862	0.4879	26	0.000360	0.000384
感觉到	any	0.4862	0.5433	22	0.000298	0.000429
离	any	0.4862	0.4481	30	0.000734	0.000601
耳边	any	0.4862	0.4221	22	0.000173	0.000136
去找	any	0.4844	0.3737	21	0.000855	0.000865
打了	any	0.4844	0.5467	31	0.000400	0.000452
唱歌	any	0.4844	0.4533	22	0.000193	0.000216
工作	any	0.4844	0.5502	33	0.000376	0.000364
第一口	any	0.4844	0.4671	20	0.000218	0.000190
双	any	0.4844	0.5761	30	0.000348	0.000300
咬	any	0.4844	0.4118	28	0.000349	0.000312
让她	any	0.4844	0.5121	27	0.001051	0.000985
点燃	any	0.4844	0.4983	29	0.000344	0.000342
一棵树	any	0.4827	0.4446	26	0.000185	0.000153
唇	any	0.4827	0.4360	26	0.000326	0.000306
却	any	0.4827	0.4550	32	0.000408	0.000412
这些	any	0.4827	0.5035	26	0.000204	0.000179
同意	any	0.4827	0.6315	24	0.000205	0.000175
每个人	any	0.4827	0.5069	22	0.000234	0.000204
胸前	any	0.4827	0.4862	30	0.000385	0.000355
同时	any	0.4827	0.4827	22	0.000336	0.000347
一件	any	0.4827	0.5173	24	0.000206	0.000171
道	any	0.4810	0.4913	34	0.001348	0.001605
以	any	0.4810	0.4740	34	0.003176	0.003592
枪	any	0.4810	0.5467	25	0.000234	0.000203
爆炸	any	0.4810	0.4602	31	0.000312	0.000287
全身	any	0.4810	0.4498	31	0.000536	0.000494
孩子	any	0.4810	0.5121	34	0.001742	0.001667
大衣	any	0.4810	0.5017	24	0.000169	0.000145
抽搐	any	0.4810	0.4429	23	0.000191	0.000147
脸上	any	0.4792	0.4446	32	0.000874	0.000854
亲	any	0.4792	0.5000	28	0.000768	0.000714
为自己	any	0.4792	0.4533	22	0.000496	0.000486
射	any	0.4792	0.5035	22	0.000240	0.000326
打开	any	0.4792	0.5519	32	0.000959	0.000924
眼睛	any	0.4792	0.5623	32	0.000785	0.000841
咽喉	any	0.4792	0.4671	20	0.000108	0.000077
大	any	0.4775	0.5190	31	0.000777	0.000649
高兴	any	0.4775	0.4706	20	0.000146	0.000105
轮流	any	0.4775	0.4360	27	0.000305	0.000259
酒	any	0.4775	0.4187	25	0.000210	0.000245
头上	any	0.4775	0.5502	33	0.000435	0.000386
撕扯	any	0.4775	0.4550	22	0.000312	0.000231
就要	any	0.4775	0.4896	24	0.000246	0.000226
送	any	0.4775	0.4498	20	0.000153	0.000131
奶	any	0.4758	0.5450	26	0.000294	0.000256
伸手	any	0.4758	0.4481	26	0.000785	0.000861
抓住	any	0.4758	0.4792	32	0.002240	0.002358
他的	any	0.4758	0.3962	32	0.005527	0.005885
点	any	0.4758	0.5606	30	0.000415	0.000386
脏	any	0.4758	0.5225	22	0.000217	0.000193
一只	any	0.4758	0.4913	32	0.000566	0.000576
地球	any	0.4740	0.3841	27	0.000221	0.000230
人群	any	0.4740	0.4118	25	0.000271	0.000252
守护	any	0.4740	0.4256	25	0.000288	0.000246
割	any	0.4740	0.4706	27	0.000469	0.000427
忽然	any	0.4740	0.3945	29	0.000411	0.000373
似乎	any	0.4740	0.4256	32	0.000373	0.000390
手	any	0.4740	0.6228	34	0.001423	0.001429
法国	any	0.4740	0.3910	29	0.000250	0.000201
山谷	any	0.4740	0.3391	32	0.000265	0.000230
刺痛	any	0.4740	0.5398	20	0.000209	0.000179
窗户	any	0.4740	0.4983	31	0.000401	0.000427
下	any	0.4740	0.4602	31	0.000657	0.000622
床	any	0.4740	0.4048	21	0.000135	0.000114
在	any	0.4706	0.4879	34	0.024003	0.022620
死亡	any	0.4706	0.4221	34	0.002230	0.002137
死掉	any	0.4706	0.3945	29	0.000381	0.000333
大声	any	0.4706	0.5087	31	0.000520	0.000678
哦	any	0.4706	0.4879	31	0.000592	0.000523
各自	any	0.4706	0.4948	20	0.000209	0.000181
火	any	0.4706	0.5087	27	0.000211	0.000185
动物	any	0.4689	0.5294	30	0.000345	0.000307
停	any	0.4671	0.5260	21	0.000248	0.000261
裤子	any	0.4671	0.4844	27	0.000284	0.000228
毁掉	any	0.4671	0.4014	29	0.000484	0.000451
父亲	any	0.4671	0.4913	33	0.000434	0.000434
互相	any	0.4671	0.4671	25	0.000269	0.000243
一直	any	0.4671	0.4446	26	0.000332	0.000354
捶	any	0.4671	0.4048	24	0.000297	0.000284
给他	any	0.4671	0.5260	23	0.001672	0.001435
会	any	0.4671	0.5363	33	0.000580	0.000565
看着	any	0.4654	0.5000	32	0.002156	0.002012
胸	any	0.4654	0.4516	28	0.000447	0.000401
黑	any	0.4654	0.4100	20	0.000147	0.000095
辞职	any	0.4654	0.4498	30	0.000559	0.000504
生育	any	0.4654	0.4550	24	0.000196	0.000196
唱	any	0.4654	0.5311	30	0.000324	0.000287
她的	any	0.4654	0.4377	28	0.003164	0.003548
扣动	any	0.4637	0.4394	25	0.000553	0.000516
拿出	any	0.4637	0.4948	32	0.000784	0.001011
死去	any	0.4637	0.4083	34	0.001228	0.001102
嘴	any	0.4619	0.4170	30	0.000346	0.000291
12	any	0.4619	0.4170	28	0.000689	0.000531
肩上	any	0.4602	0.4464	25	0.000263	0.000214
大厅	any	0.4602	0.5225	25	0.000300	0.000263
丈夫	any	0.4602	0.4706	30	0.000278	0.000237
报仇	any	0.4602	0.3737	25	0.000450	0.000454
为此	any	0.4602	0.4896	24	0.000349	0.000300
这	any	0.4602	0.5294	34	0.001490	0.001450
一条	any	0.4602	0.4844	33	0.000497	0.000439
之后	any	0.4602	0.4637	27	0.000581	0.000501
这条	any	0.4602	0.3979	23	0.000388	0.000306
特朗普	any	0.4585	0.5208	20	0.000107	0.000075
休息	any	0.4585	0.4256	32	0.000256	0.000220
手机	any	0.4585	0.5796	26	0.000168	0.000149
脖子	any	0.4585	0.4550	32	0.001008	0.000950
你的	any	0.4585	0.4204	28	0.000507	0.000574
挣脱	any	0.4567	0.4429	21	0.000460	0.000367
脖	any	0.4567	0.5571	21	0.000239	0.000187
~	any	0.4567	0.4896	30	0.000533	0.000478
一	any	0.4567	0.5450	32	0.001222	0.001053
耳垂	any	0.4567	0.4152	25	0.000231	0.000208
救	any	0.4567	0.3806	31	0.000563	0.000510
找	any	0.4567	0.5606	34	0.004936	0.004590
谁	any	0.4567	0.5225	31	0.000443	0.000407
不要	any	0.4567	0.4983	34	0.000522	0.000524
一个	any	0.4567	0.4464	34	0.010280	0.010263
开口	any	0.4567	0.4291	21	0.000169	0.000128
脸	any	0.4550	0.4550	32	0.001010	0.000963
开枪	any	0.4550	0.4619	32	0.001469	0.001431
逃	any	0.4533	0.3633	25	0.000357	0.000293
时	any	0.4533	0.4083	33	0.001359	0.001401
用手	any	0.4533	0.5156	34	0.003037	0.002713
山下	any	0.4533	0.5606	25	0.000168	0.000115
挡	any	0.4533	0.5156	23	0.000341	0.000306
上	any	0.4533	0.5571	34	0.000392	0.000360
一声	any	0.4533	0.5260	34	0.000930	0.000877
最	any	0.4533	0.3945	31	0.000842	0.000627
希望	any	0.4516	0.5242	24	0.000219	0.000213
的	any	0.4498	0.4602	34	0.005751	0.005423
白色	any	0.4498	0.5138	20	0.000162	0.000119
已经	any	0.4498	0.3945	33	0.000836	0.000723
等	any	0.4498	0.5519	22	0.000240	0.000171
扣	any	0.4498	0.5087	27	0.000510	0.000439
后脑勺	any	0.4498	0.4394	21	0.000179	0.000165
路边	any	0.4498	0.3945	33	0.000294	0.000239
祈祷	any	0.4481	0.4689	22	0.000238	0.000175
开	any	0.4481	0.5069	28	0.000569	0.000510
娶	any	0.4481	0.4291	30	0.000825	0.000760
他们	any	0.4464	0.4256	34	0.003156	0.003114
如果	any	0.4464	0.4325	21	0.000194	0.000142
房子	any	0.4464	0.4948	27	0.000257	0.000201
阳具	any	0.4464	0.4291	23	0.000228	0.000183
手上	any	0.4464	0.6073	22	0.000186	0.000106
后	any	0.4464	0.3875	31	0.000838	0.000776
活着	any	0.4464	0.4567	29	0.000357	0.000313
不行	any	0.4464	0.4706	20	0.000167	0.000188
答应	any	0.4429	0.4706	28	0.000233	0.000187
跟你	any	0.4429	0.4187	25	0.000211	0.000166
路旁	any	0.4429	0.3633	21	0.000124	0.000076
肉	any	0.4429	0.4221	34	0.000537	0.000500
征服	any	0.4429	0.4118	20	0.000345	0.000212
谢谢	any	0.4429	0.4896	20	0.000226	0.000188
举起	any	0.4394	0.4221	22	0.000394	0.000348
马上	any	0.4394	0.4394	31	0.000622	0.000488
一个人	any	0.4394	0.4844	28	0.000318	0.000267
胸膛	any	0.4394	0.3287	29	0.000546	0.000504
服从	any	0.4394	0.5121	23	0.000270	0.000247
亲手	any	0.4394	0.4602	21	0.000348	0.000240
醒	any	0.4377	0.4377	28	0.000222	0.000169
回来	any	0.4377	0.3997	30	0.000374	0.000314
为	any	0.4360	0.4983	34	0.007267	0.007014
放在	any	0.4360	0.4844	29	0.000633	0.000554
说道	any	0.4360	0.4429	29	0.000782	0.000559
一阵	any	0.4360	0.4740	33	0.000946	0.000898
裂	any	0.4360	0.5190	23	0.000171	0.000123
4	any	0.4360	0.4740	25	0.000496	0.000546
害怕	any	0.4360	0.4983	29	0.001452	0.001281
活下去	any	0.4360	0.4879	29	0.000404	0.000292
脱衣服	any	0.4343	0.4844	24	0.000259	0.000192
膝盖	any	0.4325	0.5052	23	0.000221	0.000188
手指	any	0.4325	0.5294	34	0.000978	0.001045
没有	any	0.4325	0.4533	30	0.000700	0.000620
后背	any	0.4325	0.2941	32	0.000549	0.000455
帮	any	0.4325	0.5156	29	0.000530	0.000462
胸脯	any	0.4325	0.5052	21	0.000242	0.000187
就把	any	0.4308	0.5017	22	0.000419	0.000235
看看	any	0.4308	0.4239	30	0.000556	0.000447
美	any	0.4308	0.4204	20	0.000126	0.000074
掌声	any	0.4291	0.4066	20	0.000117	0.000068
挥	any	0.4291	0.5779	25	0.000285	0.000206
毁灭	any	0.4273	0.4446	30	0.001042	0.000854
以后	any	0.4256	0.3737	21	0.000347	0.000233
对面	any	0.4256	0.3391	21	0.000169	0.000133
道“	any	0.4256	0.3391	28	0.000462	0.000351
问	any	0.4256	0.5882	34	0.001861	0.001566
由	any	0.4256	0.5225	31	0.000446	0.000333
世界	any	0.4256	0.3651	24	0.000253	0.000183
直接	any	0.4221	0.3875	31	0.001324	0.001029
起诉	any	0.4221	0.4152	27	0.001148	0.000978
吻	any	0.4221	0.4394	31	0.002535	0.002168
永远	any	0.4221	0.3633	33	0.001227	0.001118
用	any	0.4221	0.4291	34	0.019994	0.018611
腿	any	0.4221	0.5606	30	0.000503	0.000441
崖	any	0.4221	0.3841	23	0.000182	0.000118
喝	any	0.4204	0.3927	32	0.000898	0.000811
获得	any	0.4187	0.4948	27	0.000422	0.000275
猛	any	0.4187	0.5433	23	0.000277	0.000203
舔	any	0.4187	0.4706	25	0.000368	0.000264
我们	any	0.4187	0.3633	33	0.001195	0.001053
支付	any	0.4170	0.5035	32	0.000722	0.000580
个	any	0.4152	0.4498	33	0.001796	0.001785
钱	any	0.4152	0.4325	33	0.000422	0.000372
黑色	any	0.4152	0.4031	26	0.000267	0.000192
