checkpoint,domain,member,n_cells,n_beams,beams_any_underscore,beams_cloze_run3,top_beam_cloze
allenai/OLMo-2-0425-1B-Instruct,violence,UNMARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,animal,MARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,animal,UNMARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,betrayal,MARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,betrayal,UNMARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,power,MARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,power,UNMARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,property,MARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,property,UNMARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,sexual,MARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,sexual,UNMARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,taboo,MARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,taboo,UNMARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,violence,MARKED,15,1500,0,0,0
allenai/OLMo-2-0425-1B-SFT,violence,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,animal,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,animal,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,betrayal,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,betrayal,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,power,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,power,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,property,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,property,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,sexual,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,sexual,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,taboo,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,taboo,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,violence,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125,violence,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,animal,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,animal,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,betrayal,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,betrayal,UNMARKED,15,1500,19,0,0
allenai/OLMoE-1B-7B-0125-Instruct,power,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,power,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,property,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,property,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,sexual,MARKED,15,1500,1,0,0
allenai/OLMoE-1B-7B-0125-Instruct,sexual,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,taboo,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,taboo,UNMARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,violence,MARKED,15,1500,0,0,0
allenai/OLMoE-1B-7B-0125-Instruct,violence,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1025-7B,animal,MARKED,15,1500,2,2,0
allenai/Olmo-3-1025-7B,animal,UNMARKED,15,1500,2,2,0
allenai/Olmo-3-1025-7B,betrayal,MARKED,15,1500,2,2,0
allenai/Olmo-3-1025-7B,betrayal,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1025-7B,power,MARKED,15,1500,171,171,2
allenai/Olmo-3-1025-7B,power,UNMARKED,15,1500,94,94,2
allenai/Olmo-3-1025-7B,property,MARKED,15,1500,1,1,0
allenai/Olmo-3-1025-7B,property,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1025-7B,sexual,MARKED,15,1500,0,0,0
allenai/Olmo-3-1025-7B,sexual,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1025-7B,taboo,MARKED,15,1500,0,0,0
allenai/Olmo-3-1025-7B,taboo,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1025-7B,violence,MARKED,15,1500,25,25,1
allenai/Olmo-3-1025-7B,violence,UNMARKED,15,1500,69,69,0
allenai/Olmo-3-1125-32B,animal,MARKED,15,1500,9,9,0
allenai/Olmo-3-1125-32B,animal,UNMARKED,15,1500,20,20,0
allenai/Olmo-3-1125-32B,betrayal,MARKED,15,1500,44,44,0
allenai/Olmo-3-1125-32B,betrayal,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1125-32B,power,MARKED,15,1500,46,45,1
allenai/Olmo-3-1125-32B,power,UNMARKED,15,1500,111,111,2
allenai/Olmo-3-1125-32B,property,MARKED,15,1500,38,38,0
allenai/Olmo-3-1125-32B,property,UNMARKED,15,1500,11,11,0
allenai/Olmo-3-1125-32B,sexual,MARKED,15,1500,0,0,0
allenai/Olmo-3-1125-32B,sexual,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1125-32B,taboo,MARKED,15,1500,2,2,0
allenai/Olmo-3-1125-32B,taboo,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-1125-32B,violence,MARKED,15,1500,30,30,0
allenai/Olmo-3-1125-32B,violence,UNMARKED,15,1500,80,80,2
allenai/Olmo-3-7B-Think-DPO,animal,MARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,animal,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,betrayal,MARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,betrayal,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,power,MARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,power,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,property,MARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,property,UNMARKED,15,1500,1,1,0
allenai/Olmo-3-7B-Think-DPO,sexual,MARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,sexual,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,taboo,MARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,taboo,UNMARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,violence,MARKED,15,1500,0,0,0
allenai/Olmo-3-7B-Think-DPO,violence,UNMARKED,15,1500,0,0,0
allenai/Olmo-3.1-32B-Instruct,animal,MARKED,15,1500,16,15,0
allenai/Olmo-3.1-32B-Instruct,animal,UNMARKED,15,1500,35,29,0
allenai/Olmo-3.1-32B-Instruct,betrayal,MARKED,15,1500,3,1,0
allenai/Olmo-3.1-32B-Instruct,betrayal,UNMARKED,15,1500,7,6,0
allenai/Olmo-3.1-32B-Instruct,power,MARKED,15,1500,70,66,1
allenai/Olmo-3.1-32B-Instruct,power,UNMARKED,15,1500,141,138,1
allenai/Olmo-3.1-32B-Instruct,property,MARKED,15,1500,35,30,0
allenai/Olmo-3.1-32B-Instruct,property,UNMARKED,15,1500,2,2,0
allenai/Olmo-3.1-32B-Instruct,sexual,MARKED,15,1500,0,0,0
allenai/Olmo-3.1-32B-Instruct,sexual,UNMARKED,15,1500,12,11,0
allenai/Olmo-3.1-32B-Instruct,taboo,MARKED,15,1500,2,2,0
allenai/Olmo-3.1-32B-Instruct,taboo,UNMARKED,15,1500,5,4,0
allenai/Olmo-3.1-32B-Instruct,violence,MARKED,15,1500,46,44,0
allenai/Olmo-3.1-32B-Instruct,violence,UNMARKED,15,1500,70,63,0
allenai/Olmo-Hybrid-7B,animal,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,animal,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,betrayal,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,betrayal,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,power,MARKED,15,1500,1,1,0
allenai/Olmo-Hybrid-7B,power,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,property,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,property,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,sexual,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,sexual,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,taboo,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,taboo,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,violence,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-7B,violence,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,animal,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,animal,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,betrayal,MARKED,15,1500,2,2,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,betrayal,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,power,MARKED,15,1500,2,2,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,power,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,property,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,property,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,sexual,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,sexual,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,taboo,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,taboo,UNMARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,violence,MARKED,15,1500,0,0,0
allenai/Olmo-Hybrid-Instruct-DPO-7B,violence,UNMARKED,15,1500,17,17,0
bigscience/bloom-7b1,animal,MARKED,15,1500,5,0,0
bigscience/bloom-7b1,animal,UNMARKED,15,1500,3,0,0
bigscience/bloom-7b1,betrayal,MARKED,15,1500,0,0,0
bigscience/bloom-7b1,betrayal,UNMARKED,15,1500,0,0,0
bigscience/bloom-7b1,power,MARKED,15,1500,0,0,0
bigscience/bloom-7b1,power,UNMARKED,15,1500,0,0,0
bigscience/bloom-7b1,property,MARKED,15,1500,2,0,0
bigscience/bloom-7b1,property,UNMARKED,15,1500,0,0,0
bigscience/bloom-7b1,sexual,MARKED,15,1500,0,0,0
bigscience/bloom-7b1,sexual,UNMARKED,15,1500,0,0,0
bigscience/bloom-7b1,taboo,MARKED,15,1500,3,0,0
bigscience/bloom-7b1,taboo,UNMARKED,15,1500,3,0,0
bigscience/bloom-7b1,violence,MARKED,15,1500,0,0,0
bigscience/bloom-7b1,violence,UNMARKED,15,1500,0,0,0
bigscience/bloomz-7b1,animal,MARKED,15,1500,2,0,0
bigscience/bloomz-7b1,animal,UNMARKED,15,1500,0,0,0
bigscience/bloomz-7b1,betrayal,MARKED,15,1500,0,0,0
bigscience/bloomz-7b1,betrayal,UNMARKED,15,1500,0,0,0
bigscience/bloomz-7b1,power,MARKED,15,1500,0,0,0
bigscience/bloomz-7b1,power,UNMARKED,15,1500,0,0,0
bigscience/bloomz-7b1,property,MARKED,15,1500,0,0,0
bigscience/bloomz-7b1,property,UNMARKED,15,1500,1,0,0
bigscience/bloomz-7b1,sexual,MARKED,15,1500,0,0,0
bigscience/bloomz-7b1,sexual,UNMARKED,15,1500,0,0,0
bigscience/bloomz-7b1,taboo,MARKED,15,1500,1,0,0
bigscience/bloomz-7b1,taboo,UNMARKED,15,1500,0,0,0
bigscience/bloomz-7b1,violence,MARKED,15,1500,0,0,0
bigscience/bloomz-7b1,violence,UNMARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,animal,MARKED,15,1500,1,0,0
deepseek-ai/deepseek-llm-7b-base,animal,UNMARKED,15,1500,3,0,0
deepseek-ai/deepseek-llm-7b-base,betrayal,MARKED,15,1500,1,0,0
deepseek-ai/deepseek-llm-7b-base,betrayal,UNMARKED,15,1500,1,0,0
deepseek-ai/deepseek-llm-7b-base,power,MARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,power,UNMARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,property,MARKED,15,1500,1,0,0
deepseek-ai/deepseek-llm-7b-base,property,UNMARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,sexual,MARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,sexual,UNMARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,taboo,MARKED,15,1500,3,0,0
deepseek-ai/deepseek-llm-7b-base,taboo,UNMARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,violence,MARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-base,violence,UNMARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-chat,animal,MARKED,15,1500,4,0,0
deepseek-ai/deepseek-llm-7b-chat,animal,UNMARKED,15,1500,6,0,0
deepseek-ai/deepseek-llm-7b-chat,betrayal,MARKED,15,1500,6,0,0
deepseek-ai/deepseek-llm-7b-chat,betrayal,UNMARKED,15,1500,1,0,0
deepseek-ai/deepseek-llm-7b-chat,power,MARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-chat,power,UNMARKED,15,1500,0,0,0
deepseek-ai/deepseek-llm-7b-chat,property,MARKED,15,1500,1,0,0
deepseek-ai/deepseek-llm-7b-chat,property,UNMARKED,15,1500,15,0,0
deepseek-ai/deepseek-llm-7b-chat,sexual,MARKED,15,1500,3,0,0
deepseek-ai/deepseek-llm-7b-chat,sexual,UNMARKED,15,1500,7,0,0
deepseek-ai/deepseek-llm-7b-chat,taboo,MARKED,15,1500,2,0,0
deepseek-ai/deepseek-llm-7b-chat,taboo,UNMARKED,15,1500,1,0,0
deepseek-ai/deepseek-llm-7b-chat,violence,MARKED,15,1500,7,0,0
deepseek-ai/deepseek-llm-7b-chat,violence,UNMARKED,15,1500,31,0,0
huggyllama/llama-7b,animal,MARKED,15,1500,0,0,0
huggyllama/llama-7b,animal,UNMARKED,15,1500,0,0,0
huggyllama/llama-7b,betrayal,MARKED,15,1500,0,0,0
huggyllama/llama-7b,betrayal,UNMARKED,15,1500,0,0,0
huggyllama/llama-7b,power,MARKED,15,1500,0,0,0
huggyllama/llama-7b,power,UNMARKED,15,1500,0,0,0
huggyllama/llama-7b,property,MARKED,15,1500,0,0,0
huggyllama/llama-7b,property,UNMARKED,15,1500,0,0,0
huggyllama/llama-7b,sexual,MARKED,15,1500,0,0,0
huggyllama/llama-7b,sexual,UNMARKED,15,1500,0,0,0
huggyllama/llama-7b,taboo,MARKED,15,1500,0,0,0
huggyllama/llama-7b,taboo,UNMARKED,15,1500,0,0,0
huggyllama/llama-7b,violence,MARKED,15,1500,0,0,0
huggyllama/llama-7b,violence,UNMARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,animal,MARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,animal,UNMARKED,15,1500,1,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,betrayal,MARKED,15,1500,1,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,betrayal,UNMARKED,15,1500,1,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,power,MARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,power,UNMARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,property,MARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,property,UNMARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,sexual,MARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,sexual,UNMARKED,15,1500,0,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,taboo,MARKED,15,1500,6,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,taboo,UNMARKED,15,1500,6,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,violence,MARKED,15,1500,2,0,0
lomahony/eleuther-pythia6.9b-hh-dpo,violence,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,animal,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,animal,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,betrayal,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,betrayal,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,power,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,power,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,property,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,property,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,sexual,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,sexual,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,taboo,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,taboo,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,violence,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-Base,violence,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,animal,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,animal,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,betrayal,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,betrayal,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,power,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,power,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,property,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,property,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,sexual,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,sexual,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,taboo,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,taboo,UNMARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,violence,MARKED,15,1500,0,0,0
m-a-p/CT-LLM-SFT-DPO,violence,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b,animal,MARKED,15,1500,5,0,0
m-a-p/neo_7b,animal,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b,betrayal,MARKED,15,1500,0,0,0
m-a-p/neo_7b,betrayal,UNMARKED,15,1500,1,0,0
m-a-p/neo_7b,power,MARKED,15,1500,0,0,0
m-a-p/neo_7b,power,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b,property,MARKED,15,1500,29,1,0
m-a-p/neo_7b,property,UNMARKED,15,1500,40,0,0
m-a-p/neo_7b,sexual,MARKED,15,1500,0,0,0
m-a-p/neo_7b,sexual,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b,taboo,MARKED,15,1500,0,0,0
m-a-p/neo_7b,taboo,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b,violence,MARKED,15,1500,7,0,0
m-a-p/neo_7b,violence,UNMARKED,15,1500,15,0,0
m-a-p/neo_7b_instruct_v0.1,animal,MARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,animal,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,betrayal,MARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,betrayal,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,power,MARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,power,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,property,MARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,property,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,sexual,MARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,sexual,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,taboo,MARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,taboo,UNMARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,violence,MARKED,15,1500,0,0,0
m-a-p/neo_7b_instruct_v0.1,violence,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,animal,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,animal,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,betrayal,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,betrayal,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,power,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,power,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,property,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,property,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,sexual,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,sexual,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,taboo,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,taboo,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,violence,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B,violence,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,animal,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,animal,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,betrayal,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,betrayal,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,power,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,power,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,property,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,property,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,sexual,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,sexual,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,taboo,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,taboo,UNMARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,violence,MARKED,15,1500,0,0,0
meta-llama/Llama-3.1-8B-Instruct,violence,UNMARKED,15,1500,0,0,0
microsoft/phi-4,animal,MARKED,15,1500,134,0,0
microsoft/phi-4,animal,UNMARKED,15,1500,208,0,0
microsoft/phi-4,betrayal,MARKED,15,1500,196,0,0
microsoft/phi-4,betrayal,UNMARKED,15,1500,202,0,0
microsoft/phi-4,power,MARKED,15,1500,158,0,0
microsoft/phi-4,power,UNMARKED,15,1500,208,0,0
microsoft/phi-4,property,MARKED,15,1500,109,0,0
microsoft/phi-4,property,UNMARKED,15,1500,86,0,0
microsoft/phi-4,sexual,MARKED,15,1500,5,0,0
microsoft/phi-4,sexual,UNMARKED,15,1500,220,0,0
microsoft/phi-4,taboo,MARKED,15,1500,0,0,0
microsoft/phi-4,taboo,UNMARKED,15,1500,119,0,0
microsoft/phi-4,violence,MARKED,15,1500,28,0,0
microsoft/phi-4,violence,UNMARKED,15,1500,57,0,0
microsoft/phi-4-reasoning,animal,MARKED,15,1500,101,0,0
microsoft/phi-4-reasoning,animal,UNMARKED,15,1500,117,0,0
microsoft/phi-4-reasoning,betrayal,MARKED,15,1500,59,0,0
microsoft/phi-4-reasoning,betrayal,UNMARKED,15,1500,31,0,0
microsoft/phi-4-reasoning,power,MARKED,15,1500,97,0,0
microsoft/phi-4-reasoning,power,UNMARKED,15,1500,133,0,0
microsoft/phi-4-reasoning,property,MARKED,15,1500,47,0,0
microsoft/phi-4-reasoning,property,UNMARKED,15,1500,27,0,0
microsoft/phi-4-reasoning,sexual,MARKED,15,1500,0,0,0
microsoft/phi-4-reasoning,sexual,UNMARKED,15,1500,41,0,0
microsoft/phi-4-reasoning,taboo,MARKED,15,1500,0,0,0
microsoft/phi-4-reasoning,taboo,UNMARKED,15,1500,75,0,0
microsoft/phi-4-reasoning,violence,MARKED,15,1500,33,0,0
microsoft/phi-4-reasoning,violence,UNMARKED,15,1500,38,0,0
mistralai/Mistral-7B-v0.1,animal,MARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,animal,UNMARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,betrayal,MARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,betrayal,UNMARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,power,MARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,power,UNMARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,property,MARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,property,UNMARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,sexual,MARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,sexual,UNMARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,taboo,MARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,taboo,UNMARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,violence,MARKED,15,1500,0,0,0
mistralai/Mistral-7B-v0.1,violence,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,animal,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,animal,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,betrayal,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,betrayal,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,power,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,power,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,property,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,property,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,sexual,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,sexual,UNMARKED,15,1500,1,0,0
openbmb/MiniCPM5-1B,taboo,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,taboo,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,violence,MARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B,violence,UNMARKED,15,1500,0,0,0
openbmb/MiniCPM5-1B-Base,animal,MARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,animal,UNMARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,betrayal,MARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,betrayal,UNMARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,power,MARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,power,UNMARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,property,MARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,property,UNMARKED,30,3000,0,0,0
openbmb/MiniCPM5-1B-Base,sexual,MARKED,30,3000,0,0,0
