checkpoint,group,role,prompt_id,n_gens,E-QUIZ,E-QA,E-TASK,E-ASSIST,E-MENTION,E-META,REFUSAL
allenai/OLMo-2-0425-1B,f11_sensation,POLE_B,store_g051_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B,f11_species,BOTH,store_g047_2,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B,f11_species,POLE_B,store_g047_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B,f11_species_wolf,POLE_B,f11_species_wolf_pole_b,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B,f11_trust,BOTH,census_0000,3,0,1,0,0,0,0,0
allenai/OLMo-2-0425-1B,f11_trust,POLE_A,store_g026_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B,f11_trust,POLE_B,store_g026_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_beauty,BOTH,store_g015_BOTH,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_beauty,POLE_B,store_g001_BOTH_2,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_beauty_ugly,POLE_A,f11_beauty_ugly_pole_a,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_captive,BOTH,store_g013_BOTH,3,0,0,1,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_captive,POLE_A,store_g013_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_captive,POLE_B,store_g013_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_create,BOTH,census_0002,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_create,POLE_A,store_g041_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_create,POLE_B,store_g041_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_desire,BOTH,store_g031_BOTH,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_desire,POLE_A,store_g031_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_desire,POLE_B,store_g031_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_gender,POLE_A,store_g021_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_gender,POLE_B,store_g021_3,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_holy,POLE_A,census_0006,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_holy,POLE_B,census_0003,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_holy_b,BOTH,f11_holy_b_both,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_love,BOTH,store_g027_BOTH,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_love,POLE_A,store_g027_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_love,POLE_B,store_g027_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_loyal,BOTH,store_g053_BOTH,3,0,0,1,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_loyal,POLE_A,store_g053_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_loyal,POLE_B,store_g053_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_sensation,BOTH,store_g051_BOTH,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_sensation,POLE_A,store_g051_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_sensation,POLE_B,store_g051_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_species,BOTH,store_g047_2,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_species,POLE_B,store_g047_A,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_species_wolf,POLE_B,f11_species_wolf_pole_b,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_trust,BOTH,census_0000,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_trust,POLE_A,store_g026_B,3,0,0,0,0,0,0,0
allenai/OLMo-2-0425-1B-DPO,f11_trust,POLE_B,store_g026_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_beauty,BOTH,store_g015_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_beauty,POLE_B,store_g001_BOTH_2,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_beauty_ugly,POLE_A,f11_beauty_ugly_pole_a,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_captive,BOTH,store_g013_BOTH,3,0,1,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_captive,POLE_A,store_g013_B,3,0,1,1,0,0,0,0
allenai/Olmo-3-1025-7B,f11_captive,POLE_B,store_g013_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_create,BOTH,census_0002,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_create,POLE_A,store_g041_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_create,POLE_B,store_g041_B,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_desire,BOTH,store_g031_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_desire,POLE_A,store_g031_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_desire,POLE_B,store_g031_B,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_gender,POLE_A,store_g021_B,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_gender,POLE_B,store_g021_3,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_holy,POLE_A,census_0006,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_holy,POLE_B,census_0003,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_holy_b,BOTH,f11_holy_b_both,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_love,BOTH,store_g027_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_love,POLE_A,store_g027_B,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_love,POLE_B,store_g027_A,3,0,1,1,0,0,0,0
allenai/Olmo-3-1025-7B,f11_loyal,BOTH,store_g053_BOTH,3,1,1,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_loyal,POLE_A,store_g053_A,3,3,3,1,0,0,0,0
allenai/Olmo-3-1025-7B,f11_loyal,POLE_B,store_g053_B,3,3,3,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_sensation,BOTH,store_g051_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_sensation,POLE_A,store_g051_B,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_sensation,POLE_B,store_g051_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_species,BOTH,store_g047_2,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_species,POLE_B,store_g047_A,3,1,1,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_species_wolf,POLE_B,f11_species_wolf_pole_b,3,0,0,0,0,0,0,0
allenai/Olmo-3-1025-7B,f11_trust,BOTH,census_0000,3,0,0,1,0,0,0,0
allenai/Olmo-3-1025-7B,f11_trust,POLE_A,store_g026_B,3,0,0,1,0,0,0,0
allenai/Olmo-3-1025-7B,f11_trust,POLE_B,store_g026_A,3,0,1,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_beauty,BOTH,store_g015_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_beauty,POLE_B,store_g001_BOTH_2,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_beauty_ugly,POLE_A,f11_beauty_ugly_pole_a,3,0,1,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_captive,BOTH,store_g013_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_captive,POLE_A,store_g013_B,3,0,0,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_captive,POLE_B,store_g013_A,3,0,0,0,1,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_create,BOTH,census_0002,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_create,POLE_A,store_g041_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_create,POLE_B,store_g041_B,3,1,0,0,1,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_desire,BOTH,store_g031_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_desire,POLE_A,store_g031_A,3,0,0,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_desire,POLE_B,store_g031_B,3,0,0,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_gender,POLE_A,store_g021_B,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_gender,POLE_B,store_g021_3,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_holy,POLE_A,census_0006,3,0,0,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_holy,POLE_B,census_0003,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_holy_b,BOTH,f11_holy_b_both,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_love,BOTH,store_g027_BOTH,3,0,0,2,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_love,POLE_A,store_g027_B,3,0,0,0,2,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_love,POLE_B,store_g027_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_loyal,BOTH,store_g053_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_loyal,POLE_A,store_g053_A,3,1,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_loyal,POLE_B,store_g053_B,3,1,2,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_sensation,BOTH,store_g051_BOTH,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_sensation,POLE_A,store_g051_B,3,0,1,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_sensation,POLE_B,store_g051_A,3,0,0,0,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_species,BOTH,store_g047_2,3,0,0,2,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_species,POLE_B,store_g047_A,3,0,0,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_species_wolf,POLE_B,f11_species_wolf_pole_b,3,0,0,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_trust,BOTH,census_0000,3,0,0,1,0,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_trust,POLE_A,store_g026_B,3,1,0,0,1,0,0,0
allenai/Olmo-3-7B-Instruct-DPO,f11_trust,POLE_B,store_g026_A,3,0,0,0,1,1,0,0
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,f11_guilt,BOTH,store_g042_BOTH,100,0,0,4,0,17,6,0
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,f11_guilt,POLE_A,store_g042_B,100,0,1,3,0,24,7,0
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,f11_guilt,POLE_B,store_g042_A,100,1,0,5,0,26,3,0
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,f11_love,BOTH,store_g027_BOTH,100,0,0,7,0,22,2,0
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,f11_love,POLE_A,store_g027_B,100,0,1,5,0,26,1,1
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,f11_love,POLE_B,store_g027_A,100,0,3,4,0,9,7,0
meta-llama/Llama-3.1-8B,f11_beauty,BOTH,store_g015_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_beauty,POLE_B,store_g001_BOTH_2,3,2,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_beauty_ugly,POLE_A,f11_beauty_ugly_pole_a,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_captive,BOTH,store_g013_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_captive,POLE_A,store_g013_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_captive,POLE_B,store_g013_A,3,1,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_create,BOTH,census_0002,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_create,POLE_A,store_g041_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_create,POLE_B,store_g041_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_desire,BOTH,store_g031_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_desire,POLE_A,store_g031_A,3,1,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_desire,POLE_B,store_g031_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_gender,POLE_A,store_g021_B,3,1,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_gender,POLE_B,store_g021_3,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_holy,POLE_A,census_0006,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_holy,POLE_B,census_0003,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_holy_b,BOTH,f11_holy_b_both,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_love,BOTH,store_g027_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_love,POLE_A,store_g027_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_love,POLE_B,store_g027_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_loyal,BOTH,store_g053_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_loyal,POLE_A,store_g053_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_loyal,POLE_B,store_g053_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_sensation,BOTH,store_g051_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_sensation,POLE_A,store_g051_B,3,1,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_sensation,POLE_B,store_g051_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_species,BOTH,store_g047_2,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_species,POLE_B,store_g047_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_species_wolf,POLE_B,f11_species_wolf_pole_b,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_trust,BOTH,census_0000,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_trust,POLE_A,store_g026_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B,f11_trust,POLE_B,store_g026_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_beauty,BOTH,store_g015_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_beauty,POLE_B,store_g001_BOTH_2,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_beauty_ugly,POLE_A,f11_beauty_ugly_pole_a,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_captive,BOTH,store_g013_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_captive,POLE_A,store_g013_B,3,0,0,0,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,f11_captive,POLE_B,store_g013_A,3,0,0,0,0,1,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_create,BOTH,census_0002,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_create,POLE_A,store_g041_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_create,POLE_B,store_g041_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_desire,BOTH,store_g031_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_desire,POLE_A,store_g031_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_desire,POLE_B,store_g031_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_gender,POLE_A,store_g021_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_gender,POLE_B,store_g021_3,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_holy,POLE_A,census_0006,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_holy,POLE_B,census_0003,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_holy_b,BOTH,f11_holy_b_both,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_love,BOTH,store_g027_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_love,POLE_A,store_g027_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_love,POLE_B,store_g027_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_loyal,BOTH,store_g053_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_loyal,POLE_A,store_g053_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_loyal,POLE_B,store_g053_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_sensation,BOTH,store_g051_BOTH,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_sensation,POLE_A,store_g051_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_sensation,POLE_B,store_g051_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_species,BOTH,store_g047_2,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_species,POLE_B,store_g047_A,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_species_wolf,POLE_B,f11_species_wolf_pole_b,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_trust,BOTH,census_0000,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_trust,POLE_A,store_g026_B,3,0,0,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,f11_trust,POLE_B,store_g026_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_beauty,BOTH,store_g015_BOTH,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_beauty,POLE_B,store_g001_BOTH_2,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_beauty_ugly,POLE_A,f11_beauty_ugly_pole_a,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_captive,BOTH,store_g013_BOTH,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_captive,POLE_A,store_g013_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_captive,POLE_B,store_g013_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_create,BOTH,census_0002,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_create,POLE_A,store_g041_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_create,POLE_B,store_g041_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_desire,BOTH,store_g031_BOTH,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_desire,POLE_A,store_g031_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_desire,POLE_B,store_g031_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_gender,POLE_A,store_g021_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_gender,POLE_B,store_g021_3,3,0,0,1,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_holy,POLE_A,census_0006,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_holy,POLE_B,census_0003,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_holy_b,BOTH,f11_holy_b_both,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_love,BOTH,store_g027_BOTH,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_love,POLE_A,store_g027_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_love,POLE_B,store_g027_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_loyal,BOTH,store_g053_BOTH,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_loyal,POLE_A,store_g053_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_loyal,POLE_B,store_g053_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_sensation,BOTH,store_g051_BOTH,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_sensation,POLE_A,store_g051_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_sensation,POLE_B,store_g051_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_species,BOTH,store_g047_2,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_species,POLE_B,store_g047_A,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_species_wolf,POLE_B,f11_species_wolf_pole_b,3,0,0,1,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_trust,BOTH,census_0000,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_trust,POLE_A,store_g026_B,3,0,0,0,0,0,0,0
mistralai/Mistral-7B-v0.1,f11_trust,POLE_B,store_g026_A,3,0,0,0,0,0,0,0
