pair,role,member,domain,n_beams,beams_cloze_run3
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,property,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,sexual,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,taboo,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,MARKED,violence,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,animal,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,betrayal,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,power,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,property,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,sexual,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,taboo,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,aligned,UNMARKED,violence,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,animal,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,betrayal,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,power,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,property,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,sexual,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,taboo,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,MARKED,violence,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,animal,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,betrayal,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,power,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,property,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,sexual,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,taboo,1500,0
RWKV/rwkv-4-7b-pile>RWKV/rwkv-raven-7b,base,UNMARKED,violence,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,animal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,betrayal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,power,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,property,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,sexual,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,taboo,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,MARKED,violence,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,animal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,betrayal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,power,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,property,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,sexual,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,taboo,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,UNMARKED,violence,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,animal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,betrayal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,power,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,property,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,sexual,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,taboo,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,MARKED,violence,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,animal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,betrayal,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,power,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,property,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,sexual,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,taboo,1500,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T>TinyLlama/TinyLlama-1.1B-Chat-v1.0,base,UNMARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,MARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,aligned,UNMARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,MARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-Instruct,base,UNMARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,MARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,aligned,UNMARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,MARKED,violence,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,animal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,betrayal,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,power,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,property,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,sexual,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,taboo,1500,0
allenai/OLMo-2-0425-1B>allenai/OLMo-2-0425-1B-SFT,base,UNMARKED,violence,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,animal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,betrayal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,power,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,property,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,sexual,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,taboo,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,MARKED,violence,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,animal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,betrayal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,power,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,property,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,sexual,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,taboo,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,aligned,UNMARKED,violence,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,animal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,betrayal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,power,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,property,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,sexual,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,taboo,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,MARKED,violence,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,animal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,betrayal,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,power,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,property,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,sexual,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,taboo,1500,0
allenai/OLMoE-1B-7B-0125>allenai/OLMoE-1B-7B-0125-Instruct,base,UNMARKED,violence,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,animal,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,betrayal,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,power,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,property,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,sexual,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,taboo,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,MARKED,violence,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,animal,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,betrayal,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,power,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,property,1500,1
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,sexual,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,taboo,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,aligned,UNMARKED,violence,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,MARKED,animal,1500,2
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,MARKED,betrayal,1500,2
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,MARKED,power,1500,171
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,MARKED,property,1500,1
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,MARKED,sexual,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,MARKED,taboo,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,MARKED,violence,1500,25
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,UNMARKED,animal,1500,2
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,UNMARKED,betrayal,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,UNMARKED,power,1500,94
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,UNMARKED,property,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,UNMARKED,sexual,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,UNMARKED,taboo,1500,0
allenai/Olmo-3-1025-7B>allenai/Olmo-3-7B-Think-DPO,base,UNMARKED,violence,1500,69
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,MARKED,animal,1500,15
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,MARKED,betrayal,1500,1
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,MARKED,power,1500,66
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,MARKED,property,1500,30
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,MARKED,sexual,1500,0
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,MARKED,taboo,1500,2
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,MARKED,violence,1500,44
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,UNMARKED,animal,1500,29
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,UNMARKED,betrayal,1500,6
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,UNMARKED,power,1500,138
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,UNMARKED,property,1500,2
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,UNMARKED,sexual,1500,11
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,UNMARKED,taboo,1500,4
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,aligned,UNMARKED,violence,1500,63
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,MARKED,animal,1500,9
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,MARKED,betrayal,1500,44
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,MARKED,power,1500,45
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,MARKED,property,1500,38
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,MARKED,sexual,1500,0
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,MARKED,taboo,1500,2
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,MARKED,violence,1500,30
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,UNMARKED,animal,1500,20
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,UNMARKED,betrayal,1500,0
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,UNMARKED,power,1500,111
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,UNMARKED,property,1500,11
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,UNMARKED,sexual,1500,0
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,UNMARKED,taboo,1500,0
allenai/Olmo-3-1125-32B>allenai/Olmo-3.1-32B-Instruct,base,UNMARKED,violence,1500,80
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,MARKED,animal,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,MARKED,betrayal,1500,2
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,MARKED,power,1500,2
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,MARKED,property,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,MARKED,sexual,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,MARKED,taboo,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,MARKED,violence,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,UNMARKED,animal,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,UNMARKED,betrayal,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,UNMARKED,power,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,UNMARKED,property,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,UNMARKED,sexual,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,UNMARKED,taboo,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,aligned,UNMARKED,violence,1500,17
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,MARKED,animal,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,MARKED,betrayal,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,MARKED,power,1500,1
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,MARKED,property,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,MARKED,sexual,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,MARKED,taboo,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,MARKED,violence,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,UNMARKED,animal,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,UNMARKED,betrayal,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,UNMARKED,power,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,UNMARKED,property,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,UNMARKED,sexual,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,UNMARKED,taboo,1500,0
allenai/Olmo-Hybrid-7B>allenai/Olmo-Hybrid-Instruct-DPO-7B,base,UNMARKED,violence,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,MARKED,animal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,MARKED,betrayal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,MARKED,power,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,MARKED,property,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,MARKED,sexual,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,MARKED,taboo,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,MARKED,violence,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,UNMARKED,animal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,UNMARKED,betrayal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,UNMARKED,power,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,UNMARKED,property,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,UNMARKED,sexual,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,UNMARKED,taboo,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,aligned,UNMARKED,violence,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,MARKED,animal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,MARKED,betrayal,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,MARKED,power,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,MARKED,property,1500,0
bigscience/bloom-7b1>bigscience/bloomz-7b1,base,MARKED,sexual,1500,0
