checkpoint,prompt_id,group,role,n_samples,text_sha16
allenai/OLMo-2-0425-1B-DPO,store_g013_B,f11_captive,POLE_A,3,afb99a93f13017fa
allenai/OLMo-2-0425-1B-DPO,store_g013_A,f11_captive,POLE_B,3,03106035e34b50af
allenai/OLMo-2-0425-1B-DPO,census_0002,f11_create,BOTH,3,c8ab9a59c7f342b0
allenai/OLMo-2-0425-1B-DPO,store_g041_A,f11_create,POLE_A,3,0eb20b3925758373
allenai/OLMo-2-0425-1B-DPO,store_g041_B,f11_create,POLE_B,3,d44e12af1e63b4bc
allenai/OLMo-2-0425-1B-DPO,store_g031_BOTH,f11_desire,BOTH,3,f8571d72e42acc6b
allenai/OLMo-2-0425-1B-DPO,store_g031_A,f11_desire,POLE_A,3,76a5ea7cbe7bb29a
allenai/OLMo-2-0425-1B-DPO,store_g031_B,f11_desire,POLE_B,3,bbd8ba1cbcb580c8
allenai/OLMo-2-0425-1B-DPO,store_g021_B,f11_gender,POLE_A,3,03abfb659ce815a4
allenai/OLMo-2-0425-1B-DPO,store_g021_3,f11_gender,POLE_B,3,ff1fb4f59abd8c95
allenai/OLMo-2-0425-1B-DPO,census_0006,f11_holy,POLE_A,3,ba24252f5c0c884c
allenai/OLMo-2-0425-1B-DPO,census_0003,f11_holy,POLE_B,3,cea0406de9438813
allenai/OLMo-2-0425-1B-DPO,f11_holy_b_both,f11_holy_b,BOTH,3,32917b3fc3fc0a78
allenai/OLMo-2-0425-1B-DPO,store_g027_BOTH,f11_love,BOTH,3,c1ebfbc45e98fdd5
allenai/OLMo-2-0425-1B-DPO,store_g027_B,f11_love,POLE_A,3,d9b55a936e6e5dc9
allenai/OLMo-2-0425-1B-DPO,store_g027_A,f11_love,POLE_B,3,2d150845f445455a
allenai/OLMo-2-0425-1B-DPO,store_g053_BOTH,f11_loyal,BOTH,3,1917faceeea3a34c
allenai/OLMo-2-0425-1B-DPO,store_g053_A,f11_loyal,POLE_A,3,4d4ac0fa1489eb22
allenai/OLMo-2-0425-1B-DPO,store_g053_B,f11_loyal,POLE_B,3,8bfe91c61627a3c6
allenai/OLMo-2-0425-1B-DPO,store_g051_BOTH,f11_sensation,BOTH,3,08b9d23b89b48b2a
allenai/OLMo-2-0425-1B-DPO,store_g051_B,f11_sensation,POLE_A,3,9484f8b6d690e634
allenai/OLMo-2-0425-1B-DPO,store_g051_A,f11_sensation,POLE_B,3,361c16f8da42b2e3
allenai/OLMo-2-0425-1B-DPO,store_g047_2,f11_species,BOTH,3,60bd14a9772a3310
allenai/OLMo-2-0425-1B-DPO,store_g047_A,f11_species,POLE_B,3,3cccee1efcd9dd7e
allenai/OLMo-2-0425-1B-DPO,f11_species_wolf_pole_b,f11_species_wolf,POLE_B,3,d73af2a5f499436a
allenai/OLMo-2-0425-1B-DPO,census_0000,f11_trust,BOTH,3,8f13afae71f6ffc1
allenai/OLMo-2-0425-1B-DPO,store_g026_B,f11_trust,POLE_A,3,4f8054afc57daf31
allenai/OLMo-2-0425-1B-DPO,store_g026_A,f11_trust,POLE_B,3,2d00c6c3dd2f4c3d
allenai/Olmo-3-1025-7B,store_g015_BOTH,f11_beauty,BOTH,3,57d1d7dca72977c7
allenai/Olmo-3-1025-7B,store_g001_BOTH_2,f11_beauty,POLE_B,3,bdad740a5f20c0b5
allenai/Olmo-3-1025-7B,f11_beauty_ugly_pole_a,f11_beauty_ugly,POLE_A,3,20ede03b09df2565
allenai/Olmo-3-1025-7B,store_g013_BOTH,f11_captive,BOTH,3,ac50d36e414383f7
allenai/Olmo-3-1025-7B,store_g013_B,f11_captive,POLE_A,3,afb99a93f13017fa
allenai/Olmo-3-1025-7B,store_g013_A,f11_captive,POLE_B,3,03106035e34b50af
allenai/Olmo-3-1025-7B,census_0002,f11_create,BOTH,3,c8ab9a59c7f342b0
allenai/Olmo-3-1025-7B,store_g041_A,f11_create,POLE_A,3,0eb20b3925758373
allenai/Olmo-3-1025-7B,store_g041_B,f11_create,POLE_B,3,d44e12af1e63b4bc
allenai/Olmo-3-1025-7B,store_g031_BOTH,f11_desire,BOTH,3,f8571d72e42acc6b
allenai/Olmo-3-1025-7B,store_g031_A,f11_desire,POLE_A,3,76a5ea7cbe7bb29a
allenai/Olmo-3-1025-7B,store_g031_B,f11_desire,POLE_B,3,bbd8ba1cbcb580c8
allenai/Olmo-3-1025-7B,store_g021_B,f11_gender,POLE_A,3,03abfb659ce815a4
allenai/Olmo-3-1025-7B,store_g021_3,f11_gender,POLE_B,3,ff1fb4f59abd8c95
allenai/Olmo-3-1025-7B,census_0006,f11_holy,POLE_A,3,ba24252f5c0c884c
allenai/Olmo-3-1025-7B,census_0003,f11_holy,POLE_B,3,cea0406de9438813
allenai/Olmo-3-1025-7B,f11_holy_b_both,f11_holy_b,BOTH,3,32917b3fc3fc0a78
allenai/Olmo-3-1025-7B,store_g027_BOTH,f11_love,BOTH,3,c1ebfbc45e98fdd5
allenai/Olmo-3-1025-7B,store_g027_B,f11_love,POLE_A,3,d9b55a936e6e5dc9
allenai/Olmo-3-1025-7B,store_g027_A,f11_love,POLE_B,3,2d150845f445455a
allenai/Olmo-3-1025-7B,store_g053_BOTH,f11_loyal,BOTH,3,1917faceeea3a34c
allenai/Olmo-3-1025-7B,store_g053_A,f11_loyal,POLE_A,3,4d4ac0fa1489eb22
allenai/Olmo-3-1025-7B,store_g053_B,f11_loyal,POLE_B,3,8bfe91c61627a3c6
allenai/Olmo-3-1025-7B,store_g051_BOTH,f11_sensation,BOTH,3,08b9d23b89b48b2a
allenai/Olmo-3-1025-7B,store_g051_B,f11_sensation,POLE_A,3,9484f8b6d690e634
allenai/Olmo-3-1025-7B,store_g051_A,f11_sensation,POLE_B,3,361c16f8da42b2e3
allenai/Olmo-3-1025-7B,store_g047_2,f11_species,BOTH,3,60bd14a9772a3310
allenai/Olmo-3-1025-7B,store_g047_A,f11_species,POLE_B,3,3cccee1efcd9dd7e
allenai/Olmo-3-1025-7B,f11_species_wolf_pole_b,f11_species_wolf,POLE_B,3,d73af2a5f499436a
allenai/Olmo-3-1025-7B,census_0000,f11_trust,BOTH,3,8f13afae71f6ffc1
allenai/Olmo-3-1025-7B,store_g026_B,f11_trust,POLE_A,3,4f8054afc57daf31
allenai/Olmo-3-1025-7B,store_g026_A,f11_trust,POLE_B,3,2d00c6c3dd2f4c3d
allenai/Olmo-3-7B-Instruct-DPO,store_g015_BOTH,f11_beauty,BOTH,3,57d1d7dca72977c7
allenai/Olmo-3-7B-Instruct-DPO,store_g001_BOTH_2,f11_beauty,POLE_B,3,bdad740a5f20c0b5
allenai/Olmo-3-7B-Instruct-DPO,f11_beauty_ugly_pole_a,f11_beauty_ugly,POLE_A,3,20ede03b09df2565
allenai/Olmo-3-7B-Instruct-DPO,store_g013_BOTH,f11_captive,BOTH,3,ac50d36e414383f7
allenai/Olmo-3-7B-Instruct-DPO,store_g013_B,f11_captive,POLE_A,3,afb99a93f13017fa
allenai/Olmo-3-7B-Instruct-DPO,store_g013_A,f11_captive,POLE_B,3,03106035e34b50af
allenai/Olmo-3-7B-Instruct-DPO,census_0002,f11_create,BOTH,3,c8ab9a59c7f342b0
allenai/Olmo-3-7B-Instruct-DPO,store_g041_A,f11_create,POLE_A,3,0eb20b3925758373
allenai/Olmo-3-7B-Instruct-DPO,store_g041_B,f11_create,POLE_B,3,d44e12af1e63b4bc
allenai/Olmo-3-7B-Instruct-DPO,store_g031_BOTH,f11_desire,BOTH,3,f8571d72e42acc6b
allenai/Olmo-3-7B-Instruct-DPO,store_g031_A,f11_desire,POLE_A,3,76a5ea7cbe7bb29a
allenai/Olmo-3-7B-Instruct-DPO,store_g031_B,f11_desire,POLE_B,3,bbd8ba1cbcb580c8
allenai/Olmo-3-7B-Instruct-DPO,store_g021_B,f11_gender,POLE_A,3,03abfb659ce815a4
allenai/Olmo-3-7B-Instruct-DPO,store_g021_3,f11_gender,POLE_B,3,ff1fb4f59abd8c95
allenai/Olmo-3-7B-Instruct-DPO,census_0006,f11_holy,POLE_A,3,ba24252f5c0c884c
allenai/Olmo-3-7B-Instruct-DPO,census_0003,f11_holy,POLE_B,3,cea0406de9438813
allenai/Olmo-3-7B-Instruct-DPO,f11_holy_b_both,f11_holy_b,BOTH,3,32917b3fc3fc0a78
allenai/Olmo-3-7B-Instruct-DPO,store_g027_BOTH,f11_love,BOTH,3,c1ebfbc45e98fdd5
allenai/Olmo-3-7B-Instruct-DPO,store_g027_B,f11_love,POLE_A,3,d9b55a936e6e5dc9
allenai/Olmo-3-7B-Instruct-DPO,store_g027_A,f11_love,POLE_B,3,2d150845f445455a
allenai/Olmo-3-7B-Instruct-DPO,store_g053_BOTH,f11_loyal,BOTH,3,1917faceeea3a34c
allenai/Olmo-3-7B-Instruct-DPO,store_g053_A,f11_loyal,POLE_A,3,4d4ac0fa1489eb22
allenai/Olmo-3-7B-Instruct-DPO,store_g053_B,f11_loyal,POLE_B,3,8bfe91c61627a3c6
allenai/Olmo-3-7B-Instruct-DPO,store_g051_BOTH,f11_sensation,BOTH,3,08b9d23b89b48b2a
allenai/Olmo-3-7B-Instruct-DPO,store_g051_B,f11_sensation,POLE_A,3,9484f8b6d690e634
allenai/Olmo-3-7B-Instruct-DPO,store_g051_A,f11_sensation,POLE_B,3,361c16f8da42b2e3
allenai/Olmo-3-7B-Instruct-DPO,store_g047_2,f11_species,BOTH,3,60bd14a9772a3310
allenai/Olmo-3-7B-Instruct-DPO,store_g047_A,f11_species,POLE_B,3,3cccee1efcd9dd7e
allenai/Olmo-3-7B-Instruct-DPO,f11_species_wolf_pole_b,f11_species_wolf,POLE_B,3,d73af2a5f499436a
allenai/Olmo-3-7B-Instruct-DPO,census_0000,f11_trust,BOTH,3,8f13afae71f6ffc1
allenai/Olmo-3-7B-Instruct-DPO,store_g026_B,f11_trust,POLE_A,3,4f8054afc57daf31
allenai/Olmo-3-7B-Instruct-DPO,store_g026_A,f11_trust,POLE_B,3,2d00c6c3dd2f4c3d
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,store_g042_BOTH,f11_guilt,BOTH,100,87b59594faa92feb
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,store_g042_B,f11_guilt,POLE_A,100,60f7ff860beeaf13
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,store_g042_A,f11_guilt,POLE_B,100,291e4084f281d143
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,store_g027_BOTH,f11_love,BOTH,100,c1ebfbc45e98fdd5
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,store_g027_B,f11_love,POLE_A,100,d9b55a936e6e5dc9
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,store_g027_A,f11_love,POLE_B,100,2d150845f445455a
meta-llama/Llama-3.1-8B,store_g015_BOTH,f11_beauty,BOTH,3,57d1d7dca72977c7
meta-llama/Llama-3.1-8B,store_g001_BOTH_2,f11_beauty,POLE_B,3,bdad740a5f20c0b5
meta-llama/Llama-3.1-8B,f11_beauty_ugly_pole_a,f11_beauty_ugly,POLE_A,3,20ede03b09df2565
meta-llama/Llama-3.1-8B,store_g013_BOTH,f11_captive,BOTH,3,ac50d36e414383f7
meta-llama/Llama-3.1-8B,store_g013_B,f11_captive,POLE_A,3,afb99a93f13017fa
meta-llama/Llama-3.1-8B,store_g013_A,f11_captive,POLE_B,3,03106035e34b50af
meta-llama/Llama-3.1-8B,census_0002,f11_create,BOTH,3,c8ab9a59c7f342b0
meta-llama/Llama-3.1-8B,store_g041_A,f11_create,POLE_A,3,0eb20b3925758373
meta-llama/Llama-3.1-8B,store_g041_B,f11_create,POLE_B,3,d44e12af1e63b4bc
meta-llama/Llama-3.1-8B,store_g031_BOTH,f11_desire,BOTH,3,f8571d72e42acc6b
meta-llama/Llama-3.1-8B,store_g031_A,f11_desire,POLE_A,3,76a5ea7cbe7bb29a
meta-llama/Llama-3.1-8B,store_g031_B,f11_desire,POLE_B,3,bbd8ba1cbcb580c8
meta-llama/Llama-3.1-8B,store_g021_B,f11_gender,POLE_A,3,03abfb659ce815a4
meta-llama/Llama-3.1-8B,store_g021_3,f11_gender,POLE_B,3,ff1fb4f59abd8c95
meta-llama/Llama-3.1-8B,census_0006,f11_holy,POLE_A,3,ba24252f5c0c884c
meta-llama/Llama-3.1-8B,census_0003,f11_holy,POLE_B,3,cea0406de9438813
meta-llama/Llama-3.1-8B,f11_holy_b_both,f11_holy_b,BOTH,3,32917b3fc3fc0a78
meta-llama/Llama-3.1-8B,store_g027_BOTH,f11_love,BOTH,3,c1ebfbc45e98fdd5
meta-llama/Llama-3.1-8B,store_g027_B,f11_love,POLE_A,3,d9b55a936e6e5dc9
meta-llama/Llama-3.1-8B,store_g027_A,f11_love,POLE_B,3,2d150845f445455a
meta-llama/Llama-3.1-8B,store_g053_BOTH,f11_loyal,BOTH,3,1917faceeea3a34c
meta-llama/Llama-3.1-8B,store_g053_A,f11_loyal,POLE_A,3,4d4ac0fa1489eb22
meta-llama/Llama-3.1-8B,store_g053_B,f11_loyal,POLE_B,3,8bfe91c61627a3c6
meta-llama/Llama-3.1-8B,store_g051_BOTH,f11_sensation,BOTH,3,08b9d23b89b48b2a
meta-llama/Llama-3.1-8B,store_g051_B,f11_sensation,POLE_A,3,9484f8b6d690e634
meta-llama/Llama-3.1-8B,store_g051_A,f11_sensation,POLE_B,3,361c16f8da42b2e3
meta-llama/Llama-3.1-8B,store_g047_2,f11_species,BOTH,3,60bd14a9772a3310
meta-llama/Llama-3.1-8B,store_g047_A,f11_species,POLE_B,3,3cccee1efcd9dd7e
meta-llama/Llama-3.1-8B,f11_species_wolf_pole_b,f11_species_wolf,POLE_B,3,d73af2a5f499436a
meta-llama/Llama-3.1-8B,census_0000,f11_trust,BOTH,3,8f13afae71f6ffc1
meta-llama/Llama-3.1-8B,store_g026_B,f11_trust,POLE_A,3,4f8054afc57daf31
meta-llama/Llama-3.1-8B,store_g026_A,f11_trust,POLE_B,3,2d00c6c3dd2f4c3d
meta-llama/Llama-3.1-8B-Instruct,store_g015_BOTH,f11_beauty,BOTH,3,57d1d7dca72977c7
meta-llama/Llama-3.1-8B-Instruct,store_g001_BOTH_2,f11_beauty,POLE_B,3,bdad740a5f20c0b5
meta-llama/Llama-3.1-8B-Instruct,f11_beauty_ugly_pole_a,f11_beauty_ugly,POLE_A,3,20ede03b09df2565
meta-llama/Llama-3.1-8B-Instruct,store_g013_BOTH,f11_captive,BOTH,3,ac50d36e414383f7
meta-llama/Llama-3.1-8B-Instruct,store_g013_B,f11_captive,POLE_A,3,afb99a93f13017fa
meta-llama/Llama-3.1-8B-Instruct,store_g013_A,f11_captive,POLE_B,3,03106035e34b50af
meta-llama/Llama-3.1-8B-Instruct,census_0002,f11_create,BOTH,3,c8ab9a59c7f342b0
meta-llama/Llama-3.1-8B-Instruct,store_g041_A,f11_create,POLE_A,3,0eb20b3925758373
meta-llama/Llama-3.1-8B-Instruct,store_g041_B,f11_create,POLE_B,3,d44e12af1e63b4bc
meta-llama/Llama-3.1-8B-Instruct,store_g031_BOTH,f11_desire,BOTH,3,f8571d72e42acc6b
meta-llama/Llama-3.1-8B-Instruct,store_g031_A,f11_desire,POLE_A,3,76a5ea7cbe7bb29a
meta-llama/Llama-3.1-8B-Instruct,store_g031_B,f11_desire,POLE_B,3,bbd8ba1cbcb580c8
meta-llama/Llama-3.1-8B-Instruct,store_g021_B,f11_gender,POLE_A,3,03abfb659ce815a4
meta-llama/Llama-3.1-8B-Instruct,store_g021_3,f11_gender,POLE_B,3,ff1fb4f59abd8c95
meta-llama/Llama-3.1-8B-Instruct,census_0006,f11_holy,POLE_A,3,ba24252f5c0c884c
meta-llama/Llama-3.1-8B-Instruct,census_0003,f11_holy,POLE_B,3,cea0406de9438813
meta-llama/Llama-3.1-8B-Instruct,f11_holy_b_both,f11_holy_b,BOTH,3,32917b3fc3fc0a78
meta-llama/Llama-3.1-8B-Instruct,store_g027_BOTH,f11_love,BOTH,3,c1ebfbc45e98fdd5
meta-llama/Llama-3.1-8B-Instruct,store_g027_B,f11_love,POLE_A,3,d9b55a936e6e5dc9
meta-llama/Llama-3.1-8B-Instruct,store_g027_A,f11_love,POLE_B,3,2d150845f445455a
meta-llama/Llama-3.1-8B-Instruct,store_g053_BOTH,f11_loyal,BOTH,3,1917faceeea3a34c
meta-llama/Llama-3.1-8B-Instruct,store_g053_A,f11_loyal,POLE_A,3,4d4ac0fa1489eb22
meta-llama/Llama-3.1-8B-Instruct,store_g053_B,f11_loyal,POLE_B,3,8bfe91c61627a3c6
meta-llama/Llama-3.1-8B-Instruct,store_g051_BOTH,f11_sensation,BOTH,3,08b9d23b89b48b2a
meta-llama/Llama-3.1-8B-Instruct,store_g051_B,f11_sensation,POLE_A,3,9484f8b6d690e634
meta-llama/Llama-3.1-8B-Instruct,store_g051_A,f11_sensation,POLE_B,3,361c16f8da42b2e3
meta-llama/Llama-3.1-8B-Instruct,store_g047_2,f11_species,BOTH,3,60bd14a9772a3310
meta-llama/Llama-3.1-8B-Instruct,store_g047_A,f11_species,POLE_B,3,3cccee1efcd9dd7e
meta-llama/Llama-3.1-8B-Instruct,f11_species_wolf_pole_b,f11_species_wolf,POLE_B,3,d73af2a5f499436a
meta-llama/Llama-3.1-8B-Instruct,census_0000,f11_trust,BOTH,3,8f13afae71f6ffc1
meta-llama/Llama-3.1-8B-Instruct,store_g026_B,f11_trust,POLE_A,3,4f8054afc57daf31
meta-llama/Llama-3.1-8B-Instruct,store_g026_A,f11_trust,POLE_B,3,2d00c6c3dd2f4c3d
mistralai/Mistral-7B-v0.1,store_g015_BOTH,f11_beauty,BOTH,3,57d1d7dca72977c7
mistralai/Mistral-7B-v0.1,store_g001_BOTH_2,f11_beauty,POLE_B,3,bdad740a5f20c0b5
mistralai/Mistral-7B-v0.1,f11_beauty_ugly_pole_a,f11_beauty_ugly,POLE_A,3,20ede03b09df2565
mistralai/Mistral-7B-v0.1,store_g013_BOTH,f11_captive,BOTH,3,ac50d36e414383f7
mistralai/Mistral-7B-v0.1,store_g013_B,f11_captive,POLE_A,3,afb99a93f13017fa
mistralai/Mistral-7B-v0.1,store_g013_A,f11_captive,POLE_B,3,03106035e34b50af
mistralai/Mistral-7B-v0.1,census_0002,f11_create,BOTH,3,c8ab9a59c7f342b0
mistralai/Mistral-7B-v0.1,store_g041_A,f11_create,POLE_A,3,0eb20b3925758373
mistralai/Mistral-7B-v0.1,store_g041_B,f11_create,POLE_B,3,d44e12af1e63b4bc
mistralai/Mistral-7B-v0.1,store_g031_BOTH,f11_desire,BOTH,3,f8571d72e42acc6b
mistralai/Mistral-7B-v0.1,store_g031_A,f11_desire,POLE_A,3,76a5ea7cbe7bb29a
mistralai/Mistral-7B-v0.1,store_g031_B,f11_desire,POLE_B,3,bbd8ba1cbcb580c8
mistralai/Mistral-7B-v0.1,store_g021_B,f11_gender,POLE_A,3,03abfb659ce815a4
mistralai/Mistral-7B-v0.1,store_g021_3,f11_gender,POLE_B,3,ff1fb4f59abd8c95
mistralai/Mistral-7B-v0.1,census_0006,f11_holy,POLE_A,3,ba24252f5c0c884c
mistralai/Mistral-7B-v0.1,census_0003,f11_holy,POLE_B,3,cea0406de9438813
mistralai/Mistral-7B-v0.1,f11_holy_b_both,f11_holy_b,BOTH,3,32917b3fc3fc0a78
mistralai/Mistral-7B-v0.1,store_g027_BOTH,f11_love,BOTH,3,c1ebfbc45e98fdd5
mistralai/Mistral-7B-v0.1,store_g027_B,f11_love,POLE_A,3,d9b55a936e6e5dc9
mistralai/Mistral-7B-v0.1,store_g027_A,f11_love,POLE_B,3,2d150845f445455a
mistralai/Mistral-7B-v0.1,store_g053_BOTH,f11_loyal,BOTH,3,1917faceeea3a34c
mistralai/Mistral-7B-v0.1,store_g053_A,f11_loyal,POLE_A,3,4d4ac0fa1489eb22
mistralai/Mistral-7B-v0.1,store_g053_B,f11_loyal,POLE_B,3,8bfe91c61627a3c6
mistralai/Mistral-7B-v0.1,store_g051_BOTH,f11_sensation,BOTH,3,08b9d23b89b48b2a
mistralai/Mistral-7B-v0.1,store_g051_B,f11_sensation,POLE_A,3,9484f8b6d690e634
mistralai/Mistral-7B-v0.1,store_g051_A,f11_sensation,POLE_B,3,361c16f8da42b2e3
mistralai/Mistral-7B-v0.1,store_g047_2,f11_species,BOTH,3,60bd14a9772a3310
mistralai/Mistral-7B-v0.1,store_g047_A,f11_species,POLE_B,3,3cccee1efcd9dd7e
mistralai/Mistral-7B-v0.1,f11_species_wolf_pole_b,f11_species_wolf,POLE_B,3,d73af2a5f499436a
mistralai/Mistral-7B-v0.1,census_0000,f11_trust,BOTH,3,8f13afae71f6ffc1
mistralai/Mistral-7B-v0.1,store_g026_B,f11_trust,POLE_A,3,4f8054afc57daf31
mistralai/Mistral-7B-v0.1,store_g026_A,f11_trust,POLE_B,3,2d00c6c3dd2f4c3d
