lineage,arm,group,js_arith,js_geo
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_parent,0.09580642167126247,0.09404059614734843
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_reason,0.329750029679308,0.31190209484228026
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_sensation,0.1205240000296264,0.1394411959098774
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_species,0.1499546506897747,0.15275306706249475
HuggingFaceTB/SmolLM3-3B-Base,aligned,f11_trust,0.09098832104957139,0.08995618320813958
LLM360/Amber,base,f11_beauty,0.07304804531981612,0.1294762392650464
LLM360/Amber,base,f11_beauty_ugly,0.0498938675035659,0.056830139205002315
LLM360/Amber,base,f11_captive,0.1058749592081752,0.08967013824315942
LLM360/Amber,base,f11_captive_b,0.04231181813364809,0.03950769593273006
LLM360/Amber,base,f11_class,0.06855186271316188,0.07619977907386358
LLM360/Amber,base,f11_create,0.14561549234878568,0.15730880576306086
LLM360/Amber,base,f11_desire,0.08634534430043508,0.11039046896374727
LLM360/Amber,base,f11_faithful,0.05854486206797625,0.08427320708850418
LLM360/Amber,base,f11_gender,0.022490198201250186,0.023351561707099833
LLM360/Amber,base,f11_gender_he,0.021411495656242667,0.02198879454537562
LLM360/Amber,base,f11_gender_she,0.013802707655228397,0.016693878132266506
LLM360/Amber,base,f11_guilt,0.0667786115448579,0.07274623174849638
LLM360/Amber,base,f11_holy,0.09020118017124953,0.11735006090174788
LLM360/Amber,base,f11_holy_b,0.1319833644946789,0.14265842529963557
LLM360/Amber,base,f11_love,0.0902568440857501,0.14946901643413263
LLM360/Amber,base,f11_love_he,0.10980829082531818,0.14986512554234865
LLM360/Amber,base,f11_loyal,0.057466158281501506,0.05113348340720045
LLM360/Amber,base,f11_parent,0.034792260199615004,0.03169160204191136
LLM360/Amber,base,f11_reason,0.08070031055377992,0.07525452010994671
LLM360/Amber,base,f11_sensation,0.09439001117007403,0.11859222897489202
LLM360/Amber,base,f11_species,0.07404445369696114,0.08213832917536099
LLM360/Amber,base,f11_trust,0.03978347695289498,0.04925950178921017
LLM360/Amber,aligned,f11_beauty,0.2821617577132335,0.3600932557420218
LLM360/Amber,aligned,f11_beauty_ugly,0.234485090020636,0.26464036442655836
LLM360/Amber,aligned,f11_captive,0.22706329973516545,0.19364320006046143
LLM360/Amber,aligned,f11_captive_b,0.06677852853200433,0.11813623774107676
LLM360/Amber,aligned,f11_class,0.14774832286352907,0.1434961594517355
LLM360/Amber,aligned,f11_create,0.32023793329610695,0.3852873717794353
LLM360/Amber,aligned,f11_desire,0.24620026575614612,0.19292530163367952
LLM360/Amber,aligned,f11_faithful,0.12359353275614224,0.16358895029568216
LLM360/Amber,aligned,f11_gender,0.1421731167738862,0.13685679084982408
LLM360/Amber,aligned,f11_gender_he,0.03667357452781227,0.047225674807700166
LLM360/Amber,aligned,f11_gender_she,0.05585880114725109,0.06563642248688384
LLM360/Amber,aligned,f11_guilt,0.07418802268794249,0.07137052423112844
LLM360/Amber,aligned,f11_holy,0.14371755140023385,0.12451377521509428
LLM360/Amber,aligned,f11_holy_b,0.17959792075206737,0.16904679937002873
LLM360/Amber,aligned,f11_love,0.22311557140648008,0.23762769973309045
LLM360/Amber,aligned,f11_love_he,0.24442828285427645,0.20961522790479384
LLM360/Amber,aligned,f11_loyal,0.10669187760383406,0.06159051307965674
LLM360/Amber,aligned,f11_parent,0.11477309464316918,0.11935071503614873
LLM360/Amber,aligned,f11_reason,0.13902632157703387,0.12466925252061375
LLM360/Amber,aligned,f11_sensation,0.18003426993962565,0.24080955705544116
LLM360/Amber,aligned,f11_species,0.055896449903101025,0.038728670168361276
LLM360/Amber,aligned,f11_trust,0.11217390320761363,0.09704403455325564
OpenLLM-France/Lucie-7B,base,f11_beauty,0.1032949695955547,0.1011010051531422
OpenLLM-France/Lucie-7B,base,f11_beauty_ugly,0.054164213589085075,0.05051514055082425
OpenLLM-France/Lucie-7B,base,f11_captive,0.11470516341107058,0.10123267842272181
OpenLLM-France/Lucie-7B,base,f11_captive_b,0.16914893396874459,0.15815137853684352
OpenLLM-France/Lucie-7B,base,f11_class,0.06662470322820255,0.07336242865110527
OpenLLM-France/Lucie-7B,base,f11_create,0.0756458916785713,0.11106567438963277
OpenLLM-France/Lucie-7B,base,f11_desire,0.07981255260603712,0.09235752550912514
OpenLLM-France/Lucie-7B,base,f11_faithful,0.04358452937421452,0.05671692292113243
OpenLLM-France/Lucie-7B,base,f11_gender,0.06637544812174734,0.06110619018284686
OpenLLM-France/Lucie-7B,base,f11_gender_he,0.05213011576402788,0.04998242598710732
OpenLLM-France/Lucie-7B,base,f11_gender_she,0.049077273353671805,0.04499955022552725
OpenLLM-France/Lucie-7B,base,f11_guilt,0.03988171072458918,0.0533228169850146
OpenLLM-France/Lucie-7B,base,f11_holy,0.17392053638608662,0.21783643356615146
OpenLLM-France/Lucie-7B,base,f11_holy_b,0.1520893877862462,0.18067984315316954
OpenLLM-France/Lucie-7B,base,f11_love,0.08973550457655857,0.1138110441441918
OpenLLM-France/Lucie-7B,base,f11_love_he,0.13050638389260344,0.1787570067075782
OpenLLM-France/Lucie-7B,base,f11_loyal,0.07367951863094901,0.0615990457798403
OpenLLM-France/Lucie-7B,base,f11_parent,0.040610146391422276,0.03262839836074158
OpenLLM-France/Lucie-7B,base,f11_reason,0.06708257306862361,0.060766665136467723
OpenLLM-France/Lucie-7B,base,f11_sensation,0.10325640594127375,0.11135631673838581
OpenLLM-France/Lucie-7B,base,f11_species,0.14667252138320538,0.16863060354896897
OpenLLM-France/Lucie-7B,base,f11_trust,0.05146193153557466,0.0734810439872627
OpenLLM-France/Lucie-7B,aligned,f11_beauty,0.059970106883004776,0.06901930076332993
OpenLLM-France/Lucie-7B,aligned,f11_beauty_ugly,0.0458728007293748,0.04142564305037556
OpenLLM-France/Lucie-7B,aligned,f11_captive,0.13486781435653347,0.12786258449074855
OpenLLM-France/Lucie-7B,aligned,f11_captive_b,0.07279668005765895,0.06811164309851256
OpenLLM-France/Lucie-7B,aligned,f11_class,0.09071154979366525,0.0906815039566555
OpenLLM-France/Lucie-7B,aligned,f11_create,0.09005783237407711,0.11025738692343631
OpenLLM-France/Lucie-7B,aligned,f11_desire,0.10375449400085879,0.14581216443627004
OpenLLM-France/Lucie-7B,aligned,f11_faithful,0.07600042060527068,0.11063891944330066
OpenLLM-France/Lucie-7B,aligned,f11_gender,0.03529512347976247,0.03396156210703895
OpenLLM-France/Lucie-7B,aligned,f11_gender_he,0.04986028027538608,0.05162638305178178
OpenLLM-France/Lucie-7B,aligned,f11_gender_she,0.048069604850634357,0.04816964971599126
OpenLLM-France/Lucie-7B,aligned,f11_guilt,0.09988386730108537,0.11737387721030537
OpenLLM-France/Lucie-7B,aligned,f11_holy,0.08898321116831039,0.10643557125891233
OpenLLM-France/Lucie-7B,aligned,f11_holy_b,0.09137111761974118,0.09138619637958373
OpenLLM-France/Lucie-7B,aligned,f11_love,0.0670527727908966,0.08655647802718007
OpenLLM-France/Lucie-7B,aligned,f11_love_he,0.09266321118103245,0.11566100891038256
OpenLLM-France/Lucie-7B,aligned,f11_loyal,0.04956138885509707,0.06561137100104547
OpenLLM-France/Lucie-7B,aligned,f11_parent,0.02561520548790579,0.030600864856930025
OpenLLM-France/Lucie-7B,aligned,f11_reason,0.08040645613885894,0.08039730318507454
OpenLLM-France/Lucie-7B,aligned,f11_sensation,0.16609223006767462,0.18633844466557326
OpenLLM-France/Lucie-7B,aligned,f11_species,0.07935872680913655,0.061777141170920466
OpenLLM-France/Lucie-7B,aligned,f11_trust,0.08929399386524373,0.13628274081261862
Qwen/Qwen2.5-7B,base,f11_beauty,0.14752836694671057,0.22326737292610627
Qwen/Qwen2.5-7B,base,f11_beauty_ugly,0.09093888960886393,0.13968141723002983
Qwen/Qwen2.5-7B,base,f11_captive,0.2362362545744999,0.2203002396099345
Qwen/Qwen2.5-7B,base,f11_captive_b,0.07600189761593487,0.09128809050150213
Qwen/Qwen2.5-7B,base,f11_class,0.10325803021106006,0.10513820478401711
Qwen/Qwen2.5-7B,base,f11_create,0.2149695210778137,0.1930659147520064
Qwen/Qwen2.5-7B,base,f11_desire,0.17665082139700045,0.22669180109033232
Qwen/Qwen2.5-7B,base,f11_faithful,0.11399339054917729,0.12552685544799913
Qwen/Qwen2.5-7B,base,f11_gender,0.07131407502305409,0.07310165880234516
Qwen/Qwen2.5-7B,base,f11_gender_he,0.06001662724448445,0.0566976539279075
Qwen/Qwen2.5-7B,base,f11_gender_she,0.06323518198768771,0.05988330753485777
Qwen/Qwen2.5-7B,base,f11_guilt,0.0657418076281874,0.0995022465606918
Qwen/Qwen2.5-7B,base,f11_holy,0.27679930565094213,0.29698748738234093
Qwen/Qwen2.5-7B,base,f11_holy_b,0.15832189530046378,0.15807763460405178
Qwen/Qwen2.5-7B,base,f11_love,0.22887615664844824,0.37545170949368034
Qwen/Qwen2.5-7B,base,f11_love_he,0.269082247458752,0.40222286136787083
Qwen/Qwen2.5-7B,base,f11_loyal,0.06938604602268003,0.07945762640771661
Qwen/Qwen2.5-7B,base,f11_parent,0.04429840339905544,0.04514541282531779
Qwen/Qwen2.5-7B,base,f11_reason,0.11791696388591333,0.1237459295294525
Qwen/Qwen2.5-7B,base,f11_sensation,0.14233874691127163,0.11977972766582427
Qwen/Qwen2.5-7B,base,f11_species,0.22235539517065644,0.2467620791735791
Qwen/Qwen2.5-7B,base,f11_trust,0.14518026428348418,0.1624494314283796
Qwen/Qwen2.5-7B,aligned,f11_beauty,0.13455886443347476,0.251014454408245
Qwen/Qwen2.5-7B,aligned,f11_beauty_ugly,0.11477107167298609,0.16325962906573338
Qwen/Qwen2.5-7B,aligned,f11_captive,0.25678642075165764,0.23125938272294036
Qwen/Qwen2.5-7B,aligned,f11_captive_b,0.09047212137332407,0.10476736188178368
Qwen/Qwen2.5-7B,aligned,f11_class,0.15918242019914627,0.15513780703714675
Qwen/Qwen2.5-7B,aligned,f11_create,0.2878777380573149,0.24361585644776185
Qwen/Qwen2.5-7B,aligned,f11_desire,0.24029090668660463,0.28530037211358916
Qwen/Qwen2.5-7B,aligned,f11_faithful,0.183237856441829,0.19074007125060174
Qwen/Qwen2.5-7B,aligned,f11_gender,0.09400335031298623,0.09435576132019098
Qwen/Qwen2.5-7B,aligned,f11_gender_he,0.1000178854015564,0.1029057384141785
Qwen/Qwen2.5-7B,aligned,f11_gender_she,0.09652077201506659,0.09995897318577232
Qwen/Qwen2.5-7B,aligned,f11_guilt,0.0688892819912963,0.09882158916089724
Qwen/Qwen2.5-7B,aligned,f11_holy,0.44205892991036233,0.5855020151395786
Qwen/Qwen2.5-7B,aligned,f11_holy_b,0.1751956318572809,0.20524302128573263
Qwen/Qwen2.5-7B,aligned,f11_love,0.2784759302910579,0.4269282862992899
Qwen/Qwen2.5-7B,aligned,f11_love_he,0.35594097897672117,0.5680005817079217
Qwen/Qwen2.5-7B,aligned,f11_loyal,0.0952193610923533,0.09702659138485348
Qwen/Qwen2.5-7B,aligned,f11_parent,0.038424521080034774,0.04148841567673761
Qwen/Qwen2.5-7B,aligned,f11_reason,0.1257087477175019,0.12392187818379177
Qwen/Qwen2.5-7B,aligned,f11_sensation,0.23088653512475033,0.1998113289975132
Qwen/Qwen2.5-7B,aligned,f11_species,0.1901284396520609,0.1991387695464788
Qwen/Qwen2.5-7B,aligned,f11_trust,0.21149385596083523,0.2019842003028623
Qwen/Qwen3-8B-Base,base,f11_beauty,0.2601925694356595,0.31984049357789257
Qwen/Qwen3-8B-Base,base,f11_beauty_ugly,0.11649633778335705,0.12984394883505984
Qwen/Qwen3-8B-Base,base,f11_captive,0.11493286431093276,0.09873902897480274
Qwen/Qwen3-8B-Base,base,f11_captive_b,0.06048727500855158,0.08199596362356723
Qwen/Qwen3-8B-Base,base,f11_class,0.1361520377198715,0.22414632011398927
Qwen/Qwen3-8B-Base,base,f11_create,0.2690612726358571,0.22899939006177833
Qwen/Qwen3-8B-Base,base,f11_desire,0.22309074103202112,0.21153507709790723
Qwen/Qwen3-8B-Base,base,f11_faithful,0.06338605616127577,0.09209562107634581
Qwen/Qwen3-8B-Base,base,f11_gender,0.07789752932409355,0.0804107197562497
Qwen/Qwen3-8B-Base,base,f11_gender_he,0.04154982262447594,0.03712377570384142
Qwen/Qwen3-8B-Base,base,f11_gender_she,0.07067157500877749,0.06663278320682946
Qwen/Qwen3-8B-Base,base,f11_guilt,0.08102289321057823,0.0962569418159769
Qwen/Qwen3-8B-Base,base,f11_holy,0.13612811395534602,0.15019465973312401
Qwen/Qwen3-8B-Base,base,f11_holy_b,0.11892605244489475,0.14044002882470563
Qwen/Qwen3-8B-Base,base,f11_love,0.20626255798584994,0.295049740090355
Qwen/Qwen3-8B-Base,base,f11_love_he,0.2401106117646796,0.34167367326809434
Qwen/Qwen3-8B-Base,base,f11_loyal,0.19834391879811558,0.21761961637818744
Qwen/Qwen3-8B-Base,base,f11_parent,0.10933406246463287,0.10441332559810787
Qwen/Qwen3-8B-Base,base,f11_reason,0.10406058354315724,0.11820296958241733
Qwen/Qwen3-8B-Base,base,f11_sensation,0.06285812871145369,0.09737139828165361
Qwen/Qwen3-8B-Base,base,f11_species,0.0890855199988255,0.10769869376935494
Qwen/Qwen3-8B-Base,base,f11_trust,0.12279593842761612,0.14985240365772096
Qwen/Qwen3-8B-Base,aligned,f11_beauty,0.2787992837684292,0.3517176235755196
Qwen/Qwen3-8B-Base,aligned,f11_beauty_ugly,0.10889148737670076,0.12510514315719085
Qwen/Qwen3-8B-Base,aligned,f11_captive,0.18966435993137645,0.16690330614711812
Qwen/Qwen3-8B-Base,aligned,f11_captive_b,0.06717853498798441,0.08618314522305143
Qwen/Qwen3-8B-Base,aligned,f11_class,0.15574238354965353,0.2568714838258246
Qwen/Qwen3-8B-Base,aligned,f11_create,0.23548068558397145,0.2125972083658399
Qwen/Qwen3-8B-Base,aligned,f11_desire,0.22136913721314477,0.20058999068836808
Qwen/Qwen3-8B-Base,aligned,f11_faithful,0.05179493546656465,0.05746271672185686
Qwen/Qwen3-8B-Base,aligned,f11_gender,0.09757107152847061,0.09914557465688799
Qwen/Qwen3-8B-Base,aligned,f11_gender_he,0.0879450091579099,0.0929109936340459
Qwen/Qwen3-8B-Base,aligned,f11_gender_she,0.07527637949382474,0.06166127196320996
Qwen/Qwen3-8B-Base,aligned,f11_guilt,0.11423300254010363,0.12269743227346931
Qwen/Qwen3-8B-Base,aligned,f11_holy,0.19657430632768577,0.27273420490246203
Qwen/Qwen3-8B-Base,aligned,f11_holy_b,0.10862402973586639,0.14972018713559992
Qwen/Qwen3-8B-Base,aligned,f11_love,0.18045580406986406,0.3510826263209581
Qwen/Qwen3-8B-Base,aligned,f11_love_he,0.280920513621889,0.38542392841917883
Qwen/Qwen3-8B-Base,aligned,f11_loyal,0.11019075894433067,0.15008264814495184
Qwen/Qwen3-8B-Base,aligned,f11_parent,0.08250283718709303,0.08942730199372154
Qwen/Qwen3-8B-Base,aligned,f11_reason,0.07631362691242641,0.0869884763504942
Qwen/Qwen3-8B-Base,aligned,f11_sensation,0.1079037845385904,0.1010352927776084
Qwen/Qwen3-8B-Base,aligned,f11_species,0.12339100227088975,0.12425677227873008
Qwen/Qwen3-8B-Base,aligned,f11_trust,0.16189649604893896,0.18293179493591571
RWKV/rwkv-4-7b-pile,base,f11_beauty,0.08306983973647245,0.15674879180574114
RWKV/rwkv-4-7b-pile,base,f11_beauty_ugly,0.051815777961032185,0.06885149677943612
RWKV/rwkv-4-7b-pile,base,f11_captive,0.168033775780747,0.15851325560214585
RWKV/rwkv-4-7b-pile,base,f11_captive_b,0.07243281752743987,0.06859352485884931
RWKV/rwkv-4-7b-pile,base,f11_class,0.06583017771645622,0.06753075341935168
RWKV/rwkv-4-7b-pile,base,f11_create,0.11408127038139707,0.12895919102170827
RWKV/rwkv-4-7b-pile,base,f11_desire,0.10843842842769863,0.1146427104888136
RWKV/rwkv-4-7b-pile,base,f11_faithful,0.11354310922067802,0.10133668632062222
RWKV/rwkv-4-7b-pile,base,f11_gender,0.03355699920021522,0.028115950198618712
RWKV/rwkv-4-7b-pile,base,f11_gender_he,0.021760416807862525,0.025369385192908604
RWKV/rwkv-4-7b-pile,base,f11_gender_she,0.026917873902402918,0.03093096895592813
RWKV/rwkv-4-7b-pile,base,f11_guilt,0.04944424398061996,0.04679653339135125
RWKV/rwkv-4-7b-pile,base,f11_holy,0.1384742433064066,0.19856694291964283
RWKV/rwkv-4-7b-pile,base,f11_holy_b,0.08644536853276306,0.11143283406268131
RWKV/rwkv-4-7b-pile,base,f11_love,0.13051880058872153,0.18060096254812047
RWKV/rwkv-4-7b-pile,base,f11_love_he,0.15097253086718992,0.23191023796111973
RWKV/rwkv-4-7b-pile,base,f11_loyal,0.08371950450749685,0.09594983188621914
RWKV/rwkv-4-7b-pile,base,f11_parent,0.015205230483411202,0.01669752409098244
RWKV/rwkv-4-7b-pile,base,f11_reason,0.14432249582438494,0.1318595553837617
RWKV/rwkv-4-7b-pile,base,f11_sensation,0.07708856634989807,0.09460131637621313
RWKV/rwkv-4-7b-pile,base,f11_species,0.03409545750211374,0.07692313436402709
RWKV/rwkv-4-7b-pile,base,f11_trust,0.0665419036227499,0.07499762564633641
RWKV/rwkv-4-7b-pile,aligned,f11_beauty,0.12073654287218916,0.2105971039918012
RWKV/rwkv-4-7b-pile,aligned,f11_beauty_ugly,0.06728203838969629,0.0943532360147445
RWKV/rwkv-4-7b-pile,aligned,f11_captive,0.1765568263535172,0.1676568692581154
RWKV/rwkv-4-7b-pile,aligned,f11_captive_b,0.07502561553734617,0.06968022143502109
RWKV/rwkv-4-7b-pile,aligned,f11_class,0.06780763701846715,0.07738409394454906
RWKV/rwkv-4-7b-pile,aligned,f11_create,0.13703489236356275,0.17795351454077857
RWKV/rwkv-4-7b-pile,aligned,f11_desire,0.1269052794168237,0.1636366143840115
RWKV/rwkv-4-7b-pile,aligned,f11_faithful,0.12619922552822235,0.11645496443440653
RWKV/rwkv-4-7b-pile,aligned,f11_gender,0.03789945174703215,0.033875426109469406
RWKV/rwkv-4-7b-pile,aligned,f11_gender_he,0.025109465760658027,0.026983830724917494
RWKV/rwkv-4-7b-pile,aligned,f11_gender_she,0.03088989718898349,0.036309892285664114
RWKV/rwkv-4-7b-pile,aligned,f11_guilt,0.06048193209103341,0.05450889496422773
RWKV/rwkv-4-7b-pile,aligned,f11_holy,0.1500475528179071,0.20847876603222742
RWKV/rwkv-4-7b-pile,aligned,f11_holy_b,0.10131928965751297,0.129179919344503
RWKV/rwkv-4-7b-pile,aligned,f11_love,0.1650434188694511,0.2588813493774214
RWKV/rwkv-4-7b-pile,aligned,f11_love_he,0.18209173665028905,0.2746098549645496
RWKV/rwkv-4-7b-pile,aligned,f11_loyal,0.07935965281863366,0.0853216475178753
RWKV/rwkv-4-7b-pile,aligned,f11_parent,0.03314673587308248,0.034369698049470855
RWKV/rwkv-4-7b-pile,aligned,f11_reason,0.15327091345207686,0.13763527906737225
RWKV/rwkv-4-7b-pile,aligned,f11_sensation,0.07631636799584793,0.12847000393521346
RWKV/rwkv-4-7b-pile,aligned,f11_species,0.03713596131297757,0.07599954598312969
RWKV/rwkv-4-7b-pile,aligned,f11_trust,0.08243175505398931,0.10464235673033995
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_beauty,0.04320368588556124,0.07096051385453164
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_beauty_ugly,0.12966661938384705,0.13232130362332187
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_captive,0.04125102286426545,0.04180022465016117
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_captive_b,0.04157177802818966,0.03477551355936952
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_class,0.09646816898627011,0.10313866206037509
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_create,0.11486484874205821,0.14792211262103863
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_desire,0.08230413977620199,0.1395247872620247
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_faithful,0.08519153015375461,0.11426145023834577
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_gender,0.07467632431558045,0.07410264395104882
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_gender_he,0.04509124960968959,0.04191377354868621
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_gender_she,0.03152703696076051,0.02958691953068027
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_guilt,0.054909208807256214,0.06085646307102195
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_holy,0.11034302823003853,0.15853854797038294
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_holy_b,0.09896718300058421,0.12438933062421402
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_love,0.09851598855195014,0.17393628276076936
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_love_he,0.08372864810188926,0.1680523845579538
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_loyal,0.04206038667151618,0.04468788087787823
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_parent,0.020753903187185955,0.023491628621534037
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_reason,0.18149974099211952,0.16521795892014168
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_sensation,0.08999173434502197,0.12812521889766038
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_species,0.07092399701020569,0.12726327156828626
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,f11_trust,0.06075199957081494,0.07270965736444378
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_beauty,0.06683279586690108,0.12417310791173783
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_beauty_ugly,0.18069819049156294,0.21461487183738226
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_captive,0.037737441154929705,0.04456577762397455
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_captive_b,0.053235527853908615,0.0457011596977935
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_class,0.12862185180182273,0.12382832263614343
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_create,0.15687085084574953,0.18163521082410047
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_desire,0.13904358566359426,0.20306382442717533
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_faithful,0.11311714922296957,0.18199488387097806
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_gender,0.0866947650420026,0.08045563467824424
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_gender_he,0.05439352679207697,0.05084595271000279
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_gender_she,0.04564793371860816,0.04245498388440137
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_guilt,0.11700179753043993,0.11112277251441707
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_holy,0.10907874690306793,0.15986106012123913
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_holy_b,0.105021852819406,0.14276151043196633
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_love,0.13875517201308074,0.2376616670878472
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_love_he,0.13876871017650944,0.23387091336991547
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_loyal,0.04359959355715752,0.05992569765768089
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_parent,0.02472019100656392,0.02842879453161183
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_reason,0.1906964172377965,0.17679950188976098
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_sensation,0.1890832177980578,0.20714922089159055
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_species,0.10328602361397643,0.14713629528011346
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,aligned,f11_trust,0.06129431488519349,0.08259648674584621
Zyphra/Zamba2-7B,base,f11_beauty,0.1313403582216934,0.1631414397690038
Zyphra/Zamba2-7B,base,f11_beauty_ugly,0.08973523941815667,0.12051649465890447
Zyphra/Zamba2-7B,base,f11_captive,0.084701611276784,0.06686080794193423
Zyphra/Zamba2-7B,base,f11_captive_b,0.037914746558200374,0.05125006747065382
Zyphra/Zamba2-7B,base,f11_class,0.07238637244104852,0.06018051519721698
Zyphra/Zamba2-7B,base,f11_create,0.10620511735681976,0.11672257138968031
Zyphra/Zamba2-7B,base,f11_desire,0.10543018849538653,0.12504104270754446
Zyphra/Zamba2-7B,base,f11_faithful,0.072010023569127,0.09210756878167953
Zyphra/Zamba2-7B,base,f11_gender,0.05008543414309738,0.04253540768399351
Zyphra/Zamba2-7B,base,f11_gender_he,0.03731833007050589,0.03974628941112511
Zyphra/Zamba2-7B,base,f11_gender_she,0.03498474873187318,0.035246171460524445
Zyphra/Zamba2-7B,base,f11_guilt,0.09553309449437518,0.12196940710047123
Zyphra/Zamba2-7B,base,f11_holy,0.19352827630879518,0.24288635051072432
Zyphra/Zamba2-7B,base,f11_holy_b,0.22966431036135426,0.3257188111589193
Zyphra/Zamba2-7B,base,f11_love,0.1433822803239606,0.23108810687797043
Zyphra/Zamba2-7B,base,f11_love_he,0.16336672169751765,0.27538398603452774
Zyphra/Zamba2-7B,base,f11_loyal,0.13969961306913473,0.17204542950071372
Zyphra/Zamba2-7B,base,f11_parent,0.024246598223031976,0.025568744959166032
Zyphra/Zamba2-7B,base,f11_sensation,0.08426958945185106,0.11614025221078324
Zyphra/Zamba2-7B,base,f11_species,0.055953861370771324,0.0694538798963184
Zyphra/Zamba2-7B,base,f11_trust,0.0649298856722289,0.07819348942328315
Zyphra/Zamba2-7B,aligned,f11_beauty,0.13384083661068122,0.16334708680745122
Zyphra/Zamba2-7B,aligned,f11_beauty_ugly,0.09216581827765633,0.11995540797557858
Zyphra/Zamba2-7B,aligned,f11_captive,0.07977307107977549,0.06126167778570785
Zyphra/Zamba2-7B,aligned,f11_captive_b,0.044107136911080994,0.06598077198268495
Zyphra/Zamba2-7B,aligned,f11_class,0.08166129849668433,0.08281669271977818
Zyphra/Zamba2-7B,aligned,f11_create,0.1251370505597394,0.1445323605415082
Zyphra/Zamba2-7B,aligned,f11_desire,0.11677796871697581,0.19525027159694863
Zyphra/Zamba2-7B,aligned,f11_faithful,0.06764012511472925,0.08930136290736018
Zyphra/Zamba2-7B,aligned,f11_gender,0.0368337526490167,0.03252147135573753
Zyphra/Zamba2-7B,aligned,f11_gender_he,0.03564703927004066,0.03279171009135634
Zyphra/Zamba2-7B,aligned,f11_gender_she,0.029558654122692023,0.029649132024557996
Zyphra/Zamba2-7B,aligned,f11_guilt,0.08299980463946853,0.10404962095939094
Zyphra/Zamba2-7B,aligned,f11_holy,0.18332453147591624,0.22593783575820783
Zyphra/Zamba2-7B,aligned,f11_holy_b,0.22747856197293506,0.31828012459194555
Zyphra/Zamba2-7B,aligned,f11_love,0.16661804825064697,0.27814801820967305
Zyphra/Zamba2-7B,aligned,f11_love_he,0.18504769828488787,0.27271299088751494
