checkpoint,prompt_id,n_gens,n_cloze_run3
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,sexual_liminal_1,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,sexual_liminal_2,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,sexual_liminal_3,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,sexual_liminal_4,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,sexual_liminal_5,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,substance_1,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,substance_2,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,substance_3,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,substance_4,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,substance_5,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_explicit_1,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_explicit_2,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_explicit_3,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_explicit_4,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_explicit_5,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_liminal_1,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_liminal_2,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_liminal_4,8,0
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,violence_liminal_5,8,0
allenai/Llama-3.1-Tulu-3-8B-DPO,death_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,death_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,death_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,death_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,death_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_6,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_7,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,power_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,power_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,power_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,power_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,power_5,100,1
allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_4,100,1
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,substance_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,substance_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,substance_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,substance_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,substance_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_3,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_1,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_2,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_4,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_5,100,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,death_1,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,death_2,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,death_3,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,death_4,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,death_5,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,profanity_1,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,profanity_2,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,profanity_3,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,profanity_4,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,profanity_5,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_explicit_1,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_explicit_2,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_explicit_3,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_explicit_4,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_explicit_5,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_liminal_1,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_liminal_2,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_liminal_3,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_liminal_4,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_liminal_5,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_liminal_6,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,sexual_liminal_7,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,substance_1,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,substance_2,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,substance_3,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,substance_4,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,substance_5,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_explicit_1,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_explicit_2,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_explicit_3,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_explicit_4,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_explicit_5,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_liminal_1,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_liminal_2,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_liminal_4,3,0
allenai/Llama-3.1-Tulu-3-8B-DPO:continue,violence_liminal_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,death_1,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,death_2,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,death_3,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,death_4,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,death_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,profanity_1,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,profanity_2,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,profanity_3,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,profanity_4,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,profanity_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_explicit_1,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_explicit_2,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_explicit_3,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_explicit_4,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_explicit_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_liminal_1,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_liminal_2,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_liminal_3,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_liminal_4,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_liminal_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_liminal_6,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,sexual_liminal_7,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,substance_1,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,substance_2,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,substance_3,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,substance_4,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,substance_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_explicit_1,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_explicit_2,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_explicit_3,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_explicit_4,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_explicit_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_liminal_1,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_liminal_2,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_liminal_4,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT,violence_liminal_5,3,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_1,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_2,100,1
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_3,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_1,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_2,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_3,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_6,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_7,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_1,100,1
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_2,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_3,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_1,100,1
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_2,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_3,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_1,100,1
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_2,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_3,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_1,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_2,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_3,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_1,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_2,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_3,100,1
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_1,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_2,100,1
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_3,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_5,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_1,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_2,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_4,100,0
allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,death_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,death_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,death_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,death_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,death_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,neutral_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,neutral_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,neutral_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,neutral_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,neutral_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,neutral_6,100,0
allenai/Llama-3.1-Tulu-3.1-8B,neutral_7,100,0
allenai/Llama-3.1-Tulu-3.1-8B,power_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,power_2,100,1
allenai/Llama-3.1-Tulu-3.1-8B,power_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,power_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,power_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,profanity_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,profanity_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,profanity_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,profanity_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,profanity_5,100,1
allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,substance_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,substance_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,substance_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,substance_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,substance_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_3,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_5,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_1,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_2,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_4,100,0
allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_5,100,0
allenai/OLMo-2-0425-1B,death_1,100,0
allenai/OLMo-2-0425-1B,death_2,100,0
allenai/OLMo-2-0425-1B,death_3,100,0
allenai/OLMo-2-0425-1B,death_4,100,0
allenai/OLMo-2-0425-1B,death_5,100,0
allenai/OLMo-2-0425-1B,neutral_1,100,1
allenai/OLMo-2-0425-1B,neutral_2,100,0
allenai/OLMo-2-0425-1B,neutral_3,100,0
allenai/OLMo-2-0425-1B,neutral_4,100,0
allenai/OLMo-2-0425-1B,neutral_5,100,1
allenai/OLMo-2-0425-1B,neutral_6,100,1
allenai/OLMo-2-0425-1B,neutral_7,100,0
allenai/OLMo-2-0425-1B,power_1,100,0
allenai/OLMo-2-0425-1B,power_2,100,1
allenai/OLMo-2-0425-1B,power_3,100,1
allenai/OLMo-2-0425-1B,power_4,100,0
allenai/OLMo-2-0425-1B,power_5,100,1
allenai/OLMo-2-0425-1B,profanity_1,100,0
allenai/OLMo-2-0425-1B,profanity_2,100,0
allenai/OLMo-2-0425-1B,profanity_3,100,0
allenai/OLMo-2-0425-1B,profanity_4,100,0
allenai/OLMo-2-0425-1B,profanity_5,100,0
allenai/OLMo-2-0425-1B,sexual_explicit_1,100,0
allenai/OLMo-2-0425-1B,sexual_explicit_2,100,0
allenai/OLMo-2-0425-1B,sexual_explicit_3,100,0
allenai/OLMo-2-0425-1B,sexual_explicit_4,100,1
allenai/OLMo-2-0425-1B,sexual_explicit_5,100,1
allenai/OLMo-2-0425-1B,sexual_liminal_1,100,0
allenai/OLMo-2-0425-1B,sexual_liminal_2,100,0
allenai/OLMo-2-0425-1B,sexual_liminal_3,100,0
allenai/OLMo-2-0425-1B,sexual_liminal_4,100,0
allenai/OLMo-2-0425-1B,sexual_liminal_5,100,1
allenai/OLMo-2-0425-1B,substance_1,100,0
allenai/OLMo-2-0425-1B,substance_2,100,0
allenai/OLMo-2-0425-1B,substance_3,100,0
allenai/OLMo-2-0425-1B,substance_4,100,0
allenai/OLMo-2-0425-1B,substance_5,100,0
allenai/OLMo-2-0425-1B,violence_explicit_1,100,0
allenai/OLMo-2-0425-1B,violence_explicit_2,100,0
allenai/OLMo-2-0425-1B,violence_explicit_3,100,1
allenai/OLMo-2-0425-1B,violence_explicit_4,100,0
allenai/OLMo-2-0425-1B,violence_explicit_5,100,0
allenai/OLMo-2-0425-1B,violence_liminal_1,100,0
allenai/OLMo-2-0425-1B,violence_liminal_2,100,0
allenai/OLMo-2-0425-1B,violence_liminal_4,100,0
allenai/OLMo-2-0425-1B,violence_liminal_5,100,0
allenai/OLMo-2-0425-1B-DPO,death_1,100,0
allenai/OLMo-2-0425-1B-DPO,death_2,100,0
allenai/OLMo-2-0425-1B-DPO,death_3,100,0
allenai/OLMo-2-0425-1B-DPO,death_4,100,0
allenai/OLMo-2-0425-1B-DPO,death_5,100,0
allenai/OLMo-2-0425-1B-DPO,neutral_1,100,2
allenai/OLMo-2-0425-1B-DPO,neutral_2,100,0
allenai/OLMo-2-0425-1B-DPO,neutral_3,100,0
allenai/OLMo-2-0425-1B-DPO,neutral_4,100,0
allenai/OLMo-2-0425-1B-DPO,neutral_5,100,0
allenai/OLMo-2-0425-1B-DPO,neutral_6,100,0
allenai/OLMo-2-0425-1B-DPO,neutral_7,100,0
allenai/OLMo-2-0425-1B-DPO,power_1,100,0
allenai/OLMo-2-0425-1B-DPO,power_2,100,0
allenai/OLMo-2-0425-1B-DPO,power_3,100,0
allenai/OLMo-2-0425-1B-DPO,power_4,100,0
allenai/OLMo-2-0425-1B-DPO,power_5,100,0
allenai/OLMo-2-0425-1B-DPO,profanity_1,100,0
allenai/OLMo-2-0425-1B-DPO,profanity_2,100,1
allenai/OLMo-2-0425-1B-DPO,profanity_3,100,0
allenai/OLMo-2-0425-1B-DPO,profanity_4,100,0
allenai/OLMo-2-0425-1B-DPO,profanity_5,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_explicit_1,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_explicit_2,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_explicit_3,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_explicit_4,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_explicit_5,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_liminal_1,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_liminal_2,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_liminal_3,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_liminal_4,100,0
allenai/OLMo-2-0425-1B-DPO,sexual_liminal_5,100,0
allenai/OLMo-2-0425-1B-DPO,substance_1,100,0
allenai/OLMo-2-0425-1B-DPO,substance_2,100,0
allenai/OLMo-2-0425-1B-DPO,substance_3,100,0
allenai/OLMo-2-0425-1B-DPO,substance_4,100,1
allenai/OLMo-2-0425-1B-DPO,substance_5,100,0
allenai/OLMo-2-0425-1B-DPO,violence_explicit_1,100,0
allenai/OLMo-2-0425-1B-DPO,violence_explicit_2,100,0
allenai/OLMo-2-0425-1B-DPO,violence_explicit_3,100,0
allenai/OLMo-2-0425-1B-DPO,violence_explicit_4,100,0
allenai/OLMo-2-0425-1B-DPO,violence_explicit_5,100,0
allenai/OLMo-2-0425-1B-DPO,violence_liminal_1,100,0
allenai/OLMo-2-0425-1B-DPO,violence_liminal_2,100,0
allenai/OLMo-2-0425-1B-DPO,violence_liminal_4,100,0
allenai/OLMo-2-0425-1B-DPO,violence_liminal_5,100,0
allenai/OLMo-2-0425-1B-Instruct,death_1,100,0
allenai/OLMo-2-0425-1B-Instruct,death_2,100,0
allenai/OLMo-2-0425-1B-Instruct,death_3,100,0
allenai/OLMo-2-0425-1B-Instruct,death_4,100,0
allenai/OLMo-2-0425-1B-Instruct,death_5,100,0
allenai/OLMo-2-0425-1B-Instruct,neutral_1,100,2
allenai/OLMo-2-0425-1B-Instruct,neutral_2,100,0
allenai/OLMo-2-0425-1B-Instruct,neutral_3,100,0
allenai/OLMo-2-0425-1B-Instruct,neutral_4,100,1
allenai/OLMo-2-0425-1B-Instruct,neutral_5,100,1
allenai/OLMo-2-0425-1B-Instruct,neutral_6,100,0
allenai/OLMo-2-0425-1B-Instruct,neutral_7,100,0
allenai/OLMo-2-0425-1B-Instruct,power_1,100,0
allenai/OLMo-2-0425-1B-Instruct,power_2,100,0
allenai/OLMo-2-0425-1B-Instruct,power_3,100,0
allenai/OLMo-2-0425-1B-Instruct,power_4,100,0
allenai/OLMo-2-0425-1B-Instruct,power_5,100,1
allenai/OLMo-2-0425-1B-Instruct,profanity_1,100,0
allenai/OLMo-2-0425-1B-Instruct,profanity_2,100,0
allenai/OLMo-2-0425-1B-Instruct,profanity_3,100,0
allenai/OLMo-2-0425-1B-Instruct,profanity_4,100,0
allenai/OLMo-2-0425-1B-Instruct,profanity_5,100,1
allenai/OLMo-2-0425-1B-Instruct,sexual_explicit_1,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_explicit_2,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_explicit_3,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_explicit_4,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_explicit_5,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_liminal_1,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_liminal_2,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_liminal_3,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_liminal_4,100,0
allenai/OLMo-2-0425-1B-Instruct,sexual_liminal_5,100,0
allenai/OLMo-2-0425-1B-Instruct,substance_1,100,0
allenai/OLMo-2-0425-1B-Instruct,substance_2,100,0
allenai/OLMo-2-0425-1B-Instruct,substance_3,100,0
allenai/OLMo-2-0425-1B-Instruct,substance_4,100,0
allenai/OLMo-2-0425-1B-Instruct,substance_5,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_explicit_1,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_explicit_2,100,1
allenai/OLMo-2-0425-1B-Instruct,violence_explicit_3,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_explicit_4,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_explicit_5,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_liminal_1,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_liminal_2,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_liminal_4,100,0
allenai/OLMo-2-0425-1B-Instruct,violence_liminal_5,100,0
allenai/OLMo-2-0425-1B-SFT,death_1,100,1
allenai/OLMo-2-0425-1B-SFT,death_2,100,0
allenai/OLMo-2-0425-1B-SFT,death_3,100,0
allenai/OLMo-2-0425-1B-SFT,death_4,100,0
allenai/OLMo-2-0425-1B-SFT,death_5,100,0
allenai/OLMo-2-0425-1B-SFT,neutral_1,100,0
allenai/OLMo-2-0425-1B-SFT,neutral_2,100,0
allenai/OLMo-2-0425-1B-SFT,neutral_3,100,0
allenai/OLMo-2-0425-1B-SFT,neutral_4,100,0
allenai/OLMo-2-0425-1B-SFT,neutral_5,100,0
allenai/OLMo-2-0425-1B-SFT,neutral_6,100,0
allenai/OLMo-2-0425-1B-SFT,neutral_7,100,0
allenai/OLMo-2-0425-1B-SFT,power_1,100,0
allenai/OLMo-2-0425-1B-SFT,power_2,100,0
allenai/OLMo-2-0425-1B-SFT,power_3,100,0
allenai/OLMo-2-0425-1B-SFT,power_4,100,0
allenai/OLMo-2-0425-1B-SFT,power_5,100,0
allenai/OLMo-2-0425-1B-SFT,profanity_1,100,0
allenai/OLMo-2-0425-1B-SFT,profanity_2,100,0
allenai/OLMo-2-0425-1B-SFT,profanity_3,100,0
allenai/OLMo-2-0425-1B-SFT,profanity_4,100,0
allenai/OLMo-2-0425-1B-SFT,profanity_5,100,0
allenai/OLMo-2-0425-1B-SFT,sexual_explicit_1,100,0
